BRAND-NAME,DOSAGE-FORM,PRODUCER,PRODUCT-IMAGE,LABEL-IMAGE,APPROVAL-DATE,REGISTRATION-NUMBER,TETRAHYDROCANNABINOL-THC,TETRAHYDROCANNABINOL-ACID-THCA,CANNABIDIOLS-CBD,CANNABIDIOL-ACID-CBDA,A-PINENE,B-MYRCENE,B-CARYOPHYLLENE,B-PINENE,LIMONENE,OCIMENE,LINALOOL-LIN,HUMULENE-HUM,CBG,CBG-A,CANNABAVARIN-CBDV,CANNABICHROMENE-CBC,CANNBINOL-CBN,TETRAHYDROCANNABIVARIN-THCV,A-BISABOLOL,A-PHELLANDRENE,A-TERPINENE,B-EUDESMOL,B-TERPINENE,FENCHONE,PULEGOL,BORNEOL,ISOPULEGOL,CARENE,CAMPHENE,CAMPHOR,CARYOPHYLLENE-OXIDE,CEDROL,EUCALYPTOL,GERANIOL,GUAIOL,GERANYL-ACETATE,ISOBORNEOL,MENTHOL,L-FENCHONE,NEROL,SABINENE,TERPINEOL,TERPINOLENE,TRANS-B-FARNESENE,VALENCENE,A-CEDRENE,A-FARNESENE,B-FARNESENE,CIS-NEROLIDOL,FENCHOL,TRANS-NEROLIDOL
Bandolyn Pre-Rolls T31% H 8380,Cigarettes (pre-rolled cones),CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3389667&GUID=CBB6DE3E-0634-4B65-B834-95BA935CFC50),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3389664&GUID=B5A14B4D-246A-4A24-A1F0-A13BE41B5FDF),03/16/2020 12:00:00 AM,MMBR.0007143,0.21,30.95,0.21,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bianca Pure Oil P,"Extracts, sprays, tinctures or oils",CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3377139&GUID=56508032-8630-4BE9-9E0A-1E03D8EF6B12),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3377136&GUID=FE30D95A-4477-4335-96BB-9CBC4C8BDB1A),03/09/2020 12:00:00 AM,MMBR.0007108,32.91,0,32.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biscay T10 8459,Capsules or pills,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3372823&GUID=0147D85B-AEFB-4B5C-A25A-012F42A9F645),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3372817&GUID=41C1EB1A-4704-4552-8A83-D70FCD1F7E71),03/05/2020 12:00:00 AM,MMBR.0007090,1.78,<0.10,1.78,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biscay T30 8497,Capsules or pills,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3416281&GUID=68901870-6A6A-48B6-8864-A72C48B81A3A),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3416280&GUID=114206B3-859B-43AD-BF63-9614E615801A),04/06/2020 12:00:00 AM,MMBR.0007281,8.68,<0.10,8.68,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biscay T5 8458,Capsules or pills,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3372792&GUID=44A3B427-0E82-4CD4-BC3B-F6768E3ABC73),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3372785&GUID=7F23606E-938A-4032-9A3F-926508580270),03/05/2020 12:00:00 AM,MMBR.0007091,1.78,<0.10,1.78,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biscay T50 8498,Capsules or pills,THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3416321&GUID=CF63B4FD-3D3E-49DC-8E25-C4AF41BF49F8),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3416320&GUID=82B76232-7396-4B47-A30C-69CE9F92C368),04/06/2020 12:00:00 AM,MMBR.0007283,8.68,<0.10,8.68,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C200 Nano-Tincture 8399,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3422502&GUID=DC3CCAF0-5E57-47FD-A205-F80DA940921A),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3422500&GUID=789499D9-19BF-457D-A89E-B65BE0D714AB),04/13/2020 12:00:00 AM,MMBR.0007327,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albivex Pre-Rolls T31% I 7879,Cigarettes (pre-rolled cones),CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3280235&GUID=42804C62-31F7-415F-8406-E2ED656E395D),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3280233&GUID=9C268F6C-53E0-4432-A93E-90F912E64EC6),12/23/2019 12:00:00 AM,MMBR.0006657,0.25,30.80,0.25,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aniva T31 8007,Raw material (flower),THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3250629&GUID=5F21D37B-B851-42CB-A934-677D665EB81F),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3250627&GUID=8D3B9B90-05AD-4587-BA5B-7F36EEBF1E58),12/03/2019 12:00:00 AM,MMBR.0006502,0.30,30.5,0.30,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aniva T31 PR 8008,Cigarettes (pre-rolled cones),THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3250653&GUID=3F513D15-BA12-481D-866D-6EC5E70B4D7D),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3250650&GUID=0D7F5E68-B497-4C37-8284-059E03436786),12/03/2019 12:00:00 AM,MMBR.0006491,0.30,30.5,0.30,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auralex Flower SC T31% H 8314,Raw material (flower),CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3323450&GUID=8F2AB170-CB30-45D1-850E-6FF98CDEC99D),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3323322&GUID=3551F93C-4ECE-4C23-8B4E-BA32BC59D4B4),01/28/2020 12:00:00 AM,MMBR.0006859,0.12,31.37,0.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auralex Pre-Rolls T31% H 8315,Cigarettes (pre-rolled cones),CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3323442&GUID=C428F0ED-9BCA-46BA-A732-DFB42601C924),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3323334&GUID=0B7687AE-6722-43CB-B429-434042D39BF0),01/28/2020 12:00:00 AM,MMBR.0006860,0.12,31.37,0.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black T88% TD 8601,"Extracts, sprays, tinctures or oils",CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3435842&GUID=B3530521-3311-4718-ACFA-D1CD96B910B7),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3435841&GUID=0F57DC39-5078-43E0-B6F8-EC0B720EA32C),04/22/2020 12:00:00 AM,MMBR.0007401,88.26,0,88.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black T89% TD 8509,"Extracts, sprays, tinctures or oils",CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3342244&GUID=552B2E04-22BE-427E-97C3-F810A9C90A3C),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3342242&GUID=562FE2C4-813A-45A7-A7F7-16AF6EEB2BE9),02/07/2020 12:00:00 AM,MMBR.0006942,89.23,0,89.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandica T27 8495,Raw material (flower),THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3412402&GUID=D6A99D6D-CBA5-4A53-8D01-3B7A5F24CDF3),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3412401&GUID=523E2AB0-78B3-49AD-B6BC-CF79B825A086),04/01/2020 12:00:00 AM,MMBR.0007257,0.37,26.7,0.37,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnivaPure T200C1 8017,"Extracts, sprays, tinctures or oils",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3251059&GUID=EA0F8DB0-B562-46E0-BDA0-FB278F550A88),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3251055&GUID=CF29680C-CCCB-4AE5-B8F5-6F6D648CA520),12/03/2019 12:00:00 AM,MMBR.0006495,80.1,0.27,80.1,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnivaPure T350C1 8018,"Extracts, sprays, tinctures or oils",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3251080&GUID=D05F09F1-AF1E-4536-B352-F14E4EC68AE2),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3251078&GUID=B9AC99BE-BF2F-4DCB-B771-DA1BEEDB6991),12/03/2019 12:00:00 AM,MMBR.0006496,80.1,0.27,80.1,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandica T27 PR 8496,Cigarettes (pre-rolled cones),THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3412408&GUID=7A49A9B9-0FA6-404E-B685-1F8FE31E2B68),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3412407&GUID=CB9DB540-10E5-4EB3-8907-F67C9EAB2019),04/01/2020 12:00:00 AM,MMBR.0007255,0.37,26.7,0.37,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brownie Bites 7995,Baked goods,CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3326466&GUID=37ED41C4-BB45-4C2C-AB85-E1397E87D0D4),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3326463&GUID=3ED61D5D-8E2F-45FD-B6C1-E73EA7A90501),01/29/2020 12:00:00 AM,MMBR.0006882,0.16,<0.10,0.16,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brownie Bites 8567,Baked goods,CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3405866&GUID=212DD3F9-C872-4E99-8587-5D99F311D26E),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3405862&GUID=D714BBEC-0523-4DD0-96C8-58588ECD0E94),03/26/2020 12:00:00 AM,MMBR.0007222,0.12,0,0.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10 Tabs 8394,Capsules or pills,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3422426&GUID=56803528-21B3-4200-BFBD-28FC6431C9E5),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3422423&GUID=3A9DB010-A34E-4F93-B17A-F89A1D4495F0),04/13/2020 12:00:00 AM,MMBR.0007330,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C200 Oral Drops 8352 Fruit Punch,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3355910&GUID=685C06AF-18F4-4D58-9316-D557C987588E),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3355909&GUID=CF2D57BF-8C8D-4955-BD1A-E353F64FAB0F),02/19/2020 12:00:00 AM,MMBR.0007000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C200 Oral Drops 9024 Fruit Punch,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3448842&GUID=D17FA680-3C5F-43D3-A615-D59A9D6A722A),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3448837&GUID=8A9FE0A6-A0E2-4567-AEAF-36B7A0D0630E),05/04/2020 12:00:00 AM,MMBR.0007467,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C250 CBD Oral Spray 8365,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3377311&GUID=4185040F-2B86-4DCE-9184-7854899861F7),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3377308&GUID=7A57562C-222B-48DA-932F-6B318EF6D239),03/09/2020 12:00:00 AM,MMBR.0007105,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol G 2:3 Pure Rythm VPen T146 C226 NDC: 8729,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3430581&GUID=0AE2A4B1-2A4E-41F4-B81F-486CC0F122D4),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3430580&GUID=274BF7E7-9690-4755-BEC5-EE20142647B7),04/17/2020 12:00:00 AM,MMBR.0007381,29.24,0,29.24,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol H 2:5 Pure VPen T95 C256 NDC: 8625,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3393919&GUID=6B43CFD2-E8A6-4CE5-AFD0-D1D74743A99D),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3393918&GUID=22BBE99A-0E9A-4AF4-972B-D470A2D18981),03/16/2020 12:00:00 AM,MMBR.0007140,22.62,0,22.62,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bablica T25 8043,Raw material (flower),THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3274709&GUID=F77F9065-FC7E-40C9-A384-0C5759D4F148),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3274697&GUID=069D8BF7-E6B5-4865-8976-D2C799939F25),12/19/2019 12:00:00 AM,MMBR.0006646,0.26,24.8,0.26,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C250 Oral Syringe 8404,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3422262&GUID=1F5D01E0-D7A7-4347-9578-1455484CFB98),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3422261&GUID=EC21E672-6F0B-425A-8F7C-13601497C780),04/13/2020 12:00:00 AM,MMBR.0007334,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calavec Flower SC T32% I 8377,Raw material (flower),CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3389866&GUID=CBBC6A76-AE93-49DD-B0B8-168D195E21F3),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3389864&GUID=B734B6D4-4024-4138-9869-4B6283DBEECF),03/16/2020 12:00:00 AM,MMBR.0007144,1.29,30.80,1.29,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calavec Flower T32% I 8360,Raw material (flower),CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3366646&GUID=AB03BFA7-B6A8-4516-92AB-8C1E10DE8BA4),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3366645&GUID=3E3E83E3-D109-4188-96CE-79849D15344F),03/04/2020 12:00:00 AM,MMBR.0007087,1.29,30.80,1.29,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol F 1:1 Slips T10.5 C11.5 NDC: 8236,"Topical applications, oils or lotions",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3338674&GUID=72628899-304F-4E7C-9BFA-38D14C698385),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3338673&GUID=EB59F521-C3A1-4F41-B8A0-25FF8E1876FB),02/05/2020 12:00:00 AM,MMBR.0006924,7.09,<0.10,7.09,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol F 1:1 Transdermal Bath Bomb NDC: 8263,"Topical applications, oils or lotions",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3352171&GUID=0CDA29AE-C387-4DAD-84F7-69245FEF3A73),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3352170&GUID=E216F0F8-6915-44C8-95C2-DAAE45F869A9),02/13/2020 12:00:00 AM,MMBR.0006981,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol G 2:3 Pure Rythm Disposable Vape T87 C135 NDC: 8734,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3430823&GUID=0BF88A46-498F-4CF1-8302-52589F1FF695),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3430822&GUID=6F004893-D9B5-4528-BA3B-C7232DBE952F),04/17/2020 12:00:00 AM,MMBR.0007379,29.24,0,29.24,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBG Oral Drops 9025 Grape,"Extracts, sprays, tinctures or oils",CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3448964&GUID=E15ACB99-2F1D-4379-8B4E-78C4EB98DBD9),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3448962&GUID=207896CE-1E17-4853-BA10-08CF469C7BF9),05/04/2020 12:00:00 AM,MMBR.0007468,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinnamon Sugar Cookies 7969,Baked goods,CURALEAF LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3314156&GUID=2D2109B1-A3CC-4FCF-87C8-90618E75761C),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3314152&GUID=2BE7843A-FE5C-4F4A-95FD-FFAB228EBBA1),01/17/2020 12:00:00 AM,MMBR.0006796,0.13,<0.10,0.13,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citrivex Flower SC T32% H 8356,Raw material (flower),CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3357281&GUID=EF8AE6E5-8851-4161-85B0-A6F7CBFFB5E7),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3357278&GUID=5B1839D8-0A55-494A-B212-5433AA9EBD21),02/21/2020 12:00:00 AM,MMBR.0007013,0.21,31.70,0.21,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auralex Flower T31% H 7900,Raw material (flower),CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3312783&GUID=E2D1199D-B86F-4D29-AB27-F43C88F0F441),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3312779&GUID=42E1836A-16B1-4D3C-81E9-C1A1F1763775),01/15/2020 12:00:00 AM,MMBR.0006781,0.12,31.37,0.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BiscayPure T200C1 8039,"Extracts, sprays, tinctures or oils",THERAPLANT LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3270858&GUID=73628599-FED6-4FD5-B2E2-7ADEA79FA94A),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3270857&GUID=C9A625BE-023F-4F84-AB0F-163BBF85025D),12/18/2019 12:00:00 AM,MMBR.0006637,64.1,10.8,64.1,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5 Micro Dose Tabs 8323,Capsules or pills,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3323434&GUID=915B9AF7-9276-4761-94C5-1858FB4167C5),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3323315&GUID=C423437F-88BC-4F01-8B83-D7216ED25C81),01/28/2020 12:00:00 AM,MMBR.0006864,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C50 Extended Release Tabs 8320,Capsules or pills,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3323429&GUID=819BDB23-23E8-4BE7-B5D6-CBD48BF0F628),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3323428&GUID=576FA473-B245-4A0C-84C6-DE9EBB6D12D2),01/28/2020 12:00:00 AM,MMBR.0006858,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol F 1:1 Transdermal Lotion NDC: 8234,"Topical applications, oils or lotions",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3338383&GUID=B433B7FA-B341-448F-B99E-847C0CFA7B57),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3338089&GUID=7F5AC60D-4F33-4754-B286-8983EBF087E7),02/05/2020 12:00:00 AM,MMBR.0006920,0.10,<0.10,0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol G 2:3 Pure Rythm VPen T292 C452 NDC: 8738,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3431087&GUID=D0C4D183-88B0-4104-9D59-961088927040),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3431086&GUID=200A1EE0-B1D9-4E8F-8A6A-C837C30DF24D),04/17/2020 12:00:00 AM,MMBR.0007391,29.24,0,29.24,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol H 2:5 Pure Oil T235 C635 NDC: 8624,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3393913&GUID=05776B38-9153-4319-B10B-F05A9BBDB761),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3393912&GUID=E44A51E8-F83A-4F7F-BCB4-9046969C449D),03/20/2020 12:00:00 AM,MMBR.0007189,22.62,0,22.62,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannabidiol H 2:5 Pure Rythm Disposable Vape T67 C183 NDC: 8626,"Extracts, sprays, tinctures or oils",ADVANCED GROW LABS LLC,Photo (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3394529&GUID=F58D18E7-8549-49F7-BF3B-5A7F44A7CDEE),Label (https://elicense.ct.gov/Lookup/ViewPublicLookupDocument.aspx?DocumentIdnt=3394528&GUID=B313A222-2E88-4A66-A876-ACF47379C47C),03/17/2020 12:00:00 AM,MMBR.0007151,22.62,0,22.62,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
