PermitID,PermitApplication,FullPermitNo,FullApplicationNo,ApplicationDate,IssueDate,PermitFromDate,PermitToDate,ApplicationTypeName,ApplicationTypeOther,OldPermitNo,OldExpirationDate,OldGrossVehicleWeight,PermitServiceCompany,PermitteeCompany,IndustryTypeName,IndustryTypeOther,LeaseCompanyName,LeaseExpirationDate,Year,Make,Model,State,CDNo,SerialNo,ManufacturerGVWR,RegisteredGVWR,VehicleType,VehicleTypeOther,PermitType,OverallWidth,OverallLength,OverallHeight,TotalNoOfAxle,WheelBase,LoadInDescription,LoadInWidth,LoadInHeight,LoadInLength,LoadInWeight,LoadOutDescription,LoadOutWidth,LoadOutHeight,LoadOutLength,LoadOutWeight,SteeringWeight,SteeringNoOfTires,SteeringLoadRating,Axle2Weight,Axle2Space,Axle2NoOfTires,Axle2LoadRating,Axle3Weight,Axle3Space,Axle3NoOfTires,Axle3LoadRating,Axle4Weight,Axle4Space,Axle4NoOfTires,Axle4LoadRating,Axle5Weight,Axle5Space,Axle5NoOfTires,Axle5LoadRating,Axle6Weight,Axle6Space,Axle6NoOfTires,Axle6LoadRating,Axle7Weight,Axle7Space,Axle7NoOfTires,Axle7LoadRating,Axle8Weight,Axle8Space,Axle8NoOfTires,Axle8LoadRating,Axle9Weight,Axle9Space,Axle9NoOfTires,Axle9LoadRating,Axle10Weight,Axle10Space,Axle10NoOfTires,Axle10LoadRating,Axle11Weight,Axle11Space,Axle11NoOfTires,Axle11LoadRating
2504,Overweight,BNVU-2014925-924,CAS1-2014721-774,07/21/2014 02:28:39 PM,09/25/2014 05:41:13 PM,09/25/2014 12:00:00 AM,07/31/2015 12:00:00 AM,Correction,,JQ1A2013810681,07/31/2014 12:00:00 AM,78000,CASA REDIMIX CONCRETE CORP.,,Cement,,,,1995,MACK,,,,,79000,79000,Cement Truck,,"Type 2, 3 to 4 axles",8,25,12,3,19.09,,,,,,,,,,,20000,2,20000,29000,15.04,4,29000,29000,4.05,4,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,Overweight,BNVU-2014925-922,CAS1-2014721-775,07/21/2014 02:43:10 PM,09/25/2014 05:36:11 PM,09/25/2014 12:00:00 AM,07/31/2015 12:00:00 AM,Correction,,JQ1A2013810-682,07/31/2014 12:00:00 AM,78000,CASA REDIMIX CONCRETE CORP.,,Cement,,,,1995,MACK,,,,,79000,79000,Cement Truck,,"Type 2, 3 to 4 axles",8,25,12,3,19.09,,,,,,,,,,,20000,2,20000,29000,15.04,4,29000,29000,4.05,4,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506,Overweight,BNVU-2014925-923,CAS1-2014721-776,07/21/2014 02:52:50 PM,09/25/2014 05:38:45 PM,09/25/2014 12:00:00 AM,07/31/2015 12:00:00 AM,Correction,,jq1a2013810683,07/31/2014 12:00:00 AM,78000,CASA REDIMIX CONCRETE CORP.,,Cement,,,,1995,MACK,,,,,79000,79000,Cement Truck,,"Type 2, 3 to 4 axles",8,25,12,3,19.09,,,,,,,,,,,20000,2,20000,29000,15.04,4,29000,29000,4.05,4,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,Overweight,EVWI-2014111-989,Ecc1-2014722-780,07/22/2014 12:15:54 PM,11/01/2014 02:32:12 PM,11/01/2014 12:00:00 AM,06/30/2015 12:00:00 AM,Renewal,,JI2V-20131116-969,,,"Ecco III Enterprises, Inc.",,Construction,,,,1998,MACK,,,,,80000,120000,Tractor Trailer,,"Type 4, 6 axles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,Overweight,EVWI-2014111-988,Ecc1-2014722-781,07/22/2014 12:24:04 PM,11/01/2014 02:29:14 PM,11/01/2014 12:00:00 AM,06/30/2015 12:00:00 AM,Renewal,,JI2V-20131116-967,,,"Ecco III Enterprises, Inc.",,Construction,,,,1993,MACK,,,,,80000,120000,Tractor Trailer,,"Type 4, 6 axles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,Overweight,EVWI-2014111-987,Ecc1-2014722-782,07/22/2014 01:33:39 PM,11/01/2014 02:27:22 PM,11/01/2014 12:00:00 AM,04/30/2015 12:00:00 AM,Renewal,,JI2V-20131116-968,,,"Ecco III Enterprises, Inc.",,Construction,,,,1998,MACK,,,,,80000,120000,Tractor Trailer,,"Type 4, 6 axles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,Crane,GPQZ-201482-837,Ult-2014729-794,07/29/2014 09:21:04 AM,08/02/2014 10:44:02 AM,08/31/2014 12:00:00 AM,12/31/2014 12:00:00 AM,,,,,,Ultimate Signs & Designs Corp.,,Special Hauling,,,,2003,International,SP100,NY,3199,682502,52000,,,,,8,35.08,10.08,3,22.03,,,,,,,,,,,16566,,,16006,18,,,19428,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,Overweight,BDFM-2014828-873,SMG-2014729-795,07/29/2014 12:30:32 PM,08/28/2014 12:30:32 PM,08/28/2014 12:00:00 AM,04/30/2015 12:00:00 AM,Renewal,,IDGP-2013824-728,04/30/2014 12:00:00 AM,76460,SMG MATERIALS INC,,Construction,,,,2000,MACK,,,,,78000,78000,Dump Truck,,"Type 2, 3 to 4 axles",7.11,20.11,10.06,3,17.02,,,,,,,,,,,18460,2,10000,29000,12.08,4,8100,29000,4.06,4,8100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,Crane,W946-2015410-292,Bay-20141210-1316,12/10/2014 12:40:35 PM,04/10/2015 12:54:11 PM,04/10/2015 12:00:00 AM,12/31/2015 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2011,TADANO,TR450,NY,4412,540646,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,Crane,GPQZ-201482-836,CRA1-201482-800,08/02/2014 10:36:49 AM,08/02/2014 10:37:41 AM,08/02/2014 12:00:00 AM,12/31/2014 12:00:00 AM,,,,,,CRANES EXPRESS INC.,,Special Hauling,,,,2009,LIEBHERR,LTM 1070,NY,4126,W094846009EL05107,93200,,,,,9.03,36.01,13,4,17.07,,,,,,,,,,,23300,,,23300,5.05,,,23300,6.09,,,23300,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,Overweight,GPQZ-201482-849,Yon-201482-801,08/02/2014 01:52:17 PM,08/02/2014 01:53:25 PM,08/20/2014 12:00:00 AM,06/30/2015 12:00:00 AM,Renewal,,WIS5-20131118-1116,06/30/2014 12:00:00 AM,120000,"Yonkers Contracting Co., Inc.",,Construction,,,,2001,Mack,,,,,120000,120000,Tractor Trailer,,"Type 4, 6 axles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5746,Crane,SR3N-20161216-857,con1-2016129-1018,12/09/2016 10:13:16 AM,12/16/2016 11:53:12 AM,01/01/2017 12:00:00 AM,10/31/2017 12:00:00 AM,,,,,,con ed,,Special Hauling,,,,2007,liebh,telescopic mobile,NY,3962,061962,94800,,,,,9.09,41.06,13,4,18.08,,,,,,,,,,,23600,,,24000,5.05,,,23600,7.10,,,23600,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5908,Crane,MZLH-2017410-403,New1-201713-16,01/03/2017 02:41:58 PM,04/10/2017 04:52:39 PM,04/10/2017 12:00:00 AM,12/31/2017 12:00:00 AM,,,,,,New York Crane & Equipment,,Special Hauling,,,,2008,TEREX,AC-40,NY,4123,70767,69000,,,,,8.04,28.01,10.05,3,13.10,,,,,,,,,,,19000,,,25000,8.11,,,25000,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,Crane,I3JF-2016126-152,Bay-20151214-1383,12/14/2015 10:41:29 AM,01/26/2016 02:44:58 PM,01/26/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,,,,,Bay Crane Service Inc,,Special Hauling,,,,2006,TADANO,TR450,NY,3633,540405,69100,,,,,9.10,41.02,12.03,2,12.05,,,,,,,,,,,36900,,,32200,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,Overweight,DE7L-2014108-933,J.R-201485-807,08/05/2014 11:37:55 AM,10/08/2014 05:23:52 PM,10/08/2014 12:00:00 AM,08/31/2015 12:00:00 AM,Renewal,,J1NZ20131021847,08/31/2014 12:00:00 AM,79000,J.R.M. Construction Corp.,,Construction,,,,2005,MACK,,,,,79000,79000,Dump Truck,,"Type 2, 3 to 4 axles",8,27,10,3,25.06,,,,,,,,,,,15660,2,7660,28640,21.01,4,7660,28640,4.05,4,7660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,Overweight,X7BE-2014109-942,con-201487-808,08/07/2014 10:38:02 AM,10/09/2014 09:46:56 AM,10/09/2014 12:00:00 AM,10/31/2014 12:00:00 AM,Transfer,,JI2V-20131116-988,10/31/2014 12:00:00 AM,63400,consolidated edison co. inc.,,Other,,,,2014,FREIGHTLINER,,,,,60600,60600,Other Single,DUMP,"Type 2, 3 to 4 axles",8,35,11.05,3,25.02,,,,,,,,,,,14600,2,14780,23000,20.08,4,24020,23000,4.06,4,24020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,Overweight,X7BE-2014109-943,Cor1-201488-811,08/08/2014 10:37:43 AM,10/09/2014 09:49:03 AM,10/09/2014 12:00:00 AM,07/31/2015 12:00:00 AM,Renewal,,IDGP-2013824-743,,,Corona Ready Mix Inc,,Cement,,,,2005,Mack,,,,,72000,72000,Cement Truck,,"Type 2, 3 to 4 axles",7.11,29.05,12.01,3,21.06,,,,,,,,,,,20000,2,11000,26000,16.11,4,6600,26000,4.07,4,6600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,Bulk Milk,RIE1-2014917-879,Wor-201492-858,09/02/2014 09:42:37 AM,09/17/2014 04:54:48 PM,09/17/2014 12:00:00 AM,10/16/2014 12:00:00 AM,,,,,,Worcester Creameries,"Charles J. Husted, Inc.",Bulk Transportation,,,,2005,Peterbuilt,,,,,,,,,,,,,,,Bulk Raw Milk,8,11.06,60,99000,Empty,8,11.06,60,31500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,Overweight,DE7L-2014108-928,ARC-201488-812,08/08/2014 02:20:33 PM,10/08/2014 05:00:45 PM,10/08/2014 12:00:00 AM,08/31/2015 12:00:00 AM,Renewal,,J1NZ20131021840,08/31/2014 12:00:00 AM,71760,ARCO EQUIPMENT CORP,,Construction,,,,2007,MACK,,,,,71760,58000,Other Single,ROLLOFF,"Type 2, 3 to 4 axles",7.08,34.06,9,3,24.06,,,,,,,,,,,18000,2,8270,26880,20,4,7610,26880,4.06,4,7610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,Overweight,X7BE-2014109-968,Tri-2014811-813,08/11/2014 11:13:51 AM,10/09/2014 02:34:51 PM,10/09/2014 12:00:00 AM,09/30/2015 12:00:00 AM,Renewal,,PI6W-20131028-869,09/30/2014 12:00:00 AM,73600,"Tri-Messine Construction Co., Inc.",,Construction,,,,2008,MACK,,,,,73660,73660,Dump Truck,,"Type 2, 3 to 4 axles",8,25.06,10.08,3,19.09,,,,,,,,,,,15660,2,8270,29000,15.03,4,7610,29000,4.06,4,7610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,Overweight,DE7L-2014108-930,Val-2014811-814,08/11/2014 02:49:27 PM,10/08/2014 05:08:11 PM,10/08/2014 12:00:00 AM,08/31/2015 12:00:00 AM,Renewal,,K8LU-2013826-765,,,Valente Equipment Leasing Corp.,,Other,Concrete Supply,,,2006,MACK,,,,,79000,79000,Other Single,CONCRETE MIXER,"Type 2, 3 to 4 axles",8,33,12.06,3,19.09,,,,,,,,,,,20000,2,8800,29500,15.03,4,8800,29500,4.06,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,Overweight,DE7L-2014108-931,Val-2014811-815,08/11/2014 03:12:47 PM,10/08/2014 05:11:05 PM,10/08/2014 12:00:00 AM,08/31/2015 12:00:00 AM,Renewal,,K8LU-2013826-766,08/31/2014 12:00:00 AM,78000,Valente Equipment Leasing Corp.,,Other,Concrete Supply,,,2008,MACK,,,,,78000,78000,Other Single,CONCRETE MIXER,"Type 2, 3 to 4 axles",8,31.03,12.06,3,21.03,,,,,,,,,,,20000,2,8800,29000,16.09,4,8800,29000,4.06,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,Overweight,DE7L-2014108-934,Val-2014811-816,08/11/2014 03:19:38 PM,10/08/2014 05:27:15 PM,10/08/2014 12:00:00 AM,08/31/2015 12:00:00 AM,Renewal,,K8LU-2013826-768,08/31/2014 12:00:00 AM,78000,Valente Equipment Leasing Corp.,,Other,Concrete Supply,,,2008,MACK,,,,,78000,78000,Other Single,CONCRETE MIXER,"Type 2, 3 to 4 axles",8,31.03,12.06,3,21.03,,,,,,,,,,,20000,2,8800,29000,16.09,4,8800,29000,4.06,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,Overweight,DE7L-2014108-935,Val-2014811-817,08/11/2014 03:25:39 PM,10/08/2014 05:33:54 PM,10/08/2014 12:00:00 AM,08/31/2015 12:00:00 AM,Renewal,,K8LU-2013826-769,,,Valente Equipment Leasing Corp.,,Other,Concrete Supply,,,2008,MACK,,,,,78000,78000,Other Single,CONCRETE MIXER,"Type 2, 3 to 4 axles",8,31.03,12.06,3,21.03,,,,,,,,,,,20000,2,8800,29000,16.09,4,8800,29000,4.06,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,Overweight,DE7L-2014108-936,Val-2014811-818,08/11/2014 03:29:17 PM,10/08/2014 05:36:47 PM,10/08/2014 12:00:00 AM,08/31/2015 12:00:00 AM,Renewal,,K8LU-2013826-770,,,Valente Equipment Leasing Corp.,,Other,Concrete Supply,,,2008,MACK,,,,,78000,78000,Other Single,CONCRETE MIXER,"Type 2, 3 to 4 axles",8,31.03,12.06,3,21.03,,,,,,,,,,,20000,2,8800,29000,16.09,4,8800,29000,4.06,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,Overweight,X7BE-2014109-937,Val-2014811-819,08/11/2014 03:32:24 PM,10/09/2014 09:05:48 AM,10/09/2014 12:00:00 AM,08/31/2015 12:00:00 AM,Renewal,,K8LU-2013826-771,,,Valente Equipment Leasing Corp.,,Other,Concrete Supply,,,2008,MACK,,,,,78000,78000,Other Single,CONCRETE MIXER,"Type 2, 3 to 4 axles",8,31.03,12.06,3,21.03,,,,,,,,,,,20000,2,8800,29000,16.09,4,8800,29000,4.06,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,Overweight,X7BE-2014109-938,Val-2014811-820,08/11/2014 03:38:28 PM,10/09/2014 09:12:05 AM,10/09/2014 12:00:00 AM,08/31/2015 12:00:00 AM,Renewal,,K8LU-2013826-772,,,Valente Equipment Leasing Corp.,,Other,Concrete Supply,,,2008,MACK,,,,,78000,78000,Other Single,,"Type 2, 3 to 4 axles",8,31.03,12.06,3,21.03,,,,,,,,,,,20000,2,8800,29000,16.09,4,8800,29000,4.06,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,Overweight,X7BE-2014109-939,Val-2014811-821,08/11/2014 03:41:34 PM,10/09/2014 09:16:11 AM,10/09/2014 12:00:00 AM,08/31/2015 12:00:00 AM,Renewal,,K8LU-2013826-773,,,Valente Equipment Leasing Corp.,,Other,Concrete Supply,,,2008,MACK,,,,,78000,78000,Other Single,CONCRETE MIXER,"Type 2, 3 to 4 axles",8,31.03,12.06,3,21.03,,,,,,,,,,,20000,2,8800,29000,16.09,4,8800,29000,4.06,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,Overweight,X7BE-2014109-940,Val-2014811-822,08/11/2014 03:45:31 PM,10/09/2014 09:18:49 AM,10/09/2014 12:00:00 AM,08/31/2015 12:00:00 AM,Renewal,,UTM7-201393-777,,,Valente Equipment Leasing Corp.,,Other,Concrete Supply,,,2008,MACK,,,,,78000,78000,Other Single,CONCRETE MIXER,"Type 2, 3 to 4 axles",8,31.03,12.06,3,21.03,,,,,,,,,,,20000,2,8800,29000,16.09,4,8800,29000,4.06,4,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,Overweight,X7BE-2014109-947,Cor1-2014813-825,08/13/2014 03:25:44 PM,10/09/2014 10:16:23 AM,10/09/2014 12:00:00 AM,07/31/2015 12:00:00 AM,Renewal,,IDGP-2013824-752,07/31/2014 12:00:00 AM,55000,Corona Ready Mix Inc,,Cement,,,,2007,Mack,,,,,64740,55000,Cement Truck,,"Type 2, 3 to 4 axles",7.11,29.01,12.01,3,21.01,,,,,,,,,,,18740,2,9370,23000,16.09,4,5750,23000,4.04,4,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,Overweight,X7BE-2014109-946,Cor1-2014813-826,08/13/2014 04:03:37 PM,10/09/2014 10:10:34 AM,10/09/2014 12:00:00 AM,07/31/2015 12:00:00 AM,Renewal,,IDGP-2013824-753,07/31/2014 12:00:00 AM,55000,Corona Ready Mix Inc,,Cement,,,,2007,MACK,,,,,64000,55000,Cement Truck,,"Type 2, 3 to 4 axles",7.11,29.01,12.01,3,21.01,,,,,,,,,,,18800,2,9370,23000,16.09,4,5750,23000,4.04,4,5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,Overweight,X7BE-2014109-948,Cor1-2014813-828,08/13/2014 04:15:03 PM,10/09/2014 10:23:24 AM,10/09/2014 12:00:00 AM,07/31/2015 12:00:00 AM,Renewal,,IDGP-2013824-754,07/31/2014 12:00:00 AM,,Corona Ready Mix Inc,,Cement,,,,2007,MACK,,,,,66000,55000,Cement Truck,,"Type 2, 3 to 4 axles",7.11,29.01,12.01,3,21.01,,,,,,,,,,,20000,2,10500,23000,16.09,4,6170,23000,4.04,2,6170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559,Overweight,X7BE-2014109-950,Cor1-2014813-829,08/13/2014 04:33:28 PM,10/09/2014 10:26:55 AM,10/09/2014 12:00:00 AM,07/31/2015 12:00:00 AM,Renewal,,IDGP-2013824-755,07/31/2014 12:00:00 AM,55000,Corona Ready Mix Inc,,Cement,,,,2007,MACK,,,,,66000,55000,Cement Truck,,"Type 2, 3 to 4 axles",7.11,29.01,12.01,3,21.01,,,,,,,,,,,20000,2,10500,23000,16.09,4,6170,23000,4.04,4,6170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,Overweight,X7BE-2014109-961,Bov-2014814-830,08/14/2014 11:23:04 AM,10/09/2014 01:12:48 PM,10/09/2014 12:00:00 AM,07/31/2015 12:00:00 AM,Renewal,,V278-2014212-142,,,"Bove Industries,Inc",,Construction,,,,2006,Peterbuilt,,,,,58000,120000,Tractor Trailer,,"Type 4, 6 axles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,Overweight,X7BE-2014109-955,NEW3-2014814-831,08/14/2014 02:06:21 PM,10/09/2014 10:37:16 AM,10/09/2014 12:00:00 AM,07/31/2015 12:00:00 AM,Renewal,,J1NZ-20131021-836,07/31/2014 12:00:00 AM,,NEW YORK PAVING INC.,,Construction,,,,1985,MACK,,,,,81200,79000,Dump Truck,,"Type 2, 3 to 4 axles",8,28,10.06,3,17.09,,,,,,,,,,,20000,2,14800,29500,12.09,4,26600,29500,5,4,26600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,Overweight,X7BE-2014109-957,NEW3-2014815-833,08/15/2014 10:29:03 AM,10/09/2014 10:42:59 AM,10/09/2014 12:00:00 AM,07/31/2015 12:00:00 AM,Renewal,,J1NZ-20131021-838,07/03/2014 12:00:00 AM,,NEW YORK PAVING INC.,,Construction,,,,2002,MACK,,,,,83260,79000,Dump Truck,,"Type 2, 3 to 4 axles",8,28,10.06,3,20,,,,,,,,,,,20000,2,18460,29500,15.04,4,32400,29500,4.08,4,32400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,Overweight,X7BE-2014109-958,NEW3-2014815-834,08/15/2014 10:37:53 AM,10/09/2014 10:45:25 AM,10/09/2014 12:00:00 AM,07/31/2015 12:00:00 AM,Renewal,,J1NZ-20131021-839,07/31/2014 12:00:00 AM,,NEW YORK PAVING INC.,,Construction,,,,2002,MACK,,,,,83260,79000,Dump Truck,,"Type 2, 3 to 4 axles",8,28,10.06,3,20,,,,,,,,,,,20000,2,18460,29500,15.04,4,32400,29500,4.08,4,32400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,Overweight,X7BE-2014109-951,Gaz-2014818-838,08/18/2014 10:56:12 AM,10/09/2014 10:28:00 AM,10/09/2014 12:00:00 AM,07/31/2015 12:00:00 AM,Renewal,,JQ1A-2013810-695,,,Gazebo Contracting Inc,,Construction,,,,1987,mack,,,,,26000,77000,Dump Truck,,"Type 2, 3 to 4 axles",8,25.09,10.08,3,18.11,,,,,,,,,,,18000,2,18460,29500,13.11,4,32400,29500,5,4,32400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,Overweight,X7BE-2014109-962,Amb-2014821-841,08/21/2014 03:02:52 PM,10/09/2014 01:16:02 PM,10/09/2014 12:00:00 AM,08/31/2015 12:00:00 AM,Renewal,,K8LU-2013826-767,08/31/2014 12:00:00 AM,,Ambassador Fuel  & Oil Burner Corp,,Other,fuel and oil co,,,1995,MACK,,,,,64000,64000,Other Single,Tank Truck,"Type 2, 3 to 4 axles",7.08,31.09,10.03,3,21.02,,,,,,,,,,,20000,2,20000,22000,16.08,4,22400,22000,4.06,4,22400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,Overweight,X7BE-2014109-969,LA 1-2014826-848,08/26/2014 11:46:28 AM,10/09/2014 02:36:33 PM,10/09/2014 12:00:00 AM,07/31/2015 12:00:00 AM,Renewal,,K8LU-2013826-761,07/31/2014 12:00:00 AM,79000,"LA CROSSE, INC.",,Construction,,,,2005,MACK,,,,,79000,79000,Cement Truck,,"Type 2, 3 to 4 axles",8,33,11.09,3,21.02,,,,,,,,,,,20000,2,9920,29500,16.08,4,9920,29500,4.06,4,9920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,Bulk Milk,RIE1-2014917-876,Wor-201492-851,09/02/2014 09:06:54 AM,09/17/2014 04:49:00 PM,09/17/2014 12:00:00 AM,10/16/2014 12:00:00 AM,,,,,,Worcester Creameries,Alnye Trucking LLC,Bulk Transportation,,,,2012,Mack,,,,,,,,,,,,,,,Bulk Raw Milk,8.06,11.06,65,99000,Empty,8.06,11.06,65,31180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,Bulk Milk,RIE1-2014917-882,Wor-201492-853,09/02/2014 09:28:48 AM,09/17/2014 04:57:32 PM,09/17/2014 12:00:00 AM,10/16/2014 12:00:00 AM,,,,,,Worcester Creameries,"Charles J. Husted, Inc.",Bulk Transportation,,,,2010,Peterbuilt,,,,,,,,,,,,,,,Bulk Raw Milk,8,11.06,60,99000,Empty,8,11.06,60,31500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,Bulk Milk,RIE1-2014917-881,Wor-201492-854,09/02/2014 09:31:18 AM,09/17/2014 04:56:42 PM,09/17/2014 12:00:00 AM,10/16/2014 12:00:00 AM,,,,,,Worcester Creameries,"Charles J. Husted, Inc.",Bulk Transportation,,,,2013,Peterbuilt,,,,,,,,,,,,,,,Bulk Raw Milk,8,11.06,60,99000,Empty,8,11.06,60,31500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,Bulk Milk,RIE1-2014917-883,Wor-201492-855,09/02/2014 09:35:34 AM,09/17/2014 04:58:50 PM,09/17/2014 12:00:00 AM,10/16/2014 12:00:00 AM,,,,,,Worcester Creameries,"Charles J. Husted, Inc.",Bulk Transportation,,,,2010,Peterbuilt,,,,,,,,,,,,,,,Bulk Raw Milk,8,11.06,60,99000,Empty,8,11.06,60,31500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,Bulk Milk,RIE1-2014917-877,Wor-201492-857,09/02/2014 09:40:45 AM,09/17/2014 04:49:54 PM,09/17/2014 12:00:00 AM,10/16/2014 12:00:00 AM,,,,,,Worcester Creameries,"Charles J. Husted, Inc.",Bulk Transportation,,,,2012,Peterbuilt,,,,,,,,,,,,,,,Bulk Raw Milk,8,11.06,60,99000,Empty,8,11.06,60,31500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,Bulk Milk,RIE1-2014917-878,Wor-201492-859,09/02/2014 09:44:46 AM,09/17/2014 04:53:42 PM,09/17/2014 12:00:00 AM,10/16/2014 12:00:00 AM,,,,,,Worcester Creameries,"Charles J. Husted, Inc.",Bulk Transportation,,,,2012,Mack,,,,,,,,,,,,,,,Bulk Raw Milk,8,11.06,60,99000,Empty,8,11.06,60,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,Bulk Milk,RIE1-2014917-880,Wor-201492-860,09/02/2014 09:49:08 AM,09/17/2014 04:55:47 PM,09/17/2014 12:00:00 AM,10/16/2014 12:00:00 AM,,,,,,Worcester Creameries,"Charles J. Husted, Inc.",Bulk Transportation,,,,2012,Peterbuilt,,,,,,,,,,,,,,,Bulk Raw Milk,8,11.06,60,99000,Empty,8,11.06,60,31500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,Bulk Milk,RIE1-2014917-890,Wor-201492-861,09/02/2014 09:50:22 AM,09/17/2014 05:11:24 PM,09/17/2014 12:00:00 AM,10/16/2014 12:00:00 AM,,,,,,Worcester Creameries,"Earl T. Wadhams, Inc.",Bulk Transportation,,,,2014,Mack,,,,,,,,,,,,,,,Bulk Raw MIlk,8,11.06,60,99000,Empty,8,11.06,60,32500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,Bulk Milk,RIE1-2014917-897,Wor-201492-862,09/02/2014 09:54:27 AM,09/17/2014 05:19:42 PM,09/17/2014 12:00:00 AM,10/16/2014 12:00:00 AM,,,,,,Worcester Creameries,"Gerster & Sons III, Inc.",Bulk Transportation,,,,1987,International,,,,,,,,,,,,,,,Bulk Raw Milk,8.06,12,65,99000,Empty,8.06,12,65,32140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,Bulk Milk,RIE1-2014917-892,Wor-201492-863,09/02/2014 09:56:12 AM,09/17/2014 05:13:56 PM,09/17/2014 12:00:00 AM,10/16/2014 12:00:00 AM,,,,,,Worcester Creameries,"Gerster & Sons III, Inc.",Bulk Transportation,,,,2012,International,,,,,,,,,,,,,,,Bulk Raw Milk,8.06,12,65,99000,Empty,8.06,12,65,32140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
