id,Year,Employer_Name,Employer_Email,Employer_Phone,Employer_Address,Employer_City,Employer_State,Employer_Zip,Employer_Country,compensation,expenditures,agg_contrib,ballot_prop,entertain,vendor,expert_retain,inform_material,lobbying_comm,ie_in_support,itemized_exp,other_l3_exp,political,corr_compensation,corr_expend,total_exp,l3_nid,employer_nid
16090-2016,2016,AMERICAN ACADEMY OF PEDIATRICS-WA CHAPTER,SRAFTON@WCAAP.ORG,(206) 946-6787,4616 25TH AVE NE #594,SEATTLE,WA,98105,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16090
16090-2017,2017,AMERICAN ACADEMY OF PEDIATRICS-WA CHAPTER,SRAFTON@WCAAP.ORG,(206) 946-6787,4616 25TH AVE NE #594,SEATTLE,WA,98105,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16090
16091-2016,2016,AAUW of Washington State,president@aauw-wa.org,(425) 422-2833,103 79th Place SE,Everett,WA,98203-6357,US,900.00,2400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3300.00,0.00,3300.00,29202,16091
16091-2017,2017,AAUW of Washington State,president@aauw-wa.org,(425) 422-2833,103 79th Place SE,Everett,WA,98203-6357,US,4400.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6600.00,40425,16091
16103-2019,2019,AMERICAN FAMILY MUTUAL INSURANCE,RSANCHE1@AMFAM.COM,(608) 417-0050,6000 AMERICAN PARKWAY,MADISON,WI,53783,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16103
16103-2020,2020,AMERICAN FAMILY MUTUAL INSURANCE,RSANCHE1@AMFAM.COM,(608) 417-0050,6000 AMERICAN PARKWAY,MADISON,WI,53783,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16103
49578-2019,2019,AMERICAN FIDELITY CORP,BARRY.KOONCE@AMERICANFIDELITY.COM,405.416.8627,9000 CAMERON PKWY,OKLAHOMA,OK,73114,US,40000.00,14.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40014.20,64723,49578
16102-2016,2016,AMERICAN EXPRESS TRAVEL RELATED SERVICES,JOSEPH.S.TESTA@AEXP.COM,2024340155,801 PENNSYLVANIA AVE NW,WASHINGTON,DC,20004,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16102
16094-2017,2017,AMERICAN CHEMISTRY COUNCIL,TIM_SHESTEK@AMERICANCHEMISTRY.COM,(916) 448-2581,1121 L STREET SUITE 609,SACRAMENTO,CA,95814,US,84000.00,8500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8500.00,0.00,0.00,101000.00,41488,16094
16094-2016,2016,AMERICAN CHEMISTRY COUNCIL,TIM_SHESTEK@AMERICANCHEMISTRY.COM,(916) 448-2581,1121 L STREET SUITE 609,SACRAMENTO,CA,95814,US,101250.00,15134.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,45000.00,0.00,122384.14,30570,16094
16095-2016,2016,AMERICAN COUNCIL OF ENGINEERING COMPANIES OF WA,VCOLLINS@ACEC-WA.ORG,(425) 453-6655,1621 114TH AVE SE STE 115,BELLEVUE,WA,980046956,US,7500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7500.00,29676,16095
16095-2017,2017,AMERICAN COUNCIL OF ENGINEERING COMPANIES OF WA,VCOLLINS@ACEC-WA.ORG,(425) 453-6655,1621 114TH AVE SE STE 115,BELLEVUE,WA,980046956,US,17500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17500.00,40758,16095
17269-2019,2019,WA ST PSYCHOLOGICAL ASSN,WSPA@WSPAPSYCH.ORG,(206) 547-4220,"9 S Washington, STE 201",Spokane,WA,99201,US,32218.00,1253.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13595.00,125.00,125.00,64792,17269
16096-2016,2016,AMERICAN CANADIAN FISHERIES,CHUCKJ4565@Q.COM,,6069 HANNIGAN RD,BELLINGHAM,WA,98226,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16096
16097-2016,2016,AMERICAN CIVIL LIBERTIES UNION OF WA,sabduhrrahmaan@ACLU-WA.ORG,(206) 624-2184,901 5TH AVE STE 630,SEATTLE,WA,981642008,US,158131.00,406.20,10239.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,168776.70,29907,16097
16097-2017,2017,AMERICAN CIVIL LIBERTIES UNION OF WA,sabduhrrahmaan@ACLU-WA.ORG,(206) 624-2184,901 5TH AVE STE 630,SEATTLE,WA,981642008,US,179818.34,267.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180086.13,39310,16097
16098-2016,2016,AMERICAN COUNCIL OF LIFE INSURERS,JOHNMANGAN@ACLI.COM,(202) 624-2000,101 CONSTITUTION AVE NW,WASHINGTON,DC,20001,US,40000.00,9000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49000.00,31048,16098
16098-2017,2017,AMERICAN COUNCIL OF LIFE INSURERS,JOHNMANGAN@ACLI.COM,(202) 624-2000,101 CONSTITUTION AVE NW,WASHINGTON,DC,20001,US,40000.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43000.00,41679,16098
16090-2018,2018,AMERICAN ACADEMY OF PEDIATRICS-WA CHAPTER,SRAFTON@WCAAP.ORG,(206) 946-6787,4616 25TH AVE NE #594,SEATTLE,WA,98105,US,35000.04,1102.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36103.02,52612,16090
16099-2016,2016,AMERICAN CONGRESS OF OBSTETRICIANS AND GYNECOLOGISTS,heshmatimd@gmail.com,352-262-2226,645 Cornelia Avenue,Mukilteo,WA,98275,US,8000.00,1942.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9942.55,29001,16099
16099-2017,2017,AMERICAN CONGRESS OF OBSTETRICIANS AND GYNECOLOGISTS,heshmatimd@gmail.com,352-262-2226,645 Cornelia Avenue,Mukilteo,WA,98275,US,12000.00,612.67,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,14612.67,41962,16099
16100-2016,2016,AMERICAN DEALER LICENSE INC,invalid@invalid.com,,714 ENTERPRISE DR STE 103,OAK BROOK,IL,60523,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16100
16101-2016,2016,"US Ecology Washington, Inc.",sherynn.madich@usecology.com,2083191644,101 S. Capitol Blvd,Boise,ID,83702,US,48000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48000.00,30159,16101
16101-2017,2017,"US Ecology Washington, Inc.",sherynn.madich@usecology.com,2083191644,101 S. Capitol Blvd,Boise,ID,83702,US,40000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40000.00,41514,16101
16098-2018,2018,AMERICAN COUNCIL OF LIFE INSURERS,JOHNMANGAN@ACLI.COM,(202) 624-2000,101 CONSTITUTION AVE NW,WASHINGTON,DC,20001,US,40000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40000.00,52623,16098
16101-2018,2018,"US Ecology Washington, Inc.",sherynn.madich@usecology.com,2083191644,101 S. Capitol Blvd,Boise,ID,83702,US,56000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48000.00,0.00,56000.00,51498,16101
16091-2018,2018,AAUW of Washington State,president@aauw-wa.org,(425) 422-2833,103 79th Place SE,Everett,WA,98203-6357,US,3600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1800.00,50580,16091
16095-2018,2018,AMERICAN COUNCIL OF ENGINEERING COMPANIES OF WA,VCOLLINS@ACEC-WA.ORG,(425) 453-6655,1621 114TH AVE SE STE 115,BELLEVUE,WA,980046956,US,7500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7500.00,63771,16095
16092-2016,2016,American Coatings Association,HMCAULIFFE@PAINT.ORG,2027193686,901 New York Avenue NW,Washington,DC,20001,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16092
62184-2020,2020,PRBA - The Rechargeable Battery Association,gkerchner@wileyrein.com,202.719.4109,177 K Street NW,Washington,DC,20006,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,62184
49578-2020,2020,AMERICAN FIDELITY CORP,BARRY.KOONCE@AMERICANFIDELITY.COM,405.416.8627,9000 CAMERON PKWY,OKLAHOMA,OK,73114,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,49578
16104-2016,2016,AMERICAN FOREST & PAPER ASSN,DEBBIE_KIPPS@AFANDPA.ORG,(202) 463-2700,1101 K ST NW STE 700,WASHINGTON,DC,20005,US,34200.00,241.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34441.49,30697,16104
16104-2017,2017,AMERICAN FOREST & PAPER ASSN,DEBBIE_KIPPS@AFANDPA.ORG,(202) 463-2700,1101 K ST NW STE 700,WASHINGTON,DC,20005,US,38000.00,1188.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39188.28,41329,16104
16077-2018,2018,ALASKA AIRLINES,megan.ouellette@alaskaair.com,(206) 392-5035,PO BOX 68900,Seattle,WA,98038,US,72000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77000.00,0.00,0.00,149000.00,52585,16077
17245-2020,2020,WA ST FED OF ANIMAL CARE/CONTROL AGENCIES,INFO@WAFEDERATION.COM,(425) 412-4029,1425 Broadway,Seattle,WA,98122,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17245
16104-2018,2018,AMERICAN FOREST & PAPER ASSN,DEBBIE_KIPPS@AFANDPA.ORG,(202) 463-2700,1101 K ST NW STE 700,WASHINGTON,DC,20005,US,38000.00,442.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38442.82,52170,16104
16110-2016,2016,AMERICAS HEALTH INSURANCE PLANS,sberry@ahip.org,(202) 778-3200,601 PENNSYLVANIA AVE NW,WASHINGTON,DC,20004,US,66000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66000.00,31043,16110
17245-2017,2017,WA ST FED OF ANIMAL CARE/CONTROL AGENCIES,INFO@WAFEDERATION.COM,(425) 412-4029,1425 Broadway,Seattle,WA,98122,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17245
16106-2016,2016,AMERICAN FIRE SPRINKLER ASSN,RGREENMAN@BATES.CTC.EDU,,4110 OLSON DR NW,GIG HARBOR,WA,98335,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16106
16107-2016,2016,ANTHEM INC & ITS AFFILIATES,Ccastro2@multistate.com,(206) 674-4468,1001 Pennsylvania Ave NW,Washington,DC,20004,US,231000.00,26500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,257500.00,30548,16107
16107-2017,2017,ANTHEM INC & ITS AFFILIATES,Ccastro2@multistate.com,(206) 674-4468,1001 Pennsylvania Ave NW,Washington,DC,20004,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40809,16107
16102-2017,2017,AMERICAN EXPRESS TRAVEL RELATED SERVICES,JOSEPH.S.TESTA@AEXP.COM,2024340155,801 PENNSYLVANIA AVE NW,WASHINGTON,DC,20004,US,30000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,41407,16102
16108-2016,2016,AMERICAN HEART ASSN,LINDSAY.HOVIND@HEART.ORG,(206) 336-7221,710 2ND AVE STE 900,SEATTLE,WA,98104,US,16000.00,41.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16041.20,29758,16108
17269-2020,2020,WA ST PSYCHOLOGICAL ASSN,WSPA@WSPAPSYCH.ORG,(206) 547-4220,"9 S Washington, STE 201",Spokane,WA,99201,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,17269
16108-2017,2017,AMERICAN HEART ASSN,LINDSAY.HOVIND@HEART.ORG,(206) 336-7221,710 2ND AVE STE 900,SEATTLE,WA,98104,US,29530.00,2425.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31955.75,41386,16108
16109-2016,2016,AMERIHEALTH CARITAS,rheffernan@amerihealthcaritas.com,(267) 295-6913,200 STEVENS DR BLDG 100,PHILADELPHIA,PA,19113,US,60000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60000.00,30812,16109
16109-2017,2017,AMERIHEALTH CARITAS,rheffernan@amerihealthcaritas.com,(267) 295-6913,200 STEVENS DR BLDG 100,PHILADELPHIA,PA,19113,US,60000.00,22.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60000.00,22.83,22.83,41858,16109
17086-2017,2017,ZERO WASTE WA,heather@zerowastewashington.org,(206) 441-1790,200 2nd Ave,SEATTLE,WA,98104,US,2875.74,286.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3161.85,41489,17086
17086-2018,2018,ZERO WASTE WA,heather@zerowastewashington.org,(206) 441-1790,200 2nd Ave,SEATTLE,WA,98104,US,6613.31,564.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7177.53,52517,17086
17086-2016,2016,ZERO WASTE WA,heather@zerowastewashington.org,(206) 441-1790,200 2nd Ave,SEATTLE,WA,98104,US,3539.70,149.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3688.74,31234,17086
17086-2019,2019,ZERO WASTE WA,heather@zerowastewashington.org,(206) 441-1790,200 2nd Ave,SEATTLE,WA,98104,US,19378.31,3137.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22515.31,64918,17086
16112-2016,2016,AMERICAN INTERNATIONAL GROUP INC ,marcia.powell@aig.com,713-831-4385,"2919 Allen Parkway, L4-01",Houston,TX,77019,US,24500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42000.00,0.00,24500.00,29787,16112
16112-2017,2017,AMERICAN INTERNATIONAL GROUP INC ,marcia.powell@aig.com,713-831-4385,"2919 Allen Parkway, L4-01",Houston,TX,77019,US,42000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42000.00,40654,16112
16108-2018,2018,AMERICAN HEART ASSN,LINDSAY.HOVIND@HEART.ORG,(206) 336-7221,710 2ND AVE STE 900,SEATTLE,WA,98104,US,12990.00,327.03,0.00,75000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88317.03,51739,16108
16109-2018,2018,AMERIHEALTH CARITAS,rheffernan@amerihealthcaritas.com,(267) 295-6913,200 STEVENS DR BLDG 100,PHILADELPHIA,PA,19113,US,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,52497,16109
16305-2016,2016,CITY OF QUINCY,skeller@quincywashington.us,5097873523 ext 204,PO Box 338,QUINCY,WA,98848,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16305
16107-2018,2018,ANTHEM INC & ITS AFFILIATES,Ccastro2@multistate.com,(206) 674-4468,1001 Pennsylvania Ave NW,Washington,DC,20004,US,144000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144000.00,52313,16107
16113-2016,2016,AMERICAN LUNG ASSN OF THE MOUNTAIN PACIFIC,carrie.nyssen@lung.org,360 921-1484,822 JOHN ST,SEATTLE,WA,98109,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1400.00,0.00,0.00,0.00,0.00,0.00,0.00,1400.00,31213,16113
16114-2016,2016,AMERICAN MEDICAL RESPONSE,BEN.SOUTHWICK@AMR.NET,(206) 444-4440,13075 GATEWAY DR STE 100,SEATTLE,WA,981683342,US,48000.00,13000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61000.00,30942,16114
16114-2017,2017,AMERICAN MEDICAL RESPONSE,BEN.SOUTHWICK@AMR.NET,(206) 444-4440,13075 GATEWAY DR STE 100,SEATTLE,WA,981683342,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16114
16199-2018,2018,BOEHRINGER INGELHEIM PHARMACEUTICALS INC,stacie.phan@boehringer-ingelheim.com,(203) 778-7917,900 RIDGEBURY RD,RIDGEFIELD,CT,06877,US,36000.00,421.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36421.49,52122,16199
16115-2016,2016,AMERICAN MASSAGE THERAPY ASSN- WA CHAPTER,OFFICE@AMTA-WA.ORG,(425) 823-1347,2442 NW MARKET ST PMB #92,SEATTLE,WA,98107,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16115
16115-2017,2017,AMERICAN MASSAGE THERAPY ASSN- WA CHAPTER,OFFICE@AMTA-WA.ORG,(425) 823-1347,2442 NW MARKET ST PMB #92,SEATTLE,WA,98107,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16115
16121-2018,2018,AARP WA ST OFFICE,DSHADEL@AARP.ORG,(206) 517-2316,9750 THIRD AVE NE STE 450,SEATTLE,WA,981152044,US,35900.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36000.00,52291,16121
16116-2016,2016,ASSN OF AMERICAN PUBLISHERS,astraub@PUBLISHERS.ORG,(202) 347-3375,455 MASSACHUSETTS AVE NW,WASHINGTON,DC,20001-2777,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16116
16116-2017,2017,ASSN OF AMERICAN PUBLISHERS,astraub@PUBLISHERS.ORG,(202) 347-3375,455 MASSACHUSETTS AVE NW,WASHINGTON,DC,20001-2777,US,40910.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40910.00,40225,16116
16117-2016,2016,AMERICAN PLANNING ASSN WA CHAPTER,OFFICE@WASHINGTON-APA.ORG,(206) 682-7436,2150 N 107TH ST STE 205,SEATTLE,WA,981339009,US,24000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24000.00,29690,16117
16117-2017,2017,AMERICAN PLANNING ASSN WA CHAPTER,OFFICE@WASHINGTON-APA.ORG,(206) 682-7436,2150 N 107TH ST STE 205,SEATTLE,WA,981339009,US,24000.00,0.00,24000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48000.00,41355,16117
16085-2018,2018,ALLSTATE INSURANCE CO,JON.HEDEGARD@ALLSTATE.COM,(425) 489-5511,18911 NORTH CREEK PARKWAY,BOTHELL,WA,98001,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52673,16085
16118-2016,2016,AMERICAN PROGRESSIVE BAG ALLIANCE/SPI,mseaholm@plasticsindustry.org,(503) 289-9925,1425 K St NW Ste 500,Washington,DC,20005,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37000.00,508.32,508.32,32017,16118
16119-2016,2016,AMERICAN PUBLIC WORKS ASSN,jrioux@ci.olympia.wa.us,(360) 753-8484,PO Box 1967,Olympia,WA,98507-1967,US,24000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24000.00,188.20,188.20,29925,16119
16119-2017,2017,AMERICAN PUBLIC WORKS ASSN,jrioux@ci.olympia.wa.us,(360) 753-8484,PO Box 1967,Olympia,WA,98507-1967,US,24000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24000.00,41560,16119
16277-2018,2018,CITY OF CHENEY,CGROVER@CITYOFCHENEY.ORG,(509) 498-9202,609 2ND ST,CHENEY,WA,99004,US,21000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11000.00,49353,16277
16120-2016,2016,AMERESCO QUANTUM,APPATTERSON@AMERESCO.COM,(206) 650-6217,101 CONSTITUTION AVE #525 E,WASHINGTON,DC,20001,US,69000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,70000.00,30912,16120
16120-2017,2017,AMERESCO QUANTUM,APPATTERSON@AMERESCO.COM,(206) 650-6217,101 CONSTITUTION AVE #525 E,WASHINGTON,DC,20001,US,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,41041,16120
16121-2017,2017,AARP WA ST OFFICE,DSHADEL@AARP.ORG,(206) 517-2316,9750 THIRD AVE NE STE 450,SEATTLE,WA,981152044,US,39500.00,52811.65,0.00,0.00,0.00,0.00,0.00,27031.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,119343.46,41127,16121
16121-2016,2016,AARP WA ST OFFICE,DSHADEL@AARP.ORG,(206) 517-2316,9750 THIRD AVE NE STE 450,SEATTLE,WA,981152044,US,37900.00,26003.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63903.50,30547,16121
16122-2018,2018,"AMERICAN SOCIETY OF COMPOSERS, AUTHORS, & PUBLISHERS",RREIMER@ASCAP.COM,(212) 621-6261,1900 BROADWAY,NEW YORK,NY,10023,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,16122
16122-2016,2016,"AMERICAN SOCIETY OF COMPOSERS, AUTHORS, & PUBLISHERS",RREIMER@ASCAP.COM,(212) 621-6261,1900 BROADWAY,NEW YORK,NY,10023,US,37650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39285.00,0.00,37650.00,30792,16122
16122-2017,2017,"AMERICAN SOCIETY OF COMPOSERS, AUTHORS, & PUBLISHERS",RREIMER@ASCAP.COM,(212) 621-6261,1900 BROADWAY,NEW YORK,NY,10023,US,6480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2160.00,0.00,6480.00,40156,16122
16123-2017,2017,AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,LEGAL@ASPCA.ORG,(212) 876-7700,424 E 92ND ST,NEW YORK,NY,10128,US,16000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16000.00,39090,16123
16123-2016,2016,AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,LEGAL@ASPCA.ORG,(212) 876-7700,424 E 92ND ST,NEW YORK,NY,10128,US,14000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14000.00,29513,16123
16124-2016,2016,AMERICAN TRAFFIC SOLUTIONS INC,ZACH.GAMZA@ATSOL.COM,(480) 719-7061,1150 N ALMA SCHOOL RD,MESA,AZ,85282,US,54000.00,11250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54000.00,0.00,65250.00,29045,16124
16124-2017,2017,AMERICAN TRAFFIC SOLUTIONS INC,ZACH.GAMZA@ATSOL.COM,(480) 719-7061,1150 N ALMA SCHOOL RD,MESA,AZ,85282,US,27000.00,27000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54000.00,39850,16124
16114-2018,2018,AMERICAN MEDICAL RESPONSE,BEN.SOUTHWICK@AMR.NET,(206) 444-4440,13075 GATEWAY DR STE 100,SEATTLE,WA,981683342,US,54000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54000.00,50118,16114
16119-2018,2018,AMERICAN PUBLIC WORKS ASSN,jrioux@ci.olympia.wa.us,(360) 753-8484,PO Box 1967,Olympia,WA,98507-1967,US,24000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24000.00,51269,16119
16120-2018,2018,AMERESCO QUANTUM,APPATTERSON@AMERESCO.COM,(206) 650-6217,101 CONSTITUTION AVE #525 E,WASHINGTON,DC,20001,US,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2500.00,0.00,0.00,2500.00,51360,16120
16125-2016,2016,AMERICAN WOOD COUNCIL,DEBBIE_KIPPS@AFANDPA.ORG,(202) 463-2700,1101 K ST NW STE 700,WASHINGTON,DC,20005,US,3800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3800.00,30698,16125
