License Number,Entity Name,Telephone Number,SHL Endorsed,Building,Street,City,State,Postcode,Type of Base,Latitude,Longitude,Date,Time,Location
B02889,"ACHTZEHN-NY, LLC",6466657489,No,636,WEST   28 STREET,NEW YORK,NY,10001,BLACK CAR BASE,40.75273,-74.00641,05/10/2020,18:02:48,"(40.75273, -74.00641)"
B03230,"THE BEST WE CAN TRANSPORTATION, INC.",3472369483,No,509,EAST  163 STREET,BRONX,NY,10451,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03030,Q-FIRST LIMOUSINE CORP.,8557827110,No,70,EAST SUNRISE HIGHWAY  SUITE 500,VALLEY STREAM,NY,11581,LUXURY/LIMOUSINE,,,05/10/2020,18:02:48,
B02762,SHOWTIME TRANSPORTATION CORP.,7182606666,No,161,BRIGHTON   11 STREET,BROOKLYN,NY,11235,BLACK CAR BASE,40.578441,-73.958514,05/10/2020,18:02:48,"(40.578441, -73.958514)"
B03074,BLACKBIRD WORLDWIDE CORP,8666671559,No,1401,VALLEY RD  2ND FLOOR,WAYNE,NJ,07470,LUXURY/LIMOUSINE,,,05/10/2020,18:02:48,
B03032,A & S LIMOUSINE SERVICE CORP,3473503831,No,712,BROADWAY,BROOKLYN,NY,11206,BLACK CAR BASE,,,05/10/2020,18:02:48,
B90125,HEART AMBULETTE CORP,7183762800,No,3034,NOSTRAND AVENUE,BROOKLYN,NY,11229,PARATRANSIT BASE,40.608368,-73.972943,05/10/2020,18:02:48,"(40.608368, -73.972943)"
B00325,CONTINENTAL RADIO DISPATCH CORP.,7185078006,No,98-02,ASTORIA BOULEVARD,EAST ELMHURST,NY,11369,LIVERY BASE,40.762236,-73.87128,05/10/2020,18:02:48,"(40.762236, -73.87128)"
B02256,"EUROPE LIMOUSINE SERVICE, INC.",2014773200,No,24,FARVIEW TERRACE,PARAMUS,NJ,07652,BLACK CAR BASE,40.922042,-74.069773,05/10/2020,18:02:48,"(40.922042, -74.069773)"
B02965,ORION LUXURY CORP,2125673879,No,5030,BROADWAY  STE 609,NEW YORK,NY,10034,BLACK CAR BASE,40.86885,-73.916637,05/10/2020,18:02:48,"(40.86885, -73.916637)"
B03161,LA MEXICANA EXPRESS 2 INC.,9177893750,No,4604,7 AVENUE,BROOKLYN,NY,11220,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02219,ALL QUEENS CAR & LIMOUSINE INC.,7183612060,Yes,46-17,VERNON BOULEVARD,LIC,NY,11101,LIVERY BASE,40.74628,-73.95263,05/10/2020,18:02:48,"(40.74628, -73.95263)"
B90681,SENIOR RIDE TRANSPORTATION LLC,7187133700,No,700,HAVEMEYER AVENUE,BRONX,NY,10473,PARATRANSIT BASE,40.821906,-73.845107,05/10/2020,18:02:48,"(40.821906, -73.845107)"
B02245,OCEANA CAR AND LIMO,7183751001,No,2395,CONEY ISLAND AVENUE,BROOKLYN,NY,11223,LIVERY BASE,40.598608,-73.96108,05/10/2020,18:02:48,"(40.598608, -73.96108)"
B03071,OUTSIDE'S LUXURY INC.,7186845555,No,1975,LAFONTAINE AVENUE,BRONX,NY,10457,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02099,SUNNY'S LIMOUSINE SERVICE INC,8009490949,No,88-43,76 AVENUE,GLENDALE,NY,11385,LUXURY/LIMOUSINE,40.708035,-73.8608,05/10/2020,18:02:48,"(40.708035, -73.8608)"
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,7184297071,No,32-60,81 STREET,EAST ELMHURST,NT,11370-2002,LIVERY BASE,40.755791,-73.88638,05/10/2020,18:02:48,"(40.755791, -73.88638)"
B90724,"EXPEDITRANS, LLC",7184752193,No,863,CYPRESS AVENUE,RIDGEWOOD,NY,11385,PARATRANSIT BASE,40.699762,-73.905352,05/10/2020,18:02:48,"(40.699762, -73.905352)"
B02377,AMERICAN BASE #2. INC.,7186651444,No,2614,EAST TREMONT AVENUE,BRONX,NY,10461,LIVERY BASE,40.843259,-73.846962,05/10/2020,18:02:48,"(40.843259, -73.846962)"
B01629,BBA MANAGEMENT INC.,7189344444,No,424,BRIGHTON BEACH AVENUE,BROOKLYN,NY,11235,LIVERY BASE,40.577118,-73.96247,05/10/2020,18:02:48,"(40.577118, -73.96247)"
B90684,TRANSCARE SOLUTIONS INC.,7186766757,No,1400,AVENUE Z  SUITE#403,BROOKLYN,NY,11235,PARATRANSIT BASE,40.587767,-73.954925,05/10/2020,18:02:48,"(40.587767, -73.954925)"
B02509,NY MINUTE CAR SERVICE INC.,7183657777,No,2809,WEBSTER AVENUE,BRONX,NY,10458,LIVERY BASE,40.866717,-73.88502,05/10/2020,18:02:48,"(40.866717, -73.88502)"
B03283,NORWOOD CAR @ LIMO INC.,7184847252,No,590A,NEW YORK AVENUE,BROOKLYN,NY,11203,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00225,DELANCEY TRANSPORTATION INC.,2122283301,No,29,ESSEX STREET  NORTH STORE,NEW YORK,NY,10002,LIVERY BASE,44.049572,-73.459721,05/10/2020,18:02:48,"(44.049572, -73.459721)"
B03170,PAISA CLASSIC BLACK INC.,7184767878,No,38-12,ASTORIA BOULEVARD,ASTORIA,NY,11103,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03060,EASTLAND BLACK CARS CORP,7183388102,No,2982,NOSTRAND AVENUE,BROOKLYN,NY,11229,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00345,MARTIN'S BELLE HARBOR CAR SERVICE,7186341200,No,173,BEACH 116TH STREET,ROCKAWAY PARK,NY,11694,LIVERY BASE,40.57911,-73.837141,05/10/2020,18:02:48,"(40.57911, -73.837141)"
B02339,SEDANZ INC.,2123006083,No,405,RXR PLAZA,UNIONDALE,NY,11556,LUXURY/LIMOUSINE,40.776091,-73.89722,05/10/2020,18:02:48,"(40.776091, -73.89722)"
B80102,G & E EXPRESS INC,9175637584,No,41-31,MAIN STREET  BSMNT,FLUSHING,NY,11355,COMMUTER VAN AUTHORITY BASE,40.749453,-73.93551,05/10/2020,18:02:48,"(40.749453, -73.93551)"
B02975,LI YANG LIMOUSINE INC,9293379394,No,578,58 STREET,BROOKLYN,NY,11220,BLACK CAR BASE,40.639423,-74.013137,05/10/2020,18:02:48,"(40.639423, -74.013137)"
B01029,ZION CAR SERVICE INC.,7188714000,No,4920,NEW UTRECHT AVENUE,BROOKLYN,NY,11219,LIVERY BASE,40.636171,-73.995073,05/10/2020,18:02:48,"(40.636171, -73.995073)"
B02566,GSL LIMOUSINES CORP.,7184724200,No,40-28,23 STREET,LIC,NY,11101,LUXURY/LIMOUSINE,40.742391,-73.957749,05/10/2020,18:02:48,"(40.742391, -73.957749)"
B80255,ACE-VIP TRANSPORTATION INC.,6462960388,No,310,LENOX ROAD  4H,BROOKLYN,NY,11226,COMMUTER VAN AUTHORITY BASE,40.653808,-73.948842,05/10/2020,18:02:48,"(40.653808, -73.948842)"
B02491,CALL THREES LLC,2123333333,No,335,BOND STREET,BROOKLYN,NY,11231,LIVERY BASE,40.678782,-73.989979,05/10/2020,18:02:48,"(40.678782, -73.989979)"
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,7182716666,Yes,93-04,CORONA AVENUE,ELMHURST,NY,11373,LIVERY BASE,40.742387,-73.871082,05/10/2020,18:02:48,"(40.742387, -73.871082)"
B03144,JUST A MOMENT CAR SERVICE INC,6463793071,No,3100,47 AVENUE  STE 3100,LIC,NY,11101,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03287,2S LUXURY INC.,7186342222,No,91-15,ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH,NY,11693,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02026,A RIDE FOR ALL LLC,7187067433,No,36-31,10TH STREET,LIC,NY,11106,LIVERY BASE,40.760313,-73.9412,05/10/2020,18:02:48,"(40.760313, -73.9412)"
B01340,UNICAR COMPANY INC,7183284444,Yes,1684,GLEASON AVENUE,BRONX,NY,10472,LIVERY BASE,40.82923,-73.871067,05/10/2020,18:02:48,"(40.82923, -73.871067)"
B80150,BLACKSTREET VAN LINES INC,6462960388,No,310,LENOX ROAD  APT 4H,BROOKLYN,NY,11226,COMMUTER VAN AUTHORITY BASE,40.653808,-73.948842,05/10/2020,18:02:48,"(40.653808, -73.948842)"
B01741,MONACO LIMO & CAR SERVICES INC.,7182300202,No,742,WASHINGTON AVENUE,BROOKLYN,NY,11238,LIVERY BASE,40.675852,-73.96356,05/10/2020,18:02:48,"(40.675852, -73.96356)"
B90713,"ELEGANTE SERVICES, INC.",7184927680,No,1804,RANDALL AVENUE,BRONX,NY,10473,PARATRANSIT BASE,40.816803,-73.862557,05/10/2020,18:02:48,"(40.816803, -73.862557)"
B90288,MAJOR AMBULETTE CORP,7182653333,No,2201,AVENUE X,BROOKLYN,NY,11235,PARATRANSIT BASE,40.593214,-73.948115,05/10/2020,18:02:48,"(40.593214, -73.948115)"
B02882,"ZWANZIG-NY,LLC",7189715559,No,636,WEST   28 STREET,NEW YORK,NY,10001,BLACK CAR BASE,40.75273,-74.00641,05/10/2020,18:02:48,"(40.75273, -74.00641)"
B03237,SEDWICK TRANSPORTATION CORP,9297327474,No,2530,BOSTON ROAD,BRONX,NY,10467,BLACK CAR BASE,,,05/10/2020,18:02:48,
B90717,ANNSUNCHO CONSULTANTS LTD,9149301790,No,30,FAWN RIDGE DR,CORTLANDT MANOR,NY,10567,PARATRANSIT BASE,41.31664,-73.878666,05/10/2020,18:02:48,"(41.31664, -73.878666)"
B02517,LOS PAISANOS LUXURY C/S INC.,7184452222,No,8,ST PAULS AVENUE,STATEN ISLAND,NY,10301,BLACK CAR BASE,40.637596,-74.078195,05/10/2020,18:02:48,"(40.637596, -74.078195)"
B01083,BROAD DYCKMAN C/S INC,2123048080,Yes,203,DYCKMAN STREET,NEW YORK,NY,10040,LIVERY BASE,40.864833,-73.92718,05/10/2020,18:02:48,"(40.864833, -73.92718)"
B03212,SPIN TRANSPORTATION INC,3479856442,No,740,MORRIS PARK AVENUE,BRONX,NY,10462,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02731,EMES OF BOROPARK CAR SERVICE INC,7188715400,No,5401,13 AVENUE,BROOKLYN,NY,11219,LIVERY BASE,40.631994,-73.99489,05/10/2020,18:02:48,"(40.631994, -73.99489)"
B80111,HUMMER TRANSPORTATION INC,7187233430,No,253-20,147 ROAD,ROSEDALE,NY,11422,COMMUTER VAN AUTHORITY BASE,40.656351,-73.73584,05/10/2020,18:02:48,"(40.656351, -73.73584)"
B02552,INTERSTATE LUXURY LIMOUSINES INC.,7185888959,No,872,EAST  233 STREET,BRONX,NY,10466,BLACK CAR BASE,40.830331,-73.918318,05/10/2020,18:02:48,"(40.830331, -73.918318)"
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",7187065500,No,49-29,30 PLACE,LIC,NY,11101,LUXURY/LIMOUSINE,40.739553,-73.936994,05/10/2020,18:02:48,"(40.739553, -73.936994)"
B02288,SAFARI TRANSPORTATION INC.,7186233333,No,1267,ATLANTIC AVENUE,BROOKLYN,NY,11216,LIVERY BASE,40.671975,-74.01146,05/10/2020,18:02:48,"(40.671975, -74.01146)"
B03041,PUEBLA CITY INC.,7184370707,No,3916,9 AVENUE,BROOKLYN,NY,11232,LIVERY BASE,,,05/10/2020,18:02:48,
B03174,NEW HEAVEN LUXURY INC,2129231212,No,1059,ST NICHOLAS AVENUE,NEW YORK,NY,10032,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03080,AMBAR TRANSPORTATION INC.,3475069891,No,8811,169TH STREET,QUEENS,NY,11432,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03294,ONBOARD TRANSPORTATION INC.,9295010001,No,1318,AVENUE J  2FL.,BROOKLYN,NY,11230,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02932,GRAND TRANSPORTATION SERVICES INC,7184334255,Yes,47 - 01,VAN DAM STREET,LIC,NY,11101,BLACK CAR BASE,40.755937,-73.928979,05/10/2020,18:02:48,"(40.755937, -73.928979)"
B90058,AHAVA ACCESS INC,7182521111,No,6002,FOSTER AVENUE,BROOKLYN,NY,11236,PARATRANSIT BASE,40.640231,-73.918947,05/10/2020,18:02:48,"(40.640231, -73.918947)"
B02106,"PERFECT LIMO SERVICE, INC.",2015731321,No,13,WEST GRAND AVENUE,MONTVALE,NJ,07645,LUXURY/LIMOUSINE,41.040362,-74.03064,05/10/2020,18:02:48,"(41.040362, -74.03064)"
B03261,LUXUS LIMO LLC,6467012332,No,100,OVERLOOK CENTER  2ND FL.,PRINCETON,NJ,08540,LUXURY/LIMOUSINE,,,05/10/2020,18:02:48,
B01391,ROSE 'N' DALE C/S INC,7189491655,No,143-55,243 STREET,ROSEDALE,NY,11422,LIVERY BASE,40.660823,-73.738945,05/10/2020,18:02:48,"(40.660823, -73.738945)"
B02183,BANGLA CAR & LIMO. SERVICE INC.,7182078085,Yes,10-02,38 AVENUE,LIC,NY,11101,LIVERY BASE,40.75839,-73.942365,05/10/2020,18:02:48,"(40.75839, -73.942365)"
B03017,SDR TRANSPORTATION CORP.,7188630002,No,3717,EAST TREMONT AVENUE,BRONX,NY,10465,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01016,810 CAR SVCE CORP,7182353480,No,2672,PITKIN AVENUE,BROOKLYN,NY,11208,LIVERY BASE,40.674932,-73.87351,05/10/2020,18:02:48,"(40.674932, -73.87351)"
B01056,UNITY CAR & LIMO INC.,7182972222,No,87-62,PARSONS BOULEVARD,JAMAICA,NY,11432,LIVERY BASE,40.707766,-73.80283,05/10/2020,18:02:48,"(40.707766, -73.80283)"
B02162,A B C SHUTTLE SERVICES CORPORATION,7183227777,No,141-36,ROCKAWAY BOULEVARD,SOUTH OZONE PK,NY,11436,LIVERY BASE,40.67387,-73.79852,05/10/2020,18:02:48,"(40.67387, -73.79852)"
B00030,TREMONT DISPATCHING CORP,7188227777,No,1733,EDISON AVENUE,BRONX,NY,10461,LIVERY BASE,40.829845,-73.825866,05/10/2020,18:02:48,"(40.829845, -73.825866)"
B01349,CAPRICORN LIMO SVC INC,7187293000,No,43-24,37TH STREET,LIC,NY,11101,LUXURY/LIMOUSINE,40.745178,-73.928076,05/10/2020,18:02:48,"(40.745178, -73.928076)"
B02627,A PEGASUS LIMOUSINE CORP.,9737773007,No,176,SADDLE RIVER AVENUE  BLDG F,HACKENSACK,NJ,07606,LUXURY/LIMOUSINE,40.863348,-74.09752,05/10/2020,18:02:48,"(40.863348, -74.09752)"
B03245,UASLUXURY1 INC,6466840001,No,85-56,118 STREET,KEW GARDENS,NY,11415,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02416,"NEW STORM CAR SERVICE, INC.",7187276464,No,700,POST AVENUE,STATEN ISLAND,NY,10310,LIVERY BASE,40.631416,-74.125069,05/10/2020,18:02:48,"(40.631416, -74.125069)"
B01197,"TEL-A-CAR OF NEW YORK, LLC",7189569111,No,41-24,38 STREET,LIC,NY,11101,BLACK CAR BASE,40.638477,-73.98333,05/10/2020,18:02:48,"(40.638477, -73.98333)"
B01593,"NOVAK GLOBAL, INC.",7185917000,Yes,77-35,164 STREET,FLUSHING,NY,11366,LIVERY BASE,40.723592,-73.804641,05/10/2020,18:02:48,"(40.723592, -73.804641)"
B90639,ACA TRANSPORTATION INC.,7187870410,No,2410,65 STREET,BROOKLYN,NY,11204,PARATRANSIT BASE,40.610789,-73.976696,05/10/2020,18:02:48,"(40.610789, -73.976696)"
B01315,"V.I.T. CAR SERVICE, INC.",7189048057,Yes,1478,WHITE PLAINS ROAD,BRONX,NY,10462,LIVERY BASE,40.837752,-73.86334,05/10/2020,18:02:48,"(40.837752, -73.86334)"
B03240,ARECIBO EXPRESS INC.,7183992314,No,171,5 AVENUE,BROOKYN,NY,11217,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01339,R C AUDUBON SVC INC,2129238787,Yes,2224,AMSTERDAM AVENUE,NEW YORK,NY,10032,LIVERY BASE,40.838228,-73.937654,05/10/2020,18:02:48,"(40.838228, -73.937654)"
B02447,LUIGI MEMO INC.,9172008803,No,20-11,STEINWAY STREET,LIC,NY,11105,BLACK CAR BASE,40.741864,-73.858603,05/10/2020,18:02:48,"(40.741864, -73.858603)"
B02551,CHIEF LIMO INC.,7185051919,No,47-16,48 AVENUE,QUEENS,NY,11377,BLACK CAR BASE,40.738362,-73.895646,05/10/2020,18:02:48,"(40.738362, -73.895646)"
B02423,"77 EXPRESS CAR & LIMO SERVICE, INC.",7184913636,No,507A,77 STREET,BROOKLYN,NY,11209,LIVERY BASE,40.627893,-74.022849,05/10/2020,18:02:48,"(40.627893, -74.022849)"
B02872,"EINS-NY,LLC",6466657304,No,636,WEST   28 STREET,NEW YORK,NY,10001,BLACK CAR BASE,40.75273,-74.00641,05/10/2020,18:02:48,"(40.75273, -74.00641)"
B90703,"UNIVERSAL AMBULETTE SERVICES, INC.",7188504989,No,239-06,87 AVENUE  2ND FL,BELLEROSE,NY,11426,PARATRANSIT BASE,40.730869,-73.726908,05/10/2020,18:02:48,"(40.730869, -73.726908)"
B00277,ALL CITY CORP TRANS INC,7184020195,No,41-24,38 STREET,LIC,NY,11101,BLACK CAR BASE,40.638477,-73.983333,05/10/2020,18:02:48,"(40.638477, -73.983333)"
B02782,NEW APP CAR & LIMO INC,2122227999,No,908,AMSTERDAM AVENUE,NEW YORK,NY,10025,LIVERY BASE,40.79961,-73.96671,05/10/2020,18:02:48,"(40.79961, -73.96671)"
B01985,"LUXURY WORLDWIDE TRANSPORTATION, LLC",7188322600,No,329,38 STREET  2ND FLR,BROOKLYN,NY,11232,BLACK CAR BASE,40.654091,-74.006819,05/10/2020,18:02:48,"(40.654091, -74.006819)"
B80039,MARIO'S TRANSPORTATION INC.,7187484100,No,225,60TH STREET,BROOKLYN,NY,11220,COMMUTER VAN AUTHORITY BASE,40.643229,-74.02186,05/10/2020,18:02:48,"(40.643229, -74.02186)"
B02655,LONG ISLAND CITY CAR AND LIMO INC.,7189371177,No,6902,18TH AVENUE,BROOKLYN,NY,11204,LUXURY/LIMOUSINE,40.616886,-73.99284,05/10/2020,18:02:48,"(40.616886, -73.99284)"
B02518,MATTHEW'S LIMO INC,7184241250,No,1225,FRANKLIN AVE  STE 325,GARDEN CITY,NY,11530,BLACK CAR BASE,40.733779,-73.635348,05/10/2020,18:02:48,"(40.733779, -73.635348)"
B03063,786 TRANSPORTATION RIDES INC,2122719440,No,1979,MARCUS AVENUE  SUITE 210,NEW YORK,NY,11042,BLACK CAR BASE,,,05/10/2020,18:02:48,
B01196,DIPLO RAD DISP INC,7183658580,Yes,2304,SEDGWICK AVENUE  TORE 1,BRONX,NY,10468,LIVERY BASE,40.868789,-73.89777,05/10/2020,18:02:48,"(40.868789, -73.89777)"
B01194,440 CAR SERVICE INC.,7189194040,No,1266,MYRTLE AVENUE,BROOKLYN,NY,11221,LIVERY BASE,40.697777,-73.926688,05/10/2020,18:02:48,"(40.697777, -73.926688)"
B03227,NY MERENGUE TRANSPORTATION INC,9292187080,No,135-10,JAMAICA AVENUE,RICHMOND HILL,NY,11418,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03260,CASTLETON BLACK CAR SERVICE INC.,3478300941,No,21,BROOK ST,STATEN ISLAND,NY,10301,BLACK CAR BASE,,,05/10/2020,18:02:48,
B80258,FELLOWSHIP COMMUTERS INC.,9178687032,No,109-14,FARMERS BOULEVARD,JAMAICA,NY,11412,COMMUTER VAN AUTHORITY BASE,40.703554,-73.766955,05/10/2020,18:02:48,"(40.703554, -73.766955)"
B90701,CATHAY EXPRESS TRANSPORTATION INC,2123373333,Yes,98-51,QUEENS BOULEVARD  2G,REGO PARK,NY,11374,PARATRANSIT BASE,40.728061,-73.856072,05/10/2020,18:02:48,"(40.728061, -73.856072)"
B01091,A & R GOLDEN EXP INC,7189726666,No,5802,13 AVENUE,BROOKLYN,NY,11219,LIVERY BASE,40.629944,-73.99765,05/10/2020,18:02:48,"(40.629944, -73.99765)"
B01980,"READY TO ROLL TRANSPORTATION, INC.",2127141900,No,865,EAST 138TH STREET,BRONX,NY,10454,LUXURY/LIMOUSINE,40.829521,-73.94488,05/10/2020,18:02:48,"(40.829521, -73.94488)"
B03198,"DD&SON,LLC",9175674082,No,7,MARCUS GARVEY BLVD  STE#316,BROOKLYN,NY,11206,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02880,"NEUNZEHN-NY, LLC",6466657406,No,636,WEST   28 STREET,NEW YORK,NY,10001,BLACK CAR BASE,40.75273,-74.006408,05/10/2020,18:02:48,"(40.75273, -74.006408)"
B03128,RIDE SMART CORP.,9146990785,No,8,E PROSPECT AVENUE  STE#C,MOUNT VERNON,NY,10550,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03092,USA LIMOUSINE SERVICE CORP,7185612872,No,520,WHITE PLAINS RD  SUITE 500,TARRY TOWN,NY,10591,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00619,"HOLA CAR SERVICE,INC.",7183646666,No,4371,3 AVENUE,BRONX,NY,10457,LIVERY BASE,40.850716,-73.894416,05/10/2020,18:02:48,"(40.850716, -73.894416)"
B03028,CASTILLO CAR & LIMO INC,7184994545,No,440,4 AVENUE,BROOKLYN,NY,11215,BLACK CAR BASE,,,05/10/2020,18:02:48,
B03234,ALPHA EXPRESS RIDE CORP.,9292518001,No,31 - 00,47 AVENUE  SUITE 3100,LIC,NY,11101,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02160,"12TH STREET LUXURY CARS, INC.",7189472500,No,35-58,12 STREET,LIC,NY,11106,BLACK CAR BASE,40.761054,-73.93929,05/10/2020,18:02:48,"(40.761054, -73.93929)"
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,7184331212,No,43-33,35 STREET,LIC,NY,11101,LUXURY/LIMOUSINE,40.751982,-73.947523,05/10/2020,18:02:48,"(40.751982, -73.947523)"
B90579,MASSIVE TRANSPORTATION INC,9146643124,No,145,BROOKSIDE AVENUE,MOUNT VERNON,NY,10553,PARATRANSIT BASE,40.910101,-73.816897,05/10/2020,18:02:48,"(40.910101, -73.816897)"
B03119,CHINA TRANSIT LLC.,6462349911,No,677,56 STREET,BROOKLYN,NY,11220,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02330,"OCHO LUXURY CAR, INC.",7184382092,No,507,40 STREET,BROOKLYN,NY,11232,BLACK CAR BASE,40.650685,-74.004241,05/10/2020,18:02:48,"(40.650685, -74.004241)"
B02510,"TRI-CITY,LLC",4158861718,No,31-00,47 AVENUE  SUITE 4123A,LIC,NY,11101,BLACK CAR BASE,40.743043,-73.93551,05/10/2020,18:02:48,"(40.743043, -73.93551)"
B01351,HADERECH CAR SERVICE INC,7184385400,No,1796,45 STREET,BROOKLYN,NY,11204,LIVERY BASE,40.629082,-73.98057,05/10/2020,18:02:48,"(40.629082, -73.98057)"
B02110,"OPTIMUM CAR & LIMO, INC.",7186909128,No,335,BOND STREET,BROOKLYN,NY,11231,BLACK CAR BASE,40.678782,-73.989979,05/10/2020,18:02:48,"(40.678782, -73.989979)"
B01413,SFL INC,2123970004,No,48-50,34 STREET,LIC,NY,11101,LUXURY/LIMOUSINE,40.739253,-73.931942,05/10/2020,18:02:48,"(40.739253, -73.931942)"
B02833,ADVANCED LUXURY LIMO SVC. INC.,7182312188,No,3945,PROVOST AVENUE,BRONX,NY,10466,BLACK CAR BASE,40.833404,-73.84037,05/10/2020,18:02:48,"(40.833404, -73.84037)"
B03022,BLACK CAR EXPRESS.COM CORP,5164720811,No,8,MAPLE ST  STE 4,PORT WASHINGTON,NY,11050,BLACK CAR BASE,,,05/10/2020,18:02:48,
B02397,CHICO EXPRESS CORP. 2,7182367777,No,6318,14 AVENUE,BROOKLYN,NY,11219,LIVERY BASE,40.625609,-73.99868,05/10/2020,18:02:48,"(40.625609, -73.99868)"
B90612,ESTHER TRANSPORTATION INC.,7189871555,No,71,BAY 14 STREET,BROOKLYN,NY,11214,PARATRANSIT BASE,40.607591,-74.007126,05/10/2020,18:02:48,"(40.607591, -74.007126)"
B02814,BELL LX INC,7185931683,No,405,51 STREET,BROOKLYN,NY,11220,BLACK CAR BASE,40.645794,-74.012777,05/10/2020,18:02:48,"(40.645794, -74.012777)"
B02803,OUTSIDE'S CAR SERVICE INC.,6463637027,No,1975,LAFONTAINE AVENUE,BRONX,NY,10457,LIVERY BASE,40.846957,-73.894439,05/10/2020,18:02:48,"(40.846957, -73.894439)"
B02800,FLATIRON TRANSIT LLC,6468446564,No,31 - 00,47TH  AVENUE  2ND FLOOR,LIC,NY,11101,BLACK CAR BASE,40.74393,-73.98819,05/10/2020,18:02:48,"(40.74393, -73.98819)"
B00652,RESCUE C/S INC,7183630200,No,264,TROY AVENUE  1FL,BROOKLYN,NY,11213,LIVERY BASE,40.672213,-73.93892,05/10/2020,18:02:48,"(40.672213, -73.93892)"
B02699,PRESIDENTIAL LUXURY LIMO INC.,7187079999,No,50-19,49 STREET,WOODSIDE,NY,11377,BLACK CAR BASE,40.736437,-73.917154,05/10/2020,18:02:48,"(40.736437, -73.917154)"
B01269,DIVISION CAR & LIMO INC.,7185995555,No,204,DIVISION AVENUE,BROOKLYN,NY,11211,LIVERY BASE,40.707198,-73.959392,05/10/2020,18:02:48,"(40.707198, -73.959392)"
B02003,"AVALON CORPORATE CAR,INC.",7184381100,No,41-24,38 STREET,LIC,NY,11101,BLACK CAR BASE,40.638477,-73.983333,05/10/2020,18:02:48,"(40.638477, -73.983333)"
B03280,ARMONY TRANSPORTATION INC.,7188283030,No,3030,MIDDLETOWN ROAD  SUITE #118,BRONX,NY,10461,BLACK CAR BASE,,,05/10/2020,18:02:48,
B00932,NATASHAS GRP CAR CORP,7185740155,No,372,WILSON AVENUE,BROOKLYN,NY,11221,LIVERY BASE,40.694835,-73.915817,05/10/2020,18:02:48,"(40.694835, -73.915817)"
B01821,EMPIRE TRANSPORTATION SERVICE INC.,7183765050,No,1417,GRAVESEND NECK ROAD,BROOKLYN,NY,11229,LIVERY BASE,40.594949,-73.956043,05/10/2020,18:02:48,"(40.594949, -73.956043)"
B03302,TEST LX BASE,2126761000,No,33,BEAVER STREET  19TH FLOOR,NEW YORK,NY,10004,LUXURY/LIMOUSINE,,,05/10/2020,18:02:48,
B00235,"ARISTACAR & LIMOUSINE, LTD.",7186433900,No,335,BOND STREET,BROOKLYN,NY,11231,BLACK CAR BASE,40.678782,-73.989979,05/10/2020,18:02:48,"(40.678782, -73.989979)"
B80179,"CITIVAN LINES, CORP.",7187727885,No,117-28,165 STREET,JAMAICA,NY,11434,COMMUTER VAN AUTHORITY BASE,40.684032,-73.781135,05/10/2020,18:02:48,"(40.684032, -73.781135)"
B02599,CMS LIMO INC.,7182055085,No,83-03,24 AVENUE,EAST ELMHURST,NY,11370,LUXURY/LIMOUSINE,40.765173,-73.88592,05/10/2020,18:02:48,"(40.765173, -73.88592)"
B01200,NEW YORK APPLE CAR SERVICE INC,7184552121,Yes,1126,BUSHWICK AVENUE,BROOKLYN,NY,11221,LIVERY BASE,40.689376,-73.91839,05/10/2020,18:02:48,"(40.689376, -73.91839)"
B01534,METRO CAR SERVICE CORP.,7183881800,Yes,390,METROPOLITAN AVENUE,BROOKLYN,NY,11211,LIVERY BASE,40.713899,-73.95531,05/10/2020,18:02:48,"(40.713899, -73.95531)"
B02037,KINGSDALE DISPATCH INC,7187962222,No,1,RIVERDALE AVENUE,BRONX,NY,10463,LIVERY BASE,40.880379,-73.911322,05/10/2020,18:02:48,"(40.880379, -73.911322)"
