name;segment;length;status;geo_shape;width;trailtype;surftype;installdate;priorcorr;pilzone;equestrian;ada;projname;projnum;lastmaint;notes;rating;looptrail;loopname;geo_point_2d
Glenkirk Greenway;Preston Reserve;0.23724144999999902;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.81441536615016, 35.79568767168466], [-78.81443468759431, 35.79571743363312], [-78.81463755327964, 35.79577715787986], [-78.81469952926575, 35.795808146493755], [-78.8147595213649, 35.79585905348839], [-78.81479023164286, 35.79588544905943], [-78.81480676642022, 35.795917131072876], [-78.81483234001604, 35.796051751792284], [-78.81487805939163, 35.79622398179386], [-78.81502917973421, 35.79671892546276], [-78.81510757256224, 35.79698177880802], [-78.81510377238307, 35.797242546071786], [-78.8150201792421, 35.797521047753754], [-78.81506982543907, 35.79796801377537], [-78.81524389039436, 35.79827482170245], [-78.81540455745049, 35.79850497624729], [-78.81543589618707, 35.79862594024369], [-78.81540573172876, 35.79884022411072]]}";0.0;Greenway;Concrete;;NA;Central;;;;;;;;;;35.7971836588, -78.8150340115
NC 55 Street-Side Trail (West);West Side of 55 Village at the Park;0.31778629;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.89446640812193, 35.858737041520335], [-78.89447762600928, 35.85861007505186], [-78.89450246741964, 35.85845213297535], [-78.89452836551503, 35.858325183695236], [-78.89456824861566, 35.85821428098346], [-78.89461712724805, 35.85812654094685], [-78.89469923380096, 35.85804980766632], [-78.89481058723035, 35.85793012280331], [-78.89484322560054, 35.8578743754458], [-78.89485007496843, 35.85779757263162], [-78.89484789503625, 35.857722596216576], [-78.89482224745069, 35.85759209624767], [-78.89477343497605, 35.857370101261424], [-78.89479086739898, 35.857200156087764], [-78.89485775229828, 35.85708438055771], [-78.89494777671916, 35.85695096354437], [-78.89501533932075, 35.85683306679303], [-78.89506716596594, 35.85668407261146], [-78.8950987634213, 35.85658443264856], [-78.89512095137665, 35.85645460024903], [-78.89513637232335, 35.85620866017463], [-78.89515696656254, 35.855941688594804], [-78.89515827727978, 35.85577710309834], [-78.89515059690949, 35.85564908637257], [-78.89513828103729, 35.8555832450933], [-78.89514287394212, 35.85548906729639], [-78.89515755144096, 35.85542598923995], [-78.89518239069677, 35.85533365852383], [-78.89520889056736, 35.855131228333605], [-78.89519296388083, 35.85492228747481], [-78.89516075846277, 35.85477512088706], [-78.89515179796965, 35.85446304507055], [-78.8951566713664, 35.854348880673555], [-78.89514970475766, 35.854321079731584], [-78.89513934937172, 35.85430423324023], [-78.89512132638276, 35.854281062791095]]}";8.0;Street-Side;Asphalt;;NA;West;No;;;;;;;;;35.8565480124, -78.8949607208
Hatcher Grove Greenway;Morrisville Parkway to Louis Stephens SS Trail;0.28558314;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.86278072589474, 35.81322995532166], [-78.86289181428339, 35.81298397092546], [-78.86307301045673, 35.81283250163795], [-78.86313102275084, 35.81280824248087], [-78.8632258933324, 35.81280262551], [-78.8632839092927, 35.81277550364503], [-78.86341584231636, 35.81266833595416], [-78.86348454666104, 35.81255394341543], [-78.86353053181068, 35.81236941236259], [-78.86355518802068, 35.812332237373134], [-78.86361674211688, 35.812290811517414], [-78.8636360818489, 35.81228081662349], [-78.86366248555737, 35.812249367043], [-78.86374017452866, 35.81201479138301], [-78.86375778940908, 35.81198619278981], [-78.86379824036563, 35.81195762061783], [-78.86391425359747, 35.81191482413618], [-78.86398099960589, 35.811919191705265], [-78.86409338762562, 35.81194221099294], [-78.86418649620647, 35.81193945304745], [-78.86456781518041, 35.81186690259858], [-78.86464518020443, 35.811824062466755], [-78.86397147782931, 35.811313921965464], [-78.8636662054685, 35.811084640815224], [-78.86318025610379, 35.81070068803466], [-78.86332372539219, 35.810575565201916]]}";0.0;Greenway;Asphalt;;NA;West;;;;;;;;;;35.8118660918, -78.8637215869
Morrisville Carpenter Rd Street-Side Tra;N Segment Louis Stephens to Old Carpenter Greenway;0.21754720999999902;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.86360742409421, 35.8246428187234], [-78.86399513429073, 35.82472537761321], [-78.86416318462165, 35.824791902965785], [-78.86434916253897, 35.82477840803958], [-78.86452789427122, 35.82486152746197], [-78.8647253328566, 35.82485381411848], [-78.86491553416485, 35.8249376712692], [-78.86510412761034, 35.824923457025264], [-78.86523945501791, 35.824991386800114], [-78.86540687384188, 35.8249814759665], [-78.86559888171003, 35.82504441955794], [-78.8657653851257, 35.825027295673806], [-78.86593796514724, 35.82505849138641], [-78.86610180022296, 35.82502262183279], [-78.86622481197891, 35.825042223841194], [-78.86635512573172, 35.82498035521751], [-78.86652327385418, 35.82498847207183], [-78.866656208543, 35.82492227960683], [-78.86682717120392, 35.82485973387186], [-78.86698659560192, 35.82483971993126], [-78.86711484269684, 35.824824660664696], [-78.86727902455767, 35.82481626878293]]}";0.0;Street-Side;Concrete;;NA;West;;;;;;;;;;35.8248971204, -78.8654397534
Piney Plains Greenway;Hinshaw extension to Forest Park Way;0.21413984;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.76238971425548, 35.75032278249511], [-78.76244163383565, 35.75028799143804], [-78.76257020106219, 35.75023315226048], [-78.76273034773664, 35.750183880856504], [-78.76282501542309, 35.75016753531951], [-78.76292870332253, 35.750149373913295], [-78.76303010597061, 35.750134880092006], [-78.76311573177085, 35.750127703343466], [-78.76324414785411, 35.75012428095189], [-78.76330684933244, 35.75011917317579], [-78.7633770663892, 35.75010801024665], [-78.76347648430652, 35.75008059668225], [-78.76350111065814, 35.75007272430434], [-78.7635323189349, 35.750061208806635], [-78.76359922213864, 35.750030719672424], [-78.7637143995351, 35.749973438561085], [-78.76381076671389, 35.74992284226312], [-78.76386631706163, 35.74988523910072], [-78.76390856007878, 35.749845738901364], [-78.76397610768677, 35.749767829619095], [-78.76398761513985, 35.74975105066404], [-78.76400925278999, 35.74972756632945], [-78.76403349624613, 35.74970647653237], [-78.76408312499207, 35.749676926218214], [-78.76423892790595, 35.749613854579295], [-78.76444987652442, 35.749536450612275], [-78.76468580030853, 35.74944657021244], [-78.76485981684444, 35.74937848538109], [-78.76493786402426, 35.74934017433342], [-78.7649867476114, 35.749305833310515], [-78.7650318580783, 35.74926477710251], [-78.76506980927725, 35.74922326089516], [-78.76515421875223, 35.74911207028948], [-78.7652222292783, 35.7490191815718], [-78.76533496432536, 35.748902234403914], [-78.76537492973641, 35.74886340531335], [-78.76542113032248, 35.748824138444036], [-78.76545630029045, 35.74878261765505], [-78.76548279532912, 35.74874018510375]]}";10.0;Greenway;Asphalt;;Um Park To Hemlock;South;No;;;;;;;;;35.7496921589, -78.7640274416
American Tobacco Trail;south of Morrisville Pkwy;5.948195659999999;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.92236743581034, 35.79450661666794], [-78.92202826302854, 35.79335513226486], [-78.921911657034, 35.79286021197776], [-78.92175161776878, 35.79187637840026], [-78.92175212422349, 35.791352878350445], [-78.92175238489335, 35.79108343264963], [-78.92184520727014, 35.788463670508804], [-78.92197620824466, 35.78662995489756], [-78.92217491882897, 35.78543767930096], [-78.92239328135874, 35.784729829414516], [-78.92234594113125, 35.78450026154241], [-78.92240092942512, 35.78438403689736], [-78.92253270638746, 35.784309595943824], [-78.92263531442721, 35.78413080049927], [-78.92322607363565, 35.78229189096638], [-78.9239232391833, 35.78008935983129], [-78.9241653794882, 35.779350219413665], [-78.92437115332234, 35.77837555611125], [-78.92441911570296, 35.777940357269856], [-78.92446078736208, 35.77640814116195], [-78.92417332940391, 35.7747713837045], [-78.92388906225155, 35.77364438104922], [-78.92384914169736, 35.77330750151737], [-78.92344863388848, 35.771330833503946], [-78.9229168536379, 35.768945679503005], [-78.92268021213707, 35.76777994946444], [-78.92222859359558, 35.765761507186184], [-78.92203196315499, 35.764846205628544], [-78.92178085653613, 35.763534392244445], [-78.92125654711732, 35.76109259072002], [-78.92135546275242, 35.76092273582397], [-78.92132629947331, 35.76082434279747], [-78.92119478611298, 35.76066626290943], [-78.92107806949898, 35.7603382736216], [-78.92065947665061, 35.758290031671024], [-78.92047746113457, 35.75742541333628], [-78.9203067589245, 35.75621798210347], [-78.92030377733354, 35.755532341366255], [-78.92032248059004, 35.75510904664515], [-78.92054653286918, 35.754125450922594], [-78.92107080187563, 35.75279028605073], [-78.92157994160864, 35.751955923341896], [-78.92278067994721, 35.75065993848654], [-78.92554381537951, 35.74834240811881], [-78.92650267644055, 35.74749935460314], [-78.92730073470669, 35.746528013227696], [-78.92779500734571, 35.74584564812016], [-78.92820525559611, 35.74506485577059], [-78.92857532703606, 35.74422143743348], [-78.92872572261824, 35.743684936678164], [-78.92873316234927, 35.74354185101057], [-78.92882495260605, 35.74311561447081], [-78.92901529846496, 35.742886184804554], [-78.92915826805718, 35.742471902674495], [-78.92918891161948, 35.74088302088757], [-78.92906235961905, 35.7392552930309], [-78.92877958925763, 35.736491691845735], [-78.92880978852797, 35.73541256747545], [-78.9289017902281, 35.734735921237196], [-78.92913278065983, 35.73399675380314], [-78.93011089098584, 35.73179133593401], [-78.93098640093737, 35.72979750667829], [-78.93146257537734, 35.72874247954407], [-78.93255050415513, 35.726215145573455], [-78.93389090970055, 35.72332126670912], [-78.93490507425008, 35.72141989134643], [-78.93544306139006, 35.720657024492404], [-78.93721353478482, 35.71915847233156], [-78.94186863878156, 35.7169190187021], [-78.94219419088522, 35.71661212298413], [-78.94305392703772, 35.715598962732706], [-78.94341960616335, 35.71539642048063]]}";12.0;Greenway;Limestone;;NA;West;Yes;;;;;All screenings south of M'Ville Pkwy;;;;35.7526719908, -78.9269565195
Middle Creek Park Greenway;From SS Trail to multi-purpose fields;0.28338207999999904;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.75908101448866, 35.66308430940478], [-78.75912051736715, 35.66307450942277], [-78.75923011357632, 35.66309859581126], [-78.7595737695449, 35.66309569434409], [-78.75974486995395, 35.66309841834878], [-78.76090229606667, 35.66310449093395], [-78.76146395896322, 35.66323810802495], [-78.7627765248069, 35.663380960881206], [-78.76330872065687, 35.66349064706213], [-78.76403316059988, 35.66365569979338]]}";0.0;Greenway;Asphalt;;NA;South;;;;;;;;;;35.6632696298, -78.7615660919
Dutchman's Branch Greenway;Holly Springs Rd to Greyhawk GW;0.90705225;Proposed;"{""type"": ""LineString"", ""coordinates"": [[-78.77978530315018, 35.70565297095565], [-78.77972038320824, 35.70568187389017], [-78.77965471915736, 35.7057056160177], [-78.77960641948815, 35.70572294027325], [-78.77955139638873, 35.705735764425306], [-78.77933219949942, 35.70585904017153], [-78.7792081511471, 35.70595401127583], [-78.77909906891337, 35.706026772692084], [-78.7790220088853, 35.70602969835498], [-78.77894110082674, 35.7060540803308], [-78.77887613599705, 35.706099191111996], [-78.77880928544532, 35.70615655431754], [-78.7778908217639, 35.70605818483444], [-78.77755689587725, 35.70579404952369], [-78.77742393303961, 35.70548610764748], [-78.7768232788569, 35.70523741116019], [-78.77631257716118, 35.70504468339389], [-78.77600514062681, 35.705040734238324], [-78.77572046761263, 35.70508804284829], [-78.7753267993821, 35.70517580490812], [-78.77447078460074, 35.70573021025706], [-78.77417959339935, 35.705426129513704], [-78.77342492838956, 35.70562939501479], [-78.77319249532246, 35.705604730640076], [-78.77291911099537, 35.70555893799093], [-78.7725548417053, 35.70549109332716], [-78.77244382338307, 35.70529217217924], [-78.77239407523491, 35.70498576478007], [-78.77196507706206, 35.70425144599971], [-78.77164616367884, 35.70374997425333], [-78.77134196453376, 35.703615357106855], [-78.77093695632348, 35.70324755762206], [-78.770571174784, 35.70291542391486], [-78.77027209156523, 35.702285342453], [-78.76960580725884, 35.702360434254444], [-78.76905589526922, 35.70172649986041], [-78.76826608235018, 35.70080218467994]]}";0.0;Greenway;Asphalt;;NA;South;;;;;;;;;;35.7044034243, -78.7736383533
Davis Dr Street-Side Trail;McCrimmon Pkwy to southern edge of Davis Drive Off;0.12257229;Funded;"{""type"": ""LineString"", ""coordinates"": [[-78.85396275662386, 35.83176008405338], [-78.85406398707728, 35.83188854191111], [-78.85418733335442, 35.832053937355845], [-78.85437727144297, 35.83228665226522], [-78.85453141590347, 35.832538704523365], [-78.85486266440726, 35.83298698940188], [-78.85508800346987, 35.833282259610684]]}";0.0;Street-Side;Concrete;;NA;West;;;;;;;;;;35.8325199438, -78.8545267484
Higgins GW Connector;Connects to South Dixon Avenue;0.2078946;Proposed;"{""type"": ""MultiLineString"", ""coordinates"": [[[-78.7905250985056, 35.780894402253075], [-78.79054185401063, 35.77963175672553], [-78.79041246622624, 35.779406880054246]], [[-78.78916441100989, 35.78132485492339], [-78.79034100407274, 35.78135306955744], [-78.79045815740284, 35.78132346452982], [-78.79053158211306, 35.78122226065662], [-78.7905250985056, 35.780894402253075]]]}";0.0;Greenway Connector;Asphalt;;NA;Central;;;;;;;;;;35.7807489558, -78.7902413177
Montvale Greenway;From ATT through Montvale Sub;0.40391112;Existing;"{""type"": ""LineString"", ""coordinates"": [[-78.92464181715604, 35.80494121289697], [-78.92464120673071, 35.80494084387283], [-78.9245845434846, 35.80489459459373], [-78.92444606853822, 35.80464913887302], [-78.92443110609986, 35.80455059908371], [-78.92443530559807, 35.80438549213782], [-78.92442356850844, 35.804303565072665], [-78.92440107582476, 35.804247418575684], [-78.92435493043122, 35.80417948503465], [-78.92406387378782, 35.8038592032744], [-78.92401000969474, 35.80377307670739], [-78.92398996229399, 35.80367145019016], [-78.92394897762175, 35.80304981306564], [-78.92392801065515, 35.80298151558283], [-78.92388418493866, 35.802911801338645], [-78.92383063316333, 35.802867341872684], [-78.92375312140369, 35.80282656377706], [-78.92345991554431, 35.802759993784896], [-78.92312947926789, 35.80271137046684], [-78.9229626899913, 35.80269128069364], [-78.92291912120827, 35.8026827147757], [-78.92285896180718, 35.80265636847825], [-78.9227695336326, 35.80261180560681], [-78.92262589992247, 35.802535232424404], [-78.92257577243817, 35.80249187781171], [-78.92252224771705, 35.80242830402298], [-78.9223067403027, 35.802135776595726], [-78.92218891628791, 35.80197075397353], [-78.92211029283304, 35.801859082117964], [-78.92205719118077, 35.801799335460316], [-78.92195022126184, 35.80173382718989], [-78.92184049801901, 35.80168623745026], [-78.92169698526415, 35.80161875862212], [-78.92162197936564, 35.80156909357455], [-78.9215771222105, 35.80151959660661], [-78.92154346395748, 35.801459024886576], [-78.92149194508173, 35.80132755956054], [-78.92149793420936, 35.801264771733734], [-78.92152907822336, 35.80119799005518], [-78.92159235839597, 35.80109882055142], [-78.92166721935976, 35.80097552694198], [-78.92170645575099, 35.80080553732648], [-78.92161840683268, 35.80065459948205], [-78.92156715990203, 35.800604773001844], [-78.92144665517135, 35.80050500471127], [-78.92138276353114, 35.800464090539975]]}";10.0;Greenway;Asphalt;2018-08-01T02:00:00+00:00;NA;West;;;Montvale Phase 1;14-SB-003;;;;;;35.8026364216, -78.9229965667
