year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2019-04,2019-12,Long-term migrant,Arrivals,Male,5-9 years,253,9,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,Male,5-9 years,241,8,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,Male,5-9 years,266,8,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,Male,5-9 years,393,13,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,Male,5-9 years,388,12,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,Male,5-9 years,343,12,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,Male,5-9 years,346,20,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,Male,5-9 years,322,18,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,Male,5-9 years,601,41,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,Female,50-54 years,130,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,Female,50-54 years,148,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,50-54 years,154,1,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,Female,50-54 years,179,3,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,Female,50-54 years,206,4,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,Female,50-54 years,193,6,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,Female,50-54 years,153,8,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,Female,50-54 years,137,8,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,Female,50-54 years,112,9,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,Female,50-54 years,139,10,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,Female,50-54 years,132,10,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,Female,50-54 years,152,11,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,Female,50-54 years,159,12,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,Female,50-54 years,175,14,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,Female,50-54 years,171,16,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,Female,50-54 years,205,19,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,Female,50-54 years,255,33,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,Male,50-54 years,202,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,Male,50-54 years,180,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,50-54 years,191,2,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,Male,50-54 years,190,3,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,Male,50-54 years,208,5,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,Male,50-54 years,178,6,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,Male,50-54 years,154,7,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,Male,50-54 years,164,9,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,Male,50-54 years,123,9,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,Male,50-54 years,144,9,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,Male,50-54 years,147,11,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,Male,50-54 years,155,11,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,Male,50-54 years,171,12,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,Male,50-54 years,180,15,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,Male,50-54 years,197,18,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,Male,50-54 years,227,20,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,Male,50-54 years,246,32,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,Female,55-59 years,162,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,Female,55-59 years,147,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,55-59 years,159,2,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,Female,55-59 years,167,3,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,Female,55-59 years,216,5,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,Female,55-59 years,142,6,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,Female,55-59 years,129,8,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,Female,55-59 years,155,10,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,Female,55-59 years,109,9,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,Female,55-59 years,138,11,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,Female,55-59 years,142,12,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,Female,55-59 years,142,12,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,Female,55-59 years,152,13,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,Female,55-59 years,175,16,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,Female,55-59 years,174,16,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,Female,55-59 years,204,20,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,Female,55-59 years,255,46,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,Male,55-59 years,157,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,Male,55-59 years,137,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,55-59 years,170,2,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,Male,55-59 years,166,4,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,Male,55-59 years,186,5,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,Male,55-59 years,145,6,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,Male,55-59 years,130,7,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,Male,55-59 years,124,8,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,Male,55-59 years,87,8,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,Male,55-59 years,112,10,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,Male,55-59 years,109,9,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,Male,55-59 years,118,10,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,Male,55-59 years,124,12,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,Male,55-59 years,145,14,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,Male,55-59 years,154,17,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,Male,55-59 years,193,20,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,Male,55-59 years,236,48,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,Female,60-64 years,128,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,Female,60-64 years,162,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,60-64 years,187,2,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,Female,60-64 years,169,4,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,Female,60-64 years,184,6,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,Female,60-64 years,145,6,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,Female,60-64 years,112,7,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,Female,60-64 years,138,9,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,Female,60-64 years,109,10,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,Female,60-64 years,136,11,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,Female,60-64 years,143,12,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,Female,60-64 years,115,12,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,Female,60-64 years,135,13,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,Female,60-64 years,164,16,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,Female,60-64 years,159,18,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,Female,60-64 years,210,21,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,Female,60-64 years,236,42,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,Male,60-64 years,120,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,Male,60-64 years,159,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,60-64 years,155,2,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,Male,60-64 years,155,3,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,Male,60-64 years,182,5,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,Male,60-64 years,118,6,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,Male,60-64 years,117,7,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,Male,60-64 years,120,9,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,Male,60-64 years,86,9,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,Male,60-64 years,107,10,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,Male,60-64 years,120,11,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,Male,60-64 years,96,11,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,Male,60-64 years,127,12,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,Male,60-64 years,129,13,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,Male,60-64 years,155,18,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,Male,60-64 years,192,19,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,Male,60-64 years,225,54,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,Female,65-69 years,66,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,Female,65-69 years,97,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,65-69 years,93,1,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,Female,65-69 years,126,3,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,Female,65-69 years,116,4,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,Female,65-69 years,84,5,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,Female,65-69 years,71,6,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,Female,65-69 years,94,8,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,Female,65-69 years,76,8,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,Female,65-69 years,84,8,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,Female,65-69 years,77,9,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,Female,65-69 years,63,10,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,Female,65-69 years,81,10,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,Female,65-69 years,119,17,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,Female,65-69 years,112,19,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,Female,65-69 years,151,22,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,Female,65-69 years,170,42,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,Male,65-69 years,86,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,Male,65-69 years,88,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,65-69 years,112,1,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,Male,65-69 years,133,3,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,Male,65-69 years,120,4,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,Male,65-69 years,79,5,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,Male,65-69 years,63,5,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,Male,65-69 years,88,8,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,Male,65-69 years,69,7,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,Male,65-69 years,89,9,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,Male,65-69 years,81,9,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,Male,65-69 years,76,10,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,Male,65-69 years,95,11,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,Male,65-69 years,111,16,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,Male,65-69 years,119,20,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,Male,65-69 years,156,22,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,Male,65-69 years,175,46,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,Female,70-74 years,50,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,Female,70-74 years,46,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,70-74 years,62,1,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,Female,70-74 years,67,2,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,Female,70-74 years,69,2,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,Female,70-74 years,31,3,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,Female,70-74 years,46,4,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,Female,70-74 years,44,5,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,Female,70-74 years,30,4,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,Female,70-74 years,37,5,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,Female,70-74 years,37,5,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,Female,70-74 years,36,6,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,Female,70-74 years,42,7,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,Female,70-74 years,59,10,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,Female,70-74 years,59,19,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,Female,70-74 years,82,15,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,Female,70-74 years,108,34,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,Male,70-74 years,37,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,Male,70-74 years,44,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,70-74 years,70,1,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,Male,70-74 years,75,2,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,Male,70-74 years,63,2,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,Male,70-74 years,45,3,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,Male,70-74 years,47,5,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,Male,70-74 years,49,5,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,Male,70-74 years,26,4,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,Male,70-74 years,39,6,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,Male,70-74 years,38,5,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,Male,70-74 years,30,6,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,Male,70-74 years,47,8,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,Male,70-74 years,63,11,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,Male,70-74 years,74,22,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,Male,70-74 years,97,16,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,Male,70-74 years,112,35,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,Female,75-79 years,21,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,Female,75-79 years,32,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,75-79 years,19,1,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,Female,75-79 years,34,1,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,Female,75-79 years,26,1,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,Female,75-79 years,24,1,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,Female,75-79 years,25,3,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,Female,75-79 years,26,3,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,Female,75-79 years,14,3,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,Female,75-79 years,19,4,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,Female,75-79 years,17,4,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,Female,75-79 years,18,4,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,Female,75-79 years,20,5,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,Female,75-79 years,27,6,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,Female,75-79 years,29,9,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,Female,75-79 years,39,8,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,Female,75-79 years,55,20,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,Male,75-79 years,21,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,Male,75-79 years,26,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Male,75-79 years,29,1,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,Male,75-79 years,25,1,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,Male,75-79 years,30,1,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,Male,75-79 years,18,2,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,Male,75-79 years,23,3,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,Male,75-79 years,23,3,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,Male,75-79 years,17,3,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,Male,75-79 years,14,3,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,Male,75-79 years,18,4,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,Male,75-79 years,15,3,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,Male,75-79 years,19,5,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,Male,75-79 years,26,6,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,Male,75-79 years,33,9,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,Male,75-79 years,51,11,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,Male,75-79 years,60,22,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,Female,80-84 years,8,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,Female,80-84 years,10,0,Provisional
2018-10,2019-12,Long-term migrant,Arrivals,Female,80-84 years,16,0,Provisional
2018-11,2019-12,Long-term migrant,Arrivals,Female,80-84 years,20,0,Provisional
2018-12,2019-12,Long-term migrant,Arrivals,Female,80-84 years,18,1,Provisional
2019-01,2019-12,Long-term migrant,Arrivals,Female,80-84 years,8,1,Provisional
2019-02,2019-12,Long-term migrant,Arrivals,Female,80-84 years,20,3,Provisional
2019-03,2019-12,Long-term migrant,Arrivals,Female,80-84 years,16,2,Provisional
2019-04,2019-12,Long-term migrant,Arrivals,Female,80-84 years,8,2,Provisional
2019-05,2019-12,Long-term migrant,Arrivals,Female,80-84 years,10,2,Provisional
2019-06,2019-12,Long-term migrant,Arrivals,Female,80-84 years,7,2,Provisional
2019-07,2019-12,Long-term migrant,Arrivals,Female,80-84 years,7,2,Provisional
2019-08,2019-12,Long-term migrant,Arrivals,Female,80-84 years,6,2,Provisional
2019-09,2019-12,Long-term migrant,Arrivals,Female,80-84 years,15,4,Provisional
2019-10,2019-12,Long-term migrant,Arrivals,Female,80-84 years,15,5,Provisional
2019-11,2019-12,Long-term migrant,Arrivals,Female,80-84 years,23,8,Provisional
2019-12,2019-12,Long-term migrant,Arrivals,Female,80-84 years,28,11,Provisional
2018-08,2019-12,Long-term migrant,Arrivals,Male,80-84 years,10,0,Final
2018-09,2019-12,Long-term migrant,Arrivals,Male,80-84 years,17,0,Provisional
