number,dorregionnumber,type,name,address1,address2,city,state,zipcode,located_in,county,phone,fax,size,email,agent,officemanager,contractmanager,daysopen,daysclosed,holidaysclosed,additionaldaysclosed,remarks,latlng,twitter_url,facebook_url,textingPhoneNumber,ManagerContactNumber,ManagerContactNumber2,OtherContactInfo,additional_license_office_info
112,4,1MV,LEES SUMMIT,316 SW BLUE PARKWAY,,LEES SUMMIT,MO,64081-0000,,Jackson,(816) 944-4000,(816) 525-2992,3,LEESSUMMITAGENTOFFICE@DOR.MO.GOV,"LICENSE OFFICE SERVICES, LLC",LINDA CAZIER,,"Monday-Friday - 8:00 to 6:00, Saturday - 8:00 to 12:00",,"President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020, 3/21/2020, 3/25/2020, 03/26/20, 03/27/20, 03/28/20, 03/30/20, 03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20, 4/6/2020 (open at 9:00 AM ), 5/23/20, 9/5/20, 11/27/20, 11/28/20, 12/24/20, 12/26/20",,"(38.904413, -94.380435)",,www.facebook.com/leessummitlicense,(816) 600-0578,,,License Office Personal E-mail Address: leesummit.los@gmail.com,"Temporarily closed due to COVID-19 until May 18, 2020Motor Vehicle renewal only line. Office will have a greeter to ensure customers has proper documents. Motor Vehicle transaction drop off service. Ways to contact office: E-mail, Facebook, Twitter and Texting. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area. Customer Satisfaction Initiatives: completed comment cards will be used in drawing. Other Services and Initiatives: TV will be available for watching while waiting."
091,10,1MV,ELLINGTON,105 MAIN ST,,ELLINGTON,MO,63638-0000,,Reynolds,(573) 663-2535,(573) 663-7989,1,ELLINGTONAGENTOFFICE@DOR.MO.GOV,REBECCA RHEA,REBECCA RHEA,,"Mon,Tue,Thur,Fri - 9:00 to 5:00, 11/27/19, 12/4/19 - 9:00 to 5:00",Monday - Friday from 12:30 to 1:30,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/11/2020 (at 1:00 PM until 3:00 PM ), 3/2/2020, 3/5/2020, 3/24/2020 (at 12:00 PM ), 4/2/2020, 04/03/20, 04/04/20, 04/06/20, 04/07/20, 04/08/20, 04/09/20, 04/10/20, 04/11/20, 04/13/20, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20,  4/20/2020 (open at 9:00 AM ), 11/27/20, 12/24/20, 12/31/20",,"(37.2415142, -90.9700818)",,https://www.facebook.com/bekira01/,(573) 776-3047,,,,Due to COVID-19 the office is requiring an appointment to process driver license/ID transactions
015,1,1MV,PLATTE CITY,1211 BRANCH STREET,,PLATTE CITY,MO,64079-0000,,Platte,(816) 858-5711,(816) 858-0323,3,PLATTECITYAGENTOFFICE@DOR.MO.GOV,"RED MOON ENTERPRISES, LLC",LENDY YOUNG,,"Monday - Friday - 8:30 to 5:00, Saturday - 8:30 to 12:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/18/2020,     03/19/20,     03/20/20,     3/21/2020,     03/21/20,     03/23/20,     03/24/20,     03/25/20,     03/26/20,     03/27/20,     3/28/2020,     03/28/20,     03/30/20,     3/31/2020 (open at 8:30 AM),     04/01/20,     04/02/20,     04/03/20,     4/4/2020,     04/04/20,     04/06/20,     04/07/20,     04/08/20,     04/09/20,     04/10/20,     04/11/20,     04/13/20,     04/14/20,     04/15/20,     04/16/20,     04/17/20,     04/18/20,     04/20/20,     04/21/20,     04/22/20,     04/23/20,     04/24/20,     04/25/20,     4/27/2020 (open at 8:30 AM),    04/28/20,    04/29/20,    04/30/20,    05/01/20,    05/02/20,    05/05/20,    05/06/20,    05/07/20,    05/08/20,    05/09/20,   5/9/2020,    05/11/20,    05/12/20,    05/13/20,    05/14/20,    05/15/20,    05/16/20,    5/16/2020,     5/18/2020 (open at 8:30 AM ),     5/23/20,  5/30/2020,     7/4/20,     11/27/20,     11/28/20,     12/24/20,     12/26/20",,"(39.363471, -94.771334)",,https://www.facebook.com/Platte-City-License-Office-1569322489985647/,(816) 519-6630,,,Public Email: PlatteCityAgentOffice@dor.mo.gov,"Due to COVID-19 Closed through May 18, 2020"
135,6,1MV,WAYNESVILLE,218 HISTORIC 66,,WAYNESVILLE,MO,65583-0000,,Pulaski,(573) 774-8400,(573) 774-5261,3,WAYNESVILLEAGENTOFFICE@DOR.MO.GOV,"LICENSE OFFICE SERVICES, LLC",PAULA DANIELS,,"Monday - Friday - 8:00 to 5:00, Last Saturday of the month - 8:00 to 12:00",,"Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 11:00 AM ),  2/17/2020,  3/27/2020 (at 8:00 AM ),  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  4/6/2020 (open at 9:00 AM ),  4/23/2020 (at 8:00 AM ), 04/24/20, 04/25/20, 04/27/20, 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 9:00 AM )",,"(37.8294842, -92.2034616)",,,,,,Public E-mail Address: waynesvilleoffice.los@gmail.com,"Due to COVID-19 the office is operating by appointment/Curbside service onlyThis office provides the following services: Greeter, Automatic Door, Wi-Fi, Charging Stations, ADAAA Compliant Accessible Restroom, and Taking a Number System."
138,6,1MV,LINN,1200 EAST MAIN,,LINN,MO,65051-0000,LINN CITY HALL,Osage,(573) 897-4012,(573) 897-0256,1,LINNAGENTOFFICE@DOR.MO.GOV,CITY OF LINN,SARA MENGWASSER,,"Monday  - Friday - 8:00 to 4:00, Saturday - 8:00 to 12:00",Monday - Friday from 12:30 to 1:00,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/14/20, 4/11/20, 5/9/20, 6/20/20, 7/4/20, 8/15/20, 9/5/20, 10/10/20",,"(38.4764516, -91.8385073)",,,,,,,Due to COVID-19 office is by appointment only - 573-897-1012
211,6,1MV,COLUMBIA,403 VANDIVER SUITE B,,COLUMBIA,MO,65202-0000,KELLY PLAZA COMPLEX,Boone,(573) 474-4700,(573) 474-4032,3,COLUMBIAAGENTOFFICE@DOR.MO.GOV,"KOESTER & KOESTER, LLC",KIM PECK,,"Monday - Friday - 8:00 to 5:00, Last Saturday of the month - 8:00 to 12:00",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 12:00 PM ), 3/24/2020 (at 12:00 PM ), 03/25/20, 03/26/20, 03/27/20, 03/28/20, 03/30/20, 03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20,  4/6/2020 (open at 8:00 AM ), 11/27/20, 11/28/20 , 12/24/20, 12/26/20",,"(38.972305, -92.332256)",,https://www.facebook.com/pages/Columbia-License-Office/166743846674665,(573) 470-5928,,,Public E-mail Address: DAVID.KOESTER10@GMAIL.COMContractor's Website: WWW.KOESTERSDMV.COM,Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one time
093,14,1MV,FREDERICKTOWN,806 West College AVe,,Fredericktown,MO,63645-0000,,Madison,(573) 783-2747,(573) 783-8039,1,FREDERICKTOWNAGENTOFFICE@DOR.MO.GOV,Madison County Health Department,TERESA REHKOP,,"Monday - Friday  - 7:30 to 5:30, Last Business Day of the Month - 7:30 to 7:00",Monday - Friday from 12:30 to 1:00,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/23/2020,  03/24/20,  03/25/20,  3/25/2020,  03/26/20,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  4/6/2020 (open at 7:30 AM ),  04/07/20,  04/08/20,  04/09/20,  4/10/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  4/22/2020,  04/23/20,  04/24/20,  04/25/20,  4/27/2020 (open at 7:30 AM ), 04/27/20, 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 7:30 AM ),  11/27/20,  12/24/20",,"(37.5596862, -90.2950643)",,https://www.facebook.com/Madison-County-Health-Department-170855639784282/,(573) 944-0783,,,Websit: https://www.madisoncountymohealth.com/E-Mail: becky.hunt@lpha.mo.gov,Due to COVID-19 the office is temporarily adjusting hoursMonday-Friday 8:00 a.m. - 4:30 p.m.Appointment Only
041,2,1MV,MACON,210 N RUBEY,,MACON,MO,63552-0000,,Macon,(660) 385-3416,(660) 395-3416,1,MACONAGENTOFFICE@DOR.MO.GOV,"DOUG & CHERI, LLC",CHERI GALASKE,,Monday  - Friday - 8:00 to 5:00,,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/26/2020,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  4/6/2020 (open at 8:00 AM ),  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  4/15/2020 (open at 8:00 AM ),  4/15/2020 (at 8:00 AM ), 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20,  4/27/2020 (open at 8:00 AM ),  11/27/20,  12/24/20",,"(39.7388611, -92.4714199)",,https://www.facebook.com/MaconLicenseOffice/,(660) 651-2629,,,Email: maconlicensing@cvalley.net,"Due to COVID-19 office is currently offering Motor Vehicle Drop Off OnlyWays to contact office: Email or ""Contact Us"" link on the internet, Social Media and texting number. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, process transactions in the customer waiting area. Other Services: Motor Vehicle drop off services and free WiFi."
101,14,1MV,NEW MADRID,450 MAIN COURTHOUSE SQ.,,NEW MADRID,MO,63869-0000,NEW MADRID COURTHOUSE,New Madrid,(573) 748-5354,(573) 748-5473,1,NEWMADRIDAGENTOFFICE@DOR.MO.GOV,"New Madrid Fee Office, LLC",MICHELLE SULLIVAN,,Monday - Friday - 8:00 to 4:30,Monday - Friday from 12:00 to 1:00,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/23/2020 (at 3:00 PM ),  03/24/20,   03/25/20,  03/26/20,  03/27/20,   03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  4/6/2020 (open at 8:00 AM),  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,  04/20/20,  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,  04/27/20,  04/28/20,  04/29/20,  04/30/20,   5/1/2020 (open at 8:00 AM),  11/25/20 (p.m. only),  11/30/20,  12/1/20,  12/2/20,  12/3/20,  12/4/20",,"(36.608008, -89.537432)",https://twitter.com/NewMadridLicens,www.FACEBOOK.COM/NEW-MADRID-LICENSE-BUREAU-282088241947982,,,,Public E-mail Address: NEWMADRIDLICENSEBUREAU@YAHOO.COM,"Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one timeWays to contact office: Email or ""Contact Us"" link on the Internet, Facebook and Twitter (See links below).Services for the Elderly or Disabled: Assist with changing or replacing plates/tabs, direct customers to front of the line. Customer Satisfaction Initiatives: Completed Comment Cards will be used in drawing. Other Services: Motor Vehicle transaction drop-off service, Free WiFi."
119,1,1MV,CAMERON,508 LANA DR,,CAMERON,MO,64429-0000,,Clinton,(816) 632-4830,(816) 632-4831,1,CAMERONAGENTOFFICE@DOR.MO.GOV,CAMERON LICENSE OFFICE,Becky Curtis,,"Monday - Friday - 9:00 to 5:00, 1st & Last Saturday - 9:00 to 12:00",,"President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","9/5/20, 11/27/20, 11/28/20, 12/24/20, 12/26/20",,"(39.752195, -94.233915)",,https://www.facebook.com/cameronlicense/,(314) 730-0606,,,Public E-Mail: Cameron@yorkmanagementgroup.com,"This office has the following: Greeter, Wi-Fi, Charging Station, and Take a Number System."
105,10,1MV,SALEM,1104 S MAIN ST,,SALEM,MO,65560-0000,,Dent,(573) 729-8305,(573) 729-2706,1,SALEMAGENTOFFICE@DOR.MO.GOV,"SALEM LICENSE OFFICE, LLC",TAMMIE RICHARDSON,,MONDAY-FRIDAY - 8:00 to 5:00,,"President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/23/2020 (at 11:30 AM),   3/30/2020,   4/6/2020,   04/07/20,   04/08/20,   04/09/20,   4/10/20,   04/10/20,   04/11/20,   04/13/20,   04/14/20,   04/15/20,   04/16/20,   04/17/20,   04/18/20,    4/20/2020 (open at 10:00 AM),   4/20/2020 (at 11:30 AM ),  5/4/2020 (at 11:30 AM ),   7/6/20,   11/27/20,   12/24/20",,"(37.635504, -91.53536)",,,,,,,"Due to COVID-19 the office will be closing from 11:30 a.m. - 12:30 p.m. for cleaningServices for the Elderly or Disabled: Special Appointments, Assist with changing or replacing plates/tabs, Process Transactions in the customer waiting area. Other Services: Free WiFi."
122,8,1MV,HIGH RIDGE,1684 OLD GRAVOIS ROAD,,HIGH RIDGE,MO,63049-0000,,Jefferson,(636) 677-3339,(636) 677-5831,3,HIGHRIDGEAGENTOFFICE@DOR.MO.GOV,"SANGUINITY, LLC",SHANNON COOK,,"Monday-Friday - 8:30 to 5:30, Saturday - 9:00 to 12:30, Last 4 Weekdays of the month - 8:00 to 6:00",,"Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 1:00 PM ),   3/23/2020,   03/24/20,   03/25/20,   03/26/20,   03/27/20,   03/28/20,   03/30/20,   03/31/20,   04/01/20,   04/02/20,   04/03/20,   04/04/20,   4/6/2020 (open at 8:30 AM ),   04/07/20,   04/08/20,   04/09/20,   04/10/20,   04/11/20,   04/13/20,   04/14/20,   04/15/20,   04/16/20,   04/17/20,   04/18/20,   4/20/2020 (open at 8:30 AM ),  04/21/20,  04/22/20,  04/23/20,  04/24/20,  04/25/20,   4/27/2020 (open at 8:30 AM ), 04/28/20, 04/29/20, 04/30/20, 05/01/20, 05/02/20,  5/4/2020 (open at 8:30 AM ),   5/23/20,   7/4/20,   9/5/20,   12/24/20,   12/26/20,   12/31/20 (p.m. only)",,"(38.48454, -90.5008)",www.twitter.com/HighRidgeLO,www.facebook.com/HighRidgeLicenseOffice,(314) 308-5913,,,Public E-mail Address: highridgelo@gmail.comContractor's Website: www.sanguinityllc.weebly.com,
077,4,1MV,NEVADA,429 EAST WALNUT,,NEVADA,MO,64772,,Vernon,(417) 448-5705,(417) 448-5912,2,NEVADAAGENTOFFICE@DOR.MO.GOV,"LICENSE OFFICE SERVICES, LLC",LINDA SHEPHERD,,"Monday - Friday - 9:00 to 5:00, Last 4 Weekdays of Month - 8:30 to 5:30",,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","4/3/2020,  4/20/2020, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20,  4/27/2020 (open at 9:00 AM ),  11/25/20,  11/27/20,  12/23/20,  12/24/20",,"(37.8391333, -94.3524829)",,,,,,,
133,8,1MV,ARNOLD,3540 JEFFCO BLVD SUITE 120,,ARNOLD,MO,63010-0000,,Jefferson,(636) 461-0846,(636) 461-0233,3,ARNOLDAGENTOFFICE@DOR.MO.GOV,"ARNOLD JAYCEES, INC",EMILY VINEYARD,,"Monday - Friday - 9:00 to 5:00, Saturdays except last - 9:00 to 12:00, Last Saturday - 9:00 to 1:00, Last Two Business Days of Month - 9:00 to 6:00",,"Veterans Day (11/11/19), Thanksgiving (11/28/19), Christmas Day (12/25/19), New Year’s Day (01/01/20), Martin Luther King Day (01/20/20), President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","2/5/2020 (at 2:00 PM ),  3/30/2020,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  04/06/20,  04/07/20,  04/08/20,  04/09/20,  04/10/20,  04/11/20,   4/13/2020 (open at 9:00 AM ),  4/20/2020, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20,  4/27/2020 (open at 9:00 AM ),  5/23/20,  7/4/20,  9/5/20,  11/27/20,  11/28/20,  12/24/20,  12/26/20,  12/31/20 (p.m. only)",,"(38.4131575, -90.3794139)",,,,,,Public E-mail Address: ArnoldAgentOffice@dor.mo.gov,Office will have a greeter to ensure customers has proper documents. Ways to Contact the office: Public E-mail. Special Services for the elderly or disabled: Curbside Service. Customer Satisfaction Initiatives: Completed comment cards will be used in a drawing. Other Services and Initiatives: Play area will be available or customer’s children.
106,14,1MV,SIKESTON,1515 EAST MALONE,,SIKESTON,MO,63801-0000,SATOP & COLE INSURANCE,Scott,(573) 471-3160,(573) 471-4918,2,SIKESTONAGENTOFFICE@DOR.MO.GOV,"SEMO TAGS, LLC",ROBIN ALFONSO,,"Monday - Thursday - 8:30 to 4:45, Friday - 8:30 to 4:30, Last Saturday - 8:30 to 12:30",,"Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","4/13/2020 (at 8:30 AM), 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20, 4/20/2020 (open at 8:30 AM),  11/27/20, 11/28/20, 12/24/20, 12/26/20",,"(36.8834345, -89.564526)",https://twitter.com/SikestonLicense,www.FACEBOOK.COM/SIKESTON-LICENSE-BUREAU-572023869533260,(573) 471-0466,,,Public E-mail Address: SIKESTONLICENSEBUREAU@YAHOO.COM,"Due to COVID-19 the office will be temporarily the number of customers allowed in the office at one timeAbility to schedule appointments from your computer or mobile device. Ways to contact office: Email or ""Contact Us"" link on the internet, Facebook and Twitter. Special Services for the elderly or disabled: Curbside Service, Special Appointments, Assist with changing or replacing plates/tabs, Process transactions in the customer waiting area, direct customers to front of the line, wheelchair availability. Customer Satisfaction Initiatives: completed comment cards will be used in drawing. Other Services and Initiatives: Motor Vehicle transaction drop-off service, Free WiFi."
081,6,1MV,VERSAILLES,113 North Fisher,,VERSAILLES,MO,65084-0000,,Morgan,(573) 378-7434,(573) 378-7438,1,VERSAILLESAGENTOFFICE@DOR.MO.GOV,"LK Holdings, LLC",NANCY CABLE,,"Monday - Friday - 8:00 to 5:00, Last Saturday of the Month - 8:30 to 11:30",,"President’s Day (02/17/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/26/2020, 03/27/20, 03/28/20, 03/30/20, 03/31/20, 04/01/20, 04/02/20, 04/03/20, 04/04/20, 4/6/2020 (open at 8:00 AM), 11/27/20, 11/28/20, 12/24/20 (p.m. only)",,"(38.432114, -92.8411)",,,,,,,"Special Services for the elderly or disabled: Direct customers to front of the line. Customer Satisfaction Initiatives: completed comment cards will be used in drawing. Other Services and Initiatives: Motor Vehicle transaction drop-off service, Free WiFi."
017,8,1MV,PACIFIC,730 OSAGE,,PACIFIC,MO,63069-0239,,Franklin,(636) 393-4011,(636) 393-4014,2,PACIFICAGENTOFFICE@DOR.MO.GOV,"YORK MANAGEMENT GROUP, LLC",BONNIE HOFFMAN,,"Monday - Friday - 8:00 to 5:00, 1st & Last Saturday - 8:00 to 12:00",,"Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/26/2020 (at 11:00 AM), 7/4/20, 9/5/20, 11/27/20, 11/28/20, 12/24/20, 12/26/20",,"(38.483823, -90.750216)",,https://www.facebook.com/The-Pacific-License-Office-178909289500391/,(314) 730-0606,,,Public E-Mail: pacific@yorkmanagementgroup.com,Due to COVID-19 the office is temporarily adjusting hoursMonday - Friday 9:00 a.m. - 3:00 p.m.First and last Saturday of the month 8:00 a.m. - 12:00 p.m.
016,1,1MV,PLATTSBURG,102 EAST MAPLE,,PLATTSBURG,MO,64477-0000,TINNEN PUBLISHING,Clinton,(816) 539-2006,(816) 539-2094,1,PLATTSBURGAGENTOFFICE@DOR.MO.GOV,"CPLO ENTERPRISES, LLC",PAM MCBRIDE,,"Monday - Friday - 8:30 to 5:00, Saturday - 9:00 to 12:00",,"Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/19/2020 (at 8:30 AM ),  03/20/20,   03/21/20,  03/23/20,  03/24/20,   03/25/20,  03/26/20,   03/27/20,  03/28/20,  03/30/20,   03/31/20,  4/1/2020 (open at 8:30 AM ),  04/02/20,  04/03/20,  04/04/20,   4/6/2020 (open at 8:30 AM ), 04/07/20, 04/08/20, 04/09/20, 04/10/20, 04/11/20, 04/13/20, 04/14/20, 04/15/20, 04/16/20, 04/17/20, 04/18/20, 04/20/20, 04/21/20, 04/22/20, 04/23/20, 04/24/20, 04/25/20, 04/27/20, 04/28/20,  4/29/2020 (open at 8:30 AM ), 5/23/20, 7/4/20,  9/5/20,  11/27/20,  12/24/20 (p.m only),  12/26/20",,"(39.5664641, -94.4471479)",,,,,,,
038,2,1MV,KAHOKA,178 WEST MAIN SUITE 1,,KAHOKA,MO,63445-0000,MEDIA NEWSPAPER OFFICE,Clark,(660) 727-2355,(660) 727-2475,1,KAHOKAAGENTOFFICE@DOR.MO.GOV,L. SUE SCOTT,L. SUE SCOTT,,Monday - Friday - 9:00 to 5:00,,"Lincoln’s Birthday (02/12/20), President’s Day (02/17/20), Truman’s Birthday (05/08/20), Memorial Day (05/25/20), Independence Day (07/03/20), Labor Day (09/07/20), Columbus Day (10/12/20), Veterans Day (11/11/20), Thanksgiving (11/26/20), Christmas Day (12/25/20)","3/25/2020,  03/26/20,  03/27/20,  03/28/20,  03/30/20,  03/31/20,  04/01/20,  04/02/20,  04/03/20,  04/04/20,  4/6/2020 (open at 9:00 AM ),  04/07/20,  04/08/20,  04/09/20,   4/10/20 (p.m. only),  04/10/20,  04/11/20,  04/13/20,  04/14/20,  04/15/20,  04/16/20,  04/17/20,  04/18/20,   4/20/2020 (open at 9:00 AM ),  4/20/2020 (at 4:00 PM ),  7/2/20 (p.m. only),  11/25/20 (p.m. only),  11/27/20,  12/24/20",,"(40.420359, -91.7198926)",,,,,,,Due to COVID-10 the office will close at 4:00 p.m. each day
