Application Type,Application Number,Process Date,Issued Date,Final Date,Expire Date,Street number,Street Pre direction,Street name,Street Post direction,Street suffix,City,State   ,Zip Code,Proposed Construction,Section 59,Existing Structure,New SFD,Non Complying,Non Conforming,Proposed Structure,Room Add,Accessory structure,Fence - Retaining wall,Porch,Swim Pool,Garage - Carport,Shed,Deck,Other,Zoning Type,Location,Comments,Location1
DEVELOPMENT STANDARDS VARIANCE,220494,02/12/2003,02/12/2003,,,4808,,GREAT OAK,,RD,ROCKVILLE,MD,20853,OF A ROOM ADDN REQ A VAR FROM THE 20' REAR YD SETBACK.,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-200,,,"4808 GREAT OAK RD
ROCKVILLE, MD 20853
(39.098828, -77.096464)"
DEVELOPMENT STANDARDS VARIANCE,237826,07/01/2005,,,,11231,,RIVER VIEW,,DR,POTOMAC,MD,20854,OF A GATEHOUSE REQ A 29' VAR FROM 80' SETBACK.,C-1.326(a)(2)(A),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,RE-2C,,building permit denial to reduce front yard setback of proposed gatehouse from 80' to 34',"11231 RIVER VIEW DR
POTOMAC, MD 20854
(39.024837, -77.235653)"
DEVELOPMENT STANDARDS VARIANCE,222790,06/30/2003,06/30/2003,,,12307,,CHARLES,,RD,SILVER SPRING,MD,20906,OF A ROOM ADDN & CARPORT REQ A VAR FROM THE SIDE YARD.,C-1.323(b)(1),N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,R-60,,BLDG PERMIT#310831,"12307 CHARLES RD
SILVER SPRING, MD 20906
(39.05685, -77.08909)"
DEVELOPMENT STANDARDS VARIANCE,254375,08/23/2007,08/23/2007,08/23/2007,,19204,,STALEYBRIDGE,,RD,GERMANTOWN,MD,20876,IS FOR A DECK IN THE REAR YARD.,C-1.535,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,R-90C,,building permit denial for room addition and deck,"19204 STALEYBRIDGE RD
GERMANTOWN, MD 20876
(39.170403, -77.242642)"
DEVELOPMENT STANDARDS VARIANCE,204076,04/03/2000,04/03/2000,05/08/2000,,10200,,NOLAN,,DR,ROCKVILLE,MD,20850,OF A 27'X40' POOL ON A CORNER LOT REQ. A VARIANCE.,C-1.326(b)(2),N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,R-200,,,"10200 NOLAN DR
ROCKVILLE, MD 20850
(39.09282, -77.21099)"
DEVELOPMENT STANDARDS VARIANCE,214672,11/26/2001,11/26/2001,,,3807,,WOODBINE,,ST,CHEVY CHASE,MD,20815,PORCH ENCLOSURE AND EXTENSION REQUIRES A VARIANCE.,C-1.323(b)(1),N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-60,,,"3807 WOODBINE ST
CHEVY CHASE, MD 20815
(38.984878, -77.075197)"
DEVELOPMENT STANDARDS VARIANCE,205179,05/26/2000,05/26/2000,11/14/2000,,5701,,WICOMICO,,AVE,ROCKVILLE,MD,20852,IS A 2 STORY ADDITION WITH BASEMENT.,C-5.35(d),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,I-4,,,"5701 WICOMICO AVE
ROCKVILLE, MD 20852
(39.060749, -77.115234)"
DEVELOPMENT STANDARDS VARIANCE,364850,08/27/2018,,,,5102,,WESTERN,,AVE,CHEVY CHASE,MD,20815,Screened Porch,4.4.9.B,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,R-60,,Add Screen Porch,"5102 WESTERN AVE
CHEVY CHASE, MD 20815"
DEVELOPMENT STANDARDS VARIANCE,233273,12/14/2004,12/15/2004,,,11614,,KAREN,,DR,POTOMAC,MD,20854,OF A EXISTING CARPORT REQ A VAR FROM 52.16' EBL,C-1.323(a),Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,R-200,,building permit denial to reduce established building line from 52.16' to 43' for existing carport,"11614 KAREN DR
POTOMAC, MD 20854
(39.048034, -77.185681)"
DEVELOPMENT STANDARDS VARIANCE,208700,10/25/2000,10/25/2000,10/25/2000,,8804,,POSTOAK,,RD,POTOMAC,MD,20854,IS A 12FT TALL FENCE.(ACCESSORY STRUCTURE),c-1.326(a)(2)(4),N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,R-90,,,"8804 POSTOAK RD
POTOMAC, MD 20854
(39.046701, -77.178622)"
DEVELOPMENT STANDARDS VARIANCE,233995,02/01/2005,02/01/2005,02/01/2005,,4619,,CHASE,,AVE,BETHESDA,MD,20814,NOTE:THERE IS NO EST. BLDG. LINE ALONG TILBURY ST.,C-1.323(a),N,Y,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,,"4619 CHASE AVE
BETHESDA, MD 20814
(38.989702, -77.093671)"
DEVELOPMENT STANDARDS VARIANCE,204195,04/06/2000,04/06/2000,,,5408,,MOHICAN,,RD,BETHESDA,MD,20816,IS A OPEN WOODEN STAIRWAY BEYOND THE EBL.,C-1.323(a),N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,R-90,,,"5408 MOHICAN RD
BETHESDA, MD 20816
(38.961983, -77.131469)"
DEVELOPMENT STANDARDS VARIANCE,362872,04/05/2018,,,,1600,,DALE,,DR,SILVER SPRING,MD,20910,is a garage/addition.,4.4.9 B 2,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,R-60,,,"1600 DALE DR
SILVER SPRING, MD 20910
(39.008504, -77.037399)"
DEVELOPMENT STANDARDS VARIANCE,213756,09/19/2001,09/19/2001,,,11510,,ROKEBY,,AVE,KENSINGTON,MD,20895,OF AN ENCLOSED PORCH REQUIRES A VARIANCE.,C-1.323(b)(1),N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-90,,,"11510 ROKEBY AVE
KENSINGTON, MD 20895
(39.042083, -77.101884)"
DEVELOPMENT STANDARDS VARIANCE,237887,07/05/2005,07/05/2005,,,5100,,BRADLEY,,BLVD,CHEVY CHASE,MD,20815,OF A NEW SFD REQ A 5' VAR FROM FAIRFAX RD STREETLINE.,C-1.323(a),N,Y,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,building permit denial to reduce setback of 25' to 20' from Fairfax Road streetline,"5100 BRADLEY BLVD
CHEVY CHASE, MD 20815
(38.977455, -77.102404)"
DEVELOPMENT STANDARDS VARIANCE,241006,11/02/2005,,,,2900,,MILES,,RD,BURTONSVILLE,MD,20866,OF A SWIMMING POOL REQ A VAR FROM 80' FRONT SETBACK.,1.326(a)(2)(A),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,RE-1,,building permit denial to reduce front yard setback for proposed swimming pool from 80' to 56',"2900 MILES RD
BURTONSVILLE, MD 20866
(39.096155, -76.955572)"
DEVELOPMENT STANDARDS VARIANCE,217016,05/14/2002,05/14/2002,,,1828,,BONIFANT,,RD,SILVER SPRING,MD,20906,EXISTING DWELLING REQ A VAR FROM THE MIN FRONT SETBACK,C-1.323(a),Y,N,N,N,N,N,N,N,N,N,N,N,N,N,R-200,,BLDG PERMIT#277397,"1828 BONIFANT RD
SILVER SPRING, MD 20906
(39.09186, -77.041845)"
DEVELOPMENT STANDARDS VARIANCE,205596,06/20/2000,06/20/2000,,,8500,,RIVER,,RD,BETHESDA,MD,20816,"OF A 8'0"" FENCE IN THE SIDE YARD REQ. VARIANCE",C-1.323(b),N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,RE-2,,,"8500 RIVER RD
BETHESDA, MD 20816
(38.999234, -77.17405)"
DEVELOPMENT STANDARDS VARIANCE,214024,10/10/2001,10/10/2001,,,4705,,BOILING BROOK,,PKWY,ROCKVILLE,MD,20852,OF A CARPORT REQUIRES A VARIANCE.,C-1.323(b)(1),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-60,,,"4705 BOILING BROOK PKWY
ROCKVILLE, MD 20852
(39.046409, -77.092849)"
DEVELOPMENT STANDARDS VARIANCE,221046,04/07/2003,04/07/2003,,,1208,,RAINBOW,,DR,SILVER SPRING,MD,20905,ROOM ADDITION REQ A VAR FROM THE 10' SIDE YD SETBACK.,C-1.535,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-200,,BLDG PERMIT#301894,"1208 RAINBOW DR
SILVER SPRING, MD 20905
(39.109263, -76.986644)"
DEVELOPMENT STANDARDS VARIANCE,221410,05/05/2003,05/05/2003,,,7003,,WOODLAND,,AVE,TAKOMA PARK,MD,20912,OF A 2ND FL ROOM ADDN REQ A VAR FROM THE 7' SIDE YARD.,C-1.323(b)(1),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#304841,"7003 WOODLAND AVE
TAKOMA PARK, MD 20912
(38.97578, -77.001972)"
DEVELOPMENT STANDARDS VARIANCE,336772,05/13/2015,,,,5525,,CHAMBERLIN,,AVE,CHEVY CHASE,MD,20815,req a var to be located in the side yard,4.4.8.B.2.a,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,R-90,,,"5525 CHAMBERLIN AVE
CHEVY CHASE, MD 20815
(38.973802, -77.112062)"
DEVELOPMENT STANDARDS VARIANCE,221204,04/21/2003,04/21/2003,,,9707,,HIGHVIEW,,AVE,DAMASCUS,MD,20872,OF A GARAGE REQ A VAR FROM THE 12' SIDE YARD SETBACK.,C-1.326(a)(2)(C),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,RE-2C,,,"9707 HIGHVIEW AVE
DAMASCUS, MD 20872
(39.294195, -77.202072)"
DEVELOPMENT STANDARDS VARIANCE,332817,03/17/2015,,,,3316,,HARRELL,,ST,SILVER SPRING,MD,20906,of a shed req a var to be loacted in the side yd,4.49.B.2.a,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,R-60,,,"3316 HARRELL ST
SILVER SPRING, MD 20906
(39.063716, -77.067542)"
DEVELOPMENT STANDARDS VARIANCE,213795,09/21/2001,09/21/2001,09/21/2001,,7837,,CAYUGA,,AVE,BETHESDA,MD,20817,OF A CARPORT REQUIRES A VARIANCE.,C-1.323(a),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-90,,,"7837 CAYUGA AVE
BETHESDA, MD 20817
(38.989449, -77.139008)"
DEVELOPMENT STANDARDS VARIANCE,221067,04/08/2003,04/08/2003,,,9907,,FLEMING,,AVE,BETHESDA,MD,20814,OF A GARAGE REQ A VAR FROM THE 20' REAR YARD SETBACK.,C-1.323(b)(2),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-60,,BLDG PERMIT#301753,"9907 FLEMING AVE
BETHESDA, MD 20814
(39.017559, -77.112379)"
DEVELOPMENT STANDARDS VARIANCE,219971,12/23/2002,12/23/2002,,,10619,,KINLOCH,,RD,SILVER SPRING,MD,20903,OF A GARAGE REQ A VAR FROM THE 8' SIDE YARD  SETBACK.,C-1.323(b)(1),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-90,,BLDG PERMIT#295039,"10619 KINLOCH RD
SILVER SPRING, MD 20903
(39.030324, -76.968544)"
DEVELOPMENT STANDARDS VARIANCE,205238,05/31/2000,05/31/2000,,,28912,,RIDGE,,RD,MOUNT AIRY,MD,21771,IS A ONE STORY ADDITON TO AN EXISTING CHURCH.,C-9.46,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,RDT,,,"28912 RIDGE RD
MOUNT AIRY, MD 21771
(39.330547, -77.19025)"
DEVELOPMENT STANDARDS VARIANCE,218320,08/06/2002,08/06/2002,,,15109,,WOOTTENS,,DR,BURTONSVILLE,MD,20866,EXISTING DWELLING REQ A VAR FROM THE REQ 40'SETBACK.,C-1.323(a),Y,N,N,N,N,N,N,N,N,N,N,N,N,N,R-200,,,"15109 WOOTTENS DR
BURTONSVILLE, MD 20866
(39.107357, -76.922086)"
DEVELOPMENT STANDARDS VARIANCE,248968,11/25/2009,,,,24119,,LAYTONSVILLE,,RD,GAITHERSBURG,MD,20882,59C-1.31(G)ACC.STRUC EXCEED50%FOOTPRINTOF HOUSEBY93.3%,,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,R-200,,,"24119 LAYTONSVILLE RD
GAITHERSBURG, MD 20882
(39.252274, -77.14383)"
DEVELOPMENT STANDARDS VARIANCE,215003,12/21/2001,12/21/2001,12/21/2001,,1803,,ALCAN,,DR,SILVER SPRING,MD,20902,IS FOR A 2-STORY ADDITION ON THE SIDE ON AN R-60 HOUSE,1-323(b)(1),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#285837,"1803 ALCAN DR
SILVER SPRING, MD 20902
(39.022559, -77.04173)"
DEVELOPMENT STANDARDS VARIANCE,216089,03/15/2002,03/15/2002,,,9700,,OLD SPRING,,RD,KENSINGTON,MD,20895,OF A ROOM ADDITION REQUIRES A VARIANCE.,C-1.323(b)(1),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-90,,BLDG PERMIT#279645,"9700 OLD SPRING RD
KENSINGTON, MD 20895
(39.015425, -77.071479)"
DEVELOPMENT STANDARDS VARIANCE,218749,09/13/2002,09/13/2002,,,5202,,BENTON,,AVE,BETHESDA,MD,20814,SCREENED PORCH REQ A VAR FROM THE 20' REAR YD SETBACK.,C-1.323(b)(2),N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-60,,BLDG PERMIT#287480,"5202 BENTON AVE
BETHESDA, MD 20814
(39.007928, -77.102497)"
DEVELOPMENT STANDARDS VARIANCE,265348,04/20/2010,04/20/2010,,,13430,,QUERY MILL,,RD,GAITHERSBURG,MD,20878,OF A DET GARAGE REQ A VAR TO BE LOCATED IN FRONT YARD,C-1.326(a)(1),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,RE-2,,building permit denial to allow acessory structure (garage) to be located in front yard,"13430 QUERY MILL RD
GAITHERSBURG, MD 20878
(39.077003, -77.271488)"
DEVELOPMENT STANDARDS VARIANCE,218812,09/19/2002,09/19/2002,,,9701,,LAWNDALE,,DR,SILVER SPRING,MD,20901,ROOM ADDITION REQ A VAR FROM THE STREETLINE SETBACK.,C-1.323(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#287906,"9701 LAWNDALE DR
SILVER SPRING, MD 20901
(39.014499, -77.010104)"
DEVELOPMENT STANDARDS VARIANCE,243624,02/24/2006,02/24/2006,,,9523,,CABLE,,DR,KENSINGTON,MD,20895,OF A ROOM ADDN REQ A VAR FROM THE 25' TOTAL SIDE YARDS,,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-90,,buildng permit denial to reduce total side yard from required 25' to 21' per proposed room and garage additions,"9523 CABLE DR
KENSINGTON, MD 20895
(39.012287, -77.084196)"
DEVELOPMENT STANDARDS VARIANCE,240895,10/27/2005,10/27/2005,,,7011,,MEADOW,,LN,CHEVY CHASE,MD,20815,OF A ROOM ADDN REQ A VAR FROM 20' REAR YD SETBACK.,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,building permit denial to reduce rear yard setback of proposed room addition to zero from 20',"7011 MEADOW LN
CHEVY CHASE, MD 20815
(38.980427, -77.0804)"
DEVELOPMENT STANDARDS VARIANCE,215583,02/11/2002,02/11/2002,,,216,,INDIAN SPRING,,DR,SILVER SPRING,MD,20901,OF A SECOND FLOOR ROOM ADDITION REQUIRES A VARIANCE.,C-1.323(b)(1),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"216 INDIAN SPRING DR
SILVER SPRING, MD 20901
(39.012483, -77.014328)"
DEVELOPMENT STANDARDS VARIANCE,220766,03/13/2003,03/13/2003,,,14074,,BERRYVILLE,,RD,GERMANTOWN,MD,20874,EXISTING SHED REQ A VAR FROM 15' SIDE YD SETBACK.,C-9.45(b)(1),Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,RC,,BLDG PERMIT#300019,"14074 BERRYVILLE RD
GERMANTOWN, MD 20874
(39.086036, -77.326257)"
DEVELOPMENT STANDARDS VARIANCE,216290,03/27/2002,03/27/2002,,,8301,,BARRON,,ST,TAKOMA PARK,MD,20912,REQ VAR OF .78 AC. FOR ADDNL. 9 BEDS,G-2.37(c)(2),N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,R-60,,,"8301 BARRON ST
TAKOMA PARK, MD 20912
(38.992358, -76.997642)"
DEVELOPMENT STANDARDS VARIANCE,217968,07/15/2002,07/15/2002,,,4605,,HUNT,,AVE,CHEVY CHASE,MD,20815,TWO STORY ROOM ADDITION REQ A VAR FROM THE REAR YARD,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#282689,"4605 HUNT AVE
CHEVY CHASE, MD 20815
(38.970572, -77.089954)"
DEVELOPMENT STANDARDS VARIANCE,363795,06/08/2018,,,,4330,,LELAND,,ST,CHEVY CHASE,MD,20815,Demo existing garage replace with new,4.4.9.B.2,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-60,,Demo Existing Garage and Replace with smaller footprint,"4330 LELAND ST
CHEVY CHASE, MD 20815
(38.980596, -77.087757)"
DEVELOPMENT STANDARDS VARIANCE,205548,06/19/2000,06/19/2000,,,912,,PHILADELPHIA,,AVE,SILVER SPRING,MD,20910,IS A ONE STORY BUILDING.,C-5.35(b),N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,I-4,,,"912 PHILADELPHIA AVE
SILVER SPRING, MD 20910
(38.988813, -77.024561)"
DEVELOPMENT STANDARDS VARIANCE,225421,11/19/2003,11/19/2003,,,3006,,BLUERIDGE,,AVE,SILVER SPRING,MD,20902,OF A PORCH REQ A 7' VAR FROM 20' REAR YD SETBACK.,C-1.323(b)(2),N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-60,,permit denial for porch-BLDG PERMIT#325326,"3006 BLUERIDGE AVE
SILVER SPRING, MD 20902
(39.047004, -77.060675)"
DEVELOPMENT STANDARDS VARIANCE,210046,02/01/2001,09/26/2002,,,12612,,DALEWOOD,,DR,SILVER SPRING,MD,20906,,C-1.326(a)(2)(B)(4),Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,R-60,,,"12612 DALEWOOD DR
SILVER SPRING, MD 20906
(39.062478, -77.06577)"
DEVELOPMENT STANDARDS VARIANCE,245047,04/11/2006,04/12/2006,,,10208,,BIEBER,,PL,SILVER SPRING,MD,20901,OF A ROOM ADDN REQ A VAR FROM THE 7' SIDE YARD SETBACK,B-5.1,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,building permit denial to reduce side yard setback for room addition from 7' to 6.36',"10208 BIEBER PL
SILVER SPRING, MD 20901
(39.022398, -77.003178)"
DEVELOPMENT STANDARDS VARIANCE,266538,08/05/2010,08/05/2010,,,5002,,BENTON,,AVE,BETHESDA,MD,20814,REQ A VAR TO REDUCE 8' MIN & 18' TOTAL SIDE YD SETBACKS,C-1.323(b)(1),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,building permit denial to reduce 8' side to 7.26' & total side yards from 18' to 15.57',"5002 BENTON AVE
BETHESDA, MD 20814
(39.008681, -77.099218)"
DEVELOPMENT STANDARDS VARIANCE,222080,06/04/2003,,,,11001,,GLEN,,RD,POTOMAC,MD,20854,"POOL IN THE SIDE YARD,SEC 59-C-1.326 ALLOWS REAR ONLY",,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,RE-2,,,"11001 GLEN RD
POTOMAC, MD 20854
(39.047133, -77.226603)"
DEVELOPMENT STANDARDS VARIANCE,217276,06/03/2002,06/03/2002,,,6,,CHERBOURG,,CT,POTOMAC,MD,20854,OF A ROOM ADDITION REQUIRES A VARIANCE.,C-1.323(a),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-200,,,"6 CHERBOURG CT
POTOMAC, MD 20854
(39.042469, -77.185463)"
DEVELOPMENT STANDARDS VARIANCE,353070,06/16/2016,,,,18611,,MINK HOLLOW,,RD,HIGHLAND,MD,20777,req a var to be located in front yard,4.3.4.B.2.d,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,RC,,building permit denial to enable detached garage to be built in front yard,"18611 MINK HOLLOW RD
HIGHLAND, MD 20777
(39.161903, -76.999926)"
DEVELOPMENT STANDARDS VARIANCE,208151,09/18/2000,12/19/2001,,,5308,,BURLING,,TER,BETHESDA,MD,20814,IS A ONE STORY ADDITION TO SHELTER A POOL,C-1.323(b)(2),Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-90,,,"5308 BURLING TER
BETHESDA, MD 20814
(38.981636, -77.108924)"
DEVELOPMENT STANDARDS VARIANCE,247356,07/14/2006,07/14/2006,,,17420,,MONITOR,,DR,OLNEY,MD,20832,OF A GARAGE REQ A VAR FROM THE 10' SIDE YD SETBACK.,C-1.535,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-200C,,building permit denial to reduce side yard setback of garage from 10' to 8.4',"17420 MONITOR DR
OLNEY, MD 20832
(39.144226, -77.071911)"
DEVELOPMENT STANDARDS VARIANCE,252168,03/15/2007,03/15/2007,03/15/2007,,8208,,INVERNESS HOLLOW,,TER,POTOMAC,MD,20854,IS A ONE STORY ADDITION.,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-90,,,"8208 INVERNESS HOLLOW TER
POTOMAC, MD 20854
(39.034889, -77.165593)"
DEVELOPMENT STANDARDS VARIANCE,209226,12/01/2000,12/01/2000,,,7408,,HONEYWELL,,LN,BETHESDA,MD,20814,IS A 2 STORY ADDITION,c-1.323(b)(1),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-90,,,"7408 HONEYWELL LN
BETHESDA, MD 20814
(38.984592, -77.110826)"
DEVELOPMENT STANDARDS VARIANCE,219604,11/25/2002,11/25/2002,,,6108,,WILSON,,LN,BETHESDA,MD,20817,1 STY ROOM ADDN REQ A VAR FROM THE 20' REAR YD SETBACK,C-1.323(b)(2),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#293075,"6108 WILSON LN
BETHESDA, MD 20817
(38.989, -77.124475)"
DEVELOPMENT STANDARDS VARIANCE,218748,09/13/2002,09/13/2002,,,5202,,BENTON,,AVE,BETHESDA,MD,20814,EXISTING DWELLING REQ A VAR FROM THE REAR YD SETBACK.,C-1.323(b)(2),Y,N,N,N,N,N,N,N,N,N,N,N,N,N,R-60,,BLDG PERMIT#287480,"5202 BENTON AVE
BETHESDA, MD 20814
(39.007928, -77.102497)"
DEVELOPMENT STANDARDS VARIANCE,258431,07/03/2008,07/22/2008,,,4501,,MAPLE,,AVE,BETHESDA,MD,20814,OF PORCHES REQ A VAR FROM 15' STREETLINE (KENTUCKY AVE),C-1.323(a),N,N,N,N,N,N,N,N,Y,N,N,N,N,N,R-60,,building permit denial to reduce setbacks for covered and screened porch,"4501 MAPLE AVE
BETHESDA, MD 20814
(38.99214, -77.089668)"
DEVELOPMENT STANDARDS VARIANCE,351771,03/18/2016,,,,600,,MAPLEWOOD,,AVE,TAKOMA PARK,MD,20912,.5 ft V.for right side 6.5 feet of the required 7',4.4.9.2,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,R-60,,,"600 MAPLEWOOD AVE
TAKOMA PARK, MD 20912
(38.986909, -77.004045)"
DEVELOPMENT STANDARDS VARIANCE,282318,10/18/2012,,,,3700,,SHEPHERD,,ST,CHEVY CHASE,MD,20815,is for a back-up generator in the side yard.,C-1.323(b)(1),N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,R-60,,,"3700 SHEPHERD ST
CHEVY CHASE, MD 20815
(38.979776, -77.074332)"
DEVELOPMENT STANDARDS VARIANCE,324306,10/13/2014,,,,14118,,CHESTERFIELD,,RD,ROCKVILLE,MD,20853,porch req a var from 8' side & 25' total setbacks,C-1.323(b)(1),Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,R-90,,building permit denial to reduce side and total side yard setbacks,"14118 CHESTERFIELD RD
ROCKVILLE, MD 20853
(39.089321, -77.084905)"
DEVELOPMENT STANDARDS VARIANCE,203423,03/02/2000,03/03/2000,,,6405,E,HALBERT,,RD,BETHESDA,MD,20817,IS FOR A 1-STORY ADDITION ON A SINGLE FAMILY DWELLING,C-1.323(b)(1),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"E 6405 HALBERT RD
BETHESDA, MD 20817"
DEVELOPMENT STANDARDS VARIANCE,217762,07/02/2002,07/02/2002,,,7207,,SPRUCE,,AVE,TAKOMA PARK,MD,20912,OF RESTORED GARAGE REQ A VAR TO REMAIN IN THE SIDE YD,C-1.326(a)(1),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,R-60,,,"7207 SPRUCE AVE
TAKOMA PARK, MD 20912
(38.976277, -77.010622)"
DEVELOPMENT STANDARDS VARIANCE,221335,04/29/2003,04/29/2003,,,11129,,HOFFMAN,,DR,GERMANTOWN,MD,20876,OF A CARPORT REQ A VAR FROM THE 121.8' EST BLDG LINE.,C-1.323(a),N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,R-200,,bldg permit#304309,"11129 HOFFMAN DR
GERMANTOWN, MD 20876
(39.25057, -77.231309)"
DEVELOPMENT STANDARDS VARIANCE,219876,12/16/2002,12/16/2002,,,3,,SPRINGER,,CT,BETHESDA,MD,20817,SCREENED PORCH REQ A VAR FROM THE 25' REAR YD SETBACK.,C-1.323(b)(2),N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,R-90,,,"3 SPRINGER CT
BETHESDA, MD 20817
(38.988076, -77.132132)"
DEVELOPMENT STANDARDS VARIANCE,351772,03/18/2016,,,,600,,MAPLEWOOD,,AVE,TAKOMA PARK,MD,20912,Accessory Structure forward of the Rear building line,4.4.9.2.a,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,R-60,,,"600 MAPLEWOOD AVE
TAKOMA PARK, MD 20912
(38.986909, -77.004045)"
DEVELOPMENT STANDARDS VARIANCE,352810,06/02/2016,06/02/2016,06/02/2016,,600,,MAPLEWOOD,,AVE,TAKOMA PARK,MD,20912,is a second story addition.,59.4.4.9-B-2,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,06-02-2016 -&nbsp; PER MR. DANIELS PAID AND ISSUED ON THIS DATE.,"600 MAPLEWOOD AVE
TAKOMA PARK, MD 20912
(38.986909, -77.004045)"
DEVELOPMENT STANDARDS VARIANCE,206468,08/09/2000,08/09/2000,,,4900,,ARBUTUS,,AVE,ROCKVILLE,MD,20853,OF A SUNROOM REQUIRES A VARIANCE FROM THE SIDE YARD,C-1.323(b)(1),N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,R-60,,,"4900 ARBUTUS AVE
ROCKVILLE, MD 20853
(39.068709, -77.098387)"
DEVELOPMENT STANDARDS VARIANCE,213480,08/28/2001,08/28/2001,08/30/2001,,703,,GILBERT,,ST,TAKOMA PARK,MD,20912,EXISTING CARPORT REQUIRES A VARIANCE,C-1.323(b)(1),Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,R-60,,,"703 GILBERT ST
TAKOMA PARK, MD 20912
(38.997742, -76.996874)"
DEVELOPMENT STANDARDS VARIANCE,218017,07/16/2002,07/16/2002,,,9304,,BELMART,,RD,POTOMAC,MD,20854,OF A SWIMMING POOL REQ A VAR TO REMAIN IN THE SIDE YD,C-1.326(a)(1),N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,RE-2,,BLDG PERMIT#218017,"9304 BELMART RD
POTOMAC, MD 20854
(39.009299, -77.22338)"
