Reporting Area,MMWR Year,MMWR Week,"Brucellosis, Current week","Brucellosis, Current week, flag","Brucellosis, Previous 52 weeks Max†","Brucellosis, Previous 52 weeks Max†, flag","Brucellosis, Cum 2020†","Brucellosis, Cum 2020†, flag","Brucellosis, Cum 2019†","Brucellosis, Cum 2019, flag","Campylobacteriosis, Current week","Campylobacteriosis, Current week, flag","Campylobacteriosis, Previous 52 weeks Max†","Campylobacteriosis, Previous 52 weeks Max†, flag","Campylobacteriosis, Cum 2020†","Campylobacteriosis, Cum 2020†, flag","Campylobacteriosis, Cum 2019†","Campylobacteriosis, Cum 2019†, flag","Candida auris, clinical§, Current week","Candida auris, clinical§, Current week, flag","Candida auris, clinical§, Previous 52 weeks Max†","Candida auris, clinical§, Previous 52 weeks Max†, flag","Candida auris, clinical§, Cum 2020†","Candida auris, clinical§, Cum 2020†, flag","Candida auris, clinical§, Cum 2019†","Candida auris, clinical§, Cum 2019, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
OHIO,2020,12,,-,0,,,-,,-,8,,99,,316,,426,,,-,0,,,-,,-,OHIO,,20201218,POINT (-82.70936 40.415534)
MINNESOTA,2020,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201223,POINT (-94.198308 46.349153)
LOUISIANA,2020,12,,-,1,,,-,1,,1,,30,,37,,220,,,-,0,,,-,,-,LOUISIANA,,20201245,POINT (-91.840238 30.921314)
HAWAII,2020,12,,-,1,,,-,,-,5,,21,,57,,54,,,-,0,,,-,,-,HAWAII,,20201260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,12,1,,3,,4,,4,,43,,326,,1529,,2341,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201228,
PENNSYLVANIA,2020,12,,-,1,,,-,1,,16,,95,,384,,485,,,-,0,,,-,,-,PENNSYLVANIA,,20201213,POINT (-77.838886 40.896694)
UTAH,2020,12,,-,0,,,-,1,,,-,22,,61,,104,,,-,0,,,-,,-,UTAH,,20201255,POINT (-111.678222 39.323779)
COLORADO,2020,12,,-,1,,,-,1,,3,,45,,157,,196,,,-,0,,,-,,-,COLORADO,,20201250,POINT (-105.547832 38.998552)
VERMONT,2020,12,,-,0,,,-,,-,1,,9,,25,,32,,,-,0,,,-,,-,VERMONT,,20201208,POINT (-72.662695 44.075252)
KENTUCKY,2020,12,,-,0,,,-,,-,,-,44,,13,,115,,,-,0,,,-,,-,KENTUCKY,,20201240,POINT (-85.290484 37.526683)
PUERTO RICO,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201267,POINT (-66.414655 18.215692)
MAINE,2020,12,,-,0,,,-,,-,2,,8,,19,,27,,,-,0,,,-,,-,MAINE,,20201204,POINT (-69.06137 45.117911)
VIRGINIA,2020,12,,-,1,,,-,,-,8,,93,,239,,252,,,-,0,,,-,,-,VIRGINIA,,20201236,POINT (-78.666382 37.510861)
ARIZONA,2020,12,,-,1,,,-,1,,2,,65,,171,,222,,,-,0,,,-,,-,ARIZONA,,20201249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201264,
WISCONSIN,2020,12,,-,1,,,-,,-,3,,55,,205,,292,,,-,0,,,-,,-,WISCONSIN,,20201219,POINT (-89.732969 44.639954)
IDAHO,2020,12,,-,1,,,-,1,,,-,24,,25,,73,,,-,0,,,-,,-,IDAHO,,20201251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201268,POINT (-64.840836 18.060868)
MICHIGAN,2020,12,,-,1,,,-,,-,,-,59,,88,,292,,,-,0,,,-,,-,MICHIGAN,,20201217,POINT (-85.730977 44.874798)
GEORGIA,2020,12,,-,1,,,-,,-,5,,43,,199,,276,,,-,0,,,-,,-,GEORGIA,,20201232,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,12,,-,1,,,-,1,,18,,75,,603,,673,,,-,0,,,-,,-,,NEW YORK CITY,20201212,
ARKANSAS,2020,12,,-,1,,,-,,-,11,,28,,101,,94,,,-,0,,,-,,-,ARKANSAS,,20201244,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,12,,-,0,,,-,,-,,-,23,,67,,133,,,-,0,,,-,,-,MISSISSIPPI,,20201241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,12,,-,0,,,-,,-,,-,30,,34,,67,,,-,0,,,-,,-,SOUTH DAKOTA,,20201227,POINT (-100.230491 44.43614)
WYOMING,2020,12,,-,0,,,-,,-,,-,11,,12,,36,,,-,0,,,-,,-,WYOMING,,20201256,POINT (-107.55145 42.999627)
MISSOURI,2020,12,,-,1,,,-,,-,4,,49,,122,,239,,,-,0,,,-,,-,MISSOURI,,20201224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,12,,-,2,,,-,2,,65,,315,,1325,,1923,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201209,
CALIFORNIA,2020,12,,-,2,,,-,6,,51,,316,,1451,,1801,,,-,0,,,-,,-,CALIFORNIA,,20201259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,12,,-,0,,,-,,-,,-,16,,4,,84,,,-,0,,,-,,-,WEST VIRGINIA,,20201237,POINT (-80.613729 38.642579)
FLORIDA,2020,12,1,,2,,2,,3,,18,,123,,625,,1002,,,-,0,,,-,,-,FLORIDA,,20201231,POINT (-82.420978 28.260731)
MONTANA,2020,12,,-,0,,,-,,-,,-,19,,28,,46,,,-,0,,,-,,-,MONTANA,,20201252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,12,,-,2,,,-,2,,30,,161,,488,,856,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201220,
MASSACHUSETTS,2020,12,,-,1,,,-,,-,12,,66,,252,,269,,,-,0,,,-,,-,MASSACHUSETTS,,20201205,POINT (-71.481104 42.151077)
MOUNTAIN,2020,12,,-,1,,,-,4,,5,,178,,534,,819,,,-,0,,,-,,-,,MOUNTAIN,20201248,
INDIANA,2020,12,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,INDIANA,,20201216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,12,,-,0,,,-,,-,,-,1,,2,,1,,,-,0,,,-,,-,,NON-US RESIDENTS,20201269,
US TERRITORIES,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201263,
TOTAL,2020,13,,-,7,,5,,32,,245,,2212,,8886,,13500,,,-,10,,1,,37,,,TOTAL,20201370,
US RESIDENTS,2020,13,,-,7,,5,,32,,245,,2212,,8884,,13499,,,-,10,,1,,37,,,US RESIDENTS,20201301,
NEW HAMPSHIRE,2020,13,,-,0,,,-,,-,2,,15,,54,,57,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201306,POINT (-71.57139 43.680429)
NEW YORK,2020,13,,-,1,,,-,,-,25,,92,,354,,379,,,-,0,,,-,,-,NEW YORK,,20201311,POINT (-75.59655 42.921241)
PACIFIC,2020,13,,-,2,,,-,7,,47,,419,,2110,,2642,,,-,0,,,-,,-,,PACIFIC,20201357,
WEST SOUTH CENTRAL,2020,13,,-,4,,,-,9,,28,,295,,774,,1304,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201343,
NEBRASKA,2020,13,,-,1,,,-,1,,7,,41,,105,,115,,,-,0,,,-,,-,NEBRASKA,,20201325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,13,,-,1,,,-,3,,7,,99,,325,,629,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201338,
NORTH DAKOTA,2020,13,,-,0,,,-,,-,,-,15,,17,,45,,,-,0,,,-,,-,NORTH DAKOTA,,20201326,POINT (-100.46931 47.446305)
NEVADA,2020,13,,-,1,,,-,1,,,-,9,,24,,48,,,-,0,,,-,,-,NEVADA,,20201353,POINT (-114.916992 39.283294)
ILLINOIS,2020,13,,-,2,,,-,,-,,-,86,,307,,527,,,-,10,,1,,37,,ILLINOIS,,20201315,POINT (-89.148632 40.124144)
IOWA,2020,13,,-,1,,,-,,-,8,,57,,234,,293,,,-,0,,,-,,-,IOWA,,20201321,POINT (-93.500061 42.074659)
TEXAS,2020,13,,-,3,,,-,7,,1,,204,,444,,757,,,-,0,,,-,,-,TEXAS,,20201347,POINT (-99.317341 31.447238)
ALASKA,2020,13,,-,1,,,-,,-,,-,7,,,-,30,,,-,0,,,-,,-,ALASKA,,20201358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,13,,-,1,,,-,,-,,-,7,,7,,30,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201330,POINT (-77.016275 38.904785)
WASHINGTON,2020,13,,-,1,,,-,,-,7,,75,,351,,407,,,-,0,,,-,,-,WASHINGTON,,20201362,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,13,,-,1,,,-,,-,11,,133,,482,,609,,,-,0,,,-,,-,,NEW ENGLAND,20201302,
RHODE ISLAND,2020,13,,-,0,,,-,,-,,-,19,,29,,58,,,-,0,,,-,,-,RHODE ISLAND,,20201307,POINT (-71.534637 41.572574)
OREGON,2020,13,,-,0,,,-,,-,3,,38,,173,,203,,,-,0,,,-,,-,OREGON,,20201361,POINT (-120.605279 43.940449)
DELAWARE,2020,13,,-,2,,,-,,-,1,,11,,35,,51,,,-,0,,,-,,-,DELAWARE,,20201329,POINT (-75.452394 38.994926)
ALABAMA,2020,13,,-,1,,,-,3,,5,,24,,120,,159,,,-,0,,,-,,-,ALABAMA,,20201339,POINT (-86.844516 32.756889)
KANSAS,2020,13,,-,0,,,-,,-,,-,30,,49,,158,,,-,0,,,-,,-,KANSAS,,20201322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,13,,-,1,,,-,,-,,-,66,,186,,401,,,-,0,,,-,,-,NORTH CAROLINA,,20201334,POINT (-79.130883 35.52603)
GUAM,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201366,POINT (144.653198 13.3532)
NEW JERSEY,2020,13,,-,1,,,-,,-,,-,68,,9,,452,,,-,0,,,-,,-,NEW JERSEY,,20201310,POINT (-74.655514 40.110253)
NEW MEXICO,2020,13,,-,1,,,-,,-,,-,34,,61,,106,,,-,0,,,-,,-,NEW MEXICO,,20201354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,13,,-,2,,,-,,-,64,,273,,1073,,1600,,,-,10,,1,,37,,,EAST NORTH CENTRAL,20201314,
TENNESSEE,2020,13,,-,1,,,-,,-,2,,32,,123,,198,,,-,0,,,-,,-,TENNESSEE,,20201342,POINT (-86.343226 35.842998)
CONNECTICUT,2020,13,,-,0,,,-,,-,,-,29,,88,,131,,,-,0,,,-,,-,CONNECTICUT,,20201303,POINT (-72.738288 41.575155)
MARYLAND,2020,13,,-,2,,2,,,-,2,,38,,145,,185,,,-,0,,,-,,-,MARYLAND,,20201333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,13,,-,1,,,-,1,,3,,30,,110,,112,,,-,0,,,-,,-,SOUTH CAROLINA,,20201335,POINT (-80.864614 33.878572)
OKLAHOMA,2020,13,,-,1,,,-,1,,15,,51,,180,,206,,,-,0,,,-,,-,OKLAHOMA,,20201346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201365,POINT (145.725693 15.1834)
OHIO,2020,13,,-,0,,,-,,-,59,,99,,375,,435,,,-,0,,,-,,-,OHIO,,20201318,POINT (-82.70936 40.415534)
MINNESOTA,2020,13,,-,1,,,-,1,,,-,54,,,-,279,,,-,0,,,-,,-,MINNESOTA,,20201323,POINT (-94.198308 46.349153)
LOUISIANA,2020,13,,-,1,,,-,1,,2,,30,,39,,239,,,-,0,,,-,,-,LOUISIANA,,20201345,POINT (-91.840238 30.921314)
HAWAII,2020,13,,-,1,,,-,,-,,-,21,,57,,57,,,-,0,,,-,,-,HAWAII,,20201360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,13,,-,3,,4,,4,,20,,326,,1591,,2506,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201328,
PENNSYLVANIA,2020,13,,-,1,,,-,1,,11,,95,,412,,517,,,-,0,,,-,,-,PENNSYLVANIA,,20201313,POINT (-77.838886 40.896694)
UTAH,2020,13,,-,0,,,-,1,,,-,22,,65,,112,,,-,0,,,-,,-,UTAH,,20201355,POINT (-111.678222 39.323779)
COLORADO,2020,13,,-,1,,,-,1,,6,,45,,173,,215,,,-,0,,,-,,-,COLORADO,,20201350,POINT (-105.547832 38.998552)
VERMONT,2020,13,,-,0,,,-,,-,,-,9,,25,,34,,,-,0,,,-,,-,VERMONT,,20201308,POINT (-72.662695 44.075252)
KENTUCKY,2020,13,,-,0,,,-,,-,,-,44,,15,,134,,,-,0,,,-,,-,KENTUCKY,,20201340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201367,POINT (-66.414655 18.215692)
MAINE,2020,13,,-,0,,,-,,-,2,,8,,22,,30,,,-,0,,,-,,-,MAINE,,20201304,POINT (-69.06137 45.117911)
VIRGINIA,2020,13,,-,1,,,-,,-,13,,94,,271,,269,,,-,0,,,-,,-,VIRGINIA,,20201336,POINT (-78.666382 37.510861)
ARIZONA,2020,13,,-,1,,1,,1,,8,,65,,191,,251,,,-,0,,,-,,-,ARIZONA,,20201349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201364,
WISCONSIN,2020,13,,-,1,,,-,,-,4,,55,,220,,318,,,-,0,,,-,,-,WISCONSIN,,20201319,POINT (-89.732969 44.639954)
IDAHO,2020,13,,-,1,,,-,1,,,-,24,,25,,81,,,-,0,,,-,,-,IDAHO,,20201351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201368,POINT (-64.840836 18.060868)
MICHIGAN,2020,13,,-,1,,,-,,-,1,,59,,171,,319,,,-,0,,,-,,-,MICHIGAN,,20201317,POINT (-85.730977 44.874798)
GEORGIA,2020,13,,-,1,,,-,,-,1,,43,,207,,292,,,-,0,,,-,,-,GEORGIA,,20201332,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,13,,-,1,,,-,1,,3,,75,,614,,721,,,-,0,,,-,,-,,NEW YORK CITY,20201312,
ARKANSAS,2020,13,,-,1,,,-,,-,10,,28,,111,,102,,,-,0,,,-,,-,ARKANSAS,,20201344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,13,,-,0,,,-,,-,,-,23,,67,,138,,,-,0,,,-,,-,MISSISSIPPI,,20201341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,13,,-,0,,,-,,-,,-,30,,34,,81,,,-,0,,,-,,-,SOUTH DAKOTA,,20201327,POINT (-100.230491 44.43614)
WYOMING,2020,13,,-,0,,,-,,-,,-,11,,12,,41,,,-,0,,,-,,-,WYOMING,,20201356,POINT (-107.55145 42.999627)
MISSOURI,2020,13,,-,1,,,-,,-,,-,49,,122,,261,,,-,0,,,-,,-,MISSOURI,,20201324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,13,,-,2,,,-,2,,39,,315,,1389,,2069,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201309,
CALIFORNIA,2020,13,,-,2,,,-,7,,37,,316,,1529,,1945,,,-,0,,,-,,-,CALIFORNIA,,20201359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,13,,-,0,,,-,,-,,-,16,,5,,93,,,-,0,,,-,,-,WEST VIRGINIA,,20201337,POINT (-80.613729 38.642579)
FLORIDA,2020,13,,-,2,,2,,3,,,-,123,,625,,1073,,,-,0,,,-,,-,FLORIDA,,20201331,POINT (-82.420978 28.260731)
MONTANA,2020,13,,-,0,,,-,,-,,-,19,,28,,54,,,-,0,,,-,,-,MONTANA,,20201352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,13,,-,2,,,-,2,,15,,229,,561,,1232,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201320,
MASSACHUSETTS,2020,13,,-,1,,,-,,-,7,,66,,264,,299,,,-,0,,,-,,-,MASSACHUSETTS,,20201305,POINT (-71.481104 42.151077)
MOUNTAIN,2020,13,,-,1,,1,,5,,14,,178,,579,,908,,,-,0,,,-,,-,,MOUNTAIN,20201348,
INDIANA,2020,13,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,INDIANA,,20201316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,13,,-,0,,,-,,-,,-,1,,2,,1,,,-,0,,,-,,-,,NON-US RESIDENTS,20201369,
US TERRITORIES,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201363,
TOTAL,2020,14,1,,7,,6,,35,,180,,2209,,9406,,14599,,,-,10,,1,,40,,,TOTAL,20201470,
US RESIDENTS,2020,14,1,,7,,6,,35,,180,,2209,,9404,,14597,,,-,10,,1,,40,,,US RESIDENTS,20201401,
NEW HAMPSHIRE,2020,14,,-,0,,,-,,-,,-,15,,55,,60,,,-,0,,,-,,-,NEW HAMPSHIRE,,20201406,POINT (-71.57139 43.680429)
NEW YORK,2020,14,,-,1,,,-,,-,13,,94,,368,,412,,,-,0,,,-,,-,NEW YORK,,20201411,POINT (-75.59655 42.921241)
PACIFIC,2020,14,,-,2,,,-,8,,44,,419,,2207,,2864,,,-,0,,,-,,-,,PACIFIC,20201457,
WEST SOUTH CENTRAL,2020,14,,-,4,,,-,10,,15,,295,,791,,1419,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201443,
NEBRASKA,2020,14,,-,1,,,-,1,,2,,41,,108,,125,,,-,0,,,-,,-,NEBRASKA,,20201425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,14,,-,1,,,-,3,,6,,99,,356,,677,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201438,
NORTH DAKOTA,2020,14,,-,0,,,-,,-,,-,15,,17,,51,,,-,0,,,-,,-,NORTH DAKOTA,,20201426,POINT (-100.46931 47.446305)
NEVADA,2020,14,,-,1,,,-,1,,,-,9,,24,,54,,,-,0,,,-,,-,NEVADA,,20201453,POINT (-114.916992 39.283294)
ILLINOIS,2020,14,,-,2,,,-,,-,,-,86,,339,,570,,,-,10,,1,,40,,ILLINOIS,,20201415,POINT (-89.148632 40.124144)
IOWA,2020,14,,-,1,,,-,1,,10,,57,,248,,311,,,-,0,,,-,,-,IOWA,,20201421,POINT (-93.500061 42.074659)
TEXAS,2020,14,,-,3,,,-,8,,3,,204,,447,,838,,,-,0,,,-,,-,TEXAS,,20201447,POINT (-99.317341 31.447238)
ALASKA,2020,14,,-,1,,,-,,-,,-,7,,,-,32,,,-,0,,,-,,-,ALASKA,,20201458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,14,,-,1,,,-,,-,,-,7,,8,,31,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201430,POINT (-77.016275 38.904785)
WASHINGTON,2020,14,,-,1,,,-,,-,8,,75,,367,,436,,,-,0,,,-,,-,WASHINGTON,,20201462,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,14,,-,1,,,-,,-,3,,133,,493,,652,,,-,0,,,-,,-,,NEW ENGLAND,20201402,
RHODE ISLAND,2020,14,,-,0,,,-,,-,,-,19,,29,,61,,,-,0,,,-,,-,RHODE ISLAND,,20201407,POINT (-71.534637 41.572574)
OREGON,2020,14,,-,0,,,-,,-,7,,38,,183,,223,,,-,0,,,-,,-,OREGON,,20201461,POINT (-120.605279 43.940449)
DELAWARE,2020,14,,-,2,,,-,,-,,-,11,,35,,52,,,-,0,,,-,,-,DELAWARE,,20201429,POINT (-75.452394 38.994926)
ALABAMA,2020,14,,-,1,,,-,3,,1,,24,,126,,170,,,-,0,,,-,,-,ALABAMA,,20201439,POINT (-86.844516 32.756889)
KANSAS,2020,14,,-,0,,,-,,-,,-,30,,50,,172,,,-,0,,,-,,-,KANSAS,,20201422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,14,,-,1,,,-,,-,,-,66,,199,,426,,,-,0,,,-,,-,NORTH CAROLINA,,20201434,POINT (-79.130883 35.52603)
GUAM,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201466,POINT (144.653198 13.3532)
NEW JERSEY,2020,14,,-,1,,,-,,-,,-,68,,9,,475,,,-,0,,,-,,-,NEW JERSEY,,20201410,POINT (-74.655514 40.110253)
NEW MEXICO,2020,14,,-,1,,,-,,-,1,,34,,64,,116,,,-,0,,,-,,-,NEW MEXICO,,20201454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,14,1,,2,,1,,,-,10,,270,,1141,,1740,,,-,10,,1,,40,,,EAST NORTH CENTRAL,20201414,
TENNESSEE,2020,14,,-,1,,,-,,-,5,,32,,145,,211,,,-,0,,,-,,-,TENNESSEE,,20201442,POINT (-86.343226 35.842998)
CONNECTICUT,2020,14,,-,0,,,-,,-,,-,29,,90,,139,,,-,0,,,-,,-,CONNECTICUT,,20201403,POINT (-72.738288 41.575155)
MARYLAND,2020,14,,-,2,,2,,,-,1,,38,,147,,208,,,-,0,,,-,,-,MARYLAND,,20201433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,14,,-,1,,,-,1,,2,,30,,115,,120,,,-,0,,,-,,-,SOUTH CAROLINA,,20201435,POINT (-80.864614 33.878572)
OKLAHOMA,2020,14,,-,1,,,-,1,,,-,51,,180,,217,,,-,0,,,-,,-,OKLAHOMA,,20201446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201465,POINT (145.725693 15.1834)
OHIO,2020,14,1,,0,,1,,,-,4,,99,,379,,479,,,-,0,,,-,,-,OHIO,,20201418,POINT (-82.70936 40.415534)
MINNESOTA,2020,14,,-,1,,,-,1,,,-,54,,,-,302,,,-,0,,,-,,-,MINNESOTA,,20201423,POINT (-94.198308 46.349153)
LOUISIANA,2020,14,,-,1,,,-,1,,3,,30,,42,,247,,,-,0,,,-,,-,LOUISIANA,,20201445,POINT (-91.840238 30.921314)
HAWAII,2020,14,,-,1,,,-,,-,3,,21,,62,,66,,,-,0,,,-,,-,HAWAII,,20201460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,14,,-,3,,4,,4,,56,,326,,1778,,2701,,,-,0,,,-,,-,,SOUTH ATLANTIC,20201428,
PENNSYLVANIA,2020,14,,-,1,,,-,1,,10,,95,,434,,560,,,-,0,,,-,,-,PENNSYLVANIA,,20201413,POINT (-77.838886 40.896694)
UTAH,2020,14,,-,0,,,-,1,,,-,22,,73,,123,,,-,0,,,-,,-,UTAH,,20201455,POINT (-111.678222 39.323779)
COLORADO,2020,14,,-,1,,,-,1,,,-,45,,174,,228,,,-,0,,,-,,-,COLORADO,,20201450,POINT (-105.547832 38.998552)
VERMONT,2020,14,,-,0,,,-,,-,1,,9,,27,,34,,,-,0,,,-,,-,VERMONT,,20201408,POINT (-72.662695 44.075252)
KENTUCKY,2020,14,,-,0,,,-,,-,,-,44,,17,,153,,,-,0,,,-,,-,KENTUCKY,,20201440,POINT (-85.290484 37.526683)
PUERTO RICO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201467,POINT (-66.414655 18.215692)
MAINE,2020,14,,-,0,,,-,,-,1,,8,,23,,32,,,-,0,,,-,,-,MAINE,,20201404,POINT (-69.06137 45.117911)
VIRGINIA,2020,14,,-,1,,,-,,-,13,,96,,289,,285,,,-,0,,,-,,-,VIRGINIA,,20201436,POINT (-78.666382 37.510861)
ARIZONA,2020,14,,-,1,,1,,1,,7,,65,,209,,270,,,-,0,,,-,,-,ARIZONA,,20201449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201464,
WISCONSIN,2020,14,,-,1,,,-,,-,5,,57,,240,,348,,,-,0,,,-,,-,WISCONSIN,,20201419,POINT (-89.732969 44.639954)
IDAHO,2020,14,,-,1,,,-,1,,,-,24,,25,,93,,,-,0,,,-,,-,IDAHO,,20201451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201468,POINT (-64.840836 18.060868)
MICHIGAN,2020,14,,-,1,,,-,,-,1,,59,,183,,342,,,-,0,,,-,,-,MICHIGAN,,20201417,POINT (-85.730977 44.874798)
GEORGIA,2020,14,,-,1,,,-,,-,,-,43,,227,,314,,,-,0,,,-,,-,GEORGIA,,20201432,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,14,,-,1,,,-,1,,3,,76,,639,,772,,,-,0,,,-,,-,,NEW YORK CITY,20201412,
ARKANSAS,2020,14,,-,1,,,-,,-,9,,28,,122,,117,,,-,0,,,-,,-,ARKANSAS,,20201444,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,14,,-,0,,,-,,-,,-,23,,68,,143,,,-,0,,,-,,-,MISSISSIPPI,,20201441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,14,,-,0,,,-,,-,,-,30,,34,,95,,,-,0,,,-,,-,SOUTH DAKOTA,,20201427,POINT (-100.230491 44.43614)
WYOMING,2020,14,,-,0,,,-,,-,,-,11,,12,,46,,,-,0,,,-,,-,WYOMING,,20201456,POINT (-107.55145 42.999627)
MISSOURI,2020,14,,-,1,,,-,,-,,-,49,,122,,279,,,-,0,,,-,,-,MISSOURI,,20201424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,14,,-,2,,,-,2,,26,,315,,1450,,2219,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201409,
CALIFORNIA,2020,14,,-,2,,,-,8,,26,,316,,1595,,2107,,,-,0,,,-,,-,CALIFORNIA,,20201459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,14,,-,0,,,-,,-,,-,16,,5,,100,,,-,0,,,-,,-,WEST VIRGINIA,,20201437,POINT (-80.613729 38.642579)
FLORIDA,2020,14,,-,2,,2,,3,,40,,123,,753,,1165,,,-,0,,,-,,-,FLORIDA,,20201431,POINT (-82.420978 28.260731)
MONTANA,2020,14,,-,0,,,-,,-,,-,19,,28,,60,,,-,0,,,-,,-,MONTANA,,20201452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,14,,-,2,,,-,3,,12,,229,,579,,1335,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201420,
MASSACHUSETTS,2020,14,,-,1,,,-,,-,1,,66,,269,,326,,,-,0,,,-,,-,MASSACHUSETTS,,20201405,POINT (-71.481104 42.151077)
MOUNTAIN,2020,14,,-,1,,1,,5,,8,,178,,609,,990,,,-,0,,,-,,-,,MOUNTAIN,20201448,
INDIANA,2020,14,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,INDIANA,,20201416,POINT (-86.2818 39.919991)
