Project Number,Contract Number,Title,Status,Procurement Type,Award Type,Contract Award Date,Contract End Date,Contract Amount,Expended Amount YTD,Expended Amount LTD,Remaining Balance,Number of Bids,MWBE,MWBE Proposals,Vendor Name,Address Line 1,Address Line 2,City,State,Zip Code,Country,Location 1
11X304,T005428,DESIGN: Fine Arts Ventilation Upgrades,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,01/27/2009,01/13/2014,489194.13,9488.62,489194.13,0.00,11,N,2,"Lewis Engineering, P.C.",Suite 201,94 New Karner Road,Albany,NY,12203,USA,"201 Albany
NY 12203"
41X032,T005289,CONSTR: Rehabilitate Elevators - College Of Opt ,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,05/21/2007,01/07/2011,1585705.00,127660.00,1585705.00,0.00,6,N,0,Thyssenkrupp Elevator Corporation,54-20 Broadway,,Woodside,NY,10377,USA,"54 20
Woodside, NY 10377"
14X836,T006017,DESIGN: Fire Safety Equivalency Survey UHB,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,07/26/2013,07/26/2014,107706.00,0.00,107706.00,0.00,0,N,0,"Rolf Jensen & Associates, Professional Engrs., P.C.",Suite 1104,360 West 31st Street,New York,NY,10001,USA,"1104 New
York, NY 10001"
29X442,T006215,DESIGN: Rehabilitate Utilidors - Phase I High Temperature Hot Water System,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,02/15/2015,06/01/2018,100260.34,0.00,100260.34,0.00,0,N,0,"O'Brien & Gere Engineers, Inc",333 West Washington St,PO Box 4873,Syracuse,NY,13221,USA,"333 West Washington St
Syracuse, NY 13221
(43.049616, -76.155894)"
26X278,T004951,DESIGN: Dental Hygiene Care Center,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,11/07/2006,11/01/2012,129780.80,0.00,129780.80,0.00,0,Y,0,David Smotrich & Partners Architects/Planners,Suite 704,443 Park Avenue South,New York,NY,10016,USA,"704 New
York, NY 10016"
02X361,T005574,DESIGN: Rochester Educational Opportunity Center - Construction Manager,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,10/30/2009,10/16/2014,1041587.22,0.00,1041587.22,0.00,12,N,0,"LiRo  Engineers, Inc.",690 Delaware Avenue,,Buffalo,NY,14209,USA,"690 Delaware Avenue
Buffalo, NY 14209
(42.902878, -78.872832)"
09X7A4,T005395,CONSTR: Job Order Contracting Program - Albany,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/15/2008,09/30/2014,133040.00,0.00,133040.00,0.00,0,Y,0,"Cutting Edge Group, LLC",14 Walkup Cutoff Road,P.O. Box 733,Lake George,NY,12845,USA,"14 Walkup Cutoff Road
Lake George, NY 12845
(43.386894, -73.648077)"
111017,T006548,CONSTR: Renovate Memorial Hall,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,02/28/2020,10/17/2022,11528690.00,0.00,0.00,11528690.00,1,N,0,MLB Construction Services LLC,One Stone Break Road,,Malta,NY,12020,USA,"One Stone Break Road
Malta, NY 12020"
241013,T006224,"DESIGN: Upgrade Mechanical, Electrical and Plumbing Systems  Champlin Hall",Active,Design and Construction/Maintenance,Authority Contract - Best Value,03/21/2016,03/30/2021,818000.00,0.00,595119.42,222880.58,22,N,4,"Hesnor Engineering Associates, PLLC",22 Computer Drive West,,Albany,NY,12205,USA,"22 Computer Drive West
Albany, NY 12205
(42.72127, -73.807713)"
39X140,T005194,DESIGN: Commissioning Services - Auxiliary Services Student Center,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,04/24/2008,12/31/2013,65805.57,252.60,62907.95,2897.62,0,N,0,SmartEdge,4 Peuquet Parkway,,Tonawanda,NY,14150,USA,"4 Peuquet Parkway
Tonawanda, NY 14150
(43.01577, -78.865669)"
03X387,T006420,"CONSTR: Renovate Science Building No. 15, Building Addition",Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/30/2018,09/02/2021,23876745.00,0.00,19874805.00,4001940.00,2,N,0,Manning Squires Hennig Co. Inc,8426 Seven Springs Road,PO Box 685,Batavia,NY,14020,USA,"8426 Seven Springs Road
Batavia, NY 14020
(43.006019, -78.133391)"
04X343,T005874,CONSTR: Campus Wide Satellite Boilers,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,09/28/2011,10/23/2014,8755374.00,5314293.00,8755374.00,0.00,7,N,0,"J & K Plumbing & Heating Co, Inc.",24 Thorp St,PO Box 25  Westview Stat,Binghamton,NY,13905,USA,"24 Thorp St
Binghamton, NY 13905
(42.103463, -75.925005)"
15X842,T005280,DESIGN: Instituional Strategic & Facilities Master Plan,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,07/30/2007,12/15/2008,955632.26,0.00,955632.26,0.00,4,N,0,"Karlsberger Architecture, P.C.",320 West 13th Street`,9 Floor,New York,NY,10014,USA,"320 West 13th Street
New York, NY 10014
(40.739453, -74.003973)"
291010,T006453,CONSTR: Rehab & Enclose PAC Elevator,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,07/25/2018,11/06/2020,892560.00,0.00,877710.00,14850.00,2,N,0,BJB Construction Corp.,38 Long Ridge Road,,Bedford,NY,10506,USA,"38 Long Ridge Road
Bedford, NY 10506
(41.199755, -73.626619)"
26X7A2,T005402,CONSTR: Job Order Contracting Program - New York City,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/02/2008,01/21/2014,15397.00,0.00,15397.00,0.00,0,N,0,"JEMCO Electrical Contractors, Inc.",271 42nd Street,,Brooklyn,NY,11433,USA,"271 42nd Street
Brooklyn, NY 11433
(40.652508, -74.010479)"
36X097,T004925,DESIGN: Replacement Of Exterior Doors And Security System Upgrade,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,07/14/2005,02/28/2012,88346.07,0.00,83770.63,4575.44,0,N,0,Architecture +,297 River Street,,Troy,NY,12180,USA,"297 River Street
Troy, NY 12180
(42.73246, -73.690162)"
30X492,T005230,DESIGN: Rehabilitate Elevators - Various Buildings,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,02/23/2007,11/11/2012,492357.59,5598.77,492357.59,0.00,5,N,0,"Bergmann Associates, Inc.",28 East Main Street,200 First Federal Plaza,Rochester,NY,14614,USA,"28 East Main Street
Rochester, NY 14614
(43.155926, -77.611567)"
14X7A3,T005402,CONSTR: Job Order Contracting Program - New York City,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/02/2008,01/21/2014,42873.00,0.00,42873.00,0.00,0,N,0,"JEMCO Electrical Contractors, Inc.",271 42nd Street,,Brooklyn,NY,11433,USA,"271 42nd Street
Brooklyn, NY 11433
(40.652508, -74.010479)"
26X273,T005419,CONSTR: Rehab Hale Hall/Abate Asbestos,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,09/09/2008,03/01/2013,25282280.00,660920.00,25282280.00,0.00,3,N,0,"EW Howell Company, Inc.",Suite 600,245 Newtown Road,Plainview,NY,11803,USA,"600 Plainview
NY 11803
(40.76857, -73.470184)"
26X290,T005998,CONSTR: Construct School of Business,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,09/10/2012,03/13/2016,19472263.00,626005.00,19472263.00,0.00,10,N,0,Stalco Construction Inc.,1316 Motor Parkway,,Islandia,NY,11749,USA,"1316 Motor Parkway
Islandia, NY 11749
(40.806518, -73.194062)"
05X309,T005726,DESIGN: Construction Manager - Science Tech Building,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,11/22/2010,11/14/2015,1754295.39,543980.62,1754295.39,0.00,14,N,0,"LeChase Construction Services, LLC",205 Indigo Creek Drive,,Rochester,NY,14626,USA,"205 Indigo Creek Drive
Rochester, NY 14626
(43.184941, -77.692227)"
29X402,T005871,DESIGN: 29847 CM - Center for Integrated Tech learning ,Active,Design and Construction/Maintenance,Authority Contract - Best Value,10/20/2014,07/30/2021,1349884.00,0.00,1978128.87,-628244.87,49,N,2,"Hill International, Inc",Suite 3415,One Penn Plaza,New York,NY,10119,USA,"3415 New
York, NY 10119"
41X056,T006381,CONSTR: Rehab Building Systems Mech Ph 2,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,10/30/2017,02/20/2022,7499965.00,0.00,5291578.00,2208387.00,5,Y,1,"ACS System Associates, Inc.",160 West Lincoln Avenue,,Mount Vernon,NY,10550,USA,"160 West Lincoln Avenue
Mount Vernon, NY 10550
(40.915138, -73.843031)"
111040,T006360,DESIGN: Construct Storage Building,Active,Design and Construction/Maintenance,Authority Contract - Best Value,12/06/2019,09/26/2020,84000.00,0.00,0.00,84000.00,0,N,0,Mosaic Associates Architects,The Frear Building,"2 Third Street, Suite 440",Troy,NY,12180,USA,
15XA07,T005640,DESIGN: Commissioning - IHP Addition,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,03/30/2010,03/15/2015,135104.23,24925.83,135104.23,0.00,16,N,1,"Genesys Engineering, P.C.",38 Maiden Lane,,Kingston,NY,12401,USA,"38 Maiden Lane
Kingston, NY 12401
(41.931949, -74.014516)"
29X317,T004966,CONSTR: Dance Building Renovation/Waterproofing ,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,02/09/2005,12/31/2010,5845976.00,0.00,5845976.00,0.00,5,N,0,"U. W. Marx, Inc.",20 Gurley Avenue,,Troy,NY,12182,USA,"20 Gurley Avenue
Troy, NY 12182
(42.776982, -73.665326)"
011007,T006103,DESIGN: Decommission Former Data Center Bldg 56,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,10/10/2015,01/01/2023,70105.17,0.00,70105.17,0.00,0,N,0,"IBC Engineering, Pc",Suite 219,3445 Winton Place,Rochester,NY,14623,USA,"219 Rochester
NY 14623"
31X7A3,T005968,CONSTR: Job Order Contracting Program - New York,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,05/21/2012,08/31/2018,752371.00,0.00,752371.00,0.00,0,N,0,"Corbex, Inc.",74-16 Grand Avenue,,Elmhurst,NY,11373,USA,"74 16 Grand Avenue
Elmhurst, NY 11373"
131046,T006439,DESIGN: Expand and Upgrade Flax Pond Hatchery,Active,Design and Construction/Maintenance,Authority Contract - Best Value,04/04/2019,10/16/2021,72878.00,0.00,0.00,72878.00,0,N,0,"Guth Deconzo Consulting Engineers, P.C.",242 West 30th Street,,New York,NY,10001,USA,"242 West 30th Street
New York, NY 10001
(40.749261, -73.994317)"
221009,T006104,DESIGN: Install Emergency Generator Systems - Various Buildings,Active,Design and Construction/Maintenance,Authority Contract - Best Value,03/13/2017,07/25/2023,467789.00,0.00,392386.67,75402.33,0,N,0,"M/E Engineering, P.C.",300 Trolley Boulevard,,Rochester,NY,14606,USA,"300 Trolley Boulevard
Rochester, NY 14606
(43.171416, -77.681891)"
07XA52,T005349,DESIGN: Rehab Fine Arts - HVAC,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,02/09/2010,04/18/2017,136435.44,12700.27,136435.44,0.00,0,N,0,"M/E Engineering, P.C.",300 Trolley Boulevard,,Rochester,NY,14606,USA,"300 Trolley Boulevard
Rochester, NY 14606
(43.171416, -77.681891)"
02X366,T005624,DESIGN: Commissioning - SERC PH II,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,10/25/2010,10/31/2018,37899.75,16933.25,36919.45,980.30,0,N,0,"Bergmann Associates, Inc.",28 East Main Street,200 First Federal Plaza,Rochester,NY,14614,USA,"28 East Main Street
Rochester, NY 14614
(43.155926, -77.611567)"
03X7A5,T005630,CONSTR: JOCs - Buffalo Region,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/18/2009,12/08/2015,48041.00,0.00,48041.00,0.00,0,N,0,Sorensen Gross Construction Services,3407 torrey Road,,Flint,MI,48507,USA,"3407 torrey Road
Flint, MI 48507
(42.976689, -83.732564)"
29X441,T005840,DESIGN: Rehabilitate Exteriors - Various Buildings,Active,Design and Construction/Maintenance,Authority Contract - Best Value,05/21/2012,07/30/2018,534565.82,0.00,520766.66,13799.16,0,N,0,"Hoffmann Architects, Inc.",Suite 14C,1040 Ave of the Americas,New York,NY,10018,USA,"14C New
York, NY 10018"
20X232,T006108,"DESIGN: Rehab Skylights, Roof - Bray Hall and Moon Library",Closed,Design and Construction/Maintenance,Authority Contract - Best Value,04/22/2015,08/18/2021,221137.93,0.00,221137.93,0.00,0,N,0,Architecture +,297 River Street,,Troy,NY,12180,USA,"297 River Street
Troy, NY 12180
(42.73246, -73.690162)"
06X7A7,T005631,CONSTR: JOCs - Rochester Region,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/18/2009,01/31/2018,389878.00,363691.00,389878.00,0.00,0,N,0,Sorensen Gross Construction Services,3407 torrey Road,,Flint,MI,48507,USA,"3407 torrey Road
Flint, MI 48507
(42.976689, -83.732564)"
23X201,T005690,"CONSTR: Replace Campus Electric Substation, Provide Emergency Power System",Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,05/13/2010,04/30/2015,4652132.00,101542.00,4652132.00,0.00,9,N,0,Mohawk Valley Utility Construction Corp.,1 Prospect Avenue,,Albany,NY,12206,USA,"1 Prospect Avenue
Albany, NY 12206
(42.673364, -73.772621)"
13X7A3,T005402,CONSTR: Job Order Contracting Program - New York City,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/02/2008,01/21/2014,212703.00,10730.00,212703.00,0.00,0,N,0,"JEMCO Electrical Contractors, Inc.",271 42nd Street,,Brooklyn,NY,11433,USA,"271 42nd Street
Brooklyn, NY 11433
(40.652508, -74.010479)"
07XA45,T005677,DESIGN: Rehab Exterior - Engineering Building,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,07/13/2010,07/06/2015,98387.47,0.00,98387.47,0.00,41,N,3,Wank Adams Slavin Associates  LLP,740 Broadway,,New York,NY,10003,USA,"740 Broadway
New York, NY 10003
(40.729896, -73.993008)"
09X381,T005895,CONSTR: Replace Steam Condensate Lines Phase 2,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,12/08/2011,08/16/2014,1431417.00,633146.00,1431417.00,0.00,2,N,0,"All State Construction, Inc.",449 Cooke Street,P. O. Box 805,Farmington,CT,6032,USA,"449 Cooke Street
Farmington, CT 06032
(41.693102, -72.844386)"
08X473,T006039,CONSTR: New Science Building,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,11/20/2013,12/31/2019,36951791.00,0.00,35746986.00,1204805.00,8,N,0,"Niram, Inc.",4 E. Frederick Place,,Cedar Knolls,NJ,7927,USA,"4 E Frederick Place
Cedar Knolls, NJ 07927
(40.811237, -74.451347)"
80X700,T006415,CONSTR: Job Order Contracting - Plattsburgh Region,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/20/2018,04/27/2019,26853.00,0.00,26853.00,0.00,2,N,0,"Dow Electric, Inc.",3874 State Route 11,,Malone,NY,12953,USA,"3874 State Route
Malone, NY 12953"
361006,T006281,DESIGN: Rehab Plaza 1st Floor South - Plaza,Active,Design and Construction/Maintenance,Authority Contract - Best Value,10/31/2016,01/16/2022,391270.63,0.00,227567.29,163703.34,14,N,2,Lacey Thaler Reilly Wilson Arch &Preservation,4th Floor,79 North Pearl Street,Albany,NY,12208,USA,
291028,T006492,CONSTR: Replace Exterior Windows & Doors PAC & Natural Science Buildings,Active,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/29/2019,05/06/2021,2213922.00,0.00,760464.00,1453458.00,3,N,0,L Holzner Electric Co. dba Holzner Construction,596 John Street,,Bridgeport,CT,6604,USA,"596 John Street
Bridgeport, CT 06604
(41.174967, -73.19737)"
09X344,T005355,DESIGN: Replace Cooling Tower/Transformer - Lee Hall,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,02/27/2009,06/12/2020,75426.09,0.00,75426.09,0.00,0,N,0,"C & S Engineers, Inc.",499 Col. E. Collins Blvd.,,Syracuse,NY,13212,USA,"499 Col E Collins Blvd
Syracuse, NY 13212"
31X207,T004950,DESIGN: Refurbish Teaching & Public Areas Academic Village,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,06/22/2005,07/28/2017,126693.45,0.00,126693.45,0.00,0,N,0,"Kliment Halsband Architects, LLP",20th Floor,322 Eighth Avenue,New York,NY,10001,USA,
04X339,T005999,CONSTR: Construct Student Life Center,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,10/10/2012,05/21/2016,47240680.00,3318825.00,47240680.00,0.00,12,N,0,Fahs Construction Group Inc.,2224 Pierce Creek Road,,Binghamton,NY,13903,USA,"2224 Pierce Creek Road
Binghamton, NY 13903
(42.081957, -75.880278)"
09X419,T006304,CONSTR: Milne Library Partial Interior Renovation,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,02/01/2017,12/30/2019,6058510.00,0.00,6058510.00,0.00,6,N,0,Andrew R. Mancini Associates Inc.,129 Odell Avenue,,Endicott,NY,13760,USA,"129 Odell Avenue
Endicott, NY 13760
(42.110866, -76.049175)"
24X251,T005286,DESIGN: Wheeler Hall Laboratory Addition Building 12,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,07/10/2007,01/30/2013,1169321.72,3619.08,1169321.72,0.00,5,N,1,Architecture +,297 River Street,,Troy,NY,12180,USA,"297 River Street
Troy, NY 12180
(42.73246, -73.690162)"
03X375,T005562,DESIGN: Construction Manager - Science Phase II,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,12/07/2009,11/29/2014,1743145.09,157982.10,1743145.09,0.00,9,N,0,Lend Lease Construction Inc,Suite 850,One North Wacher Drive,Chicago,IL,60606,USA,"850 Chicago
IL 60606"
09X323,D005483,"CONSTR: Replace Steam Condensate Lines, Phase I ",Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,03/13/2009,10/15/2010,627389.00,0.00,627389.00,0.00,6,N,0,"Eastman Associates, Inc.",6 Railroad Avenue,PO Box 810,Oneonta,NY,13820,USA,"6 Railroad Avenue
Oneonta, NY 13820
(42.453989, -75.048876)"
26X302,T005752,"DESIGN: Rehabilitate Elevators, Various Building",Closed,Design and Construction/Maintenance,Authority Contract - Best Value,01/20/2011,05/02/2017,302651.89,118385.71,302651.89,0.00,13,N,5,"H2M Archs, Engs, Land Surveying & Landscape",538 Broad Hollow Road,4th Floor East,Melville,NY,11747,USA,"538 Broad Hollow Road
Melville, NY 11747
(40.772002, -73.422403)"
151114,T006354,DESIGN: Space Study - Install 4 ORs 5th fl. Surgical Unit - UH,Active,Design and Construction/Maintenance,Authority Contract - Best Value,04/10/2020,09/25/2020,31000.00,0.00,0.00,31000.00,0,N,0,HBT Architects,2 Elton Street,,Rochester,NY,14118,USA,"2 Elton Street
Rochester, NY 14118
(43.154897, -77.580115)"
12X371,T006182,DESIGN: Construct New Child Care Center,Active,Design and Construction/Maintenance,Authority Contract - Best Value,11/12/2015,12/10/2020,667095.85,0.00,597116.41,69979.44,21,N,3,"Architectural Resources, P.C.",505 Franklin Street,,Buffalo,NY,14202,USA,"505 Franklin Street
Buffalo, NY 14202
(42.900014, -78.872075)"
21X195,D005403,CONSTR: Baseball Field Lighting,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,06/11/2008,07/14/2010,766441.00,0.00,766441.00,0.00,4,N,0,South Shore Electric,145 Route 109,,West Babylon,NY,11704,USA,"145 Route
West Babylon, NY 11704"
28X354,T005399,CONSTR: South Campus Site and Storm Drainage Improvements Phase I,Closed,Design and Construction/Maintenance,Authority Contract - Competitive Bid,04/23/2008,10/01/2010,3864894.00,4425.00,3864894.00,0.00,9,N,1,Concrete Applied Technlgs Corp. /dba/ CATCO,1266 Town Line Road,,Alden,NY,14004,USA,"1266 Town Line Road
Alden, NY 14004
(42.924984, -78.578319)"
28X390,T005624,DESIGN: Commissioning BEB HVAC Improvments,Closed,Design and Construction/Maintenance,Authority Contract - Best Value,08/29/2011,10/31/2018,63958.31,6244.64,63958.31,0.00,0,N,0,"Bergmann Associates, Inc.",28 East Main Street,200 First Federal Plaza,Rochester,NY,14614,USA,"28 East Main Street
Rochester, NY 14614
(43.155926, -77.611567)"
