Lobbyist Firm/Sole Proprietor,Activity Date,Client,Person Lobbied,Person Lobbied Title,Lobbyist,Contact Nature,Subject Matter
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",04/15/2019,"ALLOY PROPERTY COMPANY, LLC", JOHN YONAN," SUPERINTENDENT, DEPARTMENT OF TRANSPORTATION",SEAN OSHEA ,Email,EMAIL TO SET UP CONFERENCE CALL
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",04/16/2019,"ALLOY PROPERTY COMPANY, LLC", JOHN YONAN," SUPERINTENDENT, DEPARTMENT OF TRANSPORTATION",SEAN OSHEA ,Phone Call,DISCUSS TRANSPORTATION ISSUES RELATED TO METRA AND 606
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",05/16/2019,"ALLOY PROPERTY COMPANY, LLC", JOHN YONAN," SUPERINTENDENT, DEPARTMENT OF TRANSPORTATION",SEAN OSHEA ,Email,DISCUSSION OF METRA STATION AND 606 EXTENSION
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",06/06/2019,"ALLOY PROPERTY COMPANY, LLC", JOHN YONAN," SUPERINTENDENT, DEPARTMENT OF TRANSPORTATION",SEAN OSHEA ,Email,DISCUSSION OF METRA AND TRANSPORTATION ISSUES AND CMAP APPLICATION
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",06/13/2019,"ALLOY PROPERTY COMPANY, LLC", JOHN YONAN," SUPERINTENDENT, DEPARTMENT OF TRANSPORTATION",SEAN OSHEA ,Email,SET UP CONFERENCE CALL ON CMAP FUNDING
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",06/17/2019,"ALLOY PROPERTY COMPANY, LLC", JOHN YONAN," SUPERINTENDENT, DEPARTMENT OF TRANSPORTATION",SEAN OSHEA ,Email,SET UP TO DISCUSS CMAP FUNDING
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",06/18/2019,"ALLOY PROPERTY COMPANY, LLC", JOHN YONAN," SUPERINTENDENT, DEPARTMENT OF TRANSPORTATION",SEAN OSHEA ,Phone Call,CALL TO DISCUSS CMAP FUNDING
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",06/19/2019,"ALLOY PROPERTY COMPANY, LLC", JOHN YONAN," SUPERINTENDENT, DEPARTMENT OF TRANSPORTATION",SEAN OSHEA ,Phone Call,DISCUSSION ON CMAP FUNDING
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",07/02/2019,"ALLOY PROPERTY COMPANY, LLC", JOHN YONAN," SUPERINTENDENT, DEPARTMENT OF TRANSPORTATION",SEAN OSHEA ,Meeting,DISCUSS INFRASTRUCTURE FUNDING AND NEEDS FOR CLYBOURN METRA STATION AND 606 EXTENSION
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",07/17/2019,"ALLOY PROPERTY COMPANY, LLC", JOHN YONAN," SUPERINTENDENT, DEPARTMENT OF TRANSPORTATION",SEAN OSHEA ,Email,MULTIPLE EMAILS CONCERNING CMAP SCORING FOR CMAQ AND STP APPLICATIONS FOR CLYBOURN METRA STATION AND 606 EXTENSION
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",07/23/2019,"ALLOY PROPERTY COMPANY, LLC", JOHN YONAN," SUPERINTENDENT, DEPARTMENT OF TRANSPORTATION",SEAN OSHEA ,Email,DISCUSSION OF CMAP AND FTA FUNDING REGARDING CLYBOURN METRA STATION AND 606 EXTENSION
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",07/23/2019,"ALLOY PROPERTY COMPANY, LLC", JOHN YONAN," SUPERINTENDENT, DEPARTMENT OF TRANSPORTATION",SEAN OSHEA ,Phone Call,CALL TO DISCUSS POTENTIAL MEETING WITH FTA REGARDING CLYBOURN METRA STATION AND 606 EXTENSION
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",08/01/2019,COVINGTON REALTY PARTNERS, JOHN YONAN," SUPERINTENDENT, DEPARTMENT OF TRANSPORTATION",SEAN OSHEA ,Email,DISCUSS FOREST PRESERVE AND IDOT ROAD PERMIT AND EASEMENT ISSUE
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",08/01/2019,COVINGTON REALTY PARTNERS, PETER  SILVESTRI, COOK COUNTY COMMISSIONER,SEAN OSHEA ,Email,EMAIL REGARDING COOK COUNTY FOREST PRESERVE AND IDOT ROAD PERMIT ISSUE
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",08/14/2019,"ALLOY PROPERTY COMPANY, LLC", JOHN YONAN," SUPERINTENDENT, DEPARTMENT OF TRANSPORTATION",SEAN OSHEA ,Email,DISCUSS FEDERAL FUNDING PROGRAMS FOR CLYBOURN METRA STATION AND 606 EXTENSION
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",08/19/2019,"ALLOY PROPERTY COMPANY, LLC", JOHN YONAN," SUPERINTENDENT, DEPARTMENT OF TRANSPORTATION",SEAN OSHEA ,Phone Call,DISCUSS FEDERAL FUNDING PROGRAM FOR CLYBOURN METRA STATION AND 606 EXTENSION
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",08/19/2019,COVINGTON REALTY PARTNERS, PETER  SILVESTRI, COOK COUNTY COMMISSIONER,SEAN OSHEA ,Email,"DISCUSSION OF ROAD EASEMENT ISSUE WITH COOK COUNTY FOREST PRESERVE, IDOT AND HOUSING DEVELOPMENT"
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",08/28/2019,COVINGTON REALTY PARTNERS, PETER  SILVESTRI, COOK COUNTY COMMISSIONER,SEAN OSHEA ,Email,DISCUSS FOREST PRESERVE REVIEW OF ROAD EASEMENT AND DEVELOPMENT AND IDOT PERMITTING ISSUE
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",09/10/2019,COVINGTON REALTY PARTNERS, PETER  SILVESTRI, COOK COUNTY COMMISSIONER,SEAN OSHEA ,Email,DISCUSS IDOT ROAD PERMIT AND FOREST PRESERVE EASEMENT AGREEMENT
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",09/11/2019,COVINGTON REALTY PARTNERS, PETER  SILVESTRI, COOK COUNTY COMMISSIONER,SEAN OSHEA ,Email,DISCUSS IDOT PERMIT ISSUE AND FOREST PRESERVE REVIEW
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",10/02/2019,COVINGTON REALTY PARTNERS, PETER  SILVESTRI, COOK COUNTY COMMISSIONER,SEAN OSHEA ,Email,DISCUSS FINAL APPROVAL OF FOREST PRESERVE REVIEW OF EASEMENT ISSUE AND IDOT PERMIT FOR DEVELOPMENT PROJECT
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",10/03/2019,COVINGTON REALTY PARTNERS, DELIO CALZOLARI," DIRECTOR OF LEGISLATIVE AND GOVERNMENTAL AFFAIRS, FOREST PRESERVE DISTRICT OF COOK COUNTY",SEAN OSHEA ,Email,DISCUSS COOK COUNTY FOREST PRESERVE REVIEW OF EASEMENT AND IDOT PERMITTING ISSUE FOR DEVELOPMENT
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS",10/29/2019,COVINGTON REALTY PARTNERS," DELIO CALZOLARI, JOHN STERENBERG"," DIRECTOR OF LEGISLATIVE AND GOVERNMENTAL AFFAIRS, FOREST PRESERVE DISTRICT OF COOK COUNTY, COUNSEL",SEAN OSHEA ,Email,COOK COUNTY FOREST PRESERVE REVIEW AND FINAL LETTER FOR PERMITTING AND EASEMENT ISSUE RELATED TO IDOT PERMIT AND DEVELOPMENT PROJECT
"ALIGHT SOLUTIONS, LLC",07/01/2019,"ALIGHT SOLUTIONS, LLC", TED BERGER, DEPUTY CHIEF OF STAFF,M. GARRETT HOHIMER ,Meeting,INTRODUCTION TO ALIGHT
"ALIGHT SOLUTIONS, LLC",08/22/2019,"ALIGHT SOLUTIONS, LLC"," DEANNA ZALAS, JEAN GALOVICH"," RISK MANAGEMENT, MANAGER, EMPLOYEE BENEFITS",M. GARRETT HOHIMER ,Meeting,INTRODUCE ALIGHT TO THE COUNTY
"ALIGHT SOLUTIONS, LLC",12/16/2019,"ALIGHT SOLUTIONS, LLC"," DEANNA ZALAS, JEAN GALOVICH"," RISK MANAGEMENT, MANAGER, EMPLOYEE BENEFITS",M. GARRETT HOHIMER ,Phone Call,FOLLOW UP ON PRIOR MEETING
"ALL-CIRCO, INC.",09/21/2015,"INDEPENDENT LIVING SYSTEMS, LLC", TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,JOHN KELLY JR. ,Meeting,INTRODUCTION OF INDEPENDENT LIVING SYSTEMS
"ALL-CIRCO, INC.",10/23/2015,"ALL-CIRCO, INC.", SEAN  MORRISON, COMMISSIONER,JOHN KELLY JR. ,Other,POLITICAL CONTRIBUTION TO VOTERS FOR SEAN MORRISON
"ALL-CIRCO, INC.",11/12/2015,"GOLD COAST TICKETS, LTD.", IVAN  SAMSTEIN, CFO,MICHAEL HOULIHAN ,Meeting,DISCUSSIONS REGARDING TICKET BROKER TAX
"ALL-CIRCO, INC.",11/18/2015,"RSD MISSION HILLS, LLC", TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,JOHN KELLY JR. ,Meeting,PROVENANCE SUBDIVISION PLATT SIGNING
"ALL-CIRCO, INC.",12/02/2015,"ALL-CIRCO, INC.", TIMOTHY O. SCHNEIDER," COOK COUNTY COMMISSIONER, 15TH DISTRICT",JOHN KELLY JR. ,Other,POLITICAL CONTRIBUTION FOR CITIZENS FOR TIMOTHY SCHNEIDER
"ALL-CIRCO, INC.",01/26/2016,BREAKTHRU BEVERAGE, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,JOHN KELLY JR. ,Meeting,ZONING PERMIT MEETING WITH PRESIDENT PRECKWINKLE AND TIM BLEUHER
"ALL-CIRCO, INC.",02/09/2016,"TELMATE, LLC", REGINE NAZAIRE, IT PROGRAM MANAGER,JAMES HOULIHAN ,Meeting,RFP EVALUATION COMMITTEE; TELMATE PRESENTATION
"ALL-CIRCO, INC.",04/18/2016,GENERIC PHARMACEUTICAL ASSOCIATION, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",JOHN KELLY JR. ,Meeting,MEETING TO DISCUSS DRUG DISPOSAL ORDINANCE
"ALL-CIRCO, INC.",05/15/2016,"TELMATE, LLC", REGINE NAZAIRE, IT PROGRAM MANAGER,JAMES HOULIHAN ,Phone Call,TELMATE CONTRACT
"ALL-CIRCO, INC.",06/02/2016,"TELMATE, LLC", REGINE NAZAIRE, IT PROGRAM MANAGER,JAMES HOULIHAN ,Meeting,TELMATE MEETING
"ALL-CIRCO, INC.",06/08/2016,"ALL-CIRCO, INC."," LUIS  ARROYO, JR.", COMMISSIONER,JOHN KELLY JR. ,Event,FUNDRAISER EVENT
"ALL-CIRCO, INC.",06/09/2016,"GREAT LAKES MEDICAID, INC", LETITIA  CLOSE, OFFICE OF THE PRESIDENT,JOHN KELLY JR. ,Phone Call,GREAT LAKES MEDICAID ADDENDUM
"ALL-CIRCO, INC.",06/17/2016,"TELMATE, LLC", REGINE NAZAIRE, IT PROGRAM MANAGER,JAMES HOULIHAN ,Meeting,TELMATE CONTRACT
"ALL-CIRCO, INC.",06/17/2016,"TELMATE, LLC", REGINE NAZAIRE, IT PROGRAM MANAGER,JAMES HOULIHAN ,Phone Call,TELMATE CONTRACT
"ALL-CIRCO, INC.",06/23/2016,TASER INTERNATIONAL, LAURA FELICIONE, COUNSEL AT COOK COUNTY,JOHN KELLY JR. ,Phone Call,TAZER CONTRACT
"ALL-CIRCO, INC.",06/27/2016,TASER INTERNATIONAL, LAURA FELICIONE, COUNSEL AT COOK COUNTY,JOHN KELLY JR. ,Phone Call,TAZER CONTRACT
"ALL-CIRCO, INC.",06/30/2016,TASER INTERNATIONAL, LAURA FELICIONE, COUNSEL AT COOK COUNTY,JOHN KELLY JR. ,Phone Call,TAZER CONTRACT
"ALL-CIRCO, INC.",08/11/2016,PRICEWATERHOUSECOOPERS PUBLIC SECTOR LLP, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,JOHN KELLY JR. ,Meeting,GENERAL CREDENTIAL PRESENTATION
"ALL-CIRCO, INC.",10/03/2016,AMERICAN BEVERAGE ASSOCIATION, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,JOHN KELLY JR. ,Meeting,MEETING REGARDING SODA POP TAX
"ALL-CIRCO, INC.",10/18/2016,"RSD MISSION HILLS, LLC", ARNOLD  RANDALL, GENERAL SUPERINTENDENT- FPDCC,JOHN KELLY JR. ,Meeting,TOURED CROW ISLAND WOODS IN WINNETKA
"ALL-CIRCO, INC.",01/09/2017,AMERICAN BEVERAGE ASSOCIATION, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,JOHN KELLY JR. ,Phone Call,PHONE CALL RE: BEVERAGE/SODA POP TAX
"ALL-CIRCO, INC.",01/31/2017,NEIGHBORS FOR CROW ISLAND WOODS, ARNOLD  RANDALL, GENERAL SUPERINTENDENT- FPDCC,JOHN KELLY JR. ,Phone Call,FOLLOW UP PHONE CALL RE: CROW ISLAND WOODS PROJECT AND FAYE LEVIN
"ALL-CIRCO, INC.",02/01/2017,AMERICAN BEVERAGE ASSOCIATION, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,JOHN KELLY JR. ,Phone Call,FOLLOW UP PHONE CALL RE: BEVERAGE/SODA POP TAX
"ALL-CIRCO, INC.",03/01/2017,CHICAGO AUTOMOBILE TRADE ASSOCIATION, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,JOHN KELLY JR. ,Phone Call,SET UP PARKING TAX MEETING ON BEHALF OF CHICAGO AUTO TRADE ASSOCIATION CHAKEETA MYLES
"ALL-CIRCO, INC.",04/04/2017,"NORESCO, LLC", TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,JOHN KELLY JR. ,Phone Call,EXISTING CONTRACT
"ALL-CIRCO, INC.",06/06/2017,PRICEWATERHOUSECOOPERS PUBLIC SECTOR LLP, IVAN  SAMSTEIN, CFO,JOHN KELLY JR. ,Phone Call,FOLLOW UP ON PENDING CONTRACT
"ALL-CIRCO, INC.",06/19/2017,PRICEWATERHOUSECOOPERS PUBLIC SECTOR LLP, IVAN  SAMSTEIN, CFO,JOHN KELLY JR. ,Phone Call,FOLLOW UP ON PENDING CONTRACT
"ALL-CIRCO, INC.",06/27/2017,"NORESCO, LLC", TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,JOHN KELLY JR. ,Phone Call,EXISTING CONTRACT
"ALL-CIRCO, INC.",08/29/2017,"NORESCO, LLC", JOHN  KELLER, PRESIDENT'S OFFICE,JOHN KELLY JR. ,Meeting,NORESCO ENERGY SAVINGS CONTRACT
"ALL-CIRCO, INC.",09/28/2017,ECOATM, RICHARD R. BOYKIN," COOK COUNTY COMMISSIONER, DISTRICT 1",JOHN KELLY JR. ,Meeting,CELL PHONE RECYCLING ORDINANCE
"ALL-CIRCO, INC.",12/11/2017,"TELMATE, LLC", SHANNON  ANDREWS, CHIEF PROCUREMENT OFFICER,JAMES HOULIHAN ,Meeting,"BID MEETING WITH CHIEF PROCUREMENT OFFICER'S STAFF. SHANNON ANDREWS WAS NOT PRESENT IN THE MEETING, HOWEVER THIS WAS A FORMAL BID MEETING RE: TELECOMMUNICATION EQUIPMENT IN COOK COUNTY JAIL."
"ALL-CIRCO, INC.",06/26/2018,INLAND REAL ESTATE GROUP, JAY STEWART, DEPUTY BUREAU CHIEF,JOHN KELLY JR. ,Meeting,GENERAL INFORMATIONAL MEETING
"ALL-CIRCO, INC.",09/10/2018,ARMACELL LLC, TONI  PRECKWINKLE, COOK COUNTY BOARD PRESIDENT,JOHN KELLY JR. ,Phone Call,NOTIFY PRESIDENT PRECKWINKLE OF ARMACELL PLANT CLOSING IN COOK COUNTY PER ARMACELL EMPLOYEE UNION AGREEMENT
"ALL-CIRCO, INC.",09/19/2018,ELECTION SYSTEMS AND SOFTWARE, KAREN  YARBROUGH, COOK COUNTY RECORDER OF DEEDS,JOHN KELLY JR. ,Meeting,ELECTION SOFTWARE PROTEST
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, BRIDGET GAINER," COOK COUNTY COMMISSIONER, 10TH DISTRICT",LYMAN WELCH ,Email,EMAILED LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
"CITIBANK, N.A.",03/10/2016,"CITIBANK, N.A.", PAT  NESTER, CCTO CFO,KEVIN WRENN ,Meeting,ACH SAME DAY INITIATIVE.
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, BRIDGET GAINER," COOK COUNTY COMMISSIONER, 10TH DISTRICT",MOLLY FLANAGAN ,Letter,LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, DEBORAH SIMS," COOK COUNTY COMMISSIONER, 5TH DISTRICT",LYMAN WELCH ,Email,EMAILED LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, DEBORAH SIMS," COOK COUNTY COMMISSIONER, 5TH DISTRICT",MOLLY FLANAGAN ,Letter,LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, GREGG GOSLIN," COOK COUNTY COMMISSIONER, 14TH DISTRICT",LYMAN WELCH ,Email,EMAILED LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, GREGG GOSLIN," COOK COUNTY COMMISSIONER, 14TH DISTRICT",MOLLY FLANAGAN ,Letter,LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, JEFFREY  TOBOLSKI, COMMISSIONER- 16TH DISTRICT,LYMAN WELCH ,Other,SENT WEB MESSAGE WITH LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, JEFFREY  TOBOLSKI, COMMISSIONER- 16TH DISTRICT,MOLLY FLANAGAN ,Other,WEB FORM SUBMISSION OF LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES," JERRY ""ICEMAN"" BUTLER"," COOK COUNTY COMMISSIONER, 3RD DISTRICT",LYMAN WELCH ,Email,EMAILED LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES," JERRY ""ICEMAN"" BUTLER"," COOK COUNTY COMMISSIONER, 3RD DISTRICT",MOLLY FLANAGAN ,Letter,LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, JESUS GARCIA," COOK COUNTY COMMISSIONER, 7TH DISTRICT",LYMAN WELCH ,Email,EMAILED LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, JESUS GARCIA," COOK COUNTY COMMISSIONER, 7TH DISTRICT",MOLLY FLANAGAN ,Letter,LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, JOAN PATRICIA MURPHY," COOK COUNTY COMMISSIONER, 6TH DISTRICT",LYMAN WELCH ,Email,EMAILED LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, JOAN PATRICIA MURPHY," COOK COUNTY COMMISSIONER, 6TH DISTRICT",MOLLY FLANAGAN ,Letter,LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, JOHN DALEY," COOK COUNTY COMMISSIONER, 11TH DISTRICT",LYMAN WELCH ,Email,EMAILED LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, JOHN DALEY," COOK COUNTY COMMISSIONER, 11TH DISTRICT",MOLLY FLANAGAN ,Letter,LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, JOHN FRITCHEY," COOK COUNTY COMMISSIONER, 12TH DISTRICT",LYMAN WELCH ,Email,EMAILED LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, JOHN FRITCHEY," COOK COUNTY COMMISSIONER, 12TH DISTRICT",MOLLY FLANAGAN ,Letter,LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",LYMAN WELCH ,Email,EMAILED LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, LARRY SUFFREDIN," COOK COUNTY COMMISSIONER, 13TH DISTRICT",MOLLY FLANAGAN ,Letter,LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES," LUIS  ARROYO, JR.", COMMISSIONER,LYMAN WELCH ,Email,EMAILED LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES," LUIS  ARROYO, JR.", COMMISSIONER,MOLLY FLANAGAN ,Letter,LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, PETER  SILVESTRI, COOK COUNTY COMMISSIONER,LYMAN WELCH ,Email,EMAILED LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, PETER  SILVESTRI, COOK COUNTY COMMISSIONER,MOLLY FLANAGAN ,Letter,LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, RICHARD R. BOYKIN," COOK COUNTY COMMISSIONER, DISTRICT 1",LYMAN WELCH ,Email,EMAILED LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, RICHARD R. BOYKIN," COOK COUNTY COMMISSIONER, DISTRICT 1",MOLLY FLANAGAN ,Letter,LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, ROBERT STEELE," COOK COUNTY COMMISSIONER, 2ND DISTRICT",LYMAN WELCH ,Email,EMAILED LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, ROBERT STEELE," COOK COUNTY COMMISSIONER, 2ND DISTRICT",MOLLY FLANAGAN ,Letter,LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
COMED,05/28/2016,COMMONWEALTH EDISION COMPANY, STANLEY  MOORE, COMMISSIONER,MARLOW COLVIN ,Meeting,GOODWILL MEAL FOR 4 FOLKS.
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, SEAN  MORRISON, COMMISSIONER,LYMAN WELCH ,Email,EMAILED LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, SEAN  MORRISON, COMMISSIONER,MOLLY FLANAGAN ,Letter,LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, STANLEY  MOORE, COMMISSIONER,LYMAN WELCH ,Email,EMAILED LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, STANLEY  MOORE, COMMISSIONER,MOLLY FLANAGAN ,Letter,LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
ALLIANCE FOR THE GREAT LAKES,05/25/2016,ALLIANCE FOR THE GREAT LAKES, TIMOTHY O. SCHNEIDER," COOK COUNTY COMMISSIONER, 15TH DISTRICT",LYMAN WELCH ,Email,EMAILED LETTER SEEKING SUPPORT FOR A PROPOSED PHARMACEUTICAL DISPOSAL ORDINANCE (16-1983)
