Case Number,Open Date,Close Date,Description,Year,Type,Sub-Type
20649,07/25/2008,08/08/2008,"Reported by WSSC on 07/25/2008 at 10:30AM: - Report of overflowing manhole cover at 3900 woodlawn road, chevy chase whereupon 2 gallons per minute of liquids are going into storm drain.  A WSSC crew is en-route to make repairs.",2008,Water Quality,Overflows
20660,07/29/2008,08/19/2008,Referred by Greg Mallick from call tracking: - Notification. Main Line stoppage at 16505 Calvary Dr. Rockville Md  Work order#8127771. Could have done severe property damage at that location. DEP is on list for notification. She did not leave a contact number,2008,Water Quality,Overflows
20671,08/01/2008,08/18/2008,Hotline Message received on 7/31/08 at 3:50 pm.  Sewage leak at Air Rights Center right next to trail that runs underneath the building. It is raw sewage.,2008,Water Quality,Overflows
20706,08/08/2008,08/18/2008,"WSSC sanitary overflow, 13639 Valley Oak Circle in Rockville MD. Cause of overflow was roots from customers clean out at there property line, start time was at 9:30p.m. end time was 10:40 p. m. total of 35 gallons, it has been relieved",2008,Water Quality,Overflows
20716,08/11/2008,08/18/2008,"WSSC Sewer service leak. 5805 Bent Branch Rd. Bethesda MD 20816, less than a half a gallon per hour, found it at 11:30 a.m. still ongoing",2008,Water Quality,Overflows
20721,08/13/2008,09/09/2008,"Referred by Greg Mallick from DEP Call tracking:  WSSC Radio Station. SSO at 12301 Academy Way, Rockville, in the right-of-way.  An estimated half gallon per minute is escaping from the sanitary sewer pipe and is entering an unknown creek.  The caller did not say when this occurred: 8/13/2008 8:32 AM.",2008,Water Quality,Overflows
20754,08/25/2008,09/08/2008,"Reported by WSSC on 08/24/08 at 1:56PM: - Report of overflowing manhole at 10020 river road in potomac which is overflowing approximately 1 gallon per hour into a grassy hour, and not effecting any water sources.",2008,Water Quality,Overflows
20786,09/03/2008,09/24/2008,"As reported by WSSC on 09/03/2008 at 11:15AM: - report of overflowing manhole cover on Beech Drive, closest to the address of 8923 Connecticut Avenue.  The manhole is overflowing approximately 5 gallons per minute directly into Rock Creek.  A WSSC crew is at the site making repairs",2008,Water Quality,Overflows
20789,09/04/2008,09/23/2008,Steve Shofar received a call from Mark Miller at NIH regarding a sewage discharge at 5215 Cedar Lane in Bethesda. (Carriage Hill Nursing Home).  He said sewage was going into Rock Creek.,2008,Water Quality,Overflows
20802,09/08/2008,09/17/2008,"Referred by greg mallick from call tracking: - WSSC/SSO event.  5508 Manorfield Rd. Rockville MD. It is entering a waterway, overflowing manhole approx. 1 gallon every five minutes. They do not know name of waterway as of yet, still under investigation. Crew is enroute. Call was made on Sept. 7 2008 at 8:14 p.m. 9/8/2008 8:53 AM",2008,Water Quality,Overflows
20840,09/19/2008,09/24/2008,"Overflow occurred on 09/04/2008: - WORK ORDER(S): 8263386 8262529, SOURCE-GRINDER PUMP 00439285800, WATER BODY AFFECTED-NORTHWEST BRANCH, ADDRESS: 104 ASHTON KNOLLS LN, ASHTON, CAUSE: INSTRUMENTATION/MECHANICAL FAILURE EST OVERFLOW VOLUME: 50 GALS., UPON ARRIVAL, THE CREW FOUND THAT A MECHANICAL FAILURE OF A GRINDER PUMP AND BROKEN PIPE CAUSED AN OVERFLOW OF APPROXIMATELY 50 GALLONS. THE CREW REPLACED 6  OF PIPE AND INSTALLED A NEW VALVE ON THE GRINDER
PUMP. THIS LINE IS ON A PRESSURE SEWER (GRINDER PUMP) AND IS NOT CCTVABLE. VISIBLE SOLIDS REMOVED GRADING OF AREA",2008,Water Quality,Overflows
20847,09/22/2008,10/07/2008,Reported by WSSC on 09/19/2008 at 2:45PM: - report of overflowing manhole at 7801 Charleston Drive in Bethesda overflowing approximately 1/2 gallon per minute and not effecting any water sources.,2008,Water Quality,Overflows
20863,09/24/2008,10/07/2008,Report of overflowing manhole at 16421 Equestrian Lane in Rockville.  The incident began on 09/23/2008 at 7:03PM and overflowed approximately one gallon per minute.,2008,Water Quality,Overflows
20867,09/25/2008,10/30/2008,"Report overflowing manhole cover at 18713 Paprika Court in Germantown began at 12:30PM and ended at 1:45PM.  Overflow approximate 1 gallon, did not effect any water sources",2008,Water Quality,Overflows
20912,10/06/2008,10/20/2008,"As reported by WSSC on 10/06/2008: - Report of overflowing manhole cover overflowing approximnately 2 gallons per minute but not effecting any water sources at 7926 Long Ridge Court, Cabin John",2008,Water Quality,Overflows
20921,10/08/2008,10/30/2008,"Referred by Wssc on 10/03/2008: - WORK ORDER(S): 8351348 8351199, EST DATE AND TIME SSO BEGAN: 10/03/2008 01:55PM DURATION: 2.83 HRS, SOURCE-OVERFLOWING MH MH13018026 WATER BODY AFFECTED-MUDDY BRANCH, CLOSEST STREET ADDRESS: 16529 FREDRICKRD., CAUSE: ROOTS EST OVERFLOW VOLUME: 340 GAL
UPON ARRIVAL THE CREW FOUND MANHOLE 026M OVERFLOWING 2 GALLONS Per MINUTE INTO A STORM DRAIN AT FREDERICK RD AND ROCKVILLE PK. THEY JETTED FROM MANHOLE 025M TO 026M 242 FEET AND REMOVED ROOTS AT 200 FEET TO STOP THE OVERFLOW. FLUSHED BACK INTO MANHOLE
THERE WAS NO NEED TO POST SIGNS BECAUSE THE SEWAGE DRIED UP BEFORE
ENETERING THE STORM DRAIN (PER CREW).",2008,Water Quality,Overflows
20923,10/08/2008,11/05/2008,"WSSC reported an SSO on 10/11/08 at 2:00 pm near 8029 Riverside Drive, Glen Echo (ADC Map 40-A1).  Overflowing at a rate of 1 gallon/minute and entering an unknown creek.",2008,Water Quality,Overflows
20942,10/13/2008,11/24/2008,As reported by WSSC on 10/08/08: - Report of overflowing manhole discovered during WSSC was conducting routine inspections.  Overflow of approximately 5 gallons per minute for a total of 60 gallons that drained into a unknown creek.  The location of the overflow was 6504 80th Street in Cabin John.,2008,Water Quality,Overflows
20958,10/16/2008,10/31/2008,Reported by WSSC on 10/15/2008 at 5:15PM: - report of overflowing manhole cover within the 4600 block of Randolph Road which leaked approximately 1 gallon per minute of liquid only.  WSSC has been to site and made repairs,2008,Water Quality,Overflows
21002,10/29/2008,12/02/2008,"Reported by WSSC: - WSSC Overflow manhole. 3 gallons per minute going to unidentified creek. Crews en route. 10/29/2008 10:52 AM, Location: 7400 Westlake Terrace, Bethesda",2008,Water Quality,Overflows
21043,11/13/2008,12/02/2008,referred by greg mallick from call tracking: - WSSC Overflow. 3818 Terrawood Ct. Rockville MD. 10 gallons on grassy area no waterways affected. Occurred yesterday at 2p.m.,2008,Water Quality,Overflows
21044,11/13/2008,01/05/2009,"Referred by Greg Mallick from Call Tracking:  WSSC Sanitary Sewer Overflow event: 16300 Spring Water Ct., Rockville, MD.  Starting time: 10:27AM.   Cause unknown; overflowing at 2 gallons per minute. Sewage is not entering any waterways at this time.  A WSSC repair crew is en route. 11/13/2008 11:45 AM",2008,Water Quality,Overflows
21053,11/18/2008,12/08/2008,"Referred by Greg Mallick from call tracking: - WSSC Overflow. At 1722 Elton Rd. Silver Spring MD. Map 5287E7. Total of 1 1/2 gallons, crew arrived on scene at 10:45a.m. had it stopped within 5 minutes. No waterways were affected.",2008,Water Quality,Overflows
21063,11/24/2008,12/10/2008,"Referred by ho-ching from call tracking: - Over flow started at 10:02 a.m. on non WSSC property, not WSSC manhole. 3 gallons/minute. Crew enroute.  11/21/2008 1:05 PM. 13508 New Hampshire Ave. Silver Spring",2008,Water Quality,Overflows
21065,11/24/2008,12/03/2008,Referred by greg mallick from call tracking: - Overflow manhole occurred yesterday 11/23/08 at 5:30p.m. and ended at 6:50p.m. Grease in mainline caused overflow. 2 gallons per minute total of 160 gallons. No waterways were affected. Location is: 5430 Wisconsin avenue.,2008,Water Quality,Overflows
21068,11/25/2008,12/01/2008,As reported on DEP hot line by WSSC on 11/24/2008 at 10:28PM:  Report of an overflowing manhole at 602 Ridgemont Avenue in Rockville. Total quantity: <1 gallon.  The area has been cleaned up and limed.,2008,Water Quality,Overflows
21077,11/28/2008,12/30/2008,Reported by WSSC on 11/27/2008 at 2:45PM: - Report of overflowing manhole cover at 3208 Hitchcock Court in olney with a total of 50 gallons.,2008,Water Quality,Overflows
21085,12/02/2008,12/30/2008,"Reported by WSSC on 12/01/2008 at 7:08PM: - Report of overflowing manhole at 19300 Watkins Mill Road in Gaithersburg of approximately 2 gallons per minute with an estimated overflow of 400 gallons.  The line has been clear, problem due to roots growth within line.",2008,Water Quality,Overflows
21104,12/08/2008,12/29/2008,"Referred by greg mallick from call tracking: - WSSC overflow. start time 1:11 p.m. ended at 11:00 p.m. 2 gallons per minute for a total of 1178 gallons. No record of waterways affected. The crew jetted the main total of 162 ft. Crew is scheduled to go back to the site today, there is still a blockage.  the location is 5400 shoemaker farm lane in Friendship Heights. map grid: Map #54 #07F7. 12/8/2008 8:56",2008,Water Quality,Overflows
21113,12/09/2008,01/09/2009,Received from ho-ching from call tracking: - WSSC called to report that 25 gallons of sewer liquid was spilled into Sligo Creek when they were jetting the main line located across the creek. The spill is located at 9800 in the right of way of Dameron Dr. in Silver Spring.  12/4/2008,2008,Water Quality,Overflows
21127,12/15/2008,12/31/2008,"Reported by WSSC on 12/14/2008 at 3:04PM: - report of overflowing manhole within street at 252 Park Avenue in Takoma Park, overflowing approximately 2 gallons per minute of liquid sewage due to a backup in the main line.  A crew is at site, trying to clear the line.",2008,Water Quality,Overflows
21146,12/22/2008,01/12/2009,Referred by Ho-Ching from call tracking: - Sewer Overflow at manhole at 14100 Weeping Willow Dr. 20 gallons/minute going into an unknown creek. Crew enroute,2008,Water Quality,Overflows
21158,12/24/2008,01/28/2009,"Reported by WSSC on 12/23/2008 at 8:13PM: - Report of overflowing manole cover at 15309 valencia Street in silver Spring. Manhole overflowing into a unknown creek, approximately 1 gallon per minute of liquid only, of a total of 166 gallons, it has been relieved at this time, and 9 signs were posted. No other remediation was needed at this time.",2008,Water Quality,Overflows
21175,01/05/2009,01/12/2009,"Referred by greg mallick from call tracking: - WSSC Sanitary Sewer Overflow at 800 Lowander Lane. Overflow is going into creek in that area. Start time was at 2:06 p.m. End time 9:50 p.m. total amount was 232 gallons, they have made temporary repairs to the pipe. Caller left no other details.",2009,Water Quality,Overflows
21176,01/05/2009,02/12/2009,"Referred by greg mallick from call tracking: - WSSC Overflow manhole. Sat. Jan 3rd. Crew cleaned it up, finished cleaning at 2:45p.m. did not  get into any waterways",2009,Water Quality,Overflows
21195,01/08/2009,01/27/2009,"Referred by greg mallick from call tracking: - WSSC Overflow Manhole 013 uniform. 2 gallons per minute, liquid running down street along curb. started at 7:50 a.m. Crew is enroute.",2009,Water Quality,Overflows
21217,01/13/2009,05/19/2009,"reported on 01/12/09 at 4:37PM: - report of overflowing manhole cover at 7309 Garland Avenue, Takoma Park overflowing approximately 22 gallons per day.",2009,Water Quality,Overflows
21238,01/21/2009,02/20/2009,Report of overflowing manhole cover located at 11449 Oak Leaf Dr. Silver Spring MD 20901,2009,Water Quality,Overflows
21248,01/23/2009,04/07/2009,"Referred by Greg Mallick from call tracking: - WSSC Overflow. 5 gallons per minute, is entering stormdrain. Crew is on site to repair.  Location is 10424 Cartwright Place, Gaithersburg.",2009,Water Quality,Overflows
21286,02/04/2009,02/17/2009,Reported by WSSC on 02/03/2009 at 11:50PM: - Report of overflowing manhole cover located at 2922 Strauss terrace in Silver Spring.  Report of approximate 5 gallons total which ran down into nearby storm drain.  Repairs have been made.,2009,Water Quality,Overflows
21320,02/12/2009,03/04/2009,"Referred by Greg Mallick from call tracking: - WSSC Overflow at 1401 Dennis Ave. Silver Spring. 12:16p.m. 3 gallons per minute, entered Sligo Creek.  2/11/2009 2:23 PM",2009,Water Quality,Overflows
21343,02/20/2009,03/03/2009,Reported by WSSC on 02/19/2009 at 4:50PM: - Report of overflowing manhole cover at 4400 Jones bridge Road in Rockville which overflowed approximately ten gallons total into a storm drain.  WSSC crew placed lyme down.  Overflow occurred at 11AM this morning.,2009,Water Quality,Overflows
21357,02/23/2009,03/17/2009,"As reported by WSSC on 02/23/2009 at 1:45PM: - Report of overflowing manhole cover which occurred on 02/21/2009 at 7:30PM during cleanout at property line at 805 Sligo creek Parkway, takoma park; total amount 10 gallons.",2009,Water Quality,Overflows
21359,02/23/2009,03/02/2009,Reported by WSSC on 02/23/09 at 3:45PM: - report of overflowing manhole cover at 6 Jonesville Court in Poolesville with a total of approximate 10 gallons. overflow occurred on 02/23/2009 at 10:17AM.,2009,Water Quality,Overflows
21390,03/05/2009,03/10/2009,"Reported by WSSC on 03/05/09 at 10:20AM: - report of overflowing manhole cover at 6 Jonesville Road in Poolesville.  Report of a total of 10 gallons, did not effect any waterways.",2009,Water Quality,Overflows
21393,03/06/2009,04/03/2009,"Reported by WSSC on 03/05/09 at 11:07AM on hotline: - Report of overflowing manhole cover at 635 East University Blvd., Silver Spring/20901 of approximately 1 gallon total.  Cause: broken pipe on customer's property.",2009,Water Quality,Overflows
21398,03/09/2009,03/11/2009,Reported by WSSC on 03/06/2009 at 11:15PM on hot line:  MCDEP received a report of an overflowing manhole cover within the 1700 block of East-West Highway in Silver Spring flowing approximately 30-gallons per minute into a nearby creek.  Cause: 30-inch main with hole.,2009,Water Quality,Overflows
21399,03/09/2009,03/10/2009,"Reported by WSSC on 03/08/09 at 6:28PM on hotline: - Report of overflowing manhole cover at 11514 Joseph Mill Road, Silver spring draining approximately 2 gallons per minute.  Cause reported as unknown.",2009,Water Quality,Overflows
21403,03/09/2009,03/31/2009,Referred by Greg Mallick from call tracking: - WSSC SSO Event. 12:18 p.m. it stopped at 4:00 p.m. 100 gallons at 2 gallons per minute. did not enter any stormdrains or waterways.  19550 Montgomery Village Ave,2009,Water Quality,Overflows
21411,03/10/2009,04/22/2009,Reported by WSSC on 03/09/09 at 5:09 PM: Report of an overflowing sanitary sewer manhole at 10000 Oaklyn Drive in Potomac.  The manhole is draining approximately 3 gallons per minute into an unnamed creek.  The cause is reported as unknown at this time.,2009,Water Quality,Overflows
21412,03/10/2009,04/17/2009,Reported by WSSC on 03/09/09 at 7:55PM on hotline: - Report of overflowing manhole cover at 11803 Ashley Drive in Rockville.  No other information provided on recording.,2009,Water Quality,Overflows
21442,03/16/2009,03/19/2009,Referred by Greg Mallick from call tracking: - WSSC Overflow at 6012 Roseland Dr. Rockville MD Map- 5285 A04.  Began at 4:45 p.m. on 3/13/09 ended at 7:30 p.m. Cause was an overflow clean out. Total amount was less than a gallon. Call was made at 1:27 a.m. on March 14th. 3/16/2009 9:17 AM,2009,Water Quality,Overflows
