Competitive Bid Service Area ID,Competitive Bid Service Area Name,Company Name,DBA Name,Address,Address 2,City,State,Zip,Zip Plus 4,Phone,Toll-Free Telephone,Product Category Name,Competitive Bid
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,2419S COLLEGE RD,,LAFAYETTE,LA,70508,,(337)269-4666,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,6533 PROMLER ST NW,,NORTH CANTON,OH,44720,,(330)319-2000,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,2450 SMITH ST I-K,,KISSIMMEE,FL,34744,,(407)297-0100,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,21A HEYMAN LN,,ALEXANDRIA,LA,71303,,(318)442-1133,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE INC,7929 RUFFNER AVE,,VAN NUYS,CA,91406,,(818)442-6100,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,125 JOHN ROBERTS RD,19A AND 20,SOUTH PORTLAND,ME,04106,,(207)245-6040,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,2157 BORDEN AVE,,LONG ISLAND CITY,NY,11101,,(718)361-2243,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,744 ULSTER AVE,,KINGSTON,NY,12401,,(845)336-3333,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,12 PETRA LN,STE 2,ALBANY,NY,12205,,(518)452-4951,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,3116 WATSON BLVD,,ENDWELL,NY,13760,,(607)754-3511,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,5 WESTCHESTER PLZ,,ELMSFORD,NY,10523,,(914)592-1410,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,1074 PULASKI ST 1,,RIVERHEAD,NY,11901,,(631)727-5490,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,265 EXECUTIVE DR,,PLAINVIEW,NY,11803,,(631)727-5490,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,1250 SCOTTSVILLE RD 80,,ROCHESTER,NY,14624,,(585)436-4910,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,254 WISNER AVE A,,MIDDLETOWN,NY,10940,,(845)342-0797,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,6103E MOLLOY RD,,EAST SYRACUSE,NY,13057,,(315)463-5217,,Automatic External Defibrillators (AEDS),N
,,APRIA HEALTHCARE LLC,APRIA HEALTHCARE LLC,8427 NE CORNELL RD,STE 600,HILLSBORO,OR,97124,,(503)716-1184,,Automatic External Defibrillators (AEDS),N
,,PZF CORP,PZF MANAGEMENT CO. INC,122N CENTRAL AVE,,VALLEY STREAM,NY,11580,,(516)812-6110,,Automatic External Defibrillators (AEDS),N
,,HEALTH AID DRUGS INC,HEALTH AID DRUGS INC,212 PALISADE AVE,,JERSEY CITY,NJ,07306,,(201)653-1441,,Automatic External Defibrillators (AEDS),N
,,"AIR-WAY MEDICAL, INC.",AIR WAY MEDICAL,437 E LINE ST,,BISHOP,CA,93514,,(760)872-1117,,Automatic External Defibrillators (AEDS),N
,,"MEDIDEX, INC",BACH MEDICAL SUPPLY,1711 E SUNSHINE ST,,SPRINGFIELD,MO,65804,,(417)883-1400,,Automatic External Defibrillators (AEDS),N
,,"MEDIDEX, INC",BACH MEDICAL SUPPLY,1765 S KENTWOOD,,SPRINGFIELD,MO,65804,,(417)447-3583,,Automatic External Defibrillators (AEDS),N
,,JAIROS MEDICAL EQUIPMENT INC.,"JAIROS MEDICAL EQUIPMENT, INC",1823 PONCE DE LEON BLVD,,CORAL GABLES,FL,33134,,(305)529-9976,,Automatic External Defibrillators (AEDS),N
,,BROWNING'S PHARMACY AND HEALTH CARE,BROWNING'S PHARMACY AND HEALTH CARE,141E HIBISCUS BLVD,,MELBOURNE,FL,32901,,(321)725-6320,,Automatic External Defibrillators (AEDS),N
,,BROWNING'S PHARMACY AND HEALTH CARE,BROWNINGS PHARMACY AND HEALTH CARE,13000 W COLONIAL DR,,WINTER GARDEN,FL,34787,,(407)650-9585,,Automatic External Defibrillators (AEDS),N
,,RUSSELL MEDICAL INC,RUSSELL MEDICAL INC,4410 DILLON LN,STE 17,CORPUS CHRISTI,TX,78415,,(361)808-7382,,Automatic External Defibrillators (AEDS),N
,,MDK VENTURES L.L.C.,MDK VENTURES,1180 JACARANDA BLVD,,VENICE,FL,34292,,(941)497-2273,,Automatic External Defibrillators (AEDS),N
,,MDK VENTURES L.L.C.,MEDICAL DEPARTMENT STORE,8595 COLLEGE PKWY,STE 170,FORT MYERS,FL,33919,,(239)482-6111,,Automatic External Defibrillators (AEDS),N
,,MDK VENTURES L.L.C.,MEDICAL DEPARTMENT STORE,4265 TAMIAMI TRL E,,PORT CHARLOTTE,FL,33980,,(941)743-6644,,Automatic External Defibrillators (AEDS),N
,,MDK VENTURES L.L.C.,MEDICAL DEPARTMENT STORE,3672 WEBBER ST,,SARASOTA,FL,34232,,(941)923-7556,,Automatic External Defibrillators (AEDS),N
,,PATERSON DRUG INC,PATERSON DRUG INC,430 MADISON AVE,,PATERSON,NJ,07524,,(973)278-5808,,Automatic External Defibrillators (AEDS),N
,,HUB'S HOME OXYGEN & MEDICAL SUPPLIES,HUBS HOME OXYGEN AND MEDICAL SUPPLI,740 HIGH ST 1002,,WILLIAMSPORT,PA,17701,,(570)326-6521,,Automatic External Defibrillators (AEDS),N
,,HUB'S HOME OXYGEN & MEDICAL SUPPLIES,HUB'S HOME OXYGEN & MEDICAL SUPPLIE,86 MAIN ST,,WELLSBORO,PA,16901,,(570)724-1515,,Automatic External Defibrillators (AEDS),N
,,HUB'S HOME OXYGEN & MEDICAL SUPPLIES,HUBS HOME OXYGEN AND MEDICAL SUPPLI,948 BELLEFONTE AVE,,LOCK HAVEN,PA,17745,,(570)893-7550,,Automatic External Defibrillators (AEDS),N
,,HUB'S HOME OXYGEN & MEDICAL SUPPLIES,HUB'S HOME OXYGEN & MEDICAL SUPPLIE,131 JPM RD,STE D,LEWISBURG,PA,17837,,(570)522-8060,,Automatic External Defibrillators (AEDS),N
,,PONSI SHOES INC,PONSI SHOES INC,13389 STATE ROUTE 30,,NORTH HUNTINGDON,PA,15642,,(724)864-2210,,Automatic External Defibrillators (AEDS),N
,,PHYSICAL THERAPY SERVICES INC,PUERTO RICO PROSTHETICS,ATENAS MEDICAL & SHOPPING CENTER,URB ATENAS SUITE 4 & 6,MANATI,PR,00674,,(787)854-5055,,Automatic External Defibrillators (AEDS),N
,,PHYSICAL THERAPY SERVICES INC,PUERTO RICO PROSTHETICS PHYSICAL TH,965 AVE AMERICO MIRANDA,,SAN JUAN,PR,00921,,(787)756-6868,,Automatic External Defibrillators (AEDS),N
,,ACADIA MEDICAL SUPPLY INC.,ACADIA MEDICAL SUPPLY INC,274 MAIN ST,,FORT FAIRFIELD,ME,04742,,(207)472-1234,,Automatic External Defibrillators (AEDS),N
,,ACADIA MEDICAL SUPPLY INC.,"ACADIA MEDICAL SUPPLY, INC",62 W MAIN ST,STE 105,FORT KENT,ME,04743,,(207)834-6789,,Automatic External Defibrillators (AEDS),N
,,ACADIA MEDICAL SUPPLY INC.,"ACADIA MEDICAL SUPPLY, INC",830 MAIN ST,STE B-1,PRESQUE ISLE,ME,04769,,(207)769-2100,,Automatic External Defibrillators (AEDS),N
,,ACADIA MEDICAL SUPPLY INC.,"ACADIA MEDICAL SUPPLY, INC",104 BANGOR ST,STE B,HOULTON,ME,04730,,(207)532-7100,,Automatic External Defibrillators (AEDS),N
,,CALIGOR RX INC.,CALIGOR PHARMACY,1226 LEXINGTON AVE,,NEW YORK,NY,10028,,(212)369-6000,,Automatic External Defibrillators (AEDS),N
,,REHABTECH SUPPLY CORPORATION,REHABTECH SUPPLY,655 W GRAND AVE,STE 100,ELMHURST,IL,60126,,(888)800-9445,,Automatic External Defibrillators (AEDS),N
,,HERON SURGICAL SUPPLY INC.,HERON SURGICAL SUPPLY CO. INC.,16830 89TH AVE,,JAMAICA,NY,11432,,(718)291-8788,,Automatic External Defibrillators (AEDS),N
,,PINE DRUG INC.,ALOHA PHARMACY,15611 BROOKHURST ST,,WESTMINSTER,CA,92683,,(714)839-1267,,Automatic External Defibrillators (AEDS),N
,,SEVENTH STREET MEDICAL SUPPLY INC,SEVENTH STREET MEDICAL SUPPLY INC,307 E PENNSYLVANIA BLVD,,FEASTERVILLE TREVOSE,PA,19053,,(215)396-2450,,Automatic External Defibrillators (AEDS),N
,,THOMAS PHARMACY GARDINER CENTER LLC,THOMAS PHARMACY GARDINER CENTER LLC,170 BEACON ST,,LAUREL,MS,39440,,(601)428-5977,,Automatic External Defibrillators (AEDS),N
,,PRECISION HEALTHCARE INC,"PRECISION HEALTHCARE, INC.",441 DONELSON PIKE,STE 395,NASHVILLE,TN,37214,,(615)367-1444,,Automatic External Defibrillators (AEDS),N
,,COONEY MEDICAL INC.,COONEY MEDICAL INC,633 SCRANTON CARBONDALE HWY,,EYNON,PA,18403,,(570)876-5252,,Automatic External Defibrillators (AEDS),N
,,AEROCARE HOME MEDICAL INC,"AEROCARE HOME MEDICAL, INC.",2210 MILL STREET SUITE E,,LUCEDALE,MS,39452,,(601)791-7177,,Automatic External Defibrillators (AEDS),N
,,MOBILITY MEDICAL INC,"MOBILITY MEDICAL, INC",554 PARK LANE,,FLOWOOD,MS,39232,,(601)932-1001,,Automatic External Defibrillators (AEDS),N
,,THEMEPARK MOBILITY INC,FLORIDA MOBILITY PRODUCTS,8451 S JOHN YOUNG PKWY,,ORLANDO,FL,32819,,(407)363-3535,,Automatic External Defibrillators (AEDS),N
,,COOK CHILDREN'S HOME HEALTH,COOK CHILDREN'S HOME HEALTH,1101 W VICKERY BLVD,,FORT WORTH,TX,76104,,(682)885-6294,,Automatic External Defibrillators (AEDS),N
,,COOK CHILDREN'S HOME HEALTH,COOK CHILDRENS HOME HEALTH,2225 WEST BRAKER LANE,BUIDLING 11,AUSTIN,TX,78758,,(512)832-6254,,Automatic External Defibrillators (AEDS),N
,,COOK CHILDREN'S HOME HEALTH,COOK CHILDREN'S HOME HEALTH,11911 STARCREST DR,,SAN ANTONIO,TX,78247,,(210)404-9420,,Automatic External Defibrillators (AEDS),N
,,ALL MEDICAL INC,ALL MEDICAL INC,1074 SUNSET BLVD,,WEST COLUMBIA,SC,29169,,(803)779-2011,,Automatic External Defibrillators (AEDS),N
,,ADVANCED MEDICAL EQUIPMENT INC,AME INC,9740 CONANT ST,STE 4,HAMTRAMCK,MI,48212,,(248)424-7395,,Automatic External Defibrillators (AEDS),N
,,PENNYRILE HOME MEDICAL,PENNYRILE HOME MEDICAL,217 BURLEY AVE,,HOPKINSVILLE,KY,42240,,(270)885-2500,,Automatic External Defibrillators (AEDS),N
,,"BIRMINGHAM MEDICAL ALLIANCE, INC.",280 MEDICAL SUPPLY,11600 OLD HIGHWAY 280,,CHELSEA,AL,35043,,(205)678-8755,,Automatic External Defibrillators (AEDS),N
,,PERFORMANCE EXCELLENCE CORPORATION,PERFORMANCE EXCELLENCE CORPORATION,12002 RICHMOND AVE,STE 700,HOUSTON,TX,77082,,(281)558-2273,,Automatic External Defibrillators (AEDS),N
,,JORDAN PHARMACY INC,JORDAN PHARMACY INC.,107 N RICE ST,,HAMILTON,TX,76531,,(254)386-3111,,Automatic External Defibrillators (AEDS),N
,,"JGS PHARMACIES, INC.",JGS PHARMACIES,1055 W COLLEGE AVE,,SANTA ROSA,CA,95401,,(707)575-1313,,Automatic External Defibrillators (AEDS),N
,,SUPERIOR MEDICAL EQUIPMENT INC,SUPERIOR MEDICAL EQUIPMENT INC,689 CASTLE DR,,CHARLESTON,IL,61920,,(217)345-4144,,Automatic External Defibrillators (AEDS),N
,,AXIS MEDICAL EQUIPMENT & SUPPLY LLC,AXIS MEDICAL EQUIPMENT & SUPPLY LLC,5550 LYNDON B JOHNSON FWY,STE 501,DALLAS,TX,75240,,(972)889-2947,,Automatic External Defibrillators (AEDS),N
,,BOCA MEDICAL SUPPLY LLC,BOCA MEDICAL SUPPLY LLC,620 GLADES RD,,BOCA RATON,FL,33431,,(561)368-7430,,Automatic External Defibrillators (AEDS),N
,,BOCA MEDICAL SUPPLY LLC,BOCA MEDICAL SUPPLY LLC,1307 W PALMETTO PARK RD,,BOCA RATON,FL,33486,,(561)368-7430,,Automatic External Defibrillators (AEDS),N
,,"ABC MEDICAL, LLC","ABC MEDICAL, LLC",6185 RIVERS AVE,STE F,NORTH CHARLESTON,SC,29406,,(843)767-0580,,Automatic External Defibrillators (AEDS),N
,,"ACCUCARE MEDICAL EQUIPMENT, LLC","ACCUCARE MEDICAL EQUIPMENT, LLC",1000 BUSINESS CENTER DR,STE 30,SAVANNAH,GA,31405,,(912)438-4920,,Automatic External Defibrillators (AEDS),N
,,PICKLED HERRING INC.,MEDICAL VILLAGE PHARMACY,517 LAUCHWOOD DR,,LAURINBURG,NC,28352,,(910)276-1154,,Automatic External Defibrillators (AEDS),N
,,J. C. HOME CARE INC,JC HOME MEDICAL,9309 OLD KINGS RD S,STE 4,JACKSONVILLE,FL,32257,,(904)448-9827,,Automatic External Defibrillators (AEDS),N
,,ATLANTIC HEALTHCARE PRODUCTS INC,ATLANTIC HEALTHCARE PRODUCTS,6782 FOREST HILL BLVD,,GREENACRES,FL,33413,,(561)964-6767,,Automatic External Defibrillators (AEDS),N
,,ATLANTIC HEALTHCARE PRODUCTS INC,ATLANTIC HEALTHCARE PRODUCTS,9832 S. MILITARY TRAIL G1,,BOYNTON BEACH,FL,33436,,(561)733-2331,,Automatic External Defibrillators (AEDS),N
,,"RESOURCE MEDICAL GROUP, LLC",RESOURCE MEDICAL GROUP LLC,110A AZTEC CT,,DUNCAN,SC,29334,,(864)968-2022,,Automatic External Defibrillators (AEDS),N
,,"RESOURCE MEDICAL GROUP, LLC","RESOURCE MEDICAL GROUP, LLC",1401 SAINT ANDREWS RD,STE 150,COLUMBIA,SC,29210,,(803)282-9700,,Automatic External Defibrillators (AEDS),N
,,ZOLL SERVICES LLC,ZOLL SERVICES LLC,121 GAMMA DR,,PITTSBURGH,PA,15238,,(412)968-3333,,Automatic External Defibrillators (AEDS),N
,,"CARE MEDICAL OF GAINESVILLE, LLC",CARE MEDICAL,428 S ENOTA DR NE,,GAINESVILLE,GA,30501,,(770)534-9944,,Automatic External Defibrillators (AEDS),N
,,HCC PHARMACY,HCC PHARMACY,402 S MAIN ST,,RAEFORD,NC,28376,,(910)875-4831,,Automatic External Defibrillators (AEDS),N
,,MED STAR MEDICAL SUPPLY LLC,MED STAR MEDICAL SUPPLY LLC,2915 ALPHA ST,,RIO GRANDE CITY,TX,78582,,(956)487-0472,,Automatic External Defibrillators (AEDS),N
,,FRESH AIR OXYGEN AND MEDICAL SUPPLY,FRESH AIR,1306 S WASHINGTON AVE,,MARSHALL,TX,75670,,(903)927-1135,,Automatic External Defibrillators (AEDS),N
,,ADVANTAGE HEALTHCARE INC.,ADVANTAGE HEALTHCARE INC,2280 SW 70TH AVE,STE 3,DAVIE,FL,33317,,(954)925-2880,,Automatic External Defibrillators (AEDS),N
,,AVSV PHARMACY INC.,AVSV PHARMACY INC./MORRIS HEIGHTS P,64 W BURNSIDE AVE,,BRONX,NY,10453,,(718)960-4370,,Automatic External Defibrillators (AEDS),N
,,ADVANCE SURGICAL INSTRUMENTS INC,ADVANCE SURGICAL INSTRUMENTS INC,2200 S MAIN ST,STE 103,LOMBARD,IL,60148,,(312)549-9903,,Automatic External Defibrillators (AEDS),N
,,ELITE WOUND CARE AND MEDICAL SUPPLIES,DEMAND MEDICAL SUPPLIES,2498 WASHINGTON RD,STE B,THOMSON,GA,30824,,(706)595-2200,,Automatic External Defibrillators (AEDS),N
,,ALL RX PHARMACY III,ALL RX PHARMACY III LLC,13314 41ST RD,STE 1F,FLUSHING,NY,11355,,(718)888-0580,,Automatic External Defibrillators (AEDS),N
,,"P-CARES MEDICAL SUPPLIES, LLC","P-CARES MEDICAL SUPPLIES, LLC",3476 RIVER RD,,FAYETTE,MS,39069,,(601)786-7077,,Automatic External Defibrillators (AEDS),N
,,"TRINITY HEALTHCARE OF WINSTON SALEM, INC.",TRINITY HEALTHCARE OF WINSTON-SALEM,572 PEACHTREE PKWY,STE 3,CUMMING,GA,30041,,(678)648-4845,,Automatic External Defibrillators (AEDS),N
,,"ADVANCE MEDICAL EQUIPMENT, INC.","ADVANCE MEDICAL EQUIPMENT, INC.",1930 S FAIRFIELD AVE,,CHICAGO,IL,60608,,(630)834-1508,,Automatic External Defibrillators (AEDS),N
,,BLACK BEAR MEDICAL NH INC,BLACK BEAR MEDICAL NH INC,10 ALDEN AVE,UNIT 10,GREENLAND,NH,03840,,(603)547-9053,,Automatic External Defibrillators (AEDS),N
,,CARE MEDICAL OF AUGUSTA LLC,CARE MEDICAL OF AUGUSTA LLC,1238 FENWICK ST,,AUGUSTA,GA,30901,,(706)854-7911,,Automatic External Defibrillators (AEDS),N
,,METROPOLITAN MEDICAL SUPPLIES LLC,METROPOLITAN MEDICAL SUPPLIES LLC,610 PROFESS
