PEPID,Inspection ID,Observation,Comments
25370,114157,Unsightly paint or repair,Graffiti cover on PE.
25385,114157,Unsightly paint or repair,Duct tape on PE.
25387,114177,Unsightly paint or repair,Unsightly paint on support wall adjacent to sidewalk along Woodbine Street.
25367,114128,Unsightly paint or repair,Graffiti cover on concrete bleachers.
25386,114136,Other enforcement issues,large parts of lawn rutted
25364,114107,Unsightly paint or repair,Graffiti cover on HBCT wall.
25365,114108,Unsightly paint or repair,Graffiti cover on HBCT wall.
25361,114069,Innovative solution being used,Planters placed atop empty tree pits along Madison Ave.
25362,114076,Smoking/cigarette butts inside park,Patrons smoking cigarette inside playground.
25363,114076,Smoking/cigarette butts inside park,Cigarette butts inside playground.
25358,114028,Homeless (or other) encampment,Homeless persons adj park house.
25355,114030,Unsightly paint or repair,Graffiti cover.
25356,114037,Unleashed dogs,on ballfield.
25357,114037,Public urination/defecation,Patrons going behind closed CS
25360,114047,Smoking/cigarette butts inside park,Patron smoking cigarette inside playround.
25359,114054,Unsightly paint or repair,Unsightly paint within HBCT
25352,113952,Innovative solution being used,Brush piles used to block hang-out areas and closed trails.
25353,113956,Unsightly paint or repair,Graffiti cover on rocks.
25354,113957,Unleashed dogs,NYPD training canine unit present at time of inspection.
25345,113909,Unsightly paint or repair,Graffiti cover on walls.
25346,113915,Unsightly paint or repair,Graffiti cover on HBCT wall.
25348,113916,Drug use,Two young men smoking marijuana in park.
25347,113923,Unsightly paint or repair,on plgd equip SS between HBCT + Lucas Rd.
25341,113885,Illegal vehicles/dirt bikes,Post office employees parking personal cars on SW.
25342,113888,Unleashed dogs,in BBCT.
25343,113888,Drug use,multiple patrons smoking marijuana near comfort station.
25344,113898,Smoking/cigarette butts inside park,Patron smoking cigarette inside playground.
25339,113870,Unsightly paint or repair,Graffiti cover on rocks in natural area.
25351,113871,Unsightly paint or repair,Unsightly paint on CS adj routed.
25340,113871,Unleashed dogs,Unleashed dogs with owners within Shirley Chisholm lawn area.
25338,113872,Unsightly paint or repair,On trees on east shore of marsh.
25335,113808,Unsightly paint or repair,graffiti cover on retaining wall n/o BR Pkwy overpass
25333,113814,Unsightly paint or repair,Unsightly repair of chain-link fence adjacebt to basketball courts.
25337,113820,Homeless persons present,Homeless persons present in men's restroom.
25332,113822,Unleashed dogs,3 on artificial turf field.
25334,113827,Homeless persons present,Displaced individual in men's room.
25330,113764,Unsightly paint or repair,on larger interior plgd equip SS
25331,113765,Unsightly paint or repair,Graffiti cover throughout park.
25328,113703,Homeless (or other) encampment,Heavy brush just east of I-95.
25329,113709,Unsightly paint or repair,along Maguire Ave path n/o dog run.
25326,113680,Unleashed dogs,on synthetic field.
25327,113683,Other inspector suggestions for improving site,"Workers need ice picks & should always check & clean confort stations and staircases,ramps ,entrance first in mornings."
25325,113646,Unsightly paint or repair,Improperly removed graffiti on trees along trail e/o LIRR (includes hate speech).
25321,113609,Unsightly paint or repair,Graffiti cover.
25324,113637,Unleashed dogs,one unleashed dog. Dogs are prohibited from this site
25317,113575,Homeless (or other) encampment,Tent in lawn behind benches just e/o Greywacke Arch.
25315,113539,Unsightly paint or repair,Graffiti cover on HBCT walls.
25316,113544,Public urination/defecation,Public defecation on soccer field near farm.
25312,113505,Unsightly paint or repair,Graffiti cover on PE.
25313,113520,Other enforcement issues,Non-Parks vechicles parked along Middleton st SW
25314,113533,Public urination/defecation,Public urination on paved surface adjacent comfort station.
25310,113487,Drug use,Young men smoking marijuana in bathroom
25320,113490,Unsightly paint or repair,HBCT needs painting.
25311,113494,Public urination/defecation,Public defecation in horticuture area inside park near Bay and Gazebo.
25308,113434,Homeless persons present,Homeless person sleeping on bench inside park.
25305,113414,Unsightly paint or repair,Graffiti cover on s/s/g.
25304,113415,Unsightly paint or repair,Graffiti cover on natural elements.
25307,113424,Unleashed dogs,two dogs unleashed in parking lot
25299,113406,Unsightly paint or repair,Black paint graffiti cover on rocks and trees.
25318,113410,Public urination/defecation,human feces in natural area btw path & Prospect Park West adj 2 st
25297,113382,Homeless persons present,Person sleeping on bench outside hockey rink with personal effects nearby.
25298,113386,Unsightly paint or repair,Paint cover on tennis courts.
25300,113391,Other patron complaints or suggestions,"Patron complained that the playground is in a state of deterioration, and has been for sometime now."
25207,112686,Homeless persons present,Homeless persons present on bebch inside park.
25301,113391,Other staff complaints or suggestions,"Patron complained that playground has been abandoned, that it is not well cared for."
25302,113391,Other staff complaints or suggestions,Patron complained sidewalk around perimeter of playground needs repairs. People are getting their ankles twisted on the sidewalk.
25303,113391,Other patron complaints or suggestions,Patron complained that people ride their RTVs on the sidewalk thus damaging it and also cause damages to the fencing.
25289,113280,Unleashed dogs,Multiple unleashed dogs (>8) in park after 9am adj to all AF's in zone.
25291,113290,Unsightly paint or repair,Multiple sections of spray paint poorly removed in MPPA.
25287,113262,Unsightly paint or repair,Graffiti cover on HBCT wall.
25288,113277,Homeless persons present,sleeping on bench adj dugout at ball field # 2.
25292,113234,Unsightly paint or repair,Graffiti cover on rocks and trees.
25284,113217,Abandoned building/structure,Old CS at Jerome Ave.
25286,113219,Unsightly paint or repair,Graffiti cover on storage containers.
25285,113222,Homeless (or other) encampment,Multiple large established camps in natural area just behind guardrail along Ave U.
25278,113206,Unsightly paint or repair,Black paint on grey concrete.
25280,113207,Drug use,Male patrons smoking marijuana in park adj W 184 St.
25281,113207,Public urination/defecation,Male urinating on ssg wall at lower path south of W 188 St.
25279,113214,Unleashed dogs,In natural area adj. Islington St.
26070,119325,Alcohol use,"Multiple intoxicated patrons in area near Bedford Ave + Lorimer St, and in Father Jerzy Popieluszko Square."
25283,113215,Homeless persons present,four homeless persons at site.
25277,113164,Unsightly paint or repair,HBCT unsightly on wall due to graffiti patch.
25276,113167,Illegal vehicles/dirt bikes,Four cars parked with the park at entrance off 1st Ave.  Two cars had permits for Asser Levy rec and two had no permits in window.
25273,113124,Homeless persons present,Homeless persons present at sidewalk along E 135 Street.
25267,113058,Unleashed dogs,Unleashed dogs in park adj AF on Lorimer St .
25268,113058,Homeless persons present,Homeless persons inside AF adj Montrose Ave.
25269,113058,Homeless (or other) encampment,Blankets & comforters underneath portable pitchers mount along clf on Montrose Ave.
25270,113085,Homeless (or other) encampment,"Homeless debris (mattress) along fence line of plgd adj BQE. *noted, due to debris along fencing*"
25294,113085,Unsightly paint or repair,GameTime bridge poorly repaired with tape
25271,113097,Other patron complaints or suggestions,Patron complains drain adj CS has been clogged for 20 years
25263,113053,Unsightly paint or repair,Graffiti cover on storage containers.
25264,113056,Smoking/cigarette butts inside park,several persons smoking in zone
25266,113056,Homeless persons present,several homeless persons on benches near C&CT's
25259,113017,Unleashed dogs,Multiple throughout site.
25260,113017,Other patron complaints or suggestions,More trash cans along St Nicholas Av.
25261,113031,Homeless (or other) encampment,Multiple encampments in natural area behind guardrail between 34th + 36th Sts.
25275,113041,Full or partial closure with no signage,Playground locked no sinage.
25274,113041,Full or partial closure with no signage,"Playground locked, no signage."
25254,113004,Smoking/cigarette butts inside park,Cigarette butts present inside park.
25255,113007,Homeless (or other) encampment,"Bedding and other items at storage container at south end (possible encampment), fully built structure under 145th St Bridge (beyond Parks fence line)."
25256,113007,Homeless persons present,Person sleeping under Madison Ave Bridge.
25251,112968,Illegal vending,car wash and mechanic setup shop on SW along Sedgwick and Cedar.
25258,112968,Unsightly paint or repair,along Cedar Ave retaining wall.
25252,112986,Areas/equipment being used other than intended,Non- Parks truck parked on 84 st SW
25253,112989,Homeless (or other) encampment,one homeless man sleeping on benches with encampment along path adj State St & Whitehall St.
25241,112937,Drainage issues/standing water,Large flooded area in lawn west of Bartow Circle.
25245,112943,Smoking/cigarette butts inside park,cigarette butts inside park
26098,119652,Unleashed dogs,Unleashed dog on AF
26076,119371,Prostitution/sexual activity,"Multiple condom wrappers and condoms scattered throughout zone (only a small portion found, mostly covered with leaves)."
