Reporting Area,MMWR Year,MMWR Week,"Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2020†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2020†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†, flag","Chancroid, Current week","Chancroid, Current week, flag","Chancroid, Previous 52 weeks Max†","Chancroid, Previous 52 weeks Max†, flag","Chancroid, Cum 2020†","Chancroid, Cum 2020†, flag","Chancroid, Cum 2019†","Chancroid, Cum 2019†, flag","Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Max†","Chlamydia trachomatis infection, Previous 52 weeks Max†, flag","Chlamydia trachomatis infection, Cum 2020†","Chlamydia trachomatis infection, Cum 2020†, flag","Chlamydia trachomatis infection, Cum 2019†","Chlamydia trachomatis infection, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
NEW YORK,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,630,,2441,,9458,,10073,,NEW YORK,,20201211,POINT (-75.59655 42.921241)
PACIFIC,2020,12,,-,6,,14,,1,,,-,1,,1,,,-,920,,6393,,55135,,71830,,,PACIFIC,20201257,
WEST SOUTH CENTRAL,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,274,,3774,,15892,,42594,,,WEST SOUTH CENTRAL,20201243,
NEBRASKA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,244,,1391,,1915,,NEBRASKA,,20201225,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,12,,-,0,,,-,,-,,-,1,,,-,,-,159,,2784,,16894,,25565,,,EAST SOUTH CENTRAL,20201238,
NORTH DAKOTA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,1,,93,,626,,936,,NORTH DAKOTA,,20201226,POINT (-100.46931 47.446305)
NEVADA,2020,12,,-,2,,1,,,-,,-,0,,,-,,-,,-,712,,4532,,6930,,NEVADA,,20201253,POINT (-114.916992 39.283294)
ILLINOIS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,65,,1766,,7101,,18620,,ILLINOIS,,20201215,POINT (-89.148632 40.124144)
IOWA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,46,,390,,3042,,3675,,IOWA,,20201221,POINT (-93.500061 42.074659)
TEXAS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,2281,,5235,,25275,,TEXAS,,20201247,POINT (-99.317341 31.447238)
ALASKA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,151,,702,,1439,,ALASKA,,20201258,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,48,,247,,2083,,2181,,DISTRICT OF COLUMBIA,,20201230,POINT (-77.016275 38.904785)
WASHINGTON,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,324,,1056,,5293,,8073,,WASHINGTON,,20201262,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,12,,-,0,,,-,,-,,-,1,,,-,,-,121,,1500,,7593,,13019,,,NEW ENGLAND,20201202,
RHODE ISLAND,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,29,,303,,968,,433,,RHODE ISLAND,,20201207,POINT (-71.534637 41.572574)
OREGON,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,350,,455,,4154,,4212,,OREGON,,20201261,POINT (-120.605279 43.940449)
DELAWARE,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,222,,1293,,1449,,DELAWARE,,20201229,POINT (-75.452394 38.994926)
ALABAMA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,824,,5965,,7898,,ALABAMA,,20201239,POINT (-86.844516 32.756889)
KANSAS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,321,,,-,3386,,KANSAS,,20201222,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,1542,,9107,,16699,,NORTH CAROLINA,,20201234,POINT (-79.130883 35.52603)
GUAM,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201266,POINT (144.653198 13.3532)
NEW JERSEY,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,886,,7353,,8864,,NEW JERSEY,,20201210,POINT (-74.655514 40.110253)
NEW MEXICO,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,44,,332,,2752,,3301,,NEW MEXICO,,20201254,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,12,,-,8,,3,,33,,,-,0,,,-,,-,1246,,5736,,41704,,60507,,,EAST NORTH CENTRAL,20201214,
TENNESSEE,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,959,,6952,,9704,,TENNESSEE,,20201242,POINT (-86.343226 35.842998)
CONNECTICUT,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,366,,2218,,3137,,CONNECTICUT,,20201203,POINT (-72.738288 41.575155)
MARYLAND,2020,12,,-,0,,,-,,-,,-,1,,,-,1,,81,,845,,6822,,8484,,MARYLAND,,20201233,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,878,,,-,8678,,SOUTH CAROLINA,,20201235,POINT (-80.864614 33.878572)
OKLAHOMA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,55,,445,,2917,,4261,,OKLAHOMA,,20201246,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201265,POINT (145.725693 15.1834)
OHIO,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,535,,1440,,13513,,15509,,OHIO,,20201218,POINT (-82.70936 40.415534)
MINNESOTA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,1,,580,,4513,,5683,,MINNESOTA,,20201223,POINT (-94.198308 46.349153)
LOUISIANA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,218,,838,,7412,,8934,,LOUISIANA,,20201245,POINT (-91.840238 30.921314)
HAWAII,2020,12,,-,1,,,-,1,,,-,0,,,-,,-,,-,209,,,-,1651,,HAWAII,,20201260,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,12,,-,0,,,-,,-,,-,1,,,-,1,,2687,,7635,,66672,,92093,,,SOUTH ATLANTIC,20201228,
PENNSYLVANIA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,639,,1413,,13916,,13830,,PENNSYLVANIA,,20201213,POINT (-77.838886 40.896694)
UTAH,2020,12,,-,2,,3,,3,,,-,0,,,-,,-,112,,276,,2461,,2531,,UTAH,,20201255,POINT (-111.678222 39.323779)
COLORADO,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,281,,1068,,5108,,6416,,COLORADO,,20201250,POINT (-105.547832 38.998552)
VERMONT,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,61,,152,,284,,VERMONT,,20201208,POINT (-72.662695 44.075252)
KENTUCKY,2020,12,,-,0,,,-,,-,,-,1,,,-,,-,,-,605,,177,,2537,,KENTUCKY,,20201240,POINT (-85.290484 37.526683)
PUERTO RICO,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,145,,1353,,PUERTO RICO,,20201267,POINT (-66.414655 18.215692)
MAINE,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,48,,125,,749,,926,,MAINE,,20201204,POINT (-69.06137 45.117911)
VIRGINIA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,766,,1127,,10904,,11879,,VIRGINIA,,20201236,POINT (-78.666382 37.510861)
ARIZONA,2020,12,,-,5,,9,,24,,,-,1,,,-,,-,333,,955,,8405,,9939,,ARIZONA,,20201249,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201264,
WISCONSIN,2020,12,,-,3,,3,,7,,,-,0,,,-,,-,251,,686,,5985,,6734,,WISCONSIN,,20201219,POINT (-89.732969 44.639954)
IDAHO,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,106,,173,,1553,,1718,,IDAHO,,20201251,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201268,POINT (-64.840836 18.060868)
MICHIGAN,2020,12,,-,6,,,-,26,,,-,0,,,-,,-,100,,1170,,7385,,11593,,MICHIGAN,,20201217,POINT (-85.730977 44.874798)
GEORGIA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,247,,1519,,10530,,17280,,GEORGIA,,20201232,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,479,,1646,,14220,,17713,,,NEW YORK CITY,20201212,
ARKANSAS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,1,,409,,328,,4124,,ARKANSAS,,20201244,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,159,,604,,3800,,5426,,MISSISSIPPI,,20201241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,108,,510,,1030,,SOUTH DAKOTA,,20201227,POINT (-100.230491 44.43614)
WYOMING,2020,12,,-,1,,1,,1,,,-,0,,,-,,-,33,,59,,462,,465,,WYOMING,,20201256,POINT (-107.55145 42.999627)
MISSOURI,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,145,,792,,6002,,7899,,MISSOURI,,20201224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,1748,,4729,,44947,,50480,,,MIDDLE ATLANTIC,20201209,
CALIFORNIA,2020,12,,-,6,,14,,,-,,-,1,,1,,,-,246,,4999,,44986,,56455,,CALIFORNIA,,20201259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,117,,354,,1509,,1302,,WEST VIRGINIA,,20201237,POINT (-80.613729 38.642579)
FLORIDA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,1428,,2643,,24424,,24141,,FLORIDA,,20201231,POINT (-82.420978 28.260731)
MONTANA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,60,,116,,1051,,1039,,MONTANA,,20201252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,193,,2171,,16084,,24524,,,WEST NORTH CENTRAL,20201220,
MASSACHUSETTS,2020,12,,-,0,,,-,,-,,-,1,,,-,,-,,-,731,,2808,,7398,,MASSACHUSETTS,,20201205,POINT (-71.481104 42.151077)
MOUNTAIN,2020,12,,-,6,,14,,28,,,-,1,,,-,,-,969,,3214,,26324,,32339,,,MOUNTAIN,20201248,
INDIANA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,295,,863,,7720,,8051,,INDIANA,,20201216,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,2,,2,,,NON-US RESIDENTS,20201269,
US TERRITORIES,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,145,,1353,,,US TERRITORIES,20201263,
TOTAL,2020,13,,-,13,,33,,65,,,-,1,,1,,1,,5896,,35338,,315168,,445558,,,TOTAL,20201370,
US RESIDENTS,2020,13,,-,13,,33,,65,,,-,1,,1,,1,,5896,,35268,,314840,,444092,,,US RESIDENTS,20201301,
NEW HAMPSHIRE,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,22,,124,,720,,927,,NEW HAMPSHIRE,,20201306,POINT (-71.57139 43.680429)
NEW YORK,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,1081,,2487,,10538,,11011,,NEW YORK,,20201311,POINT (-75.59655 42.921241)
PACIFIC,2020,13,,-,6,,16,,1,,,-,1,,1,,,-,229,,6393,,57514,,77739,,,PACIFIC,20201357,
WEST SOUTH CENTRAL,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,98,,3774,,18175,,46291,,,WEST SOUTH CENTRAL,20201343,
NEBRASKA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,82,,244,,2333,,2047,,NEBRASKA,,20201325,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,13,,-,0,,,-,,-,,-,1,,,-,,-,,-,3009,,19280,,27774,,,EAST SOUTH CENTRAL,20201338,
NORTH DAKOTA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,93,,627,,1013,,NORTH DAKOTA,,20201326,POINT (-100.46931 47.446305)
NEVADA,2020,13,,-,2,,1,,,-,,-,0,,,-,,-,,-,646,,4793,,4481,,NEVADA,,20201353,POINT (-114.916992 39.283294)
ILLINOIS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,45,,1766,,8168,,20162,,ILLINOIS,,20201315,POINT (-89.148632 40.124144)
IOWA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,28,,390,,3269,,3989,,IOWA,,20201321,POINT (-93.500061 42.074659)
TEXAS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,42,,2285,,7281,,27556,,TEXAS,,20201347,POINT (-99.317341 31.447238)
ALASKA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,151,,702,,1544,,ALASKA,,20201358,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,247,,2096,,2360,,DISTRICT OF COLUMBIA,,20201330,POINT (-77.016275 38.904785)
WASHINGTON,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,1056,,5293,,8762,,WASHINGTON,,20201362,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,13,,-,0,,,-,,-,,-,1,,,-,,-,231,,1500,,11798,,14168,,,NEW ENGLAND,20201302,
RHODE ISLAND,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,303,,968,,533,,RHODE ISLAND,,20201307,POINT (-71.534637 41.572574)
OREGON,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,212,,457,,4368,,4566,,OREGON,,20201361,POINT (-120.605279 43.940449)
DELAWARE,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,222,,1293,,1557,,DELAWARE,,20201329,POINT (-75.452394 38.994926)
ALABAMA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,824,,5965,,8617,,ALABAMA,,20201339,POINT (-86.844516 32.756889)
KANSAS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,321,,,-,3685,,KANSAS,,20201322,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,4,,1542,,10400,,18108,,NORTH CAROLINA,,20201334,POINT (-79.130883 35.52603)
GUAM,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201366,POINT (144.653198 13.3532)
NEW JERSEY,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,886,,7353,,9660,,NEW JERSEY,,20201310,POINT (-74.655514 40.110253)
NEW MEXICO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,21,,338,,2990,,3568,,NEW MEXICO,,20201354,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,13,,-,8,,3,,35,,,-,0,,,-,,-,785,,5735,,44162,,65333,,,EAST NORTH CENTRAL,20201314,
TENNESSEE,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,959,,7159,,10513,,TENNESSEE,,20201342,POINT (-86.343226 35.842998)
CONNECTICUT,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,366,,2218,,3407,,CONNECTICUT,,20201303,POINT (-72.738288 41.575155)
MARYLAND,2020,13,,-,0,,,-,,-,,-,0,,,-,1,,65,,846,,7664,,9137,,MARYLAND,,20201333,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,878,,,-,9451,,SOUTH CAROLINA,,20201335,POINT (-80.864614 33.878572)
OKLAHOMA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,56,,445,,3154,,4634,,OKLAHOMA,,20201346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201365,POINT (145.725693 15.1834)
OHIO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,480,,1440,,14248,,16673,,OHIO,,20201318,POINT (-82.70936 40.415534)
MINNESOTA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,8,,580,,4823,,6166,,MINNESOTA,,20201323,POINT (-94.198308 46.349153)
LOUISIANA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,838,,7412,,9624,,LOUISIANA,,20201345,POINT (-91.840238 30.921314)
HAWAII,2020,13,,-,1,,,-,1,,,-,0,,,-,,-,,-,209,,,-,1791,,HAWAII,,20201360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,13,,-,0,,,-,,-,,-,0,,,-,1,,994,,7639,,70338,,99111,,,SOUTH ATLANTIC,20201328,
PENNSYLVANIA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,493,,1413,,14545,,14963,,PENNSYLVANIA,,20201313,POINT (-77.838886 40.896694)
UTAH,2020,13,,-,2,,3,,3,,,-,0,,,-,,-,111,,276,,2627,,2771,,UTAH,,20201355,POINT (-111.678222 39.323779)
COLORADO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,1245,,1073,,6421,,7189,,COLORADO,,20201350,POINT (-105.547832 38.998552)
VERMONT,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,61,,152,,312,,VERMONT,,20201308,POINT (-72.662695 44.075252)
KENTUCKY,2020,13,,-,0,,,-,,-,,-,1,,,-,,-,,-,2030,,2356,,2764,,KENTUCKY,,20201340,POINT (-85.290484 37.526683)
PUERTO RICO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,326,,1464,,PUERTO RICO,,20201367,POINT (-66.414655 18.215692)
MAINE,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,32,,125,,784,,1007,,MAINE,,20201304,POINT (-69.06137 45.117911)
VIRGINIA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,678,,1127,,11582,,12806,,VIRGINIA,,20201336,POINT (-78.666382 37.510861)
ARIZONA,2020,13,,-,5,,9,,25,,,-,1,,,-,,-,289,,955,,8808,,10792,,ARIZONA,,20201349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201364,
WISCONSIN,2020,13,,-,3,,3,,7,,,-,0,,,-,,-,,-,686,,5985,,7268,,WISCONSIN,,20201319,POINT (-89.732969 44.639954)
IDAHO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,33,,173,,1586,,1841,,IDAHO,,20201351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201368,POINT (-64.840836 18.060868)
MICHIGAN,2020,13,,-,6,,,-,28,,,-,0,,,-,,-,,-,1170,,7385,,12548,,MICHIGAN,,20201317,POINT (-85.730977 44.874798)
GEORGIA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,247,,1522,,11370,,18109,,GEORGIA,,20201332,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,1646,,14220,,19173,,,NEW YORK CITY,20201312,
ARKANSAS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,409,,328,,4477,,ARKANSAS,,20201344,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,604,,3800,,5880,,MISSISSIPPI,,20201341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,108,,510,,1129,,SOUTH DAKOTA,,20201327,POINT (-100.230491 44.43614)
WYOMING,2020,13,,-,1,,1,,1,,,-,0,,,-,,-,25,,59,,497,,503,,WYOMING,,20201356,POINT (-107.55145 42.999627)
MISSOURI,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,110,,792,,6534,,8569,,MISSOURI,,20201324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,1574,,4730,,46656,,54807,,,MIDDLE ATLANTIC,20201309,
CALIFORNIA,2020,13,,-,6,,16,,,-,,-,1,,1,,,-,17,,5000,,47151,,61076,,CALIFORNIA,,20201359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,354,,1509,,1369,,WEST VIRGINIA,,20201337,POINT (-80.613729 38.642579)
FLORIDA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,2643,,24424,,26214,,FLORIDA,,20201331,POINT (-82.420978 28.260731)
MONTANA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,33,,116,,1099,,1126,,MONTANA,,20201352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,228,,2172,,18096,,26598,,,WEST NORTH CENTRAL,20201320,
MASSACHUSETTS,2020,13,,-,0,,,-,,-,,-,1,,,-,,-,177,,746,,6956,,7982,,MASSACHUSETTS,,20201305,POINT (-71.481104 42.151077)
MOUNTAIN,2020,13,,-,6,,14,,29,,,-,1,,,-,,-,1757,,2957,,28821,,32271,,,MOUNTAIN,20201348,
INDIANA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,260,,863,,8376,,8682,,INDIANA,,20201316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,2,,2,,,NON-US RESIDENTS,20201369,
US TERRITORIES,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,304,,326,,1464,,,US TERRITORIES,20201363,
TOTAL,2020,14,2,,13,,35,,70,,,-,1,,1,,1,,6883,,35340,,334896,,479329,,,TOTAL,20201470,
US RESIDENTS,2020,14,2,,13,,35,,70,,,-,1,,1,,1,,6883,,35270,,334568,,477700,,,US RESIDENTS,20201401,
NEW HAMPSHIRE,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,30,,124,,750,,996,,NEW HAMPSHIRE,,20201406,POINT (-71.57139 43.680429)
NEW YORK,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,620,,2542,,11194,,12045,,NEW YORK,,20201411,POINT (-75.59655 42.921241)
PACIFIC,2020,14,,-,6,,16,,1,,,-,1,,1,,,-,1400,,6395,,61846,,83566,,,PACIFIC,20201457,
WEST SOUTH CENTRAL,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,110,,3774,,19301,,50067,,,WEST SOUTH CENTRAL,20201443,
NEBRASKA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,91,,244,,2495,,2247,,NEBRASKA,,20201425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,14,,-,0,,,-,,-,,-,1,,,-,,-,16,,3011,,19468,,29804,,,EAST SOUTH CENTRAL,20201438,
NORTH DAKOTA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,93,,628,,1096,,NORTH DAKOTA,,20201426,POINT (-100.46931 47.446305)
NEVADA,2020,14,,-,2,,1,,,-,,-,0,,,-,,-,,-,652,,5101,,4820,,NEVADA,,20201453,POINT (-114.916992 39.283294)
ILLINOIS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,1766,,8168,,21741,,ILLINOIS,,20201415,POINT (-89.148632 40.124144)
IOWA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,390,,3269,,4283,,IOWA,,20201421,POINT (-93.500061 42.074659)
TEXAS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,5,,2288,,7714,,29837,,TEXAS,,20201447,POINT (-99.317341 31.447238)
ALASKA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,151,,702,,1660,,ALASKA,,20201458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,15,,247,,2173,,2530,,DISTRICT OF COLUMBIA,,20201430,POINT (-77.016275 38.904785)
WASHINGTON,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,239,,1056,,5532,,9298,,WASHINGTON,,20201462,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,14,,-,4,,,-,,-,,-,1,,,-,,-,61,,1500,,12313,,15309,,,NEW ENGLAND,20201402,
RHODE ISLAND,2020,14,,-,4,,,-,,-,,-,0,,,-,,-,10,,303,,1015,,598,,RHODE ISLAND,,20201407,POINT (-71.534637 41.572574)
OREGON,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,163,,457,,4613,,4898,,OREGON,,20201461,POINT (-120.605279 43.940449)
DELAWARE,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,222,,1293,,1691,,DELAWARE,,20201429,POINT (-75.452394 38.994926)
ALABAMA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,824,,5965,,9248,,ALABAMA,,20201439,POINT (-86.844516 32.756889)
KANSAS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,321,,,-,3991,,KANSAS,,20201422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,8,,1544,,11478,,19448,,NORTH CAROLINA,,20201434,POINT (-79.130883 35.52603)
GUAM,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201466,POINT (144.653198 13.3532)
NEW JERSEY,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,155,,887,,9125,,10454,,NEW JERSEY,,20201410,POINT (-74.655514 40.110253)
NEW MEXICO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,27,,339,,3244,,3827,,NEW MEXICO,,20201454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,14,,-,8,,3,,38,,,-,0,,,-,,-,735,,5735,,45331,,70348,,,EAST NORTH CENTRAL,20201414,
TENNESSEE,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,959,,7159,,11195,,TENNESSEE,,20201442,POINT (-86.343226 35.842998)
CONNECTICUT,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,366,,2635,,3680,,CONNECTICUT,,20201403,POINT (-72.738288 41.575155)
MARYLAND,2020,14,,-,0,,,-,,-,,-,0,,,-,1,,,-,846,,7664,,9756,,MARYLAND,,20201433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,878,,,-,10056,,SOUTH CAROLINA,,20201435,POINT (-80.864614 33.878572)
OKLAHOMA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,445,,3154,,5025,,OKLAHOMA,,20201446,POINT (-97.508297 35.583449)
