Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Survey Date,Survey Type,Deficiency Prefix,Deficiency Category,Deficiency Description,Deficiency Tag Number,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency,Location,Processing Date
056259,SONOMA POSTACUTE CARE,446 ARROWOOD DR,SANTA ROSA,CA,95407,07/27/2018,Health,F,Quality of Life and Care Deficiencies,Provide enough food/fluids to maintain a resident's health.,0692,D,"Deficient, Provider has date of correction",11/15/2018,2,N,true,"446 ARROWOOD DR SANTA ROSA, CA 95407 (38.42147, -122.71887)",04/01/2020
056267,WINDSOR GARDENS CONV CENTER OF HAWTHORNE,13922 CERISE AVENUE,HAWTHORNE,CA,90250,05/13/2019,Health,F,Pharmacy Service Deficiencies,Ensure that residents are free from significant medication errors.,0760,E,"Deficient, Provider has date of correction",06/11/2019,1,Y,false,"13922 CERISE AVENUE HAWTHORNE, CA 90250 (33.904692, -118.333008)",04/01/2020
056280,WINDSOR HEALTHCARE CENTER OF OAKLAND,2919 FRUITVALE AVE,OAKLAND,CA,94602,01/17/2019,Health,F,Pharmacy Service Deficiencies,Ensure each resident�s drug regimen must be free from unnecessary drugs.,0757,E,"Deficient, Provider has date of correction",02/17/2019,2,Y,false,"2919 FRUITVALE AVE OAKLAND, CA 94602 (37.793604, -122.218827)",04/01/2020
056281,DYCORA TRANSITIONAL HEALTH MEMORY CARE OF FRESNO,925 NORTH CORNELIA,FRESNO,CA,93706,11/16/2018,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,F,"Deficient, Provider has date of correction",01/16/2019,2,Y,false,"925 NORTH CORNELIA FRESNO, CA 93706 (36.749058, -119.88027)",04/01/2020
056286,MAYFLOWER GARDENS CONVALESCENT HOSPITAL,6705 WEST AVENUE M,LANCASTER,CA,93536,04/08/2018,Health,F,Pharmacy Service Deficiencies,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,0755,E,"Deficient, Provider has date of correction",04/25/2018,2,Y,false,"6705 WEST AVENUE LANCASTER, CA 93536 (34.645596, -118.249428)",04/01/2020
056293,ALCOTT REHABILITATION HOSPITAL,3551 WEST OLYMPIC BLVD.,LOS ANGELES,CA,90019,01/28/2019,Health,F,Quality of Life and Care Deficiencies,Provide safe and appropriate respiratory care for a resident when needed.,0695,D,"Deficient, Provider has date of correction",02/21/2019,2,Y,false,"3551 WEST OLYMPIC BLVD LOS ANGELES, CA 90019 (34.052514, -118.316701)",04/01/2020
056294,SAN JOAQUIN NURSING CENTER AND REHABILITATION CENT,3601 SAN DIMAS,BAKERSFIELD,CA,93301,03/01/2018,Health,F,Environmental Deficiencies,Keep all essential equipment working safely.,0908,D,"Deficient, Provider has date of correction",04/10/2018,3,Y,false,,04/01/2020
056296,CRESCENT CITY SKILLED NURSING,1280 MARSHALL STREET,CRESCENT CITY,CA,95531,10/06/2017,Health,F,Environmental Deficiencies,"Have a program that investigates, controls and keeps infection from spreading.",0441,E,"Deficient, Provider has date of correction",12/08/2017,3,Y,false,"1280 MARSHALL STREET CRESCENT CITY, CA 95531 (41.768545, -124.200366)",04/01/2020
056298,PARK CENTRAL CARE AND REHABILITATION CENTER,2100 PARKSIDE DRIVE,FREMONT,CA,94536,08/03/2017,Health,F,Nutrition and Dietary Deficiencies,"Store, cook, and serve food in a safe and clean way.",0371,E,"Deficient, Provider has date of correction",08/28/2017,3,Y,false,"2100 PARKSIDE DRIVE FREMONT, CA 94536 (37.559189, -121.981404)",04/01/2020
366013,LEXINGTON COURT CARE CENTER,250 DELAWARE ST,LEXINGTON,OH,44904,01/26/2017,Health,F,Quality of Life and Care Deficiencies,Ensure residents maintain acceptable nutritional status.,0325,D,"Deficient, Provider has date of correction",02/15/2017,3,Y,false,"250 DELAWARE ST LEXINGTON, OH 44904 (40.673693, -82.59108)",04/01/2020
056308,HERITAGE REHABILITATION CENTER,21414 S. VERMONT AVENUE,TORRANCE,CA,90502,02/28/2018,Health,F,Quality of Life and Care Deficiencies,Provide care and assistance to perform activities of daily living for any resident who is unable.,0677,E,"Deficient, Provider has date of correction",04/08/2018,3,Y,false,"21414 S VERMONT AVENUE TORRANCE, CA 90502 (33.833864, -118.290281)",04/01/2020
056315,CYPRESS GARDENS CARE CENTER,9025 COLORADO AVENUE,RIVERSIDE,CA,92503,08/15/2017,Health,F,Quality of Life and Care Deficiencies,Ensure services provided by the nursing facility meet professional standards of quality.,0281,D,"Deficient, Provider has date of correction",09/25/2017,3,N,true,"9025 COLORADO AVENUE RIVERSIDE, CA 92503 (33.937871, -117.447787)",04/01/2020
056316,CAMELLIA GARDENS CARE CENTER,1920 N. FAIR OAKS AVENUE,PASADENA,CA,91103,08/18/2018,Health,F,Quality of Life and Care Deficiencies,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,0686,D,"Deficient, Provider has date of correction",09/10/2018,2,Y,false,"1920 N FAIR OAKS AVENUE PASADENA, CA 91103 (34.179101, -118.150749)",04/01/2020
056316,CAMELLIA GARDENS CARE CENTER,1920 N. FAIR OAKS AVENUE,PASADENA,CA,91103,08/18/2018,Health,F,Environmental Deficiencies,Ensure resident rooms meet each resident's needs.,0910,D,"Deficient, Provider has date of correction",09/10/2018,2,Y,false,"1920 N FAIR OAKS AVENUE PASADENA, CA 91103 (34.179101, -118.150749)",04/01/2020
056322,VERDUGO VALLEY SKILLED NURSING & WELLNESS CT,2635 HONOLULU AVE,MONTROSE,CA,91020,06/27/2017,Health,F,Environmental Deficiencies,Keep all essential equipment working safely.,0456,E,"Deficient, Provider has date of correction",07/18/2017,3,N,true,"2635 HONOLULU AVE MONTROSE, CA 91020 (34.209478, -118.236823)",04/01/2020
056324,WINDSOR HAMPTON CARE CENTER,442 HAMPTON STREET,STOCKTON,CA,95204,03/17/2017,Health,F,Environmental Deficiencies,"Have a program that investigates, controls and keeps infection from spreading.",0441,D,"Deficient, Provider has date of correction",04/25/2017,3,Y,false,"442 HAMPTON STREET STOCKTON, CA 95204 (37.975281, -121.292191)",04/01/2020
056326,BURLINGTON CONVALESCENT HOSPITAL,845 S.BURLINGTON AVENUE,LOS ANGELES,CA,90057,09/09/2018,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,D,"Deficient, Provider has date of correction",09/28/2018,2,Y,false,"845 S BURLINGTON AVENUE LOS ANGELES, CA 90057 (34.052187, -118.275254)",04/01/2020
056327,WALNUT CREEK SKILLED NURSING & REHABILITATION CENT,1224 ROSSMOOR PARKWAY,WALNUT CREEK,CA,94595,02/07/2019,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,D,"Deficient, Provider has date of correction",04/17/2019,1,Y,false,"1224 ROSSMOOR PARKWAY WALNUT CREEK, CA 94595 (37.87848, -122.070166)",04/01/2020
056334,BEACHWOOD POST-ACUTE & REHAB,1340 15TH STREET,SANTA MONICA,CA,90404,08/10/2017,Health,F,Resident Rights Deficiencies,Keep  residents' personal and medical records private and confidential.,0164,D,"Deficient, Provider has date of correction",10/01/2017,3,Y,false,"1340 15TH STREET SANTA MONICA, CA 90404 (34.025465, -118.485475)",04/01/2020
056338,DYCORA TRANSITIONAL HEALTH - CLOVIS,111 BARSTOW AVE.,CLOVIS,CA,93612,07/27/2018,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,E,"Deficient, Provider has date of correction",11/26/2018,2,Y,false,"111 BARSTOW AVE CLOVIS, CA 93612 (36.815748, -119.707514)",04/01/2020
056345,SAN LEANDRO HEALTHCARE CENTER,368 JUANA AVENUE,SAN LEANDRO,CA,94577,07/20/2018,Health,F,Quality of Life and Care Deficiencies,Provide enough food/fluids to maintain a resident's health.,0692,D,"Deficient, Provider has date of correction",08/29/2018,2,N,true,"368 JUANA AVENUE SAN LEANDRO, CA 94577 (37.724166, -122.151552)",04/01/2020
056350,LAKE MERRITT HEALTHCARE CENTER LLC,309 MACARTHUR BOULEVARD,OAKLAND,CA,94610,01/20/2017,Health,F,Nutrition and Dietary Deficiencies,"Store, cook, and serve food in a safe and clean way.",0371,E,"Deficient, Provider has date of correction",02/22/2017,3,Y,false,"309 MACARTHUR BOULEVARD OAKLAND, CA 94610 (37.81432, -122.25149)",04/01/2020
056360,ARBOR GLEN CARE CENTER,1033 E. ARROW HIGHWAY,GLENDORA,CA,91740,03/14/2019,Health,F,Resident Rights Deficiencies,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",0550,D,"Deficient, Provider has date of correction",04/16/2019,1,Y,false,"1033 E ARROW HIGHWAY GLENDORA, CA 91740 (34.106747, -117.842997)",04/01/2020
056361,"FORTUNA REHABILITATION AND WELLNESS CENTER, LP",2321 NEWBURG ROAD,FORTUNA,CA,95540,03/07/2018,Health,F,Environmental Deficiencies,Provide and implement an infection prevention and control program.,0880,F,"Deficient, Provider has date of correction",05/03/2018,2,Y,false,"2321 NEWBURG ROAD FORTUNA, CA 95540 (40.59019, -124.141431)",04/01/2020
056362,MESA VERDE POST ACUTE CARE CENTER,661 CENTER STREET,CO
