business name,address1,address2,city,state,zipcode,county,contact name,website,email,company profile,company description,location description,latlong
Kiwanis Club of Kirksville Farmers' Market,Elson Street (on the Square),,Kirksville,MO,63501,Adair,Kathy & Felix Elder,https://www.facebook.com/kirksvillekiwanisfarmersmarket/,kirksvillemarket@gmail.com,The Kiwanis Club of Kirksville Farmers&#39; Market is open May through October on Saturday from 7 am to 12 pm.,The Kiwanis Club of Kirksville Farmers&#39; Market sells a variety of products.,The Kiwanis Club of Kirksville Farmers&#39; Market is located on the Square on Elson Street.,"(40.202543, -92.584304)"
Buffalo Community Farmers' Market,1323 S. Ash Street,,Buffalo,MO,65622,Dallas,Bobbie Rotramel,https://www.facebook.com/buffalofarmersmarket/,bobbierotramel@gmail.com,This will be our 10th year serving the Buffalo community. Our market is run solely by volunteers and donations from vendors. We strive to serve the community with fresh local items.,"Our market provides the community with fresh local produce along with homemade baked goods. Our jam and jelly vedor has traditional favorites as well as some amazing unique flavors.<br><br>We also have plants to start the year off, handmade soaps and bath bombs made with essential oils. All our items are grown or made locally.","Buffalo Community Farmers Market is at 1323 S Ash Street, Buffalo, MO 65622<br><br>Located on Hwy 65 in Buffalo Open every Tuesday from 2 - 6 p.m.","(40.837309, -99.26883)"
Neosho Farmers' Market,114 N Jefferson St,,Neosho,MO,64850,Newton,Master Scott Hall,http://www.neoshofarmersmarket.com,neoshofarmersmarket@gmail.com,"<p>Established in 2009, Neosho Farmers&#39; Market is a Missouri non-profit that hosts a seasonal producer-only market in Historic Downtown Neosho.</p>","<p>Our farmers&#39; market features locally-grown garden fruits and vegetables, farm products including meats, eggs, dairy, honey, scratch-made breads and sweets, as well as quality, ready-to-eat street foods, hand-made artisan goods, live music, local artists, kids&#39; activities and more.</p>","<p>On the corner of Spring &amp; Jefferson Streets, Neosho, Missouri. </p><p>Every Saturday morning from 9 a.m. to noon, May through October. </p><p>Tuesday evening market coming in Summer 2020.</p>","(36.870365, -94.370009)"
Kearney Farmers' Market,160 MO-92 Hwy,,Kearney,MO,64060,Clay,Christine Boyles,https://www.facebook.com/kearneyfarmersmarket/,christineb@kearneyenrichment.org,<p>We are a Farmers&#39; and Artisan Market open May - October on Saturdays from 7 a.m. until noon.</p><p><br></p><p>We currently have over 20 vendors for the 2019 season.</p>,The Kearney Farmers&#39; Market sells a variety of products.,<p>Open 7 a.m. until noon every Saturday from May through October.</p>,"(39.368055, -94.340626)"
Howie Farms,140 Whispering Hope Dr.,,Villa Ridge,MO,63089,Franklin,Jay Howie,,howiefarmsmo@gmail.com,<p>Bringing farm fresh produce to the consumer at multiple Farmers&#39; Markets.</p>,<p>Fresh in season produce. </p><p>Fresh free range eggs. </p><p>Local honey. </p><p>Homemade canned goods.</p>,<p>Tower Grove - Tuesdays 4 p.m. - 8 p.m. </p><p>Wash-U Med School (year round) - Thursdays 10 a.m. - 2 p.m. </p><p>Ferguson Farmers&#39; Market - Saturdays 8 a.m. - Noon </p><p>The Boulevard Farmers&#39; Market - Sundays 9 a.m. - 1 p.m.</p>,"(38.475715, -90.86453)"
Holden Farmers' Market,101 S. Market Street,,Holden,MO,64060,Johnson,Paula Sechrest,,p_sechrest@yahoo.com,"May- October, Saturday 8:00 a.m.- 12:00 p.m.",The Holden Farmers&#39; Market sells a variety of products.,The Holden Farmers&#39; Market is located at 101 S. Market Street.,"(38.718835, -93.990711)"
Saturday Farmers' Market,320 North Mine La Motte,,Fredericktown,MO,63645,Madison,Connie Cox,,conniecox1957@yahoo.com,"Saturday Farmers&#39; Market is open every Saturday, May thru October in Fredericktown, MO.<br> <br>Vendors set up on the porch of Madison County Farm Supply. Our Market has been in this location for more than 12 years. We are a destination on Saturday mornings....fresh home-grown produce, wonderful baked goods and very friendly vendors.<br> <br>We also show-case hand-crafted items the first Saturday of the month. We are a true farmers&#39; market. All produce is locally grown within 25 miles of the market.","We offer home-grown produce, especially several kinds of tomatoes and some other unique produce. We also offer several varieties of jams and jellies, free-range chicken eggs and rabbit meat.<br> <br>Baked goods include regional favorites such as blackberry cobblers, black walnut pie and St. Louis gooey butter cake.","Saturday Farmers&#39; Market is open every Saturday, May thru October, at Madison County Farm Supply, 320 North Mine La Motte, Fredericktown, MO.<br><br>Hours are 8 a.m. until 1 p.m.<br> ","(37.564842, -90.293045)"
Farmers Market of the Ozarks,2144 E. Republic Rd,,Springfield,MO,65804,Greene,Karissa Kary,http://LoveYourFarmer.com,director@loveyourfarmer.com,"Farmers Market of the Ozarks combines farm fresh goodness, hand-crafted products and local eateries, all in one location that is easily accessible to the Ozarks community. Customers can shop for their weekly groceries, find unique gifts that are made from local artisans, enjoy musical talents of local artists and enjoy breakfast and lunch, all within the market&#39;s laid back atmosphere.<br><br>FMO provides vendors from a 150-mile radius of Springfield, MO, the opportunity to bring the best from the county to the city. Additionally, consumers have the ability to &#39;Put a Face to Their Food&#39;� each week with a visit to the market.<br><br>In July 2013, FMO became the first farmers market in the region to be housed in a year-round pavilion, inside the Farmers Park Development. The pavilion serves as an open air facility when the weather is pleasant, with fans and a kitchen. During the winter months the pavilion is furnished with roll down doors and radiant heat inside, making the market a year-round facility.<br><br>FMO has been named the Number 6 Farmers Market in the County in 2015 by <a href=""https://Food52.com"" target=""_blank"">Food52.com</a> and was voted as the Best Farmers Market in 2015 by Feast Magazine.<br><br>When you purchase foods from our vendors you can trust that your products are local and made/grown by local producers. FMO inspects our vendors to ensure food safety and integrity behind our product brand. Purchasing FMO products helps strengthen the local economy by supporting locally grown food, local food growers. Producers prosper by finding local marketplaces for their products and residents have access to high quality, nutritious, locally grown food.","Market is a Place Where:<br>Community members understand the value of strengthening the local economy by supporting locally grown food, local food growers and producers prosper by finding local marketplaces for their products and residents have access to high quality, nutritious, locally grown food.<br><br>Our Mission<br>Farmers Market of the Ozarks operates a vibrant farmers market that contributes to the success of local food growers and producers, strengthens the local food economy and serves as a community gathering place for the Ozarks region.<br><br>Our Values<br>Sustainability: Our market operates focusing on social, ecological and economic sustainability.<br>Excellence: Through combining innovation and business we create a beautiful, functional and exciting farmers market for the community.<br>Fostering Relationships: We strive to promote positive connections between local producers, and the community members who support them.<br>Nourishment: Local food is at the heart of the market and community, therefore we strive to provide access to fresh and nutritious food throughout the region.<br>Education: Our market believes it is our duty to educate the community about the value of locally produced products.","Market Hours in Springfield<br>Saturdays, Year-Round: 8 am to 1 pm<br>Thursdays, April - October: 4 pm to 7 pm<br><br>FMO operates two franchise farmers markets in Ozark, MO on the Square Wednesdays from 4 pm to 7 pm (April-October) and in Branson at the Branson Landing on Tuesdays from 3 pm to 7 pm (April- October).","(37.137004, -93.255559)"
Lincoln University Farmers' Market,1219 Chestnut Street,,Jefferson City,MO,65109,Cole,Taylor Cleveland,https://www.facebook.com/lincolnuniversityfarmersmarket/,lincolnuniversityfarmersmarket@gmail.com,"The Mission of the Lincoln University Farmers&#39; Market is to provide an open and accessible meeting place that brings together families, neighbors, visitors, local food producers and artisans with the purpose to create a sense of community, encouraging social gathering, to enhance the quality of life of the members of our local community and to strengthen our local economy.","We provide locally produced baked goods, crafts, soaps, and USDA certified beef and lamb, as well as local fresh produce.","The Lincoln University Farmers&#39; Market is located at the Dickinson Research Center, 1219 Chestnut Street (the corner of Leslie Blvd and Chestnut Street) Jefferson City, Missouri.<br><br>April - September, Saturday, 8:30 a.m. - 11:30 a.m.<br><br>October - March, 1st &amp; 3rd Saturday, 9:00 a.m. - 10:00 a.m.","(38.557882, -92.174317)"
City Market - Kansas City,20 East 5th Street,,Kansas City,MO,64106,Jackson,Deb Connors and Gina Levra,http://www.thecitymarket.org,farmersmarket@thecitymarket.org,"Open daily and featuring an eclectic mix of dining, shopping, entertainment and attractions in a unique open-air setting, the City Market offers visitors a variety of fresh produce, meat, specialty groceries, flowers and gift items from nearby farms and around the world.<br><br>Steeped in over 150 years of tradition, the City Market offers shoppers the region&#39;s largest farmers&#39; market and the opportunity to purchase the best of the heartland direct from producers, every Saturday and Sunday, year-round and Wednesdays June - August. The City Market has an extensive calendar, hosting festivals and other special events.","The City Market, Farmers&#39; Market provides a unique venue for area farmers to sell their product year round. The Markets 150 vendors farm within a 500 mile radius of Kansas City and provides the community with a wonderful and unique mix of produce, fruits, meats, cheese, bakery products, herbs, bedding plants, cut flower bouquets, wines/spirits, and value added products.<br><br>The City Market also has a nice mix of handmade arts/craft items and hosts a Vintage Sale every Sunday. When visiting the City Market allow time to dine and shop at one of the many restaurants and shops","<p>City Market Shops and Restaurants</p><p> </p><p>Open Year Round</p><p> </p><p><span style=""color: #000000;"">Saturday Market Hours: April – October 7 am – 3 pm; November – March 9 am – 3 pm,</span></p><p> </p><p>Sunday 9 a.m. - 3 p.m.</p><p> </p><p>June through August, Wednesdays 10 a.m. - 2 p.m.</p><p> </p><p>Address - 20 East 5th Street, Kansas City, MO 64106</p><p> </p><p>Phone - 816-842-1271</p><p> </p><p>Website- <a href=""https://www.thecitymarket.org"" target=""_blank"">www.thecitymarket.org</a></p>","(39.108731, -94.581955)"
Garden Sass Farmers' Market,7th & Mineral Springs Rd,,Cassville,MO,65625,Barry,Albert Wolfe,,,The Garden Sass Farmers&#39; Market is open year round on Saturday from 7 am to 11 am.,The Garden Sass Farmers&#39; Market sells a variety of products.,"The Garden Sass Farmers&#39; Market is located at 7th and Mineral Springs Road in Cassville, MO.","(36.672611, -93.859914)"
Owensville Farmers' Market,1002 W. Franklin,,Owensville,MO,65066,Gasconade,Wayne Schneider,https://www.facebook.com/OTownMo/,schneiderwayne@hotmail.com,"April- October, Saturday 8:00 a.m.- 11:00 a.m.","The Owensville Farmers&#39; Market sells a variety of products including vegetables, fruits, meat, eggs, canned goods, chicks, handmade items, plants","The Owensville Farmers&#39; Market is located at 1002 W. Franklin in Owensville, MO 65066.","(38.340883, -91.512234)"
Downtown Rolla Farmers' Market,901 North Elm Street,,Rolla,MO,65401,Phelps,Anna McClellan,https://www.facebook.com/RollaDowntownFarmersMarket,mcclellananna52@gmail.com,"We are a farmers&#39; market. We have been in business for over 20 years.<br><br>We have a variety of farms and vendors. We help senior citizens when they need it. We have a family atmosphere.<br><br>We are open from April to October. We have two market days, Tuesday and Saturday.","We have meat, vegetables, plants, baked goods, jellies, wood products, eggs, handmade jewelry and sewed items such as quilts and doll clothes.<br><br>We have a vendor that has a handmade cedar trunk as a raffle prize to benefit wounded warriors.<br><br>We also have handmade soap as well. <br><br>We are organic, no chemicals used. Our farms have their Id on organic certification.","We are located on Tenth Street and Elm Street, Rolla, MO 65401.<br><br>We open at seven in morning on both Tuesdays and Saturdays. We close at noon.<br><br>We try to help everyone. I am proud of our farmers&#39; market. I have been the manager for six years.<br><br>Anyone can call me anytime for more information.","(37.950917, -91.770777)"
The 107 St. Farmers' Market,501 W 107th St,,Kansas City,MO,64137,Jackson,Suzi Fichman,https://www.facebook.com/The-107-St-Farmers-Market-109698502384414,littlehouseofwellness@gmail.com,"<p>The 107 St. Farmers&#39; Market is open year-round on Saturday from 10 am until 1 pm.</p><p><br></p><p>We offer two totally different CSA memberships, one has organic ethically raised and produced animal products such as raw milks and cheeses, specialty meats and farm raised free range (the real kind) eggs. the other offers vegetables, grains and at time fruit and nuts. Both are locally grown and zero petroleum on land and in the production of products with the exception of getting them from the farm to the market!</p><p><br></p><p>We have vans and trucks in the city/horses in the country. We also have a couple vendors that are constants as well, one offers handmade paleo treats and the other specializes in integrative nutrition (food as medicine) in the form of whole food plant based organic homemade cheeses and sweets and mineral rich body products. There is a local guy with us who roasts his own coffee beans and sells coffee, and we invite local artists in at random. for example this week a potter will be set up with her wares.</p>","<p>The 107 St. Farmers&#39; Market sells a variety of products, including CSA items, paleo and vegan options, and then the baked goods the Mennonite farmers bring including maple syrup, honey, breads, pies, cookies and so much more!</p>","The 107 St. Farmers&#39; Market is located at 501 W 107th St., Kansas City, MO 64137.","(38.933076, -94.585992)"
10th Street Community Farmers' Market,"Moore Pavilion, 10th & Poplar",,Lamar,MO,64759,Barton,Lendi Davis,https://www.facebook.com/TenthStreetCommunityFarmersMarket/,lendery@keinet.net,"Tenth Street Community Farmers&#39; Market is a well organized farmers&#39; market with set and strict rules of operation that all of our vendors adhere to. We offer the very best of local growers and the products our many farmers and residents produce. All produce and products are raised and/or produced within a 50 mile radius and so provides a local and convenient market for all whose livelihood depends on their sales. Our motto is &quot;Buy Local &amp; Eat Fresh&quot; and everyone from vendors to the Steering Committee are in every respect devoted to the commitment of bringing fresh from the farm produce and products to consumers. We provide a well-located source of fresher, healthier, tastier products; educational experiences for young and old alike, music, charitable organizations food stands with a picnic area and a destination where everyone can have an entertaining time.","The Tenth Street Community Farmers&#39; Market offers the best of Barton County growers and the products our many farmers and residents produce. A vast variety of locally grown vegetables, fruits, meat, eggs, baked goods, honey, jams and jellies, herbs, bedding plants and farm-made products such as soaps, candles, quilts and yarns/wool is offered throughout the Market&#39;s season. Throughout the season special events and festivals, cooking/craft demonstrations, music and food service offer an excellent place to shop and an enjoyable experience for all ages.","Located just 1 block east of the Lamar Square at the Moore Pavilion, 10th &amp; Poplar Street, the Market is open from April through October - Wednesdays 2 pm-5 pm, and Saturdays 9 am - 12 pm.<br><br>From Highway 71, take the Lamar exit east for 1 mile and turn left onto Poplar Street (by the Thiebaud Auditorium), the Market is at the end of the block on the left.","(37.4967278, -94.274565)"
Eureka Farmers' Market,394 S. Central Avenue,,Eureka,MO,63025,St. Louis,Lizzie Roberds,,lroberds@eureka.mo.us,"The Eureka Farmers&#39; Market was established in 2017 by the City of Eureka Parks Department. The Market is held on the second Thursdays of the month from April - October.<br><br>Winter Markets are held indoors in November and December. Live musical entertainment can be heard at every market and a variety of vendors attend each market date. The Eureka Farmers&#39; Market is a producer only market focusing on vendors that provide products that are grown, raised or made locally through local agriculture.<br><br>In addition, the market supports producers of goods made locally from local materials that support and encourage patrons to eat local, support local, cook and grown their own produce at home, and to get to know the people they are buying from and where their products come from.","Fresh local produce, grass-fed beef, pasture raised pork, free-range chicken and eggs, locally roasted coffee, knife sharpening, brick oven pizzas made while you wait fresh baked breads and baked goods locally sourced, handmade health and beauty products locally handmade and chocolates","394 South Central Avenue, Eureka, MO 63025<br><br>Second Thursdays of the month, April - October 3:30 pm - 7:00 pm","(38.50127, -90.628084)"
West Plains Area Farmers' Market,"1380 Bill Virdon Blvd, E Towne Village",,West Plains,MO,65776,Howell,Paul Chateauvert,https://www.facebook.com/WestPlainsAreaFarmersMarket,wpafarmersmarket@gmail.com,"Founded in 1982, the West Plains Area Farmers Market (WPAFM) is a 501(c)(3) nonprofit organization and is the longest-running and most established farmers market in the area.<br><br>Located in East Towne Village, West Plains, the market serves customers year-round in both indoor and outdoor facilities.","The WPAFM offers local, farm-grown produce, homemade baked goodies, hand-crafted items, and seasonal specialty items.<br><br>The market’s local vendors happily present fresh, organic vegetables and fruits, raw and unfiltered honey, non-GMO pasture-raised eggs, grass-fed beef, jellies, salsa and other canned specialties, fresh pretzels, baked goods, artisan breads, hand-crafted knitted and sewn items, hand-crafted blankets, specialty homemade soaps … and more!","The market is held in the large pavilion on the east side parking lot of East Towne Village, West Plains, 1/2-mile east of the Civic Center, with plenty of parking available.<br><br>During inclement weather and the winter season, the market is moved indoors to the adjacent community center building. Fresh coffee is available for all guests, with donations accepted.<br><br>Summer Hours: April through November<br>Wednesdays &amp; Saturdays, 9 a.m. to 1 p.m.<br><br>Winter Hours: December through March<br>Saturdays, 9 a.m. to 1 p.m.","(36.754271, -91.872132)"
Nixa Area Farmers' Market,Highway 14/ Main Street Intersection,,Nixa,MO,65714,Christian,J.J. Leek,https://nixozkfarmersmkt.weebly.com/,jjleek@msn.com,Our market was formed in 2003 to serve the Christian County area with locally grown produce.,"We are a grower/producer market here in Christian County. We do not allow reselling.<br><br>On Saturday mornings, we are located at the intersection of Highway 14 and Main Street in Nixa, MO.<br><br>We have a wide variety of items each year in our market.","<p>We are located at the intersection of Highway 14 and Main Street in Nixa, MO on Saturday mornings from 8 a.m. to 12 p.m.</p>","(37.043747, -93.294527)"
Schlafly Farmers' Market,7260 Southwest Avenue,,St. Louis,MO,63143,St. Louis,Ally Conner,https://www.facebook.com/SchlaflyFarmersMarket/,farmersmarket@schlafly.com,"Know where your food comes from by buying direct from the farmer or local food purveyor who grew, raised or produced it. Schlafly Farmers&#39; Market&#39;s producer-only market has been your destination for local food and beer for over 10 years in suburban St. Louis County. Visit us on Wednesday afternoons from 4 to 7 pm April through October in the hear of Maplewood&#39;s gourmet food row.",Schlafly Farmers&#39; Market features 30 farmers and food vendors each week. The market also hosts monthly cooking demonstrations and live music every week.,April - October: Wednesdays 4 to 7 pm<br><br>November - March: TBD,"(38.612943, -90.31493)"
The Post Farmers' Market,200 NW 11th Street,,Blue Springs,MO,64015,Jackson,Kate Roos,,venturehumanist42@gmail.com,The Post Farmers&#39; Market combines the best of the local producers in the Kansas City area.,"For additional information on products available, please contact the market manager directly.","The Post Farmers&#39; Market is located at 200 NW 11th Street, Blue Springs, MO 64015.","(39.020112, -94.276966)"
Joplin Empire Market,931 E 4th Street,,Joplin,MO,64801,Jasper,Ivy Hagedorn,http://joplinempiremarket.com,ivy@joplinempiremarket.com,"The Empire Market is an indoor/outdoor public market located right off Joplin&#39;s historic downtown city center. We are a producer-only farmer&#39;s market, with handmade artisan goods, live music, and gourmet food.","Fresh produce, eggs, pasture-raised meats, spices and seasonings, local honey, native plants, artisan breads, pastries, and cookies, locally roasted coffee, fresh-pressed juices, pottery, fine art photography, local alpaca roving and yarn, gourmet food trucks, kettle corn, and more!","The Empire Market is located in the historic 1907 Joplin Casket Company building located on 4th and Railroad Ave. We have ample parking, and you can find vendors inside the brick market halls or outside in our festival courtyard. We are open Saturdays, from 10 am - 3 pm.","(37.087627, -94.503123)"
Fulton Farmers' Market,10 East 5th Street,,Fulton,MO,65251,Callaway,Amanda Saleny,https://www.facebook.com/Fulton-Missouri-Farmers-Market-520415174668568/,tiggersaleny@yahoo.com,"For more than 30 years the Fulton Farmers&#39; Market has been helping the people of Missouri eat healthy. While the location within the city of Fulton has changed from our beginning, we still strive to provide our customers with the very best nature has to offer.<br><br>Please visit us on Wednesday afternoons at the Tractor Supply Parking Lot along Business 54 in Fulton.<br><br>Be sure to check out the new Brick District Farmers&#39; Market on Saturdays at 10 East 5th Street in front of the Courthouse in Fulton to experience what fresh really means.You will be glad you did!","For over 30 years the Fulton Farmers Market has been helping the people of Missouri consume healthy, locally grown produce. Additionally expert advice is available from the growers, some of who are Master Gardeners certified by the University of Missouri Extension Services. Our produce is typical of most Midwestern markets; fresh sweet corn, tomatoes, lettuce, potatoes, turnips, fruit, strawberries, blackberries, blueberries and apples. Many value added products are also sold at the market including homemade crafts.",Our local market is located in the downtown Brick District of Fulton. Fulton Farmers&#39; Market hours are Wednesday 3 p.m. - 6 p.m. at the Tractor Supply Parking Lot along Business 54 in Fulton.<br><br>On Saturdays the market sets up in front of the Callaway County Courthouse on 5th Street from 9 a.m. - 12 p.m.<br><br>The market runs from May 1st through October 31st with fresh seasonal produce varying throughout the year.<br><br>So be sure to check out the Brick District Fulton Farmers&#39; Market!,"(38.8467, -91.948)"
The Farmers' Market at Fort Leonard Wood,"MWR Rec Plex,Bldg604 Constitution Ave",,Fort Leonard Wood,MO,65473,Pulaski,Samantha Kramer,http://flwfarmersmarket.com,flwfarmersmarket@gmail.com,"The Farmers&#39; Market at Fort Leonard Wood is a joint effort by various local and regional organizations to bring healthy, local food to our men and women serving at Fort Leonard Wood. The Market also hopes to serve as a sales venue for those stationed at FLW and in surrounding areas who wish to sell their own goods. The Market features vendors who locally produce vegetables, fruit, beef, pork, eggs and flowers.","For additional information about products available, please visit the markets website or contact them directly.","The Market runs from 4:30 pm - 7:30 pm at the MWR Rec Plex<br><br>April 29, May 13, June 3, June 17, July 1, July 15, August 5, August 19, September 2, September 16, September 30, October 14, October 28","(37.759463, -92.11391)"
