OPA Case Number,Status,Status Description,Due Date,Completed Date,Task Creation Date,External Case Number,Due_Date,Completed_Date,Task_Creation_Date,CurrentStatus
2018OPA-0239,Done,OPA Training Referral,,11/06/2018 12:00:00 AM,03/07/2019 12:00:00 AM,2018-002256,,2018-11-06T00:00:00.000,2019-03-07T00:00:00.000,Done
2018OPA-0502,Done,OPA Close Case,05/06/2019 12:00:00 AM,01/08/2019 12:00:00 AM,04/26/2019 12:00:00 AM,,2019-05-06T00:00:00.000,2019-01-08T00:00:00.000,2019-04-26T00:00:00.000,Done
2015OPA-0114,Done,OPA Close SA,03/23/2016 12:00:00 AM,03/18/2016 12:00:00 AM,03/18/2016 12:00:00 AM,2014-410666,2016-03-23T00:00:00.000,2016-03-18T00:00:00.000,2016-03-18T00:00:00.000,Done
2017OPA-0043,Done,OPA Close CL,02/12/2017 12:00:00 AM,02/08/2017 12:00:00 AM,01/17/2017 12:00:00 AM,,2017-02-12T00:00:00.000,2017-02-08T00:00:00.000,2017-01-17T00:00:00.000,Done
2018OPA-0069,Done,OPA Close Case,10/20/2018 12:00:00 AM,10/23/2018 12:00:00 AM,10/10/2018 12:00:00 AM,2016-098059,2018-10-20T00:00:00.000,2018-10-23T00:00:00.000,2018-10-10T00:00:00.000,Done
2019OPA-0768,Done,OPA Close SA,,03/19/2020 12:00:00 AM,03/19/2020 12:00:00 AM,,,2020-03-19T00:00:00.000,2020-03-19T00:00:00.000,Done
2019OPA-0907,Done,OPA Close SA,,03/03/2020 12:00:00 AM,03/03/2020 12:00:00 AM,2019-466062,,2020-03-03T00:00:00.000,2020-03-03T00:00:00.000,Done
2015OPA-0555,Done,OPA Director SA Review,05/20/2015 12:00:00 AM,06/17/2015 12:00:00 AM,05/15/2015 12:00:00 AM,,2015-05-20T00:00:00.000,2015-06-17T00:00:00.000,2015-05-15T00:00:00.000,Done
2015OPA-0601,Done,OPA Close Case,10/30/2015 12:00:00 AM,10/30/2015 12:00:00 AM,10/27/2015 12:00:00 AM,2015-139918,2015-10-30T00:00:00.000,2015-10-30T00:00:00.000,2015-10-27T00:00:00.000,Done
2016OPA-0574,Done,OPA Close Case,11/21/2016 12:00:00 AM,11/21/2016 12:00:00 AM,11/15/2016 12:00:00 AM,2016-185319,2016-11-21T00:00:00.000,2016-11-21T00:00:00.000,2016-11-15T00:00:00.000,Done
2017OPA-0352,Done,OPA Close CL,05/13/2017 12:00:00 AM,05/15/2017 12:00:00 AM,04/07/2017 12:00:00 AM,,2017-05-13T00:00:00.000,2017-05-15T00:00:00.000,2017-04-07T00:00:00.000,Done
2017OPA-0943,Done,OPA Missed 180 Day Deadline,02/10/2018 12:00:00 AM,02/16/2018 12:00:00 AM,02/26/2019 12:00:00 AM,,2018-02-10T00:00:00.000,2018-02-16T00:00:00.000,2019-02-26T00:00:00.000,Done
2019OPA-0051,Done,OPA Close CL,02/17/2019 12:00:00 AM,02/22/2019 12:00:00 AM,02/12/2019 12:00:00 AM,,2019-02-17T00:00:00.000,2019-02-22T00:00:00.000,2019-02-12T00:00:00.000,Done
2019OPA-0248,Done,OPA Close SA,,06/20/2019 12:00:00 AM,06/20/2019 12:00:00 AM,,,2019-06-20T00:00:00.000,2019-06-20T00:00:00.000,Done
2015OPA-0325,Done,OPA Director SA Review,05/06/2015 12:00:00 AM,05/20/2015 12:00:00 AM,05/01/2015 12:00:00 AM,,2015-05-06T00:00:00.000,2015-05-20T00:00:00.000,2015-05-01T00:00:00.000,Done
2015OPA-0717,Done,OPA Close CL,,09/25/2015 12:00:00 AM,10/14/2015 12:00:00 AM,,,2015-09-25T00:00:00.000,2015-10-14T00:00:00.000,Done
2016OPA-0450,Done,OPA Close CL,05/04/2016 12:00:00 AM,05/04/2016 12:00:00 AM,05/04/2016 12:00:00 AM,,2016-05-04T00:00:00.000,2016-05-04T00:00:00.000,2016-05-04T00:00:00.000,Done
2016OPA-0772,Done,OPA Close CL,08/08/2016 12:00:00 AM,08/08/2016 12:00:00 AM,08/03/2016 12:00:00 AM,,2016-08-08T00:00:00.000,2016-08-08T00:00:00.000,2016-08-03T00:00:00.000,Done
2016OPA-1175,Done,OPA Close CL,10/26/2016 12:00:00 AM,10/25/2016 12:00:00 AM,10/21/2016 12:00:00 AM,,2016-10-26T00:00:00.000,2016-10-25T00:00:00.000,2016-10-21T00:00:00.000,Done
2017OPA-0463,Done,OPA Close Case,11/01/2017 12:00:00 AM,11/07/2017 12:00:00 AM,10/31/2017 12:00:00 AM,2017-155291,2017-11-01T00:00:00.000,2017-11-07T00:00:00.000,2017-10-31T00:00:00.000,Done
2017OPA-0768,Done,OPA Close Case,03/18/2020 12:00:00 AM,04/15/2020 12:00:00 AM,03/04/2020 12:00:00 AM,2017-208215,2020-03-18T00:00:00.000,2020-04-15T00:00:00.000,2020-03-04T00:00:00.000,Done
2017OPA-1296,Done,OPA Close Case,07/08/2018 12:00:00 AM,09/25/2018 12:00:00 AM,06/28/2018 12:00:00 AM,2017-467245,2018-07-08T00:00:00.000,2018-09-25T00:00:00.000,2018-06-28T00:00:00.000,Done
2018OPA-0235,Done,OPA Close Case,03/31/2019 12:00:00 AM,03/22/2019 12:00:00 AM,03/21/2019 12:00:00 AM,2018-085885,2019-03-31T00:00:00.000,2019-03-22T00:00:00.000,2019-03-21T00:00:00.000,Done
2018OPA-0715,Done,OPA Close SA,,09/20/2018 12:00:00 AM,09/20/2018 12:00:00 AM,2018-278442,,2018-09-20T00:00:00.000,2018-09-20T00:00:00.000,Done
2015OPA-0279,Done,OPA Close CL,,03/23/2015 12:00:00 AM,10/21/2015 12:00:00 AM,,,2015-03-23T00:00:00.000,2015-10-21T00:00:00.000,Done
2015OPA-0867,Done,OPA Close CL,,06/26/2015 12:00:00 AM,10/19/2015 12:00:00 AM,,,2015-06-26T00:00:00.000,2015-10-19T00:00:00.000,Done
2019OPA-0823,Done,OPA Close SA,,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,,,2020-01-13T00:00:00.000,2020-01-13T00:00:00.000,Done
2015OPA-1418,Done,OPA Close SA,11/14/2015 12:00:00 AM,11/10/2015 12:00:00 AM,11/09/2015 12:00:00 AM,2015-324979,2015-11-14T00:00:00.000,2015-11-10T00:00:00.000,2015-11-09T00:00:00.000,Done
2016OPA-1357,Done,OPA Classification,12/15/2016 12:00:00 AM,12/01/2016 12:00:00 AM,11/16/2016 12:00:00 AM,,2016-12-15T00:00:00.000,2016-12-01T00:00:00.000,2016-11-16T00:00:00.000,Done
2017OPA-1153,Done,OPA Close SA,,01/16/2018 12:00:00 AM,01/16/2018 12:00:00 AM,2017-410405,,2018-01-16T00:00:00.000,2018-01-16T00:00:00.000,Done
2018OPA-0193,Done,OPA Close CL,03/18/2018 12:00:00 AM,04/06/2018 12:00:00 AM,03/13/2018 12:00:00 AM,,2018-03-18T00:00:00.000,2018-04-06T00:00:00.000,2018-03-13T00:00:00.000,Done
2018OPA-0625,Done,OPA Training Referral,12/28/2018 12:00:00 AM,01/25/2019 12:00:00 AM,12/18/2018 12:00:00 AM,,2018-12-28T00:00:00.000,2019-01-25T00:00:00.000,2018-12-18T00:00:00.000,Done
2018OPA-1050,Done,OPA Close Case,03/31/2019 12:00:00 AM,04/01/2019 12:00:00 AM,03/21/2019 12:00:00 AM,2018-398484,2019-03-31T00:00:00.000,2019-04-01T00:00:00.000,2019-03-21T00:00:00.000,Done
2015OPA-0288,Done,OPA Monitor SA,04/26/2015 12:00:00 AM,05/20/2015 12:00:00 AM,03/27/2015 12:00:00 AM,2014-014632,2015-04-26T00:00:00.000,2015-05-20T00:00:00.000,2015-03-27T00:00:00.000,Done
2015OPA-0542,Done,OPA Close Case,10/29/2015 12:00:00 AM,10/29/2015 12:00:00 AM,10/15/2015 12:00:00 AM,2015-118243,2015-10-29T00:00:00.000,2015-10-29T00:00:00.000,2015-10-15T00:00:00.000,Done
2015OPA-1055,Done,OPA Close SA,12/15/2015 12:00:00 AM,12/11/2015 12:00:00 AM,12/10/2015 12:00:00 AM,,2015-12-15T00:00:00.000,2015-12-11T00:00:00.000,2015-12-10T00:00:00.000,Done
2015OPA-1409,Done,OPA Close CL,,10/01/2015 12:00:00 AM,10/13/2015 12:00:00 AM,,,2015-10-01T00:00:00.000,2015-10-13T00:00:00.000,Done
2019OPA-0540,Done,OPA Close Case,01/29/2020 12:00:00 AM,03/25/2020 12:00:00 AM,01/15/2020 12:00:00 AM,2019-282953,2020-01-29T00:00:00.000,2020-03-25T00:00:00.000,2020-01-15T00:00:00.000,Done
2020OPA-0113,Done,OPA 180 Extension Request,08/17/2020 12:00:00 AM,09/16/2020 12:00:00 AM,04/04/2020 12:00:00 AM,2020-62693,2020-08-17T00:00:00.000,2020-09-16T00:00:00.000,2020-04-04T00:00:00.000,Done
2016OPA-1344,Done,OPA Close CL,12/05/2016 12:00:00 AM,12/07/2016 12:00:00 AM,11/30/2016 12:00:00 AM,,2016-12-05T00:00:00.000,2016-12-07T00:00:00.000,2016-11-30T00:00:00.000,Done
2018OPA-0689,Done,OPA Close CL,08/26/2018 12:00:00 AM,08/21/2018 12:00:00 AM,08/21/2018 12:00:00 AM,,2018-08-26T00:00:00.000,2018-08-21T00:00:00.000,2018-08-21T00:00:00.000,Done
2019OPA-0241,Done,OPA Close CL,05/16/2019 12:00:00 AM,05/16/2019 12:00:00 AM,05/16/2019 12:00:00 AM,,2019-05-16T00:00:00.000,2019-05-16T00:00:00.000,2019-05-16T00:00:00.000,Done
2019OPA-0387,Done,OPA Close CL,07/08/2019 12:00:00 AM,07/09/2019 12:00:00 AM,07/03/2019 12:00:00 AM,,2019-07-08T00:00:00.000,2019-07-09T00:00:00.000,2019-07-03T00:00:00.000,Done
2015OPA-0296,Done,OPA Close CL,,03/23/2015 12:00:00 AM,10/21/2015 12:00:00 AM,,,2015-03-23T00:00:00.000,2015-10-21T00:00:00.000,Done
2015OPA-0848,Done,OPA Close Case,12/09/2015 12:00:00 AM,12/14/2015 12:00:00 AM,11/25/2015 12:00:00 AM,,2015-12-09T00:00:00.000,2015-12-14T00:00:00.000,2015-11-25T00:00:00.000,Done
2015OPA-1780,Done,OPA Close CL,11/28/2015 12:00:00 AM,11/30/2015 12:00:00 AM,11/23/2015 12:00:00 AM,,2015-11-28T00:00:00.000,2015-11-30T00:00:00.000,2015-11-23T00:00:00.000,Done
2016OPA-1039,Done,OPA Close Case,07/01/2017 12:00:00 AM,07/18/2017 12:00:00 AM,06/21/2017 12:00:00 AM,,2017-07-01T00:00:00.000,2017-07-18T00:00:00.000,2017-06-21T00:00:00.000,Done
2018OPA-0150,Done,OPA Close CL,03/14/2018 12:00:00 AM,03/13/2018 12:00:00 AM,02/13/2018 12:00:00 AM,,2018-03-14T00:00:00.000,2018-03-13T00:00:00.000,2018-02-13T00:00:00.000,Done
2018OPA-0220,Done,OPA Close Case,09/17/2018 12:00:00 AM,10/16/2018 12:00:00 AM,10/16/2018 12:00:00 AM,,2018-09-17T00:00:00.000,2018-10-16T00:00:00.000,2018-10-16T00:00:00.000,Done
2018OPA-0451,Done,OPA Close CL,06/03/2018 12:00:00 AM,05/31/2018 12:00:00 AM,05/29/2018 12:00:00 AM,2018-142411,2018-06-03T00:00:00.000,2018-05-31T00:00:00.000,2018-05-29T00:00:00.000,Done
2019OPA-0235,Done,OPA Close CL,08/20/2019 12:00:00 AM,09/12/2019 12:00:00 AM,08/15/2019 12:00:00 AM,,2019-08-20T00:00:00.000,2019-09-12T00:00:00.000,2019-08-15T00:00:00.000,Done
2015OPA-1589,Done,OPA Close SA,02/27/2016 12:00:00 AM,02/23/2016 12:00:00 AM,02/22/2016 12:00:00 AM,2015-371018,2016-02-27T00:00:00.000,2016-02-23T00:00:00.000,2016-02-22T00:00:00.000,Done
2016OPA-0396,Done,OPA Close Case,10/24/2016 12:00:00 AM,10/24/2016 12:00:00 AM,10/11/2016 12:00:00 AM,2016-020154,2016-10-24T00:00:00.000,2016-10-24T00:00:00.000,2016-10-11T00:00:00.000,Done
2016OPA-1056,Done,OPA Close SA,,10/04/2016 12:00:00 AM,10/04/2016 12:00:00 AM,,,2016-10-04T00:00:00.000,2016-10-04T00:00:00.000,Done
2017OPA-0986,Done,OPA Close CL,10/22/2017 12:00:00 AM,10/23/2017 12:00:00 AM,09/22/2017 12:00:00 AM,,2017-10-22T00:00:00.000,2017-10-23T00:00:00.000,2017-09-22T00:00:00.000,Done
2015OPA-1574,Done,OPA Close CL,,11/02/2015 12:00:00 AM,11/02/2015 12:00:00 AM,,,2015-11-02T00:00:00.000,2015-11-02T00:00:00.000,Done
2015OPA-1675,Done,OPA Close Case,04/07/2016 12:00:00 AM,04/07/2016 12:00:00 AM,03/16/2016 12:00:00 AM,,2016-04-07T00:00:00.000,2016-04-07T00:00:00.000,2016-03-16T00:00:00.000,Done
2016OPA-0746,Done,OPA Close Case,01/28/2017 12:00:00 AM,01/28/2017 12:00:00 AM,01/18/2017 12:00:00 AM,2013-262559,2017-01-28T00:00:00.000,2017-01-28T00:00:00.000,2017-01-18T00:00:00.000,Done
2017OPA-0848,Done,OPA Close Case,02/22/2018 12:00:00 AM,06/15/2018 12:00:00 AM,05/29/2018 12:00:00 AM,2017-305098,2018-02-22T00:00:00.000,2018-06-15T00:00:00.000,2018-05-29T00:00:00.000,Done
2019OPA-0931,Done,OPA Close CL,01/31/2020 12:00:00 AM,01/28/2020 12:00:00 AM,01/21/2020 12:00:00 AM,,2020-01-31T00:00:00.000,2020-01-28T00:00:00.000,2020-01-21T00:00:00.000,Done
2017OPA-1003,Done,OPA Captain Investigation Review,07/07/2019 12:00:00 AM,07/07/2019 12:00:00 AM,07/07/2019 12:00:00 AM,2017-154790,2019-07-07T00:00:00.000,2019-07-07T00:00:00.000,2019-07-07T00:00:00.000,Done
2018OPA-0653,Done,OPA Close Case,01/25/2019 12:00:00 AM,02/13/2019 12:00:00 AM,01/15/2019 12:00:00 AM,2018-259175,2019-01-25T00:00:00.000,2019-02-13T00:00:00.000,2019-01-15T00:00:00.000,Done
2019OPA-0332,Done,OPA Close SA,,07/16/2019 12:00:00 AM,07/16/2019 12:00:00 AM,2019-175886,,2019-07-16T00:00:00.000,2019-07-16T00:00:00.000,Done
2019OPA-0755,Done,OPA OIG Certification,12/21/2019 12:00:00 AM,12/12/2019 12:00:00 AM,12/11/2019 12:00:00 AM,2019-237453,2019-12-21T00:00:00.000,2019-12-12T00:00:00.000,2019-12-11T00:00:00.000,Done
2019OPA-0820,Done,OPA Close Case,02/08/2020 12:00:00 AM,01/30/2020 12:00:00 AM,01/29/2020 12:00:00 AM,2019-397458,2020-02-08T00:00:00.000,2020-01-30T00:00:00.000,2020-01-29T00:00:00.000,Done
2015OPA-1088,Done,OPA Close CL,,09/03/2015 12:00:00 AM,10/15/2015 12:00:00 AM,2015-218467,,2015-09-03T00:00:00.000,2015-10-15T00:00:00.000,Done
2015OPA-1434,Done,OPA Close CL,,10/06/2015 12:00:00 AM,10/13/2015 12:00:00 AM,,,2015-10-06T00:00:00.000,2015-10-13T00:00:00.000,Done
2015OPA-1582,Done,OPA Training Referral,,04/26/2016 12:00:00 AM,04/27/2016 12:00:00 AM,2015-373522,,2016-04-26T00:00:00.000,2016-04-27T00:00:00.000,Done
2015OPA-1725,Done,OPA Close CL,11/30/2015 12:00:00 AM,11/30/2015 12:00:00 AM,11/25/2015 12:00:00 AM,,2015-11-30T00:00:00.000,2015-11-30T00:00:00.000,2015-11-25T00:00:00.000,Done
2015OPA-1901,Done,OPA Close SA,02/29/2016 12:00:00 AM,02/26/2016 12:00:00 AM,02/24/2016 12:00:00 AM,2014-383554,2016-02-29T00:00:00.000,2016-02-26T00:00:00.000,2016-02-24T00:00:00.000,Done
2019OPA-0774,Done,OPA Close Case,02/17/2020 12:00:00 AM,02/27/2020 12:00:00 AM,02/03/2020 12:00:00 AM,2019-390658,2020-02-17T00:00:00.000,2020-02-27T00:00:00.000,2020-02-03T00:00:00.000,Done
2020OPA-0175,Done,OPA Close CL,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,03/24/2020 12:00:00 AM,2020-094213,2020-03-31T00:00:00.000,2020-03-31T00:00:00.000,2020-03-24T00:00:00.000,Done
2016OPA-0547,Done,OPA Close CL,07/16/2016 12:00:00 AM,07/13/2016 12:00:00 AM,07/11/2016 12:00:00 AM,,2016-07-16T00:00:00.000,2016-07-13T00:00:00.000,2016-07-11T00:00:00.000,Done
2016OPA-0738,Done,OPA Send Complainant Closing Letter,08/06/2016 12:00:00 AM,08/05/2016 12:00:00 AM,08/01/2016 12:00:00 AM,,2016-08-06T00:00:00.000,2016-08-05T00:00:00.000,2016-08-01T00:00:00.000,Done
2017OPA-0296,Done,OPA Close SA,,05/15/2017 12:00:00 AM,05/15/2017 12:00:00 AM,2017-037593,,2017-05-15T00:00:00.000,2017-05-15T00:00:00.000,Done
2019OPA-0724,Done,OPA Close CL,11/04/2019 12:00:00 AM,11/01/2019 12:00:00 AM,10/28/2019 12:00:00 AM,,2019-11-04T00:00:00.000,2019-11-01T00:00:00.000,2019-10-28T00:00:00.000,Done
2015OPA-0441,Done,OPA Close Case,,09/11/2015 12:00:00 AM,08/31/2015 12:00:00 AM,,,2015-09-11T00:00:00.000,2015-08-31T00:00:00.000,Done
2015OPA-0666,Done,OPA Close CL,,06/15/2015 12:00:00 AM,10/19/2015 12:00:00 AM,,,2015-06-15T00:00:00.000,2015-10-19T00:00:00.000,Done
2015OPA-1098,Done,OPA Close CL,,08/27/2015 12:00:00 AM,10/15/2015 12:00:00 AM,,,2015-08-27T00:00:00.000,2015-10-15T00:00:00.000,Done
2015OPA-1328,Done,OPA Close SA,11/07/2015 12:00:00 AM,11/02/2015 12:00:00 AM,11/02/2015 12:00:00 AM,,2015-11-07T00:00:00.000,2015-11-02T00:00:00.000,2015-11-02T00:00:00.000,Done
2015OPA-1424,Done,OPA Close SA,10/13/2015 12:00:00 AM,10/09/2015 12:00:00 AM,10/08/2015 12:00:00 AM,2015-256265,2015-10-13T00:00:00.000,2015-10-09T00:00:00.000,2015-10-08T00:00:00.000,Done
2015OPA-1610,Done,OPA Training Referral,04/14/2016 12:00:00 AM,04/05/2016 12:00:00 AM,03/17/2016 12:00:00 AM,2015-374958,2016-04-14T00:00:00.000,2016-04-05T00:00:00.000,2016-03-17T00:00:00.000,Done
2019OPA-0809,Done,OPA Close SA,,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,,,2020-01-17T00:00:00.000,2020-01-17T00:00:00.000,Done
2017OPA-0861,Done,OPA Close CL,09/18/2017 12:00:00 AM,09/18/2017 12:00:00 AM,09/13/2017 12:00:00 AM,,2017-09-18T00:00:00.000,2017-09-18T00:00:00.000,2017-09-13T00:00:00.000,Done
2017OPA-1014,Done,OPA Director Certification/Finding,03/28/2018 12:00:00 AM,01/09/2018 12:00:00 AM,02/27/2019 12:00:00 AM,2017-326742,2018-03-28T00:00:00.000,2018-01-09T00:00:00.000,2019-02-27T00:00:00.000,Done
2018OPA-0116,Done,OPA Training Referral,,07/03/2018 12:00:00 AM,03/06/2019 12:00:00 AM,2017-470636,,2018-07-03T00:00:00.000,2019-03-06T00:00:00.000,Done
2018OPA-0654,Done,OPA Close CL,08/20/2018 12:00:00 AM,08/21/2018 12:00:00 AM,08/15/2018 12:00:00 AM,,2018-08-20T00:00:00.000,2018-08-21T00:00:00.000,2018-08-15T00:00:00.000,Done
2019OPA-0196,Done,OPA Close SA,,05/29/2019 12:00:00 AM,05/29/2019 12:00:00 AM,2019-085412,,2019-05-29T00:00:00.000,2019-05-29T00:00:00.000,Done
2019OPA-0739,Done,OPA OIG Certification,02/23/2020 12:00:00 AM,02/18/2020 12:00:00 AM,02/13/2020 12:00:00 AM,,2020-02-23T00:00:00.000,2020-02-18T00:00:00.000,2020-02-13T00:00:00.000,Done
2015OPA-0880,Done,OPA Close CL,,06/26/2015 12:00:00 AM,10/19/2015 12:00:00 AM,,,2015-06-26T00:00:00.000,2015-10-19T00:00:00.000,Done
2015OPA-1926,Done,OPA Referal to EEO,01/30/2016 12:00:00 AM,01/26/2016 12:00:00 AM,01/25/2016 12:00:00 AM,,2016-01-30T00:00:00.000,2016-01-26T00:00:00.000,2016-01-25T00:00:00.000,Done
2016OPA-0113,Done,OPA Close CL,02/09/2016 12:00:00 AM,02/05/2016 12:00:00 AM,02/04/2016 12:00:00 AM,,2016-02-09T00:00:00.000,2016-02-05T00:00:00.000,2016-02-04T00:00:00.000,Done
2018OPA-0018,Done,OPA Close SA,,07/10/2018 12:00:00 AM,07/10/2018 12:00:00 AM,2018-002985,,2018-07-10T00:00:00.000,2018-07-10T00:00:00.000,Done
2018OPA-0153,Done,OPA Close Case,08/23/2018 12:00:00 AM,10/09/2018 12:00:00 AM,08/13/2018 12:00:00 AM,2017-470105,2018-08-23T00:00:00.000,2018-10-09T00:00:00.000,2018-08-13T00:00:00.000,Done
2018OPA-0609,Done,OPA Close CL,08/04/2018 12:00:00 AM,08/10/2018 12:00:00 AM,07/30/2018 12:00:00 AM,,2018-08-04T00:00:00.000,2018-08-10T00:00:00.000,2018-07-30T00:00:00.000,Done
2019OPA-0879,Done,OPA Close CL,01/04/2020 12:00:00 AM,01/09/2020 12:00:00 AM,12/27/2019 12:00:00 AM,,2020-01-04T00:00:00.000,2020-01-09T00:00:00.000,2019-12-27T00:00:00.000,Done
2015OPA-0648,Done,OPA Close CL,,06/08/2015 12:00:00 AM,10/19/2015 12:00:00 AM,,,2015-06-08T00:00:00.000,2015-10-19T00:00:00.000,Done
2015OPA-1440,Done,OPA Close CL,,10/01/2015 12:00:00 AM,10/13/2015 12:00:00 AM,,,2015-10-01T00:00:00.000,2015-10-13T00:00:00.000,Done
2015OPA-1515,Done,OPA Close CL,,10/27/2015 12:00:00 AM,10/27/2015 12:00:00 AM,,,2015-10-27T00:00:00.000,2015-10-27T00:00:00.000,Done
2016OPA-0429,Done,OPA Close CL,05/16/2016 12:00:00 AM,05/16/2016 12:00:00 AM,05/11/2016 12:00:00 AM,,2016-05-16T00:00:00.000,2016-05-16T00:00:00.000,2016-05-11T00:00:00.000,Done
2017OPA-0695,Done,OPA Missed 180 Day Deadline,01/10/2018 12:00:00 AM,09/28/2018 12:00:00 AM,02/26/2019 12:00:00 AM,,2018-01-10T00:00:00.000,2018-09-28T00:00:00.000,2019-02-26T00:00:00.000,Done
2017OPA-1129,Done,OPA Close SA,,02/06/2018 12:00:00 AM,02/06/2018 12:00:00 AM,2017-331295,,2018-02-06T00:00:00.000,2018-02-06T00:00:00.000,Done
2018OPA-0105,Done,OPA Close Case,07/29/2018 12:00:00 AM,09/25/2018 12:00:00 AM,07/19/2018 12:00:00 AM,2018-031555,2018-07-29T00:00:00.000,2018-09-25T00:00:00.000,2018-07-19T00:00:00.000,Done
2018OPA-0719,Done,OPA Training Referral,03/07/2019 12:00:00 AM,03/21/2019 12:00:00 AM,02/25/2019 12:00:00 AM,,2019-03-07T00:00:00.000,2019-03-21T00:00:00.000,2019-02-25T00:00:00.000,Done
2018OPA-0998,To do,OPA Director Certification/Finding,04/27/2019 12:00:00 AM,04/27/2019 12:00:00 AM,06/04/2019 12:00:00 AM,2018-278972,2019-04-27T00:00:00.000,2019-04-27T00:00:00.000,2019-06-04T00:00:00.000,To do
2015OPA-1016,Done,OPA Close SA,09/06/2015 12:00:00 AM,09/02/2015 12:00:00 AM,09/01/2015 12:00:00 AM,2015-222893,2015-09-06T00:00:00.000,2015-09-02T00:00:00.000,2015-09-01T00:00:00.000,Done
2015OPA-1394,Done,OPA Close CL,,10/01/2015 12:00:00 AM,10/13/2015 12:00:00 AM,,,2015-10-01T00:00:00.000,2015-10-13T00:00:00.000,Done
2016OPA-0197,Done,OPA Close CL,03/28/2016 12:00:00 AM,03/28/2016 12:00:00 AM,03/23/2016 12:00:00 AM,2016-062644,2016-03-28T00:00:00.000,2016-03-28T00:00:00.000,2016-03-23T00:00:00.000,Done
2016OPA-0713,Done,OPA Close CL,07/21/2016 12:00:00 AM,07/23/2016 12:00:00 AM,07/21/2016 12:00:00 AM,,2016-07-21T00:00:00.000,2016-07-23T00:00:00.000,2016-07-21T00:00:00.000,Done
2017OPA-0135,Done,OPA Close CL,02/28/2017 12:00:00 AM,03/10/2017 12:00:00 AM,02/23/2017 12:00:00 AM,,2017-02-28T00:00:00.000,2017-03-10T00:00:00.000,2017-02-23T00:00:00.000,Done
2017OPA-0618,Done,OPA Director Certification/Finding,12/12/2017 12:00:00 AM,01/02/2018 12:00:00 AM,01/30/2019 12:00:00 AM,2017-216067,2017-12-12T00:00:00.000,2018-01-02T00:00:00.000,2019-01-30T00:00:00.000,Done
2018OPA-0136,Done,OPA Close SA,,03/26/2018 12:00:00 AM,03/26/2018 12:00:00 AM,,,2018-03-26T00:00:00.000,2018-03-26T00:00:00.000,Done
2018OPA-1122,Done,OPA Close CL,12/22/2018 12:00:00 AM,12/27/2018 12:00:00 AM,12/17/2018 12:00:00 AM,2018-432782,2018-12-22T00:00:00.000,2018-12-27T00:00:00.000,2018-12-17T00:00:00.000,Done
2019OPA-0411,Done,OPA Close Case,12/01/2019 12:00:00 AM,12/12/2019 12:00:00 AM,11/21/2019 12:00:00 AM,2019-185877,2019-12-01T00:00:00.000,2019-12-12T00:00:00.000,2019-11-21T00:00:00.000,Done
2016OPA-0039,Done,OPA Close Case,08/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,07/26/2016 12:00:00 AM,2015-156205,2016-08-01T00:00:00.000,2016-08-01T00:00:00.000,2016-07-26T00:00:00.000,Done
2016OPA-0094,Done,OPA Close CL,02/07/2016 12:00:00 AM,02/03/2016 12:00:00 AM,02/02/2016 12:00:00 AM,,2016-02-07T00:00:00.000,2016-02-03T00:00:00.000,2016-02-02T00:00:00.000,Done
2016OPA-0952,Done,OPA Close CL,09/06/2016 12:00:00 AM,09/16/2016 12:00:00 AM,09/01/2016 12:00:00 AM,,2016-09-06T00:00:00.000,2016-09-16T00:00:00.000,2016-09-01T00:00:00.000,Done
2017OPA-0012,Done,OPA Close Case,06/10/2017 12:00:00 AM,06/16/2017 12:00:00 AM,05/31/2017 12:00:00 AM,2016-301906,2017-06-10T00:00:00.000,2017-06-16T00:00:00.000,2017-05-31T00:00:00.000,Done
2017OPA-0675,Done,OPA Close SA,08/23/2017 12:00:00 AM,09/19/2017 12:00:00 AM,08/08/2017 12:00:00 AM,2017-248435,2017-08-23T00:00:00.000,2017-09-19T00:00:00.000,2017-08-08T00:00:00.000,Done
2015OPA-0905,Done,OPA Close SA,,04/21/2016 12:00:00 AM,04/21/2016 12:00:00 AM,2015-196568,,2016-04-21T00:00:00.000,2016-04-21T00:00:00.000,Done
2016OPA-0567,Done,OPA Close SA,07/07/2016 12:00:00 AM,07/18/2016 12:00:00 AM,06/22/2016 12:00:00 AM,,2016-07-07T00:00:00.000,2016-07-18T00:00:00.000,2016-06-22T00:00:00.000,Done
2018OPA-0664,Done,OPA Close Case,,01/22/2019 12:00:00 AM,01/13/2019 12:00:00 AM,2017-463425,,2019-01-22T00:00:00.000,2019-01-13T00:00:00.000,Done
2016OPA-1445,Done,OPA Close Case,06/09/2017 12:00:00 AM,06/21/2017 12:00:00 AM,06/02/2017 12:00:00 AM,,2017-06-09T00:00:00.000,2017-06-21T00:00:00.000,2017-06-02T00:00:00.000,Done
2017OPA-0089,Done,OPA Training Referral,05/04/2020 12:00:00 AM,04/23/2020 12:00:00 AM,04/15/2020 12:00:00 AM,2017-013110,2020-05-04T00:00:00.000,2020-04-23T00:00:00.000,2020-04-15T00:00:00.000,Done
