SUMMONS_KEY,SUMMONS_DATE,OFFENSE_DESCRIPTION,LAW_SECTION_NUMBER,LAW_DESCRIPTION,SUMMONS_CATEGORY_TYPE,AGE_GROUP,SEX,RACE,JURISDICTION_CODE,BORO,PRECINCT_OF_OCCUR,X_COORDINATE_CD,Y_COORDINATE_CD,Latitude,Longitude
211545115,03/28/2020,FOR GAMBLING,240.35(2),,,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211545110,03/28/2020,LITTERING,16-118,Administrative Code,LITTERING,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211542719,03/28/2020,CONGREGATES WITH OTHER PERSONS IN PUBLIC AND REFUSES TO DISPERSE BY LAWFUL POLIC,240.20(6),,,25-44,M,BLACK,0,BROOKLYN,79,1001139,192775,40.69579171600003,-73.939095905
211545105,03/28/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211545112,03/28/2020,FOR GAMBLING,240.35(2),,,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211545102,03/28/2020,FOR GAMBLING,240.35(2),,,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211542548,03/28/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,NEW YORK,34,1002162,249364,40.851111636000034,-73.93525591199995
211614611,03/28/2020,POSS. OF KNIFE,10-133,Administrative Code,KNIFE,25-44,F,WHITE HISPANIC,0,BRONX,43,1021349,244477,40.83763849700006,-73.86592881099993
211542549,03/28/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,BRONX,45,1032140,242004,40.83079891400007,-73.82694879599995
211539448,03/28/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,BRONX,43,1019020,239628,40.824338872000055,-73.87437073899997
211666473,03/28/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,BRONX,52,1009410,253588,40.86268757100004,-73.90904111899994
211575167,03/28/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,2,BROOKLYN,90,1001414,195664,40.70372081700003,-73.93809683099995
211560898,03/28/2020,NON PAYMENT OF FARE (OTHER),1050.4(A),,,18-24,M,WHITE HISPANIC,1,BRONX,41,1014468,238156,40.82031539600007,-73.89082460299994
211565283,03/28/2020,FOR GAMBLING,240.35(2),,,25-44,M,WHITE,0,BROOKLYN,62,990472,159639,40.60485451500005,-73.97759406999995
211542871,03/28/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,F,WHITE HISPANIC,0,BRONX,52,1013750,255324,40.867438926000034,-73.89334319399995
211542547,03/28/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,NEW YORK,34,1002162,249364,40.851111636000034,-73.93525591199995
211573111,03/28/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,BRONX,40,1009964,235581,40.81326200400008,-73.90710728999993
211545099,03/28/2020,FOR GAMBLING,240.35(2),,,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211544589,03/28/2020,LITTERING,16-118,Administrative Code,LITTERING,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211545107,03/28/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211557922,03/28/2020,CREATES A HAZARDOUS OR PHYSICALLY OFFENSIVE CONDITION WITHOUT A LEGITIMATE PURPO,240.20(7),,,<18,M,BLACK,0,NEW YORK,23,998746,229343,40.79616593900005,-73.94764678999996
211559441,03/28/2020,UNLAWFUL POSSESSION SYTHETIC CANNABINOIDS,10 CRRNY 9.2,,,25-44,M,WHITE HISPANIC,0,BROOKLYN,79,1000460,194494,40.700511239000036,-73.94154039399997
211565287,03/28/2020,FOR GAMBLING,240.35(2),,,25-44,M,WHITE,0,BROOKLYN,62,990472,159639,40.60485451500005,-73.97759406999995
211607957,03/28/2020,CREATES A HAZARDOUS OR PHYSICALLY OFFENSIVE CONDITION WITHOUT A LEGITIMATE PURPO,240.20(7),,,18-24,F,BLACK,0,NEW YORK,34,1002765,248134,40.84773440600002,-73.93307967699997
211557907,03/28/2020,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,25-44,M,WHITE HISPANIC,0,NEW YORK,23,998950,229227,40.79584721300005,-73.94691026399995
211545117,03/28/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211545108,03/28/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211545106,03/28/2020,FOR GAMBLING,240.35(2),,,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211542876,03/28/2020,LITTERING,16-118,Administrative Code,LITTERING,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211575165,03/28/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,2,BROOKLYN,79,999025,193414,40.69754940400002,-73.94671806199995
211580126,03/28/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,45-64,M,BLACK HISPANIC,0,BRONX,52,1013750,255324,40.867438926000034,-73.89334319399995
211545114,03/28/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,F,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211545116,03/28/2020,LITTERING,16-118,Administrative Code,LITTERING,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211565289,03/28/2020,FOR GAMBLING,240.35(2),,,25-44,M,WHITE,0,BROOKLYN,62,990472,159639,40.60485451500005,-73.97759406999995
211556916,03/28/2020,JAYWALKING,4-04,Traffic Regs,TRAFFIC REGS,<18,M,BLACK,0,QUEENS,113,1044430,188652,40.68428656700007,-73.78301604099995
211542718,03/28/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BROOKLYN,79,999507,190206,40.688743368000075,-73.94498708099997
211544593,03/28/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,WHITE HISPANIC,0,BRONX,52,1014148,256519,40.87071749600005,-73.89189888199996
211575166,03/28/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,2,BROOKLYN,90,1001079,195776,40.70402887300003,-73.93930477999999
211607956,03/28/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,U,UNKNOWN,0,NEW YORK,34,1004811,253066,40.86126674800005,-73.92566936399999
211561140,03/28/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BROOKLYN,73,1007390,183309,40.669795572000055,-73.91658590799993
211545109,03/28/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211544592,03/28/2020,LITTERING,16-118,Administrative Code,LITTERING,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211607955,03/28/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,WHITE HISPANIC,0,NEW YORK,34,1004811,253066,40.86126674800005,-73.92566936399999
211545113,03/28/2020,LITTERING,153.01,Health Code,LITTERNG,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211545111,03/28/2020,FOR GAMBLING,240.35(2),,,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211550838,03/28/2020,NON PAYMENT OF FARE (OTHER),1050.4(A),,,25-44,M,WHITE HISPANIC,1,BRONX,48,1017356,245369,40.84010264800003,-73.88035475199997
211548655,03/28/2020,NON PAYMENT OF FARE (OTHER),1050.4(A),,,45-64,M,BLACK,1,BRONX,42,1015308,244373,40.837376359000075,-73.88776092899997
211544590,03/28/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211542550,03/28/2020,RECKLESS DRIVING,1212,VTL,VTL,<18,M,BLACK HISPANIC,0,QUEENS,102,1025823,189864,40.68772017400005,-73.85009792499993
211545101,03/28/2020,FOR GAMBLING,240.35(2),,,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211545100,03/28/2020,LITTERING,153.01,Health Code,LITTERNG,25-44,M,BLACK,0,QUEENS,103,1042459,192547,40.69499059800006,-73.79008901099996
211565288,03/28/2020,FOR GAMBLING,240.35(2),,,25-44,M,WHITE,0,BROOKLYN,62,990472,159639,40.60485451500005,-73.97759406999995
211616453,03/28/2020,KNIVES; PUBLIC POSSESSION (BLADE 4 INCHES OR MORE),10-133(B),,,25-44,F,WHITE HISPANIC,0,BRONX,43,1022093,244575,40.83790432200004,-73.86323950899998
211573110,03/28/2020,CONGREGATES WITH OTHER PERSONS IN PUBLIC AND REFUSES TO DISPERSE BY LAWFUL POLIC,240.20(6),,,18-24,M,WHITE HISPANIC,0,BRONX,40,1009964,235581,40.81326200400008,-73.90710728999993
211554412,03/27/2020,RECKLESS DRIVING,1212,VTL,VTL,18-24,M,BLACK,0,BRONX,46,1005725,249742,40.85214118700002,-73.92237572199997
211542880,03/27/2020,SPITTING IN PUBLIC,181.03,Health Code,SPITTING,18-24,M,BLACK,0,QUEENS,103,1041198,192977,40.69617904900008,-73.79463275799998
211557919,03/27/2020,TRESPASS,140.05,Penal Law,TRESPASS,25-44,M,BLACK,0,BROOKLYN,73,1007958,178991,40.65794211900004,-73.91455355299998
211542877,03/27/2020,SPITTING IN PUBLIC,181.03,Health Code,SPITTING,25-44,F,WHITE HISPANIC,0,QUEENS,103,1041198,192977,40.69617904900008,-73.79463275799998
211538234,03/27/2020,PUBLIC URINATION,16-118(6),,,18-24,M,WHITE,0,BRONX,52,1011766,255584,40.86815895400008,-73.90051533999997
211545097,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,NEW YORK,22,994115,224726,40.78349989600008,-73.96437917799993
211523961,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BRONX,48,1014154,251416,40.85671129100007,-73.89189995599996
211523978,03/27/2020,OTHER VTL,9999,VTL,VTL,UNKNOWN,,,0,BROOKLYN,78,991487,186724,40.67919626100007,-73.97390968799994
211522817,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,25,1002834,232110,40.80375294600003,-73.93287465999998
211521511,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
211551858,03/27/2020,POSSESSION OF A BOX CUTTER (20 YES OLD OR YOUNGER),10-134(1),,,<18,F,WHITE HISPANIC,0,BRONX,48,1015900,247717,40.84655255400003,-73.88560571999993
211523984,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,78,991270,187117,40.680275133000066,-73.97469163399995
211576445,03/27/2020,FAILURE TO COMPLY WITH SIGN,1-03,Park Regs,PARK REGS,25-44,M,BLACK,0,NEW YORK,25,1000098,232836,40.80575094700004,-73.94275557899994
211521516,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
211521518,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
211521521,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,78,990953,187688,40.68184264300004,-73.97583397399995
211537298,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BROOKLYN,81,1001181,189778,40.68756556300008,-73.93895197599994
211538232,03/27/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,BLACK,0,BROOKLYN,70,994906,177247,40.653180545000055,-73.96159805099995
211542875,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK HISPANIC,0,BRONX,50,1008737,258322,40.87568284400004,-73.91145689799998
211551859,03/27/2020,POSSESSION OF A BOX CUTTER (20 YES OLD OR YOUNGER),10-134(1),,,<18,F,BLACK HISPANIC,0,BRONX,48,1015900,247717,40.84655255400003,-73.88560571999993
211526317,03/27/2020,NON PAYMENT OF FARE (OTHER),1050.4(A),,,45-64,M,BLACK,1,BRONX,43,1017689,241175,40.82859008200006,-73.87917218299998
211526316,03/27/2020,OTHER HEALTH CODE,9999,ABC,OTHER ABC,18-24,F,WHITE,0,BROOKLYN,72,982861,176792,40.65193797000006,-74.00500719599995
211522824,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,72,980907,176181,40.65026038500002,-74.01204882599995
211588235,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,NEW YORK,28,997328,232574,40.805036364000046,-73.95276183299995
211517004,03/27/2020,TRESPASS,140.05,Penal Law,TRESPASS,25-44,M,BLACK,0,BRONX,44,1005423,242397,40.83198204100006,-73.92349055099999
211539518,03/27/2020,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,18-24,M,BLACK,0,BRONX,40,1004672,236853,40.816767106000036,-73.92622124099995
211523983,03/27/2020,NO TAX STAMP,11-809,Administrative Code,TLC,UNKNOWN,,,0,BROOKLYN,78,991270,187117,40.680275133000066,-73.97469163399995
211523982,03/27/2020,UNINSPECTED VEHICLE,306,VTL,VTL,UNKNOWN,,,0,BROOKLYN,78,991270,187117,40.680275133000066,-73.97469163399995
211522822,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,25,1002834,232110,40.80375294600003,-73.93287465999998
211521510,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
211521509,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
211565279,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,2,NEW YORK,9,990600,203948,40.726472786000045,-73.97709137499999
211539355,03/27/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,WHITE HISPANIC,0,BROOKLYN,72,982967,175044,40.64714010400007,-74.00462485599996
211539227,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK HISPANIC,0,BRONX,52,1012928,255180,40.86704639800007,-73.89631577699998
211531053,03/27/2020,PUBLIC URINATION,153.09,Health Code,URINATING,45-64,M,BLACK,1,BRONX,40,1007034,236608,40.81608887400005,-73.917688689
211521523,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,72,985383,182582,40.667830285000036,-73.995917304
211529272,03/27/2020,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,45-64,M,BLACK,0,BROOKLYN,81,1003927,186763,40.67928439700007,-73.92905930999996
211529273,03/27/2020,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,18-24,M,BLACK,0,BROOKLYN,81,1003927,186763,40.67928439700007,-73.92905930999996
211517006,03/27/2020,TRESPASS,140.05,Penal Law,TRESPASS,25-44,M,BLACK,0,BRONX,44,1004687,239413,40.823793548000026,-73.92615925299998
211534538,03/27/2020,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,M,WHITE,0,BROOKLYN,79,999555,192534,40.69513310800004,-73.94480871299999
211534699,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK HISPANIC,0,BRONX,43,1018876,241924,40.83064129700006,-73.87487918899996
211542874,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK HISPANIC,0,BRONX,50,1008737,258322,40.87568284400004,-73.91145689799998
211542881,03/27/2020,LITTERING PROHIBITED,16-118(1),,,18-24,M,BLACK,0,QUEENS,103,1041879,197084,40.707447364000075,-73.79214176799998
211565280,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK HISPANIC,2,NEW YORK,9,990600,203948,40.726472786000045,-73.97709137499999
211521508,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
211521515,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
211521527,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,78,990953,187688,40.68184264300004,-73.97583397399995
211523964,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,78,991144,187337,40.68087908200005,-73.97514568799994
211768916,03/27/2020,DISORDERLY CONDUCT,240.20,Penal Law,DISORDERLY CONDUCT,<18,M,BLACK,2,BROOKLYN,60,985008,148394,40.57399138200003,-73.99727290399994
211523966,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,78,991144,187337,40.68087908200005,-73.97514568799994
211539681,03/27/2020,DISORDERLY CONDUCT,240.20,Penal Law,DISORDERLY CONDUCT,25-44,M,BLACK,0,BRONX,52,1010992,253610,40.86274330400005,-73.903321669
211526315,03/27/2020,OTHER HEALTH CODE,9999,ABC,OTHER ABC,18-24,F,WHITE,0,BROOKLYN,72,982861,176792,40.65193797000006,-74.00500719599995
211522811,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,19,998321,223957,40.78138350000006,-73.94919302799997
211521525,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,78,990953,187688,40.68184264300004,-73.97583397399995
211539678,03/27/2020,TRESPASS,140.05,Penal Law,TRESPASS,18-24,M,BLACK,2,BROOKLYN,73,1006026,185469,40.675727746000064,-73.92149590099996
211539454,03/27/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,WHITE HISPANIC,0,BROOKLYN,72,982967,175044,40.64714010400007,-74.00462485599996
211537296,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,BLACK,0,BROOKLYN,81,1001181,189778,40.68756556300008,-73.93895197599994
211542551,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,18-24,M,WHITE HISPANIC,0,BRONX,52,1017440,256046,40.86940749200004,-73.87999831299999
211576443,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,NEW YORK,28,999347,232501,40.80483277900004,-73.94546908099994
211542553,03/27/2020,"WITHOUT LAWFUL AUTHORITY, DISTURBS ANY LAWFUL ASSEMBLY OR MEETING OF PERSONS",240.20(4),,,18-24,M,WHITE HISPANIC,0,BRONX,52,1017440,256046,40.86940749200004,-73.87999831299999
211521519,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
211522813,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,78,990953,187688,40.68184264300004,-73.97583397399995
211522821,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,78,990953,187688,40.68184264300004,-73.97583397399995
211522823,03/27/2020,EQUIPMENT,375,VTL,VTL,UNKNOWN,,,0,BROOKLYN,72,980907,176181,40.65026038500002,-74.01204882599995
211523981,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,78,991487,186724,40.67919626100007,-73.97390968799994
211542873,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK HISPANIC,0,BRONX,50,1008737,258322,40.87568284400004,-73.91145689799998
211565277,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK HISPANIC,2,NEW YORK,9,990294,203412,40.72500181100002,-73.97819586899993
211565282,03/27/2020,CONSUMPTION OF ALCOHOL,10-125,Administrative Code,ALCOHOL,25-44,M,BLACK,2,NEW YORK,9,990954,203046,40.72399675400004,-73.97581508199994
211556915,03/27/2020,LITTERING,16-118,Administrative Code,LITTERING,45-64,M,BLACK HISPANIC,0,BROOKLYN,76,986654,189004,40.68545697500008,-73.99133342299997
211537300,03/27/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,BLACK,0,BRONX,47,1021895,259481,40.87881762600006,-73.86387135299998
211529275,03/27/2020,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,25-44,M,BLACK,0,BRONX,46,1011751,250275,40.85358740100002,-73.90059135599995
211539521,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK,0,BROOKLYN,73,1009004,180575,40.66228698700007,-73.91077776999998
211521513,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
211522810,03/27/2020,HIGHWAY USE TAX (NYS),1815,Tax Law,VTL,UNKNOWN,,,0,NEW YORK,19,998321,223957,40.78138350000006,-73.94919302799997
211539455,03/27/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,WHITE HISPANIC,0,BROOKLYN,72,982967,175044,40.64714010400007,-74.00462485599996
211537302,03/27/2020,SOUND DEVICE; ADVERTISING PURPOSES,10-108(C),,,45-64,M,BLACK,0,QUEENS,105,1059142,184027,40.67147979300007,-73.73002205499995
211531054,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,QUEENS,109,1030368,214723,40.75592949600008,-73.83353931199997
211523967,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,NEW YORK,25,1002834,232110,40.80375294600003,-73.93287465999998
211526319,03/27/2020,COUNTERFEIT INSPECTION STICKER,306E,,,45-64,M,WHITE HISPANIC,0,QUEENS,104,1010143,194453,40.70037567000002,-73.90661902099998
211699194,03/27/2020,LITTERING,16-118,Administrative Code,LITTERING,25-44,M,WHITE,0,STATEN ISLAND,123,919159,127822,40.51728641000005,-74.23410772899997
211539520,03/27/2020,"ENGAGES IN FIGHTING, OR VIOLENT, TUMULTUOUS OR THREATENING BEHAVIOR",240.20(1),,,25-44,M,BLACK,0,BROOKLYN,73,1009004,180575,40.66228698700007,-73.91077776999998
211578863,03/27/2020,RECKLESS DRIVING,1212,VTL,VTL,18-24,F,BLACK,2,BRONX,44,1004248,238197,40.82045697700005,-73.92774905499994
211660540,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,BLACK HISPANIC,0,BRONX,46,1011756,252027,40.85839609900006,-73.90056609399994
211538229,03/27/2020,PROHIBITS VIOLATIONS OF ANY EMERGENCY MEASURES ESTABLISHED BY THE MAYOR,3-108,,,25-44,F,WHITE HISPANIC,0,BRONX,49,1024872,257418,40.87314213500007,-73.85311859199999
211521526,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,78,990953,187688,40.68184264300004,-73.97583397399995
211521514,03/27/2020,FEDERAL MOTOR VEH. SAFETY REG,CFR 49,NYS Transportation,NYS TRANS,UNKNOWN,,,0,BROOKLYN,76,983272,186957,40.679838697000044,-74.00352748899996
211542554,03/27/2020,SERIOUSLY ANNOY WITHOUT A LEGITIMATE PURPOSE,240.26(3),,,25-44,M,BLACK,0,BRONX,52,1013049,255101,40.86682917400003,-73.895878639
211534537,03/27/2020,"MARIJUANA, UNLAWFUL POSSESSION 2ND DEGREE",221.05,Penal Law,MARIJUANA,25-44,M,WHITE HISPANIC,0,NEW YORK,33,999755,243608,40.83531765600002,-73.94396966999993
211537301,03/27/2020,ALCOHOLIC BEVERAGE IN PUBLIC,10-125(2B),,,25-44,M,BLACK,0,BRONX,47,1021895,259481,40.87881762600006,-73.86387135299998
