year_month,direction_code,NZ_area,Count,geo_level,period
2014-08,A,Waitakere Ranges Local Board Area,2664,Auckland local board areas,Monthly
2014-09,A,Waitakere Ranges Local Board Area,2574,Auckland local board areas,Monthly
2014-10,A,Waitakere Ranges Local Board Area,3303,Auckland local board areas,Monthly
2014-11,A,Waitakere Ranges Local Board Area,2214,Auckland local board areas,Monthly
2014-12,A,Waitakere Ranges Local Board Area,1590,Auckland local board areas,Monthly
2015-01,A,Waitakere Ranges Local Board Area,2754,Auckland local board areas,Monthly
2015-02,A,Waitakere Ranges Local Board Area,1683,Auckland local board areas,Monthly
2015-03,A,Waitakere Ranges Local Board Area,1899,Auckland local board areas,Monthly
2015-04,A,Waitakere Ranges Local Board Area,2319,Auckland local board areas,Monthly
2015-05,A,Waitakere Ranges Local Board Area,2301,Auckland local board areas,Monthly
2015-06,A,Waitakere Ranges Local Board Area,2487,Auckland local board areas,Monthly
2015-07,A,Waitakere Ranges Local Board Area,3183,Auckland local board areas,Monthly
2015-08,A,Waitakere Ranges Local Board Area,2889,Auckland local board areas,Monthly
2015-09,A,Waitakere Ranges Local Board Area,2763,Auckland local board areas,Monthly
2015-10,A,Waitakere Ranges Local Board Area,3459,Auckland local board areas,Monthly
2015-11,A,Waitakere Ranges Local Board Area,2337,Auckland local board areas,Monthly
2015-12,A,Waitakere Ranges Local Board Area,1749,Auckland local board areas,Monthly
2016-01,A,Waitakere Ranges Local Board Area,2982,Auckland local board areas,Monthly
2016-02,A,Waitakere Ranges Local Board Area,1875,Auckland local board areas,Monthly
2016-03,A,Waitakere Ranges Local Board Area,1941,Auckland local board areas,Monthly
2016-04,A,Waitakere Ranges Local Board Area,2403,Auckland local board areas,Monthly
2016-05,A,Waitakere Ranges Local Board Area,2640,Auckland local board areas,Monthly
2016-06,A,Waitakere Ranges Local Board Area,2562,Auckland local board areas,Monthly
2016-07,A,Waitakere Ranges Local Board Area,3495,Auckland local board areas,Monthly
2016-08,A,Waitakere Ranges Local Board Area,3162,Auckland local board areas,Monthly
2016-09,A,Waitakere Ranges Local Board Area,3033,Auckland local board areas,Monthly
2016-10,A,Waitakere Ranges Local Board Area,3744,Auckland local board areas,Monthly
2016-11,A,Waitakere Ranges Local Board Area,2625,Auckland local board areas,Monthly
2016-12,A,Waitakere Ranges Local Board Area,2019,Auckland local board areas,Monthly
2017-01,A,Waitakere Ranges Local Board Area,3531,Auckland local board areas,Monthly
2017-02,A,Waitakere Ranges Local Board Area,2088,Auckland local board areas,Monthly
2017-03,A,Waitakere Ranges Local Board Area,2163,Auckland local board areas,Monthly
2017-04,A,Waitakere Ranges Local Board Area,2670,Auckland local board areas,Monthly
2017-05,A,Waitakere Ranges Local Board Area,2709,Auckland local board areas,Monthly
2017-06,A,Waitakere Ranges Local Board Area,2751,Auckland local board areas,Monthly
2017-07,A,Waitakere Ranges Local Board Area,3723,Auckland local board areas,Monthly
2017-08,A,Waitakere Ranges Local Board Area,3285,Auckland local board areas,Monthly
2017-09,A,Waitakere Ranges Local Board Area,3123,Auckland local board areas,Monthly
2017-10,A,Waitakere Ranges Local Board Area,3936,Auckland local board areas,Monthly
2017-11,A,Waitakere Ranges Local Board Area,2616,Auckland local board areas,Monthly
2017-12,A,Waitakere Ranges Local Board Area,2100,Auckland local board areas,Monthly
2018-01,A,Waitakere Ranges Local Board Area,3642,Auckland local board areas,Monthly
2018-02,A,Waitakere Ranges Local Board Area,2097,Auckland local board areas,Monthly
2018-03,A,Waitakere Ranges Local Board Area,2268,Auckland local board areas,Monthly
2018-04,A,Waitakere Ranges Local Board Area,2892,Auckland local board areas,Monthly
2018-05,A,Waitakere Ranges Local Board Area,2703,Auckland local board areas,Monthly
2018-06,A,Waitakere Ranges Local Board Area,2934,Auckland local board areas,Monthly
2018-07,A,Waitakere Ranges Local Board Area,4011,Auckland local board areas,Monthly
2018-08,A,Waitakere Ranges Local Board Area,3597,Auckland local board areas,Monthly
2018-09,A,Waitakere Ranges Local Board Area,3549,Auckland local board areas,Monthly
2018-10,A,Waitakere Ranges Local Board Area,4284,Auckland local board areas,Monthly
2018-11,A,Waitakere Ranges Local Board Area,2679,Auckland local board areas,Monthly
2018-12,A,Waitakere Ranges Local Board Area,1971,Auckland local board areas,Monthly
2019-01,A,Waitakere Ranges Local Board Area,3813,Auckland local board areas,Monthly
2019-02,A,Waitakere Ranges Local Board Area,2232,Auckland local board areas,Monthly
2019-03,A,Waitakere Ranges Local Board Area,2304,Auckland local board areas,Monthly
2019-04,A,Waitakere Ranges Local Board Area,2928,Auckland local board areas,Monthly
2019-05,A,Waitakere Ranges Local Board Area,2919,Auckland local board areas,Monthly
2019-06,A,Waitakere Ranges Local Board Area,2949,Auckland local board areas,Monthly
2014-06,A,Waitemata Local Board Area,7278,Auckland local board areas,Monthly
2014-07,A,Waitemata Local Board Area,10338,Auckland local board areas,Monthly
2014-08,A,Waitemata Local Board Area,8289,Auckland local board areas,Monthly
2014-09,A,Waitemata Local Board Area,8712,Auckland local board areas,Monthly
2014-10,A,Waitemata Local Board Area,9540,Auckland local board areas,Monthly
2014-11,A,Waitemata Local Board Area,7389,Auckland local board areas,Monthly
2014-12,A,Waitemata Local Board Area,5856,Auckland local board areas,Monthly
2015-01,A,Waitemata Local Board Area,11436,Auckland local board areas,Monthly
2015-02,A,Waitemata Local Board Area,7407,Auckland local board areas,Monthly
2015-03,A,Waitemata Local Board Area,7182,Auckland local board areas,Monthly
2015-04,A,Waitemata Local Board Area,8052,Auckland local board areas,Monthly
2015-05,A,Waitemata Local Board Area,7224,Auckland local board areas,Monthly
2015-06,A,Waitemata Local Board Area,7875,Auckland local board areas,Monthly
2015-07,A,Waitemata Local Board Area,10938,Auckland local board areas,Monthly
2015-08,A,Waitemata Local Board Area,8808,Auckland local board areas,Monthly
2015-09,A,Waitemata Local Board Area,8766,Auckland local board areas,Monthly
2015-10,A,Waitemata Local Board Area,9993,Auckland local board areas,Monthly
2015-11,A,Waitemata Local Board Area,8109,Auckland local board areas,Monthly
2015-12,A,Waitemata Local Board Area,5943,Auckland local board areas,Monthly
2016-01,A,Waitemata Local Board Area,11739,Auckland local board areas,Monthly
2016-02,A,Waitemata Local Board Area,8415,Auckland local board areas,Monthly
2016-03,A,Waitemata Local Board Area,7287,Auckland local board areas,Monthly
2016-04,A,Waitemata Local Board Area,7761,Auckland local board areas,Monthly
2016-05,A,Waitemata Local Board Area,8073,Auckland local board areas,Monthly
2016-06,A,Waitemata Local Board Area,8244,Auckland local board areas,Monthly
2016-07,A,Waitemata Local Board Area,12009,Auckland local board areas,Monthly
2016-08,A,Waitemata Local Board Area,9057,Auckland local board areas,Monthly
2016-09,A,Waitemata Local Board Area,9693,Auckland local board areas,Monthly
2016-10,A,Waitemata Local Board Area,10752,Auckland local board areas,Monthly
2016-11,A,Waitemata Local Board Area,8202,Auckland local board areas,Monthly
2016-12,A,Waitemata Local Board Area,6591,Auckland local board areas,Monthly
2017-01,A,Waitemata Local Board Area,12621,Auckland local board areas,Monthly
2017-02,A,Waitemata Local Board Area,8772,Auckland local board areas,Monthly
2017-03,A,Waitemata Local Board Area,7584,Auckland local board areas,Monthly
2017-04,A,Waitemata Local Board Area,9177,Auckland local board areas,Monthly
2017-05,A,Waitemata Local Board Area,8340,Auckland local board areas,Monthly
2017-06,A,Waitemata Local Board Area,8610,Auckland local board areas,Monthly
2017-07,A,Waitemata Local Board Area,12384,Auckland local board areas,Monthly
2017-08,A,Waitemata Local Board Area,9369,Auckland local board areas,Monthly
2017-09,A,Waitemata Local Board Area,10092,Auckland local board areas,Monthly
2017-10,A,Waitemata Local Board Area,11475,Auckland local board areas,Monthly
2017-11,A,Waitemata Local Board Area,8544,Auckland local board areas,Monthly
2017-12,A,Waitemata Local Board Area,6885,Auckland local board areas,Monthly
2018-01,A,Waitemata Local Board Area,13806,Auckland local board areas,Monthly
2018-02,A,Waitemata Local Board Area,8658,Auckland local board areas,Monthly
2018-03,A,Waitemata Local Board Area,7389,Auckland local board areas,Monthly
2018-04,A,Waitemata Local Board Area,9639,Auckland local board areas,Monthly
2018-05,A,Waitemata Local Board Area,8460,Auckland local board areas,Monthly
2018-06,A,Waitemata Local Board Area,9204,Auckland local board areas,Monthly
2018-07,A,Waitemata Local Board Area,13203,Auckland local board areas,Monthly
2018-08,A,Waitemata Local Board Area,9750,Auckland local board areas,Monthly
2018-09,A,Waitemata Local Board Area,10638,Auckland local board areas,Monthly
2018-10,A,Waitemata Local Board Area,11682,Auckland local board areas,Monthly
2018-11,A,Waitemata Local Board Area,8619,Auckland local board areas,Monthly
2018-12,A,Waitemata Local Board Area,7074,Auckland local board areas,Monthly
2019-01,A,Waitemata Local Board Area,13785,Auckland local board areas,Monthly
2019-02,A,Waitemata Local Board Area,8859,Auckland local board areas,Monthly
2019-03,A,Waitemata Local Board Area,8292,Auckland local board areas,Monthly
2019-04,A,Waitemata Local Board Area,9717,Auckland local board areas,Monthly
2019-05,A,Waitemata Local Board Area,8466,Auckland local board areas,Monthly
2019-06,A,Waitemata Local Board Area,9489,Auckland local board areas,Monthly
2014-06,A,Whau Local Board Area,2895,Auckland local board areas,Monthly
2014-07,A,Whau Local Board Area,3600,Auckland local board areas,Monthly
2014-08,A,Whau Local Board Area,3261,Auckland local board areas,Monthly
2014-09,A,Whau Local Board Area,3105,Auckland local board areas,Monthly
2014-10,A,Whau Local Board Area,3969,Auckland local board areas,Monthly
2014-11,A,Whau Local Board Area,2985,Auckland local board areas,Monthly
2014-12,A,Whau Local Board Area,2568,Auckland local board areas,Monthly
2015-01,A,Whau Local Board Area,5448,Auckland local board areas,Monthly
2015-02,A,Whau Local Board Area,3228,Auckland local board areas,Monthly
2015-03,A,Whau Local Board Area,3138,Auckland local board areas,Monthly
2015-04,A,Whau Local Board Area,3507,Auckland local board areas,Monthly
2015-05,A,Whau Local Board Area,3258,Auckland local board areas,Monthly
2015-06,A,Whau Local Board Area,3300,Auckland local board areas,Monthly
2015-07,A,Whau Local Board Area,3861,Auckland local board areas,Monthly
2015-08,A,Whau Local Board Area,3561,Auckland local board areas,Monthly
2015-09,A,Whau Local Board Area,3444,Auckland local board areas,Monthly
2015-10,A,Whau Local Board Area,4320,Auckland local board areas,Monthly
2015-11,A,Whau Local Board Area,3144,Auckland local board areas,Monthly
2015-12,A,Whau Local Board Area,2694,Auckland local board areas,Monthly
2016-01,A,Whau Local Board Area,6060,Auckland local board areas,Monthly
2016-02,A,Whau Local Board Area,3825,Auckland local board areas,Monthly
2016-03,A,Whau Local Board Area,3228,Auckland local board areas,Monthly
2016-04,A,Whau Local Board Area,3351,Auckland local board areas,Monthly
2016-05,A,Whau Local Board Area,3783,Auckland local board areas,Monthly
2016-06,A,Whau Local Board Area,3573,Auckland local board areas,Monthly
2016-07,A,Whau Local Board Area,4341,Auckland local board areas,Monthly
2016-08,A,Whau Local Board Area,3951,Auckland local board areas,Monthly
2016-09,A,Whau Local Board Area,3933,Auckland local board areas,Monthly
2016-10,A,Whau Local Board Area,4755,Auckland local board areas,Monthly
2016-11,A,Whau Local Board Area,3675,Auckland local board areas,Monthly
2016-12,A,Whau Local Board Area,3081,Auckland local board areas,Monthly
2017-01,A,Whau Local Board Area,6771,Auckland local board areas,Monthly
2017-02,A,Whau Local Board Area,4563,Auckland local board areas,Monthly
2017-03,A,Whau Local Board Area,3444,Auckland local board areas,Monthly
2017-04,A,Whau Local Board Area,3921,Auckland local board areas,Monthly
2017-05,A,Whau Local Board Area,4035,Auckland local board areas,Monthly
2017-06,A,Whau Local Board Area,3768,Auckland local board areas,Monthly
2017-07,A,Whau Local Board Area,4776,Auckland local board areas,Monthly
2017-08,A,Whau Local Board Area,4092,Auckland local board areas,Monthly
2017-09,A,Whau Local Board Area,4308,Auckland local board areas,Monthly
2017-10,A,Whau Local Board Area,5082,Auckland local board areas,Monthly
2017-11,A,Whau Local Board Area,3825,Auckland local board areas,Monthly
2017-12,A,Whau Local Board Area,3312,Auckland local board areas,Monthly
2018-01,A,Whau Local Board Area,7188,Auckland local board areas,Monthly
2018-02,A,Whau Local Board Area,4368,Auckland local board areas,Monthly
2018-03,A,Whau Local Board Area,3690,Auckland local board areas,Monthly
2018-04,A,Whau Local Board Area,4335,Auckland local board areas,Monthly
2018-05,A,Whau Local Board Area,4077,Auckland local board areas,Monthly
2018-06,A,Whau Local Board Area,3885,Auckland local board areas,Monthly
2018-07,A,Whau Local Board Area,5430,Auckland local board areas,Monthly
2018-08,A,Whau Local Board Area,4626,Auckland local board areas,Monthly
2018-09,A,Whau Local Board Area,4542,Auckland local board areas,Monthly
2018-10,A,Whau Local Board Area,5274,Auckland local board areas,Monthly
2018-11,A,Whau Local Board Area,4059,Auckland local board areas,Monthly
2018-12,A,Whau Local Board Area,3324,Auckland local board areas,Monthly
2019-01,A,Whau Local Board Area,7500,Auckland local board areas,Monthly
2019-02,A,Whau Local Board Area,4782,Auckland local board areas,Monthly
2019-03,A,Whau Local Board Area,3849,Auckland local board areas,Monthly
2019-04,A,Whau Local Board Area,4449,Auckland local board areas,Monthly
2019-05,A,Whau Local Board Area,4026,Auckland local board areas,Monthly
2019-06,A,Whau Local Board Area,4182,Auckland local board areas,Monthly
2015-05,A,Area Outside Region,72,Regional council areas,Year ended
2015-06,A,Area Outside Region,75,Regional council areas,Year ended
2015-07,A,Area Outside Region,63,Regional council areas,Year ended
2015-08,A,Area Outside Region,54,Regional council areas,Year ended
2015-09,A,Area Outside Region,51,Regional council areas,Year ended
2015-10,A,Area Outside Region,54,Regional council areas,Year ended
2015-11,A,Area Outside Region,54,Regional council areas,Year ended
2015-12,A,Area Outside Region,51,Regional council areas,Year ended
2016-01,A,Area Outside Region,54,Regional council areas,Year ended
2016-02,A,Area Outside Region,57,Regional council areas,Year ended
2016-03,A,Area Outside Region,63,Regional council areas,Year ended
2016-04,A,Area Outside Region,66,Regional council areas,Year ended
2016-05,A,Area Outside Region,60,Regional council areas,Year ended
2016-06,A,Area Outside Region,63,Regional council areas,Year ended
2016-07,A,Area Outside Region,63,Regional council areas,Year ended
