Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max†","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max†, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2020†","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2020†, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2019†","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2019†, flag","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Current week","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Current week, flag","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Previous 52 weeks Max†","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Previous 52 weeks Max†, flag","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Cum 2020†","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Cum 2020†, flag","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Cum 2019†","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis, Cum 2019†, flag","Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Max†","Giardiasis, Previous 52 weeks Max†, flag","Giardiasis, Cum 2020†","Giardiasis, Cum 2020†, flag","Giardiasis, Cum 2019†","Giardiasis, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
HAWAII,2020,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,3,,11,,HAWAII,,20200960,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,9,,-,1,,1,,,-,,-,2,,,-,,-,24,,60,,187,,315,,,SOUTH ATLANTIC,20200928,
PENNSYLVANIA,2020,9,,-,0,,,-,,-,,-,2,,2,,,-,5,,23,,46,,60,,PENNSYLVANIA,,20200913,POINT (-77.838886 40.896694)
UTAH,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,2,,9,,17,,21,,UTAH,,20200955,POINT (-111.678222 39.323779)
COLORADO,2020,9,,N,,NC,,N,,N,,N,,NC,,N,,N,8,,22,,56,,66,,COLORADO,,20200950,POINT (-105.547832 38.998552)
VERMONT,2020,9,,-,0,,,-,,-,,-,2,,,-,,-,,N,,NC,,N,,N,VERMONT,,20200908,POINT (-72.662695 44.075252)
KENTUCKY,2020,9,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,KENTUCKY,,20200940,POINT (-85.290484 37.526683)
PUERTO RICO,2020,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,1,,,-,,-,PUERTO RICO,,20200967,POINT (-66.414655 18.215692)
MAINE,2020,9,,-,0,,,-,,-,,-,1,,1,,,-,2,,8,,17,,10,,MAINE,,20200904,POINT (-69.06137 45.117911)
VIRGINIA,2020,9,,-,1,,,-,,-,,-,1,,,-,,-,2,,16,,26,,20,,VIRGINIA,,20200936,POINT (-78.666382 37.510861)
ARIZONA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,1,,6,,22,,25,,ARIZONA,,20200949,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA,20200964,
WISCONSIN,2020,9,,-,0,,,-,,-,,-,2,,,-,2,,3,,40,,40,,57,,WISCONSIN,,20200919,POINT (-89.732969 44.639954)
IDAHO,2020,9,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,8,,23,,IDAHO,,20200951,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20200968,POINT (-64.840836 18.060868)
MICHIGAN,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,17,,13,,57,,MICHIGAN,,20200917,POINT (-85.730977 44.874798)
GEORGIA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,19,,,-,50,,GEORGIA,,20200932,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,20,,38,,167,,218,,,NEW YORK CITY,20200912,
ARKANSAS,2020,9,,-,2,,,-,,-,,-,1,,,-,,-,1,,9,,12,,9,,ARKANSAS,,20200944,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20200941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,3,,7,,SOUTH DAKOTA,,20200927,POINT (-100.230491 44.43614)
WYOMING,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,1,,1,,WYOMING,,20200956,POINT (-107.55145 42.999627)
MISSOURI,2020,9,,-,3,,,-,,-,,-,4,,,-,,-,,-,10,,15,,31,,MISSOURI,,20200924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,9,,-,1,,,-,,-,,-,5,,3,,2,,40,,94,,367,,463,,,MIDDLE ATLANTIC,20200909,
CALIFORNIA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,13,,87,,247,,380,,CALIFORNIA,,20200959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,,-,10,,WEST VIRGINIA,,20200937,POINT (-80.613729 38.642579)
FLORIDA,2020,9,,-,1,,1,,,-,,-,1,,,-,,-,18,,39,,109,,173,,FLORIDA,,20200931,POINT (-82.420978 28.260731)
MONTANA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,11,,10,,8,,MONTANA,,20200952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,9,,-,3,,,-,,-,,-,5,,,-,,-,,-,30,,52,,126,,,WEST NORTH CENTRAL,20200920,
MASSACHUSETTS,2020,9,,-,0,,,-,,-,,-,1,,,-,,-,3,,22,,57,,66,,MASSACHUSETTS,,20200905,POINT (-71.481104 42.151077)
MOUNTAIN,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,11,,53,,129,,166,,,MOUNTAIN,20200948,
INDIANA,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20200916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,,NON-US RESIDENTS,20200969,
US TERRITORIES,2020,9,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,,US TERRITORIES,20200963,
MOUNTAIN,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,14,,53,,155,,184,,,MOUNTAIN,20201048,
INDIANA,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201016,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,,NON-US RESIDENTS,20201069,
US TERRITORIES,2020,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,,US TERRITORIES,20201063,
TOTAL,2020,16,,-,4,,1,,,-,,-,9,,7,,11,,34,,406,,2299,,3792,,,TOTAL,20201670,
PUERTO RICO,2020,16,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,1,,PUERTO RICO,,20201667,POINT (-66.414655 18.215692)
US RESIDENTS,2020,16,,-,4,,1,,,-,,-,9,,7,,11,,34,,406,,2299,,3790,,,US RESIDENTS,20201601,
NEW HAMPSHIRE,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,16,,26,,NEW HAMPSHIRE,,20201606,POINT (-71.57139 43.680429)
NEW YORK,2020,16,,-,0,,,-,,-,,-,4,,2,,3,,15,,57,,229,,215,,NEW YORK,,20201611,POINT (-75.59655 42.921241)
PACIFIC,2020,16,,-,0,,,-,,-,,-,1,,,-,,-,2,,102,,539,,937,,,PACIFIC,20201657,
WEST SOUTH CENTRAL,2020,16,,-,2,,,-,,-,,-,1,,,-,,-,5,,17,,28,,82,,,WEST SOUTH CENTRAL,20201643,
NEBRASKA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,1,,6,,12,,27,,NEBRASKA,,20201625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,16,,-,1,,,-,,-,,-,2,,,-,,-,,-,8,,22,,38,,,EAST SOUTH CENTRAL,20201638,
NORTH DAKOTA,2020,16,,-,1,,,-,,-,,-,1,,,-,,-,,-,3,,8,,20,,NORTH DAKOTA,,20201626,POINT (-100.46931 47.446305)
NEVADA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,11,,23,,NEVADA,,20201653,POINT (-114.916992 39.283294)
ILLINOIS,2020,16,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20201615,POINT (-89.148632 40.124144)
IOWA,2020,16,,-,0,,,-,,-,,-,1,,,-,,-,,-,14,,28,,65,,IOWA,,20201621,POINT (-93.500061 42.074659)
TEXAS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20201647,POINT (-99.317341 31.447238)
ALASKA,2020,16,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,8,,,-,17,,ALASKA,,20201658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,4,,6,,28,,DISTRICT OF COLUMBIA,,20201630,POINT (-77.016275 38.904785)
WASHINGTON,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,1,,11,,48,,101,,WASHINGTON,,20201662,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,16,,-,0,,,-,,-,,-,2,,1,,1,,4,,34,,194,,246,,,NEW ENGLAND,20201602,
RHODE ISLAND,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,13,,11,,RHODE ISLAND,,20201607,POINT (-71.534637 41.572574)
OREGON,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,15,,45,,77,,OREGON,,20201661,POINT (-120.605279 43.940449)
DELAWARE,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,5,,8,,DELAWARE,,20201629,POINT (-75.452394 38.994926)
ALABAMA,2020,16,,-,1,,,-,,-,,-,1,,,-,,-,,-,8,,22,,38,,ALABAMA,,20201639,POINT (-86.844516 32.756889)
KANSAS,2020,16,,-,0,,,-,,-,,-,1,,,-,,-,,-,10,,15,,46,,KANSAS,,20201622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20201634,POINT (-79.130883 35.52603)
GUAM,2020,16,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,GUAM,,20201666,POINT (144.653198 13.3532)
NEW JERSEY,2020,16,,-,1,,,-,,-,,-,2,,,-,2,,,-,19,,41,,127,,NEW JERSEY,,20201610,POINT (-74.655514 40.110253)
NEW MEXICO,2020,16,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,5,,13,,24,,NEW MEXICO,,20201654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,16,,-,1,,,-,,-,,-,5,,,-,5,,3,,74,,217,,325,,,EAST NORTH CENTRAL,20201614,
TENNESSEE,2020,16,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20201642,POINT (-86.343226 35.842998)
CONNECTICUT,2020,16,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,9,,38,,64,,CONNECTICUT,,20201603,POINT (-72.738288 41.575155)
MARYLAND,2020,16,,-,1,,,-,,-,,-,1,,,-,,-,,-,8,,35,,48,,MARYLAND,,20201633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,16,,-,0,,,-,,-,,-,2,,,-,,-,,-,8,,33,,44,,SOUTH CAROLINA,,20201635,POINT (-80.864614 33.878572)
OKLAHOMA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20201646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201665,POINT (145.725693 15.1834)
OHIO,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,1,,59,,106,,112,,OHIO,,20201618,POINT (-82.70936 40.415534)
MINNESOTA,2020,16,,-,0,,,-,,-,,-,1,,,-,,-,,-,21,,,-,129,,MINNESOTA,,20201623,POINT (-94.198308 46.349153)
LOUISIANA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,5,,12,,10,,54,,LOUISIANA,,20201645,POINT (-91.840238 30.921314)
HAWAII,2020,16,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,9,,14,,HAWAII,,20201660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,16,,-,1,,1,,,-,,-,2,,,-,,-,4,,60,,386,,659,,,SOUTH ATLANTIC,20201628,
PENNSYLVANIA,2020,16,,-,0,,,-,,-,,-,2,,4,,,-,,-,23,,108,,109,,PENNSYLVANIA,,20201613,POINT (-77.838886 40.896694)
UTAH,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,30,,41,,UTAH,,20201655,POINT (-111.678222 39.323779)
COLORADO,2020,16,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,22,,92,,118,,COLORADO,,20201650,POINT (-105.547832 38.998552)
VERMONT,2020,16,,-,0,,,-,,-,,-,2,,,-,,-,,N,,NC,,N,,N,VERMONT,,20201608,POINT (-72.662695 44.075252)
KENTUCKY,2020,16,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,KENTUCKY,,20201640,POINT (-85.290484 37.526683)
MAINE,2020,16,,-,0,,,-,,-,,-,1,,1,,1,,1,,8,,32,,30,,MAINE,,20201604,POINT (-69.06137 45.117911)
VIRGINIA,2020,16,,-,1,,,-,,-,,-,1,,,-,,-,4,,16,,52,,54,,VIRGINIA,,20201636,POINT (-78.666382 37.510861)
ARIZONA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,27,,36,,ARIZONA,,20201649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,16,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA,20201664,
WISCONSIN,2020,16,,-,0,,,-,,-,,-,5,,,-,5,,2,,40,,74,,108,,WISCONSIN,,20201619,POINT (-89.732969 44.639954)
IDAHO,2020,16,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,8,,41,,IDAHO,,20201651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201668,POINT (-64.840836 18.060868)
MICHIGAN,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,19,,37,,105,,MICHIGAN,,20201617,POINT (-85.730977 44.874798)
GEORGIA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,18,,62,,140,,GEORGIA,,20201632,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,38,,240,,382,,,NEW YORK CITY,20201612,
ARKANSAS,2020,16,,-,2,,,-,,-,,-,1,,,-,,-,,-,9,,18,,28,,ARKANSAS,,20201644,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20201641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,4,,13,,SOUTH DAKOTA,,20201627,POINT (-100.230491 44.43614)
WYOMING,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,5,,5,,WYOMING,,20201656,POINT (-107.55145 42.999627)
MISSOURI,2020,16,,-,3,,,-,,-,,-,4,,,-,,-,,-,10,,32,,65,,MISSOURI,,20201624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,16,,-,1,,,-,,-,,-,5,,6,,5,,15,,96,,618,,833,,,MIDDLE ATLANTIC,20201609,
CALIFORNIA,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,1,,87,,437,,728,,CALIFORNIA,,20201659,POINT (-119.662127 37.211164)
TOTAL,2020,11,,-,4,,1,,,-,,-,8,,6,,4,,102,,406,,1631,,2484,,,TOTAL,20201170,
US RESIDENTS,2020,11,,-,4,,1,,,-,,-,8,,6,,4,,102,,406,,1631,,2482,,,US RESIDENTS,20201101,
NEW HAMPSHIRE,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,2,,6,,8,,17,,NEW HAMPSHIRE,,20201106,POINT (-71.57139 43.680429)
NEW YORK,2020,11,,-,0,,,-,,-,,-,4,,1,,,-,21,,57,,167,,132,,NEW YORK,,20201111,POINT (-75.59655 42.921241)
PACIFIC,2020,11,,-,0,,,-,,-,,-,1,,,-,,-,12,,102,,359,,641,,,PACIFIC,20201157,
WEST SOUTH CENTRAL,2020,11,,-,2,,,-,,-,,-,1,,,-,,-,,-,17,,20,,42,,,WEST SOUTH CENTRAL,20201143,
NEBRASKA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,8,,15,,NEBRASKA,,20201125,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,11,,-,1,,,-,,-,,-,2,,,-,,-,,-,8,,14,,27,,,EAST SOUTH CENTRAL,20201138,
NORTH DAKOTA,2020,11,,-,1,,,-,,-,,-,1,,,-,,-,,-,3,,6,,16,,NORTH DAKOTA,,20201126,POINT (-100.46931 47.446305)
NEVADA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,10,,14,,NEVADA,,20201153,POINT (-114.916992 39.283294)
ILLINOIS,2020,11,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,ILLINOIS,,20201115,POINT (-89.148632 40.124144)
IOWA,2020,11,,-,0,,,-,,-,,-,1,,,-,,-,,-,14,,22,,44,,IOWA,,20201121,POINT (-93.500061 42.074659)
TEXAS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,TEXAS,,20201147,POINT (-99.317341 31.447238)
ALASKA,2020,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,8,,,-,12,,ALASKA,,20201158,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,4,,6,,15,,DISTRICT OF COLUMBIA,,20201130,POINT (-77.016275 38.904785)
WASHINGTON,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,1,,11,,23,,71,,WASHINGTON,,20201162,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,11,,-,0,,,-,,-,,-,2,,1,,,-,10,,34,,143,,169,,,NEW ENGLAND,20201102,
RHODE ISLAND,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,10,,6,,RHODE ISLAND,,20201107,POINT (-71.534637 41.572574)
OREGON,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,3,,15,,37,,54,,OREGON,,20201161,POINT (-120.605279 43.940449)
DELAWARE,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,3,,6,,DELAWARE,,20201129,POINT (-75.452394 38.994926)
ALABAMA,2020,11,,-,1,,,-,,-,,-,1,,,-,,-,,-,8,,14,,27,,ALABAMA,,20201139,POINT (-86.844516 32.756889)
KANSAS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,,-,27,,KANSAS,,20201122,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20201134,POINT (-79.130883 35.52603)
GUAM,2020,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,GUAM,,20201166,POINT (144.653198 13.3532)
NEW JERSEY,2020,11,,-,1,,,-,,-,,-,2,,,-,2,,,-,19,,32,,85,,NEW JERSEY,,20201110,POINT (-74.655514 40.110253)
NEW MEXICO,2020,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,5,,10,,14,,NEW MEXICO,,20201154,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,11,,-,1,,,-,,-,,-,2,,,-,2,,3,,74,,153,,206,,,EAST NORTH CENTRAL,20201114,
TENNESSEE,2020,11,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20201142,POINT (-86.343226 35.842998)
CONNECTICUT,2020,11,,N,,NC,,N,,N,,N,,NC,,N,,N,2,,9,,32,,48,,CONNECTICUT,,20201103,POINT (-72.738288 41.575155)
MARYLAND,2020,11,,-,1,,,-,,-,,-,1,,,-,,-,1,,8,,26,,34,,MARYLAND,,20201133,POINT (-76.687282 38.946466)
PACIFIC,2020,13,,-,0,,,-,,-,,-,1,,,-,,-,4,,102,,445,,745,,,PACIFIC,20201357,
SOUTH CAROLINA,2020,11,,-,0,,,-,,-,,-,2,,,-,,-,,-,9,,26,,27,,SOUTH CAROLINA,,20201135,POINT (-80.864614 33.878572)
OKLAHOMA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20201146,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201165,POINT (145.725693 15.1834)
OHIO,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,59,,88,,66,,OHIO,,20201118,POINT (-82.70936 40.415534)
MINNESOTA,2020,11,,-,0,,,-,,-,,-,1,,,-,,-,,-,21,,,-,78,,MINNESOTA,,20201123,POINT (-94.198308 46.349153)
LOUISIANA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,12,,4,,28,,LOUISIANA,,20201145,POINT (-91.840238 30.921314)
HAWAII,2020,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,3,,12,,HAWAII,,20201160,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,11,,-,1,,1,,,-,,-,2,,,-,,-,20,,60,,242,,406,,,SOUTH ATLANTIC,20201128,
PENNSYLVANIA,2020,11,,-,0,,,-,,-,,-,2,,4,,,-,,-,23,,54,,76,,PENNSYLVANIA,,20201113,POINT (-77.838886 40.896694)
UTAH,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,21,,26,,UTAH,,20201155,POINT (-111.678222 39.323779)
COLORADO,2020,11,,N,,NC,,N,,N,,N,,NC,,N,,N,14,,22,,85,,85,,COLORADO,,20201150,POINT (-105.547832 38.998552)
VERMONT,2020,11,,-,0,,,-,,-,,-,2,,,-,,-,,N,,NC,,N,,N,VERMONT,,20201108,POINT (-72.662695 44.075252)
KENTUCKY,2020,11,,-,1,,,-,,-,,-,1,,,-,,-,,N,,NC,,N,,N,KENTUCKY,,20201140,POINT (-85.290484 37.526683)
PUERTO RICO,2020,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,1,,,-,1,,PUERTO RICO,,20201167,POINT (-66.414655 18.215692)
MAINE,2020,11,,-,0,,,-,,-,,-,1,,1,,,-,2,,8,,22,,14,,MAINE,,20201104,POINT (-69.06137 45.117911)
VIRGINIA,2020,11,,-,1,,,-,,-,,-,1,,,-,,-,3,,16,,34,,26,,VIRGINIA,,20201136,POINT (-78.666382 37.510861)
ARIZONA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,23,,25,,ARIZONA,,20201149,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA,20201164,
WISCONSIN,2020,11,,-,0,,,-,,-,,-,2,,,-,2,,3,,40,,52,,75,,WISCONSIN,,20201119,POINT (-89.732969 44.639954)
IDAHO,2020,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,8,,31,,IDAHO,,20201151,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201168,POINT (-64.840836 18.060868)
MICHIGAN,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,18,,13,,65,,MICHIGAN,,20201117,POINT (-85.730977 44.874798)
GEORGIA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,19,,,-,71,,GEORGIA,,20201132,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,22,,38,,212,,265,,,NEW YORK CITY,20201112,
ARKANSAS,2020,11,,-,2,,,-,,-,,-,1,,,-,,-,,-,9,,16,,14,,ARKANSAS,,20201144,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MISSISSIPPI,,20201141,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,4,,9,,SOUTH DAKOTA,,20201127,POINT (-100.230491 44.43614)
WYOMING,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,5,,1,,WYOMING,,20201156,POINT (-107.55145 42.999627)
MISSOURI,2020,11,,-,3,,,-,,-,,-,4,,,-,,-,,-,10,,23,,37,,MISSOURI,,20201124,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,11,,-,1,,,-,,-,,-,5,,5,,2,,43,,94,,465,,558,,,MIDDLE ATLANTIC,20201109,
CALIFORNIA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,8,,87,,296,,492,,CALIFORNIA,,20201159,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,,-,17,,WEST VIRGINIA,,20201137,POINT (-80.613729 38.642579)
FLORIDA,2020,11,,-,1,,1,,,-,,-,1,,,-,,-,16,,39,,147,,210,,FLORIDA,,20201131,POINT (-82.420978 28.260731)
MONTANA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,11,,10,,11,,MONTANA,,20201152,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,11,,-,3,,,-,,-,,-,5,,,-,,-,,-,50,,63,,226,,,WEST NORTH CENTRAL,20201120,
MASSACHUSETTS,2020,11,,-,0,,,-,,-,,-,1,,,-,,-,4,,22,,71,,84,,MASSACHUSETTS,,20201105,POINT (-71.481104 42.151077)
MOUNTAIN,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,14,,53,,172,,207,,,MOUNTAIN,20201148,
INDIANA,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201116,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,,NON-US RESIDENTS,20201169,
US TERRITORIES,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,,US TERRITORIES,20201163,
