Customer,Address Line 1,Address Line 2,City,State,Zip,Date Enrolled,VAT202 Category,Status,Observation Date,Crash Notification,Conviction Notification,Suspension Notification,Point Insurance Reduction Course Completion Notification,Driver Status Change Notification,License Expiration Notification,Hazardous Material Endorsement Notification,CDL Medical Certification Status Change Notification,Ticket Notification,Drivers Monitored,Latest Driver Add Date,Latest Driver Drop Date,LENS Internet Interface Users
ABSCOPE ENVIRONMENTAL INC,7086 COMMERCIAL DRIVE,PO BOX 487,CANASTOTA,NY,13032,05/24/2012,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,Y,N,38,02/19/2020,07/10/2019,1
ABSOLUT FACILITIES MANAGEMENT,300 GLEED AVENUE,,EAST AURORA,NY,14052,02/02/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
ABSOLUTE PLUMBING & HEATING,2809 8TH AVE,,NEW YORK,NY,10039,09/02/2010,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,8,10/18/2017,,1
ABVI-GOODWILL,422 S. CLINTON AVENUE,,ROCHESTER,NY,14620,12/30/2010,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,28,06/04/2019,12/09/2019,1
AC ARCHITECTURAL CONCRETE INC.,145 DAN TROY WAY,,WILLIAMSVILLE,NY,14221,02/22/2018,PAYING,NOT ACTIVE,05/07/2020,N,N,Y,N,Y,Y,N,Y,N,0,,,0
"AC ELECTRICAL SUPPLIES, INC.",741 SMITHTOWN BYPASS,,SMITHTOWN,NY,11787,06/19/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,7,10/02/2019,02/20/2020,1
"ACA TRANSPORTATION, INC.",2410 65TH STR.,,BROOKLYN,NY,11204,10/25/2006,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,52,10/16/2019,01/15/2018,1
"ACADEMIC EXPLORERS, LLC",18 WHITEHOUSE AVENUE,,ROOSEVELT,NY,11575,03/26/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,1,07/16/2018,09/20/2018,1
"ACADEMIC STONE SETTERS, INC.",29-07 119TH STREET,,FLUSHING,NY,11354,03/28/2008,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,5,05/18/2009,03/29/2017,1
ACADEMY BUS COMPANY INC,29 HUDSON STREET,,YONKERS,NY,10701,08/29/2008,PAYING,ACTIVE,05/07/2020,N,N,N,N,N,N,N,Y,N,120,03/12/2020,01/27/2020,1
"ACADEMY EXPRESS, LLC",1515 JEFFERSON STREET  2ND FLOOR,,HOBOKEN,NJ,07030,02/03/2010,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,N,N,N,Y,N,4,06/21/2013,09/09/2014,0
ACC CONSTRUCTION CORP,"519 8TH AVENUE, 7TH FLOOR",,NEW YORK,NY,10018,06/17/2013,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,3,05/26/2016,07/07/2019,1
ACC TECHNICAL SERVICES INC,106 DWIGHT PARK CIRCLE,,SYRACUSE,NY,13209,12/08/2011,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,0,,,0
"ACCEDE MOLD & TOOL CO., INC.",1125 LEXINGTON AVE,,ROCHESTER,NY,14606,07/20/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,N,Y,N,N,N,0,,,1
"ACCENT STRIPE, INC.",3275 N. BENZING RD.,,ORCHARD PARK,NY,14127,06/16/2014,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,N,Y,Y,N,79,03/27/2020,03/25/2020,2
ACCESS PLUMBING CORP.,151 28TH STREET,,BROOKLYN,NY,11232,08/08/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
ACCESS SUPPORT FOR LIVING,15 FORTUNE ROAD WEST,,MIDDLETOWN,NY,10941,04/06/2007,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,1280,04/30/2020,04/14/2020,7
ACCESS TRANSPORTATION INC,16 RIVER ST,,FORT PLAIN,NY,13339,10/30/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,1,02/27/2019,,1
ACCESSCNY,1603 COURT ST.,,SYRACUSE,NY,13208,08/14/2002,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,886,04/22/2020,04/14/2020,2
ACCORD BUS LLC,575 SCHOLES STREET,,BROOKLYN,NY,11237,08/24/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,59,03/12/2020,01/12/2020,2
ACCORD CORPORATION,84 SCHUYLER STREET,P O BOX 573,BELMONT,NY,14813,08/15/2005,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,N,Y,N,N,N,123,04/30/2020,03/24/2020,1
ACCREDITED LIMOUSINE SERVICE,600 MAMARONECK AVE,FOURTH FLOOR,HARRISON,NY,10528,04/20/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,N,Y,N,Y,N,60,02/03/2020,12/10/2019,2
"ACCU CARE HOME HEALTH SERVICES, INC",87 WASHINGTON ST,PO BOX 148,RENSSELAER,NY,12144,01/02/2008,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,56,10/27/2015,11/18/2015,1
"ACCURATE ACOUSTICAL, INC",793 CANNING PARKWAY,,VICTOR,NY,14564,08/16/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,23,11/19/2019,,1
ACCURATE REFRIGERATION,6709 PICKARD DR,,SYRACUSE,NY,13211,11/27/2007,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,6,02/19/2020,02/19/2020,1
ACDS,4 FERN PLACE,,PLAINVIEW,NY,11803,09/08/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,343,04/28/2020,05/04/2020,2
ACE CARGO EXPRESS INC.,72 ATLANTIC AVE.,,MASSEPEQUA PARK,NY,11762,02/06/2001,PAYING,NOT ACTIVE,05/07/2020,Y,N,N,N,N,N,N,N,N,0,,,0
ACE ENDICO CORP,80 INTERNATIONAL BLVD,,BREWSTER,NY,10509,10/06/2006,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,141,03/09/2020,03/19/2020,3
ACE HARDWARE CORP,55 NORTHERN PINES ROAD,,GANSEVOORT,NY,12831,03/06/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,Y,N,50,05/05/2020,05/05/2020,3
ACE LIMO NY INC,362 N. IDAHO AVENUE,,MASSAPEQUA,NY,11758,10/26/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,6,12/01/2016,,1
"ACE NATURAL, INC.",249 E SANDFORD BLVD #257,,MT VERNON,NY,10550,06/23/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,15,12/23/2019,12/23/2019,1
"ACE RELOCATION SYSTEMS, INC",2312 SOUTH OLD BASTROP ROAD,,SAN MARCOS,TX,78666,04/09/2015,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,Y,N,0,,,0
ACE RENTAL CORP,171 - 27 STATION ROAD,,FLUSHING,NY,11358,03/11/2008,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,35,01/21/2020,09/14/2018,1
ACE SCRAP RECYCLING LLC,140 SO TERRACE AVE,,MT VERNON,NY,10550,07/10/2006,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,4,10/02/2019,10/02/2019,1
ACE WORLD WIDE OF NEW YORK INC,3 CRYSTAL RD,,WALLKILL,NY,12589,01/07/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,5,06/06/2018,10/03/2018,1
ACE-ATLAS CORPORATION,52-14 FLUSHING AVENUE,,MASPETH,NY,11378,09/05/2013,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,10,06/04/2014,02/26/2019,0
ACES LIMOUSINE,10060 COUNTY ROAD,,CLARENCE CENTER,NY,14032,05/10/2011,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,8,04/30/2020,04/30/2020,2
ACK JOINT FIRE DISTRICT,8 PLEASANT ST,,KEESEVILLE,NY,12944,12/07/2000,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,42,09/18/2019,10/17/2018,1
ACLD,807 S OYSTER BAY RD,,BETHPAGE,NY,11714,01/16/2003,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,1138,04/28/2020,03/25/2020,8
ACME AMERICAN ENVIRONMENTAL CO INC,177-10 93RD AVE,,JAMAICA,NY,11433,11/22/2013,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,29,08/03/2016,04/11/2017,0
ACME BUS CORP.,3355 VETERANS MEMORIAL HWY.,,RONKONKOMA,NY,11779,02/02/2015,PAYING,ACTIVE,05/07/2020,N,N,N,N,N,N,N,Y,N,731,03/10/2020,03/06/2020,1
ACME LINEN & UNIFORM SERVICE,77-23 88TH STREET,,GLENDALE,NY,11385,01/19/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
ACME STUNT TOOLS,32 SOFT LANDINGS,,WARWICK,NY,10990,08/15/2010,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,2,01/13/2011,,1
ACME TAXI INC,302 ONTARIO ST,,COHOES,NY,12047,01/02/2013,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,0,,,1
ACN TRUCKING CORP,1373 RANDALL AVENUE,,BRONX,NY,10474,10/21/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,11,01/27/2020,03/26/2020,2
ACR SERVICES,34 ARTHUR AVENUE,,BROOKHAVEN,NY,11719,05/03/2012,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,8,09/06/2012,,1
ACROSS AMERICA INS  BRKGE,26 13 23 AVE,,ASTORIA,NY,11105,05/13/2011,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,0,,,1
ACT AMBULETTE INC,19 GRANITE AVE,,STATEN ISLAND,NY,10303,09/24/2013,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,45,05/04/2020,04/09/2019,1
ACTAMA RISK MITIGATION,412 WILBUR ST,,ONEIDA,NY,13421,05/03/2007,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,N,N,Y,N,N,N,76,04/03/2016,01/19/2016,0
ACTION AMBULETTE INC.,828 MCLEAN AVENUE,,YONKERS,NY,10704,01/22/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,65,02/27/2020,,1
"ACTION CARTING ENVIRONMENTAL SERVICES, INC.","300 FRANK W. BURR BLVD, SUITE 39",,TEANECK,NJ,07666,02/21/2008,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,318,05/06/2020,04/29/2020,2
ACTION CYCLE PERFORMANCE CENTER INC,46 GROVE ST,,SPRING VALLLEY,NY,10977,06/18/2002,PAYING,NOT ACTIVE,05/07/2020,N,N,Y,N,Y,N,N,N,N,0,,,0
"ACTION FOR A BETTER COMMUNITY, INC",550 EAST MAIN STREET,,ROCHESTER,NY,14604,10/21/2009,PAYING,ACTIVE,05/07/2020,N,Y,Y,N,Y,Y,N,N,N,46,03/17/2020,01/29/2020,1
"ACTION LIGHT & POWER, INC.",383 WILLOUGHBY AVE,,BROOKLYN,NY,11205,04/12/2010,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,5,05/17/2010,04/28/2020,1
ACTION TRANSPORTATION INC,2557 HAMBURG ST,,SCHENECTADY,NY,12303,08/23/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,20,04/20/2020,04/17/2019,1
"ACTION WASTE SERVICES,",3396 RIVER ROAD,,RENSSELAER,NY,12144,06/01/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,6,04/17/2020,02/21/2020,1
ACTIVE FIRE PROTECTION,26 RUZHIN RD 301,,MONROE,NY,10950,02/09/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,0,,,1
ACTIVE MOVING INC,2365 E 13TH ST #4N,,BROOKLYN,NY,11229,02/20/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
ACXIOM INFORMATION SECURITY SERVICES INC,6111 OAK TREE BLVD,,INDEPENDENCE,OH,44143,10/29/2010,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,0
ADAM C NEAL,"106-15 QUEENS BLVD, 6E",,FOREST HILLS,NY,11375,01/06/2016,PAYING,ACTIVE,05/07/2020,N,Y,Y,Y,Y,N,N,N,N,0,,,1
ADAMBA IMPORTS INTERNATIONAL,585 MESEROLE ST,,BROOKLYN,NY,11237,05/18/2006,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,N,N,N,N,N,N,0,,,0
ADAMS APPLE SERVICES INC,106 SOUTH ARTERIAL ROAD,,SYRACUSE,NY,13206,09/08/2014,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,3,12/13/2014,09/02/2019,1
ADAMS EXPRESS INC.,11 TEAKWOOD DRIVE,,CLIFTON PARK,NY,12065,11/11/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,7,04/17/2020,11/01/2019,2
ADAMS FIRE COMPANY INC,7113 NASH ROAD,,NORTH TONAWANDA,NY,14120,09/20/2012,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,25,10/25/2012,,1
ADAMS HEATING & COOLING COMPANY INCORPORATED,2088 CURRY RD.,,SCHENECTADY,NY,12303,10/21/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,34,02/05/2020,,1
ADAMS TOWN,13269 VICTORY LANE,PO BOX 546,ADAMS CENTER,NY,13606,04/11/2011,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,6,05/16/2011,,1
ADAMS VILLAGE,3 S. MAIN ST.,,ADAMS,NY,13605,06/10/2014,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,79,05/05/2020,02/07/2020,1
ADAMS&ASSOCIATES,822 RIVER RD,,GLENMONT,NY,12077,09/27/2006,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,6,05/29/2007,,0
ADAPT COMMUNITY NETWORK,80 MAIDEN LANE 12TH FLOOR,,NEW YORK,NY,10038,01/09/2013,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,977,04/28/2020,03/31/2020,3
ADAWN EXPRESS INC,3347 W YORKSHIRE RD,,CHAFFEE,NY,14030,09/29/2004,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,25,01/08/2020,01/21/2020,1
ADC CONSTRUCTION LLC,58-08 48TH STREET,,MASPETH,NY,11378,02/16/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
ADCHEM CORP,1852 OLD COUNTRY ROAD,,RIVERHEAD,NY,11901,01/11/2016,PAYING,NOT ACTIVE,05/07/2020,N,N,N,N,N,N,N,N,N,0,,,0
"ADD ASSOCIATES, INC/ THE IMAGE PRESS",6333 DAEDALUS DR,,CICERO,NY,13039,06/14/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,1,07/20/2017,,1
ADDICTION RESEARCH & TREATMENT CORP,22 CHAPEL ST,,BROOKLYN,NY,11201,11/20/2007,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,9,02/03/2017,02/01/2019,3
ADDISON CENTRAL SCHOOL,14 CLEVELAND DRIVE,,ADDISON,NY,14801,04/29/2010,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,36,01/14/2020,03/03/2020,1
ADDISON CENTRAL SCHOOL DISTRICT,1 COLWELL STREET,,ADDISON,NY,14801,11/27/2011,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,1,06/17/2015,,1
ADDISON VOLUNTEER FIRE DEPARTMENT,1 TUSCARORA STREET,,ADDISON,NY,14801,11/24/2008,EXEMPT,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,29,03/01/2020,10/06/2019,1
ADE SYSTEMS INC,19 WILBUR STREET,,LYNBROOK,NY,11563,01/05/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,26,07/23/2019,07/29/2019,1
ADECCO STAFFING,1 WEST MARKET ST,BARON STEUBEN SUITE 401,CORNING,NY,14830,03/29/2012,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,25,03/20/2020,04/01/2020,1
ADELMAN FOODS INC,803 EAST 92ND STREET,,BROOKLYN,NY,11236,08/24/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,5,02/06/2020,,1
ADELPHI HOTEL PARTNERS,365 BROADWAY,,SARATOGA SPGS,NY,12866,08/09/2018,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,0,,,1
ADELPHI UNIVERSITY,SOUTH AVE,,GARDEN CITY,NY,11530,01/21/2003,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,N,Y,Y,Y,N,285,03/12/2020,05/05/2020,2
ADELWERTH BUS CORP.,417 MONTAUK HWY,,EASTPORT,NY,11941,09/08/2014,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,Y,N,64,12/05/2019,09/27/2019,1
ADESA LONG ISLAND,425 PATCHOGUE YAPHANK ROAD,,YAPHANK,NY,11980,01/30/2014,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,14,03/15/2019,12/02/2019,1
ADF HAULING INC,18 FREMONT ROAD,,SLEEPY  HOLLOW,NY,10591,07/29/2014,PAYING,NOT ACTIVE,05/07/2020,N,N,N,N,N,N,N,N,N,0,,,0
ADIRONDACK ASSIST LLC.,96 MILLER STREET,,PLATTSBURGH,NY,12901,07/16/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,N,N,N,N,0,,,1
ADIRONDACK BASEMENT SYSTEMS,4 JONES RD,,HALFMOON,NY,12065,03/06/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,22,03/18/2020,03/12/2020,2
ADIRONDACK BEVERAGES CORP,701 CORPORATIONS PARK,,SCOTIA,NY,12302,02/06/2014,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,23,04/17/2020,04/16/2019,2
"ADIRONDACK COMBUSTION TECHNOLOGIES, INC.",PO BOX 278,,DUANESBURG,NY,12056,11/21/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,N,Y,N,N,N,0,,,1
"ADIRONDACK COMMUNITY ACTION PROGRAMS, INC.",7572 COURT ST. SUITE 2,PO BOX 848,ELIZABETHTOWN,NY,12932,02/04/2015,PAYING,ACTIVE,05/07/2020,N,N,N,N,N,N,N,Y,N,6,09/23/2019,08/29/2019,1
ADIRONDACK EXPERIENCE,9097 STATE ROUTE 30,P.O. BOX 99,BLUE MOUNTAIN LAKE,NY,12812,08/13/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,0,,,1
ADIRONDACK HERCULES TIRE CORP,198 MORRIS RD,,SCHENECTADY,NY,12303,07/30/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,N,Y,Y,Y,N,70,02/10/2020,08/08/2019,1
ADIRONDACK MOVING COMPANY. LLC,9 CARLTON DR,,QUEENSBURY,NY,12804,12/02/2019,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,8,04/28/2020,,2
"ADIRONDACK PORTABLE CUSTOM CRUSHING, LLC",1359 RT. 28,,WARRENSBURG,NY,12885,06/02/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,12,03/16/2020,03/16/2020,1
ADIRONDACK STRETCHER & AMBULETTE LLC,520 ST HWY 29A,,GLOVERSVILLE,NY,12078,10/25/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,9,03/09/2018,03/09/2018,1
ADIRONDACK TRAILWAYS,499 HURLEY AVENUE,,HURLEY,NY,12443,03/10/2014,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,183,03/24/2020,12/23/2019,2
"ADIRONDACK WIRELESS SPECIALISTS, INC.",49 YORKSHIRE DRIVE,,QUEENSBURY,NY,12804,09/02/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,27,10/17/2016,10/17/2016,1
ADJO CONTRACTING CORP,207 KNICKERBOCKER AVE,,BOHEMIA,NY,11716,01/30/2014,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,7,07/05/2017,10/26/2018,1
ADK MANHATTAN EXPRESS INC,755 WAVERLY AVE STE 308,,HOLTSVILLE,NY,11742,12/21/2006,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,0,,,1
ADLER WINDOWS INC,175-16 LIBERTY AVE,,JAMAICA,NY,11433,06/01/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,15,05/09/2018,03/13/2018,2
"ADMAR SUPPLY COMPANY, INC.",1950 BRIGHTON-HENRIETTA TOWNLINE RD,,ROCHESTER,NY,14623,09/04/2009,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,N,Y,Y,Y,N,110,03/19/2020,05/01/2020,1
ADMIRE LIMO,2421 IORIO CT,"STE B, 2ND FLOOR",UNION,NJ,07083,07/29/2014,PAYING,NOT ACTIVE,05/07/2020,N,N,N,N,N,N,N,N,N,0,,,0
ADMORE AIR CONDITIONING CORP,835 MCLEAN AVE,,YONKERS,NY,10704,05/12/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,23,03/13/2020,08/26/2019,1
ADONIS-AVANTI TRANSPORTATION SERVICE INC,5661 STATE ROUTE 5,,HERKIMER,NY,13350,04/13/2020,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,Y,N,10,04/24/2020,,1
ADPRO SPORTS INC,55 AMHERST VILLA,,BUFFALO,NY,14225,07/23/2009,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,4,10/31/2012,02/27/2017,1
ADR (A SUBSIDIARY OF SAFETY HOLDINGS INC),8814 HORIZON BLVD NE SUITE 10,,ALBUQUERQUE,NM,87113,03/07/2006,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,30448,05/06/2020,05/06/2020,9
ADRIANO LIMOUSINE,1343 LUCAS AVE,,COTTEKILL,NY,12419,05/20/2016,PAYING,ACTIVE,05/07/2020,N,N,N,N,N,N,N,N,N,0,,,0
ADSIT SEPTIC & EXCAVATION LLC,7796 NYS RT 12,,SHERBURNE,NY,13460,06/25/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,Y,N,0,,,2
ADULT AND SENIOR CENTER OF SARATOGA,5 WILLIAMS STREET,,SARATOGA SPRNGS,NY,12866,03/24/2016,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,99,03/09/2020,03/11/2020,1
"ADULT RESOURCES CENTER, INC",1145 E 55TH STREET,,BROOKLYN,NY,11234,10/27/2014,PAYING,ACTIVE,05/07/2020,N,N,N,N,N,N,N,N,N,0,,,1
ADVANCE PUBLICATIONS INC,950 FINGERBOARD RD,,STATEN ISLAND,NY,10305,04/15/2003,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,8,06/24/2011,10/27/2015,0
ADVANCE TESTING COMPANY INC,3348 ROUTE 208,,CAMPBELL HALL,NY,10916,06/09/2011,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,N,N,N,110,05/07/2020,05/06/2020,3
ADVANCE TRANSIT CO. INC,1340 LAFAYETTE AVE,,BRONX,NY,10474,02/04/2015,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,N,Y,N,N,Y,N,0,09/24/2019,09/24/2019,0
"ADVANCED APPLIANCES, INC.",7824 OLD ORCHARD COURT,,MANLIUS,NY,13104,10/24/2014,PAYING,NOT ACTIVE,05/07/2020,N,N,N,N,N,N,N,N,N,0,,,0
ADVANCED CARDIOVASCULAR DIAGNOSTICS,410 LAKEVILLE RD STE.209,,NEW HYDE PARK,NY,11042,01/31/2020,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,Y,N,0,,,1
ADVANCED CLEANING & RESTORATION SERVICES,146 BURDICK RD,,GLOVERSVILLE,NY,12078,10/27/2015,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,0,,,1
ADVANCED CONTROL SOLUTIONS,580 PINE AIRE DRIVE,,BAY SHORE,NY,11706,02/02/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,5,04/29/2020,02/11/2019,1
ADVANCED ELECTRICAL SOLUTIONS. INC.,P.O. BOX 787,,SOUTHAMPTON,NY,11969,07/07/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,0,,,1
ADVANCED FACILITIES SERVICES INTL INC,805 REIN ROAD,,CHEEKTOWAGA,NY,14225,06/05/2008,PAYING,NOT ACTIVE,05/07/2020,Y,Y,Y,N,N,Y,N,N,N,7,05/23/2014,07/24/2014,0
ADVANCED FIBER INC,160 EAST HAMTON ROAD,,BINGHAMTON,NY,13903,03/15/2013,PAYING,ACTIVE,05/07/2020,Y,Y,Y,Y,Y,Y,Y,N,N,25,02/24/2020,07/02/2018,1
ADVANCED LUBRICATION SPEC./DBA JUNELL CORP,2320 STATE RTE 414,,WATERLOO,NY,13165,08/25/2014,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,Y,Y,N,4,04/02/2018,,1
ADVANCED LUXURY LIMO SVC. INC,3947 PROVOST AVE,,BRONX,NY,10466,01/24/2017,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,13,10/29/2019,09/05/2019,1
ADVANCED PRODUCTION GROUP LLC,PO BOX 1189,,DUNKIRK,NY,14048,12/23/2011,PAYING,ACTIVE,05/07/2020,Y,Y,Y,N,Y,Y,N,N,N,15,09/17/2019,02/19/2020,2
