Data as of,Start week,End Week,Group,State,Indicator,COVID Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID Deaths",Footnote
05/07/2020,05/02/2020,05/02/2020,By week,Hawaii,Week-ending,0,91,0.4,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/01/2020,02/01/2020,By week,Idaho,Week-ending,0,249,0.88,11,0,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/08/2020,02/08/2020,By week,Idaho,Week-ending,0,293,1.04,18,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/15/2020,02/15/2020,By week,Idaho,Week-ending,0,279,0.89,11,0,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/22/2020,02/22/2020,By week,Idaho,Week-ending,0,318,1.1,17,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/29/2020,02/29/2020,By week,Idaho,Week-ending,0,289,0.99,17,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/07/2020,03/07/2020,By week,Idaho,Week-ending,0,278,0.96,17,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/14/2020,03/14/2020,By week,Idaho,Week-ending,0,284,1.04,18,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/21/2020,03/21/2020,By week,Idaho,Week-ending,0,308,1.03,22,0,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/28/2020,03/28/2020,By week,Idaho,Week-ending,,332,1.26,14,,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/04/2020,04/04/2020,By week,Idaho,Week-ending,,270,0.94,15,,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/11/2020,04/11/2020,By week,Idaho,Week-ending,19,301,1.05,17,,0,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/18/2020,04/18/2020,By week,Idaho,Week-ending,10,272,0.97,12,,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/25/2020,04/25/2020,By week,Idaho,Week-ending,10,230,0.88,15,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,05/02/2020,05/02/2020,By week,Idaho,Week-ending,0,81,0.3,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/01/2020,02/01/2020,By week,Illinois,Week-ending,0,2137,0.97,155,0,16,171,
05/07/2020,02/08/2020,02/08/2020,By week,Illinois,Week-ending,0,2226,0.98,157,0,10,167,
05/07/2020,02/15/2020,02/15/2020,By week,Illinois,Week-ending,0,2216,1.01,142,0,11,153,
05/07/2020,02/22/2020,02/22/2020,By week,Illinois,Week-ending,0,2203,1,142,0,14,156,
05/07/2020,02/29/2020,02/29/2020,By week,Illinois,Week-ending,0,2207,1.04,136,0,19,155,
05/07/2020,03/07/2020,03/07/2020,By week,Illinois,Week-ending,0,2243,1.06,169,0,26,195,
05/07/2020,03/14/2020,03/14/2020,By week,Illinois,Week-ending,,2177,1.03,165,,20,185,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/21/2020,03/21/2020,By week,Illinois,Week-ending,13,2259,1.05,164,,22,194,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/28/2020,03/28/2020,By week,Illinois,Week-ending,64,2270,1.09,228,41,16,266,
05/07/2020,04/04/2020,04/04/2020,By week,Illinois,Week-ending,265,2568,1.22,343,153,,461,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/11/2020,04/11/2020,By week,Illinois,Week-ending,404,2762,1.33,396,224,,581,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/18/2020,04/18/2020,By week,Illinois,Week-ending,463,2662,1.33,424,255,,636,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/25/2020,04/25/2020,By week,Illinois,Week-ending,333,2348,1.17,282,168,,448,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,05/02/2020,05/02/2020,By week,Illinois,Week-ending,42,1222,0.5,84,20,0,106,
05/07/2020,02/01/2020,02/01/2020,By week,Indiana,Week-ending,0,1365,0.99,95,0,,102,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/08/2020,02/08/2020,By week,Indiana,Week-ending,0,1354,0.95,105,0,10,115,
05/07/2020,02/15/2020,02/15/2020,By week,Indiana,Week-ending,0,1406,1.05,92,0,,101,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/22/2020,02/22/2020,By week,Indiana,Week-ending,0,1389,1.01,105,0,13,118,
05/07/2020,02/29/2020,02/29/2020,By week,Indiana,Week-ending,0,1429,1.08,105,0,17,122,
05/07/2020,03/07/2020,03/07/2020,By week,Indiana,Week-ending,0,1337,1,94,0,14,108,
05/07/2020,03/14/2020,03/14/2020,By week,Indiana,Week-ending,,1365,1.01,112,0,14,127,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/21/2020,03/21/2020,By week,Indiana,Week-ending,,1279,0.96,93,,13,110,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/28/2020,03/28/2020,By week,Indiana,Week-ending,41,1408,1.06,125,19,15,161,
05/07/2020,04/04/2020,04/04/2020,By week,Indiana,Week-ending,110,1481,1.12,213,70,,258,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/11/2020,04/11/2020,By week,Indiana,Week-ending,178,1476,1.14,219,101,,299,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/18/2020,04/18/2020,By week,Indiana,Week-ending,175,1272,1.01,175,83,0,267,
05/07/2020,04/25/2020,04/25/2020,By week,Indiana,Week-ending,71,945,0.76,110,36,,145,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,05/02/2020,05/02/2020,By week,Indiana,Week-ending,,345,0.25,22,0,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/01/2020,02/01/2020,By week,Iowa,Week-ending,0,612,0.97,54,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/08/2020,02/08/2020,By week,Iowa,Week-ending,0,632,1.02,42,0,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/15/2020,02/15/2020,By week,Iowa,Week-ending,0,595,0.92,36,0,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/22/2020,02/22/2020,By week,Iowa,Week-ending,0,639,1,42,0,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/29/2020,02/29/2020,By week,Iowa,Week-ending,0,638,1.05,36,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/07/2020,03/07/2020,By week,Iowa,Week-ending,0,612,1.02,42,0,13,55,
05/07/2020,03/14/2020,03/14/2020,By week,Iowa,Week-ending,0,624,1.02,51,0,17,68,
05/07/2020,03/21/2020,03/21/2020,By week,Iowa,Week-ending,0,587,0.94,35,0,16,51,
05/07/2020,03/28/2020,03/28/2020,By week,Iowa,Week-ending,,584,1,50,0,,60,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/04/2020,04/04/2020,By week,Iowa,Week-ending,16,589,1.01,55,,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/11/2020,04/11/2020,By week,Iowa,Week-ending,21,570,0.96,38,,,54,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/18/2020,04/18/2020,By week,Iowa,Week-ending,34,580,1,42,,,70,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/25/2020,04/25/2020,By week,Iowa,Week-ending,37,458,0.79,32,,0,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,05/02/2020,05/02/2020,By week,Iowa,Week-ending,12,305,0.42,14,,0,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/01/2020,02/01/2020,By week,Kansas,Week-ending,0,546,0.98,36,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/08/2020,02/08/2020,By week,Kansas,Week-ending,0,502,0.91,26,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/15/2020,02/15/2020,By week,Kansas,Week-ending,0,571,1,38,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/22/2020,02/22/2020,By week,Kansas,Week-ending,0,557,0.98,36,0,10,46,
05/07/2020,02/29/2020,02/29/2020,By week,Kansas,Week-ending,0,539,0.99,32,0,14,46,
05/07/2020,03/07/2020,03/07/2020,By week,Kansas,Week-ending,0,571,1.01,40,0,14,54,
05/07/2020,03/14/2020,03/14/2020,By week,Kansas,Week-ending,,519,0.94,45,0,,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/21/2020,03/21/2020,By week,Kansas,Week-ending,,510,0.95,27,0,15,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/28/2020,03/28/2020,By week,Kansas,Week-ending,,511,0.98,41,,,46,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/04/2020,04/04/2020,By week,Kansas,Week-ending,21,531,1.05,41,,0,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/11/2020,04/11/2020,By week,Kansas,Week-ending,32,498,0.98,54,13,,74,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/18/2020,04/18/2020,By week,Kansas,Week-ending,34,513,1.05,39,17,,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/25/2020,04/25/2020,By week,Kansas,Week-ending,12,475,0.99,34,,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,05/02/2020,05/02/2020,By week,Kansas,Week-ending,,280,0.49,14,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/01/2020,02/01/2020,By week,Kentucky,Week-ending,0,968,0.98,92,0,,100,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/08/2020,02/08/2020,By week,Kentucky,Week-ending,0,943,0.94,92,0,10,102,
05/07/2020,02/15/2020,02/15/2020,By week,Kentucky,Week-ending,0,934,0.96,77,0,,86,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/22/2020,02/22/2020,By week,Kentucky,Week-ending,0,966,0.96,80,0,,85,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/29/2020,02/29/2020,By week,Kentucky,Week-ending,,988,0.99,86,,10,96,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/07/2020,03/07/2020,By week,Kentucky,Week-ending,0,956,0.95,75,0,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/14/2020,03/14/2020,By week,Kentucky,Week-ending,0,960,1,84,0,14,98,
05/07/2020,03/21/2020,03/21/2020,By week,Kentucky,Week-ending,,877,0.92,76,,13,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,03/28/2020,03/28/2020,By week,Kentucky,Week-ending,,859,0.89,71,,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/04/2020,04/04/2020,By week,Kentucky,Week-ending,42,936,1,103,28,,121,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/11/2020,04/11/2020,By week,Kentucky,Week-ending,42,851,0.9,93,26,,113,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,04/18/2020,04/18/2020,By week,Kentucky,Week-ending,40,716,0.76,69,19,0,90,
05/07/2020,04/25/2020,04/25/2020,By week,Kentucky,Week-ending,27,520,0.55,53,10,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,05/02/2020,05/02/2020,By week,Kentucky,Week-ending,0,204,0.21,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/01/2020,02/01/2020,By week,Louisiana,Week-ending,0,963,1,41,0,,45,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/08/2020,02/08/2020,By week,Louisiana,Week-ending,0,935,0.96,35,0,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/07/2020,02/15/2020,02/15/2020,By week,Louisiana,Week-ending,0,919,0.99,41,0,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
