Case Number,Case Open Date,Case Close Date,Case Year,Case Sub-Type,Address Zip Code
18592,01/22/2007,06/05/2007,2007,Residential   Mechanical,20832
979,09/20/2000,12/04/2000,2000,Industrial/commercial   Equipment Noise,20910
20201087,01/21/2020,02/06/2020,2020,Industrial/commercial   Equipment Noise,20814
2014522,04/14/2014,01/30/2015,2014,Industrial/commercial   Electrical Amp Equip,20904
20201416,03/24/2020,03/25/2020,2020,Industrial/commercial   Refuse Noise Collection,20895
20172394,10/23/2017,11/21/2017,2017,Residential   El  Amplification Equip,20905
20172236,09/18/2017,01/18/2018,2017,Industrial/commercial  construction/repair/demolit,20854
9140,10/18/1999,03/29/2001,1999,Residential   Construction/repair/demolition,20852
20201564,04/09/2020,,2020,Residential Muti Tenant Dwelling,20910
20191239,03/06/2019,03/06/2019,2019,Noise Industrial/commercial   Leaf Blower Noise,20912
1697,06/06/2001,07/17/2001,2001,Industrial/commercial   Equipment Noise,20902
2630,10/22/2001,11/15/2001,2001,Industrial/commercial  construction/repair/demolit,20832
1992921467,06/15/1992,09/09/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
1990910654,12/17/1990,01/14/1991,1990,Residential Muti Tenant Dwelling,
20161907,07/11/2016,07/28/2016,2016,Residential   El  Amplification Equip,20903
27033,09/19/2012,07/09/2013,2012,Waiver Request,20850
4517,06/06/1995,06/27/1995,1995,Residential   El  Amplification Equip,
20131026,08/09/2013,10/08/2013,2013,Residential   Mechanical,20814
5827,05/13/1996,06/04/1996,1996,Industrial/commercial   Equipment Noise,
20822,09/16/2008,01/21/2009,2008,Industrial/commercial   Equipment Noise,20815
1990900735,03/05/1990,03/21/1990,1990,Industrial/commercial   Refuse Noise Collection,
449,05/11/2000,06/13/2000,2000,Residential   Construction/repair/demolition,20854
14964,07/15/2004,08/11/2004,2004,Residential   Construction/repair/demolition,20815
1258,11/28/2000,12/01/2000,2000,Industrial/commercial   Equipment Noise,20904
20192257,08/14/2019,12/04/2019,2019,Waiver Request,20815
20796,09/05/2008,09/30/2008,2008,Residential   Motor Vehicle Noise,20854
10054,06/15/1998,08/12/1998,1998,Industrial/commercial   Electrical Amp Equip,20850
20191867,05/29/2019,06/21/2019,2019,Residential   Motor Vehicle Noise,
25925,01/18/2012,03/05/2012,2012,Industrial/commercial  construction/repair/demolit,20904
20171399,04/06/2017,04/13/2017,2017,Industrial/commercial   Electrical Amp Equip,20910
1990900928,04/20/1990,05/17/1990,1990,Waiver Request,
26665,07/18/2012,07/19/2012,2012,Industrial/commercial  construction/repair/demolit,20906
23292,04/30/2010,06/02/2010,2010,Residential House/yard,20878
568,06/11/2000,07/19/2000,2000,Industrial/commercial  construction/repair/demolit,20814
20162044,08/04/2016,08/23/2016,2016,Residential   El  Amplification Equip,20878
20131334,11/04/2013,11/18/2013,2013,Residential   Construction/repair/demolition,20854
1989900336,10/06/1989,11/09/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
1723,01/03/2001,07/17/2001,2001,Industrial/commercial   Equipment Noise,20855
8911,08/09/1999,06/20/2000,1999,Residential House/yard,20814
20323,05/07/2008,05/16/2008,2008,Industrial/commercial  construction/repair/demolit,20814
583,06/13/2000,09/12/2000,2000,Industrial/commercial  construction/repair/demolit,20815
18193,09/27/2006,10/12/2006,2006,Industrial/commercial  construction/repair/demolit,20814
16032,03/17/2005,03/29/2005,2005,Industrial/commercial   Refuse Noise Collection,20814
25733,11/29/2011,12/15/2011,2011,Residential   Motor Vehicle Noise,20832
20181052,01/19/2018,01/24/2018,2018,Waiver Request,20874
14477,04/14/2004,04/21/2004,2004,Residential   Mechanical,20850
20192181,07/30/2019,08/19/2019,2019,Residential House/yard,20906
20141159,08/27/2014,09/18/2014,2014,Industrial/commercial  construction/repair/demolit,20814
13481,09/22/2003,10/09/2003,2003,Residential   Mechanical,20815
18768,03/19/2007,04/12/2007,2007,Industrial/commercial  construction/repair/demolit,20901
20191663,04/24/2019,05/09/2019,2019,Industrial/commercial  construction/repair/demolit,20871
17528,04/11/2006,05/15/2006,2006,Industrial/commercial   Equipment Noise,20816
22611,11/04/2009,11/17/2009,2009,Noise Industrial/commercial   Leaf Blower Noise,20854
5517,03/15/1996,04/23/1996,1996,Industrial/commercial  construction/repair/demolit,
9154,10/25/1999,11/29/1999,1999,Industrial/commercial   Equipment Noise,20895
18737,03/12/2007,08/24/2007,2007,Industrial/commercial   Equipment Noise,20852
20192276,08/19/2019,08/19/2019,2019,Industrial/commercial   Electrical Amp Equip,20866
20172234,09/18/2017,11/22/2017,2017,Industrial/commercial   Electrical Amp Equip,20852
17828,06/23/2006,03/22/2007,2006,Residential   Construction/repair/demolition,20814
20161789,06/14/2016,10/20/2016,2016,Industrial/commercial   Electrical Amp Equip,20902
20151986,07/27/2015,09/03/2015,2015,Residential   El  Amplification Equip,20874
20192284,08/21/2019,,2019,Industrial/commercial   Electrical Amp Equip,20910
20271,04/25/2008,07/15/2008,2008,Waiver Request,
16468,06/27/2005,09/12/2005,2005,Industrial/commercial   Equipment Noise,20852
2373,07/17/2001,05/03/2002,2001,Industrial/commercial   Electrical Amp Equip,20906
20141354,10/15/2014,09/02/2015,2014,Industrial/commercial   Equipment Noise,20816
19750,11/28/2007,12/31/2007,2007,Waiver Request,20876
20719,08/12/2008,08/18/2008,2008,Residential   Construction/repair/demolition,20816
20191751,05/10/2019,05/15/2019,2019,Industrial/commercial   Equipment Noise,20878
20151143,02/25/2015,03/11/2015,2015,Industrial/commercial   Equipment Noise,20815
13882,12/01/2003,06/29/2004,2003,Industrial/commercial   Equipment Noise,20876
20181151,02/15/2018,03/26/2018,2018,Residential Muti Tenant Dwelling,20874
2388,07/20/2001,08/07/2001,2001,Industrial/commercial  construction/repair/demolit,20854
20162295,10/03/2016,10/07/2016,2016,Noise Industrial/commercial   Leaf Blower Noise,20817
4150,03/08/1995,05/04/1995,1995,Residential House/yard,
17899,07/12/2006,07/19/2006,2006,Industrial/commercial   heat Pump/ac Noise,20860
26288,04/20/2012,05/07/2012,2012,Industrial/commercial   Equipment Noise,20817
20181053,01/19/2018,02/02/2018,2018,Industrial/commercial  construction/repair/demolit,20852
14436,04/07/2004,04/08/2004,2004,Residential House/yard,20905
20151573,05/04/2015,05/20/2015,2015,Industrial/commercial  construction/repair/demolit,
19672,10/29/2007,11/13/2007,2007,Residential   Mechanical,20906
7632,07/31/1997,08/22/1997,1997,Industrial/commercial  construction/repair/demolit,20854
9230,11/08/1999,01/24/2000,1999,Residential   Construction/repair/demolition,20906
20181014,01/02/2018,06/27/2018,2018,Residential   El  Amplification Equip,20886
20161245,03/17/2016,03/29/2016,2016,Industrial/commercial  construction/repair/demolit,20814
1990910042,07/11/1990,08/08/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
20181222,03/01/2018,03/22/2018,2018,Industrial/commercial  construction/repair/demolit,20852
20172383,10/18/2017,11/21/2017,2017,Industrial/commercial  construction/repair/demolit,20850
19808,12/17/2007,05/16/2008,2007,Residential   El  Amplification Equip,20874
7664,08/05/1997,08/14/1997,1997,Residential House/yard,20886
7314,05/21/1997,10/31/1997,1997,Industrial/commercial   Equipment Noise,20880
1991910676,01/03/1991,01/15/1991,1991,Noise Industrial/commercial   Leaf Blower Noise,
21535,04/02/2009,04/26/2010,2009,Residential   El  Amplification Equip,20833
8172,05/06/1999,06/02/1999,1999,Industrial/commercial   Equipment Noise,20902
26353,05/07/2012,07/23/2012,2012,Industrial/commercial   Electrical Amp Equip,20814
9097,09/24/1999,01/27/2000,1999,Industrial/commercial   Equipment Noise,20852
1992930197,08/04/1992,08/04/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
1989900333,08/23/1989,01/31/1990,1989,Noise Industrial/commercial   Leaf Blower Noise,
6131,07/25/1996,10/25/1996,1996,Industrial/commercial  construction/repair/demolit,
13117,07/09/2003,07/15/2003,2003,Residential   Construction/repair/demolition,20871
27306,11/20/2012,01/04/2013,2012,Residential   El  Amplification Equip,20910
19748,11/27/2007,03/20/2008,2007,Residential   El  Amplification Equip,20882
3796,06/20/1995,06/29/1995,1995,Residential House/yard,20866
20445,06/04/2008,06/23/2008,2008,Industrial/commercial  construction/repair/demolit,20817
20181861,06/06/2018,06/21/2018,2018,Residential Muti Tenant Dwelling,20876
5811,05/09/1996,08/07/1996,1996,Residential   Motor Vehicle Noise,20874
17442,03/23/2006,04/13/2006,2006,Industrial/commercial   Electrical Amp Equip,20872
19631,10/16/2007,01/12/2009,2007,Industrial/commercial   Electrical Amp Equip,20850
2013482,05/06/2013,06/17/2013,2013,Residential Muti Tenant Dwelling,20876
1054,10/04/2000,10/18/2000,2000,Residential   Construction/repair/demolition,20882
16330,05/23/2005,08/09/2005,2005,Industrial/commercial   Equipment Noise,20816
2013753,06/19/2013,07/09/2013,2013,Residential   Construction/repair/demolition,20817
544,06/02/2000,07/13/2000,2000,Residential   Motor Vehicle Noise,20854
20192114,07/15/2019,08/20/2019,2019,Industrial/commercial   Refuse Noise Collection,20852
8765,06/21/1999,08/24/1999,1999,Industrial/commercial   Equipment Noise,20912
1990910399,10/16/1990,11/26/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
23475,06/17/2010,06/17/2010,2010,Industrial/commercial   Electrical Amp Equip,20852
20151952,07/20/2015,07/28/2015,2015,Residential   Construction/repair/demolition,20817
26440,05/25/2012,06/07/2012,2012,Industrial/commercial  construction/repair/demolit,20770
6009,06/28/1996,07/17/1996,1996,Industrial/commercial  construction/repair/demolit,20850
2014558,04/21/2014,07/22/2014,2014,Residential   El  Amplification Equip,20903
21646,04/23/2009,08/11/2009,2009,Industrial/commercial   Equipment Noise,20882
13746,11/06/2003,01/09/2004,2003,Industrial/commercial   Equipment Noise,20910
26631,07/09/2012,12/15/2014,2012,Industrial/commercial  construction/repair/demolit,20816
20191144,02/11/2019,03/29/2019,2019,Industrial/commercial   Refuse Noise Collection,20814
22714,11/30/2009,01/19/2010,2009,Residential   Construction/repair/demolition,20814
20191754,05/13/2019,06/17/2019,2019,Residential   Construction/repair/demolition,20850
1992920800,01/02/1992,01/17/1992,1992,Noise Industrial/commercial   Leaf Blower Noise,
20201562,04/08/2020,,2020,Industrial/commercial   Equipment Noise,20906
2014276,02/25/2014,02/28/2014,2014,Industrial/commercial  construction/repair/demolit,20815
23743,08/23/2010,11/29/2010,2010,Industrial/commercial   Equipment Noise,
1990900963,04/26/1990,06/11/1990,1990,Noise Industrial/commercial   Leaf Blower Noise,
20192602,10/29/2019,11/25/2019,2019,Residential Muti Tenant Dwelling,20874
21770,05/21/2009,06/17/2009,2009,Residential   El  Amplification Equip,20882
20191218,03/05/2019,03/14/2019,2019,Noise Industrial/commercial   Leaf Blower Noise,20906
5671,04/11/1996,05/31/1996,1996,Industrial/commercial   Equipment Noise,
598,06/16/2000,10/04/2000,2000,Residential House/yard,20854
4519,06/06/1995,06/21/1995,1995,Industrial/commercial   Equipment Noise,
5993,06/25/1996,09/10/1996,1996,Residential   Mechanical,
26605,06/29/2012,07/24/2012,2012,Residential   El  Amplification Equip,20877
10061,06/17/1998,06/30/1998,1998,Industrial/commercial   Equipment Noise,20910
20171553,05/11/2017,06/19/2017,2017,Residential Muti Tenant Dwelling,20872
21745,05/18/2009,06/04/2009,2009,Residential   El  Amplification Equip,20906
14952,07/13/2004,07/28/2004,2004,Industrial/commercial   Equipment Noise,20818
20161419,04/28/2016,11/14/2016,2016,Residential Muti Tenant Dwelling,20886
20201057,01/14/2020,03/05/2020,2020,Industrial/commercial   Electrical Amp Equip,20814
19773,12/04/2007,01/29/2008,2007,Industrial/commercial  construction/repair/demolit,20902
20152330,10/16/2015,11/20/2015,2015,Industrial/commercial  construction/repair/demolit,20816
20152161,09/02/2015,03/14/2016,2015,Residential Muti Tenant Dwelling,20886
20172265,09/21/2017,05/22/2018,2017,Residential   Construction/repair/demolition,20833
20172039,07/25/2017,08/07/2017,2017,Industrial/commercial  construction/repair/demolit,20910
20152327,10/15/2015,10/27/2015,2015,Residential   Construction/repair/demolition,20852
27378,12/05/2012,01/04/2013,2012,Residential   Mechanical,20850
23845,09/17/2010,11/08/2010,2010,Residential   El  Amplification Equip,20854
19379,08/09/2007,08/27/2007,2007,Industrial/commercial  construction/repair/demolit,20854
20182387,10/11/2018,12/12/2018,2018,Noise Industrial/commercial   Leaf Blower Noise,20876
20151113,02/12/2015,03/03/2015,2015,Residential   Construction/repair/demolition,20817
20201655,04/22/2020,,2020,Waiver Request,20910
20181434,04/06/2018,06/21/2018,2018,Waiver Request,20910
20192056,07/03/2019,12/12/2019,2019,Industrial/commercial  construction/repair/demolit,20814
20021,02/29/2008,02/29/2008,2008,Residential House/yard,20855
20171075,01/25/2017,05/16/2017,2017,Waiver Request,20850
4322,04/24/1995,06/05/1995,1995,Residential House/yard,20851
2013357,04/02/2013,05/13/2013,2013,Residential   Construction/repair/demolition,20902
20172476,11/14/2017,11/21/2017,2017,Noise Industrial/commercial   Leaf Blower Noise,20816
7542,07/15/1997,09/11/1997,1997,Residential House/yard,20817
15526,11/09/2004,03/25/2005,2004,Industrial/commercial   Electrical Amp Equip,20837
19171,06/11/2007,06/28/2007,2007,Industrial/commercial   Equipment Noise,20902
1989900255,09/12/1989,09/20/1989,1989,Noise Industrial/commercial   Leaf Blower Noise,
20182379,10/09/2018,11/14/2018,2018,Residential   Construction/repair/demolition,20817
26475,06/04/2012,08/20/2012,2012,Waiver Request,
19173,06/11/2007,06/27/2007,2007,Residential   Motor Vehicle Noise,20882
18053,08/15/2006,10/11/2006,2006,Industrial/commercial  construction/repair/demolit,21771
17837,06/27/2006,06/28/2006,2006,Residential   Motor Vehicle Noise,20910
7275,05/12/1997,10/14/1997,1997,Residential   Construction/repair/demolition,
1716,01/12/2001,01/31/2001,2001,Industrial/commercial  construction/repair/demolit,20910
13710,11/03/2003,02/10/2004,2003,Residential   Construction/repair/demolition,20852
14590,05/04/2004,12/20/2004,2004,Industrial/commercial   Equipment Noise,20816
20151458,04/16/2015,04/17/2015,2015,Industrial/commercial  construction/repair/demolit,20814
26575,06/25/2012,07/09/2012,2012,Residential   Construction/repair/demolition,20850
16187,04/19/2005,07/01/2005,2005,Residential   Mechanical,20850
20131154,09/13/2013,10/07/2013,2013,Industrial/commercial   Equipment Noise,20910
2262,07/23/2001,10/01/2001,2001,Residential   El  Amplification Equip,
8946,08/19/1999,09/15/1999,1999,Industrial/commercial   Equipment Noise,20902
27297,11/19/2012,02/01/2013,2012,Residential   Construction/repair/demolition,20878
20141542,12/01/2014,01/06/2015,2014,Industrial/commercial   Equipment Noise,20902
20151658,05/18/2015,09/14/2016,2015,Industrial/commercial   Electrical Amp Equip,20910
17772,06/13/2006,10/01/2006,2006,Industrial/commercial   Electrical Amp Equip,20852
20192172,07/29/2019,07/29/2019,2019,Residential   Mechanical,20910
22502,10/08/2009,10/26/2009,2009,Industrial/commercial  construction/repair/demolit,20910
15623,12/06/2004,04/22/2005,2004,Residential   Construction/repair/demolition,
5751,05/01/1996,05/13/1996,1996,Industrial/commercial   Equipment Noise,
19316,07/19/2007,09/04/2007,2007,Residential House/yard,20902
20191633,04/23/2019,09/09/2019,2019,Industrial/commercial   Refuse Noise Collection,20850
8621,03/01/1999,04/09/1999,1999,Industrial/commercial   Equipment Noise,20910
2013547,05/20/2013,06/12/2013,2013,Industrial/commercial   Equipment Noise,20854
1186,11/02/2000,11/02/2000,2000,Industrial/commercial   Electrical Amp Equip,20886
2691,10/26/2001,10/30/2001,2001,Industrial/commercial  construction/repair/demolit,20910
20151974,07/23/2015,10/23/2015,2015,Waiver Request,20904
22582,10/28/2009,11/02/2009,2009,Industrial/commercial  construction/repair/demolit,20910
2014690,05/14/2014,05/21/2014,2014,Residential   Mechanical,20815
10135,07/06/1998,07/20/1998,1998,Industrial/commercial  construction/repair/demolit,20817
9647,03/19/1998,05/12/1998,1998,Residential   El  Amplification Equip,20910
20192597,10/28/2019,11/18/2019,2019,Residential Muti Tenant Dwelling,20904
27313,11/23/2012,01/14/2013,2012,Industrial/commercial   Equipment Noise,20852
13447,09/11/2003,10/17/2003,2003,Industrial/commercial  construction/repair/demolit,20910
5618,04/04/1996,05/13/1996,1996,Industrial/commercial  construction/repair/demolit,
20151821,06/22/2015,06/23/2015,2015,Residential   Mechanical,20817
22356,09/09/2009,09/24/2009,2009,Residential   Mechanical,20901
25827,12/20/2011,03/22/2012,2011,Industrial/commercial   Equipment Noise,20815
10306,08/07/1998,09/08/1998,1998,Industrial/commercial  construction/repair/demolit,20905
20152461,11/20/2015,12/23/2015,2015,Residential Muti Tenant Dwelling,20910
20192422,09/23/2019,12/06/2019,2019,Industrial/commercial   Equipment Noise,20874
12783,05/08/2003,07/22/2003,2003,Industrial/commercial   Equipment Noise,20910
1272,11/29/2000,05/21/2001,2000,Industrial/commercial   Equipment Noise,20854
