Reporting Area,MMWR Year,MMWR Week,"Vancomycin-intermediate Staphylococcus aureus, Current week","Vancomycin-intermediate Staphylococcus aureus, Current week, flag","Vancomycin-intermediate Staphylococcus aureus, Previous 52 weeks Max†","Vancomycin-intermediate Staphylococcus aureus, Previous 52 weeks Max†, flag","Vancomycin-intermediate Staphylococcus aureus, Cum 2020†","Vancomycin-intermediate Staphylococcus aureus, Cum 2020†, flag","Vancomycin-intermediate Staphylococcus aureus, Cum 2019†","Vancomycin-intermediate Staphylococcus aureus, Cum 2019†, flag","Vancomycin-resistant Staphylococcus aureus, Current week","Vancomycin-resistant Staphylococcus aureus, Current week, flag","Vancomycin-resistant Staphylococcus aureus, Previous 52 weeks Max†","Vancomycin-resistant Staphylococcus aureus, Previous 52 weeks Max†, flag","Vancomycin-resistant Staphylococcus aureus, Cum 2020†","Vancomycin-resistant Staphylococcus aureus, Cum 2020†, flag","Vancomycin-resistant Staphylococcus aureus, Cum 2019†","Vancomycin-resistant Staphylococcus aureus, Cum 2019†, flag","Varicella morbidity, Current week","Varicella morbidity, Current week, flag","Varicella morbidity, Previous 52 weeks Max†","Varicella morbidity, Previous 52 weeks Max†, flag","Varicella morbidity, Cum 2020†","Varicella morbidity, Cum 2020†, flag","Varicella morbidity, Cum 2019†","Varicella morbidity, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
ILLINOIS,2020,14,,-,1,,,-,1,,,-,0,,,-,,-,,-,18,,39,,127,,ILLINOIS,,20201415,POINT (-89.148632 40.124144)
IOWA,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20201421,POINT (-93.500061 42.074659)
TEXAS,2020,14,,-,1,,,-,2,,,-,0,,,-,,-,,-,57,,39,,278,,TEXAS,,20201447,POINT (-99.317341 31.447238)
ALASKA,2020,14,,N,,NC,,N,,N,,-,0,,,-,,-,,-,1,,,-,7,,ALASKA,,20201458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,3,,,-,10,,DISTRICT OF COLUMBIA,,20201430,POINT (-77.016275 38.904785)
WASHINGTON,2020,14,,N,,NC,,N,,N,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20201462,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,14,,-,1,,,-,,-,,-,1,,,-,,-,4,,25,,64,,194,,,NEW ENGLAND,20201402,
RHODE ISLAND,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,2,,13,,RHODE ISLAND,,20201407,POINT (-71.534637 41.572574)
OREGON,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,OREGON,,20201461,POINT (-120.605279 43.940449)
DELAWARE,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,3,,5,,DELAWARE,,20201429,POINT (-75.452394 38.994926)
ALABAMA,2020,14,,-,1,,,-,,-,,-,1,,,-,,-,,-,5,,2,,29,,ALABAMA,,20201439,POINT (-86.844516 32.756889)
KANSAS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,14,,-,1,,1,,1,,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20201434,POINT (-79.130883 35.52603)
GUAM,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201466,POINT (144.653198 13.3532)
NEW JERSEY,2020,14,,-,0,,,-,1,,,-,0,,,-,,-,,-,17,,10,,134,,NEW JERSEY,,20201410,POINT (-74.655514 40.110253)
NEW MEXICO,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,6,,1,,23,,NEW MEXICO,,20201454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,14,,-,2,,2,,6,,,-,0,,,-,,-,3,,48,,240,,501,,,EAST NORTH CENTRAL,20201414,
TENNESSEE,2020,14,,-,1,,,-,1,,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20201442,POINT (-86.343226 35.842998)
CONNECTICUT,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,1,,38,,CONNECTICUT,,20201403,POINT (-72.738288 41.575155)
MARYLAND,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MARYLAND,,20201433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,8,,5,,46,,SOUTH CAROLINA,,20201435,POINT (-80.864614 33.878572)
OKLAHOMA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20201446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201465,POINT (145.725693 15.1834)
OHIO,2020,14,,-,2,,2,,1,,,-,0,,,-,,-,,-,24,,107,,104,,OHIO,,20201418,POINT (-82.70936 40.415534)
MINNESOTA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,17,,25,,111,,MINNESOTA,,20201423,POINT (-94.198308 46.349153)
LOUISIANA,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,5,,2,,21,,LOUISIANA,,20201445,POINT (-91.840238 30.921314)
HAWAII,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,1,,4,,14,,12,,HAWAII,,20201460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,14,,-,1,,2,,1,,,-,0,,,-,,-,4,,61,,243,,527,,,SOUTH ATLANTIC,20201428,
PENNSYLVANIA,2020,14,,-,1,,1,,1,,,-,0,,,-,,-,1,,20,,73,,119,,PENNSYLVANIA,,20201413,POINT (-77.838886 40.896694)
UTAH,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,33,,48,,UTAH,,20201455,POINT (-111.678222 39.323779)
COLORADO,2020,14,,N,,NC,,N,,N,,-,0,,,-,,-,,-,13,,17,,69,,COLORADO,,20201450,POINT (-105.547832 38.998552)
VERMONT,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,1,,4,,2,,12,,VERMONT,,20201408,POINT (-72.662695 44.075252)
KENTUCKY,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,6,,11,,KENTUCKY,,20201440,POINT (-85.290484 37.526683)
PUERTO RICO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201467,POINT (-66.414655 18.215692)
MAINE,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,3,,5,,14,,30,,MAINE,,20201404,POINT (-69.06137 45.117911)
VIRGINIA,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,18,,23,,124,,VIRGINIA,,20201436,POINT (-78.666382 37.510861)
ARIZONA,2020,14,,-,1,,1,,2,,,-,0,,,-,,-,2,,13,,54,,109,,ARIZONA,,20201449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201464,
WISCONSIN,2020,14,,-,1,,,-,2,,,-,0,,,-,,-,2,,14,,36,,79,,WISCONSIN,,20201419,POINT (-89.732969 44.639954)
IDAHO,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,IDAHO,,20201451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201468,POINT (-64.840836 18.060868)
MICHIGAN,2020,14,,-,1,,,-,2,,,-,0,,,-,,-,1,,14,,50,,134,,MICHIGAN,,20201417,POINT (-85.730977 44.874798)
GEORGIA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,13,,18,,75,,GEORGIA,,20201432,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,14,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201412,
ARKANSAS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,7,,28,,ARKANSAS,,20201444,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,4,,6,,24,,MISSISSIPPI,,20201441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,14,,N,,NC,,N,,N,,-,0,,,-,,-,,-,2,,4,,14,,SOUTH DAKOTA,,20201427,POINT (-100.230491 44.43614)
WYOMING,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,1,,3,,WYOMING,,20201456,POINT (-107.55145 42.999627)
MISSOURI,2020,14,,-,4,,,-,2,,,-,0,,,-,,-,,-,9,,13,,65,,MISSOURI,,20201424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,14,,-,2,,2,,2,,,-,0,,,-,,-,1,,35,,83,,253,,,MIDDLE ATLANTIC,20201409,
CALIFORNIA,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,3,,4,,12,,CALIFORNIA,,20201459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20201437,POINT (-80.613729 38.642579)
FLORIDA,2020,14,,-,1,,1,,,-,,-,0,,,-,,-,4,,31,,194,,267,,FLORIDA,,20201431,POINT (-82.420978 28.260731)
MONTANA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,2,,14,,MONTANA,,20201452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,14,,-,4,,,-,2,,,-,0,,,-,,-,,-,22,,57,,213,,,WEST NORTH CENTRAL,20201420,
MASSACHUSETTS,2020,14,,-,1,,,-,,-,,-,1,,,-,,-,,-,16,,45,,85,,MASSACHUSETTS,,20201405,POINT (-71.481104 42.151077)
MOUNTAIN,2020,14,,-,1,,1,,2,,,-,0,,,-,,-,2,,27,,108,,266,,,MOUNTAIN,20201448,
INDIANA,2020,14,,N,,NC,,N,,N,,-,0,,,-,,-,,-,8,,8,,57,,INDIANA,,20201416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201469,
US TERRITORIES,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201463,
IOWA,2020,18,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20201821,POINT (-93.500061 42.074659)
TEXAS,2020,18,,-,2,,,-,2,,,-,0,,,-,,-,,-,83,,137,,395,,TEXAS,,20201847,POINT (-99.317341 31.447238)
ALASKA,2020,18,,N,,NC,,N,,N,,-,0,,,-,,-,,-,2,,,-,11,,ALASKA,,20201858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,2,,4,,16,,DISTRICT OF COLUMBIA,,20201830,POINT (-77.016275 38.904785)
WASHINGTON,2020,18,,N,,NC,,N,,N,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20201862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,18,,-,1,,1,,,-,,-,1,,,-,,-,,-,21,,79,,244,,,NEW ENGLAND,20201802,
RHODE ISLAND,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,4,,12,,21,,RHODE ISLAND,,20201807,POINT (-71.534637 41.572574)
OREGON,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,OREGON,,20201861,POINT (-120.605279 43.940449)
DELAWARE,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,4,,11,,DELAWARE,,20201829,POINT (-75.452394 38.994926)
ALABAMA,2020,18,,-,1,,,-,,-,,-,1,,,-,,-,,-,5,,7,,38,,ALABAMA,,20201839,POINT (-86.844516 32.756889)
KANSAS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,18,,-,1,,1,,2,,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20201834,POINT (-79.130883 35.52603)
GUAM,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201866,POINT (144.653198 13.3532)
NEW JERSEY,2020,18,,-,0,,,-,1,,,-,0,,,-,,-,,-,17,,10,,155,,NEW JERSEY,,20201810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,6,,9,,36,,NEW MEXICO,,20201854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,18,,-,2,,2,,11,,,-,0,,,-,,-,5,,49,,344,,658,,,EAST NORTH CENTRAL,20201814,
TENNESSEE,2020,18,,-,0,,,-,1,,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20201842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,1,,51,,CONNECTICUT,,20201803,POINT (-72.738288 41.575155)
MARYLAND,2020,18,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MARYLAND,,20201833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,8,,5,,61,,SOUTH CAROLINA,,20201835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20201846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201865,POINT (145.725693 15.1834)
OHIO,2020,18,,-,2,,2,,3,,,-,0,,,-,,-,5,,24,,119,,152,,OHIO,,20201818,POINT (-82.70936 40.415534)
MINNESOTA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,17,,27,,143,,MINNESOTA,,20201823,POINT (-94.198308 46.349153)
LOUISIANA,2020,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,8,,21,,27,,LOUISIANA,,20201845,POINT (-91.840238 30.921314)
HAWAII,2020,18,,-,0,,,-,1,,,-,0,,,-,,-,,-,4,,16,,16,,HAWAII,,20201860,POINT (-157.854309 21.361013)
US RESIDENTS,2020,15,,-,5,,7,,18,,,-,1,,,-,,-,7,,228,,879,,2558,,,US RESIDENTS,20201501,
SOUTH ATLANTIC,2020,18,,-,1,,2,,3,,,-,0,,,-,,-,3,,52,,286,,692,,,SOUTH ATLANTIC,20201828,
PENNSYLVANIA,2020,18,,-,1,,1,,2,,,-,0,,,-,,-,1,,20,,80,,177,,PENNSYLVANIA,,20201813,POINT (-77.838886 40.896694)
UTAH,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,35,,60,,UTAH,,20201855,POINT (-111.678222 39.323779)
COLORADO,2020,18,,N,,NC,,N,,N,,-,0,,,-,,-,,-,13,,59,,85,,COLORADO,,20201850,POINT (-105.547832 38.998552)
VERMONT,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,1,,,-,VERMONT,,20201808,POINT (-72.662695 44.075252)
KENTUCKY,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,8,,15,,KENTUCKY,,20201840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201867,POINT (-66.414655 18.215692)
MAINE,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,20,,35,,MAINE,,20201804,POINT (-69.06137 45.117911)
VIRGINIA,2020,18,,-,0,,,-,1,,,-,0,,,-,,-,1,,14,,47,,160,,VIRGINIA,,20201836,POINT (-78.666382 37.510861)
ARIZONA,2020,18,,-,1,,1,,3,,,-,0,,,-,,-,1,,13,,47,,128,,ARIZONA,,20201849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201864,
WISCONSIN,2020,18,,-,1,,,-,2,,,-,0,,,-,,-,,-,14,,53,,102,,WISCONSIN,,20201819,POINT (-89.732969 44.639954)
IDAHO,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,IDAHO,,20201851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201868,POINT (-64.840836 18.060868)
MICHIGAN,2020,18,,-,1,,,-,4,,,-,0,,,-,,-,,-,14,,88,,161,,MICHIGAN,,20201817,POINT (-85.730977 44.874798)
GEORGIA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,8,,19,,96,,GEORGIA,,20201832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,18,,-,1,,1,,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201812,
ARKANSAS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,7,,13,,37,,ARKANSAS,,20201844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,18,,-,1,,,-,,-,,-,0,,,-,,-,,-,4,,6,,27,,MISSISSIPPI,,20201841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,18,,N,,NC,,N,,N,,-,0,,,-,,-,,-,2,,4,,19,,SOUTH DAKOTA,,20201827,POINT (-100.230491 44.43614)
WYOMING,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,3,,4,,WYOMING,,20201856,POINT (-107.55145 42.999627)
MISSOURI,2020,18,,-,4,,1,,2,,,-,0,,,-,,-,,-,9,,28,,77,,MISSOURI,,20201824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,18,,-,2,,2,,5,,,-,0,,,-,,-,1,,35,,90,,332,,,MIDDLE ATLANTIC,20201809,
CALIFORNIA,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,3,,2,,15,,CALIFORNIA,,20201859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,WEST VIRGINIA,,20201837,POINT (-80.613729 38.642579)
FLORIDA,2020,18,,-,1,,1,,,-,,-,0,,,-,,-,2,,31,,207,,348,,FLORIDA,,20201831,POINT (-82.420978 28.260731)
MONTANA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,14,,21,,MONTANA,,20201852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,18,,-,4,,1,,2,,,-,0,,,-,,-,,-,22,,75,,270,,,WEST NORTH CENTRAL,20201820,
MASSACHUSETTS,2020,18,,-,1,,1,,,-,,-,1,,,-,,-,,-,16,,45,,116,,MASSACHUSETTS,,20201805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,18,,-,1,,1,,3,,,-,0,,,-,,-,1,,26,,167,,334,,,MOUNTAIN,20201848,
INDIANA,2020,18,,N,,NC,,N,,N,,-,0,,,-,,-,,-,8,,27,,83,,INDIANA,,20201816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201869,
US TERRITORIES,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201863,
TOTAL,2020,15,,-,5,,7,,18,,,-,1,,,-,,-,7,,228,,879,,2558,,,TOTAL,20201570,
NEW HAMPSHIRE,2020,15,,N,,NC,,N,,N,,-,0,,,-,,-,,-,3,,,-,16,,NEW HAMPSHIRE,,20201506,POINT (-71.57139 43.680429)
NEW YORK,2020,15,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NEW YORK,,20201511,POINT (-75.59655 42.921241)
PACIFIC,2020,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,5,,18,,32,,,PACIFIC,20201557,
WEST SOUTH CENTRAL,2020,15,,-,1,,,-,2,,,-,0,,,-,,-,,-,58,,48,,355,,,WEST SOUTH CENTRAL,20201543,
NEBRASKA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,,-,14,,NEBRASKA,,20201525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,15,,-,1,,,-,1,,,-,1,,,-,,-,,-,12,,14,,69,,,EAST SOUTH CENTRAL,20201538,
NORTH DAKOTA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,6,,15,,12,,NORTH DAKOTA,,20201526,POINT (-100.46931 47.446305)
NEVADA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,NEVADA,,20201553,POINT (-114.916992 39.283294)
ILLINOIS,2020,15,,-,1,,,-,1,,,-,0,,,-,,-,,-,16,,41,,140,,ILLINOIS,,20201515,POINT (-89.148632 40.124144)
IOWA,2020,15,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,IOWA,,20201521,POINT (-93.500061 42.074659)
TEXAS,2020,15,,-,1,,,-,2,,,-,0,,,-,,-,,-,57,,39,,302,,TEXAS,,20201547,POINT (-99.317341 31.447238)
ALASKA,2020,15,,N,,NC,,N,,N,,-,0,,,-,,-,,-,1,,,-,7,,ALASKA,,20201558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,2,,,-,11,,DISTRICT OF COLUMBIA,,20201530,POINT (-77.016275 38.904785)
WASHINGTON,2020,15,,N,,NC,,N,,N,,-,0,,,-,,-,,N,,NC,,N,,N,WASHINGTON,,20201562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,15,,-,1,,,-,,-,,-,1,,,-,,-,,-,21,,64,,209,,,NEW ENGLAND,20201502,
RHODE ISLAND,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,2,,18,,RHODE ISLAND,,20201507,POINT (-71.534637 41.572574)
OREGON,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,OREGON,,20201561,POINT (-120.605279 43.940449)
DELAWARE,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,3,,5,,DELAWARE,,20201529,POINT (-75.452394 38.994926)
ALABAMA,2020,15,,-,1,,,-,,-,,-,1,,,-,,-,,-,5,,2,,32,,ALABAMA,,20201539,POINT (-86.844516 32.756889)
KANSAS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,15,,-,1,,1,,1,,,-,0,,,-,,-,,N,,NC,,N,,N,NORTH CAROLINA,,20201534,POINT (-79.130883 35.52603)
GUAM,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201566,POINT (144.653198 13.3532)
NEW JERSEY,2020,15,,-,0,,,-,1,,,-,0,,,-,,-,,-,17,,10,,141,,NEW JERSEY,,20201510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,6,,1,,24,,NEW MEXICO,,20201554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,15,,-,2,,2,,7,,,-,0,,,-,,-,3,,48,,247,,549,,,EAST NORTH CENTRAL,20201514,
TENNESSEE,2020,15,,-,0,,,-,1,,,-,0,,,-,,-,,N,,NC,,N,,N,TENNESSEE,,20201542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,1,,39,,CONNECTICUT,,20201503,POINT (-72.738288 41.575155)
MARYLAND,2020,15,,-,1,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,MARYLAND,,20201533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,8,,5,,47,,SOUTH CAROLINA,,20201535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,N,,NC,,N,,N,OKLAHOMA,,20201546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201565,POINT (145.725693 15.1834)
OHIO,2020,15,,-,2,,2,,1,,,-,0,,,-,,-,3,,24,,110,,117,,OHIO,,20201518,POINT (-82.70936 40.415534)
MINNESOTA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,17,,25,,117,,MINNESOTA,,20201523,POINT (-94.198308 46.349153)
LOUISIANA,2020,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,5,,2,,24,,LOUISIANA,,20201545,POINT (-91.840238 30.921314)
HAWAII,2020,15,,-,1,,,-,,-,,-,0,,,-,,-,,-,4,,14,,13,,HAWAII,,20201560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,15,,-,1,,2,,1,,,-,0,,,-,,-,3,,61,,246,,567,,,SOUTH ATLANTIC,20201528,
PENNSYLVANIA,2020,15,,-,1,,1,,2,,,-,0,,,-,,-,1,,20,,75,,132,,PENNSYLVANIA,,20201513,POINT (-77.838886 40.896694)
UTAH,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,9,,33,,51,,UTAH,,20201555,POINT (-111.678222 39.323779)
COLORADO,2020,15,,N,,NC,,N,,N,,-,0,,,-,,-,,-,13,,17,,73,,COLORADO,,20201550,POINT (-105.547832 38.998552)
VERMONT,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,4,,2,,13,,VERMONT,,20201508,POINT (-72.662695 44.075252)
KENTUCKY,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,7,,6,,12,,KENTUCKY,,20201540,POINT (-85.290484 37.526683)
PUERTO RICO,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201567,POINT (-66.414655 18.215692)
MAINE,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,5,,14,,31,,MAINE,,20201504,POINT (-69.06137 45.117911)
VIRGINIA,2020,15,,-,1,,,-,,-,,-,0,,,-,,-,1,,18,,24,,142,,VIRGINIA,,20201536,POINT (-78.666382 37.510861)
ARIZONA,2020,15,,-,1,,1,,2,,,-,0,,,-,,-,,-,13,,46,,111,,ARIZONA,,20201549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201564,
WISCONSIN,2020,15,,-,1,,,-,2,,,-,0,,,-,,-,,-,14,,35,,81,,WISCONSIN,,20201519,POINT (-89.732969 44.639954)
IDAHO,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,IDAHO,,20201551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201568,POINT (-64.840836 18.060868)
MICHIGAN,2020,15,,-,1,,,-,3,,,-,0,,,-,,-,,-,14,,51,,147,,MICHIGAN,,20201517,POINT (-85.730977 44.874798)
