Salmon Recovery Region,Federal Status,Stock Numbers,Waterbody Name,Species,Run Type,Migration Year,Occupied River Miles,Abundance,Density,Comments,Local Biologist Name,Last Update
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2009,,1046,,,Clayton Kinsel,09/17/2015 10:43:01 AM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2010,,1108,,,Clayton Kinsel,09/16/2015 04:45:10 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2011,,604,,,Clayton Kinsel,09/15/2015 03:25:24 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2012,,1043,,,Clayton Kinsel,11/07/2016 08:46:44 AM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2013,,1399,,,Clayton Kinsel,09/08/2015 02:39:12 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2014,,1506,,,Clayton Kinsel,07/14/2016 01:17:29 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2015,,1536,,,Clayton Kinsel,09/03/2015 02:15:18 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2016,,1304,,,Clayton Kinsel,02/16/2017 03:49:34 PM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2017,,1064,,,Clayton Kinsel,10/31/2018 11:35:07 AM
Puget Sound,Not Warranted,7940,Stavis Creek,Cutthroat,Anadromous Coastal,2018,,2215,,,Clayton Kinsel,10/31/2018 02:05:33 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,1994,325.30,2071000,6366,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,1995,325.30,1933398,5943,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,1996,325.30,1000270,3075,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,1997,325.30,2758000,8478,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,1998,325.30,2454000,7544,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,1999,325.30,7712000,23707,Listing year for PS Chinook,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2000,325.30,1775000,5457,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2001,325.30,6793000,20882,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2002,325.30,5835000,17937,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2003,325.30,5018000,15426,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2004,325.30,3320000,10206,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2005,325.30,4126000,12684,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2006,325.30,5760000,17707,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2007,325.30,1719000,5284,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2008,325.30,1562000,4802,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2009,325.30,2289000,7037,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2010,325.30,1613622,4960,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2011,325.30,3677939,11306,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2012,325.30,,,ARM corrected density,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2013,325.30,,,ARM corrected density,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2014,325.30,3900178,11989,,Clayton Kinsel,10/30/2018 04:23:31 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2015,,1132766,,,Clayton Kinsel,09/22/2016 02:16:52 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2016,,3090952,,,Clayton Kinsel,02/16/2017 10:49:14 AM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2017,,3069457,,,Clayton Kinsel,10/30/2018 04:30:37 PM
Puget Sound,Threatened,1032; 1040,Skagit River,Chinook,NA,2018,,2168801,,,Clayton Kinsel,10/30/2018 04:14:25 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2001,19.50,10506,539,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2002,19.50,21318,1093,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2003,19.50,17281,886,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2004,19.50,23647,1213,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2005,19.50,9270,475,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2006,19.50,22362,1147,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2007,19.50,16529,848,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2008,19.50,12706,652,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2009,19.50,65201,3344,,Kelly Kiyohara,07/11/2016 03:57:59 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2010,19.50,9187,471,,Kelly Kiyohara,07/11/2016 02:58:55 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2011,19.50,18174,932,,Kelly Kiyohara,07/11/2016 02:48:35 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2012,19.50,22197,1138,,Kelly Kiyohara,07/11/2016 02:22:29 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2013,19.50,44599,2287,,Kelly Kiyohara,07/11/2016 02:15:40 PM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2014,19.50,62775,3219,,Kelly Kiyohara,07/11/2016 09:39:16 AM
Puget Sound,Threatened,1128,Bear Creek,Chinook,NA,2015,19.50,41700,2138,,Kelly Kiyohara,07/11/2016 09:33:09 AM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,1999,36.10,80104,2219,Listing year for PS Chinook,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2000,36.10,64723,1793,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2001,36.10,32151,891,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2002,36.10,119139,3300,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2003,36.10,235397,6521,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2004,36.10,120804,3346,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2005,36.10,134298,3720,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2006,36.10,117559,3256,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2007,36.10,122409,3391,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2008,36.10,772620,21402,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2009,36.10,139538,3865,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2010,36.10,146037,4045,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2011,36.10,187806,5202,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2012,36.10,902514,25000,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2013,36.10,893877,24761,,Kelly Kiyohara,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2014,36.10,49263,1365,,Kelly Kiyohara,07/08/2016 04:11:45 PM
Puget Sound,Threatened,1144,Cedar River,Chinook,NA,2015,36.10,368388,10205,,Kelly Kiyohara,07/08/2016 02:07:13 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2000,46.90,475207,10132,Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2001,46.90,809614,17263,Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2002,46.90,584150,12455,Single Partial Capture Trap,Peter Topping,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2003,46.90,449952,9594,Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2004,46.90,236648,5046,Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2005,46.90,470332,10028,Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2006,46.90,99794,2128,Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2007,46.90,127486,2718,Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2008,46.90,400760,8545,Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2009,46.90,196114,4182,Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2010,46.90,55541,1184,Single Partial Capture Trap,Peter Topping,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2011,46.90,344444,7344,,Peter Topping,06/25/2015 04:07:35 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2013,46.90,492738,10506,,Peter Topping,06/25/2015 10:41:31 AM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2014,46.90,396623,8457,,Peter Topping,07/01/2015 12:42:10 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2015,46.90,396944,8464,,Peter Topping,12/15/2015 10:53:32 AM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2016,,57215,,"A portion of the unmarked Chinook captured during the season were  non externally marked Chinook escapees from Palmer Ponds located above the trap site. These hatchery fish were otolith marked. In total  40 unmarked maiden captured fish captured late in the trapping season had there otoliths extracted and examined for the presence of a mark. Analysis found 3 of the 40 fish were marked estimating that 7.5% were marked hatchery fish that had escaped from  Palmer ponds. Because the sample was not random and only taken from the largest fish  on two days late in the migration, no attempt was made to estimate the number of these fish captured  during the entire season.  ",Peter Topping,03/07/2017 03:00:24 PM
Puget Sound,Threatened,1160,Green River,Chinook,Fall,2017,,4158513,,"A portion of the unmarked Chinook subyearling captured during the season were non-externally marked but otolith marked hatchery Chinook escaping from the Palmer Ponds located upstream above the trap. In total 30 maiden captured Chinook were randomly selected and sacrificed between mid March and the end of the trapping season to estimate the number of hatchery fish in our catch and production estimates. To increase our sample size an additional 126 trap mortalities were retained for otolith analysis. The results from the otolith sample included 118 unmarked and 38 otolith marked fish. Sample results were applied to the total catch and production estimate by statistical week and summed by the efficiency strata. This method estimated the 2,034,861 were natural origin and 88,790 were hatchery origin.  ",Peter Topping,11/01/2018 11:55:01 AM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2009,65.10,418684,6431,Single Partial Capture Trap,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2010,65.10,143484,2204,Single Partial Capture Trap,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2011,65.10,116524,1790,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2012,65.10,246011,3779,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2013,65.10,146292,2247,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2014,65.10,84482,1298,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2015,65.10,36029,553,,Matthew Klungle,07/06/2016 11:25:22 AM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2016,,3744,,,Matthew Klungle,05/01/2018 03:48:30 PM
Puget Sound,Threatened,1200,Nisqually,Chinook,Fall,2017,,200016,,,Matthew Klungle,05/18/2018 12:01:31 PM
Puget Sound,Threatened,1236,Duckabush River,Chinook,Fall,2011,,1219,,,,07/06/2016 02:20:12 PM
Puget Sound,Threatened,1236,Duckabush River,Chinook,Fall,2012,,2789,,,,07/06/2016 02:19:52 PM
Puget Sound,Threatened,1236,Duckabush River,Chinook,Fall,2013,,5221,,,,07/06/2016 02:19:27 PM
Puget Sound,Threatened,1236,Duckabush River,Chinook,Fall,2014,,4553,,,,07/06/2016 02:19:09 PM
Puget Sound,Threatened,1236,Duckabush River,Chinook,Fall,2015,,1179,,,Joshua Weinheimer,07/06/2016 02:06:01 PM
Puget Sound,Threatened,1236,Duckabush River,Chinook,Fall,2016,,686,,,Joshua Weinheimer,09/27/2018 10:43:04 AM
Puget Sound,Threatened,1236,Duckabush River,Chinook,Fall,2017,,577,,,Joshua Weinheimer,10/04/2018 01:59:43 PM
Puget Sound,Threatened,1236,Hamma Hamma River,Chinook,Fall,2002,,18044,,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1236,Hamma Hamma River,Chinook,Fall,2004,,5852,,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1236,Hamma Hamma River,Chinook,Fall,2005,,7289,,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1236,Hamma Hamma River,Chinook,Fall,2007,,1278,,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1236,Hamma Hamma River,Chinook,Fall,2008,,1019,,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1236,Hamma Hamma River,Chinook,Fall,2009,,407,,Single Partial Capture Trap,Mara Zimmerman,02/23/2012 04:06:47 PM
Puget Sound,Threatened,1236,Hamma Hamma River,Chinook,Fall,2011,,,,,,06/05/2015 10:17:05 AM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2005,23.50,81865,3484,Single Partial Capture Trap,Peter Topping,06/08/2015 04:55:23 PM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2006,23.50,136725,5818,Single Partial Capture Trap,Peter Topping,06/12/2015 03:41:14 PM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2007,23.50,175033,7448,Single Partial Capture Trap,Peter Topping,06/23/2015 03:08:10 PM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2008,23.50,11613,494,Single Partial Capture Trap,Peter Topping,06/23/2015 03:18:52 PM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2009,23.50,20445,870,Single Partial Capture Trap,Peter Topping,06/23/2015 04:49:45 PM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2010,23.50,47151,2006,Single Partial Capture Trap,Peter Topping,06/26/2015 10:27:52 AM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2011,23.50,73857,3143,"Low catch numbers nessessitated the Use of coho:chinook capture ratio to est hatchery fish abundance, no variance was calculated for this estimate.",Peter Topping,06/25/2015 09:28:43 AM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2012,23.50,144679,6157,,Peter Topping,07/06/2016 11:29:29 AM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2013,23.50,238853,10164,,Peter Topping,06/26/2015 11:04:00 AM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2014,23.50,113467,4828,,Peter Topping,07/01/2015 11:09:06 AM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2015,23.50,105566,4492,,Peter Topping,12/15/2015 10:27:52 AM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2016,,78835,,,Peter Topping,03/07/2017 02:18:29 PM
Puget Sound,Threatened,1240,Dungeness River,Chinook,Summer,2017,,61660,,,Peter Topping,09/27/2018 03:25:42 PM
Puget Sound,Threatened,6049,Skagit River,Steelhead,NA,2014,,2315,,This Estimate is for Illabot Creek,Clayton Kinsel,06/23/2015 11:54:00 AM
Puget Sound,Threatened,6049,Skagit River,Steelhead,NA,2015,,2470,,,Clayton Kinsel,12/16/2015 03:39:26 PM
Puget Sound,Threatened,6049,Skagit River,Steelhead,Winter,2014,,1646,,Estimate is for Hansen Creek a Skagit River Tributary.,Clayton Kinsel,06/23/2015 11:53:30 AM
Puget Sound,Threatened,6175,Green River,Steelhead,Winter,2013,,15339,,,Peter Topping,06/25/2015 04:06:34 PM
Puget Sound,Threatened,6175,Green River,Steelhead,Winter,2014,,31638,,,Peter Topping,07/01/2015 12:54:20 PM
Puget Sound,Threatened,6175,Green River,Steelhead,Winter,2016,,32936,,,Peter Topping,03/07/2017 03:20:17 PM
Puget Sound,Threatened,6175,Green River,Steelhead,Winter,2017,,32215,,,Peter Topping,09/27/2018 03:12:03 PM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2009,96.90,54063,558,Single Partial Capture Trap,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2010,96.90,94704,977,Single Partial Capture Trap,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2011,96.90,60740,627,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2012,96.90,20178,208,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2013,96.90,88212,910,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2014,96.90,55246,570,,Matthew Klungle,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2015,96.90,54572,563,,Matthew Klungle,07/06/2016 11:00:20 AM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2016,,117376,,,Matthew Klungle,02/15/2017 04:06:16 PM
Puget Sound,Threatened,6203,Nisqually,Steelhead,Winter,2017,,94740,,,,05/01/2018 04:02:48 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1978,6.90,881,128,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1979,6.90,870,126,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1980,6.90,1685,244,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1981,6.90,1578,229,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1982,6.90,1269,184,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1983,6.90,1237,179,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1984,6.90,1770,257,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1985,6.90,1189,172,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1986,6.90,1210,175,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1987,6.90,1153,167,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1988,6.90,990,143,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1989,6.90,1284,186,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1990,6.90,1597,231,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1991,6.90,1089,158,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1992,6.90,1595,231,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1993,6.90,1181,171,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1994,6.90,1614,234,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1995,6.90,1311,190,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1996,6.90,1436,208,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1997,6.90,1351,196,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1998,6.90,1551,225,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,1999,6.90,1776,257,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2000,6.90,1316,191,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2001,6.90,1932,280,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2002,6.90,2191,318,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2003,6.90,1261,183,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2004,6.90,1939,281,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2005,6.90,1664,241,,Clayton Kinsel,07/24/2015 01:59:05 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2006,6.90,1957,284,,Clayton Kinsel,09/17/2015 04:09:58 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2007,6.90,1800,261,Listing year for PS steelhead,Clayton Kinsel,09/17/2015 02:46:25 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2008,6.90,1899,275,,Clayton Kinsel,09/17/2015 01:44:26 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2009,6.90,2010,291,,Clayton Kinsel,09/17/2015 09:56:20 AM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2010,6.90,1429,207,,Clayton Kinsel,09/16/2015 02:38:47 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2011,6.90,623,90,,Clayton Kinsel,09/15/2015 02:39:29 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2012,6.90,716,104,,Clayton Kinsel,09/08/2015 03:31:23 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2013,6.90,1164,169,,Clayton Kinsel,07/06/2016 11:32:43 AM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2014,6.90,816,118,,Clayton Kinsel,07/06/2016 11:33:01 AM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2015,6.90,706,102,,Clayton Kinsel,09/08/2015 12:14:26 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2016,,1155,,,Clayton Kinsel,10/31/2018 02:22:00 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2017,,769,,,Clayton Kinsel,10/30/2018 01:49:14 PM
Puget Sound,Threatened,6223,Big Beef Creek,Steelhead,Winter,2018,,1361,,,Clayton Kinsel,10/30/2018 01:56:57 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2006,,7,,,Clayton Kinsel,09/17/2015 04:27:11 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2007,,7,,,Clayton Kinsel,09/17/2015 03:11:50 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2008,,7,,,Clayton Kinsel,09/17/2015 02:01:15 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2009,,2,,,Clayton Kinsel,09/17/2015 10:25:01 AM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2010,,3,,,Clayton Kinsel,09/16/2015 04:15:57 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2011,,2,,,Clayton Kinsel,09/15/2015 04:08:35 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2012,,2,,,Clayton Kinsel,09/08/2015 04:21:17 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2013,,2,,,Clayton Kinsel,09/08/2015 03:08:34 PM
Puget Sound,Threatened,6223,Little Anderson Creek,Steelhead,Winter,2014,,6,,,Clayton Kinsel,07/06/2016 11:35:50 AM
