Application Type,Permit Number,Work Type,Use Code,Added Date,Issue Date,Final Date,Expired Date,Status,Building Area,Description of Work,Street Number,Pre-direction,Street Name,Street Suffix,Post-direction,City,State,Zip Code,Latitude,Longitude,General Location,Location
SEWAGE DISPOSAL,706795,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,03/23/2015,05/21/2015,07/01/2016,,Finaled,0,"This permit is for the repair of a failing septic system.&nbsp; A preconstruction meeting is required to determine the actual &nbsp;location&nbsp;for the new tank and trenches.&nbsp; The existing septic tank is to be replaced with an approved Best Available Technology (BAT) treatment device.&nbsp; A legal agreement for the BAT device must be recorded in land records before any work begins.&nbsp; A distribution box will be utilized.&nbsp; Observation ports to be installed at ends of trenches.&nbsp; Existing tank and dry-wells to be pumped, crushed, and back-filled.&nbsp; Inspection and approval of this septic system does not constitute automatic approval for future additions to the existing house.",16600,,GEORGIA,AVE,,OLNEY,MD,20832,39.126562,-77.073146,,POINT (-77.073146 39.126562)
SEWAGE DISPOSAL,837199,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,05/11/2018,07/11/2018,07/25/2018,,Finaled,0,"Pre-construction meeting shall be conducted prior to the start of any work.&nbsp; This septic permit is issued to replace the existing septic system which has been confirmed failing.&nbsp; The replacement septic system has been oversized at the homeowner�s request � existing house has 3 bedrooms.&nbsp; Existing septic tank to be pumped by licensed scavenger, crushed and backfilled.&nbsp; New 1500-gallon top seam septic tank to be installed.&nbsp;&nbsp; New distribution box with observation port and new trenches with observation ports at ends to be installed.&nbsp; This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. ***Existing water well must be properly abandoned and sealed prior to final approval of the replacement septic system installation.***&nbsp;<span",25628,,RIDGE,RD,,DAMASCUS,MD,20872,39.277896,-77.213312,,POINT (-77.213312 39.277896)
SEWAGE DISPOSAL,829172,CONSTRUCT,SINGLE FAMILY DWELLING,02/28/2018,03/07/2018,,03/08/2019,Issued,0,"Starting point of initialabsorption system to be surveyed by a registered land surveyor.&nbsp; Septic tank must have a minimum of two compartments or two tanks connected in series.&nbsp;Trenches to be constructed on contour, and located at least 100 feet away from any well location.&nbsp; Recommendobservation ports be installed at the end of each trench.&nbsp; The access port is to be installed as per well and septic standards and specifications. Utilities must be 10 feet minimum from septic reserve area.&nbsp; Proposed house must be a minimum of 15 feet from septic tank and 20 feet from trenches.&nbsp; This property is in category W-6 and S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Solid lines and trenches must be constructed within reserve area as shown on the record plat.&nbsp; MDE recommends septic tanks be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area.&nbsp; In the interest of workman safety, prior to placement of the seepage lines the depth of stone in deep unbraced trenches shall be extended to within not less than four feet from the finished grade.&nbsp;    &nbsp;",25538,,BURNT HILL,RD,,CLARKSBURG,MD,20871,39.275464,-77.250955,,POINT (-77.250955 39.275464)
SEWAGE DISPOSAL,701878,RESTORE AND / OR REPAIR,,01/28/2015,02/04/2015,09/30/2016,,Finaled,0,"Replacement septic system using BAT and low pressure distribution technology at property owner's option. 

Permitted system must use ""Best Available Treatment (BAT)""; and the installer must be certified by MDE and the treatment unit vendor.2"" force main to be installed 5� outside septic area.

Trenches to be constructed on contour.Septic trenches to be 100 feet&nbsp; from any well location.

Any modification to be made after communication with MCDPS and the design engineer.&nbsp;

Hole spacing and orifice diameter specified will result in an uneven dosing per trench; however; the calculated difference is negligible.

&nbsp;

A PRECONSTRUCTION INSPECTION WITH THE DPS INSPECTOR IS REQUIRED.

&nbsp;

&nbsp;",15300,,LAYHILL,RD,,SILVER SPRING,MD,20906,39.107007,-77.038579,,POINT (-77.038579 39.107007)
SEWAGE DISPOSAL,739419,CONSTRUCT,SINGLE FAMILY DWELLING,12/16/2015,12/24/2015,,12/24/2016,Issued,0,"Permitted system must use ""Best Available Treatment (BAT)""; and the installer must be certified by MDE and the treatment unit vendor.

&nbsp;The Maryland Department of the Environment recommends septic tanks, BAT and other pretreatment units be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area

Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications. 

No basement plumbing facilities by gravity flow.

Trenches to be constructed on contour.

&nbsp;",23400,,WOODFIELD,RD,,GAITHERSBURG,MD,20882,39.239923,-77.183053,,POINT (-77.183053 39.239923)
SEWAGE DISPOSAL,755929,CONSTRUCT,SINGLE FAMILY DWELLING,05/17/2016,06/08/2016,05/18/2018,06/09/2017,Finaled,0,"The Maryland Department of the Environment recommends septic tanks,&nbsp;and other pretreatment units be pumped at a frequency adequate to ensure that solids are not discharged to the disposal area. Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications.",15427,,BARNESVILLE,RD,,BOYDS,MD,20841,39.190072,-77.320781,,POINT (-77.320781 39.190072)
SEWAGE DISPOSAL,707051,CONSTRUCT,,03/25/2015,04/01/2015,06/12/2015,04/01/2016,Finaled,0,"Permitted system must use ""Best Available Treatment (BAT)""; and the installer must be certified by MDE and the treatment unit vendor.

Starting point of initial absorption system to be surveyed by a registered land surveyor. This property is in category&nbsp; S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available. Trenches to be connected in series. &nbsp;Septic tank access port to be installed as per well and septic standards and specifications. Trenches to be constructed on contour.",21120,,DWYER,CT,,GAITHERSBURG,MD,20882,0,0,,POINT (0 0)
SEWAGE DISPOSAL,750276,REPLACE,SINGLE FAMILY DWELLING,04/04/2016,04/18/2016,,,Issued,0,"A pre-construction meeting is required prior to the start of any work.&nbsp; This permit is issued to replace the existing septic tank only � the original septic tank was found to be leaking and failed the recent real estate inspection.&nbsp; The condition of the existing drainfields must be confirmed � existing drainfield is sufficiently sized for a five (5) bedroom house.&nbsp; If trenches are suitable to remain, the new septic tank shall be connected to the existing trenches with new schedule 40 PVC pipe.&nbsp; If existing trenches are found to be failing, then new trenches must be installed.&nbsp; Existing tank must be pumped by a licensed scavenger, crushed and backfilled.&nbsp; This septic permit is issued to replace the existing septic tank ONLY � issuance of this septic repair permit does not constitute approval for any future building permit applications for the property.",19908,,PINEBARK,WAY,,BRINKLOW,MD,20862,39.184526,-77.016632,,POINT (-77.016632 39.184526)
SEWAGE DISPOSAL,761292,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,06/24/2016,07/22/2016,10/04/2016,,Finaled,0,"This permit is only to replace the existing septic system.&nbsp; Existing septic tank is to be pumped, crushed, and backfilled.",16501,,COMUS,RD,,DICKERSON,MD,20842,39.246655,-77.343875,,POINT (-77.343875 39.246655)
SEWAGE DISPOSAL,739522,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,12/17/2015,12/22/2015,01/08/2016,,Finaled,0,"This permit is issued to replace the existing septic tank only � the original septic tank is made of cinderblock and failed the recent real estate inspection.&nbsp; The new septic tank shall be connected to the existing drywell with new schedule 40 PVC pipe.&nbsp; An observation hole has been evaluated in the vicinity of the existing drywell to confirm soil conditions.&nbsp; Existing tank must be pumped by a licensed scavenger, crushed and backfilled.&nbsp; This septic permit is issued to replace the existing septic tank ONLY � issuance of this septic repair permit does not constitute approval for any future building permit applications for the property.

&nbsp;",8955,,GUE,RD,,DAMASCUS,MD,20872,39.304884,-77.18425,,POINT (-77.18425 39.304884)
SEWAGE DISPOSAL,664389,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,02/26/2014,05/05/2014,12/15/2014,,Finaled,0,A pre-construction meeting with an inspector from this office is required prior to the start of any work.&nbsp; This permit is issued to install a new 1500-gallon top seam &nbsp;pump chamber for future use (of the reserve area in the rear yard) and a new 73-foot trench with distribution box.&nbsp; Pump chamber shall not be connected to the existing system&nbsp;for use&nbsp;at this time.&nbsp; Pump chamber access port to be installed as per well and septic standards and specifications.&nbsp; The new trench shall be connected to the existing trench by use of a new distribution box.&nbsp; This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.,10806,,ALLOWAY,DR,,POTOMAC,MD,20854,39.009673,-77.225922,,POINT (-77.225922 39.009673)
SEWAGE DISPOSAL,729968,REMOVE AND REPLACE,SINGLE FAMILY DWELLING,09/25/2015,09/25/2015,10/16/2015,,Finaled,0,"This permit is issued to replace the existing septic tank only.&nbsp; The original septic tank was found to be leaking at the time of the septic inspection for real estate transfer.&nbsp; The pipe from the original tank to the new tank shall be schedule 40.&nbsp; The pipe from the new septic tank to the connection point in the septic area shall also be replaced.&nbsp; There was no sign of septic failure at the time of tank replacement � the existing trenches were not excavated.&nbsp; Existing tank to be pumped by a licensed scavenger, crushed and backfilled. &nbsp;Approval of this permit does not imply the approval for additions to the existing house. &nbsp;&nbsp;This property is in category W-6 and / or S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.",21525,,DAVIS MILL,RD,,GERMANTOWN,MD,20876,39.209031,-77.210614,,POINT (-77.210614 39.209031)
SEWAGE DISPOSAL,834946,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,04/24/2018,05/07/2018,06/18/2018,,Finaled,0,Pre-construction meeting required prior to the start of any work.&nbsp; This permit is issued to add a second septic tank in series and third trench to accommodate a proposed building permit to add a basement apartment with two&nbsp;bedrooms.&nbsp; Existing septic tank to be evaluated with baffles and manholes replaced as necessary.&nbsp; New 1000-gallon top seam septic tank to beinstalled in series after existing septic tank.&nbsp; New distribution box with observation port to be installed after new septic tank.&nbsp; Observation port to be installed at end of new trench.&nbsp; All new pipes to be schedule 40 PVC or equivalent.&nbsp; This property is in category S-6 where there is no planned community service and an individual system may be installed on an indefinite basis without firm obligation to connect to community system when and if it becomes available.&nbsp;,16251,,WHITEHAVEN,RD,,SILVER SPRING,MD,20906,39.125227,-77.039088,,POINT (-77.039088 39.125227)
