PermitNumber,ApplicationTrackingID,SequenceNumber,ApplicationTypeShortDesc,PermitStatusID,PermitStatusShortDesc,PermitSeriesID,PermitSeriesShortDesc,PermitTypeID,PermitTypeDesc,SpecificStipulations,PermitIssueDate,IssuedWorkStartDate,IssuedWorkEndDate,BoroughName,OnStreetName,FromStreetName,ToStreetName,PermitteeName,CreatedOn,ModifiedOn
MIB2019010A31,2018112600898013,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,MANHATTAN,3 AVENUE,EAST   60 STREET,EAST   61 STREET,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
20130823134,ICBPS-20130823-134,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/10/2014,01/10/2014,01/10/2017,MANHATTAN,LEXINGTON AVENUE,EAST   68 STREET,EAST   69 STREET,"Hampton Jitney, Inc.",08/23/2013,02/09/2018
2016100784,ICBPS-20161007-84,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/10/2017,01/10/2017,01/10/2018,MANHATTAN,3 AVENUE,EAST   72 STREET,EAST   73 STREET,"Hampton Jitney, Inc.",10/07/2016,03/30/2018
20140815105,ICBPS-20140815-105,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/17/2014,10/17/2014,10/17/2015,MANHATTAN,LEXINGTON AVENUE,EAST   46 STREET,EAST   47 STREET,Hampton Transportation Ventures Inc.,08/15/2014,02/09/2018
2015013010,ICBPS-20150130-10,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/26/2014,10/26/2014,10/26/2017,MANHATTAN,WEST   42 STREET,8 AVENUE,9 AVENUE,Spanish Transportation service corp,01/30/2015,02/09/2018
2016072052,ICBPS-20160720-52,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",04/25/2017,04/25/2017,04/25/2018,MANHATTAN,MADISON AVENUE,EAST   42 STREET,EAST   43 STREET,"Saddle River Trails, Inc.",07/20/2016,04/25/2018
2015021323,ICBPS-20150213-23,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",03/06/2015,03/06/2015,03/06/2017,MANHATTAN,PIKE STREET,HENRY STREET,MADISON STREET,S & F Travel Inc.,02/13/2015,02/16/2018
2013072913,ICBPS-20130729-13,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/18/2013,10/18/2013,10/18/2016,BROOKLYN,BAY PARKWAY,67 STREET,68 STREET,M Q Tour Inc.,07/29/2013,02/09/2018
MIB2019065A00,2018112000916357,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",03/06/2019,03/06/2019,03/06/2022,MANHATTAN,EAST BROADWAY,PIKE STREET,RUTGERS STREET,GD TOUR INC,03/06/2019,03/06/2019
MIB2019010A04,2018112700969337,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,MANHATTAN,WATER STREET,FULTON STREET,JOHN STREET,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
2014032246,ICBPS-20140322-46,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",05/30/2014,05/30/2014,05/30/2017,QUEENS,138 STREET,37 AVENUE,38 AVENUE,Star Tag Inc.,03/22/2014,02/09/2018
20130903200,ICBPS-20130903-200,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",05/30/2014,05/30/2014,05/30/2017,QUEENS,HORACE HARDING EXPRESSWAY,138 STREET,MAIN STREET,"Hampton Jitney, Inc.",09/03/2013,02/09/2018
20130823145,ICBPS-20130823-145,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/10/2014,01/10/2014,01/10/2017,BROOKLYN,ATLANTIC AVENUE,3 AVENUE,4 AVENUE,"Hampton Jitney, Inc.",08/23/2013,02/09/2018
MIB2019010A02,2018112700975473,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,MANHATTAN,WEST   57 STREET,5 AVENUE,6 AVENUE,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
20130823148,ICBPS-20130823-148,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/10/2014,01/10/2014,01/10/2017,BROOKLYN,COURT STREET,JORALEMON STREET,LIVINGSTON STREET,"Hampton Jitney, Inc.",08/23/2013,02/09/2018
20171017156,ICBPS-20171017-156,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/10/2018,01/10/2018,01/10/2019,MANHATTAN,6 AVENUE,WEST   37 STREET,WEST   38 STREET,"Hampton Jitney, Inc.",10/17/2017,01/10/2019
2015061948,ICBPS-20150619-48,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",07/20/2015,07/20/2015,07/20/2018,MANHATTAN,WEST   40 STREET,8 AVENUE,9 AVENUE,"Fuji Express, Inc.",06/19/2015,07/20/2018
20161008102,ICBPS-20161008-102,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/10/2017,01/10/2017,01/10/2018,MANHATTAN,6 AVENUE,WEST   37 STREET,WEST   38 STREET,"Hampton Jitney, Inc.",10/08/2016,03/30/2018
2013073119,ICBPS-20130731-19,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/25/2013,10/25/2013,10/25/2014,MANHATTAN,8 AVENUE,WEST   39 STREET,WEST   40 STREET,Alpha American LLC,07/31/2013,02/09/2018
MIB2019025A01,2018122000555400,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/25/2019,01/25/2019,01/25/2021,MANHATTAN,3 AVENUE,EAST   78 STREET,EAST   79 STREET,"M&V Corporate Transportation, Inc.",01/25/2019,01/25/2019
20130906204,ICBPS-20130906-204,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",07/31/2014,07/31/2014,08/01/2017,QUEENS,QUEENS BOULEVARD,GOLDSMITH STREET,VAN LOON STREET,Star Tag Inc.,09/06/2013,02/09/2018
MIB2019010A22,2018112600916470,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,MANHATTAN,3 AVENUE,EAST   72 STREET,EAST   73 STREET,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
20130822119,ICBPS-20130822-119,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/25/2013,10/25/2013,10/25/2016,MANHATTAN,PIKE STREET,DIVISION STREET,EAST BROADWAY,"Greyhound Lines, Inc.",08/22/2013,02/09/2018
2013081247,ICBPS-20130812-47,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/03/2013,10/03/2013,10/03/2016,MANHATTAN,7 AVENUE,WEST   33 STREET,WEST   34 STREET,EASTERN COACH INC.,08/12/2013,02/09/2018
2013073014,ICBPS-20130730-14,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/03/2013,10/03/2013,10/03/2016,MANHATTAN,7 AVENUE,WEST   26 STREET,WEST   27 STREET,Megabus North East LLC,07/30/2013,02/09/2018
MIB2018232A02,2018040600608893,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es)  permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the Department. Permittee must follow all applicable laws and rules, including but not limited to section 1642-a of the NYS Vehicle and Traffic Law and section 4-10(d) of Title 34 of the Rules of the City of New York.",08/20/2018,08/20/2018,08/20/2021,MANHATTAN,WEST   42 STREET,8 AVENUE,9 AVENUE,"Three Aces Transportation, Inc.",08/20/2018,08/20/2018
2014040854,ICBPS-20140408-54,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",12/30/2014,12/30/2014,12/29/2017,MANHATTAN,7 AVENUE,WEST   13 STREET,WEST   14 STREET,"Hampton Jitney, Inc.",04/08/2014,02/09/2018
2013073015,ICBPS-20130730-15,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/03/2013,10/03/2013,10/03/2016,MANHATTAN,WEST   34 STREET,11 AVENUE,12 AVENUE,Megabus North East LLC,07/30/2013,02/09/2018
2015031234,ICBPS-20150312-34,0001,New,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",07/20/2015,07/20/2015,07/20/2018,MANHATTAN,ALLEN STREET,BROOME STREET,GRAND STREET,Morning Sun Bus Company Inc.,03/12/2015,07/20/2018
BIB2019010A07,2018112600964690,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,BROOKLYN,9 STREET,4 AVENUE,5 AVENUE,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
MIB2018232A01,2018040600142743,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es)  permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the Department. Permittee must follow all applicable laws and rules, including but not limited to section 1642-a of the NYS Vehicle and Traffic Law and section 4-10(d) of Title 34 of the Rules of the City of New York.",08/20/2018,08/20/2018,08/20/2021,MANHATTAN,WEST   42 STREET,8 AVENUE,9 AVENUE,"Fuji Lines, Inc.",08/20/2018,08/20/2018
20130913213,ICBPS-20130913-213,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/29/2013,10/29/2013,11/01/2016,MANHATTAN,PIKE STREET,HENRY STREET,MADISON STREET,pandora travel Inc,09/13/2013,02/09/2018
2018011510,ICBPS-20180115-10,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/30/2018,01/30/2018,01/10/2019,BROOKLYN,ATLANTIC AVENUE,3 AVENUE,NEVINS STREET,"Hampton Jitney, Inc.",01/15/2018,01/10/2019
20131022265,ICBPS-20131022-265,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",02/04/2014,02/04/2014,02/04/2017,MANHATTAN,WATER STREET,MAIDEN LANE,PINE STREET,Frank Martz Coach Co,10/22/2013,02/09/2018
2013080225,ICBPS-20130802-25,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/03/2013,10/03/2013,10/03/2016,MANHATTAN,CHRYSTIE STREET,CANAL STREET,HESTER STREET,General Bus Inc.,08/02/2013,02/09/2018
20130823149,ICBPS-20130823-149,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/10/2014,01/10/2014,01/10/2017,BROOKLYN,UNION STREET,4 AVENUE,5 AVENUE,"Hampton Jitney, Inc.",08/23/2013,02/09/2018
2013081876,ICBPS-20130818-76,0001,New,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",12/27/2013,12/27/2013,12/27/2015,MANHATTAN,CANAL STREET,ALLEN STREET,ORCHARD STREET,Z & D Tour Inc,08/18/2013,02/09/2018
20140815104,ICBPS-20140815-104,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",10/17/2014,10/17/2014,10/17/2015,MANHATTAN,3 AVENUE,EAST   60 STREET,EAST   61 STREET,Hampton Transportation Ventures Inc.,08/15/2014,02/09/2018
MIB2019036A00,2018122000648360,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",02/05/2019,02/05/2019,02/05/2021,MANHATTAN,LEXINGTON AVENUE,EAST   58 STREET,EAST   59 STREET,"M&V Corporate Transportation, Inc.",02/05/2019,02/05/2019
MIB2018040A00,2018020900607973,0001,New,906,VOIDED AFTER ISSUE,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Only 1 bus(es)  permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the Department. Permittee must follow all applicable laws and rules, including but not limited to section 1642-a of the NYS Vehicle and Traffic Law and section 4-10(d) of Title 34 of the Rules of the City of New York.",02/09/2018,02/09/2018,03/09/2018,MANHATTAN,WATER STREET,FULTON STREET,JOHN STREET,"Experience The Ride NY, LLC",02/09/2018,12/04/2018
MIB2019010A10,2018112700582573,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,MANHATTAN,LEXINGTON AVENUE,EAST   85 STREET,EAST   86 STREET,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
2017041756,ICBPS-20170417-56,0001,Renew,030,EXPIRED,IB,Bus Stop,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",07/03/2017,07/03/2017,01/30/2018,MANHATTAN,7 AVENUE,WEST   52 STREET,WEST   53 STREET,"Hampton Jitney, Inc.",04/17/2017,03/30/2018
20171016143,ICBPS-20171016-143,0001,Renew,030,EXPIRED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Pursuant to our guidelines only 1 bus is permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the department.",01/10/2018,01/10/2018,01/10/2019,MANHATTAN,EAST   40 STREET,3 AVENUE,LEXINGTON AVENUE,"Hampton Jitney, Inc.",10/16/2017,01/10/2019
QIB2019010A01,2018112700532727,0001,New,006,ISSUED & PRINTED,IB,Bus Stop Permit,IB01,Intercity Bus Stop Permit,"Only 1 bus(es) permitted at any given time. Upon request, provide a copy of the approved schedule signed-off by the NYC DOT. Permittee must follow all applicable laws and rules, including but not limited to section 4-10 of Title 34 of the Rules of the City of New York.",01/10/2019,01/10/2019,01/10/2022,QUEENS,HORACE HARDING EXPRESSWAY,138 STREET,MAIN STREET,"Hampton Jitney, Inc.",01/10/2019,01/10/2019
