Location_No,Report_Date,Indicator_Name,Indicator_Value
70,06/01/2018,Fair Hearing Affirmation Rate,0.389
40,09/01/2018,Missing or Outdated Employment Plan,0.9206
54,07/01/2018,SNAP Separate Determination Rate,1
35,03/01/2018,Rate of Child Care in Child Care System,0.8462
38,02/01/2018,Cash Assistance Application Timeliness,0.9851
54,02/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.0647
35,02/01/2018,Spot Violation,0
70,06/01/2018,Fair Hearing Withdrawal Rate,0.072
67,03/01/2018,% Placements w/FIA3As (Employment Form),0.9194
13,04/01/2018,Same Day SNAP Issuance (weekly Avg),0.9973
54,03/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
46,02/01/2018,Fair Hearing Request Rate,0.0429
67,09/01/2018,Spot Violation,1
46,07/01/2018,Overdue Face To Face Recertifications,0
35,03/01/2018,Fair Hearing Affirmation Rate,0.692
99,03/01/2018,% SI over 45 Days,0
47,06/01/2018,Fair Hearing Withdrawal Rate,0.217
64,03/01/2018,Reported Placements,192
54,02/01/2018,Re-Engaged after Good Cause,0.9902
67,04/01/2018,Fair Hearing Affirmation Rate,0.532
18,05/01/2018,Fair Hearing Affirmation Rate,0.577
47,06/01/2018,Overdue Face To Face Recertifications,0
53,08/01/2018,Fair Hearing Withdrawal Rate,0.086
23,04/01/2018,SNAP Separate Determination Rate,0.939
64,04/01/2018,Missing or Outdated Employment Plan,0.9666
66,08/01/2018,SNAP Separate Determination Rate,0.9951
67,03/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
45,03/01/2018,Fair Hearing Request Rate,0.0424
38,08/01/2018,Employed Cases with Current Documentation,0.85
53,05/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
79,08/01/2018,Fair Hearing Withdrawal Rate,0.115
70,06/01/2018,% SI over 45 Days,0
44,02/01/2018,Fair Hearing Affirmation Rate,0.607
38,06/01/2018,Fair Hearing Withdrawal Rate,0.08
63,07/01/2018,Fair Hearing Request Rate,0.0444
35,05/01/2018,Missing or Outdated Employment Plan,0.9776
47,09/01/2018,Eligible & Referred to Appropriate Activities,1
67,03/01/2018,Re-Engaged after Good Cause,0.9886
54,04/01/2018,Fair Hearing Affirmation Rate,0.583
79,05/01/2018,Cash Assistance Application Timeliness,0.9869
35,03/01/2018,SNAP Separate Determination Rate,0.9125
23,09/01/2018,SNAP Separate Determination Rate,1
63,07/01/2018,SSN Validation,1
38,07/01/2018,Rate of Child Care in Child Care System,0.9423
35,03/01/2018,Re-Engaged after Good Cause,0.9937
23,05/01/2018,SNAP Separate Determination Rate,0.9797
63,03/01/2018,Spot Violation,0
54,07/01/2018,% SI over 45 Days,0
18,03/01/2018,% Placements w/FIA3As (Employment Form),0.9655
40,07/01/2018,SNAP Separate Determination Rate,0.9845
63,02/01/2018,Training Attendance Rate,1
79,05/01/2018,Rate of Child Care in Child Care System,0.92
47,03/01/2018,SNAP Application Timeliness,1
45,03/01/2018,Same Day SNAP Issuance (weekly Avg),0.9611
35,08/01/2018,% Placements w/FIA3As (Employment Form),0.9857
64,04/01/2018,Fair Hearing Affirmation Rate,0.567
47,09/01/2018,Cases Budgeted Timely (35 days),1
67,07/01/2018,Missing or Outdated Employment Plan,0.9664
79,09/01/2018,Cash Assistance Application Timeliness,0.9564
40,04/01/2018,Employed Cases with Current Documentation,0.9639
64,02/01/2018,Reported Placements,224
23,04/01/2018,% SI over 45 Days,0
13,04/01/2018,Rate of Child Care in Child Care System,0.9474
23,07/01/2018,% SI over 45 Days,0
40,09/01/2018,Fair Hearing Request Rate,0.0442
23,03/01/2018,% Placements w/FIA3As (Employment Form),0.9762
67,05/01/2018,Employed Cases with Current Documentation,0.9579
45,06/01/2018,% SI over 45 Days,0.2727
46,06/01/2018,Reported Placements,179
53,07/01/2018,Cases Budgeted Timely (35 days),0.9841
13,09/01/2018,Training Attendance Rate,1
63,04/01/2018,Overdue Face To Face Recertifications,0
53,04/01/2018,% SI over 45 Days,0
47,06/01/2018,SSN Validation,0.8696
66,06/01/2018,Cash Assistance Application Timeliness,0.9868
54,03/01/2018,Cash Assistance Application Timeliness,0.9923
67,03/01/2018,SNAP Application Timeliness,0.9872
70,02/01/2018,Missing or Outdated Employment Plan,0.9892
99,09/01/2018,Reported Placements,60
63,03/01/2018,Rate of Child Care in Child Care System,0.9412
64,02/01/2018,Cases Budgeted Timely (35 days),0.9762
13,03/01/2018,Training Attendance Rate,1
46,09/01/2018,Same Day SNAP Issuance (weekly Avg),0.9921
18,07/01/2018,Reported Placements,107
66,08/01/2018,% SI over 45 Days,0.0105
66,08/01/2018,Cases Budgeted Timely (35 days),0.9194
79,09/01/2018,Spot Violation,0
66,07/01/2018,Same Day SNAP Issuance (weekly Avg),0.9854
13,05/01/2018,Spot Violation,0
53,06/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.1361
67,07/01/2018,Eligible & Referred to Appropriate Activities,0.9526
66,05/01/2018,Fair Hearing Request Rate,0.0683
99,03/01/2018,SNAP Application Timeliness,0.9833
99,02/01/2018,Cases Budgeted Timely (35 days),0.9667
99,06/01/2018,Same Day SNAP Issuance (weekly Avg),0.949
66,09/01/2018,SSN Validation,1
53,03/01/2018,Fair Hearing Withdrawal Rate,0.084
79,03/01/2018,Same Day SNAP Issuance (weekly Avg),1
44,08/01/2018,Eligible & Referred to Appropriate Activities,0.9677
38,04/01/2018,Cash Assistance Application Timeliness,0.9853
47,09/01/2018,Training Attendance Rate,1
23,09/01/2018,Fair Hearing Withdrawal Rate,0.104
99,08/01/2018,SSN Validation,0.9355
45,05/01/2018,Cases Budgeted Timely (35 days),0.9831
46,08/01/2018,Reported Placements,227
53,08/01/2018,% SI over 45 Days,0
64,03/01/2018,Cases Budgeted Timely (35 days),0.9808
79,09/01/2018,Re-Engaged after Good Cause,0.9368
67,03/01/2018,SSN Validation,0.8421
35,09/01/2018,SNAP Application Timeliness,0.981
70,09/01/2018,SNAP Application Timeliness,0.9969
18,07/01/2018,SNAP Application Timeliness,0.9937
44,08/01/2018,SNAP Separate Determination Rate,0.9915
44,09/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
45,02/01/2018,Eligible & Referred to Appropriate Activities,0.8954
45,05/01/2018,Rate of Child Care in Child Care System,0.95
70,07/01/2018,Reported Placements,87
35,07/01/2018,SNAP Application Timeliness,0.9762
66,09/01/2018,Employed Cases with Current Documentation,0.9881
46,04/01/2018,Fair Hearing Withdrawal Rate,0.045
35,05/01/2018,SNAP Application Timeliness,0.9953
63,09/01/2018,Cash Assistance Application Timeliness,0.9982
99,06/01/2018,% SI over 45 Days,0.0638
99,09/01/2018,% SI over 45 Days,0
53,06/01/2018,Cash Assistance Application Timeliness,0.9862
23,06/01/2018,Overdue Face To Face Recertifications,1
38,02/01/2018,Employed Cases with Current Documentation,0.9451
99,08/01/2018,Rate of Child Care in Child Care System,1
64,08/01/2018,Same Day SNAP Issuance (weekly Avg),0.9981
47,02/01/2018,Cash Assistance Application Timeliness,0.9842
46,06/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
46,09/01/2018,Re-Engaged after Good Cause,0.982
67,04/01/2018,Spot Violation,0
79,06/01/2018,Rate of Child Care in Child Care System,0.95
53,02/01/2018,% Placements w/FIA3As (Employment Form),0.942
54,06/01/2018,Same Day SNAP Issuance (weekly Avg),0.9849
47,08/01/2018,SNAP Application Timeliness,1
66,05/01/2018,SNAP Separate Determination Rate,0.9859
13,02/01/2018,% Placements w/FIA3As (Employment Form),0.9773
99,06/01/2018,Employed Cases with Current Documentation,0.9655
64,04/01/2018,SSN Validation,0.9294
99,03/01/2018,% Placements w/FIA3As (Employment Form),0.8909
13,03/01/2018,Rate of Child Care in Child Care System,0.9063
18,06/01/2018,Eligible & Referred to Appropriate Activities,0.9839
23,08/01/2018,Eligible & Referred to Appropriate Activities,0.9521
54,04/01/2018,SSN Validation,0.9808
64,07/01/2018,Same Day SNAP Issuance (weekly Avg),0.9819
47,07/01/2018,Re-Engaged after Good Cause,1
44,02/01/2018,Eligible & Referred to Appropriate Activities,0.9598
35,04/01/2018,Missing or Outdated Employment Plan,0.9704
23,05/01/2018,Overdue Face To Face Recertifications,6
70,04/01/2018,Missing or Outdated Employment Plan,0.9839
53,06/01/2018,Same Day SNAP Issuance (weekly Avg),0.9918
99,04/01/2018,Fair Hearing Affirmation Rate,0.267
66,03/01/2018,Cash Assistance Application Timeliness,0.9689
46,07/01/2018,SNAP Application Timeliness,0.9926
99,07/01/2018,Missing or Outdated Employment Plan,0.9619
54,05/01/2018,Eligible & Referred to Appropriate Activities,0.9653
63,03/01/2018,Fair Hearing Affirmation Rate,0.391
38,03/01/2018,SNAP Separate Determination Rate,0.9271
35,06/01/2018,% SI over 45 Days,0.0417
63,07/01/2018,Training Attendance Rate,0.9661
45,08/01/2018,SSN Validation,1
99,08/01/2018,Reported Placements,66
40,02/01/2018,Eligible & Referred to Appropriate Activities,0.9814
67,02/01/2018,Employed Cases with Current Documentation,0.9485
66,02/01/2018,Rate of Child Care in Child Care System,0.9865
47,09/01/2018,% Placements w/FIA3As (Employment Form),1
53,09/01/2018,Training Attendance Rate,1
44,07/01/2018,SNAP Separate Determination Rate,0.9928
54,07/01/2018,Reported Placements,253
45,02/01/2018,Reported Placements,114
44,06/01/2018,SNAP Application Timeliness,0.9944
79,05/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.1224
64,07/01/2018,Rate of Child Care in Child Care System,0.9322
23,08/01/2018,Fair Hearing Request Rate,0.0425
70,09/01/2018,Employed Cases with Current Documentation,0.8269
79,07/01/2018,% SI over 45 Days,0
66,06/01/2018,Fair Hearing Affirmation Rate,0.475
18,06/01/2018,Same Day SNAP Issuance (weekly Avg),0.9891
54,02/01/2018,SSN Validation,0.9837
79,06/01/2018,Fair Hearing Withdrawal Rate,0.093
40,04/01/2018,Re-Engaged after Good Cause,0.9862
23,07/01/2018,% Placements w/FIA3As (Employment Form),0.9333
38,05/01/2018,SSN Validation,0.9655
46,03/01/2018,Overdue Face To Face Recertifications,5
13,03/01/2018,Overdue Face To Face Recertifications,1
53,05/01/2018,Missing or Outdated Employment Plan,0.9813
67,05/01/2018,Training Attendance Rate,0.9815
18,05/01/2018,SSN Validation,1
44,09/01/2018,Cases Budgeted Timely (35 days),0.9324
46,02/01/2018,Fair Hearing Withdrawal Rate,0.106
47,03/01/2018,Rate of Child Care in Child Care System,1
35,07/01/2018,Cases Budgeted Timely (35 days),1
67,03/01/2018,Reported Placements,170
70,02/01/2018,Re-Engaged after Good Cause,1
35,08/01/2018,Rate of Child Care in Child Care System,0.9091
45,06/01/2018,Training Attendance Rate,0.9423
99,09/01/2018,Same Day SNAP Issuance (weekly Avg),0.9789
18,08/01/2018,Re-Engaged after Good Cause,0.9894
46,02/01/2018,Same Day SNAP Issuance (weekly Avg),0.974
66,08/01/2018,Reported Placements,204
70,02/01/2018,Spot Violation,0
38,05/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
45,04/01/2018,Same Day SNAP Issuance (weekly Avg),0.994
70,02/01/2018,% SI over 45 Days,0.087
46,09/01/2018,Cash Assistance Application Timeliness,0.9518
53,06/01/2018,Employed Cases with Current Documentation,0.94
45,07/01/2018,Overdue Face To Face Recertifications,40
23,03/01/2018,Fair Hearing Withdrawal Rate,0.042
40,08/01/2018,% SI over 45 Days,0.0339
18,06/01/2018,Spot Violation,0
54,09/01/2018,Missing or Outdated Employment Plan,0.9931
79,09/01/2018,Same Day SNAP Issuance (weekly Avg),1
45,09/01/2018,Spot Violation,0
66,02/01/2018,Overdue Face To Face Recertifications,2
53,03/01/2018,Same Day SNAP Issuance (weekly Avg),0.9953
13,07/01/2018,SSN Validation,0.9362
79,08/01/2018,Same Day SNAP Issuance (weekly Avg),1
47,05/01/2018,% SI over 45 Days,0
70,02/01/2018,Cases Budgeted Timely (35 days),1
47,05/01/2018,Fair Hearing Request Rate,0.007
79,09/01/2018,SNAP Application Timeliness,0.948
79,09/01/2018,Fair Hearing Withdrawal Rate,0.073
44,05/01/2018,Cases Budgeted Timely (35 days),0.9831
44,05/01/2018,Overdue Face To Face Recertifications,3
18,07/01/2018,Cases Budgeted Timely (35 days),0.9048
66,04/01/2018,Spot Violation,0
44,03/01/2018,Same Day SNAP Issuance (weekly Avg),0.9954
38,03/01/2018,Rate of Child Care in Child Care System,0.9032
67,02/01/2018,Rate of Child Care in Child Care System,0.8939
47,06/01/2018,Reported Placements,11
45,04/01/2018,SNAP Separate Determination Rate,0.9706
46,08/01/2018,Overdue Face To Face Recertifications,1
70,07/01/2018,Training Attendance Rate,0.9792
23,07/01/2018,Overdue Face To Face Recertifications,1
46,03/01/2018,Employed Cases with Current Documentation,0.8387
63,05/01/2018,% SI over 45 Days,0
53,07/01/2018,Cash Assistance Application Timeliness,0.9731
47,05/01/2018,Cash Assistance Application Timeliness,0.9897
79,08/01/2018,% SI over 45 Days,0
45,06/01/2018,SNAP Application Timeliness,0.9078
64,07/01/2018,Re-Engaged after Good Cause,0.9854
44,09/01/2018,Overdue Face To Face Recertifications,2
63,08/01/2018,Spot Violation,1
44,08/01/2018,Same Day SNAP Issuance (weekly Avg),0.98
79,04/01/2018,SSN Validation,0.9286
99,02/01/2018,Training Attendance Rate,1
35,07/01/2018,SSN Validation,0.9333
45,05/01/2018,Overdue Face To Face Recertifications,12
44,06/01/2018,Missing or Outdated Employment Plan,0.9412
53,02/01/2018,SNAP Separate Determination Rate,0.8552
35,09/01/2018,Missing or Outdated Employment Plan,0.9958
47,06/01/2018,SNAP Separate Determination Rate,1
23,06/01/2018,Same Day SNAP Issuance (weekly Avg),0.978
64,09/01/2018,SNAP Separate Determination Rate,0.9951
70,08/01/2018,Re-Engaged after Good Cause,1
54,08/01/2018,Overdue Face To Face Recertifications,0
46,09/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.1198
44,08/01/2018,Cases Budgeted Timely (35 days),0.9322
54,06/01/2018,Reported Placements,208
46,06/01/2018,SNAP Separate Determination Rate,1
54,06/01/2018,% SI over 45 Days,0
54,09/01/2018,SSN Validation,0.9444
66,06/01/2018,SNAP Separate Determination Rate,1
54,09/01/2018,SNAP Application Timeliness,0.9948
45,09/01/2018,Re-Engaged after Good Cause,0.9894
70,06/01/2018,Re-Engaged after Good Cause,0.9672
66,07/01/2018,% SI over 45 Days,0
45,05/01/2018,Training Attendance Rate,1
38,06/01/2018,Cases Budgeted Timely (35 days),0.9134
40,07/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.072
63,06/01/2018,SNAP Application Timeliness,0.9929
99,09/01/2018,SNAP Application Timeliness,0.9137
44,05/01/2018,Eligible & Referred to Appropriate Activities,0.9771
47,07/01/2018,% Placements w/FIA3As (Employment Form),0.8333
64,05/01/2018,% Placements w/FIA3As (Employment Form),0.9615
35,04/01/2018,Spot Violation,0
47,08/01/2018,Employed Cases with Current Documentation,1
99,09/01/2018,Fair Hearing Request Rate,0.032
79,02/01/2018,Eligible & Referred to Appropriate Activities,0.9882
79,04/01/2018,Cases Budgeted Timely (35 days),0.7059
13,03/01/2018,Eligible & Referred to Appropriate Activities,0.997
99,06/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0.0712
46,07/01/2018,% SI over 45 Days,0.0274
45,04/01/2018,Cases Budgeted Timely (35 days),0.9211
47,09/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
40,04/01/2018,Rate of Child Care in Child Care System,0.9778
53,05/01/2018,Eligible & Referred to Appropriate Activities,0.9433
70,02/01/2018,Eligible & Referred to Appropriate Activities,1
79,05/01/2018,Eligible & Referred to Appropriate Activities,0.95
18,06/01/2018,Cash Assistance Application Timeliness,0.953
47,07/01/2018,Fair Hearing Withdrawal Rate,0.5
79,08/01/2018,Employed Cases with Current Documentation,0.9259
38,07/01/2018,Re-Engaged after Good Cause,0.975
79,09/01/2018,Fair Hearing Affirmation Rate,0.567
64,09/01/2018,Eligible & Referred to Appropriate Activities,0.9418
67,08/01/2018,SNAP (EQAS) Payment Error Rate (FFY),0
63,02/01/2018,Re-Engaged after Good Cause,0.9825
64,03/01/2018,Fair Hearing Request Rate,0.0575
67,09/01/2018,Overdue Face To Face Recertifications,9
45,04/01/2018,Fair Hearing Affirmation Rate,0.517
46,09/01/2018,Spot Violation,0
54,05/01/2018,% Placements w/FIA3As (Employment Form),0.9741
99,04/01/2018,Spot Violation,0
66,08/01/2018,Cash Assistance Application Timeliness,0.9349
13,07/01/2018,% SI over 45 Days,0
45,09/01/2018,Cases Budgeted Timely (35 days),0.6935
38,02/01/2018,Spot Violation,0
53,09/01/2018,Spot Violation,1
44,06/01/2018,Cases Budgeted Timely (35 days),0.8551
13,05/01/2018,% SI over 45 Days,0
54,06/01/2018,SNAP Separate Determination Rate,1
45,07/01/2018,Eligible & Referred to Appropriate Activities,0.9412
53,08/01/2018,Fair Hearing Affirmation Rate,0.684
38,08/01/2018,SNAP Application Timeliness,0.9629
46,02/01/2018,Cash Assistance Application Timeliness,0.9924
79,09/01/2018,Eligible & Referred to Appropriate Activities,0.8485
23,04/01/2018,% Placements w/FIA3As (Employment Form),0.9221
38,04/01/2018,% SI over 45 Days,0
67,08/01/2018,Employed Cases with Current Documentation,0.8947
23,08/01/2018,Missing or Outdated Employment Plan,0.9521
64,05/01/2018,Cash Assistance Application Timeliness,0.9747
64,05/01/2018,Cases Budgeted Timely (35 days),0.963
40,04/01/2018,% SI over 45 Days,0.075
47,02/01/2018,Missing or Outdated Employment Plan,0.96
66,09/01/2018,Spot Violation,0
13,07/01/2018,SNAP Application Timeliness,0.987
47,02/01/2018,Reported Placements,9
13,04/01/2018,SSN Validation,0.9889
67,07/01/2018,SNAP Separate Determination Rate,0.9895
35,08/01/2018,SNAP Application Timeliness,0.9433
47,02/01/2018,SNAP Separate Determination Rate,1
66,02/01/2018,Fair Hearing Withdrawal Rate,0.085
63,02/01/2018,SNAP Application Timeliness,0.9979
79,04/01/2018,Employed Cases with Current Documentation,0.9444
44,05/01/2018,% SI over 45 Days,0.0179
70,09/01/2018,% SI over 45 Days,0.1053
35,05/01/2018,Spot Violation,0
46,06/01/2018,Employed Cases with Current Documentation,0.882
45,04/01/2018,Fair Hearing Request Rate,0.0496
45,04/01/2018,% SI over 45 Days,0.339
70,07/01/2018,Eligible & Referred to Appropriate Activities,1
99,04/01/2018,Fair Hearing Withdrawal Rate,0.121
38,04/01/2018,Spot Violation,0
66,08/01/2018,Re-Engaged after Good Cause,0.9925
66,04/01/2018,Rate of Child Care in Child Care System,0.9167
67,05/01/2018,SNAP Application Timeliness,0.993
23,02/01/2018,Spot Violation,0
23,02/01/2018,Fair Hearing Request Rate,0.0366
53,05/01/2018,Fair Hearing Affirmation Rate,0.6
47,05/01/2018,Fair Hearing Affirmation Rate,0.667
53,09/01/2018,Same Day SNAP Issuance (weekly Avg),1
64,07/01/2018,Cash Assistance Application Timeliness,0.9805
47,07/01/2018,SNAP Separate Determination Rate,1
47,02/01/2018,Rate of Child Care in Child Care System,1
63,02/01/2018,Missing or Outdated Employment Plan,0.9808
53,02/01/2018,Cases Budgeted Timely (35 days),0.96
63,05/01/2018,Cash Assistance Application Timeliness,0.9932
63,06/01/2018,Cases Budgeted Timely (35 days),1
13,06/01/2018,Employed Cases with Current Documentation,0.9103
70,08/01/2018,Cash Assistance Application Timeliness,0.9955
99,03/01/2018,Overdue Face To Face Recertifications,7
79,05/01/2018,SSN Validation,0.9545
66,04/01/2018,Same Day SNAP Issuance (weekly Avg),0.9922
13,02/01/2018,SSN Validation,0.9677
13,08/01/2018,Fair Hearing Withdrawal Rate,0.119
79,04/01/2018,% Placements w/FIA3As (Employment Form),0.9821
46,04/01/2018,Re-Engaged after Good Cause,0.9849
99,07/01/2018,Cash Assistance Application Timeliness,0.8743
70,04/01/2018,Cash Assistance Application Timeliness,0.9841
64,04/01/2018,Rate of Child Care in Child Care System,1
45,07/01/2018,SNAP Separate Determination Rate,0.9681
18,05/01/2018,Missing or Outdated Employment Plan,0.9781
99,04/01/2018,Cash Assistance Application Timeliness,0.991
13,03/01/2018,Fair Hearing Request Rate,0.0331
66,04/01/2018,Overdue Face To Face Recertifications,0
47,08/01/2018,SNAP Separate Determination Rate,1
