AppNumber,ApplicantType,Institution,OrganizationType,InstCity,InstState,InstPostalCode,InstCountry,CongressionalDistrict,Latitude,Longitude,CouncilDate,YearAwarded,ProjectTitle,Program,Division,ApprovedOutright,ApprovedMatching,AwardOutright,AwardMatching,OriginalAmount,SupplementAmount,BeginGrant,EndGrant,ProjectDesc,ToSupport,PrimaryDiscipline,SupplementCount,Supplements,ParticipantCount,Participants,DisciplineCount,Disciplines
EO-10053-68,1,Albion College,Four-Year College,Albion,MI,49224-1887,USA,3,42.24623,-84.7451,1968-05-01,1968,Basic Ideas Program,Institutional Planning and Development,Education Programs,20000.00,0.00,20000.00,0.00,20000.00,0.00,1968-06-01,1969-05-31,To fund a faculty seminar and a core course for an American Area Certificate Program. A-V methods will be used. Students will study folk and popular art as well as standard print materials.,None,"Interdisciplinary Studies, General",0,NULL,1,Jack Padgett [Project Director],1,"Interdisciplinary Studies, General"
EO-10055-68,1,University of Southern California,University,Los Angeles,CA,90089-0012,USA,37,34.02136,-118.28455,1968-05-01,1968,Value Conflicts withing Urban Society,Institutional Planning and Development,Education Programs,47000.00,0.00,47000.00,0.00,47000.00,0.00,1968-08-01,1969-06-30,"To develop new interdisciplinary undergraduate course at UMR, which is primarily an engineering school. Course will bring together two faculty, a philosopher and a historian, with an interest in the relationships between technology and society and would combine the perspectives of both in examining the relationships between popular philosophies, historical situations, and the role of and attitudes toward technology, industrialization, and modernization.",None,"Interdisciplinary Studies, General",0,NULL,1,J. Robb [Project Director],1,"Interdisciplinary Studies, General"
EO-10061-68,1,Boston University,University,Boston,MA,02215-1300,USA,7,42.35085,-71.11284,1968-05-01,1968,A curriculum-revision planning program,Institutional Planning and Development,Education Programs,29827.00,0.00,29827.00,0.00,29827.00,0.00,1968-07-01,1970-09-30,"To offer a year-long interdisciplinary undergraduate course that will relate culture, urban life, and questions of sex and gender. New York City will serve as a case study. Among the disciplines uses will be literature, anthropology, sociology, psychology, history, and law. Perspectives from the new scholarship about women will be drawn on.",None,"Interdisciplinary Studies, General",0,NULL,1,Richard Beal [Project Director],1,"Interdisciplinary Studies, General"
EO-10065-68,1,Howard University,Four-Year College,Washington,DC,20059-0001,USA,1,38.92251,-77.02117,1968-05-01,1968,Program to improve instruction dealing with the American Negro,Institutional Planning and Development,Education Programs,10000.00,0.00,10000.00,0.00,10000.00,0.00,1968-07-01,1968-09-30,"This is one of seven ""summer workshops on Negro history and culture for college and university faculty members"" funded by the NEH during 1968.",None,"Interdisciplinary Studies, General",0,NULL,1,Dorothy Porter [Project Director],1,"Interdisciplinary Studies, General"
EO-10067-68,1,Cazenovia College,Two-Year College,Cazenovia,NY,13035-1085,USA,22,42.934,-75.85471,1968-05-01,1968,Program to improve instruction dealing with the American negro,Institutional Planning and Development,Education Programs,10000.00,0.00,10000.00,0.00,10000.00,0.00,1968-07-01,1968-09-30,"This is one of seven ""summer workshops on Negro history and culture for college and university faculty members"" funded by the NEH during 1968.",None,"Interdisciplinary Studies, General",0,NULL,1,Lionel Sharp [Project Director],1,"Interdisciplinary Studies, General"
EO-10069-68,1,Duke University,Publishing,Durham,NC,27705-4677,USA,1,36.00682,-78.92457,1968-05-01,1968,Program to improve instruction dealing with the American Negro,Institutional Planning and Development,Education Programs,10000.00,0.00,10000.00,0.00,10000.00,0.00,1968-07-01,1968-09-30,"This is one of seven ""summer workshops on Negro history and culture for college and university faculty members"" funded by the NEH during 1968.",None,"Interdisciplinary Studies, General",0,NULL,1,Richard Watson [Project Director],1,"Interdisciplinary Studies, General"
EO-10071-68,1,Boston University,University,Boston,MA,02215-1300,USA,7,42.35085,-71.11284,1968-05-01,1968,Program to improve instruction dealing with the American Negro,Institutional Planning and Development,Education Programs,10000.00,0.00,10000.00,0.00,10000.00,0.00,1968-07-01,1968-09-30,"This is one of seven ""summer workshops on Negro history and culture for college and university faculty members"" funded by the NEH during 1968.",None,"Interdisciplinary Studies, General",0,NULL,1,John Cartwright [Project Director],1,"Interdisciplinary Studies, General"
EO-10073-68,1,Fisk University,Four-Year College,Nashville,TN,37208-3051,USA,5,36.16784,-86.80426,1968-05-01,1968,Program to improve instruction dealing with the American Negro,Institutional Planning and Development,Education Programs,10000.00,0.00,10000.00,0.00,10000.00,0.00,1968-07-01,1968-09-30,"This is one of seven ""summer workshops on Negro history and culture for college and university faculty members"" funded by the NEH during 1968.",None,"Interdisciplinary Studies, General",0,NULL,1,George Redd [Project Director],1,"Interdisciplinary Studies, General"
EO-10075-69,1,Virginia State University,Four-Year College,Petersburg,VA,23803-2520,USA,4,37.25254,-77.43255,1969-05-01,1969,The Black Man in American Music,Institutional Planning and Development,Education Programs,26338.00,1500.00,26338.00,1500.00,27838.00,0.00,1969-07-01,1971-10-31," A three-phase project to advance knowledge of the music of the black man through 1) research and consultation to gather essential information about black music hitherto not available in any organized fashion; 2) establishment of three credit college humanities course on “The Black Man in American Music;” 3) presentation of 17 seminars during 1969-70 to the general public on black music, art, literature and five black music programs. Outlines for use in college teaching with lists of books, recordings, slides, films, tapes, etc. to be developed and published. Participating schools will send teachers, counselors, etc. to the seminars, as well as 150 Virginia State College seniors, who will participate in the seminars in preparation for their teaching. The mailing list of the Department of Continuing Education and Human Relations will be used to publicize the seminars to the public. Funds for salaries and wages, supplies, materials, travel.",None,Music History and Criticism,0,NULL,2,Altona Johns [Project Director]; Undine Moore [Co Project Director],1,Music History and Criticism
EO-10085-69,1,Brandeis University,University,Waltham,MA,02453-2700,USA,5,42.36877,-71.2506,1969-05-01,1969,The Student-Tutor Education Project,Institutional Planning and Development,Education Programs,0.00,25250.00,0.00,25250.00,25250.00,0.00,1969-06-01,1970-08-31,"To establish an Institute to study the African humanities, emphasizing multidisciplinary studies of Aschanti, Yoruba and Zulu. 48 undergraduate teachers will be selected from Liberal Arts colleges nationwide. Participants will each compile a syllabus for use in their home college.",None,Education,0,NULL,1,Babette Spiegel [Project Director],1,Education
EO-10089-69,1,Pitzer College,Four-Year College,Claremont,CA,91711-6101,USA,27,34.10373,-117.70701,1969-02-01,1969,Workshop Instead of Courses,Institutional Planning and Development,Education Programs,0.00,10000.00,0.00,10000.00,10000.00,0.00,1969-08-01,1970-06-30,"To plan, develop, and offer a course (""Communication Policy and Planning"") in the undergraduate curriculum, Department of Communication. 35 students from all disciplines may enroll. Course emphasis is placed on the individual's active participation in his world working from an ethic of communication based on peace, freedom, mutual respect, cultural and political diversity, and man's intrinsic worth or dignity. Field trips, videotapes, and films will augment traditional course materials.",None,"Political Science, General",0,NULL,1,Carl Zachrisson [Project Director],1,"Political Science, General"
EO-10115-69,1,"SUNY Research Foundation, College at Brockport",Four-Year College,Brockport,NY,14420-2997,USA,25,43.2096,-77.96121,1969-05-01,1969,Center for Philosophical Exchange,Institutional Planning and Development,Education Programs,0.00,5000.00,0.00,5000.00,5000.00,0.00,1969-06-01,1970-08-31,"To develop a new approach to teaching both anthropology and drama, with a focus on human values. In each semester, class work will be used to develop and test materials for the institutes. Work will involve the exploration of ethnographies and dramatic literature primarily through controlled improvisation, and will focus on different topics dealing with values and belief as well as behavior.",None,"Philosophy, General",0,NULL,1,Howard Kiefer [Project Director],1,"Philosophy, General"
EO-10153-69,1,Saint Mary's College,Four-Year College,Notre Dame,IN,46556,USA,2,Unknown,unknown,1969-05-01,1969,"Symposium on Language, Symbol and Reality",Institutional Planning and Development,Education Programs,11000.00,0.00,11000.00,0.00,11000.00,0.00,1969-05-01,1970-06-30,"Symposium on the possible interrelationship in the use of symbols in diverse disciplines. Confronts speakers with the problem of a common basis for a definition of the terms ""symbols"" and ""symbolism."" ABSTRACT: Symposium on the possible interrelationship in the use of symbols in diverse disciplines (e.g., the arts, linguistics, philosophy, theology, the social and physical sciences), November 7-9, 1969. Confronts speakers with the problem of a common basis for a definition of the terms ""symbol"" and ""symbolism,"" to facilitate an understanding of the extent and manner in which modern man uses symbols and of the ways in which thoughts and actions are shaped by the kinds of symbols used. The study, originating as it does in the humanities, serves to highlight the importance of insights gained in humanistic disciplines and their significant practical applicability to human thought and action. Speakers include Meyer Shapiro (art), David Crabb (anthropology), S.I. Hayakawa (general semantics), Michael Butor (literature), Karl Manniger (psychiatry), Paul Ricoeur (philosophy), Roman Jakobson (linguistics), and Rulon Wells, An art exhibit, entitled ""Sign, Symbol and Reality,"" will be presented in conjunction with the symposium. Parts of the symposium videotaped, with closed-circuit airing of the videotape in class rooms and over Educational TV. Proceedings to be published. Funds for honoraria, travel and per diem for 8 speakers and 1 consultant; stenotypist; videotaping. ",None,"Interdisciplinary Studies, General",0,NULL,1,Frida Grosser [Project Director],1,"Interdisciplinary Studies, General"
EO-10183-69,1,Hampshire College,Four-Year College,Amherst,MA,01002-3359,USA,2,42.32166,-72.53161,1969-02-01,1969,Hampshire College: Experimental Curriculum in Humanities and Arts for Undergraduates,Institutional Planning and Development,Education Programs,0.00,25000.00,0.00,25000.00,25000.00,0.00,1969-08-01,1970-12-31,"Development of Humanities and Arts curriculum for Hampshire College, an experimental college brought into being by Amherst, Mt. Holyoke, Smith and University of Massachusetts. Flexible format allows continuing experimentation and innovation in teaching methods, media, materials. ABSTRACT: Hampshire College intended as a national pilot enterprise for innovations in liberal education. Brought into being through initiative of Amherst, Mt. Holyoke, Smith and University of Massachusetts to emphasize artistic experience within flexible academic format to make possible productive interplay between study and performance, inquire and expression, relating these to the quality and conditions of life. Liberal arts college to much preoccupied by questions of institutional survival, hierarchical relationships of faculty, organizations and procedure. Students disaffection suggests need for new commitment of liberal education to serve as encounter with contemporary man's condition. Humanities and arts central to meaningful curriculum. Unusually flexible academic format will allow continuing experimentation with new teaching methods, media, materials. Funds to support planning faculty of 5, consultants. ",None,"Interdisciplinary Studies, General",0,NULL,1,Francis Smith [Project Director],1,"Interdisciplinary Studies, General"
EO-10197-69,1,National Humanities Faculty,National Organization,Atlanta,GA,30322-1025,USA,5,33.79324,-84.32394,1969-05-01,1969,National Humanities Faculty,Institutional Planning and Development,Education Programs,76610.00,51000.00,76610.00,51000.00,127610.00,0.00,1969-09-01,1970-08-31,"Project enables teams of humanists to work with the faculties of secondary schools or school systems for approximately 20 faculty days a term to create better teaching of the humanities at the secondary school level. ABSTRACT: Project enables teams of four to five humanists to work with the faculties of secondary schools or school systems for approximately 20 faculty days a term to create better teaching of the humanities at the secondary school level. Program administered by an Executive Director responsible to NHF Board consisting of representatives from Phi Beta Kappa, American Council of Learned Societies, American Council on Education, 12 individuals from colleges, school systems and various humanities areas. In first year of program, 1968-69, faculty visited school systems in 5 cities; in 1969-70, program expanded to 15 cities, including 2 renewals. Present proposal for 1970-71, under this grant, to support 10 projects to permit greater flexibility in the time spent by the Faculty with any one school system. Funds for administrative expenses: NHF honoraria, travel; evaluation conference; indirect costs. ",None,"Interdisciplinary Studies, General",0,NULL,1,Arleigh Richardson [Project Director],1,"Interdisciplinary Studies, General"
EO-10205-69,1,Wartburg College,Four-Year College,Waverly,IA,50677-2200,USA,1,42.72915,-92.48271,1969-02-01,1969,Experimental General Education Course in War and Peace,Institutional Planning and Development,Education Programs,6030.00,0.00,6030.00,0.00,6030.00,0.00,1969-06-01,1969-08-31,"Interdisciplinary course on War and Peace to be team-taught by 3 professors, representing natural science, the social sciences, and the humanities. ABSTRACT: Development of an interdisciplinary course on War and Peace to be team-taught by 3 professors, representing the natural science, the social sciences, and the humanities. Moving from microcosm to macrocosm, man and animals will be studied in the light of psychological insight into frustration, aggression, and conflict. Sociological theory will then be added to see whether conflict is ""built into"" the institution and society which man constructs. Historical study of contemporary wars, scientific date on thermonuclear and biological warfare, the ""just war"" concept, and non0violent alternatives to war will all be studied. Course consist of weekly lectures and discussion sections. Course to be required of all students; taken during junior or senior years. Funds for salaries, travel, supplies, consultant fees. ",None,"Interdisciplinary Studies, General",0,NULL,1,Robert Dell [Project Director],1,"Interdisciplinary Studies, General"
