State,Year,Sex,Age Group,Race and Hispanic Origin,Deaths,Population,Crude Death Rate,Standard Error for Crude Rate,Low Confidence Limit for Crude Rate,Upper Confidence Limit for Crude Rate,Age-adjusted Rate,Standard Error Age-adjusted Rate,Lower Confidence Limit for Age-adjusted Rate,Upper Confidence for Age-adjusted Rate,State Crude Rate in Range,US Crude Rate,US Age-adjusted Rate,Unit
Delaware,1999,Both Sexes,All Ages,All Races-All Origins,50,774990,6.4517,0.91241,4.7886,8.5058,6.4364,0.91073,4.7772,8.4856,1.8–7.2,6.0382,6.057,"per 100,000 population"
Delaware,2000,Both Sexes,All Ages,All Races-All Origins,55,783600,7.0189,0.94643,5.2876,9.136,7.0004,0.94413,5.2737,9.112,1.8–7.2,6.1882,6.1749,"per 100,000 population"
Delaware,2001,Both Sexes,All Ages,All Races-All Origins,64,795699,8.0432,1.00541,6.1943,10.271,8.0344,1.00455,6.1875,10.2598,7.2–10.5,6.8057,6.7922,"per 100,000 population"
Delaware,2002,Both Sexes,All Ages,All Races-All Origins,84,806169,10.4197,1.13688,8.3111,12.9002,10.4536,1.14154,8.3382,12.9422,7.2–10.5,8.1766,8.1957,"per 100,000 population"
Delaware,2003,Both Sexes,All Ages,All Races-All Origins,77,818003,9.4132,1.07273,7.4287,11.7648,9.4153,1.0749,7.4304,11.7675,7.2–10.5,8.8881,8.8765,"per 100,000 population"
Delaware,2004,Both Sexes,All Ages,All Races-All Origins,63,830803,7.583,0.95537,5.827,9.702,7.6459,0.96502,5.8753,9.7824,7.2–10.5,9.366,9.3831,"per 100,000 population"
Delaware,2005,Both Sexes,All Ages,All Races-All Origins,62,845150,7.336,0.93167,5.6245,9.4044,7.5451,0.9607,5.7848,9.6725,7.2–10.5,10.0884,10.0699,"per 100,000 population"
Delaware,2006,Both Sexes,All Ages,All Races-All Origins,78,859268,9.0775,1.02782,7.1754,11.3291,9.3592,1.06404,7.3861,11.6974,7.2–10.5,11.5373,11.4883,"per 100,000 population"
Delaware,2007,Both Sexes,All Ages,All Races-All Origins,97,871749,11.1271,1.12978,9.0233,13.5741,11.4094,1.16756,9.2309,13.9474,10.5–12.8,11.9543,11.8775,"per 100,000 population"
Delaware,2008,Both Sexes,All Ages,All Races-All Origins,124,883874,14.0291,1.25985,11.5598,16.4985,14.2858,1.29314,11.7512,16.8203,12.8–16.7,11.9864,11.8947,"per 100,000 population"
Delaware,2009,Both Sexes,All Ages,All Races-All Origins,136,891730,15.2513,1.30778,12.688,17.8145,15.3675,1.33353,12.7538,17.9812,12.8–16.7,12.0624,11.9388,"per 100,000 population"
Delaware,2010,Both Sexes,All Ages,All Races-All Origins,145,897934,16.1482,1.34103,13.5198,18.7766,16.6433,1.40084,13.8976,19.3889,12.8–16.7,12.4144,12.2966,"per 100,000 population"
Delaware,2011,Both Sexes,All Ages,All Races-All Origins,160,907135,17.6379,1.3944,14.9049,20.371,17.6336,1.41389,14.8624,20.4048,16.7–57.8,13.2674,13.1852,"per 100,000 population"
Delaware,2012,Both Sexes,All Ages,All Races-All Origins,141,917092,15.3747,1.29478,12.8369,17.9125,15.2077,1.30749,12.645,17.7703,12.8–16.7,13.2208,13.1422,"per 100,000 population"
Delaware,2013,Both Sexes,All Ages,All Races-All Origins,166,925749,17.9314,1.39175,15.2036,20.6593,18.7293,1.48416,15.8203,21.6383,16.7–57.8,13.9127,13.8005,"per 100,000 population"
Delaware,2014,Both Sexes,All Ages,All Races-All Origins,189,935614,20.2006,1.46938,17.3207,23.0806,20.9428,1.55963,17.8859,23.9997,16.7–57.8,14.7574,14.6831,"per 100,000 population"
Delaware,2015,Both Sexes,All Ages,All Races-All Origins,198,945934,20.9317,1.48755,18.0161,23.8473,21.9747,1.59504,18.8484,25.101,16.7–57.8,16.304,16.2923,"per 100,000 population"
Delaware,2016,Both Sexes,All Ages,All Races-All Origins,282,952065,29.6198,1.76383,26.1627,33.0769,30.7819,1.87901,27.0991,34.4648,16.7–57.8,19.6925,19.7851,"per 100,000 population"
Delaware,2017,Both Sexes,All Ages,All Races-All Origins,338,961939,35.1374,1.91122,31.3914,38.8834,37.0159,2.07181,32.9551,41.0766,16.7–57.8,21.5637,21.7048,"per 100,000 population"
District of Columbia,1999,Both Sexes,All Ages,All Races-All Origins,48,570220,8.4178,1.21501,6.2066,11.1608,8.3425,1.22268,6.1297,11.0937,7.2–10.5,6.0382,6.057,"per 100,000 population"
District of Columbia,2000,Both Sexes,All Ages,All Races-All Origins,76,572059,13.2853,1.52393,10.4673,16.6286,13.4357,1.54576,10.5858,16.8168,12.8–16.7,6.1882,6.1749,"per 100,000 population"
District of Columbia,2001,Both Sexes,All Ages,All Races-All Origins,93,574504,16.1879,1.6786,13.0657,19.8312,16.207,1.69381,13.0651,19.8764,12.8–16.7,6.8057,6.7922,"per 100,000 population"
District of Columbia,2002,Both Sexes,All Ages,All Races-All Origins,61,573158,10.6428,1.36267,8.1409,13.6711,10.8875,1.39644,8.3281,13.9854,10.5–12.8,8.1766,8.1957,"per 100,000 population"
District of Columbia,2003,Both Sexes,All Ages,All Races-All Origins,103,568502,18.1178,1.7852,14.6188,21.6168,18.1143,1.80703,14.5726,21.6561,16.7–57.8,8.8881,8.8765,"per 100,000 population"
District of Columbia,2004,Both Sexes,All Ages,All Races-All Origins,87,567754,15.3235,1.64286,12.2735,18.9015,15.4931,1.66762,12.3925,19.1338,12.8–16.7,9.366,9.3831,"per 100,000 population"
District of Columbia,2005,Both Sexes,All Ages,All Races-All Origins,77,567136,13.577,1.54724,10.7147,16.9689,13.6516,1.56363,10.7559,17.087,12.8–16.7,10.0884,10.0699,"per 100,000 population"
District of Columbia,2006,Both Sexes,All Ages,All Races-All Origins,101,570681,17.6982,1.76103,14.2465,21.1498,17.8431,1.7867,14.3411,21.345,16.7–57.8,11.5373,11.4883,"per 100,000 population"
District of Columbia,2007,Both Sexes,All Ages,All Races-All Origins,61,574404,10.6197,1.35971,8.1232,13.6415,10.7678,1.3907,8.217,13.8603,10.5–12.8,11.9543,11.8775,"per 100,000 population"
District of Columbia,2008,Both Sexes,All Ages,All Races-All Origins,56,580236,9.6512,1.2897,7.2904,12.5329,9.6396,1.30003,7.2618,12.5472,7.2–10.5,11.9864,11.8947,"per 100,000 population"
District of Columbia,2009,Both Sexes,All Ages,All Races-All Origins,26,592228,4.3902,0.86099,2.8678,6.4327,4.0799,0.81221,2.6403,6.0227,1.8–7.2,12.0624,11.9388,"per 100,000 population"
District of Columbia,2010,Both Sexes,All Ages,All Races-All Origins,78,601723,12.9628,1.46775,10.2465,16.1781,12.9464,1.48978,10.2003,16.2044,12.8–16.7,12.4144,12.2966,"per 100,000 population"
District of Columbia,2011,Both Sexes,All Ages,All Races-All Origins,86,617996,13.9159,1.5006,11.131,17.1861,13.4869,1.48045,10.7422,16.719,12.8–16.7,13.2674,13.1852,"per 100,000 population"
District of Columbia,2012,Both Sexes,All Ages,All Races-All Origins,77,632323,12.1773,1.38773,9.6102,15.2196,12.5815,1.45716,9.8961,15.771,10.5–12.8,13.2208,13.1422,"per 100,000 population"
District of Columbia,2013,Both Sexes,All Ages,All Races-All Origins,102,646449,15.7785,1.5623,12.7164,18.8406,14.9563,1.51724,11.9825,17.9301,12.8–16.7,13.9127,13.8005,"per 100,000 population"
District of Columbia,2014,Both Sexes,All Ages,All Races-All Origins,96,658893,14.5699,1.48703,11.8017,17.7923,14.2281,1.48139,11.4698,17.4495,12.8–16.7,14.7574,14.6831,"per 100,000 population"
District of Columbia,2015,Both Sexes,All Ages,All Races-All Origins,125,672228,18.5949,1.66318,15.3351,21.8547,18.5511,1.68643,15.2457,21.8565,16.7–57.8,16.304,16.2923,"per 100,000 population"
District of Columbia,2016,Both Sexes,All Ages,All Races-All Origins,269,681170,39.4909,2.4078,34.7716,44.2102,38.8,2.40658,34.0831,43.5169,16.7–57.8,19.6925,19.7851,"per 100,000 population"
District of Columbia,2017,Both Sexes,All Ages,All Races-All Origins,310,693972,44.6704,2.53711,39.6977,49.6431,44.0184,2.55274,39.0151,49.0218,16.7–57.8,21.5637,21.7048,"per 100,000 population"
Florida,1999,Both Sexes,All Ages,All Races-All Origins,997,15759421,6.3264,0.20036,5.9337,6.7191,6.4286,0.20486,6.0271,6.8302,1.8–7.2,6.0382,6.057,"per 100,000 population"
Florida,2000,Both Sexes,All Ages,All Races-All Origins,1159,15982378,7.2517,0.21301,6.8342,7.6692,7.4122,0.21862,6.9838,7.8407,7.2–10.5,6.1882,6.1749,"per 100,000 population"
Florida,2001,Both Sexes,All Ages,All Races-All Origins,1746,16356966,10.6744,0.25546,10.1737,11.175,10.9424,0.26292,10.4271,11.4577,10.5–12.8,6.8057,6.7922,"per 100,000 population"
Florida,2002,Both Sexes,All Ages,All Races-All Origins,1927,16689370,11.5463,0.26303,11.0307,12.0618,11.8369,0.27083,11.3061,12.3678,10.5–12.8,8.1766,8.1957,"per 100,000 population"
Florida,2003,Both Sexes,All Ages,All Races-All Origins,2054,17004085,12.0795,0.26653,11.5571,12.6019,12.358,0.27406,11.8209,12.8952,10.5–12.8,8.8881,8.8765,"per 100,000 population"
Florida,2004,Both Sexes,All Ages,All Races-All Origins,2264,17415318,13,0.27322,12.4645,13.5356,13.2445,0.28005,12.6956,13.7934,12.8–16.7,9.366,9.3831,"per 100,000 population"
Florida,2005,Both Sexes,All Ages,All Races-All Origins,2371,17842038,13.2888,0.27291,12.7539,13.8237,13.5467,0.28014,12.9977,14.0958,12.8–16.7,10.0884,10.0699,"per 100,000 population"
Florida,2006,Both Sexes,All Ages,All Races-All Origins,2591,18166990,14.2621,0.28019,13.713,14.8113,14.4039,0.28542,13.8445,14.9633,12.8–16.7,11.5373,11.4883,"per 100,000 population"
Florida,2007,Both Sexes,All Ages,All Races-All Origins,2794,18367842,15.2114,0.28778,14.6473,15.7754,15.4163,0.29457,14.8389,15.9936,12.8–16.7,11.9543,11.8775,"per 100,000 population"
Florida,2008,Both Sexes,All Ages,All Races-All Origins,2963,18527305,15.9926,0.2938,15.4168,16.5685,16.2201,0.30152,15.6292,16.8111,12.8–16.7,11.9864,11.8947,"per 100,000 population"
Florida,2009,Both Sexes,All Ages,All Races-All Origins,3092,18652644,16.5767,0.29811,15.9924,17.161,16.678,0.30448,16.0812,17.2748,12.8–16.7,12.0624,11.9388,"per 100,000 population"
Florida,2010,Both Sexes,All Ages,All Races-All Origins,3061,18801310,16.2808,0.29427,15.704,16.8575,16.374,0.30113,15.7838,16.9642,12.8–16.7,12.4144,12.2966,"per 100,000 population"
Florida,2011,Both Sexes,All Ages,All Races-All Origins,2918,19057542,15.3115,0.28345,14.756,15.8671,15.3918,0.29068,14.8221,15.9615,12.8–16.7,13.2674,13.1852,"per 100,000 population"
Florida,2012,Both Sexes,All Ages,All Races-All Origins,2597,19317568,13.4437,0.26381,12.9267,13.9608,13.2659,0.26653,12.7435,13.7883,12.8–16.7,13.2208,13.1422,"per 100,000 population"
Florida,2013,Both Sexes,All Ages,All Races-All Origins,2474,19552860,12.6529,0.25438,12.1543,13.1515,12.5629,0.25912,12.055,13.0708,10.5–12.8,13.9127,13.8005,"per 100,000 population"
Florida,2014,Both Sexes,All Ages,All Races-All Origins,2634,19893297,13.2406,0.25799,12.735,13.7463,13.1958,0.26411,12.6782,13.7135,12.8–16.7,14.7574,14.6831,"per 100,000 population"
Florida,2015,Both Sexes,All Ages,All Races-All Origins,3228,20271272,15.924,0.28028,15.3747,16.4734,16.2362,0.29356,15.6608,16.8116,12.8–16.7,16.304,16.2923,"per 100,000 population"
Florida,2016,Both Sexes,All Ages,All Races-All Origins,4728,20612439,22.9376,0.33359,22.2838,23.5914,23.7451,0.35474,23.0498,24.4404,16.7–57.8,19.6925,19.7851,"per 100,000 population"
Florida,2017,Both Sexes,All Ages,All Races-All Origins,5088,20984400,24.2466,0.33992,23.5803,24.9128,25.0665,0.36109,24.3588,25.7742,16.7–57.8,21.5637,21.7048,"per 100,000 population"
Georgia,1999,Both Sexes,All Ages,All Races-All Origins,283,8045966,3.5173,0.20908,3.1075,3.9271,3.5201,0.21084,3.1068,3.9333,1.8–7.2,6.0382,6.057,"per 100,000 population"
Georgia,2000,Both Sexes,All Ages,All Races-All Origins,364,8186453,4.4464,0.23305,3.9896,4.9032,4.3622,0.22983,3.9117,4.8127,1.8–7.2,6.1882,6.1749,"per 100,000 population"
Georgia,2001,Both Sexes,All Ages,All Races-All Origins,511,8377038,6.1,0.26985,5.5711,6.6289,6.014,0.2671,5.4905,6.5375,1.8–7.2,6.8057,6.7922,"per 100,000 population"
Georgia,2002,Both Sexes,All Ages,All Races-All Origins,563,8508256,6.6171,0.27888,6.0705,7.1637,6.5154,0.27542,5.9755,7.0552,1.8–7.2,8.1766,8.1957,"per 100,000 population"
Georgia,2003,Both Sexes,All Ages,All Races-All Origins,607,8622793,7.0395,0.28572,6.4795,7.5995,6.9438,0.28275,6.3896,7.498,1.8–7.2,8.8881,8.8765,"per 100,000 population"
Georgia,2004,Both Sexes,All Ages,All Races-All Origins,666,8769252,7.5947,0.29429,7.0179,8.1715,7.4828,0.29109,6.9122,8.0533,7.2–10.5,9.366,9.3831,"per 100,000 population"
Georgia,2005,Both Sexes,All Ages,All Races-All Origins,738,8925922,8.2681,0.30435,7.6715,8.8646,8.1931,0.3028,7.5996,8.7866,7.2–10.5,10.0884,10.0699,"per 100,000 population"
Georgia,2006,Both Sexes,All Ages,All Races-All Origins,830,9155813,9.0653,0.31466,8.4485,9.682,8.9427,0.31142,8.3323,9.5531,7.2–10.5,11.5373,11.4883,"per 100,000 population"
Georgia,2007,Both Sexes,All Ages,All Races-All Origins,923,9349988,9.8717,0.32493,9.2348,10.5085,9.6862,0.32014,9.0588,10.3137,7.2–10.5,11.9543,11.8775,"per 100,000 population"
Georgia,2008,Both Sexes,All Ages,All Races-All Origins,935,9504843,9.8371,0.32171,9.2065,10.4676,9.7082,0.31926,9.0824,10.3339,7.2–10.5,11.9864,11.8947,"per 100,000 population"
Georgia,2009,Both Sexes,All Ages,All Races-All Origins,1007,9620846,10.4669,0.32984,9.8204,11.1133,10.3199,0.32751,9.678,10.9619,7.2–10.5,12.0624,11.9388,"per 100,000 population"
Georgia,2010,Both Sexes,All Ages,All Races-All Origins,1054,9687653,10.8798,0.33512,10.223,11.5367,10.7099,0.33208,10.059,11.3608,10.5–12.8,12.4144,12.2966,"per 100,000 population"
Georgia,2011,Both Sexes,All Ages,All Races-All Origins,1058,9815210,10.7792,0.33139,10.1297,11.4287,10.6608,0.33041,10.0132,11.3084,10.5–12.8,13.2674,13.1852,"per 100,000 population"
Georgia,2012,Both Sexes,All Ages,All Races-All Origins,1056,9919945,10.6452,0.32758,10.0032,11.2873,10.5933,0.32901,9.9484,11.2381,10.5–12.8,13.2208,13.1422,"per 100,000 population"
Georgia,2013,Both Sexes,All Ages,All Races-All Origins,1098,9992167,10.9886,0.33162,10.3386,11.6386,10.8204,0.33005,10.1735,11.4673,10.5–12.8,13.9127,13.8005,"per 100,000 population"
Georgia,2014,Both Sexes,All Ages,All Races-All Origins,1206,10097343,11.9437,0.34393,11.2696,12.6178,11.8978,0.34628,11.2191,12.5765,10.5–12.8,14.7574,14.6831,"per 100,000 population"
Georgia,2015,Both Sexes,All Ages,All Races-All Origins,1302,10214860,12.7461,0.35324,12.0538,13.4385,12.6797,0.3555,11.983,13.3765,10.5–12.8,16.304,16.2923,"per 100,000 population"
Georgia,2016,Both Sexes,All Ages,All Races-All Origins,1394,10310371,13.5204,0.36212,12.8106,14.2301,13.3349,0.36209,12.6252,14.0446,12.8–16.7,19.6925,19.7851,"per 100,000 population"
Georgia,2017,Both Sexes,All Ages,All Races-All Origins,1537,10429379,14.7372,0.37591,14.0004,15.474,14.6979,0.38007,13.953,15.4428,12.8–16.7,21.5637,21.7048,"per 100,000 population"
Hawaii,1999,Both Sexes,All Ages,All Races-All Origins,80,1210300,6.6099,0.73901,5.2413,8.2266,6.5293,0.73032,5.1773,8.1262,1.8–7.2,6.0382,6.057,"per 100,000 population"
Hawaii,2000,Both Sexes,All Ages,All Races-All Origins,63,1211537,5.2,0.65514,3.9958,6.6531,5.1481,0.64904,3.9559,6.5866,1.8–7.2,6.1882,6.1749,"per 100,000 population"
Hawaii,2001,Both Sexes,All Ages,All Races-All Origins,77,1225948,6.2809,0.71577,4.9568,7.85,6.185,0.7058,4.8811,7.7302,1.8–7.2,6.8057,6.7922,"per 100,000 population"
Hawaii,2002,Both Sexes,All Ages,All Races-All Origins,77,1239613,6.2116,0.70788,4.9021,7.7635,6.1251,0.70006,4.8339,7.6554,1.8–7.2,8.1766,8.1957,"per 100,000 population"
Hawaii,2003,Both Sexes,All Ages,All Races-All Origins,92,1251154,7.3532,0.76663,5.9277,9.0181,7.1104,0.74448,5.7249,8.73,1.8–7.2,8.8881,8.8765,"per 100,000 population"
Hawaii,2004,Both Sexes,All Ages,All Races-All Origins,103,1273569,8.0875,0.79689,6.5256,9.6494,7.9546,0.78943,6.4074,9.5019,7.2–10.5,9.366,9.3831,"per 100,000 population"
Hawaii,2005,Both Sexes,All Ages,All Races-All Origins,126,1292729,9.7468,0.86832,8.0449,11.4487,9.4443,0.84856,7.7811,11.1074,7.2–10.5,10.0884,10.0699,"per 100,000 population"
Hawaii,2006,Both Sexes,All Ages,All Races-All Origins,86,1309731,6.5662,0.70806,5.2521,8.1092,6.4367,0.69923,5.1414,7.9591,1.8–7.2,11.5373,11.4883,"per 100,000 population"
Hawaii,2007,Both Sexes,All Ages,All Races-All Origins,136,1315675,10.3369,0.88638,8.5996,12.0742,10.0354,0.87103,8.3282,11.7427,7.2–10.5,11.9543,11.8775,"per 100,000 population"
Hawaii,2008,Both Sexes,All Ages,All Races-All Origins,123,1332213,9.2328,0.83249,7.6011,10.8644,8.9609,0.8163,7.361,10.5609,7.2–10.5,11.9864,11.8947,"per 100,000 population"
Hawaii,2009,Both Sexes,All Ages,All Races-All Origins,136,1346717,10.0986,0.86595,8.4014,11.7959,9.6033,0.83656,7.9637,11.243,7.2–10.5,12.0624,11.9388,"per 100,000 population"
Hawaii,2010,Both Sexes,All Ages,All Races-All Origins,151,1360301,11.1005,0.90334,9.3299,12.871,10.881,0.90309,9.111,12.6511,10.5–12.8,12.4144,12.2966,"per 100,000 population"
Hawaii,2011,Both Sexes,All Ages,All Races-All Origins,180,1374810,13.0927,0.97587,11.18,15.0054,12.3987,0.94764,10.5414,14.2561,10.5–12.8,13.2674,13.1852,"per 100,000 population"
Hawaii,2012,Both Sexes,All Ages,All Races-All Origins,155,1392313,11.1326,0.89419,9.3799,12.8852,10.9729,0.90118,9.2066,12.7392,10.5–12.8,13.2208,13.1422,"per 100,000 population"
Hawaii,2013,Both Sexes,All Ages,All Races-All Origins,158,1404054,11.2531,0.89525,9.4984,13.0078,11.0087,0.89989,9.2449,12.7725,10.5–12.8,13.9127,13.8005,"per 100,000 population"
Hawaii,2014,Both Sexes,All Ages,All Races-All Origins,157,1419561,11.0598,0.88266,9.3297,12.7898,10.8528,0.88765,9.113,12.5925,10.5–12.8,14.7574,14.6831,"per 100,000 population"
Hawaii,2015,Both Sexes,All Ages,All Races-All Origins,169,1431603,11.8049,0.90807,10.0251,13.5848,11.3281,0.89782,9.5684,13.0879,10.5–12.8,16.304,16.2923,"per 100,000 population"
Hawaii,2016,Both Sexes,All Ages,All Races-All Origins,191,1428557,13.3701,0.96743,11.474,15.2663,12.7513,0.95192,10.8855,14.617,10.5–12.8,19.6925,19.7851,"per 100,000 population"
Hawaii,2017,Both Sexes,All Ages,All Races-All Origins,203,1427538,14.2203,0.99807,12.2641,16.1765,13.7961,0.99771,11.8405,15.7516,12.8–16.7,21.5637,21.7048,"per 100,000 population"
Idaho,1999,Both Sexes,All Ages,All Races-All Origins,64,1275675,5.017,0.62712,3.8637,6.4065,5.2804,0.66091,4.0666,6.743,1.8–7.2,6.0382,6.057,"per 100,000 population"
Idaho,2000,Both Sexes,All Ages,All Races-All Origins,64,1293953,4.9461,0.61826,3.8091,6.316,5.1309,0.64249,3.9515,6.5521,1.8–7.2,6.1882,6.1749,"per 100,000 population"
Idaho,2001,Both Sexes,All Ages,All Races-All Origins,98,1319962,7.4245,0.74998,6.0275,9.048,7.8232,0.79187,6.3512,9.5339,7.2–10.5,6.8057,6.7922,"per 100,000 population"
Idaho,2002,Both Sexes,All Ages,All Races-All Origins,117,1340372,8.7289,0.80699,7.1472,10.3106,9.1332,0.84706,7.473,10.7934,7.2–10.5,8.1766,8.1957,"per 100,000 population"
Idaho,2003,Both Sexes,All Ages,All Races-All Origins,102,1363380,7.4814,0.74077,6.0295,8.9333,7.9078,0.78647,6.3664,9.4493,7.2–10.5,8.8881,8.8765,"per 100,000 population"
Idaho,2004,Both Sexes,All Ages,All Races-All Origins,98,1391802,7.0412,0.71127,5.7164,8.581,7.4015,0.75265,6.0022,9.0293,7.2–10.5,9.366,9.3831,"per 100,000 population"
Idaho,2005,Both Sexes,All Ages,All Races-All Origins,109,1428241,7.6318,0.73099,6.199,9.0645,8.0535,0.77728,6.5301,9.577,7.2–10.5,10.0884,10.0699,"per 100,000 population"
Idaho,2006,Both Sexes,All Ages,All Races-All Origins,130,1468669,8.8516,0.77633,7.3299,10.3732,9.3376,0.82597,7.7186,10.9565,7.2–10.5,11.5373,11.4883,"per 100,000 population"
Idaho,2007,Both Sexes,All Ages,All Races-All Origins,126,1505105,8.3715,0.74579,6.9098,9.8333,8.645,0.77684,7.1224,10.1676,7.2–10.5,11.9543,11.8775,"per 100,000 population"
Idaho,2008,Both Sexes,All Ages,All Races-All Origins,146,1534320,9.5156,0.78752,7.9721,11.0592,9.8008,0.82179,8.1901,11.4115,7.2–10.5,11.9864,11.8947,"per 100,000 population"
Idaho,2009,Both Sexes,All Ages,All Races-All Origins,171,1554439,11.0008,0.84125,9.3519,12.6496,11.5925,0.89798,9.8324,13.3525,10.5–12.8,12.0624,11.9388,"per 100,000 population"
Idaho,2010,Both Sexes,All Ages,All Races-All Origins,178,1567582,11.3551,0.8511,9.6869,13.0232,11.8102,0.89862,10.0489,13.5715,10.5–12.8,12.4144,12.2966,"per 100,000 population"
Idaho,2011,Both Sexes,All Ages,All Races-All Origins,193,1584985,12.1768,0.8765,10.4588,13.8947,12.86,0.94118,11.0153,14.7047,12.8–16.7,13.2674,13.1852,"per 100,000 population"
Idaho,2012,Both Sexes,All Ages,All Races-All Origins,181,1595728,11.3428,0.8431,9.6903,12.9953,11.9173,0.90237,10.1487,13.6859,10.5–12.8,13.2208,13.1422,"per 100,000 population"
Idaho,2013,Both Sexes,All Ages,All Races-All Origins,207,1612136,12.8401,0.89245,11.0909,14.5893,13.3532,0.94391,11.5032,15.2033,12.8–16.7,13.9127,13.8005,"per 100,000 population"
Idaho,2014,Both Sexes,All Ages,All Races-All Origins,212,1634464,12.9706,0.89083,11.2246,14.7166,13.7097,0.9589,11.8303,15.5891,12.8–16.7,14.7574,14.6831,"per 100,000 population"
Idaho,2015,Both Sexes,All Ages,All Races-All Origins,218,1654930,13.1728,0.89217,11.4241,14.9214,14.1941,0.98034,12.2726,16.1155,12.8–16.7,16.304,16.2923,"per 100,000 population"
Idaho,2016,Both Sexes,All Ages,All Races-All Origins,243,1683140,14.4373,0.92615,12.622,16.2526,15.2208,0.99697,13.2667,17.1749,12.8–16.7,19.6925,19.7851,"per 100,000 population"
