PropNum,Prop ID,Boro,AMPSDistrict,Prop Name,Site Name,Prop Location,Site Location,Acres,Category,Sub-Category,Rated,Reason Not Rated,Council District,ZipCode,COMMUNITYBOARD,Jurisdiction,NYSAssembly,NYSSenate,USCongress,Precinct,ComfortStation,PermitDistrict,GISBoro,GIS Site Location
QS045,QS045,Q,12,P.S. 160,,"110 Ave., Glassboro Ave., Inwood St.","110 Ave., Glassboro Ave., Inwood St.",0.784,,,0,,28,11435,412,DOE,32,10,5,103,0,,Q,"110 Ave., Glassboro Ave., Inwood St."
BS091,BS091,B,12,PS 192,,,,0.737,,Null,0,,44,11204,312,DOE,48,17,10,66,,Null,B,"48 St., 47 St. bet. 18 Ave. and 19 Ave."
QS015,QS015,Q,08,P.S. 117,,"144 St., 143 St., 85 Ave., and 85 Dr.","144 St., 143 St., 85 Ave., And 85 Dr.",0.582,,,0,,24,11435,408,DOE,24,14,6,107,0,,Q,"144 St., 143 St., 85 Ave., and 85 Dr."
BS083,BS083,B,07,P.S. 94,,51 St. between 5 Ave. and 6 Ave.,51 St. Between 5 Ave. And 6 Ave.,0.375,,,0,,38,11220,307,DOE,51,20,7,72,0,,B,51 St. between 5 Ave. and 6 Ave.
MS016,MS016,M,12,I.S. 218,,"Nagle Ave., W. 196 St. bet.ween Browdway and Ellwood St.","Nagle Ave., W. 196 St. Bet.ween Browdway And Ellwood St.",0.659,,,0,,10,10040,112,DOE,72,31,13,34,0,,M,"Nagle Ave., W. 196 St. bet.ween Browdway and Ellwood St."
BS004,BS004,B,03,P.S. 93,,31 NEW YORK AVE,31 New York Ave,0.496,Small Park,DOE Plgd,0,,36,11216,303,DOE,56,25,8,79,0,,B,Herkimer St. at New York Ave.
Q513,Q513,Q,12,Garden,,,,0.07,,,0,,28,11436,412,DPR,32,10,5,113,,,Q,120 Ave. bet. 142 St. and 142 Pl.
BS018,BS018,B,17,I.S. 232,,905 WINTHROP STREET,905 Winthrop Street,0.887,Small Park,DOE Plgd,0,,45,11203,317,DOE,58,20,9,67,0,,B,"E. 53 St., E. 52 St., Winthrop St., and Remsen Ave."
BS038,BS038,B,08,P.S. 167,,Lincoln Pl. and Schenectady Ave.,Lincoln Pl. And Schenectady Ave.,0.412,,,0,,35,11213,308,DOE,56,20,9,77,0,,B,Lincoln Pl. and Schenectady Ave.
M060A,M060A,M,05,Park Avenue Malls,,E 57 ST TO E 59 ST & PARK AVE,E 57 St To E 59 St & Park Ave,0.23,Small Park,Sitting Area/Triangle/Mall,0,,4,"10017, 10022",105,DPR,73,"28, 27",12,18,0,M-06,M,E 57 St To E 59 St and Park Av
XS010,XS010,X,05,I.S. 391,,2225 WEBSTER AVE,2225 Webster Ave,0.506,Small Park,DOE Plgd,0,,15,10457,205,DOE,86,33,15,46,0,,X,Folin St. bet.ween E. 182 St. and E. 181 St.
XS043,XS043,X,06,P.S. 234,,,,0.304,,,0,,15,10460,206,DOE,79,33,15,48,,,X,E. 179 St. bet. Mapes Ave. and Prospect Ave.
BS064,BS064,B,10,P.S. 102,,"Ridge Blvd., 3 Ave., 72 St., 71 St.","Ridge Blvd., 3 Ave., 72 St., 71 St.",0.753,,,0,,43,11209,310,DOE,64,22,11,68,0,,B,"Ridge Blvd., 3 Ave., 72 St., 71 St."
B589,B589,B,01,,,,,,,,0,,33,11222,301,Private,,,,94,,,B,Commercial St. bet. Clay St. and Box St.
MS015,MS015,M,12,P.S. 173,,Fort Washington Ave. bet.ween W 173 St. and W. 174 St.,Fort Washington Ave. Bet.ween W 173 St. And W. 174 St.,0.382,,,0,,10,10033,112,DOE,71,31,13,33,0,,M,Fort Washington Ave. bet.ween W 173 St. and W. 174 St.
RS006,RS006,R,02,P.S. 54,,1060 WILLOWBROOK RD,1060 Willowbrook Rd,0.77,Small Park,DOE Plgd,0,,50,10314,502,DOE,63,24,11,122,0,,R,Fields Ave. and Uxbridge St.
MS019,MS019,M,03,Seward Park Campus,,,,1.009,,,0,,1,10002,103,DOE,65,26,12,7,,,M,Essex St. bet. Hester St. and Grand St.
QS026,QS026,Q,12,P.S. 268,,175 St. bet.ween Jamaica Ave. and 93 Ave.,175 St. Bet.ween Jamaica Ave. And 93 Ave.,0.059,,,0,,27,11433,412,DOE,29,14,5,103,0,,Q,175 St. bet.ween Jamaica Ave. and 93 Ave.
BS067,BS067,B,10,P.S. 185,,"87 St., 86 St., Ridge Blvd.","87 St., 86 St., Ridge Blvd.",0.486,,,0,,43,11209,310,DOE,46,22,11,68,0,,B,"87 St., 86 St., Ridge Blvd."
XS011,XS011,X,05,P.S. 306,,40 WEST TREMONT AVE,40 West Tremont Ave,1.071,Small Park,DOE Plgd,0,,16,10453,205,DOE,77,29,15,46,0,,X,W. 177 St. bet.ween W. Tremont Ave. and Jerome Ave.
BS082,BS082,B,10,I.S. 187,,12 Ave. between 64 St. and 65 St.,12 Ave. Between 64 St. And 65 St.,0.634,,,0,,43,11219,310,DOE,49,22,10,68,0,,B,12 Ave. between 64 St. and 65 St.
QS032,QS032,Q,04,P.S. 89,,"Britton Ave., Gleane St., and Hampton St.","Britton Ave., Gleane St., And Hampton St.",0.229,,,0,,21,11373,404,DOE,39,13,14,110,0,,Q,"Britton Ave., Gleane St., and Hampton St."
RS023,RS023,R,01,I.S. 61,,Castleton Ave. between N. Randall Ave. and Brighton Ave.,Castleton Ave. Between N. Randall Ave. And Brighton Ave.,0.977,,,0,,49,10301,501,DOE,61,24,11,120,0,,R,Castleton Ave. between N. Randall Ave. and Brighton Ave.
BS063,BS063,B,14,P.S. 193,,"Ave. L, E. 26 St. and Bedford Ave.","Ave. L, E. 26 St. And Bedford Ave.",0.743,,,0,,48,11210,314,DOE,42,17,9,70,0,,B,"Ave. L, E. 26 St. and Bedford Ave."
BS024,BS024,B,07,P.S. 314/503,,"59 St., 60 St., and 4 Ave.","59 St., 60 St., And 4 Ave.",0.908,,,0,,38,11220,307,DOE,51,20,7,72,0,,B,"59 St., 60 St., and 4 Ave."
RS027,RS027,R,03,I.S. 24,,,,0.998,,,0,,51,10308,503,DOE,64,24,11,122,,,R,Cleveland Ave. bet. Durant Ave. and Melrose Pl.
BS089,BS089,B,07,PS 169,,,,0.111,,Null,0,,38,11232,307,DOE,51,17,7,72,,Null,B,44 St. bet. 7 Ave. and 8 Ave.
QS030,QS030,Q,09,P.S. 90,,108 St. to 109 St. bet.ween 86 Ave. and Jamaica Ave.,108 St. To 109 St. Bet.ween 86 Ave. And Jamaica Ave.,0.29,,,0,,30,11418,409,DOE,28,15,5,102,0,,Q,108 St. to 109 St. bet.ween 86 Ave. and Jamaica Ave.
QS047,QS047,Q,14,P.S. 114,,"Beach 134 St., Beach 135 St., Cronston Ave.","Beach 134 St., Beach 135 St., Cronston Ave.",0.811,,,0,,32,11694,414,DOE,23,15,5,100,0,,Q,"Beach 134 St., Beach 135 St., Cronston Ave."
QS039,QS039,Q,08,P.S. 131,,"83 Ave., 84 Ave., 170 St., 172 St.","83 Ave., 84 Ave., 170 St., 172 St.",0.553,,,0,,24,11432,408,DOE,24,11,6,107,0,,Q,"83 Ave., 84 Ave., 170 St., 172 St."
BS101,BS101,B,05,PS 72 ANNETTE P GOLDMAN,,,,0.713,,,0,,42,11208,305,DOE,60,19,8,75,,,B,Dumont Ave. bet. Shepherd Ave. and Berriman St.
QS077,QS077,Q,07,,,,,0.688,,,0,,19,11354,407,DOE,40,11,6,109,,,Q,147 Street bet. 26 Ave. and 25 Dr.
BS055,BS055,B,14,P.S. 197,,Kings Hwy bet.ween E. 22 St. and E. 23 St.,Kings Hwy Bet.ween E. 22 St. And E. 23 St.,1.157,,,0,,48,11210,314,DOE,41,17,9,70,0,,B,Kings Hwy bet.ween E. 22 St. and E. 23 St.
X044,XR-03,X,03,St. James,,,2530 Jerome Avenue,,Small Center,Recreation Center,1,,14,10468,207,DPR,78,33,13,52,0,,X,2530 Jerome Avenue
BS066,BS066,B,17,P.S. 181,,New York Ave. to E. 34 St. bet.ween Snyder Ave. and Tilden Ave.,New York Ave. To E. 34 St. Bet.ween Snyder Ave. And Tilden Ave.,0.948,,,0,,45,11203,317,DOE,42,21,9,67,0,,B,New York Ave. to E. 34 St. bet.ween Snyder Ave. and Tilden Ave.
QS025,QS025,Q,07,P.S. 24,,"Union St., Robinson St., and Holly Ave.","Union St., Robinson St., And Holly Ave.",0.447,,,0,,20,11355,407,DOE,25,16,6,109,0,,Q,"Union St., Robinson St., and Holly Ave."
BS041,BS041,B,09,P.S. 221,,Empire Blvd. bet.ween Schenectady Ave. and Troy Ave.,Empire Blvd. Bet.ween Schenectady Ave. And Troy Ave.,0.464,,,0,,35,11213,309,DOE,43,20,9,71,0,,B,Empire Blvd. bet.ween Schenectady Ave. and Troy Ave.
RS019,RS019,R,02,P.S. 41,,Otis Ave. bet.ween Hylan Blvd. and Clawson St.,Otis Ave. Bet.ween Hylan Blvd. And Clawson St.,1.139,,,0,,50,10306,502,DOE,64,24,11,122,0,,R,Otis Ave. bet.ween Hylan Blvd. and Clawson St.
BS058,BS058,B,18,P.S. 207,,"Kimball St., Coleman St., Ave. R and Fillmore Ave.","Kimball St., Coleman St., Ave. R And Fillmore Ave.",1.147,,,0,,46,11234,318,DOE,59,22,8,63,0,,B,"Kimball St., Coleman St., Ave. R and Fillmore Ave."
QS075,QS075,Q,05,P.S. 305,,,,0.253,,,0,,34,11385,405,DOE,37,12,7,104,,,Q,"Stockholm St., De Kalb Ave. bet. Seneca Ave. and Cypress Ave."
RS028,RS028,R,01,P.S. 45,,,,0.742,,,0,,49,10310,501,DOE/DPR,61,24,11,120,,,R,Davis Ave. bet. Morrison Ave. and Harvest Ave.
QS071,QS071,Q,05,PS 229 EMMANUEL KAPLAN,,,,0.52,,,0,,30,11377,405,DOE,30,15,14,104,,,Q,Maurice Ave. bet. 67 St. and 68 St.
MS011,MS011,M,12,P.S. 48,,4360-78 BROADWAY,4360-78 Broadway,0.781,Small Park,DOE Plgd,0,,10,10033,112,DOE,72,31,13,34,0,,M,Broadway bet.ween W. 185 St. and W. 187 St.
BS023,BS023,B,12,I.S. 220,,"48 St., 49 St., 8 Ave., and 9 Ave.","48 St., 49 St., 8 Ave., And 9 Ave.",0.906,,,0,,38,11220,312,DOE,49,17,7,66,0,,B,"48 St., 49 St., 8 Ave., and 9 Ave."
QS008,QS008,Q,09,P.S. 60,,91-02 88 AVE,91-02 88 Ave,0.089,Small Park,DOE Plgd,0,,32,11421,409,DOE,38,15,7,102,0,,Q,89 Ave. bet.ween Woodhaven Blvd. and 90 St.
QS029,QS029,Q,05,P.S. 113,,78 Ave. bet.ween 87 St. and 88 St.,78 Ave. Bet.ween 87 St. And 88 St.,0.97,,,0,,30,11385,405,DOE,28,15,6,104,0,,Q,78 Ave. bet.ween 87 St. and 88 St.
BS014,BS014,B,16,I.S. 392,,104 SUTTER AVE,104 Sutter Ave,0.256,Small Park,DOE Plgd,0,,41,11212,316,DOE,55,20,9,73,0,,B,Sutter Ave. and Legion St.
XS029,XS029,X,09,P.S. 36,,"Castle Hill Ave., Blackrock Ave., Watson Ave.","Castle Hill Ave., Blackrock Ave., Watson Ave.",0.783,,,0,,18,10472,209,DOE,87,34,15,43,0,,X,"Castle Hill Ave., Blackrock Ave., Watson Ave."
QS056,QS056,Q,13,PS 132,,,,0.719,,Null,0,,31,11413,413,DOE,29,14,5,105,,,Q,"132 Ave., 132 Rd. bet. 218 St. and 220 St."
BZ553,BZ553,B,07,No name,,"Rectangular planting bed in raised sidewalk, NW Park Circle, 2 of 3","Rectangular Planting Bed In Raised Sidewalk, Nw Park Circle, 2 Of 3",0.001,Greenstreet,,0,,39,11218,307,DOT,44,21,9,72,0,,B,"Rectangular planting bed in raised sidewalk, NW Park Circle, 2 of 3"
XS005,XS005,X,05,P.S. 279,,2100 WALTON AVE,2100 Walton Ave,0.6,Small Park,DOE Plgd,0,,14,10453,205,DOE,86,33,15,46,0,,X,Morris Ave. bet. E. 181 St. and W. Burnside Ave.
XS020,XS020,X,11,I.S. 135,,Holland Ave. bet.ween Mace Ave. and Waring Ave.,Holland Ave. Bet.ween Mace Ave. And Waring Ave.,0.698,,,0,,13,10467,211,DOE,80,34,14,49,0,,X,Holland Ave. bet.ween Mace Ave. and Waring Ave.
BS096,BS096,B,04,P.S. 274,,,,1.071,,,0,,34,11221,304,DOE,54,18,7,104,,,B,Broadway bet. De Kalb Ave. and Kosciuszko St.
M103,MR-12,M,12,Tony Dapolito,,,1 Clarkson Street,,Large Center,Recreation Center,1,,3,10014,102,DPR,66,27,10,6,0,,M,"1 Clarkson Street, New York, NY 10014"
BS029,BS029,B,11,P.S. 205,,68 St. bet.ween 20 Ave. and 21 Ave.,68 St. Bet.ween 20 Ave. And 21 Ave.,0.978,,,0,,44,11204,311,DOE,49,22,10,62,0,,B,68 St. bet.ween 20 Ave. and 21 Ave.
BS071,BS071,B,17,I.S. 252,,"E. 95 St., E. 94 St., Lenox Rd.","E. 95 St., E. 94 St., Lenox Rd.",0.981,,,0,,41,11212,317,DOE,58,20,9,67,0,,B,"E. 95 St., E. 94 St., Lenox Rd."
QS034,QS034,Q,12,P.S. 45,,Sutter Ave. bet.ween 149 St. and 150 St.,Sutter Ave. Bet.ween 149 St. And 150 St.,0.696,,,0,,28,11436,412,DOE,32,10,5,113,0,,Q,Sutter Ave. bet.ween 149 St. and 150 St.
BS009,BS009,B,06,P.S. 321,,180 7TH AVENUE,180 7th Avenue,0.705,Small Park,DOE Plgd,0,,39,11215,306,DOE,52,20,9,78,0,,B,"1 St., 2 St., 6 Ave., and 7 Ave."
QS049,QS049,Q,10,P.S. 96,,"130 St., Rockaway Blvd., Lincoln St.","130 St., Rockaway Blvd., Lincoln St.",1.04,,,0,,28,11420,410,DOE,31,10,5,106,0,,Q,"130 St., Rockaway Blvd., Lincoln St."
QS010,QS010,Q,09,P.S. 51,,117 St. bet.ween Jamaica Ave. and 89 Ave.,117 St. Bet.ween Jamaica Ave. And 89 Ave.,0.103,,,0,,29,11418,409,DOE,24,10,5,102,0,,Q,117 St. bet.ween Jamaica Ave. and 89 Ave.
BS076,BS076,B,14,P.S. 249,,"Marlborough Rd., Rugby Rd., Caton Ave.","Marlborough Rd., Rugby Rd., Caton Ave.",0.758,,,0,,40,11226,314,DOE,42,21,9,70,0,,B,"Marlborough Rd., Rugby Rd., Caton Ave."
QS027,QS027,Q,05,P.S. 153,,"60 Rd., 60 La., and 60 Ave.","60 Rd., 60 La., And 60 Ave.",0.814,,,0,,30,11378,405,DOE,30,15,6,104,0,,Q,"60 Rd., 60 La., and 60 Ave."
MS017,MS017,M,04,P.S. 111,,,,0.697,,,0,,3,10019,104,DOE,67,27,10,18,,,M,10 Ave. bet. W. 52 St. and W. 53 St.
QS012,QS012,Q,07,P.S. 79,,149 St. bet. 15 Rd. and 15 Dr.,149 St. Bet. 15 Rd. And 15 Dr.,1.058,,,0,,19,11357,407,DOE,26,11,3,109,0,,Q,149 St. bet. 15 Rd. and 15 Dr.
RS008,RS008,R,03,P.S. 36,,255 IONIA AVENUE,255 Ionia Avenue,1.337,Small Park,DOE Plgd,0,,51,10312,503,DOE,62,24,11,123,0,,R,Ionia Ave. bet.ween Belfield Ave. and Jefferson Blvd.
BS032,BS032,B,08,P.S. 243,,Bergen St. bet.ween Troy Ave. and Schenectady Ave.,Bergen St. Bet.ween Troy Ave. And Schenectady Ave.,0.707,,,0,,36,11213,308,DOE,56,25,9,77,0,,B,Bergen St. bet.ween Troy Ave. and Schenectady Ave.
BZ549,BZ549,B,07,Greenstreet,,Oval @ Ocean Py & Park Circle,Oval @ Ocean Py & Park Circle,0.014,Greenstreet,Type 1,0,,39,11218,307,DOT,44,21,9,72,0,,B,Oval @ Ocean Py & Park Circle
QS018,QS018,Q,04,P.S. 19,,99 St. and 41 Ave.,99 St. And 41 Ave.,0.047,,,0,,21,11368,404,DOE,34,13,14,110,0,,Q,99 St. and 41 Ave.
BS081,BS081,B,04,I.S. 291,,Knickerbocker Ave. between Palmetto St. and Gates Ave.,Knickerbocker Ave. Between Palmetto St. And Gates Ave.,0.817,,,0,,37,11221,304,DOE,53,18,7,104,0,,B,Knickerbocker Ave. between Palmetto St. and Gates Ave.
BS007,BS007,B,07,P.S. 24,,427 38TH STREET,427 38th Street,0.304,Small Park,DOE Plgd,0,,38,11232,307,DOE,51,20,7,72,0,,B,427 38th Street
BS059,BS059,B,04,P.S. 384,,Knickerbocker Ave. bet.ween Cooper St. and Moffat St.,Knickerbocker Ave. Bet.ween Cooper St. And Moffat St.,0.83,,,0,,37,11207,304,DOE,54,18,7,83,0,,B,Knickerbocker Ave. bet.ween Cooper St. and Moffat St.
QS016,QS016,Q,07,P.S. 129,,9 Ave. bet.ween 128 St. and 129 St.,9 Ave. Bet.ween 128 St. And 129 St.,0.82,,,0,,19,11356,407,DOE,27,11,14,109,0,,Q,9 Ave. bet.ween 128 St. and 129 St.
BS040,BS040,B,08,I.S. 394,,Prospect Pl. bet.ween Utica Ave. and Rochester Ave.,Prospect Pl. Bet.ween Utica Ave. And Rochester Ave.,1.733,,,0,,36,11213,308,DOE,55,25,9,77,0,,B,Prospect Pl. bet.ween Utica Ave. and Rochester Ave.
MZ25,MZ25,M,01,Elizabeth H. Berger Plaza,,EDGAR ST & GREENWICH ST & TRINITY PL,Edgar St & Greenwich St & Trinity Pl,0.128,Greenstreet,Type 1,1,,1,10006,101,DOT,65,26,10,1,0,,M,"Edgar St, Greenwich St, and Trinity Pl"
BS053,BS053,B,15,P.S. 238,,"E. 9 St., E. 8 St., Ave. P and Quentin Rd.","E. 9 St., E. 8 St., Ave. P And Quentin Rd.",0.995,,,0,,44,11223,315,DOE,45,22,11,61,0,,B,"E. 9 St., E. 8 St., Ave. P and Quentin Rd."
XS025,XS025,X,12,P.S. 68,,"Monticello Ave., Hill Ave., and Strang Ave.","Monticello Ave., Hill Ave., And Strang Ave.",0.401,,,0,,12,10466,212,DOE,83,36,16,47,0,,X,"Monticello Ave., Hill Ave., and Strang Ave."
QZ660,QZ660,Q,14,GREENSTREET,,BEACH CHANNEL DR & 116 ST (MEDIAN),Beach Channel Dr & 116 St (median),0.008,Greenstreet,Type 1,0,Removed by DOT as of 2019 AB.,32,11694,414,DOT,23,15,5,100,0,,Q,Beach Channel Dr & B116 St & Newport Av (median)
RS021,RS021,R,01,P.S. 30,,"The Boulevard, Fiske Ave. Wardwell Ave., and Leonard Ave.","The Boulevard, Fiske Ave. Wardwell Ave., And Leonard Ave.",0.31,,,0,,49,10314,501,DOE,63,24,11,120,0,,R,"The Boulevard, Fiske Ave. Wardwell Ave., and Leonard Ave."
MS018,MS018,M,10,P.S. 154,,,,0.757,,,0,,9,11208,110,DOE,70,30,13,28,,,M,W. 126 St. bet. Fredrick Douglass Blvd. and Adam C. Powell Blvd.
BS062,BS062,B,12,P.S. 131,,"Ft. Hamilton Pkwy., bet.ween 43 St. and 44 St.","Ft. Hamilton Pkwy., Bet.ween 43 St. And 44 St.",0.598,,,0,,39,11219,312,DOE,44,17,10,66,0,,B,"Ft. Hamilton Pkwy., bet.ween 43 St. and 44 St."
QS064,QS064,Q,10,PS 124,,,,0.815,,Null,0,,28,11420,410,DOE,31,10,5,106,,Null,Q,S Conduit Ave. bet. 129 St. and 130 St.
XS030,XS030,X,12,P.S. 78,,Fish Ave. between Needham Ave. and Hicks St.,Fish Ave. Between Needham Ave. And Hicks St.,0.519,,,0,,12,10469,212,DOE,83,36,16,47,0,,X,Fish Ave. between Needham Ave. and Hicks St.
BS021,BS021,B,17,P.S. 268,,133 EAST 53 STREET,133 East 53 Street,0.391,Small Park,DOE Plgd,0,,45,11203,317,DOE,58,20,9,67,0,,B,E. 53 St. bet.ween Winthrop St. and Clarkson Ave.
RS022,RS022,R,03,P.S. 3,,"Cordelia Ave., Latourette St., S. Goff Ave., and Everett Pl.","Cordelia Ave., Latourette St., S. Goff Ave., And Everett Pl.",1.045,,,0,,51,10309,503,DOE,62,24,11,123,0,,R,"Cordelia Ave., Latourette St., S. Goff Ave., and Everett Pl."
MS002,MS002,M,12,P.S./I.S. 187,,349 CABRINI BLVD,349 Cabrini Blvd,0.888,Small Park,DOE Plgd,0,,7,10040,112,DOE,71,31,13,34,0,,M,Cabrini Blvd. bet.ween W. 187 St. and W. 190 St.
QS055,QS055,Q,01,P.S. 151,,50 St. bet. 31 Ave. and 30 Ave.,50 St. Bet. 31 Ave. And 30 Ave.,0.608,,,0,,39,11377,401,DOE,30,12,14,114,0,,Q,50 St. bet. 31 Ave. and 30 Ave.
BS085,BS085,B,14,P.S. 369 Annex,,Snyder Ave. bet.ween Flatbush Ave. and Bedford Ave.,Snyder Ave. Bet.ween Flatbush Ave. And Bedford Ave.,0.398,,,0,,40,11226,314,DOE,42,21,9,70,0,,B,Snyder Ave. bet.ween Flatbush Ave. and Bedford Ave.
QS073,QS073,Q,12,PS 118 LORRAINE HANSBERRY,,,,0.606,,,0,,27,11412,412,DOE,33,14,5,113,,,Q,110 Rd. bet. 190 Pl. and 191 St.
QS006,QS006,Q,05,I.S. 73,,70-02 54 AVE,70-02 54 Ave,0.625,Small Park,DOE Plgd,0,,30,11378,405,DOE,30,15,6,104,0,,Q,71 St. bet.ween 54 Ave. and Grand Ave.
QS059,QS059,Q,03,IS 145,,,,0.722,,Null,0,,25,11372,403,DOE,34,13,14,115,,Null,Q,Northern Blvd. bet. 79 St. and 80 St.
BS052,BS052,B,13,P.S. 209,,"Coney Island Ave., Manor Ct., and Ave. Z","Coney Island Ave., Manor Ct., And Ave. Z",1.331,,,0,,48,11235,313,DOE,45,23,11,60,0,,B,"Coney Island Ave., Manor Ct., and Ave. Z"
XS041,XS041,X,03,P.S. 146,,,,0.719,,Null,0,,16,10456,203,DOE,79,32,15,42,,Null,X,Cauldwell Ave. bet. E 165 St. and E 169 St.
XS012,XS012,X,09,P.S. 138,,"Lafayette Ave., Virgil Pl., Olmstead Ave., and Pugsley Ave.","Lafayette Ave., Virgil Pl., Olmstead Ave., And Pugsley Ave.",0.509,,,0,,18,10473,209,DOE,87,34,15,43,0,,X,"Lafayette Ave., Virgil Pl., Olmstead Ave., and Pugsley Ave."
RS030,RS030,R,01,,,,,1.162,,,0,,49,10310,501,DOE,61,23,11,,,,Q,35 Greenleaf Ave.
B085,BR-03,B,03,Metropolitan,,,261 Bedford Avenue,,Small Center,Recreation Center,1,,34,11211,301,DPR,50,18,7,90,0,,B,261 Bedford Avenue
XS038,XS038,X,11,PS 108,,,,0.736,,Null,0,,13,10461,211,DOE,80,34,14,49,,Null,X,"Hering Ave., Yates Ave. bet. Neill Ave. and Rhinelander Ave."
XS001,XS001,X,07,P.S. 340,,25 WEST 195TH STREET,25 West 195th Street,0.976,Small Park,DOE Plgd,0,,11,10468,207,DOE,81,34,13,52,0,,X,W. 195 St. and Jerome Ave.
XS002,XS002,X,10,P.S./I.S. 194,,2365 WATERBURY AVE,2365 Waterbury Ave,0.058,Small Park,DOE Plgd,0,,13,10462,210,DOE,82,34,14,45,0,,X,End of Parker St. at Westchester Ave.
QS031,QS031,Q,06,P.S. 144,,Juno St. to Kessel St. bet.ween 69 Ave. and 70 Ave.,Juno St. To Kessel St. Bet.ween 69 Ave. And 70 Ave.,1.446,,,0,,29,11375,406,DOE,28,15,6,112,0,,Q,Juno St. to Kessel St. bet.ween 69 Ave. and 70 Ave.
BS012,BS012,B,14,P.S. 6,,15 SNYDER AVE,15 Snyder Ave,0.14,Small Park,DOE Plgd,0,,40,11226,314,DOE,42,21,9,70,0,,B,Snyder Ave. bet.ween Flatbush Ave. and Bedford Ave.
BS016,BS016,B,05,P.S. 328,,330 ALABAMA AVE,330 Alabama Ave,0.658,Small Park,DOE Plgd,0,,42,11207,305,DOE,60,19,8,75,0,,B,"Alabama Ave., Williams Ave., and Sutter Ave."
XS021,XS021,X,09,I.S. 123,,Watson Ave. bet.ween Stratford Ave. and Morrison Ave.,Watson Ave. Bet.ween Stratford Ave. And Morrison Ave.,0.73,,,0,,18,10472,209,DOE,85,32,15,43,0,,X,Watson Ave. bet.ween Stratford Ave. and Morrison Ave.
XS031,XS031,X,02,P.S. 130,,Macy Pl. between Hewitt Pl. and Prospect Ave.,Macy Pl. Between Hewitt Pl. And Prospect Ave.,0.652,,,0,,17,10455,202,DOE,84,32,15,41,0,,X,Macy Pl. between Hewitt Pl. and Prospect Ave.
XS028,XS028,X,08,P.S. 7,,W. 232 St. bet.ween Corlear Ave. and Kingsbridge Ave.,W. 232 St. Bet.ween Corlear Ave. And Kingsbridge Ave.,0.389,,,0,,11,10463,208,DOE,81,33,13,50,0,,X,W. 232 St. bet.ween Corlear Ave. and Kingsbridge Ave.
RS007,RS007,R,02,P.S. 11,,50 JEFFERSON STREET,50 Jefferson Street,0.735,Small Park,DOE Plgd,0,,50,10304,502,DOE,63,24,11,122,0,,R,"Jefferson St., Cromwell Ave., Plattsburg St., Garretson Ave."
BS069,BS069,B,15,I.S. 234,,E. 18 St. at Ave. S,E. 18 St. At Ave. S,0.427,,,0,,48,11229,315,DOE,45,17,9,61,0,,B,E. 18 St. at Ave. S
BS073,BS073,B,11,P.S. 229,,"14 Ave., Benson Ave., Bay 7 St.","14 Ave., Benson Ave., Bay 7 St.",0.652,,,0,,43,11228,311,DOE,46,22,11,62,0,,B,"14 Ave., Benson Ave., Bay 7 St."
QS019,QS019,Q,12,P.S. 123,,"145 St., Inwood St., 119 Ave., and Foch Blvd.","145 St., Inwood St., 119 Ave., And Foch Blvd.",0.827,,,0,,28,11436,412,DOE,32,10,5,113,0,,Q,"145 St., Inwood St., 119 Ave., and Foch Blvd."
BS048,BS048,B,12,P.S. 99,,"E. 9 St., E. 10 St., Ave. K","E. 9 St., E. 10 St., Ave. K",0.378,,,0,,44,11230,312,DOE,48,17,10,66,0,,B,"E. 9 St., E. 10 St.,  bet. Ave. K and Ave. L"
QS022,QS022,Q,05,I.S. 77,,Cypress Ave. bet.ween Centre St. and George St.,Cypress Ave. Bet.ween Centre St. And George St.,0.243,,,0,,34,11385,405,DOE,38,12,7,104,0,,Q,Cypress Ave. bet.ween Centre St. and George St.
BS010,BS010,B,14,P.S. 139,,330 RUGBY ROAD,330 Rugby Road,0.501,Small Park,DOE Plgd,0,,40,11226,314,DOE,44,17,9,70,0,,B,Cortelyou Rd. and Rugby Rd.
BS028,BS028,B,18,P.S. 203,,E. 51 St. bet.ween Ave. M and Ave. L,E. 51 St. Bet.ween Ave. M And Ave. L,1.062,,,0,,46,11234,318,DOE,59,19,8,63,0,,B,E. 51 St. bet.ween Ave. M and Ave. L
QS048,QS048,Q,13,P.S. 52,,Guy R Brewer Bl. between 146 Dr. and 146 Te.,Guy R Brewer Bl. Between 146 Dr. And 146 Te.,1.438,,,0,,31,11434,413,DOE,31,10,5,105,0,,Q,Guy R Brewer Bl. between 146 Dr. and 146 Te.
XS004,XS004,X,07,P.S. 15,,2195 ANDREWS AVE,2195 Andrews Ave,0.476,Small Park,DOE Plgd,0,,14,10453,207,DOE,86,33,15,52,0,,X,Hall of Fame Ter. bet.ween Andrews Ave. N. and Dr M. L. Kind Blvd.
BS065,BS065,B,10,P.S. 104,,Gelston Ave. bet.ween 90 St. and 92 St.,Gelston Ave. Bet.ween 90 St. And 92 St.,0.631,,,0,,43,11209,310,DOE,46,22,11,68,0,,B,Gelston Ave. bet.ween 90 St. and 92 St.
RS009,RS009,R,03,P.S. 6,,555 PAGE AVE,555 Page Ave,0.951,Small Park,DOE Plgd,0,,51,10309,503,DOE,62,24,11,123,0,,R,Page Ave. bet.ween Academy Ave. and Bartow Ave.
RS024,RS024,R,01,PS 57,,,,1.174,,Null,0,,49,10304,501,DOE,61,23,11,120,,Null,R,Palma Dr. bet. Oder Ave. and Hanover Ave.
