County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference
Onondaga,Skaneateles Farmers' Market-Thursday,1 East Austin St. Austin Park Pavilion,One E. Austin St,Skaneateles,NY,13152,Sue Murphy,3157279320,http://www.townofskaneateles.com,Thurs 3:30pm-6:30pm,May 21-October 15,P/M,Y,N,N,Y,42.95089,-76.4309,"(42.95089, -76.4309)"
Erie,Clinton Bailey Tues Farmers' Market,1443-1517 Clinton St. Buffalo,Bailey Ave and Clinton St,Buffalo,NY,14206,Sharon Baldi,7162080003,http://www.clintonbaileymarket.com,Tuesday 4am-6pm,May 2-October 31,P/M,N,Y,N,Y,42.87206,-78.81997,"(42.87206, -78.81997)"
Cayuga,Auburn Tue Farmers' Co-op Market,96 State Street  Curley's Restaurant Pkg Lot,96 State Street,Auburn,NY,13021,Mark Soper,3157048609,http://www.auburnfarmerscoopmarketinc.com,Tue 7am-2pm,June 2-October 27,M,Y,Y,N,Y,42.93401,-76.57007,"(42.93401, -76.57007)"
Seneca,Seneca Falls Farmers' Market,People's Park  15 Water St.,Water St and Bridge St,Seneca Falls,NY,13148,Gregg Zellers,3153384359,http://www.senecamarket.com,Tuesday  3pm-7pm,June 16-October 13,M,N,Y,N,Y,42.91008,-76.80086,"(42.91008, -76.80086)"
Nassau,Kennedy Plaza Long Beach Farmers' Market,1 West Chester St. Long Beach,1 West Chester St,Long Beach,NY,11561,Bernadette Martin,5166705311,http://www.ligreenmarket.org,"Wednesday 9am-2pm, Saturday 9am-2pm",May 25-November 23,P/M,N,N,N,Y,40.58943,-73.66592,"(40.58943, -73.66592)"
New York,Columbia Sun Greenmarket,2910 Broadway btwn W 114th &  W 115th Sts.,Broadway and West 115th St,New York,NY,10027,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Sunday  8am-3pm,Year-round,YR,N,Y,N,Y,40.8073,-73.9643,"(40.8073, -73.9643)"
Westchester,Fable: From Farm to Table Farm Stand,1311 Kitchawan Rd.  Ossining,1311 Kitchawan Road,Ossining,NY,10562,Tom Deacon,9148620205,http://www.fablefoods.com,Sat/Sun  10am-3pm,Year-Round,YR,N,N,N,Y,41.21059,-73.81496,"(41.21059, -73.81496)"
Monroe,Village of Fairport Farmers' Market,"58 S. Main St. parking lot, behind Bank of America",58 South Main St,Fairport,NY,14450,Fritz May,5852236795,http://www.fairportny.com,Saturday  7am-12pm,May 2-November 21,P/M,Y,N,N,Y,43.09992,-77.44214,"(43.09992, -77.44214)"
Oneida,City of Utica Farmers' Market,Chancellor Park Elizabeth St.,Bleeker St and 1st St,Utica,NY,13501,Thalia Hunter,3157920114,,Wednesday  8am-5pm,June 24-October 28,M,Y,Y,N,Y,43.10043,-75.22483,"(43.10043, -75.22483)"
St. Lawrence,Potsdam Farmers' Market,Main St. near Ives Park adjacent to Clarkson Inn,Main St and Union St,Potsdam,NY,13676,Jennifer McAvoy,3155282454,http://www.facebook.com/thepotsdamfarmersmarket,Saturday  9am-2pm,May 9-October31,P/M,N,Y,N,Y,44.66865,-74.98493,"(44.66865, -74.98493)"
Rensselaer,Veggie Mobile-Renwyck Place,18 4th Ave. Rensselaer,18 4th Ave,Rensselaer,NY,12144,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 11:30am-12pm,Year-round,YR,N,Y,Y,Y,42.63925,-73.73936,"(42.63925, -73.73936)"
Clinton,Shield's Vegetables Farm Stand,6303 State Route 22  Plattsburgh,6303 State Route 22,Plattsburgh,NY,12901,Sam Dyer,5185610473,http://www.facebook.com/shieldsvegetables/,Daily  10am-6pm,July- October 31,M,Y,Y,N,Y,44.73789,-73.47064,"(44.73789, -73.47064)"
Monroe,Rochester Public Market -Thursday,280 N. Union St. off East Main St.,280 North Union St.,Rochester,NY,14609,Cindy De Coste,5854286907,http://www.cityofrochester.gov/publicmarket,Thursday  6am-1pm,Year-round,YR,Y,Y,Y,Y,43.1657,-77.59016,"(43.1657, -77.59016)"
Onondaga,Baltimore Woods WINTER Farmers' Market,"Baltimore Woods Nature Center, 4007 Bishop Hill Road",4007 Bishop Hill Road,Marcellus,NY,13108,Sue Jones,3156731350,https://www.facebook.com/winterfarmersmarketatbaltimorewoods/,2nd Saturday  10am-1pm,November-April,M/X/W/P,N,N,N,Y,42.964885,-76.344609,"(42.964885, -76.344609)"
Orange,Kirby Farm Hemlock Grove Farm Stand,25 Kinne Lane Middletown,25 Kinne Lane,Middletown,NY,10940,Charles F. Kirby,8453552718,,Daily 8am-6pm,Year-round,YR,N,N,N,Y,41.40479,-74.50332,"(41.40479, -74.50332)"
Otsego,Cooperstown Saturday Farmers' Market,101 Main St. in Pioneer Alley near Keybank,101 Main St,Cooperstown,NY,13326,Ellen Pope,6075478881,http://www.cooperstownfarmersmarket.org,"Jan-Apr 10am-2pm, May-Dec 9am-2pm",Year-round,YR,Y,Y,N,Y,42.70001,-74.92526,"(42.70001, -74.92526)"
Westchester,Pleasantville WINTER Farmers' Market,"Pleasantville Middle School, 40 Romer Ave",40 Romer Ave,Pleasantville,NY,10570,Steven Bates,9142054545,http://www.pleasantvillefarmersmarket.org,Saturday  8:30am-1pm,December 7-March 28,X/W,N,Y,N,Y,41.134501,-73.785274,"(41.134501, -73.785274)"
Sullivan,Callicoon Farmers' Market,Callicoon Creek Park  A Dorrer Drive,A Dorrer Drive,Callicoon,NY,12723,Alan Carroll,9142628979,http://www.callicoonfarmersmarket.org,Sunday  11am-2pm,March 22-November 29,P/M,N,N,N,Y,41.76559,-75.05797,"(41.76559, -75.05797)"
Bronx,Harvest Home St. Marys Park Farm Stand,E 149th St. btwn St. Ann & Jackson Aves.,646 E 149th St,Bronx,NY,10455,Maritza Owens,2128283361,http://www.harvesthomefm.org,Thursday  8am-4pm,June 4-November 19,M,Y,Y,N,Y,40.81099,-73.91173,"(40.81099, -73.91173)"
Jefferson,Clayton Chamber of Commerce Farmers' Market,Village Park Circle 425 Mary St.,425 Mary Street,Clayton,NY,13624,Tricia Bannister,3156863771,http://www.1000islands-clayton.com,Thursday  10am-4pm,June 4-September 24,M,Y,N,N,Y,44.23992,-76.08508,"(44.23992, -76.08508)"
Niagara,Lockport Community WINTER Farmers' Market,210 Walnut St.,210 Walnut Street,Lockport,NY,14094,Jessica Dittly,7164340212,http://www.lockportcommunitymarket.com,1st & 3rd Saturday  10am-2pm,November 2-May 16,M/X/W/P,N,Y,N,Y,43.16982,-78.68755,"(43.16982, -78.68755)"
Fulton,Johnstown Farmers' Market,City Park West Main St.,Main and William,Johnstown,NY,12095,Michael Tillson,5188829306,http://www.fmfma.org,Tuesday  3pm-6pm,June 23-October 13,M,N,N,N,Y,43.00636,-74.37421,"(43.00636, -74.37421)"
Bronx,Harvest Home Jacobi Hospital Fri Farmers Market,1400 Pelham Parkway,1400 Pelham Parkway,Bronx,NY,10461,Maritza Owens,2128283361,http://www.harvesthomefm.org,Fri  8am-4pm,May 15-November 20,P/M,Y,Y,N,Y,40.85738,-73.84631,"(40.85738, -73.84631)"
Cattaraugus,Perfectly Blended Farm Farm Stand,3819 Riceville Rd. Machias,3819 Riceville Rd,Machias,NY,14101,Melissa Keller,7162580645,http://www.perfectlyblendedfarm.com,Friday 5pm-8pm                        Sat/Sun 10am-2pm,May 2-October 17,P/M,Y,N,N,Y,42.43378,-78.51896,"(42.43378, -78.51896)"
Suffolk,Schneider's Farm Stand,316 Old Country Rd.  Melville,316 Old Country Road,Melville,NY,11747,Mary Schneider,6316735844,http://www.schneidersfarmmelville.com,Daily  9am-6pm,April 23-December 24,P/M/X,Y,N,N,Y,40.80186,-73.39911,"(40.80186, -73.39911)"
Kings,Brooklyn Borough Hall Saturday Greenmarket,211 Montague St. Supreme Court Plaza,Court St and Montague St,Brooklyn,NY,11201,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Saturday 8am-4pm,Year-round,YR,N,Y,N,Y,40.69374,-73.99043,"(40.69374, -73.99043)"
Kings,Cortelyou Greenmarket,Cortelyou Rd. btwn Argyle & Rugby Rds.,1399 Cortelyou Rd,Brooklyn,NY,11226,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/brooklyn/cortelyou,Sunday  8am-3pm,Year-round,YR,N,Y,N,Y,40.64044,-73.96617,"(40.64044, -73.96617)"
Albany,Delmar Saturday Farmers' Market,"Elm Ave Park (new for May start), 261 Elm ave",261 Elm Ave,Delmar,NY,12054,Ken Myer,5184871991,http://www.delmarmarket.org,Saturday  9am-1pm,May 16-December 19,P/M,Y,Y,N,Y,42.60116,-73.84,"(42.60116, -73.84)"
Warren,Glens Falls Farmers' Market,South Street Market Pavilion,25 South Street,Glens Falls,NY,12801,Richard Sandora,5187920438,http://www.gffma.com,Saturday  8am-12pm,May 2-October 31,P/M,Y,Y,Y,Y,43.3099,-73.64699,"(43.3099, -73.64699)"
Oneida,Kids Farm Market,9282 Kellogg Rd Washington Mills,9282 Kellogg Rd,Washington Mills,NY,13479,Amy Braun,3157377171,https://m.facebook.com/profile.php?id=188960021191060,Daily 9am-6pm,May 1-December 24,P/M,N,N,N,Y,43.05287,-75.2725,"(43.05287, -75.2725)"
Schoharie,Schoharie Co. Festival Sat Farmers' Market,"McCarthy Tire Center parking lot, 942 E. Main Rt. 7E Cobleskill",942 E. Main Rt. 7E,Cobleskill,NY,12043,Donna Olsen,5182842609,,Saturday  10am-2pm,July 11-October 10,M,N,Y,N,Y,42.68005,-74.46673,"(42.68005, -74.46673)"
Orleans,Circle R Farm Market,13490 Roosevelt Highway  Waterport,13490 Roosevelt Highway,Waterport,NY,14571,Laurie Gregori,5856824435,http://www.facebook.com/CircleRFruitFarms/,Daily  9am-8pm,May 15-October 15,P/M,Y,N,N,Y,43.36049,-78.24848,"(43.36049, -78.24848)"
Monroe,Brighton WINTER Farmers' Market,Brookside Center  220 Idlewood Rd. Rochester,220 Idlewood Road,Rochester,NY,14618,Sue Gardner-Smith,5852698918,http://www.brightonfarmersmarket.org,Sunday  1pm-4pm,Dec 1-May 3,X/W/P,N,Y,N,Y,43.11275,-77.56809,"(43.11275, -77.56809)"
Queens,Forest Hills Greenmarket,10628 Queens Blvd. at 70th Ave. near Post Office,106-28 Queens Blvd.,Queens,NY,11375,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/queens/forest-hills,Sunday  8am-2pm,Year-Round,YR,N,Y,N,Y,40.72193,-73.84676,"(40.72193, -73.84676)"
Dutchess,Beacon WINTER Farmers' Market,413 Main St. Beacon VFW Hall,413 Main Street,Beacon,NY,12508,Paloma Wake,5108514865,http://www.beaconfarmersmarket.org,Sunday  10am-2pm,December 8-April 26,X/W/P,N,Y,N,Y,41.50321,-73.96674,"(41.50321, -73.96674)"
New York,Harvest Home Metropolitan Farmers' Market,2nd Ave.between East 99th St. & E97th St,2nd Ave. at East 99th St.,New York,NY,10029,Maritza Owens,2128283361,http://www.harvesthomefm.org,Friday  8am-4pm,June 6-November 20,M,Y,Y,N,Y,40.78553,-73.94615,"(40.78553, -73.94615)"
New York,Harvest Home Lenox Ave. Farmers' Market,Lenox Ave. btwn W 117th & W 118th Sts. New York,150 Lenox Avenue,New York,NY,10027,Maritza Owens,2128283361,http://www.harvesthomefm.org,Saturday  8am-4pm,June 13-November 21,M,Y,Y,N,Y,40.80295,-73.9489,"(40.80295, -73.9489)"
Albany,Veggie Mobile-South Mall Towers,101 S. Pearl St. Albany,101 South Pearl Street,Albany,NY,12207,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri  11am-12:15pm,Year-round,YR,N,Y,Y,Y,42.6465,-73.75482,"(42.6465, -73.75482)"
Orange,West Point/Town of Highlands Farmers' Market,"Main St. Municipal lot Highland Falls, across from Visitor's Center",Main St and Cozzens Ave,Highlands,NY,10928,Joanne Devereaux,8454462459,http://www.facebook.com/WPTOHfarmersmarket/,Sunday  9am-2pm,June 14-October 28,M,Y,N,N,Y,41.3723,-73.96434,"(41.3723, -73.96434)"
Erie,Broadway Farmers' Market,999 Broadway Buffalo parking entrances on Gibson or Lombard St.,999 Broadway,Buffalo,NY,14212,Kathleen Peterson,7168930705,,Mon-Sat  8am-5pm,year-round,YR,N,Y,N,Y,42.893162,-78.837667,"(42.893162, -78.837667)"
Erie,Kwilos Farm Farm Stand,7678 Erie Rd.  Derby,7678 Erie Rd.,Derby,NY,14074,Joseph Kwilos,7165496201,,"Mon-Sat  10am-6pm, Sunday  10am-4pm",May 8-October 31,P/M,Y,N,N,Y,42.67729,-79.02178,"(42.67729, -79.02178)"
Rensselaer,Veggie Mobile Sprout-Public Library Sr. Ctr,1501 Broadway #1 Watervliet,1501 Broadway,Watervliet,NY,12189,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 2pm-2:45pm,Year-round,YR,N,Y,Y,Y,42.72629,-73.70008,"(42.72629, -73.70008)"
Niagara,Niagara Falls City Monday Market,19th St. & Pine Ave.,1800-1808 Pine Ave,Niagara Falls,NY,14301,Victor Muto,7167540798,http://www.local-farmers-markets.com/market/3569/niagara-falls/niagara-falls-city-market,Monday  9am-3pm,Year-round,YR,Y,N,N,Y,43.09513,-79.03972,"(43.09513, -79.03972)"
Saratoga,Saratoga WINTER Farmers' Market,"Wilton Mall 3065 NY-50 Saratoga Springs, In Parking lot near Bon-Ton",3065 NY-50,Saratoga Springs,NY,12866,Justine Denison,5186642510,http://www.saratogafarmersmarket.org/saratoga-farmers-market/,Saturday  9:30am-1:30pm,"November 2-May 16,2020",M/X/W/P,N,Y,N,Y,43.06464,-73.79044,"(43.06464, -73.79044)"
Clinton,Champlain Farmers' Market,Paquette Park Gazebo Main Street (rte 9),Main Street,Champlain,NY,12919,Janet McFetridge,5182984152,http://www.vchamplain.com/,Saturday  9am-12pm,June 15-September 15,M,Y,N,N,Y,44.98721,-73.44961,"(44.98721, -73.44961)"
Lewis,Colwell's Farm Stand and Garden Center,6007 State Route 12 Glenfield,6007 State Route 12,Glenfield,NY,13343,Michael Colwell,3153767402,http://www.colwellsfarmmarket.com,Daily 9am-6pm,April 1-December 20,P/M/X,Y,Y,N,Y,43.71844,-75.41148,"(43.71844, -75.41148)"
Westchester,Saint John's Church Farmers' Market,Church Courtyard 1 Hudson St. Yonkers,1 Hudson St,Yonkers,NY,10701,George M. Morrison,9149633033,http://stjohnsfarmersmarket.blogspot.com,Thursday  7am-4pm,July 9-November 19,M,Y,N,N,Y,40.93364,-73.89879,"(40.93364, -73.89879)"
Suffolk,Thera Farms Farm Stand,1725 Brentwood Road corner of commack rd Brentwood,1725 Brentwood Road,Brentwood,NY,11717,Teddy Bolkas,6314785229,https://www.facebook.com/TheraFarms/,Daily 9am-5pm,June 1-October 1,M,Y,N,N,Y,40.77235,-73.24614,"(40.77235, -73.24614)"
Cortland,Cortland Saturday Farmers' Market,Main St. btwn Court & Orchard Sts.,Main St and Orchard St,Cortland,NY,13045,Laura Morak,6077588332,,Saturday  8am-2pm,May 16-October 31,M,Y,Y,N,Y,42.60028,-76.18044,"(42.60028, -76.18044)"
Onondaga,Brady Farm Farm Stand,150 Ford Ave Syracuse,150 Ford Ave,Syracuse,NY,13207,Jessi Lyons,3154204521,http://www.bradyfarm.org,Saturday 9am-12pm,June 6-October 24,M,N,Y,N,Y,43.01343,-76.15644,"(43.01343, -76.15644)"
Tompkins,Freeville Farmers Market,43 Main St Freeville,43 Main St.,Freeville,NY,13068,Jason Cuykendall,6073518248,http://freevillefarmersmarket.org,Sunday 12pm-3pm,May 3-Sepember 20,P/M,Y,N,N,Y,42.51179,-76.35084,"(42.51179, -76.35084)"
Suffolk,Andrews Family Farm Farm Stand,1038 Sound Ave Calverton,1038 Sound Ave,Calverton,NY,11933,Robert Andrews,6319295963,,Daily 9am-6pm,April 25-November 25,P/M,N,N,N,Y,40.94993,-72.80243,"(40.94993, -72.80243)"
Rensselaer,Veggie Mobile Sprout-Edward A. Kane Apts,115th Street & 2nd Ave Troy,5 115th Street,Troy,NY,12182,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 11am-11:30am,Year-round,YR,N,Y,Y,Y,42.7748,-73.67761,"(42.7748, -73.67761)"
Washington,Fort Edward Farmers' Market,Broadway Lanes 359 Broadway Route 4,359 Broadway,Fort Edward,NY,12828,Linda Gifford,5187920198,,Friday  10am-1pm,June 26-October 30,M,Y,N,N,Y,43.28393,-73.58721,"(43.28393, -73.58721)"
Erie,5 Loaves Farm Stand-Delavan Ave,70 West Delavan Ave Buffalo,70 West Delevan Ave,Buffalo,NY,14213,Matt Kauffman,7168039241,http://5loavesfarm.org,Friday 4pm-7pm,July 1-September 31,M,Y,N,N,Y,42.9223,-78.8969,"(42.9223, -78.8969)"
Broome,CHOW MM-First Ward Senior Ctr,226 Clinton St. Binghamton,226 Clinton St,Binghamton,NY,13905,Jack Seman,6077249130,http://www.broomecouncil.net,Tuesday 9am-10:30am,Year-round,YR,N,Y,N,Y,42.10687,-75.93015,"(42.10687, -75.93015)"
Albany,New Covenant Farmers' Market,"New Covenant Presbyterian Church, 916 Western Ave. Albany",916 Western Ave,Albany,NY,12203,Katy Stenta,5184828063,http://www.facebook.com/NewCovenantFarmersMarket/,Tuesday  3pm-6pm,May 19-September 29,P/M,N,N,N,Y,42.67228,-73.81026,"(42.67228, -73.81026)"
Jefferson,Carthage Farmers' Market,"Farmers Market Pavilion , 150 Riverside Dr. (behind Carthage Rescue Squad)",150 Riverside Drive,Carthage,NY,13619,Jeanette Turner,3154933590,http://www.carthageny.com,Friday  7am-2pm,May 29-October 9,P/M,Y,N,N,Y,43.97714,-75.61247,"(43.97714, -75.61247)"
Madison,Parry's Hardware WINTER Farmers' Market,100 Utica Street Hamilton,100 Utica Street,Hamilton,NY,13346,Gwenn Werner,3158240002,http://www.parryshamilton.com,2nd Sat  10am-1pm,November-April,M/X/W/P,N,N,N,Y,42.832844,-75.548027,"(42.832844, -75.548027)"
Chemung,Wisner Park Farmers' Market,Wisner Park 200 N Main Street Elmira,200 N Main St,Elmira,NY,14901,Kate Boland,6077340341,http://www.wisnermarket.org,Thursday  10am-2pm,May 28-September 24,P/M,N,Y,N,Y,42.08943,-76.80801,"(42.08943, -76.80801)"
Chautauqua,Fredonia WINTER Farmers' Market,329 East Main St. (Rt 20) Masonic Lodge,321 East Main St. (Rte 20),Fredonia,NY,14063,Rosemary Joy,7164107313,http://www.facebook.com/FredoniaFarmersMarket,"Saturday 10am-1pm, contact for ""drive-thru"" options",November 2-May 9,M/X/W/P,N,Y,N,Y,42.44764,-79.315,"(42.44764, -79.315)"
Kings,McGolrick Park Farmers' Market,"Center of McGolrick Park Greenpoint, Btw Driggs & Nassau Aves.",103 Russel Street,Brooklyn,NY,11222,Miriam Haas,9149234837,http://www.downtoearthmarkets.com,Sunday  10am-3pm,March1-December 31,P/M/X,N,Y,N,Y,40.72405,-73.94428,"(40.72405, -73.94428)"
Oneida,Wagner Farms Farm Stand,5841 Old Oneida Rd. Rome,5841 Old Oneida Rd,Rome,NY,13440,Ronald Wagner,3153395182,http://wagnerfarmsny.com/,Daily  10am-6pm,Year-round,YR,Y,N,N,Y,43.1805,-75.50086,"(43.1805, -75.50086)"
Yates,The Windmill Farmers' Market,3900 Route 14A at Hobson Road in Penn Yan,3900 State Route 14A,Penn Yan,NY,14527,Stephen D. Wilson,3155363032,http://www.thewindmill.com,Saturday  8am-4:30pm,May 23-November 28,P/M,Y,N,N,Y,42.57687,-77.03609,"(42.57687, -77.03609)"
Schenectady,Schenectady Greenmarket,Franklin St and Jay St. near City Hall Schenectady,Franklin St and Jay St,Schenectady,NY,12305,Cheryl Whilby,5189860318,http://www.schenectadygreenmarket.org,Sunday  10am-2pm,May 3-October 25,P/M,Y,Y,Y,Y,42.81372,-73.94015,"(42.81372, -73.94015)"
Columbia,Germantown Farmers Market,50 Palatine Park Road Germantown,50 Palatine Park Road,Germantown,NY,12526,Lauren Williams,5185675691,http://www.facebook.com/germantownfarmersmarketny,Saturday 10am-1pm,May 23-September 26,P/M,N,N,N,Y,42.135,-73.88551,"(42.135, -73.88551)"
Erie,Clarence Hollow Farmers' Market,10717 Main St. Bike Path pkng lot Clarence,10717 Main St,Clarence,NY,14031,Cheryl Anthony,7167591075,http://www.clarencefarmersmarket.com,Saturday  8am-1pm,June 6-October 31,M,Y,N,N,Y,42.9808,-78.58904,"(42.9808, -78.58904)"
New York,Union Square Monday Greenmarket,"31 Union Square W, NW side of Park",Broadway and East 17th St,New York,NY,10003,Siobahn Keys,2127887476,https://www.grownyc.org/greenmarket/manhattan-union-square-w,Monday  8am-4pm,Year-round,YR,N,Y,N,Y,40.73712,-73.99029,"(40.73712, -73.99029)"
Montgomery,Damin Farm Stand,8075 State Highway 5 St. Johnsville,8075 State Highway 5,St. Johnsville,NY,13452,Barb Damin,5185682643,,Daily  9am-6pm,Year-round,YR,Y,Y,N,Y,43.00497,-74.72233,"(43.00497, -74.72233)"
Putnam,Cold Spring WINTER Farmers' Market,"St. Mary's Episcopal Church Parish Hall, 1 Chestnut Street Cold Spring",1 Chestnut St,Cold Spring,NY,10516,Colin Wright,9179570695,http://www.csfarmmarket.org,Saturday  9:30am-1:30pm,November 2-April 26,M/X/W/P,N,Y,N,Y,41.419897,-73.954688,"(41.419897, -73.954688)"
Rensselaer,Troy Waterfront WINTER Farmers' Market,"Troy Atrium, Downtown Troy, 49 4th Street",49 4th Street,Troy,NY,12180,Stephen Ridler,5187084216,http://www.troymarket.org,"closed March 21; check for updates, Saturday  9am-2pm",November 2-April 25,M/X/W/P,N,Y,N,Y,42.73196,-73.68893,"(42.73196, -73.68893)"
Erie,Clinton Bailey Mon Farmers' Market,1443-1517 Clinton St. Buffalo,Bailey Ave and Clinton St,Buffalo,NY,14206,Sharon Baldi,7162080003,http://www.clintonbaileymarket.com,Monday 7am-6pm,May 2-October 31,P/M,N,Y,N,Y,42.87206,-78.81997,"(42.87206, -78.81997)"
Saratoga,Saratoga Nemer Farmers' Market,"Dodge-Jeep-Nemer Dealership, 617 Maple Ave Route 9 Saratoga Springs",617 Maple Ave Route 9,Saratoga Springs,NY,12866,Linda Gifford,5187920198,,Monday 10am-1pm,June 15-October 26,M,Y,N,N,Y,43.11797,-73.7695,"(43.11797, -73.7695)"
Clinton,Rulfs Orchard Farm Stand,531 Bear Swamp Road Peru,531 Bear Swamp Road,Peru,NY,12972,Shannon Wilkins,5186438636,http://www.rulfsorchard.com,Daily 6am-6pm,June-November,M,Y,Y,N,Y,44.5786,-73.49804,"(44.5786, -73.49804)"
Orleans,Roberts Farm Market,11170 Maple Ridge Rd. Medina,11170 Maple Ridge Rd.,Medina,NY,14103,Margaret Roberts,7165601200,http://www.robertsfarmmarket.com,"Mon-Sat 8am-6pm, Jan-Mar: Tue-Sat 9a-5p",Year-round,YR,Y,N,N,Y,43.20679,-78.40098,"(43.20679, -78.40098)"
Monroe,South Wedge Farmers' Market,357 Gregory St Rochester,151 Mt. Hope Ave,Rochester,NY,14620,Joan Brandenburg,5852561740,http://www.swfm.org,Thursday  4pm-7pm,June 18-September 18,M,N,Y,N,Y,43.1464,-77.60882,"(43.1464, -77.60882)"
Monroe,Kirby's Farm Market,9739 Ridge Road Brockport,9739 Ridge Rd,Brockport,NY,14420,Linda Kirby,5856372600,,"Mon-Sat 9am-7pm  , Sunday  10am-5pm",May 1-December 24,P/M/X,Y,N,N,Y,43.25194,-77.98451,"(43.25194, -77.98451)"
Saratoga,Arnolds Farm Fresh Produce Farm Stand,1319 Sacandaga Rd. West Charlton,1319 Sacandaga Rd,West Charlton,NY,12010,Jason Arnold,5182699562,http://www.arnoldsproduce.com,Daily 10am-6pm,June 1-November 23,M,Y,N,N,Y,42.96962,-74.02911,"(42.96962, -74.02911)"
Nassau,Rockville Centre Farmers' Market,"Sunrise Hwy & Longbeach Rd. , Village of Rockville Centre",Sunrise Hwy and Long Beach Rd,Rockville Centre,NY,11570,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Sunday  7am-12pm,June 7-November 29,M,Y,N,N,Y,40.65712,-73.6321,"(40.65712, -73.6321)"
Dutchess,Millerton Farmers' Market,6 Dutchess Ave. Millerton Methodist Church,6 Dutchess Ave.,Millerton,NY,12546,John Nowak,5184077030,http://www.millertonfarmersmarket.org/,"Saturday 10am-2pm, 2nd & 4th Saturday Jan-May 9",Year-round,YR,N,Y,N,Y,41.9543,-73.50977,"(41.9543, -73.50977)"
