Date,Program,Item,Value
09/01/2017,SSI Recipients,Disabled & Blind,"309,395"
10/01/2017,SSI Recipients,Disabled & Blind,"308,533"
11/01/2017,SSI Recipients,Disabled & Blind,"309,642"
12/01/2017,SSI Recipients,Disabled & Blind,"320,699"
01/01/2018,SSI Recipients,Disabled & Blind,"308,608"
02/01/2018,SSI Recipients,Disabled & Blind,"309,010"
03/01/2018,SSI Recipients,Disabled & Blind,"306,618"
04/01/2018,SSI Recipients,Disabled & Blind,"305,824"
05/01/2018,SSI Recipients,Disabled & Blind,"306,459"
06/01/2018,SSI Recipients,Disabled & Blind,"304,583"
07/01/2018,SSI Recipients,Disabled & Blind,"303,000"
08/01/2018,SSI Recipients,Disabled & Blind,"303,836"
09/01/2018,SSI Recipients,Disabled & Blind,"303,775"
10/01/2018,SSI Recipients,Disabled & Blind,"301,967"
11/01/2018,SSI Recipients,Disabled & Blind,"302,694"
12/01/2018,SSI Recipients,Disabled & Blind,"302,200"
01/01/2019,SSI Recipients,Disabled & Blind,"316,331"
02/01/2019,SSI Recipients,Disabled & Blind,"301,751"
03/01/2019,SSI Recipients,Disabled & Blind,"300,288"
04/01/2019,SSI Recipients,Disabled & Blind,"299,650"
05/01/2019,SSI Recipients,Disabled & Blind,"300,045"
06/01/2019,SSI Recipients,Disabled & Blind,"298,607"
07/01/2019,SSI Recipients,Disabled & Blind,"296,609"
08/01/2019,SSI Recipients,Disabled & Blind,"297,355"
09/01/2019,SSI Recipients,Disabled & Blind,"297,438"
10/01/2019,SSI Recipients,Disabled & Blind,"296,692"
11/01/2019,SSI Recipients,Disabled & Blind,"297,121"
12/01/2019,SSI Recipients,Disabled & Blind,"296,727"
01/01/2016,SSI Recipients,SSI Recipients,"424,477"
02/01/2016,SSI Recipients,SSI Recipients,"424,631"
03/01/2016,SSI Recipients,SSI Recipients,"424,469"
04/01/2016,SSI Recipients,SSI Recipients,"424,244"
05/01/2016,SSI Recipients,SSI Recipients,"424,157"
06/01/2016,SSI Recipients,SSI Recipients,"422,816"
07/01/2016,SSI Recipients,SSI Recipients,"425,065"
08/01/2016,SSI Recipients,SSI Recipients,"425,161"
09/01/2016,SSI Recipients,SSI Recipients,"423,715"
10/01/2016,SSI Recipients,SSI Recipients,"422,215"
11/01/2016,SSI Recipients,SSI Recipients,"422,252"
12/01/2016,SSI Recipients,SSI Recipients,"420,710"
01/01/2017,SSI Recipients,SSI Recipients,"424,886"
02/01/2017,SSI Recipients,SSI Recipients,"424,074"
03/01/2017,SSI Recipients,SSI Recipients,"422,132"
04/01/2017,SSI Recipients,SSI Recipients,"421,735"
05/01/2017,SSI Recipients,SSI Recipients,"421,503"
06/01/2017,SSI Recipients,SSI Recipients,"420,801"
07/01/2017,SSI Recipients,SSI Recipients,"417,492"
08/01/2017,SSI Recipients,SSI Recipients,"415,078"
09/01/2017,SSI Recipients,SSI Recipients,"415,009"
10/01/2017,SSI Recipients,SSI Recipients,"414,253"
11/01/2017,SSI Recipients,SSI Recipients,"415,809"
12/01/2017,SSI Recipients,SSI Recipients,"428,900"
01/01/2018,SSI Recipients,SSI Recipients,"415,135"
02/01/2018,SSI Recipients,SSI Recipients,"415,759"
03/01/2018,SSI Recipients,SSI Recipients,"412,531"
04/01/2018,SSI Recipients,SSI Recipients,"411,442"
05/01/2018,SSI Recipients,SSI Recipients,"412,065"
06/01/2018,SSI Recipients,SSI Recipients,"409,559"
07/01/2018,SSI Recipients,SSI Recipients,"407,774"
08/01/2018,SSI Recipients,SSI Recipients,"408,794"
09/01/2018,SSI Recipients,SSI Recipients,"408,963"
10/01/2018,SSI Recipients,SSI Recipients,"406,642"
11/01/2018,SSI Recipients,SSI Recipients,"407,588"
12/01/2018,SSI Recipients,SSI Recipients,"407,199"
01/01/2019,SSI Recipients,SSI Recipients,"423,736"
02/01/2019,SSI Recipients,SSI Recipients,"406,518"
03/01/2019,SSI Recipients,SSI Recipients,"404,850"
04/01/2019,SSI Recipients,SSI Recipients,"403,764"
05/01/2019,SSI Recipients,SSI Recipients,"404,315"
06/01/2019,SSI Recipients,SSI Recipients,"402,744"
07/01/2019,SSI Recipients,SSI Recipients,"400,261"
08/01/2019,SSI Recipients,SSI Recipients,"401,269"
09/01/2019,SSI Recipients,SSI Recipients,"401,565"
10/01/2019,SSI Recipients,SSI Recipients,"400,912"
11/01/2019,SSI Recipients,SSI Recipients,"401,329"
12/01/2019,SSI Recipients,SSI Recipients,"401,001"
01/01/2016,Total Cases (With Orders)c,CA Support Casesc,"33,269"
02/01/2016,Total Cases (With Orders)c,CA Support Casesc,"33,583"
03/01/2016,Total Cases (With Orders)c,CA Support Casesc,"33,707"
04/01/2016,Total Cases (With Orders)c,CA Support Casesc,"33,520"
05/01/2016,Total Cases (With Orders)c,CA Support Casesc,"33,480"
06/01/2016,Total Cases (With Orders)c,CA Support Casesc,"33,658"
07/01/2016,Total Cases (With Orders)c,CA Support Casesc,"33,570"
08/01/2016,Total Cases (With Orders)c,CA Support Casesc,"33,574"
09/01/2016,Total Cases (With Orders)c,CA Support Casesc,"33,752"
10/01/2016,Total Cases (With Orders)c,CA Support Casesc,"33,771"
11/01/2016,Total Cases (With Orders)c,CA Support Casesc,"33,714"
12/01/2016,Total Cases (With Orders)c,CA Support Casesc,"33,705"
01/01/2017,Total Cases (With Orders)c,CA Support Casesc,"33,424"
02/01/2017,Total Cases (With Orders)c,CA Support Casesc,"33,392"
03/01/2017,Total Cases (With Orders)c,CA Support Casesc,"33,184"
04/01/2017,Total Cases (With Orders)c,CA Support Casesc,"32,590"
05/01/2017,Total Cases (With Orders)c,CA Support Casesc,"32,951"
06/01/2017,Total Cases (With Orders)c,CA Support Casesc,"33,066"
07/01/2017,Total Cases (With Orders)c,CA Support Casesc,"32,778"
08/01/2017,Total Cases (With Orders)c,CA Support Casesc,"32,626"
09/01/2017,Total Cases (With Orders)c,CA Support Casesc,"32,498"
10/01/2017,Total Cases (With Orders)c,CA Support Casesc,"32,370"
11/01/2017,Total Cases (With Orders)c,CA Support Casesc,"32,370"
12/01/2017,Total Cases (With Orders)c,CA Support Casesc,"32,244"
01/01/2018,Total Cases (With Orders)c,CA Support Casesc,"32,100"
02/01/2018,Total Cases (With Orders)c,CA Support Casesc,"31,954"
03/01/2018,Total Cases (With Orders)c,CA Support Casesc,"31,788"
04/01/2018,Total Cases (With Orders)c,CA Support Casesc,"31,369"
05/01/2018,Total Cases (With Orders)c,CA Support Casesc,"31,360"
06/01/2018,Total Cases (With Orders)c,CA Support Casesc,"31,222"
07/01/2018,Total Cases (With Orders)c,CA Support Casesc,"30,882"
08/01/2018,Total Cases (With Orders)c,CA Support Casesc,"30,617"
09/01/2018,Total Cases (With Orders)c,CA Support Casesc,"30,087"
10/01/2018,Total Cases (With Orders)c,CA Support Casesc,"30,262"
11/01/2018,Total Cases (With Orders)c,CA Support Casesc,"30,116"
12/01/2018,Total Cases (With Orders)c,CA Support Casesc,"29,872"
01/01/2019,Total Cases (With Orders)c,CA Support Casesc,"29,663"
02/01/2019,Total Cases (With Orders)c,CA Support Casesc,"29,383"
03/01/2019,Total Cases (With Orders)c,CA Support Casesc,"28,992"
04/01/2019,Total Cases (With Orders)c,CA Support Casesc,"28,757"
05/01/2019,Total Cases (With Orders)c,CA Support Casesc,"28,648"
06/01/2019,Total Cases (With Orders)c,CA Support Casesc,"28,069"
07/01/2019,Total Cases (With Orders)c,CA Support Casesc,"28,169"
08/01/2019,Total Cases (With Orders)c,CA Support Casesc,"27,943"
09/01/2019,Total Cases (With Orders)c,CA Support Casesc,"27,752"
10/01/2019,Total Cases (With Orders)c,CA Support Casesc,"27,707"
11/01/2019,Total Cases (With Orders)c,CA Support Casesc,"27,520"
12/01/2019,Total Cases (With Orders)c,CA Support Casesc,"27,569"
01/01/2016,Total Cases (With Orders)c,NCA Support Casesc,"250,337"
02/01/2016,Total Cases (With Orders)c,NCA Support Casesc,"250,291"
03/01/2016,Total Cases (With Orders)c,NCA Support Casesc,"250,511"
04/01/2016,Total Cases (With Orders)c,NCA Support Casesc,"250,388"
05/01/2016,Total Cases (With Orders)c,NCA Support Casesc,"249,875"
06/01/2016,Total Cases (With Orders)c,NCA Support Casesc,"249,448"
07/01/2016,Total Cases (With Orders)c,NCA Support Casesc,"248,881"
08/01/2016,Total Cases (With Orders)c,NCA Support Casesc,"249,442"
09/01/2016,Total Cases (With Orders)c,NCA Support Casesc,"248,322"
10/01/2016,Total Cases (With Orders)c,NCA Support Casesc,"248,487"
11/01/2016,Total Cases (With Orders)c,NCA Support Casesc,"246,861"
12/01/2016,Total Cases (With Orders)c,NCA Support Casesc,"246,743"
01/01/2017,Total Cases (With Orders)c,NCA Support Casesc,"247,395"
02/01/2017,Total Cases (With Orders)c,NCA Support Casesc,"246,954"
03/01/2017,Total Cases (With Orders)c,NCA Support Casesc,"247,329"
04/01/2017,Total Cases (With Orders)c,NCA Support Casesc,"248,789"
05/01/2017,Total Cases (With Orders)c,NCA Support Casesc,"248,804"
06/01/2017,Total Cases (With Orders)c,NCA Support Casesc,"248,911"
07/01/2017,Total Cases (With Orders)c,NCA Support Casesc,"249,235"
08/01/2017,Total Cases (With Orders)c,NCA Support Casesc,"248,651"
09/01/2017,Total Cases (With Orders)c,NCA Support Casesc,"247,887"
10/01/2017,Total Cases (With Orders)c,NCA Support Casesc,"247,567"
11/01/2017,Total Cases (With Orders)c,NCA Support Casesc,"246,097"
12/01/2017,Total Cases (With Orders)c,NCA Support Casesc,"246,317"
01/01/2018,Total Cases (With Orders)c,NCA Support Casesc,"245,974"
02/01/2018,Total Cases (With Orders)c,NCA Support Casesc,"245,043"
03/01/2018,Total Cases (With Orders)c,NCA Support Casesc,"244,633"
04/01/2018,Total Cases (With Orders)c,NCA Support Casesc,"244,842"
05/01/2018,Total Cases (With Orders)c,NCA Support Casesc,"244,180"
06/01/2018,Total Cases (With Orders)c,NCA Support Casesc,"244,033"
07/01/2018,Total Cases (With Orders)c,NCA Support Casesc,"238,879"
08/01/2018,Total Cases (With Orders)c,NCA Support Casesc,"237,914"
09/01/2018,Total Cases (With Orders)c,NCA Support Casesc,"237,845"
10/01/2018,Total Cases (With Orders)c,NCA Support Casesc,"236,649"
11/01/2018,Total Cases (With Orders)c,NCA Support Casesc,"236,294"
12/01/2018,Total Cases (With Orders)c,NCA Support Casesc,"236,391"
01/01/2019,Total Cases (With Orders)c,NCA Support Casesc,"235,758"
02/01/2019,Total Cases (With Orders)c,NCA Support Casesc,"234,877"
03/01/2019,Total Cases (With Orders)c,NCA Support Casesc,"234,439"
04/01/2019,Total Cases (With Orders)c,NCA Support Casesc,"234,296"
05/01/2019,Total Cases (With Orders)c,NCA Support Casesc,"233,943"
06/01/2019,Total Cases (With Orders)c,NCA Support Casesc,"233,996"
07/01/2019,Total Cases (With Orders)c,NCA Support Casesc,"232,904"
08/01/2019,Total Cases (With Orders)c,NCA Support Casesc,"231,858"
09/01/2019,Total Cases (With Orders)c,NCA Support Casesc,"231,493"
10/01/2019,Total Cases (With Orders)c,NCA Support Casesc,"230,861"
11/01/2019,Total Cases (With Orders)c,NCA Support Casesc,"230,900"
12/01/2019,Total Cases (With Orders)c,NCA Support Casesc,"230,496"
01/01/2016,Total Cases (With Orders)c,Total Cases (With Orders)c,"283,606"
02/01/2016,Total Cases (With Orders)c,Total Cases (With Orders)c,"283,874"
03/01/2016,Total Cases (With Orders)c,Total Cases (With Orders)c,"284,218"
04/01/2016,Total Cases (With Orders)c,Total Cases (With Orders)c,"283,908"
05/01/2016,Total Cases (With Orders)c,Total Cases (With Orders)c,"283,355"
06/01/2016,Total Cases (With Orders)c,Total Cases (With Orders)c,"283,106"
07/01/2016,Total Cases (With Orders)c,Total Cases (With Orders)c,"282,451"
08/01/2016,Total Cases (With Orders)c,Total Cases (With Orders)c,"283,016"
09/01/2016,Total Cases (With Orders)c,Total Cases (With Orders)c,"282,074"
10/01/2016,Total Cases (With Orders)c,Total Cases (With Orders)c,"282,258"
11/01/2016,Total Cases (With Orders)c,Total Cases (With Orders)c,"280,575"
12/01/2016,Total Cases (With Orders)c,Total Cases (With Orders)c,"280,448"
01/01/2017,Total Cases (With Orders)c,Total Cases (With Orders)c,"280,819"
02/01/2017,Total Cases (With Orders)c,Total Cases (With Orders)c,"280,346"
03/01/2017,Total Cases (With Orders)c,Total Cases (With Orders)c,"280,513"
04/01/2017,Total Cases (With Orders)c,Total Cases (With Orders)c,"281,379"
05/01/2017,Total Cases (With Orders)c,Total Cases (With Orders)c,"281,755"
06/01/2017,Total Cases (With Orders)c,Total Cases (With Orders)c,"281,977"
07/01/2017,Total Cases (With Orders)c,Total Cases (With Orders)c,"282,013"
08/01/2017,Total Cases (With Orders)c,Total Cases (With Orders)c,"281,277"
09/01/2017,Total Cases (With Orders)c,Total Cases (With Orders)c,"280,385"
10/01/2017,Total Cases (With Orders)c,Total Cases (With Orders)c,"279,937"
11/01/2017,Total Cases (With Orders)c,Total Cases (With Orders)c,"278,467"
12/01/2017,Total Cases (With Orders)c,Total Cases (With Orders)c,"278,561"
01/01/2018,Total Cases (With Orders)c,Total Cases (With Orders)c,"278,074"
02/01/2018,Total Cases (With Orders)c,Total Cases (With Orders)c,"276,997"
03/01/2018,Total Cases (With Orders)c,Total Cases (With Orders)c,"276,421"
04/01/2018,Total Cases (With Orders)c,Total Cases (With Orders)c,"276,211"
05/01/2018,Total Cases (With Orders)c,Total Cases (With Orders)c,"275,540"
06/01/2018,Total Cases (With Orders)c,Total Cases (With Orders)c,"275,255"
07/01/2018,Total Cases (With Orders)c,Total Cases (With Orders)c,"269,761"
08/01/2018,Total Cases (With Orders)c,Total Cases (With Orders)c,"268,531"
09/01/2018,Total Cases (With Orders)c,Total Cases (With Orders)c,"267,932"
10/01/2018,Total Cases (With Orders)c,Total Cases (With Orders)c,"266,911"
11/01/2018,Total Cases (With Orders)c,Total Cases (With Orders)c,"266,410"
12/01/2018,Total Cases (With Orders)c,Total Cases (With Orders)c,"266,263"
01/01/2019,Total Cases (With Orders)c,Total Cases (With Orders)c,"265,421"
02/01/2019,Total Cases (With Orders)c,Total Cases (With Orders)c,"264,260"
03/01/2019,Total Cases (With Orders)c,Total Cases (With Orders)c,"263,431"
04/01/2019,Total Cases (With Orders)c,Total Cases (With Orders)c,"263,053"
05/01/2019,Total Cases (With Orders)c,Total Cases (With Orders)c,"262,591"
06/01/2019,Total Cases (With Orders)c,Total Cases (With Orders)c,"262,065"
07/01/2019,Total Cases (With Orders)c,Total Cases (With Orders)c,"261,073"
08/01/2019,Total Cases (With Orders)c,Total Cases (With Orders)c,"259,801"
09/01/2019,Total Cases (With Orders)c,Total Cases (With Orders)c,"259,245"
10/01/2019,Total Cases (With Orders)c,Total Cases (With Orders)c,"258,568"
11/01/2019,Total Cases (With Orders)c,Total Cases (With Orders)c,"258,420"
12/01/2019,Total Cases (With Orders)c,Total Cases (With Orders)c,"258,065"
01/01/2016,Total HASA Cases,Family Cases,"3,529"
02/01/2016,Total HASA Cases,Family Cases,"3,502"
03/01/2016,Total HASA Cases,Family Cases,"3,494"
04/01/2016,Total HASA Cases,Family Cases,"3,480"
05/01/2016,Total HASA Cases,Family Cases,"3,451"
06/01/2016,Total HASA Cases,Family Cases,"3,443"
07/01/2016,Total HASA Cases,Family Cases,"3,445"
08/01/2016,Total HASA Cases,Family Cases,"3,416"
09/01/2016,Total HASA Cases,Family Cases,"3,409"
10/01/2016,Total HASA Cases,Family Cases,"3,440"
11/01/2016,Total HASA Cases,Family Cases,"3,445"
12/01/2016,Total HASA Cases,Family Cases,"3,442"
01/01/2017,Total HASA Cases,Family Cases,"3,420"
02/01/2017,Total HASA Cases,Family Cases,"3,418"
03/01/2017,Total HASA Cases,Family Cases,"3,418"
04/01/2017,Total HASA Cases,Family Cases,"3,443"
05/01/2017,Total HASA Cases,Family Cases,"3,420"
06/01/2017,Total HASA Cases,Family Cases,"3,419"
07/01/2017,Total HASA Cases,Family Cases,"3,416"
08/01/2017,Total HASA Cases,Family Cases,"3,418"
09/01/2017,Total HASA Cases,Family Cases,"3,418"
10/01/2017,Total HASA Cases,Family Cases,"3,408"
11/01/2017,Total HASA Cases,Family Cases,"3,396"
12/01/2017,Total HASA Cases,Family Cases,"3,381"
01/01/2018,Total HASA Cases,Family Cases,"3,376"
02/01/2018,Total HASA Cases,Family Cases,"3,384"
03/01/2018,Total HASA Cases,Family Cases,"3,368"
04/01/2018,Total HASA Cases,Family Cases,"3,369"
05/01/2018,Total HASA Cases,Family Cases,"3,343"
06/01/2018,Total HASA Cases,Family Cases,"3,346"
07/01/2018,Total HASA Cases,Family Cases,"3,353"
08/01/2018,Total HASA Cases,Family Cases,"3,325"
09/01/2018,Total HASA Cases,Family Cases,"3,312"
10/01/2018,Total HASA Cases,Family Cases,"3,313"
11/01/2018,Total HASA Cases,Family Cases,"3,278"
12/01/2018,Total HASA Cases,Family Cases,"3,255"
01/01/2019,Total HASA Cases,Family Cases,"3,228"
02/01/2019,Total HASA Cases,Family Cases,"3,215"
03/01/2019,Total HASA Cases,Family Cases,"3,203"
04/01/2019,Total HASA Cases,Family Cases,"3,189"
05/01/2019,Total HASA Cases,Family Cases,"3,175"
06/01/2019,Total HASA Cases,Family Cases,"3,171"
07/01/2019,Total HASA Cases,Family Cases,"3,155"
08/01/2019,Total HASA Cases,Family Cases,"3,163"
09/01/2019,Total HASA Cases,Family Cases,"3,155"
10/01/2019,Total HASA Cases,Family Cases,"3,173"
11/01/2019,Total HASA Cases,Family Cases,"3,166"
12/01/2019,Total HASA Cases,Family Cases,"3,167"
01/01/2016,Total HASA Cases,Homemaker Cases,82
02/01/2016,Total HASA Cases,Homemaker Cases,79
03/01/2016,Total HASA Cases,Homemaker Cases,72
04/01/2016,Total HASA Cases,Homemaker Cases,70
05/01/2016,Total HASA Cases,Homemaker Cases,67
06/01/2016,Total HASA Cases,Homemaker Cases,72
07/01/2016,Total HASA Cases,Homemaker Cases,73
08/01/2016,Total HASA Cases,Homemaker Cases,70
09/01/2016,Total HASA Cases,Homemaker Cases,70
10/01/2016,Total HASA Cases,Homemaker Cases,68
11/01/2016,Total HASA Cases,Homemaker Cases,69
12/01/2016,Total HASA Cases,Homemaker Cases,68
01/01/2017,Total HASA Cases,Homemaker Cases,75
02/01/2017,Total HASA Cases,Homemaker Cases,76
03/01/2017,Total HASA Cases,Homemaker Cases,75
04/01/2017,Total HASA Cases,Homemaker Cases,73
05/01/2017,Total HASA Cases,Homemaker Cases,70
06/01/2017,Total HASA Cases,Homemaker Cases,69
07/01/2017,Total HASA Cases,Homemaker Cases,70
08/01/2017,Total HASA Cases,Homemaker Cases,70
09/01/2017,Total HASA Cases,Homemaker Cases,70
10/01/2017,Total HASA Cases,Homemaker Cases,70
11/01/2017,Total HASA Cases,Homemaker Cases,67
12/01/2017,Total HASA Cases,Homemaker Cases,66
01/01/2018,Total HASA Cases,Homemaker Cases,62
02/01/2018,Total HASA Cases,Homemaker Cases,63
03/01/2018,Total HASA Cases,Homemaker Cases,63
04/01/2018,Total HASA Cases,Homemaker Cases,63
05/01/2018,Total HASA Cases,Homemaker Cases,62
06/01/2018,Total HASA Cases,Homemaker Cases,59
07/01/2018,Total HASA Cases,Homemaker Cases,53
08/01/2018,Total HASA Cases,Homemaker Cases,56
09/01/2018,Total HASA Cases,Homemaker Cases,58
10/01/2018,Total HASA Cases,Homemaker Cases,54
11/01/2018,Total HASA Cases,Homemaker Cases,54
12/01/2018,Total HASA Cases,Homemaker Cases,52
01/01/2019,Total HASA Cases,Homemaker Cases,54
02/01/2019,Total HASA Cases,Homemaker Cases,53
03/01/2019,Total HASA Cases,Homemaker Cases,52
04/01/2019,Total HASA Cases,Homemaker Cases,46
05/01/2019,Total HASA Cases,Homemaker Cases,52
06/01/2019,Total HASA Cases,Homemaker Cases,50
07/01/2019,Total HASA Cases,Homemaker Cases,47
08/01/2019,Total HASA Cases,Homemaker Cases,48
09/01/2019,Total HASA Cases,Homemaker Cases,49
10/01/2019,Total HASA Cases,Homemaker Cases,48
11/01/2019,Total HASA Cases,Homemaker Cases,47
12/01/2019,Total HASA Cases,Homemaker Cases,46
01/01/2016,Total HASA Cases,Single Cases,"27,741"
02/01/2016,Total HASA Cases,Single Cases,"27,658"
03/01/2016,Total HASA Cases,Single Cases,"27,681"
04/01/2016,Total HASA Cases,Single Cases,"27,727"
05/01/2016,Total HASA Cases,Single Cases,"27,706"
06/01/2016,Total HASA Cases,Single Cases,"27,738"
07/01/2016,Total HASA Cases,Single Cases,"27,785"
08/01/2016,Total HASA Cases,Single Cases,"27,772"
09/01/2016,Total HASA Cases,Single Cases,"27,931"
10/01/2016,Total HASA Cases,Single Cases,"28,313"
11/01/2016,Total HASA Cases,Single Cases,"28,561"
12/01/2016,Total HASA Cases,Single Cases,"28,716"
01/01/2017,Total HASA Cases,Single Cases,"28,890"
02/01/2017,Total HASA Cases,Single Cases,"29,005"
03/01/2017,Total HASA Cases,Single Cases,"29,109"
04/01/2017,Total HASA Cases,Single Cases,"29,270"
05/01/2017,Total HASA Cases,Single Cases,"29,333"
06/01/2017,Total HASA Cases,Single Cases,"29,424"
07/01/2017,Total HASA Cases,Single Cases,"29,513"
08/01/2017,Total HASA Cases,Single Cases,"29,644"
09/01/2017,Total HASA Cases,Single Cases,"29,885"
10/01/2017,Total HASA Cases,Single Cases,"29,982"
11/01/2017,Total HASA Cases,Single Cases,"30,137"
12/01/2017,Total HASA Cases,Single Cases,"30,212"
01/01/2018,Total HASA Cases,Single Cases,"30,286"
02/01/2018,Total HASA Cases,Single Cases,"30,388"
03/01/2018,Total HASA Cases,Single Cases,"30,348"
04/01/2018,Total HASA Cases,Single Cases,"30,425"
05/01/2018,Total HASA Cases,Single Cases,"30,408"
06/01/2018,Total HASA Cases,Single Cases,"30,491"
07/01/2018,Total HASA Cases,Single Cases,"30,547"
08/01/2018,Total HASA Cases,Single Cases,"30,600"
09/01/2018,Total HASA Cases,Single Cases,"30,685"
10/01/2018,Total HASA Cases,Single Cases,"30,624"
11/01/2018,Total HASA Cases,Single Cases,"30,694"
12/01/2018,Total HASA Cases,Single Cases,"30,544"
01/01/2019,Total HASA Cases,Single Cases,"30,466"
02/01/2019,Total HASA Cases,Single Cases,"30,510"
03/01/2019,Total HASA Cases,Single Cases,"30,469"
04/01/2019,Total HASA Cases,Single Cases,"30,443"
05/01/2019,Total HASA Cases,Single Cases,"30,479"
06/01/2019,Total HASA Cases,Single Cases,"30,439"
07/01/2019,Total HASA Cases,Single Cases,"30,371"
08/01/2019,Total HASA Cases,Single Cases,"30,459"
09/01/2019,Total HASA Cases,Single Cases,"30,547"
10/01/2019,Total HASA Cases,Single Cases,"30,549"
11/01/2019,Total HASA Cases,Single Cases,"30,694"
12/01/2019,Total HASA Cases,Single Cases,"30,676"
01/01/2016,Total HASA Cases,Total HASA Cases,"31,270"
02/01/2016,Total HASA Cases,Total HASA Cases,"31,160"
03/01/2016,Total HASA Cases,Total HASA Cases,"31,175"
04/01/2016,Total HASA Cases,Total HASA Cases,"31,207"
05/01/2016,Total HASA Cases,Total HASA Cases,"31,157"
06/01/2016,Total HASA Cases,Total HASA Cases,"31,181"
07/01/2016,Total HASA Cases,Total HASA Cases,"31,230"
08/01/2016,Total HASA Cases,Total HASA Cases,"31,188"
09/01/2016,Total HASA Cases,Total HASA Cases,"31,340"
10/01/2016,Total HASA Cases,Total HASA Cases,"31,753"
11/01/2016,Total HASA Cases,Total HASA Cases,"32,006"
12/01/2016,Total HASA Cases,Total HASA Cases,"32,158"
01/01/2017,Total HASA Cases,Total HASA Cases,"32,310"
02/01/2017,Total HASA Cases,Total HASA Cases,"32,423"
03/01/2017,Total HASA Cases,Total HASA Cases,"32,527"
04/01/2017,Total HASA Cases,Total HASA Cases,"32,713"
05/01/2017,Total HASA Cases,Total HASA Cases,"32,753"
06/01/2017,Total HASA Cases,Total HASA Cases,"32,843"
07/01/2017,Total HASA Cases,Total HASA Cases,"32,929"
08/01/2017,Total HASA Cases,Total HASA Cases,"33,062"
09/01/2017,Total HASA Cases,Total HASA Cases,"33,303"
10/01/2017,Total HASA Cases,Total HASA Cases,"33,390"
11/01/2017,Total HASA Cases,Total HASA Cases,"33,533"
12/01/2017,Total HASA Cases,Total HASA Cases,"33,593"
01/01/2018,Total HASA Cases,Total HASA Cases,"33,662"
02/01/2018,Total HASA Cases,Total HASA Cases,"33,772"
03/01/2018,Total HASA Cases,Total HASA Cases,"33,716"
04/01/2018,Total HASA Cases,Total HASA Cases,"33,794"
05/01/2018,Total HASA Cases,Total HASA Cases,"33,751"
06/01/2018,Total HASA Cases,Total HASA Cases,"33,837"
07/01/2018,Total HASA Cases,Total HASA Cases,"33,900"
08/01/2018,Total HASA Cases,Total HASA Cases,"33,925"
09/01/2018,Total HASA Cases,Total HASA Cases,"33,997"
10/01/2018,Total HASA Cases,Total HASA Cases,"33,937"
11/01/2018,Total HASA Cases,Total HASA Cases,"33,972"
12/01/2018,Total HASA Cases,Total HASA Cases,"33,799"
01/01/2019,Total HASA Cases,Total HASA Cases,"33,694"
02/01/2019,Total HASA Cases,Total HASA Cases,"33,725"
03/01/2019,Total HASA Cases,Total HASA Cases,"33,672"
04/01/2019,Total HASA Cases,Total HASA Cases,"33,632"
05/01/2019,Total HASA Cases,Total HASA Cases,"33,654"
06/01/2019,Total HASA Cases,Total HASA Cases,"33,610"
07/01/2019,Total HASA Cases,Total HASA Cases,"33,526"
08/01/2019,Total HASA Cases,Total HASA Cases,"33,622"
09/01/2019,Total HASA Cases,Total HASA Cases,"33,702"
10/01/2019,Total HASA Cases,Total HASA Cases,"33,722"
11/01/2019,Total HASA Cases,Total HASA Cases,"33,860"
12/01/2019,Total HASA Cases,Total HASA Cases,"33,843"
01/01/2016,Total Home Care Cases,Housekeeper Cases,"1,125"
02/01/2016,Total Home Care Cases,Housekeeper Cases,"1,132"
03/01/2016,Total Home Care Cases,Housekeeper Cases,"1,119"
04/01/2016,Total Home Care Cases,Housekeeper Cases,"1,118"
05/01/2016,Total Home Care Cases,Housekeeper Cases,"1,115"
06/01/2016,Total Home Care Cases,Housekeeper Cases,"1,088"
07/01/2016,Total Home Care Cases,Housekeeper Cases,"1,046"
08/01/2016,Total Home Care Cases,Housekeeper Cases,"1,044"
09/01/2016,Total Home Care Cases,Housekeeper Cases,"1,029"
10/01/2016,Total Home Care Cases,Housekeeper Cases,"1,007"
11/01/2016,Total Home Care Cases,Housekeeper Cases,998
12/01/2016,Total Home Care Cases,Housekeeper Cases,"1,007"
01/01/2017,Total Home Care Cases,Housekeeper Cases,977
02/01/2017,Total Home Care Cases,Housekeeper Cases,994
03/01/2017,Total Home Care Cases,Housekeeper Cases,976
04/01/2017,Total Home Care Cases,Housekeeper Cases,962
05/01/2017,Total Home Care Cases,Housekeeper Cases,964
06/01/2017,Total Home Care Cases,Housekeeper Cases,971
07/01/2017,Total Home Care Cases,Housekeeper Cases,962
08/01/2017,Total Home Care Cases,Housekeeper Cases,942
09/01/2017,Total Home Care Cases,Housekeeper Cases,929
10/01/2017,Total Home Care Cases,Housekeeper Cases,927
11/01/2017,Total Home Care Cases,Housekeeper Cases,912
12/01/2017,Total Home Care Cases,Housekeeper Cases,923
01/01/2018,Total Home Care Cases,Housekeeper Cases,945
02/01/2018,Total Home Care Cases,Housekeeper Cases,960
03/01/2018,Total Home Care Cases,Housekeeper Cases,959
04/01/2018,Total Home Care Cases,Housekeeper Cases,N/A
05/01/2018,Total Home Care Cases,Housekeeper Cases,N/A
06/01/2018,Total Home Care Cases,Housekeeper Cases,N/A
07/01/2018,Total Home Care Cases,Housekeeper Cases,839
08/01/2018,Total Home Care Cases,Housekeeper Cases,828
