Reporting Area,MMWR Year,MMWR Week,"Shiga toxin-producing E. coli (STEC)§, Current week","Shiga toxin-producing E. coli (STEC)§, Current week, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2016","Shiga toxin-producing E. coli (STEC)§, Cum 2016, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2015","Shiga toxin-producing E. coli (STEC)§, Cum 2015, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Med","Shigellosis, Previous 52 weeks Med, flag","Shigellosis, Previous 52 weeks Max","Shigellosis, Previous 52 weeks Max, flag","Shigellosis, Cum 2016","Shigellosis, Cum 2016, flag","Shigellosis, Cum 2015","Shigellosis, Cum 2015, flag",Location 1,Location 2
MID. ATLANTIC,2016,14,7,,13,,22,,121,,84,,12,,25,,55,,280,,681,,,
ARKANSAS,2016,14,1,,1,,7,,7,,13,,2,,3,,9,,46,,8,,"ARKANSAS
(34.748745, -92.275105)",
ARIZONA,2016,14,2,,2,,11,,27,,16,,26,,14,,40,,402,,120,,"ARIZONA
(34.869712, -111.760902)",
GUAM,2016,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
IDAHO,2016,14,,-,3,,9,,25,,9,,2,,1,,5,,26,,2,,"IDAHO
(43.680635, -114.364237)",
E.S. CENTRAL,2016,14,2,,6,,15,,60,,44,,8,,24,,47,,208,,395,,,
PENNSYLVANIA,2016,14,,-,4,,12,,35,,24,,4,,8,,24,,107,,65,,"PENNSYLVANIA
(40.789676, -77.858055)",
VERMONT,2016,14,,-,0,,4,,4,,4,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MOUNTAIN,2016,14,2,,14,,39,,70,,81,,28,,21,,43,,464,,170,,,
W.N. CENTRAL,2016,14,,-,9,,22,,64,,78,,4,,26,,61,,323,,276,,,
RHODE ISLAND,2016,14,,-,0,,2,,,-,3,,,-,0,,6,,6,,2,,"RHODE ISLAND
(41.707447, -71.522488)",
PACIFIC,2016,14,22,,23,,137,,117,,246,,9,,47,,168,,452,,526,,,
WASHINGTON,2016,14,21,,0,,124,,21,,13,,5,,2,,26,,44,,27,,"WASHINGTON
(47.517368, -120.467672)",
SOUTH CAROLINA,2016,14,,-,1,,7,,8,,4,,3,,4,,44,,81,,37,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW ENGLAND,2016,14,,-,4,,35,,81,,44,,,-,5,,17,,51,,54,,,
DIST. OF COL.,2016,14,,-,0,,1,,,-,1,,,-,0,,1,,,-,12,,DIST. OF COL.,
E.N. CENTRAL,2016,14,2,,16,,33,,80,,131,,28,,49,,115,,836,,567,,,
COLORADO,2016,14,,-,3,,16,,,-,22,,,-,2,,8,,,-,12,,"COLORADO
(38.841772, -106.132562)",
NEBRASKA,2016,15,1,,2,,7,,23,,23,,12,,2,,9,,57,,29,,"NEBRASKA
(41.640503, -99.367122)",
WEST VIRGINIA,2016,15,,-,0,,3,,2,,2,,,-,0,,4,,,-,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
WASHINGTON,2016,15,3,,0,,124,,24,,14,,2,,2,,26,,45,,32,,"WASHINGTON
(47.517368, -120.467672)",
CONNECTICUT,2016,15,,-,1,,33,,55,,16,,,-,1,,4,,8,,17,,"CONNECTICUT
(41.544654, -72.651713)",
TENNESSEE,2016,15,1,,3,,11,,40,,21,,2,,3,,10,,46,,90,,"TENNESSEE
(35.681402, -85.774444)",
NEW YORK,2016,15,12,,5,,16,,70,,26,,3,,4,,10,,44,,171,,"NEW YORK
(42.826892, -75.544286)",
HAWAII,2016,15,,-,0,,3,,5,,19,,,-,1,,6,,9,,17,,"HAWAII
(21.30992, -157.858158)",
OKLAHOMA,2016,15,,-,1,,32,,9,,6,,,-,16,,165,,186,,94,,"OKLAHOMA
(35.468494, -97.521264)",
MASSACHUSETTS,2016,15,,-,1,,6,,16,,10,,,-,3,,13,,38,,35,,"MASSACHUSETTS
(42.268546, -72.085064)",
SOUTH CAROLINA,2016,15,1,,1,,7,,10,,7,,2,,4,,44,,86,,41,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OHIO,2016,15,1,,4,,19,,30,,31,,13,,17,,54,,391,,117,,"OHIO
(40.056807, -82.405897)",
MINNESOTA,2016,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
ALASKA,2016,15,,-,0,,2,,3,,4,,,-,0,,1,,,-,2,,"ALASKA
(64.836661, -147.738891)",
UTAH,2016,15,,-,1,,8,,5,,12,,,-,1,,8,,20,,9,,"UTAH
(39.359772, -111.584173)",
COLORADO,2016,15,,-,3,,16,,,-,25,,,-,2,,8,,,-,12,,"COLORADO
(38.841772, -106.132562)",
PACIFIC,2016,15,8,,24,,137,,135,,266,,9,,47,,168,,486,,559,,,
MISSOURI,2016,15,,-,0,,0,,,-,19,,,-,0,,0,,,-,172,,"MISSOURI
(38.636168, -92.566292)",
E.S. CENTRAL,2016,15,1,,6,,15,,62,,47,,8,,24,,47,,223,,411,,,
MARYLAND,2016,15,1,,1,,6,,13,,12,,1,,3,,13,,39,,83,,"MARYLAND
(39.290443, -76.612333)",
NEW JERSEY,2016,15,,-,0,,6,,10,,19,,,-,5,,13,,32,,99,,"NEW JERSEY
(40.104655, -74.386686)",
GUAM,2016,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WYOMING,2016,15,,-,0,,0,,,-,4,,,-,0,,4,,3,,,-,"WYOMING
(43.23558, -108.110518)",
LOUISIANA,2016,15,1,,0,,12,,5,,18,,2,,4,,16,,83,,36,,"LOUISIANA
(31.2931, -92.463284)",
SOUTH DAKOTA,2016,15,,-,1,,5,,6,,8,,,-,3,,20,,4,,26,,"SOUTH DAKOTA
(44.35371, -100.373709)",
W.N. CENTRAL,2016,15,1,,10,,22,,73,,84,,12,,26,,61,,356,,285,,,
DIST. OF COL.,2016,15,,-,0,,1,,,-,1,,,-,0,,3,,,-,12,,DIST. OF COL.,
ARIZONA,2016,15,,-,2,,11,,27,,16,,39,,14,,41,,448,,128,,"ARIZONA
(34.869712, -111.760902)",
RHODE ISLAND,2016,15,,-,0,,2,,,-,3,,,-,0,,6,,7,,2,,"RHODE ISLAND
(41.707447, -71.522488)",
KANSAS,2016,15,,-,2,,5,,14,,18,,,-,4,,14,,91,,17,,"KANSAS
(38.345528, -98.201847)",
MOUNTAIN,2016,15,3,,14,,39,,76,,92,,40,,22,,47,,511,,180,,,
VIRGINIA,2016,15,,-,2,,7,,19,,11,,5,,7,,22,,111,,46,,"VIRGINIA
(37.542699, -78.45822)",
MISSISSIPPI,2016,15,,-,0,,3,,3,,6,,,-,1,,7,,13,,31,,"MISSISSIPPI
(32.738663, -89.537312)",
GEORGIA,2016,15,,-,1,,7,,11,,28,,4,,23,,41,,211,,313,,"GEORGIA
(32.836038, -83.631709)",
S. ATLANTIC,2016,15,4,,12,,24,,105,,107,,18,,71,,144,,679,,1065,,,
MICHIGAN,2016,15,,-,2,,7,,28,,26,,3,,9,,23,,95,,126,,"MICHIGAN
(44.66399, -84.711206)",
NEW HAMPSHIRE,2016,15,,-,0,,4,,2,,8,,,-,0,,2,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VIRGIN ISL.,2016,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
ALABAMA,2016,15,,-,1,,5,,8,,12,,6,,10,,31,,110,,150,,"ALABAMA
(32.839182, -86.631125)",
ILLINOIS,2016,15,,-,3,,9,,15,,38,,,-,16,,35,,109,,209,,"ILLINOIS
(40.477092, -88.993221)",
AMER. SAMOA,2016,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
NEVADA,2016,15,,-,0,,7,,2,,7,,,-,0,,6,,,-,9,,"NEVADA
(39.491833, -117.070159)",
ARKANSAS,2016,15,,-,1,,6,,6,,15,,1,,3,,9,,47,,10,,"ARKANSAS
(34.748745, -92.275105)",
MAINE,2016,15,,-,0,,3,,4,,4,,,-,0,,1,,,-,1,,"MAINE
(45.252223, -68.986647)",
PUERTO RICO,2016,15,,-,0,,1,,,-,1,,,-,0,,7,,4,,2,,"PUERTO RICO
(18.215692, -66.414655)",
OREGON,2016,15,5,,4,,11,,34,,41,,,-,2,,10,,59,,7,,"OREGON
(44.567912, -120.156945)",
FLORIDA,2016,15,2,,3,,8,,45,,33,,6,,25,,86,,176,,479,,"FLORIDA
(28.915325, -81.922409)",
DELAWARE,2016,15,,-,0,,1,,1,,1,,,-,0,,3,,7,,12,,"DELAWARE
(39.008676, -75.574561)",
MID. ATLANTIC,2016,15,16,,13,,22,,140,,88,,15,,25,,55,,307,,702,,,
IDAHO,2016,15,2,,3,,9,,28,,12,,1,,1,,5,,26,,2,,"IDAHO
(43.680635, -114.364237)",
IOWA,2016,15,,-,3,,10,,25,,11,,,-,13,,41,,202,,39,,"IOWA
(42.46942, -93.815856)",
NORTH DAKOTA,2016,15,,-,1,,6,,5,,5,,,-,0,,2,,2,,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW ENGLAND,2016,15,,-,4,,35,,81,,45,,,-,5,,17,,54,,55,,,
CALIFORNIA,2016,15,,-,15,,34,,69,,188,,7,,39,,158,,373,,501,,"CALIFORNIA
(37.640735, -121.002435)",
TEXAS,2016,15,,-,10,,41,,75,,82,,46,,101,,361,,1118,,796,,"TEXAS
(31.827233, -99.423022)",
NEW YORK CITY,2016,15,2,,2,,8,,21,,19,,8,,8,,24,,121,,363,,NEW YORK CITY,
PENNSYLVANIA,2016,15,2,,4,,12,,39,,24,,4,,8,,24,,110,,69,,"PENNSYLVANIA
(40.789676, -77.858055)",
UNITED STATES,2016,15,35,,123,,242,,851,,996,,179,,411,,699,,4943,,4795,,,
VERMONT,2016,15,,-,0,,4,,4,,4,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
E.N. CENTRAL,2016,15,1,,17,,35,,84,,146,,28,,49,,115,,893,,602,,,
C.N.M.I.,2016,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
INDIANA,2016,15,,-,2,,8,,5,,11,,,-,5,,10,,69,,90,,"INDIANA
(39.76845, -86.156212)",
NEW MEXICO,2016,15,,-,0,,3,,1,,5,,,-,1,,5,,11,,12,,"NEW MEXICO
(34.520396, -106.244402)",
W.S. CENTRAL,2016,15,1,,15,,51,,95,,121,,49,,129,,379,,1434,,936,,,
MONTANA,2016,15,1,,2,,6,,13,,11,,,-,0,,2,,3,,8,,"MONTANA
(47.062617, -109.430168)",
WISCONSIN,2016,15,,-,3,,12,,6,,40,,12,,5,,31,,229,,60,,"WISCONSIN
(44.395526, -89.834513)",
KENTUCKY,2016,15,,-,1,,6,,11,,8,,,-,5,,21,,54,,140,,"KENTUCKY
(37.64591, -84.774043)",
NORTH CAROLINA,2016,15,,-,1,,6,,4,,12,,,-,5,,30,,49,,77,,"NORTH CAROLINA
(35.47995, -79.180571)",
CONNECTICUT,2016,16,,-,1,,33,,57,,17,,,-,1,,4,,8,,17,,"CONNECTICUT
(41.544654, -72.651713)",
MISSOURI,2016,16,,-,0,,0,,,-,19,,,-,0,,0,,,-,172,,"MISSOURI
(38.636168, -92.566292)",
S. ATLANTIC,2016,16,4,,12,,24,,115,,113,,44,,70,,145,,754,,1133,,,
MICHIGAN,2016,16,,-,2,,7,,29,,27,,2,,8,,23,,97,,134,,"MICHIGAN
(44.66399, -84.711206)",
IDAHO,2016,16,1,,3,,9,,29,,13,,1,,1,,5,,28,,3,,"IDAHO
(43.680635, -114.364237)",
ILLINOIS,2016,16,,-,3,,9,,16,,40,,,-,16,,35,,116,,228,,"ILLINOIS
(40.477092, -88.993221)",
NEW YORK,2016,16,3,,5,,16,,74,,29,,4,,4,,10,,48,,175,,"NEW YORK
(42.826892, -75.544286)",
COLORADO,2016,16,,-,3,,16,,,-,28,,,-,2,,8,,,-,13,,"COLORADO
(38.841772, -106.132562)",
NEW YORK CITY,2016,16,2,,2,,8,,23,,23,,8,,8,,24,,129,,375,,NEW YORK CITY,
ALASKA,2016,16,,-,0,,2,,3,,4,,,-,0,,1,,,-,2,,"ALASKA
(64.836661, -147.738891)",
NEW ENGLAND,2016,16,,-,4,,36,,89,,47,,,-,5,,17,,60,,56,,,
OHIO,2016,16,3,,4,,19,,33,,32,,15,,17,,54,,405,,122,,"OHIO
(40.056807, -82.405897)",
E.N. CENTRAL,2016,16,3,,17,,35,,92,,155,,22,,49,,115,,940,,640,,,
NEVADA,2016,16,,-,0,,7,,2,,7,,,-,0,,6,,1,,9,,"NEVADA
(39.491833, -117.070159)",
DIST. OF COL.,2016,16,,-,0,,1,,,-,1,,,-,0,,3,,,-,17,,DIST. OF COL.,
LOUISIANA,2016,16,,-,0,,12,,5,,30,,7,,4,,16,,90,,41,,"LOUISIANA
(31.2931, -92.463284)",
PUERTO RICO,2016,16,,-,0,,1,,,-,1,,,-,0,,7,,4,,2,,"PUERTO RICO
(18.215692, -66.414655)",
WYOMING,2016,16,,-,0,,0,,,-,4,,,-,0,,4,,3,,,-,"WYOMING
(43.23558, -108.110518)",
VIRGIN ISL.,2016,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
GEORGIA,2016,16,,-,1,,7,,12,,28,,12,,23,,41,,231,,329,,"GEORGIA
(32.836038, -83.631709)",
W.N. CENTRAL,2016,16,4,,10,,22,,86,,96,,10,,27,,61,,398,,298,,,
NEW HAMPSHIRE,2016,16,,-,0,,4,,3,,9,,,-,0,,2,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
SOUTH DAKOTA,2016,16,,-,1,,5,,6,,10,,,-,2,,20,,4,,32,,"SOUTH DAKOTA
(44.35371, -100.373709)",
INDIANA,2016,16,,-,2,,8,,8,,12,,,-,5,,10,,72,,94,,"INDIANA
(39.76845, -86.156212)",
C.N.M.I.,2016,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
PENNSYLVANIA,2016,16,,-,4,,12,,32,,25,,11,,8,,24,,128,,77,,"PENNSYLVANIA
(40.789676, -77.858055)",
UNITED STATES,2016,16,25,,124,,248,,929,,1094,,205,,412,,704,,5376,,5073,,,
TEXAS,2016,16,1,,10,,45,,83,,101,,55,,103,,361,,1252,,851,,"TEXAS
(31.827233, -99.423022)",
ARIZONA,2016,16,1,,2,,11,,30,,19,,24,,14,,41,,476,,138,,"ARIZONA
(34.869712, -111.760902)",
PACIFIC,2016,16,3,,22,,137,,152,,278,,11,,47,,169,,522,,579,,,
HAWAII,2016,16,,-,0,,3,,6,,19,,,-,1,,6,,11,,17,,"HAWAII
(21.30992, -157.858158)",
MONTANA,2016,16,,-,2,,6,,13,,12,,,-,0,,1,,3,,8,,"MONTANA
(47.062617, -109.430168)",
MISSISSIPPI,2016,16,,-,0,,3,,3,,6,,,-,1,,7,,13,,33,,"MISSISSIPPI
(32.738663, -89.537312)",
NORTH CAROLINA,2016,16,,-,1,,6,,8,,13,,,-,6,,34,,66,,85,,"NORTH CAROLINA
(35.47995, -79.180571)",
MARYLAND,2016,16,1,,1,,6,,14,,13,,3,,3,,13,,43,,85,,"MARYLAND
(39.290443, -76.612333)",
OKLAHOMA,2016,16,2,,1,,32,,12,,7,,2,,16,,165,,197,,102,,"OKLAHOMA
(35.468494, -97.521264)",
MINNESOTA,2016,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
RHODE ISLAND,2016,16,,-,0,,2,,1,,3,,,-,0,,6,,7,,2,,"RHODE ISLAND
(41.707447, -71.522488)",
WEST VIRGINIA,2016,16,,-,0,,3,,2,,4,,,-,0,,4,,,-,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW MEXICO,2016,16,,-,0,,3,,1,,5,,,-,1,,5,,11,,12,,"NEW MEXICO
(34.520396, -106.244402)",
W.S. CENTRAL,2016,16,4,,15,,55,,110,,156,,65,,131,,379,,1588,,1004,,,
KENTUCKY,2016,16,,-,1,,6,,11,,10,,3,,5,,21,,59,,149,,"KENTUCKY
(37.64591, -84.774043)",
FLORIDA,2016,16,2,,3,,8,,46,,33,,18,,25,,86,,194,,506,,"FLORIDA
(28.915325, -81.922409)",
VIRGINIA,2016,16,1,,2,,7,,20,,11,,4,,7,,22,,118,,49,,"VIRGINIA
(37.542699, -78.45822)",
E.S. CENTRAL,2016,16,,-,6,,15,,63,,52,,5,,24,,47,,233,,438,,,
OREGON,2016,16,,-,4,,11,,33,,42,,,-,2,,10,,61,,9,,"OREGON
(44.567912, -120.156945)",
CALIFORNIA,2016,16,,-,15,,34,,83,,199,,6,,39,,159,,401,,519,,"CALIFORNIA
(37.640735, -121.002435)",
MOUNTAIN,2016,16,2,,14,,39,,83,,100,,25,,23,,47,,544,,192,,,
TENNESSEE,2016,16,,-,3,,11,,40,,23,,1,,3,,10,,47,,96,,"TENNESSEE
(35.681402, -85.774444)",
SOUTH CAROLINA,2016,16,,-,1,,7,,12,,9,,7,,4,,44,,95,,48,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WASHINGTON,2016,16,3,,0,,124,,27,,14,,5,,2,,26,,49,,32,,"WASHINGTON
(47.517368, -120.467672)",
NEBRASKA,2016,16,4,,2,,7,,28,,27,,8,,2,,14,,67,,29,,"NEBRASKA
(41.640503, -99.367122)",
MAINE,2016,16,,-,0,,3,,4,,4,,,-,0,,1,,,-,1,,"MAINE
(45.252223, -68.986647)",
KANSAS,2016,16,,-,2,,5,,17,,18,,,-,4,,14,,96,,18,,"KANSAS
(38.345528, -98.201847)",
WISCONSIN,2016,16,,-,3,,12,,6,,44,,5,,5,,31,,250,,62,,"WISCONSIN
(44.395526, -89.834513)",
IOWA,2016,16,,-,3,,10,,29,,14,,2,,14,,41,,228,,44,,"IOWA
(42.46942, -93.815856)",
DELAWARE,2016,16,,-,0,,1,,1,,1,,,-,0,,3,,7,,12,,"DELAWARE
(39.008676, -75.574561)",
GUAM,2016,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
AMER. SAMOA,2016,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
ARKANSAS,2016,16,1,,1,,6,,10,,18,,1,,3,,9,,49,,10,,"ARKANSAS
(34.748745, -92.275105)",
VERMONT,2016,16,,-,0,,4,,4,,4,,,-,0,,1,,,-,1,,"VERMONT
(43.622479, -72.51927)",
MID. ATLANTIC,2016,16,5,,13,,22,,139,,97,,23,,25,,55,,337,,733,,,
NEW JERSEY,2016,16,,-,0,,6,,10,,20,,,-,5,,13,,32,,106,,"NEW JERSEY
(40.104655, -74.386686)",
NORTH DAKOTA,2016,16,,-,1,,6,,6,,8,,,-,0,,2,,3,,3,,"NORTH DAKOTA
(47.475879, -100.121011)",
MASSACHUSETTS,2016,16,,-,1,,6,,20,,10,,,-,3,,13,,44,,35,,"MASSACHUSETTS
(42.268546, -72.085064)",
ALABAMA,2016,16,,-,1,,5,,9,,13,,1,,10,,31,,114,,160,,"ALABAMA
(32.839182, -86.631125)",
UTAH,2016,16,,-,1,,8,,8,,12,,,-,1,,8,,22,,9,,"UTAH
(39.359772, -111.584173)",
NEBRASKA,2016,17,2,,2,,7,,30,,28,,,-,2,,14,,68,,29,,"NEBRASKA
(41.640503, -99.367122)",
NORTH CAROLINA,2016,17,,-,1,,6,,8,,14,,,-,6,,34,,72,,89,,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH CAROLINA,2016,17,,-,1,,7,,12,,10,,7,,4,,44,,104,,53,,"SOUTH CAROLINA
(34.009286, -81.037094)",
C.N.M.I.,2016,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
MONTANA,2016,17,2,,2,,6,,20,,12,,,-,0,,1,,3,,9,,"MONTANA
(47.062617, -109.430168)",
TEXAS,2016,17,2,,10,,48,,85,,116,,92,,104,,362,,1377,,915,,"TEXAS
(31.827233, -99.423022)",
UNITED STATES,2016,17,25,,125,,255,,1005,,1227,,203,,413,,722,,5731,,5427,,,
S. ATLANTIC,2016,17,1,,12,,24,,127,,120,,29,,71,,145,,801,,1208,,,
ILLINOIS,2016,17,,-,3,,9,,17,,40,,,-,16,,35,,124,,251,,"ILLINOIS
(40.477092, -88.993221)",
WYOMING,2016,17,,-,0,,0,,,-,4,,,-,0,,4,,3,,,-,"WYOMING
(43.23558, -108.110518)",
VIRGIN ISL.,2016,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
OREGON,2016,17,1,,4,,11,,33,,45,,1,,3,,10,,65,,10,,"OREGON
(44.567912, -120.156945)",
WEST VIRGINIA,2016,17,,-,0,,3,,2,,4,,,-,0,,4,,1,,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEVADA,2016,17,,-,0,,7,,2,,7,,,-,0,,6,,2,,9,,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2016,17,,-,0,,3,,1,,7,,,-,1,,5,,13,,12,,"NEW MEXICO
(34.520396, -106.244402)",
VIRGINIA,2016,17,,-,2,,8,,23,,13,,2,,7,,22,,126,,53,,"VIRGINIA
(37.542699, -78.45822)",
TENNESSEE,2016,17,,-,3,,11,,44,,27,,3,,3,,10,,53,,99,,"TENNESSEE
(35.681402, -85.774444)",
MICHIGAN,2016,17,,-,2,,7,,30,,29,,3,,8,,23,,105,,146,,"MICHIGAN
(44.66399, -84.711206)",
KENTUCKY,2016,17,,-,1,,6,,12,,11,,1,,5,,21,,61,,168,,"KENTUCKY
(37.64591, -84.774043)",
KANSAS,2016,17,,-,2,,5,,19,,20,,,-,4,,14,,100,,19,,"KANSAS
(38.345528, -98.201847)",
MID. ATLANTIC,2016,17,4,,14,,26,,145,,126,,20,,26,,56,,361,,753,,,
ARIZONA,2016,17,,-,2,,11,,30,,20,,,-,15,,41,,476,,140,,"ARIZONA
(34.869712, -111.760902)",
GUAM,2016,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
E.N. CENTRAL,2016,17,6,,17,,35,,100,,165,,34,,50,,115,,997,,710,,,
MISSOURI,2016,17,,-,0,,0,,,-,19,,,-,0,,0,,,-,172,,"MISSOURI
(38.636168, -92.566292)",
MOUNTAIN,2016,17,2,,14,,39,,91,,115,,,-,23,,48,,550,,196,,,
SOUTH DAKOTA,2016,17,,-,1,,5,,6,,10,,,-,2,,20,,5,,40,,"SOUTH DAKOTA
(44.35371, -100.373709)",
DIST. OF COL.,2016,17,,-,0,,1,,1,,1,,,-,0,,3,,,-,18,,DIST. OF COL.,
RHODE ISLAND,2016,17,,-,0,,2,,1,,3,,,-,0,,6,,7,,2,,"RHODE ISLAND
(41.707447, -71.522488)",
PUERTO RICO,2016,17,,-,0,,1,,,-,1,,,-,0,,7,,4,,2,,"PUERTO RICO
(18.215692, -66.414655)",
MISSISSIPPI,2016,17,,-,0,,3,,3,,6,,,-,1,,7,,16,,35,,"MISSISSIPPI
(32.738663, -89.537312)",
PACIFIC,2016,17,5,,22,,137,,169,,312,,11,,47,,169,,563,,626,,,
COLORADO,2016,17,,-,3,,16,,,-,36,,,-,2,,8,,,-,14,,"COLORADO
(38.841772, -106.132562)",
E.S. CENTRAL,2016,17,,-,6,,15,,69,,62,,4,,23,,47,,247,,473,,,
VERMONT,2016,17,1,,0,,4,,5,,4,,,-,0,,1,,,-,1,,"VERMONT
(43.622479, -72.51927)",
NEW YORK CITY,2016,17,3,,2,,8,,26,,26,,8,,8,,24,,137,,388,,NEW YORK CITY,
NORTH DAKOTA,2016,17,,-,1,,6,,6,,7,,,-,0,,2,,3,,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW ENGLAND,2016,17,2,,5,,36,,99,,53,,1,,5,,16,,71,,58,,,
NEW HAMPSHIRE,2016,17,,-,0,,4,,3,,9,,,-,0,,2,,2,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARKANSAS,2016,17,1,,1,,6,,12,,19,,1,,3,,9,,50,,11,,"ARKANSAS
(34.748745, -92.275105)",
W.S. CENTRAL,2016,17,3,,15,,58,,115,,175,,104,,133,,380,,1733,,1074,,,
PENNSYLVANIA,2016,17,,-,4,,12,,35,,30,,6,,8,,24,,137,,79,,"PENNSYLVANIA
(40.789676, -77.858055)",
MAINE,2016,17,,-,0,,3,,4,,4,,,-,0,,1,,,-,1,,"MAINE
(45.252223, -68.986647)",
GEORGIA,2016,17,,-,1,,7,,14,,29,,6,,23,,41,,238,,352,,"GEORGIA
(32.836038, -83.631709)",
ALASKA,2016,17,,-,0,,2,,4,,4,,,-,0,,1,,,-,2,,"ALASKA
(64.836661, -147.738891)",
WASHINGTON,2016,17,4,,0,,124,,30,,14,,6,,2,,26,,55,,36,,"WASHINGTON
(47.517368, -120.467672)",
WISCONSIN,2016,17,,-,3,,12,,6,,46,,17,,7,,31,,278,,67,,"WISCONSIN
(44.395526, -89.834513)",
DELAWARE,2016,17,,-,0,,1,,2,,1,,1,,0,,3,,9,,12,,"DELAWARE
(39.008676, -75.574561)",
NEW JERSEY,2016,17,,-,2,,8,,10,,36,,,-,5,,15,,33,,108,,"NEW JERSEY
(40.104655, -74.386686)",
CALIFORNIA,2016,17,,-,15,,34,,96,,230,,4,,39,,159,,432,,560,,"CALIFORNIA
(37.640735, -121.002435)",
W.N. CENTRAL,2016,17,2,,10,,22,,90,,99,,,-,28,,61,,408,,329,,,
AMER. SAMOA,2016,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
UTAH,2016,17,,-,1,,8,,8,,14,,,-,1,,8,,25,,9,,"UTAH
(39.359772, -111.584173)",
E.N. CENTRAL,2016,19,1,,16,,35,,120,,194,,39,,52,,115,,1159,,826,,,
MARYLAND,2016,17,,-,1,,6,,17,,14,,2,,3,,13,,45,,86,,"MARYLAND
(39.290443, -76.612333)",
IOWA,2016,17,,-,3,,10,,29,,15,,,-,15,,41,,232,,65,,"IOWA
(42.46942, -93.815856)",
OHIO,2016,17,6,,4,,19,,39,,36,,14,,17,,54,,418,,131,,"OHIO
(40.056807, -82.405897)",
HAWAII,2016,17,,-,0,,3,,6,,19,,,-,1,,6,,11,,18,,"HAWAII
(21.30992, -157.858158)",
FLORIDA,2016,17,1,,3,,8,,48,,34,,11,,24,,86,,206,,543,,"FLORIDA
(28.915325, -81.922409)",
IDAHO,2016,17,,-,3,,9,,30,,15,,,-,1,,5,,28,,3,,"IDAHO
(43.680635, -114.364237)",
INDIANA,2016,17,,-,2,,8,,8,,14,,,-,5,,10,,72,,115,,"INDIANA
(39.76845, -86.156212)",
ALABAMA,2016,17,,-,1,,5,,10,,18,,,-,10,,31,,117,,171,,"ALABAMA
(32.839182, -86.631125)",
MASSACHUSETTS,2016,17,1,,2,,6,,25,,12,,1,,3,,11,,55,,36,,"MASSACHUSETTS
(42.268546, -72.085064)",
OKLAHOMA,2016,17,,-,1,,32,,12,,9,,9,,16,,165,,208,,105,,"OKLAHOMA
(35.468494, -97.521264)",
LOUISIANA,2016,17,,-,0,,2,,6,,31,,2,,5,,16,,98,,43,,"LOUISIANA
(31.2931, -92.463284)",
MINNESOTA,2016,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
