the_geom,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
POINT (-90.108879085047 29.935065280355),1337760,GOOD BIRD,5031 FRERET ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LEO FOOD & BEVERAGE FRERET ST,3668658.91444,523948.39686
POINT (-90.057830789342 29.963031946907),1337347,30 90,520 FRENCHMEN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FRENCHMEN STREET ENTERTAINMENT LLC,3684713.67772,534294.460485
POINT (-90.09485772581 29.941945062373),1338101,PHILLY'S CAFE,2816 S CLAIBORNE AVE,C,NEW ORLEANS,LA,70125,504-896-2220,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),HJJ & JHC LLC,3673072.71425,526497.865982
POINT (-90.067023262146 29.954850206993),1337768,GREEN GODDESS RESTAURANT,307 EXCHANGE PL,,NEW ORLEANS,LA,70130,858-442-3368,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SPOON BILL KITCHENS LLC,3681835.94805,531286.99437
POINT (-90.059011955353 29.990122565734),1337467,BURGER KING #5888,3102 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,504-949-5100,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BROOKS RESTAURANTS INC,3684230.12796,544141.465486
POINT (-90.033182607586 29.959784206311),1337391,BACCHANAL,600  POLAND AVE,,NEW ORLEANS,LA,70117,504-948-9111,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BACCHANAL,LLC",3692531.41104,533201.17978
POINT (-90.076989294557 29.951922709288),1337449,BREADS ON OAK,222 CARONDELET ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BREADS ON OAK LLC,3678691.8167,530187.70942
POINT (-90.069316363239 29.954718057734),1337801,HYATT FRENCH QUARTER,800 IBERVILLE ST,,NEW ORLEANS,LA,70112,504-586-0800,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HRI LODGING LLC,3681110.35407,531230.922882
POINT (-90.079610302433 29.974907895449),1337986,MING GARDEN NEW ORLEANS LLC,1151 N BROAD ST,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),MING GARDEN NEW ORLEANS LLC,3677770.3819,538536.896457
POINT (-90.069838844454 29.945618920424),1337515,CARMO,527 JULIA ST,B,NEW ORLEANS,LA,70130,504-875-4132,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CARMO LLC,3680981.39266,527920.318847
POINT (-90.050709488621 29.963563176742),1338242,SMALL MART,2700 CHARTRES ST,,NEW ORLEANS,LA,70117,504-330-5716,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BAZAAR LLC,3686966.32866,534512.804933
POINT (-90.076989294557 29.951922709288),1337555,CHILANGOS BAR & GRILL INC,1506 S CARROLTON AVE,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CHILANGOS BAR & GRILL INC,3678691.8167,530187.70942
POINT (-90.044868353015 29.96757445389),1338169,RED'S CHINESE,3048 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,646-515-0538,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ST. JAQUES RESTAURANT GROUP LLC,3688799.39094,535992.201095
POINT (-90.068855770575 29.953546823057),1337990,MNB CAFE,109 ROYAL ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"MNB CAFE,LLC",3681260.90376,530806.62829
POINT (-90.102401152405 29.920635965323),1337774,HAIKU,4430 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),UPTOWN CUISINE LLC,3670766.97044,518723.351607
POINT (-90.06749846538 29.946693869447),1338184,REVELATOR COFFEE COMPANY,637 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SOUTHERN COFFEE COMPANY,LLC",3681718.23752,528319.389568
POINT (-90.076989294557 29.951922709288),1338435,VACHERIE,827 1/2 TOULOUSE ST,,NEW ORLEANS,LA,70112,504-495-2387,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DAUPHINE TOULOUSE INC,3678691.8167,530187.70942
POINT (-89.929135616567 30.032236173165),1337390,BA MIEN RESTAURANT,13235 CHEF MENTEUR HWY,C,NEW ORLEANS,LA,70129,504-255-0500,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BA MIEN CORPORATION,3725153.71328,559935.943517
POINT (-90.107597859663 29.92497280667),1338402,THE UPPERLINE RESTAURANT,1413 UPPERLINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE UPPERLINE RESTAURANT, INC",3669103.96276,520282.739384
POINT (-90.101991296517 29.940685813136),1337703,FAMBIZZ,4235 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"FAMBIZZ,LLC",3670818.44961,526015.608318
POINT (-90.076989294557 29.951922709288),1337888,LEGACY KITCHEN,700-B TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LEGACY NOLA #1, LLC",3678691.8167,530187.70942
POINT (-90.062878934436 29.947716532787),1337816,IZZO'S ILLEGAL BURRITO,500 PORT OF NEW ORLEANS PL,STE A,NEW ORLEANS,LA,70130,225-706-7000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROLL IT GOOD RIVERWALK, LLC",3683177.03471,528707.457664
POINT (-90.069525160203 29.954417633738),1337779,HARD ROCK CAFE,125 BOURBON ST,,NEW ORLEANS,LA,70130,504-529-5617,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HARD ROCK CAFE INTL. STP  INC ATTN: TAX DEPARTMENT,3681045.44232,531120.948546
POINT (-90.130681050238 29.94794944046),1337905,LIVE OAK CAFE,8140 OAK ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GOOD FOOD,GOOD TIMES,LLC",3661704.61856,528560.438144
POINT (-90.072350191007 29.953189730397),1338282,SUBWAY,201 BARONNE ST,SUITE A1,NEW ORLEANS,LA,70130,504-523-7827,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KHOWLA ENTERPRISES INC,3680155.78946,530664.581762
POINT (-90.062914393979 29.956427536046),1338362,THE JAXSON ON THE RIVER,620 DECATUR ST,SUITE 2B,NEW ORLEANS,LA,70130,504-571-6333,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JAXSON GROUP NOLA LLC,3683130.68514,531874.971523
POINT (-90.076989294557 29.951922709288),1338180,RESIDENCE INN BY MARRIOTT-[REST],345 SAINT JOSEPH ST,,NEW ORLEANS,LA,70130,504-522-1300,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RESIDENCE INN BY MARRIOTT, LLC.",3678691.8167,530187.70942
POINT (-90.112998773662 29.947429826046),1337363,ALOHA GRILL AND SUSHI,3151 CALHOUN ST,,NEW ORLEANS,LA,70125,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CREATIVE ASSEMBLY NOLA LLC,3667306.24212,528430.691264
POINT (-90.10663866674 29.974616488242),1338420,TRILLY CHEESESTEAKS,4413 BANKS ST,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"TRILLY CHEESESTEAKS,LLC",3669214.52769,538338.312329
POINT (-90.105911558529 29.920358356733),1337439,BORDEAUX,4734 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SE RESTUARANT GROUP,LLC",3669656.07617,518610.474679
POINT (-90.073228679477 29.953510906255),1338008,MOXY NEW ORLEANS DOWNTOWN,210 O'KEEFE AVE,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SCHULTE CATERING NOLA LLC,3679876.32213,530778.312898
POINT (-90.060925657095 29.958980061342),1337725,FRANK'S RESTAURANT,933 DECATUR ST,,NEW ORLEANS,LA,70116,504-525-1602,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SICILIAN FOODS LLC,3683750.11266,532810.15066
POINT (-90.068712636298 29.946628655315),1337755,GIANNA,700 MAGAZINE ST,STE 101,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GIANNA, LLC",3681333.99368,528291.429888
POINT (-90.080059407845 29.934747771466),1338017,MR. JOHN'S STEAK HOUSE,2111 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-679-7697,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),2111 ST CHARLES DPR LLC,3677787.92802,523931.626748
POINT (-90.076645330595 29.948985563248),1337698,ESPRESSO EXPRESS II,639 LOYOLA AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ELSENSOHN SERVICES LLC,3678812.45179,529120.849216
POINT (-90.074174813568 29.944651493481),1337743,G'S PIZZA CBD,833 HOWARD AVE,,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"G'S PIZZA CBD,LLC",3679612.12091,527553.411775
POINT (-90.011683549879 29.920035319317),1337461,BURGER KING #1511,4230 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70131,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GPS HOSPITALITY PPARTNERS IV, LLC",3699505.56413,518825.013495
POINT (-90.09943177962 29.95008058892),1337612,CREOLE SEAFOOD,3911 WASHINGTON AVE,B,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ROSS'S CREOLE SEAFOOD LLC,3671592.26465,529440.619713
POINT (-90.059330615104 29.960495385098),1337715,FIORELLA'S,1136 DECATUR ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FIORELLA'S ON DECATUR INC,3684249.04399,533366.790084
POINT (-90.073711459481 29.950083729187),1337629,DAISY MAE'S,920 POYDRAS ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DD POYDRAS, LLC",3679737.14485,529530.384129
POINT (-90.034818685462 29.965904737234),1338244,SNEAKY PICKLE,4017 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-218-5651,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HARVEST GYPSY, LLC",3691988.14275,535420.950598
POINT (-90.089712277426 29.962588216589),1338012,MR EVERYTHING CAFE,400 S BROAD ST,A,NEW ORLEANS,LA,70119,504-715-7223,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RONALD WALKER,3674620.79272,534022.138117
POINT (-90.073975470404 29.931380501876),1338398,THE TASTING ROOM,1906 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-300-7105,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DEVLAR ENTERPRISES, LLC",3679728.28987,522728.293498
POINT (-90.069484006451 29.954207043671),1337851,KC BOURBON BISTRO,116 BOURBON ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"KC BOURBON BISTRO, LLC",3681059.31861,531044.51373
POINT (-90.016247679841 29.92275103987),1337648,DIMARTINO'S FAMOUS N O MUFFULETTAS,3900 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,504-367-0227,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ITALIAN SPECIALTIES, INC",3698048.45827,519795.892856
POINT (-90.113301403058 29.962296130525),1337984,MIKIMOTO JAPANESE RESTAURANT,3301 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-488-1881,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CHAN'S INC,3667152.84545,533835.628549
POINT (-90.074144718209 29.947055752509),1337892,LENI'S CAFE,741 BARONNE ST,,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PATSELIKOS PANAGIOTIS,3679612.04424,528427.792896
POINT (-90.113398247913 30.025818416901),1338341,THE BLUE CRAB RESTAURANT & OYSTER BAR,7900 LAKESHORE DR,,NEW ORLEANS,LA,70124,504-473-7403,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LAKEVIEW LANDINGS, LLC",3666876.25191,556934.571034
POINT (-90.104925967643 29.958931114054),1337855,KIN,4600 WASHINGTON AVE,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BLUE ROOF,LLC",3669817.90618,532640.313092
POINT (-90.06819873716 29.978028880751),1338153,RALLY'S HAMBURGER # 416,1709 N GALVEZ ST,,NEW ORLEANS,LA,70119-1602,727-519-2001,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CHECKERS DRIVE IN REST I,3681370.6653,539711.514442
POINT (-90.023956033642 30.024049020037),1337885,LE ROUX'S CHICKEN SHACK,7118 DOWNMAN RD,,NEW ORLEANS,LA,70126,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LE ROUX'S CHICKEN SHACK,3695185.85878,556603.519706
POINT (-90.082706506995 29.926252649772),1337565,CHIPOTLE MEXICAN GRILL,2801 MAGAZINE ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"CHIPOTLE MEXICAN GRILL OF COLORADO, LLC",3676983.25518,520833.333881
POINT (-90.091006494131 29.928720636208),1337961,MCDONALDS,3321 ST CHARLES AVE,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CLB INVESTMENTS, LLC",3674344.52782,521702.183993
POINT (-90.125458189713 29.941714915891),1337480,CAFE AU PLAY,1011 LOWERLINE ST,,NEW ORLEANS,LA,70118,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CAFE AU PLAY LLC,3663382.48967,526310.724414
POINT (-90.076989294557 29.951922709288),1338028,NEW CHINA,1885 ROUSSEAU,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),QIU  & SUN FOOD LLC,3678691.8167,530187.70942
POINT (-90.047862159088 29.968721293461),1338131,POKE-CHAN,2809 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ONO GROUP,LLC",3687846.82927,536398.587591
POINT (-90.047446402235 29.974999041847),1338052,OKAY BAR,1700 PORT ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GRAPEFRUIT MOON, LLC",3687952.84399,538682.885705
POINT (-90.065389327135 29.953744349561),1337492,CAFE ENVIE,308 DECATUR ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ENVIE 308 LLC,3682357.7926,530890.585986
POINT (-89.959712576765 30.043858165819),1338477,WENDY'S #245,6020 BULLARD AVE,,NEW ORLEANS,LA,70128,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HAZA FOODS OF LOUISIANA, LLC",3715428.30744,564044.862753
POINT (-90.076989294557 29.951922709288),1337766,GRAND ISLE PARTNERS,575 CONVENTION CENTER BLVD,,NEW ORLEANS,LA,70130,504-520-8530,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GRAND ISLE PARTNERS LLC,3678691.8167,530187.70942
POINT (-90.062764533542 29.94853775976),1338150,RAISING CANES #135,1 POYDRAS ST,#242,NEW ORLEANS,LA,70130,972-769-3100,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RAISING CANES RESTAURANT,3683209.95157,529006.487168
POINT (-90.066915076304 29.928832320578),1337664,DOMINO'S PIZZA #5235,1701 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,504-523-4911,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),R P M PIZZA INC,3681974.77199,521826.331322
POINT (-89.960790923994 30.020788722504),1337815,ISLAND FLAVOR,10711 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70127,504-251-1203,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ISLAND FLAVOR, LLC",3715187.63826,555651.869721
POINT (-90.068459565509 29.952451187846),1337835,JIMMY JOHN'S SANDWICHES,600 CANAL ST,SUITE 102,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BLUE BOILER CATS IX, LLC",3681390.76431,530409.599746
POINT (-90.065304331423 29.958845936235),1337838,JOHHNY WHITE'S PUB & GRILL,718 BOURBON ST,B,NEW ORLEANS,LA,70116,504-522-4829,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JOHNNY WHITE'S PUB & GRILL,3682364.17781,532746.008004
POINT (-90.102586993341 29.920828912837),1337805,IGOR'S BUDDHA BELLY BAR GRILL,4437 MAGAZINE ST,,NEW ORLEANS,LA,70115-1540,405-568-9786,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),IGOR'S GARLIC CLOVE INC,3670707.34875,518792.882167
POINT (-90.078720427537 29.93511246395),1338288,SUBWAY   14873,2000 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-561-6060,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SWAMINARAYAN 0403 LLC,3678210.5579,524068.883004
POINT (-90.082518465766 29.926026417656),1337598,COQUETTE,2800 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BISTRO COQUETTE LLC,3677043.71477,520751.717689
POINT (-90.10679399087 29.934894647491),1337622,CUZCO PERUVIAN COUSINE,4714 FRERET ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),GRUPO 5 LLC,3669319.96916,523893.411324
POINT (-90.013653732659 30.028206778773),1337744,GABBY'S REST & LOUNGE,6600 MORRISON RD,A,NEW ORLEANS,LA,70126,504-241-9137,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GABBY'S REST & LOUNGE   INC,3698428.45098,558152.841243
POINT (-90.047942712438 29.962548354624),1337473,BYWATER AMERICAN BISTRO,2900 CHARTRES ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"522 RESTAURANT,LLC",3687846.50607,534153.595013
POINT (-90.0606774424 30.012200986595),1337658,DOMINO'S PIZZA,5240 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RPM PIZZA LLC,3683613.75701,552164.179926
POINT (-90.134368497963 29.942565436526),1337396,BANGKOK THAI RESTAURANT,513 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),VILAY LLC,3660557.36486,526590.369534
POINT (-90.076989294557 29.951922709288),1338060,OPEN HANDS,3328 LA SALLE STREET,,NEW ORLEANS,LA,70113,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"OPEN HANDS,LLC",3678691.8167,530187.70942
POINT (-90.078767327849 29.935606168275),1338400,THE TROLLEY STOP CAFE,1923 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-523-0090,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"THE TROLLEY STOP, INC.",3678193.73794,524248.24902
POINT (-90.063962079818 29.947842406433),1337813,INTERNATIONAL RIVER CTR  PARKING SERV INC,100 POYDRAS ST,16,NEW ORLEANS,LA,70130-1639,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NEWTON III, GEORGE J    NEWTON III, GEORGE J",3682833.51906,528749.42848
POINT (-90.067286596242 29.945300417338),1338415,TOMMY'S CUSINE,746 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),T'S CUISINE LLC,3681790.93135,527813.421119
POINT (-90.031558830611 29.928603297275),1338451,WAFFLE HOUSE,2631 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,504-227-2100,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WAFFLE HOUSE INC,3693174.37763,521868.549498
POINT (-90.117962754874 30.005845810666),1337595,COOKIE DOUGH BLISS,241 W HARRISON AVE,STE A,NEW ORLEANS,LA,70124,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),TRANSITION UP LLC,3665508.93146,549656.349012
POINT (-90.114060081758 29.980707405983),1338500,ZEA ROTISSERIE AND BAR,5080 PONTCHARTRAIN BLVD,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ZEA METAIRIE ROAD LLC,3666841.38119,540528.132811
POINT (-90.112377148259 29.917465597726),1337656,DOMILISE'S POBOY,5240 ANNUNCIATION ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DOMILISE'S POBOY, LLC",3667619.20282,517536.680694
POINT (-90.074450068571 29.932303596134),1337788,HIVOLT COFFEE,1829 SOPHIE WRIGHT PL,,NEW ORLEANS,LA,70130,504-324-8818,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HIVOLT BAKERY,3679574.28207,523062.311803
POINT (-90.116704704989 29.926626736056),1337923,M LANGENSTEIN & SONS INC,1330 ARABELLA ST,,NEW ORLEANS,LA,70115-4205,504-899-5001,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),M LANGENSTEIN & SONS INC,3666212.96609,520853.426553
POINT (-90.109094873944 29.924475703592),1338258,ST JAMES CHEESE COMPANY,5004 PRYTANIA ST,,NEW ORLEANS,LA,70115,504-899-4737,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ST  JAMES CHEESE COMPANY, LLC",3668631.71226,520096.905208
POINT (-90.069201103062 29.954831052558),1337937,MANGOMANGO - BE,201 BOURBON ST,,NEW ORLEANS,LA,70130,504-586-0406,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BOURBON SALOON INC,3681146.39893,531272.414338
POINT (-90.108873227048 29.920439245168),1338116,PIZZA DOMENICA,4933 MAGAZINE ST,402,NEW ORLEANS,LA,70115,504-407-1302,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PIZZA DOMENICA LLC,3668717.60455,518629.851191
POINT (-90.129088617699 29.941666517179),1337940,MAPLE ST CAFE,7623 MAPLE ST,,NEW ORLEANS,LA,70118,504-314-9003,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RAWAN INC,3662232.9209,526281.023038
POINT (-90.078584122045 29.943891961326),1337529,CCBBQ,1201 S RAMPART ST,,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CCBBQ, LLC",3678218.76859,527261.900287
POINT (-90.076989294557 29.951922709288),1338149,RAISING CANE'S #31,4021 BEHRMAN PL,B,NEW ORLEANS,LA,70114,225-383-7400,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"RAISING CANE'S RESTAURANT, LLC",3678691.8167,530187.70942
POINT (-90.05603628965 29.968877733864),1337701,FAIR GRINDS COFFEEHOUSE ON ST CLAUDE,2221 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"ACORN GLOBAL ENTERPRISES,LLC",3685258.17301,536426.533703
POINT (-90.084987060578 29.924986877681),1337845,JUNG'S GOLDEN DRAGON 11,3009 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JUNG'S GOLDEN DRAGON 11 INC,3676265.91125,520365.176504
POINT (-90.064606764668 30.029000546539),1337545,CHARTWELLS/THE GALLEY,2000 ALUMNI DR,107,NEW ORLEANS,LA,70148,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"COMPASS GROUP USA, INC",3682302.58831,558259.384604
POINT (-90.066283183673 29.956431665768),1338200,ROYAL HOUSE RESTAURANT,441 ROYAL ST,,NEW ORLEANS,LA,70130,504-931-5492,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),441 ROYAL LLC,3682063.93877,531864.661827
POINT (-90.068758182217 29.950914793055),1337592,COMMERCE RESTAURANT,300 CAMP ST,,NEW ORLEANS,LA,70130,504-561-9239,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),COMMERCE RESTAURANT,3681302.36892,529849.866369
POINT (-90.061746073526 30.023770688649),1337469,BURGER KING REST #375,6332 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,504-949-5100,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BROOKS RESTAURANTS INC,3683228.87426,556367.630746
POINT (-90.099548006708 29.921083345616),1338233,SHAYA RESTAURANT,4213 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SHAYA RESTAURANT, LLC",3671668.99649,518895.755511
POINT (-90.068208005141 29.954331802982),1338009,MR B'S BISTRO,201 ROYAL ST,,NEW ORLEANS,LA,70130,504-523-2078,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MR B'S BISTRO INC,3681462.87343,531094.339778
POINT (-90.133478977614 29.929361181363),1337454,BROADWAY SERVICES,150 BROADWAY ST,,NEW ORLEANS,LA,70118,504-865-9514,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BROADWAY SERVICES, INC",3660889.352,521791.748474
POINT (-90.058518979169 29.971593574983),1338396,THE SUPERB PEARL,1400 FRENCHMEN ST,,NEW ORLEANS,LA,70112,(504)975-5241,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE SUPERB PEARL LLC,3684461.13884,537405.360584
POINT (-90.095097266691 29.985378511368),1337490,CAFE DU MONDE - CITY PARK,56 DREYFOUS DR,,NEW ORLEANS,LA,70124,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CAFE DU MONDE - CITY PARK,3672826.17595,542291.105229
POINT (-90.081280713614 29.955855232183),1337912,LOVE & PIE,401 S CLAIBORNE AVE,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LOVE & PIE , LLC",3677317.24686,531602.846339
POINT (-90.067236378671 29.94228692745),1337587,COCHON BUTCHER/CALCASIEN,930 TCHOUPITOULAS ST,STE #B,NEW ORLEANS,LA,70130,504-588-2189,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BUTCHER BANQUET,LLC",3681818.94268,526717.783102
POINT (-90.048815543247 29.968952839325),1338262,"ST.COFFEE ON ST. CLAUDE, LLC",2709 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-872-9798,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"ST. COFFEE ON ST. CLAUDE, LLC",3687544.0333,536479.401095
POINT (-90.068884595204 29.951325332789),1338195,ROCKROSE,217 CAMP ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROCKROSE RESTAURANT,LLC",3681260.69045,529998.712001
POINT (-90.131252052208 29.948399082954),1337624,D4 CAFE,8228 OAK ST,,NEW ORLEANS,LA,70118,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"D4 CAFE,LLC",3661522.07834,528722.04832
POINT (-90.072159932624 29.948409584778),1338278,STUMPTOWN COFFEE CORP,600 CARONDELET ST,STE #110,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),STUMPTOWN COFFEE CORP,3680235.16879,528927.008512
