Comp Affordable Housing ID,Property Name,Address,City,State,Zip Code,Latitude,Longitude,Unit Type,Census Tract,Owner,Developer,Council District,Phone,Email,Property Manager Or Landlord,Website,Students Only,Community Elderly,Community Disabled,Cmty Domestic Abuse Survivor,Community Mental,Community Veteran,Community Military,Only Serves Designated Cmtys,Cmty Served Descriptions,Broken Lease,Broken Lease Criteria,Eviction History,Eviction History Criteria,Criminal History,Criminal History Criteria,Has Waitlist,Total Units,Total Permanent Support Units,Has Permanent Support Units,Total Income Restricted Units,Has Allocated IR Units,Total Housing Choice Units,Accepts Housing Choice,Total Accessible IR Units,Has Allocated Acc IR Units,Num Units MFI 30,Num Units MFI 40,Num Units MFI 50,Num Units MFI 60,Num Units MFI 65,Num Units MFI 70,Num Units MFI 80,Num Units MFI 90,Num Units MFI 100,Num Units MFI 110,Num Units MFI 120,Has 0 Bed Unit,Has 1 Bed Unit,Has 2 Bed Unit,Has 3 Bed Unit,Has 4 Bed Unit,Has 5 Bed Unit,Num IR 0 Bed Units,Num IR 1 Bed Units,Num IR 2 Bed Units,Num IR 3 Bed Units,Num IR 4 Bed Units,Num IR 5 Bed Units,Has Playground,Has Pool,Has Off Street Parking,Has Air Conditioning,Has Ceiling Fans,Washer Dryer Unit,Washer Dryer Hookups,Washer Dryer Onsite,Washer Dryer Other,Allows Pet,Pet Other,Bus Transit Distance,Security,Elementary School,Middle School,High School,Affordability Start,Affordability Expiration,Austin Housing Inventory ID,Housing Program,Community Development Block Gr,Home Program Funding,Low Income Housing Tax Credit,Source ATC Guide,Source TDHCA,Source AHI,Is Duplicate,TDHCA Funded,NHCD Funded,HACA Funded,HATC Funded,Geocolumn
2894,The Standard at Austin-UNDER CONSTRUCTION,715 W 23rd St,Austin,TX,78705,30.286992,-97.745828,Multifamily,,,,9,,,,https://www.jonescarter.com/project_type/the-standard-at-austin-austin-tx-central-texas/,false,false,false,false,false,false,false,,Property is being marketed primarily to students.,,,,,,,,911,0,,91,,,,,,0,0,0,91,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bryker Woods Elementary School,O Henry Middle School,Austin High School,,,,,,,,,,,0,,true,,,POINT (-97.745828 30.286992)
2910,Highland Phase II South-UNDER CONSTRUCTION,109 Jacob Fontaine Lane,Austin,TX,78752,30.324758,-97.714668,Multifamily,,,,4,,,"Redleaf Properties, LLC/Austin Community College",,,,,,,,,,,,,,,,,,168,0,,17,,,,,,0,0,0,0,0,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reilly Elementary School,Webb Middle School,Mccallum High School,,,,,,,,,,,0,,true,,,POINT (-97.714668 30.324758)
2927,Moontower-UNDER CONSTRUCTION,2204 San Antionio Street,Austin,TX,78705,30.285646,-97.743134,Multifamily,,,,9,(512)-599-9640,leasing@moontoweratx.com,,moontoweratx.com,,,,,,,,,,,,,,,,,567,0,,57,,,,,,0,0,0,57,0,,0,,,,,,,,,,,,,,,,,false,true,true,true,,true,true,false,,yes,,,,,,,,,,,,,,,,,0,false,true,false,0,POINT (-97.743134 30.285646)
2911,Highland Phase II North-UNDER CONSTRUCTION,110 Jacob Fontaine Lane,Austin,TX,78752,30.324758,-97.714668,Multifamily,,,,4,,,Redleaf Properties and Austin Community College District,,,,,,,,,,,,,,,,,,222,0,,22,,,,,,0,0,0,0,0,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reilly Elementary School,Webb Middle School,Mccallum High School,,,,,,,,,,,0,,true,,,POINT (-97.714668 30.324758)
2623,Bridge at Cameron,9201 Cameron Road,Austin,TX,78754,30.34819984,-97.67549896,Multifamily,,"LDG Multifamily, LLC",LDG Multifamily LLC,1,(512) 955-5826,,AAHC,https://bridgeatcameronapts.com/,false,false,false,false,false,false,false,,,,,,,,,,263,0,,263,true,,true,,,0,0,0,263,0,,0,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,Hart Elementary,Dobie Middle,Reagan High,,,3760,,0,0,4.0,false,false,true,0,false,true,true,,POINT (-97.67549896 30.34819984)
2909,AMLI-South Shore Phase II-UNDER CONSTRUCTION,1620 E Riverside Dr,Austin,TX,78741,30.245229,-97.730198,Multifamily,,,,9,844-323-3945,,AMLI Residential,https://www.amli.com/apartments/austin/central-east-austin/austin/south-shore?switch_code=58696,,,,,,,,,,,,,,,,,75,0,,4,,,,,,0,0,0,0,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanchez Elementary School,Martin Middle School,Austin High School,,,,,,,,,,,0,,true,,,POINT (-97.730198 30.245229)
2825,1141 Shady Lane Mixed Use,1141 Shady Lane,Austin,TX,78721,30.26259995,-97.69120026,Multifamily,,,,3,512-520-2197,,,,,,,,,,,,,,,,,,,,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2 Mile,,Ortega,Martin,Eastside Memorial,,,,"Development Incentives, PUDDA, SMI,",,,,true,false,false,0,false,false,,,POINT (-97.69120026 30.26259995)
2929,2008 East 10th Street Unit B-UNDER CONSTRUCTION,2008 E. 10th Street,Austin,TX,78702,30.264686,-97.718991,Single Family,,,,1,,,,,,,,,,,,,,,,,,,,,1,0,,1,,,,,,0,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,true,,,POINT (-97.718991 30.264686)
2899,The Nine at Austin,2518 Leon Street,Austin,TX,78705,30.290996,-97.749342,Multifamily,,,,9,512-910-2799,,Scannell Development Company,http://theninewestcampus.com/,,,,,,,,,,,,,,,,,98,0,,10,,,,,,0,0,0,10,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bryker Woods Elementary School,O Henry Middle School,Austin High School,,,,,,,,,,,0,,true,,,POINT (-97.749342 30.290996)
2890,The Ruckus 2.0 Apartments,620 W 24th Street,Austin,TX,78705,30.288072,-97.743941,Multifamily,,,,9,737-202-2495,,2401 Rio LLC,https://ruckus2.com/,,,,,,,,,,,,,,,,,67,0,,7,,,,,,0,0,0,7,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bryker Woods Elementary School,O Henry Middle School,Austin High School,,,,,,,,,,,0,,true,,,POINT (-97.743941 30.288072)
2900,4401 South Congress Apartments-UNDER CONSTRUCTION,4401 South Congress Avenue,Austin,TX,78745,30.217094,-97.766904,Multifamily,,,,3,,,"South Congress 44 MF-I, LP",,,,,,,,,,,,,,,,,,48,0,,5,,,,,,0,0,0,0,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galindo Elementary School,Bedichek Middle School,Travis High School,,,,,,,,,,,0,,true,,,POINT (-97.766904 30.217094)
2930,2614 Rio Grande-UNDER CONSTRUCTION,2614 Rio Grande,Austin,TX,78705,30.29174,-97.74479,Multifamily,,,,9,,,,,,,,,,,,,,,,,,,,,565,0,,114,,,,,,0,0,57,57,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,true,,,POINT (-97.74479 30.29174)
2898,Villas on Nueces-UNDER CONSTRUCTION,2207 Nueces Street,Austin,TX,78705,30.285871,-97.743575,Multifamily,,,,9,512-772-3636,,Villa Nueces LP,https://www.villasonnueces.com/,,,,,,,,,,,,,,,,,99,0,,10,,,,,,0,0,0,10,0,,0,,,,,,,,,,,,,,,,,false,false,,true,,true,true,false,,,,,,Bryker Woods Elementary School,O Henry Middle School,Austin High School,,,,,,,,,,,0,,true,,,POINT (-97.743575 30.285871)
2903,Creekview Apartment Homes-UNDER CONSTRUCTION,5001 Crainway Drive,Austin,TX,78724,30.319166,-97.658889,Multifamily,,,,1,512-871-0873,,"TX Creekview Austin, LP",https://www.creekviewaustin.com/,,,,,,,,,,,,,,,,,264,0,,264,,,,,,8,0,13,243,0,,0,,,,,,,,,,,,,,,,,true,true,,true,,true,true,false,,yes,Breed Restrictions Apply,,,Jordan Elementary School,Dobie Middle School,LBJ High School,,,,,,,,,,,0,,true,,,POINT (-97.658889 30.319166)
2906,Inspire on 22nd,2200 Nueces Street,Austin,TX,78705,30.285401,-97.744188,Multifamily,,,,9,205-414-6400,,Capstone Collegiate-Communities,https://www.capstonecollegiatecommunities.com/,,,,,,,,,,,,,,,,,439,0,,44,,,,,,0,0,0,44,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bryker Woods Elementary School,O Henry Middle School,Austin High School,,,,,,,,,,,0,,true,,,POINT (-97.744188 30.285401)
2926,Pathways at Chalmers Courts East-UNDER CONSTRUCTION,300 Chicon Street,Austin,TX,78702,30.26001,-97.724506,Multifamily,,,,3,512-308-6785,,Housing Authority City of Austin,https://www.hacanet.org/residents/rad/chalmers/,,,,,,,,,,,,,,,,,156,0,,135,,,,,,14,0,54,67,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,true,true,0,POINT (-97.724506 30.26001)
2932,44 East-UNDER CONSTRUCTION,44 East Avenue,Austin,TX,78701,30.255904090410752,-97.73902694527496,Multifamily,,,,9,(512)-767-1967,contactus@44eastave.com,,https://www.44eastaveaustin.com/,,,,,,,,,,,,,,,,,322,0,,14,,,,,,0,0,0,0,0,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,true,false,0,POINT (-97.739026945275 30.255904090411)
2931,4910 East 7th Street-UNDER CONSTRUCTION,4910 East 7th Street,Austin,TX,78702,30.25529,-97.70055,Multifamily,,,,3,,,,,,,,,,,,,,,,,,,,,279,0,,28,,,,,,0,0,0,0,0,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,true,,,POINT (-97.70055 30.25529)
2925,Greyshire Village-UNDER CONSTRUCTION,3700 Payload Pass,Austin,TX,78704,30.223162,-97.755208,Multifamily,,,,4,,,,,,,,,,,,,,,,,,,,,84,0,,76,,,,,,16,0,31,29,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,true,,,POINT (-97.755208 30.223162)
2895,The Nine at Rio,2100 Rio Grande St,Austin,TX,78705,30.284272,-97.745293,Multifamily,,,,9,737-777-9926,,Scannell Development Company,https://www.liveatninerio.com/,,,,,,,,,,,,,,,,,109,0,,11,,,,,,0,0,0,11,0,,0,,,,,,,,,,,,,,,,,false,true,true,true,true,,,,,,,,,Bryker Woods Elementary,O Henry Middle School,Austin High School,,,,,,,,,,,0,,true,,,POINT (-97.745293 30.284272)
2876,The Jordan at Mueller,2724 Philomena St.,Austin,TX,78723,30.297534,-97.694652,Multifamily,,,,9,,mandy.lewis@foundcom.org,Mandy Lewis,https://foundcom.org/housing/future-communities/,,,,,,,,,,,,,,,,,132,14,,132,,,,,,14,,66,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanton,Lamar,Reagan,November 30 2017,11/30/2057 12:00:00 AM,,,,,,,,,0,true,true,,,POINT (-97.694652 30.297534)
2891,Avon at 22nd,911 W 22nd Street,Austin,TX,78705,30.285403,-97.747712,Multifamily,,,,9,512-474-0111,,"Allada UNO, LLC",https://www.avonat22nd.com/,,,,,,,,,Student living.,,,,,,,,19,0,,2,,,,,,0,0,0,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bryker Woods Elementary School,O Henry Middle School,Austin High School,,,,,,,,,,,0,,true,,,POINT (-97.747712 30.285403)
2914,4411 S Congress Avenue-UNDER CONSTRUCTION,4411 S Congress Avenue,Austin,TX,78745,30.216474,-97.767541,Multifamily,,,,3,,,"South Congress 44 MF-I, LP",,,,,,,,,,,,,,,,,,222,0,,22,,,,,,0,0,0,0,0,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galindo Elementary School,Bedichek Middle School,Travis High School,,,,,,,,,,,0,,true,,,POINT (-97.767541 30.216474)
2893,Nexus East-UNDER CONSTRUCTION,720 Airport Boulevard,Austin,TX,78702,30.252779,-97.693218,Multifamily,,,,3,,,Spicewood Investments and ABP Interests,https://ardent-residential.com/projects/nexus-east,,,,,,,,,,,,,,,,,49,0,,5,,,,,,0,0,0,5,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Govalle Elementary School,Martin Middle School,Eastside Memorial High School,,,,,,,,,,,0,,true,,,POINT (-97.693218 30.252779)
2380,Gateway Apartments,505 Swanee Dr.,Austin,TX,78752,30.33499908,-97.71520233,Multifamily,,,,4,512-331-5172,,Double Kaye,http://doublekaye.com/gateway.php,,,,,,,,,,yes,,depends,depends,yes,,,10,0,,10,true,,true,,,,,,,,,,,,,,,true,,,,,,,,,,,false,false,true,true,false,false,false,true,,no,,<1/2,,Reilly,Webb,McCallum,,,,Housing Tax Credit Program,,,4,true,false,false,0,false,false,,,POINT (-97.71520233 30.33499908)
2805,Villas of Cordoba,5901 East Stassney Lane,Austin,TX,78744,30.19009972,-97.73269653,Multifamily,,,,2,512-444-7430,,,,false,false,false,false,false,false,false,,,depends,Rental debt must be paid off,no,,depends,"No felonies; misdemeanors involving drugs, violence, and/or sex offenses will be denied",false,156,0,,93,true,,true,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,false,true,true,,yes,Breed restrictions,,,Widen Elementary,Mendez Middle,Akins High,,,,Housing Tax Credit Program,,,9,true,false,false,0,false,false,,,POINT (-97.73269653 30.19009972)
2885,1412 Perez Street,1412 Perez Street,Austin,TX,78721,30.281273,-97.692141,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sims,Martin,Reagan,,,,,,,,,,,0,,,,,POINT (-97.692141 30.281273)
2723,Lamar Union Apartments,1100 S Lamar Boulevard,Austin,TX,78704,30.25589943,-97.76290131,Multifamily,,Greystar Real Estate Partners,Greystar Real Estate Partners,5,855-564-1387,,,https://www.lamarunion.com/,false,false,false,false,false,false,false,,,depends,Case-by-case,no,,depends,No felonies; no violent misdemeanors,false,442,0,,44,true,,false,,,0,0,0,44,0,,0,,,,,true,true,true,,,,,,,,,,,true,true,true,true,true,false,false,,yes,"breed restrictions, 15 / mo",1/4 Mile,"gates, keypads",Zilker Elementary,O. Henry Middle,Austin High,January 01 2015,01/01/2055 12:00:00 AM,3605,"Development Incentives, VMU",0,0,,true,false,true,0,false,true,,,POINT (-97.76290131 30.25589943)
2671,Elan Parkside Apartments,609 Clayton Lane,Austin,TX,78752,30.32369995,-97.71350098,Multifamily,,Greystar,Greystar,4,512-598-5573,,,,false,false,false,false,false,false,false,,,depends,,depends,,depends,Case by case,false,309,0,,32,true,,false,,,0,0,0,0,0,,31,,,,,,,,,,,,,,,,,,true,true,true,true,true,true,false,,,,,,Reilly Elementary School,Webb Middle School,McCallum High School,,,3832,,0,0,,false,false,true,0,false,true,,,POINT (-97.71350098 30.32369995)
2809,Springdale Gardens,1054 Springdale Rd,Austin,TX,78721,30.27330017,-97.69259644,Multifamily,,,,1,512-928-3451,,,,false,false,false,false,false,false,false,,,no,,no,,depends,,,100,0,,97,true,,true,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,true,,false,false,true,,service_only,,<1/2,,Govalle Elementary School,Martin Middle School,Eastside Memorial HS at Johnston,,,,HUD Section 8,,,,true,false,false,0,false,false,,,POINT (-97.69259644 30.27330017)
2650,4904 West Wind Trail,4904 West Wind Trail,Austin,TX,78745,30.22739983,-97.80339813,FourPlex,,Frameworks Community Development Corporation,Frameworks Community Development Corporation,5,512-385-1500,,Frameworks Community Development Corporation,https://frameworkscdc.org/,,,,,,,,,,,,,,,,,4,0,,3,true,,,,,0,0,3,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunset Valley,Covington,Crockett,January 01 2014,01/01/2113 12:00:00 AM,3393,,0,187000,,false,false,true,0,false,true,,,POINT (-97.80339813 30.22739983)
2750,Hawthorne at the District,2239 Cromwell Circle,Austin,TX,78741,30.22789955,-97.71829987,Multifamily,,,Riverchase Associates,3,833-371-8518,,,https://www.hawthorneatthedistrict.com/,false,false,false,false,false,false,false,,,,,,,,,,284,0,,56,true,,false,,,0,0,0,0,0,,56,,,,,,,,,,,,,,,,,false,true,,true,,false,true,true,,yes,"One-time non-refundable pet fee of $395/pet and $20 pet rent/pet, breed restrictions apply and no more than 2",,,Baty,Ojeda,Del Valle,January 01 2002,01/01/2037 12:00:00 AM,3484,,0,0,,false,false,true,0,false,true,,,POINT (-97.71829987 30.22789955)
2541,St. James Apartments,5514 Roosevelt Avenue,Austin,TX,78756,30.32699966,-97.73290253,Multifamily,,Burlington Ventures Inc.,Burlington Ventures,7,512-476-0111,,,http://burlingtonventures.com/saint-james-5514-roosevelt/,,,,,,,,,,,,,,,,,9,0,,2,true,,,,,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,true,true,true,true,,,,,,,Brentwood,Lamar,Mccallum,January 01 2014,01/01/2019 12:00:00 AM,3501,,0,0,,false,false,true,0,false,true,,,POINT (-97.73290253 30.32699966)
2401,Buckingham Place Duplexes,743 Yarsa Blvd.,Austin,TX,78748,30.17429924,-97.80470276,Duplex,,,,2,512-280-5127,frances.delossantos@foundcom.org,Frances Delos Santos,www.foundcom.org/housing/our-austin-communities/buckingham-place-duplexes/,false,false,false,false,false,false,false,,,depends,"Applicants who have skipped/left without notice, asked to move, terminated or non renewed by management, currently owes unpaid sums for damages or have a history of lease violations at any previous rental property will be denied.",depends,Applicants who were evicted for nonpayment of rent will be considered if they have paid off debt to previous landlord,depends,No felonies within 10 years; no more than 2 felonies total; certain misdemeanors excluded for 7 years; certain convictions excluded permanently,false,166,0,,114,true,,true,,,,,,,,,,,,,,,,true,true,,,,,,,,,true,false,true,true,true,,true,,,yes,,,,Casey Elementary School,Bedichek Middle School,Akins High School,,,,"HUD Section 8; Foundation Communities (nonprofit, offers affordable housing)",,,,true,false,false,0,false,false,,,POINT (-97.80470276 30.17429924)
2846,900 South 1st Condos,900 S 1st St.,Austin,TX,78704,30.2548008,-97.75229645,Multifamily,,,,9,512-201-2700,,,https://www.highrises.com/austin/the-900-condos/,false,false,false,false,false,false,false,,,,,,,,,,182,,,18,,,,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,false,false,true,true,true,false,true,false,,yes,,,,Becker Elementary School,Fulmore Middle School,Travis High School,,,,Smart Housing,,,,true,false,false,0,false,false,,,POINT (-97.75229645 30.2548008)
2628,Block on Leon,2510 Leon Street,Austin,TX,78705,30.29030037,-97.74949646,Multifamily,,CWS Capital Partners LLC,CWS Capital Partners LLC,9,512-478-9811,,American Campus Leasing Center,http://www.theblockwestcampus.com/,,,false,false,false,false,false,,,depends,Case-by-case,depends,Case-by-case,depends,Case-by-case; no felonies; certain misdemeanors will result in denial of application,false,138,0,,28,true,,false,,,0,0,14,0,0,,14,,,,,,,,,,,,,,,,,false,true,true,true,true,true,true,false,,yes,"The Block is pet-friendly. We allow 1 pet per apartment, cats and dogs only. All pets must be approved before they are allowed in the apartment. All roommates must agree to have a pet in writing before the pet will be approved to move in. Breed, age, and",,,Bryker Woods,O Henry,Austin,January 01 2009,01/01/2024 12:00:00 AM,3566,,0,0,,false,false,true,0,false,true,,,POINT (-97.74949646 30.29030037)
2381,Marshall Apartments,1401 E 12th Street,Austin,TX,78702,30.27269936,-97.72480011,Multifamily,,Eureka Holdings,"Marshall Affordable Partners, Ltd.",1,512-472-6935,,LEDIC Realty,http://www.marshall-apartments.com/,false,false,false,false,false,false,false,,,depends,No rental debt,depends,No eviction in the past 3 years,depends,Case-by-case; no felonies,true,100,0,,100,true,,,,,0,0,100,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,>1/2 Mile,,Blackshear Elementary,Kealing Middle School,Eastside Memorial HS at Johnston,January 01 2011,01/01/2110 12:00:00 AM,3303,"RHDA, Go Bond 2006",0,0,,true,false,true,0,false,true,,,POINT (-97.72480011 30.27269936)
2496,7EAST,2025 E 7th Street,Austin,TX,78702,30.26169968,-97.72000122,Multifamily,,"SL Chicon, LP","SL Chicon, LP",3,877-978-2231,,Greystar,https://www.7eastaustin.com/,false,false,false,false,false,false,false,,,depends,Rental debt must be paid off,no,,depends,Case-by-case,false,177,0,,18,true,,false,,,0,0,0,0,0,,18,,,,,,,,,,,,,,,,,false,true,true,true,,,,,,yes,"Cats and dogs, 2 pets maximum per apartment home. There is a $300 non-refundable pet fee. Pet rent is $15 per month. No weight limit. Aggressive breeds prohibited.",,,Zavala,Martin,Eastside Memorial,January 01 2015,01/01/2055 12:00:00 AM,3611,,0,0,,false,false,true,0,false,true,,,POINT (-97.72000122 30.26169968)
2630,Austin Childrens Shelter,4800 Manor Road,Austin,TX,78723,30.29640007,-97.69000244,Multifamily,,Austin Childrens Shelter,Austin Childrens Shelter,9,512-267-7233,,,http://www.safeaustin.org/austinchildrensshelter/,false,false,false,true,false,false,false,,,,,,,,,,28,0,,28,true,,,,,0,0,28,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanton,Reagan,Lamar,January 01 2008,01/01/2107 12:00:00 AM,3293,,0,0,,false,false,true,0,false,true,,,POINT (-97.69000244 30.29640007)
2744,Alexander Oaks Apartments,6119 Valiant Circle,Austin,TX,78749,30.23390007,-97.85160065,Duplex,,Housing Authority of Travis County,Housing Authority of Travis County,8,512-854-8245,,Housing Authority of Travis County,https://www.hatctx.com/alexander-oaks/,false,false,false,false,false,false,false,,,depends,No debt owed to federally assisted housing; no pattern of residential disturbances within 5 years,depends,No evictions from federally-assisted housing within the past 2 years; 5 years if eviction was for drug-related criminal activity,depends,Case-by-case; certain felonies permanently excluded; no violent or drug-related convictions within the past 4 years,true,51,0,,51,true,,false,,,0,0,0,51,0,,0,,,,,,true,true,true,true,,,,,,,,true,,true,,,true,,,,yes,Dogs and cats; 25 lbs max,,,Patton Elementary,Small Middle,Austin High,April 10 2019,04/10/2024 12:00:00 AM,3752,"Public Housing - Housing Authority of Travis County, Texas. Web: www.hatctx.com",0,0,9,true,false,true,0,false,true,,1,POINT (-97.85160065 30.23390007)
2509,Santora Villas,1705 Frontier Valley,Austin,TX,78741,30.22470093,-97.69460297,Multifamily,,,,3,512-247-3330,TEbner@LDGDevelopment.com,,santoravillas.com,false,false,false,false,false,false,false,,,depends,Applicants with previous broken leases must have paid rental debt in full,no,,depends,felonies permanently excluded; certain misdemeanors permanently excluded,true,192,0,,192,true,,true,22,true,,,,,,,,,,,,false,true,true,true,false,false,0,24,96,72,0,0,true,true,,true,,false,true,true,,yes,"no agressive breeds, 40lb limit",<1/2,,Allison Elementary,Martin Middle,Eastside Memorial High School at Johnston,,,,HUD Section 8; Housing Tax Credit Program,,,4,true,true,false,0,true,false,,,POINT (-97.69460297 30.22470093)
2372,Accessible Housing Austin! - SF,7009 Thannas Way,Austin,TX,78744,30.17770004,-97.75610352,Single Family,,Accessible Housing Austin!,Accessible Housing Austin!,2,512-640-7781,,,http://www.ahaustin.org,,false,true,false,true,false,false,,People with mental and/or physical disabilities,,,,,,,,1,0,,1,true,,,,,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langford,Mendez,Akins,January 01 2016,01/01/2115 12:00:00 AM,4582,,0,56922,,false,false,true,0,false,true,,,POINT (-97.75610352 30.17770004)
2668,Park at Wells Branch Apartments,1915 Wells Branch Parkway,Austin,TX,78728,30.43370056,-97.68060303,Multifamily,,,,0,512-251-0043,park@wellsbranch.com,,parkatwellsbranch.com,false,false,false,false,false,false,false,,"When I called, leasing agent said there were no affordable units, they only accept section 8 vouchers",depends,If they've paid off the debt,no,n/a,depends,It depends on the type of charge,,304,,,304,true,,true,,,,,,,,,,,,,,,true,true,,,,,,,,,,,true,,true,true,,true,,,no,,,,,,,,,,TCHFC Bond Program (income requirements and restrictions),,,,true,false,false,0,false,false,,,POINT (-97.68060303 30.43370056)
