inci_no,Alm_Date,Address,Inci_type,Content_Loss,Property_Loss,Total_Loss,Pre_Inci_Value,Saved
21631,8/16/2012,N BROOK City of Louisville KY 40202,131 - Passenger vehicle fire,200,1500,1700,1500,-200
21729,8/17/2012,3202 FRANKFORT n/a City of Louisville KY 40206,111 - Building fire,0,50,50,200000,199950
21864,8/18/2012,2001 NEWBURG n/a City of Kingsley KY 40205,131 - Passenger vehicle fire,200,1500,1700,1500,-200
21950,8/19/2012,1747 W GAULBERT n/a City of Louisville KY 40210,131 - Passenger vehicle fire,0,12000,12000,12000,0
21935,8/19/2012,1525 CLARA N/A City of Louisville KY 40215,131 - Passenger vehicle fire,0,3000,3000,3000,0
22003,8/19/2012,301 ROCK CLIFF 5 City of Louisville KY 40218,111 - Building fire,0,1500,1500,2500,1000
21987,8/19/2012,4104 LAURELWOOD n/a City of Cambridge KY 40220,"160 - Special outside fire, other",0,500,500,1500,1000
22121,8/20/2012,3320 PRESTON NA City of Audubon Park KY 40213,131 - Passenger vehicle fire,0,2500,2500,4000,1500
22115,8/20/2012,937 PHILLIPS n/a City of Louisville KY 40209,131 - Passenger vehicle fire,500,2000,2500,3500,1000
22112,8/20/2012,206 ROCK CLIFF 206 City of Louisville KY 40218,111 - Building fire,0,1000,1000,250000,249000
22057,8/20/2012,DIXIE City of Louisville KY 40210,131 - Passenger vehicle fire,200,31500,31700,31500,-200
22149,8/21/2012,2311 S 36TH N/A City of Louisville KY 40211,111 - Building fire,500,1500,2000,35000,33000
22143,8/21/2012,2151 GOLDSMITH 25 City of Louisville KY 40218,111 - Building fire,0,300,300,250000,249700
22280,8/22/2012,461 HURON n/a City of Louisville KY 40209,131 - Passenger vehicle fire,0,3000,3000,3000,0
22306,8/22/2012,1200 MAPLE Print Rag Bay City of Louisville KY 40210,"118 - Trash or rubbish fire, contained",200,0,200,0,-200
22280,8/22/2012,461 HURON n/a City of Louisville KY 40209,131 - Passenger vehicle fire,0,3000,3000,3000,0
22273,8/22/2012,3408 DR WILLIAM G WEATHERS N/A City of Louisville KY 40211,131 - Passenger vehicle fire,0,2000,2000,2000,0
22489,8/24/2012,2317 WILSON na City of Louisville KY 40210,111 - Building fire,0,3000,3000,3000,0
22489,8/24/2012,2317 WILSON na City of Louisville KY 40210,111 - Building fire,2000,8000,10000,8000,-2000
22459,8/24/2012,N 17TH City of Louisville KY 40203,131 - Passenger vehicle fire,0,1000,1000,1000,0
22416,8/24/2012,1712 MAE STREET KIDD na City of Louisville KY 40211,131 - Passenger vehicle fire,500,2000,2500,2000,-500
22537,8/25/2012,225 ABRAHAM FLEXNER 1st floor City of Louisville KY 40202,111 - Building fire,5000,5000,10000,3000000,2990000
22534,8/25/2012,1010 S 32ND na City of Louisville KY 40211,111 - Building fire,10000,15000,25000,80000,55000
22513,8/25/2012,2127 PORTLAND n/a City of Louisville KY 40212,111 - Building fire,15000,50000,65000,70000,5000
22592,8/25/2012,WILSON City of Louisville KY 40211,131 - Passenger vehicle fire,0,3000,3000,3000,0
22588,8/25/2012,4905 GRANT n/a City of Louisville KY 40214,"118 - Trash or rubbish fire, contained",1000,0,1000,0,-1000
22607,8/26/2012,117 S 40TH n/a City of Louisville KY 40212,111 - Building fire,500,5000,5500,5000,-500
22619,8/26/2012,4919 WABASH n/a City of Louisville KY 40214,131 - Passenger vehicle fire,0,5000,5000,5000,0
22660,8/26/2012,13581 I 65 North n/a City of Louisville KY 40202,131 - Passenger vehicle fire,100,5000,5100,5000,-100
22719,8/27/2012,3025 HIKES N/A City of Cambridge KY 40220,131 - Passenger vehicle fire,500,3500,4000,4000,0
22733,8/27/2012,10 I 71 South N/A City of Louisville KY 40206,132 - Road freight or transport vehicle fire,0,1000,1000,375000,374000
22735,8/27/2012,2710 GREENWOOD na City of Louisville KY 40211,111 - Building fire,5000,25000,30000,25000,-5000
22870,8/28/2012,849 S 26TH N/A City of Louisville KY 40211,111 - Building fire,0,15000,15000,45000,30000
22942,8/29/2012,206 BULLITT N/A City of Bancroft KY 40222,111 - Building fire,1000,4000,5000,920000,915000
22937,8/29/2012,916 ASH N/A City of Louisville KY 40217,"151 - Outside rubbish, trash or waste fire",0,500,500,120000,119500
22898,8/29/2012,2202 BOLLING N/a City of Louisville KY 40210,131 - Passenger vehicle fire,0,3000,3000,3000,0
22961,8/29/2012,3725 PENWAY na City of Louisville KY 40211,111 - Building fire,3000,15000,18000,15000,-3000
22985,8/30/2012,2519 MONTGOMERY n/a City of Louisville KY 40212,"113 - Cooking fire, confined to container",200,0,200,0,-200
23150,8/31/2012,3220 KIRBY n/a City of Louisville KY 40211,111 - Building fire,2000,10000,12000,65000,53000
23487,9/3/2012,3118 RADIANCE N/A City of Cambridge KY 40220,131 - Passenger vehicle fire,0,2000,2000,3000,1000
23486,9/3/2012,LOUISVILLE City of Louisville KY 40209,131 - Passenger vehicle fire,0,1000,1000,7000,6000
23453,9/3/2012,3653 Taylor N/A City of Louisville KY 40215,131 - Passenger vehicle fire,0,1000,1000,1000,0
23574,9/4/2012,584 VILLAGE WEST N/A City of Louisville KY 40203,111 - Building fire,0,2000,2000,100000,98000
23561,9/4/2012,508 DAKOTA n/a City of Louisville KY 40209,111 - Building fire,75000,250000,325000,250000,-75000
23757,9/6/2012,800 W CHESTNUT N/A City of Louisville KY 40203,131 - Passenger vehicle fire,0,825,825,825,0
23935,9/7/2012,240 I 71 North N/A City of Beechwood Village KY 40207,131 - Passenger vehicle fire,250,5000,5250,5000,-250
23939,9/7/2012,2417 ELLIOTT n/a City of Louisville KY 40211,111 - Building fire,5000,55000,60000,75000,15000
24149,9/9/2012,516 S 18TH N/A City of Louisville KY 40203,111 - Building fire,15000,40000,55000,80000,25000
24258,9/10/2012,1487 FRANKFORT N/A City of Louisville KY 40206,131 - Passenger vehicle fire,0,1000,1000,3000,2000
24258,9/10/2012,1487 FRANKFORT N/A City of Louisville KY 40206,131 - Passenger vehicle fire,1000,6000,7000,6000,-1000
24184,9/10/2012,1413 SOUTHGATE N/A City of Louisville KY 40215,"160 - Special outside fire, other",0,200,200,1200,1000
24278,9/11/2012,2708 SLEVIN n/a City of Louisville KY 40212,111 - Building fire,0,28170,28170,28170,0
24278,9/11/2012,2710 SLEVIN n/a City of Louisville KY 40212,111 - Building fire,0,12000,12000,36540,24540
24278,9/11/2012,2706 SLEVIN n/a City of Louisville KY 40212,111 - Building fire,0,10000,10000,34190,24190
24495,9/13/2012,1810 S 24TH na City of Louisville KY 40210,131 - Passenger vehicle fire,0,500,500,2000,1500
24714,9/15/2012,2501 CRITTENDEN 0 City of Louisville KY 40217,131 - Passenger vehicle fire,0,2000,2000,2000,0
24839,9/16/2012,923 SHELBY n/a City of Louisville KY 40204,111 - Building fire,500,2000,2500,10000,7500
24821,9/16/2012,790 I 64 East N/A City of Louisville KY 40206,131 - Passenger vehicle fire,0,300,300,300,0
24800,9/16/2012,624 N 26TH na City of Louisville KY 40212,131 - Passenger vehicle fire,0,600,600,600,0
24994,9/18/2012,5366 NEW CUT n/a City of Louisville KY 40214,111 - Building fire,0,1000,1000,100000,99000
24982,9/18/2012,S 3RD City of Louisville KY 40202,131 - Passenger vehicle fire,0,400,400,3200,2800
24980,9/18/2012,3675 KAHLERT N/A City of Louisville KY 40215,111 - Building fire,5000,15000,20000,65540,45540
25188,9/20/2012,322 LOUIS COLEMAN JR 4 City of Louisville KY 40212,111 - Building fire,1000,5000,6000,75000,69000
25313,9/21/2012,937 PHILLIPS N/A City of Louisville KY 40209,138 - Off-road vehicle or heavy equipment fire,1200,0,1200,0,-1200
25340,9/22/2012,4700 W BROADWAY n/a City of Louisville KY 40211,131 - Passenger vehicle fire,0,3000,3000,3000,0
25398,9/22/2012,556 VILLAGE WEST NA City of Louisville KY 40203,111 - Building fire,200,0,200,0,-200
25492,9/23/2012,2622 W BROADWAY n/a City of Louisville KY 40211,111 - Building fire,100,100,200,100000,99800
25483,9/23/2012,S 33RD City of Louisville KY 40211,131 - Passenger vehicle fire,200,1500,1700,3000,1300
25424,9/23/2012,OWEN City of Louisville KY 40212,131 - Passenger vehicle fire,300,6500,6800,6500,-300
25548,9/24/2012,SOUTHERN City of Louisville KY 40214,131 - Passenger vehicle fire,0,1000,1000,1000,0
25529,9/24/2012,S 7TH City of Louisville KY 40202,131 - Passenger vehicle fire,0,1500,1500,1500,0
25597,9/24/2012,452 DOUGLAS n/a City of Louisville KY 40214,131 - Passenger vehicle fire,0,1000,1000,1000,0
25597,9/24/2012,452 DOUGLAS n/a City of Louisville KY 40214,131 - Passenger vehicle fire,0,1000,1000,1000,0
25597,9/24/2012,452 DOUGLAS n/a City of Louisville KY 40214,131 - Passenger vehicle fire,0,1000,1000,1000,0
25668,9/25/2012,1521 W JEFFERSON N/a City of Louisville KY 40203,131 - Passenger vehicle fire,0,3000,3000,3000,0
26032,9/29/2012,815 W MARKET 708 City of Louisville KY 40202,"118 - Trash or rubbish fire, contained",1000,1000,2000,1000,-1000
26017,9/29/2012,430 I 64 East n/a City of Louisville KY 40202,131 - Passenger vehicle fire,0,2000,2000,10000,8000
26152,10/1/2012,1544 S 30TH n/a City of Louisville KY 40211,111 - Building fire,0,2500,2500,40000,37500
26377,10/3/2012,313 MAC BRAE n/a City of Louisville KY 40214,131 - Passenger vehicle fire,0,1000,1000,4000,3000
26604,10/5/2012,2223 ST XAVIER N/A City of Louisville KY 40212,111 - Building fire,5000,22400,27400,22400,-5000
26604,10/5/2012,2221 ST XAVIER N/A City of Louisville KY 40212,111 - Building fire,15000,20000,35000,40000,5000
26604,10/5/2012,2225 ST XAVIER N/A City of Louisville KY 40212,111 - Building fire,0,3000,3000,40000,37000
26642,10/6/2012,2223 GOLDSMITH n/a City of Louisville KY 40218,111 - Building fire,0,50000,50000,150000,100000
26703,10/7/2012,4904 PRESTON 0 City of Audubon Park KY 40213,111 - Building fire,25000,50000,75000,50000,-25000
26723,10/7/2012,1900 SILS n/a City of Kingsley KY 40205,111 - Building fire,0,12000,12000,400000,388000
26818,10/8/2012,2714 7TH STREET 35 City of Louisville KY 40215,121 - Fire in mobile home used as fixed residence,15000,30000,45000,30000,-15000
26782,10/8/2012,1311 S 2ND n/a City of Louisville KY 40208,111 - Building fire,2500,10000,12500,250000,237500
26938,10/9/2012,RESERVOIR City of Louisville KY 40206,131 - Passenger vehicle fire,0,5000,5000,5000,0
26920,10/9/2012,210 S 43RD kitchen City of Louisville KY 40212,"113 - Cooking fire, confined to container",0,100,100,100,0
26890,10/9/2012,1520 LINCOLN n/a City of Audubon Park KY 40213,111 - Building fire,10000,20000,30000,80000,50000
27048,10/10/2012,108 N RASTETTER N/A City of Louisville KY 40206,112 - Fires in structure other than in a building,0,5000,5000,5000,0
26986,10/10/2012,2514 S 4TH 1 City of Louisville KY 40208,111 - Building fire,0,300,300,100000,99700
27149,10/11/2012,163 BRECKINRIDGE 15 City of Cambridge KY 40220,131 - Passenger vehicle fire,0,3000,3000,3000,0
27128,10/11/2012,1438 SHINGO na City of Louisville KY 40215,131 - Passenger vehicle fire,500,2000,2500,2000,-500
27289,10/13/2012,2009 TERRIL 24 City of Louisville KY 40218,111 - Building fire,10000,20000,30000,466000,436000
27535,10/15/2012,1718 ODANIEL 6 City of Audubon Park KY 40213,111 - Building fire,500,1000,1500,40000,38500
27472,10/15/2012,2739 BROWNSBORO 8 City of Louisville KY 40206,111 - Building fire,25000,40000,65000,342000,277000
27585,10/16/2012,428 N 41ST N/A City of Louisville KY 40212,"151 - Outside rubbish, trash or waste fire",0,2000,2000,75210,73210
27717,10/18/2012,1322 OLIVE 1 City of Louisville KY 40211,111 - Building fire,2500,25000,27500,40000,12500
27717,10/18/2012,1328 OLIVE 1 City of Louisville KY 40211,111 - Building fire,1000,3500,4500,35000,30500
27717,10/18/2012,1324 OLIVE 1 City of Louisville KY 40211,111 - Building fire,0,40000,40000,40000,0
27851,10/19/2012,1832 DIXDALE N/A City of Louisville KY 40210,"113 - Cooking fire, confined to container",200,0,200,0,-200
27866,10/19/2012,1723 LYTLE n/a City of Louisville KY 40203,111 - Building fire,0,500,500,30000,29500
27866,10/19/2012,1721 LYTLE n/a City of Louisville KY 40203,111 - Building fire,1000,20000,21000,30000,9000
27943,10/20/2012,3006 PENWAY N/A City of Louisville KY 40210,"118 - Trash or rubbish fire, contained",100,800,900,70000,69100
28060,10/21/2012,1900 STRATHMOOR N/A City of Kingsley KY 40205,162 - Outside equipment fire,0,500,500,150000,149500
28258,10/23/2012,821 S JACKSON n/a City of Louisville KY 40203,"151 - Outside rubbish, trash or waste fire",0,1000,1000,45000,44000
28367,10/24/2012,1943 NEWBURG 2 City of Kingsley KY 40205,"113 - Cooking fire, confined to container",300,0,300,0,-300
28358,10/24/2012,1430 ARLING n/a City of Louisville KY 40215,131 - Passenger vehicle fire,0,1000,1000,7000,6000
28310,10/24/2012,S 4TH City of Louisville KY 40208,131 - Passenger vehicle fire,0,1000,1000,1000,0
28394,10/25/2012,605 LYNN n/a City of Louisville KY 40217,"160 - Special outside fire, other",500,2000,2500,2000,-500
28540,10/26/2012,2201 W MAIN na City of Louisville KY 40212,111 - Building fire,3000,0,3000,0,-3000
28594,10/27/2012,BARDSTOWN City of Kingsley KY 40205,131 - Passenger vehicle fire,1500,0,1500,0,-1500
28692,10/29/2012,3923 BANK n/a City of Louisville KY 40212,111 - Building fire,1000,0,1000,0,-1000
28707,10/29/2012,4036 POPLAR LEVEL n/a City of Audubon Park KY 40213,111 - Building fire,45000,45000,90000,100000,10000
28788,10/30/2012,1546 GALLAGHER n/a City of Louisville KY 40210,112 - Fires in structure other than in a building,500,500,1000,15000,14000
28854,10/30/2012,3241 GOLDEN TURTLE 102 City of Louisville KY 40218,111 - Building fire,2000,5000,7000,400000,393000
28902,10/31/2012,4705 BELLEVUE Bldg. A City of Louisville KY 40215,"150 - Outside rubbish fire, other",0,5000,5000,20000,15000
28954,10/31/2012,1425 S 28TH N/A City of Louisville KY 40211,131 - Passenger vehicle fire,0,11000,11000,11000,0
29052,11/2/2012,415 MAC BRAE n/a City of Louisville KY 40214,"113 - Cooking fire, confined to container",1000,1000,2000,110000,108000
29073,11/2/2012,1629 S 3RD n/a City of Louisville KY 40208,111 - Building fire,0,100,100,300000,299900
29092,11/2/2012,2827 HALE n/a City of Louisville KY 40211,111 - Building fire,6000,0,6000,0,-6000
29093,11/2/2012,3715 BRIARBRIDGE N/A City of Louisville KY 40218,131 - Passenger vehicle fire,0,300,300,900,600
29115,11/2/2012,109 N 43RD N/A City of Louisville KY 40212,111 - Building fire,0,20000,20000,42000,22000
29210,11/4/2012,3001 LINWOOD N/A City of Louisville KY 40210,"113 - Cooking fire, confined to container",200,300,500,70000,69500
29243,11/4/2012,1137 S 32ND na City of Louisville KY 40211,111 - Building fire,100,0,100,0,-100
29253,11/4/2012,4501 S 6TH 39 City of Louisville KY 40214,111 - Building fire,2000,500,2500,27000,24500
29342,11/5/2012,2614 ALGONQUIN na City of Louisville KY 40210,111 - Building fire,1000,2000,3000,80000,77000
29376,11/5/2012,223 NORTHWESTERN N/A City of Louisville KY 40212,111 - Building fire,12000,65000,77000,85000,8000
29376,11/5/2012,221 NORTHWESTERN N/A City of Louisville KY 40212,111 - Building fire,250,1000,1250,100000,98750
29422,11/6/2012,214 E ORMSBY 2 City of Louisville KY 40203,111 - Building fire,500,10000,10500,215000,204500
29433,11/6/2012,1730 W ST CATHERINE 1 City of Louisville KY 40210,111 - Building fire,0,500,500,20000,19500
29439,11/6/2012,214 E ORMSBY 2 City of Louisville KY 40203,"118 - Trash or rubbish fire, contained",0,200,200,300000,299800
29443,11/6/2012,1908 RUSSELL LEE N/A City of Louisville KY 40211,131 - Passenger vehicle fire,0,500,500,4000,3500
29452,11/6/2012,4716 S 1ST na City of Louisville KY 40214,111 - Building fire,500,1000,1500,50000,48500
29489,11/7/2012,922 JONES na City of Louisville KY 40214,111 - Building fire,10000,20000,30000,20000,-10000
29510,11/7/2012,7329 PAIUTE basement City of Louisville KY 40214,111 - Building fire,20000,40000,60000,140000,80000
29551,11/7/2012,501 W Florence 0 City of Louisville KY 40214,131 - Passenger vehicle fire,0,3000,3000,3000,0
29613,11/8/2012,1041 W WHITNEY n/a City of Louisville KY 40215,131 - Passenger vehicle fire,0,1000,1000,10000,9000
29635,11/8/2012,340 I 264 East N/A City of Louisville KY 40211,131 - Passenger vehicle fire,0,3000,3000,4000,1000
29683,11/9/2012,1228 HULL N/A City of Louisville KY 40204,131 - Passenger vehicle fire,500,8000,8500,8000,-500
29689,11/9/2012,1334 CYPRESS N/A City of Louisville KY 40211,111 - Building fire,0,100,100,28500,28400
29764,11/10/2012,501 W FLORENCE n/a City of Louisville KY 40215,111 - Building fire,20000,30000,50000,140000,90000
29806,11/10/2012,3201 LEITH n/a City of Louisville KY 40218,131 - Passenger vehicle fire,0,5000,5000,5000,0
29854,11/11/2012,1570 S 7TH n/a City of Louisville KY 40208,154 - Dumpster or other outside trash receptacle fire,0,1000,1000,100000,99000
29868,11/11/2012,2916 VIRGINIA na City of Louisville KY 40211,111 - Building fire,5000,15000,20000,60000,40000
29875,11/11/2012,1725 W Kentucky N/A City of Louisville KY 40210,111 - Building fire,0,6000,6000,6000,0
29902,11/11/2012,627 S 43RD n/a City of Louisville KY 40211,111 - Building fire,10000,15000,25000,125000,100000
29908,11/11/2012,1412 THORNBERRY 0 City of Louisville KY 40215,"160 - Special outside fire, other",0,200,200,2000,1800
29918,11/11/2012,4031 CHURCHMAN NA City of Louisville KY 40215,131 - Passenger vehicle fire,50,1000,1050,6000,4950
30014,11/13/2012,734 S 36TH N/A City of Louisville KY 40211,111 - Building fire,2000,3000,5000,36100,31100
30020,11/13/2012,1501 HEMLOCK N/A City of Louisville KY 40211,111 - Building fire,2000,3000,5000,3000,-2000
30072,11/13/2012,3912 W BROADWAY n/a City of Louisville KY 40211,162 - Outside equipment fire,0,1000,1000,1000,0
30083,11/13/2012,S 3RD City of Louisville KY 40208,131 - Passenger vehicle fire,0,1000,1000,1000,0
30020,11/13/2012,1501 HEMLOCK N/A City of Louisville KY 40211,111 - Building fire,0,2000,2000,2000,0
30118,11/14/2012,815 S 24TH N/A City of Louisville KY 40211,111 - Building fire,20000,50000,70000,85000,15000
30146,11/14/2012,427 S CAMPBELL N/A City of Louisville KY 40204,111 - Building fire,100000,200000,300000,614080,314080
30199,11/15/2012,801 E WITHERSPOON N/A City of Louisville KY 40202,111 - Building fire,500,1000,1500,876500,875000
30200,11/15/2012,W MARKET City of Louisville KY 40212,131 - Passenger vehicle fire,0,1000,1000,2000,1000
30207,11/15/2012,410 S 26TH N/A City of Louisville KY 40212,111 - Building fire,0,10000,10000,21070,11070
30217,11/15/2012,2817 SMILAX n/a City of Audubon Park KY 40213,111 - Building fire,0,1000,1000,60000,59000
30260,11/15/2012,3228 RIVER PARK na City of Louisville KY 40211,131 - Passenger vehicle fire,0,2200,2200,2200,0
