EventDate,Activity,Site_Serve,the_geom,LONG,LAT
12/29/2016,Senior Presentation,QCH Rego Park Neighborhood Senior Center,POINT (-73.86604217355901 40.73146116674855),-73.8660421736,40.7314611667
12/28/2016,Senior Presentation,JASA Manhattan Beach Senior Center,POINT (-73.9535658586 40.580385664533594),-73.9535658586,40.5803856645
12/23/2016,Senior Presentation,Young Israel of Forest Hills Senior League,POINT (-73.85165370103182 40.72134830193996),-73.851653701,40.7213483019
12/19/2016,Senior Presentation,Council Center for Senior Citizens,POINT (-73.96282060733941 40.607746439506),-73.9628206073,40.6077464395
12/16/2016,Senior Presentation,QCH Forest Hills Neighborhood Senior Center,POINT (-73.8502104152566 40.73590189118742),-73.8502104153,40.7359018912
12/12/2016,Senior Presentation,University Settlement Village View Senior Program,POINT (-73.98545920633396 40.724519828641306),-73.9854592063,40.7245198286
12/2/2016,Senior Presentation,Albany Senior Center,POINT (-73.93897246039474 40.67387186179264),-73.9389724604,40.6738718618
12/2/2016,Senior Presentation,Selfhelp Latimer Gardens Senior Center,POINT (-73.82993367538 40.766035810184825),-73.8299336754,40.7660358102
11/27/2017,Seniors - Streetwise,ABSW Neighborhood Senior Center,POINT (-73.9661184544446 40.801494795103274),-73.9661184544,40.8014947951
11/13/2017,Seniors - Streetwise,Allen Street Senior Center,POINT (-73.98896275540478 40.7221240453288),-73.9889627554,40.7221240453
11/27/2017,Seniors - Streetwise,Beatrice Lewis Senior Center,POINT (-73.93526589967541 40.80445962482953),-73.9352658997,40.8044596248
11/29/2017,Seniors - Streetwise,Boriquen Court Senior Center,POINT (-73.92668020940856 40.81074539084325),-73.9266802094,40.8107453908
11/28/2017,Seniors - Streetwise,CASABE Houses for Elderly,POINT (-73.93903586490313 40.801694996226914),-73.9390358649,40.8016949962
11/30/2017,"Seniors - Streetwise
Seniors - Streetwise",CCBQ Narrows Senior Center,POINT (-74.00171697925101 40.627973324083804),-74.0017169793,40.6279733241
11/20/2017,Seniors - Streetwise,CCNS Seaside Senior Center,POINT (-73.81730763720032 40.587690962357804),-73.8173076372,40.5876909624
11/16/2017,Seniors - Streetwise,Cypress Hills Senior Center,POINT (-73.87676988691312 40.682328113323976),-73.8767698869,40.6823281133
11/15/2017,Seniors - Streetwise,Diana Jones Senior Center,POINT (-73.93567373436588 40.70015399312605),-73.9356737344,40.7001539931
11/28/2017,Seniors - Streetwise,East Concourse Neighborhood Senior,POINT (-73.90456058725377 40.84892739471712),-73.9045605873,40.8489273947
11/21/2017,Seniors - Streetwise,JASA Senior Alliance Center,POINT (-73.95412548452511 40.578017125357576),-73.9541254845,40.5780171254
11/1/2017,Seniors - Streetwise,JASA Senior Residence at Cooper Square,POINT (-73.99093539740345 40.727586284502785),-73.9909353974,40.7275862845
11/6/2017,Seniors - Streetwise,JASA Sue Ginsburg Neighborhood Center,POINT (-73.85970730657235 40.861202544759735),-73.8597073066,40.8612025448
11/9/2017,Seniors - Streetwise,PSS Highbridge Center,POINT (-73.92570418907083 40.837223047805345),-73.9257041891,40.8372230478
11/17/2017,Seniors - Streetwise,Selfhelp Latimer Gardens Senior Center,POINT (-73.8299336753777 40.766035811085366),-73.8299336754,40.7660358111
11/3/2017,Seniors - Streetwise,SNAP senior center,POINT (-73.73401990905191 40.73767660929976),-73.7340199091,40.7376766093
11/2/2017,Seniors - Streetwise,Center on the Square,POINT (-73.99770375500037 40.731772369387215),-73.997703755,40.7317723694
12/13/2017,Seniors - Streetwise,Allen Senior Center,POINT (-73.78314731995951 40.69005357355574),-73.78314732,40.6900535736
12/8/2017,Seniors - Streetwise,Alpha Phi Alpha,POINT (-73.74000433610287 40.69510516357307),-73.7400043361,40.6951051636
12/13/2017,Seniors - Streetwise,CPC Open Door Senior Center,POINT (-73.99828642911754 40.71968998524792),-73.9982864291,40.7196899852
12/19/2017,Seniors - Streetwise,East Harlem Neighborhood Senior Center,POINT (-73.93903729712845 40.80170327257144),-73.9390372971,40.8017032726
12/7/2017,Seniors - Streetwise,Ft Green Senior Center,POINT (-73.94569684473498 40.64342739783642),-73.9456968447,40.6434273978
12/29/2017,Seniors - Streetwise,Health Essential Bensonhurst Adult Day Center,POINT (-73.9906876806071 40.60001724326782),-73.9906876806,40.6000172433
12/20/2017,Seniors - Streetwise,Hudson Guild NORC,POINT (-74.00181538495838 40.74919608610555),-74.001815385,40.7491960861
12/11/2017,Seniors - Streetwise,LaGuardia Senior Center,POINT (-73.9884609905207 40.711375539775815),-73.9884609905,40.7113755398
12/14/2017,Seniors - Streetwise,Meltzer Senior Center,POINT (-73.98630813848995 40.726177791550576),-73.9863081385,40.7261777916
12/8/2017,Seniors - Streetwise,NY Chinatown Senior Center,POINT (-73.99920278213386 40.7160916150127),-73.9992027821,40.716091615
12/4/2017,Seniors - Streetwise,Riverstone Senior Center,POINT (-73.94373785911836 40.838509593701495),-73.9437378591,40.8385095937
12/14/2017,Seniors - Streetwise,SNAP senior center,POINT (-73.73274872479374 40.67439561440575),-73.7327487248,40.6743956144
12/15/2017,Seniors - Streetwise,Young Israel Forest Hills Senior League,POINT (-73.85165510058714 40.72135656593026),-73.8516551006,40.7213565659
8/14/2018,Seniors - Streetwise,CPC Open Door Senior Center,POINT (-73.99828642911754 40.71968998524792),-73.9982864291,40.7196899852
8/10/2018,Seniors - Streetwise,DFTA Foster Grandparents Program,POINT (-74.00358555132313 40.71372283344058),-74.0035855513,40.7137228334
8/6/2018,Seniors - Streetwise,DFTA Foster Grandparetns Program,POINT (-74.00358555132313 40.71372283344058),-74.0035855513,40.7137228334
8/8/2018,Seniors - Streetwise,HANAC Angelo Petromelis Senior Center,POINT (-73.84477231535878 40.786178495441376),-73.8447723154,40.7861784954
8/13/2018,Seniors - Streetwise,JASA Brighton Beach Senior Center,POINT (-73.95356728200454 40.58039389769997),-73.953567282,40.5803938977
8/9/2018,Seniors - Streetwise,JASA Senior Center,POINT (-73.9541269079494 40.57802535671775),-73.9541269079,40.5780253567
8/1/2018,Seniors - Streetwise,Long Island Living Center,POINT (-73.75422093607709 40.59897802445718),-73.7542209361,40.5989780245
8/6/2018,Seniors - Streetwise,Riis Settlement Senior Center,POINT (-73.94532756398773 40.755487809606855),-73.945327564,40.7554878096
8/13/2018,Seniors - Streetwise,SNAP senior center,POINT (-73.73274872479374 40.67439561440575),-73.7327487248,40.6743956144
9/7/2018,Seniors - Streetwise,Alpha Phi Alpha,POINT (-73.74000433610287 40.69510516357307),-73.7400043361,40.6951051636
9/24/2018,"Seniors - Streetwise
Seniors - Streetwise",CCBQ Narrows senior Center,POINT (-74.00288243704084 40.636978956268194),-74.002882437,40.6369789563
9/27/2018,Seniors - Streetwise,Deshi Senior Center,POINT (-73.85688027613399 40.68376807781433),-73.8568802761,40.6837680778
9/25/2018,Seniors - Streetwise,Grand Street Settlement Pitt Street Senior Center,POINT (-73.98244978583428 40.718327259647246),-73.9824497858,40.7183272596
9/28/2018,Seniors - Streetwise,JASA Scheuer House of CI Senior Center,POINT (-74.00158742518607 40.573143264774686),-74.0015874252,40.5731432648
1/28/2019,Seniors - Streetwise,Allen Senior Center,POINT (-73.98896419922454 40.72213230403952),-73.9889641992,40.722132304
1/16/2019,Seniors - Streetwise,Brooks Senior Center,POINT (-73.80355402721045 40.68856412144289),-73.8035540272,40.6885641214
1/8/2019,Seniors - Streetwise,CCBA Health Talk Seminar,POINT (-73.99822159104939 40.71605043271084),-73.998221591,40.7160504327
1/23/2019,Seniors - Streetwise,CPC Open Door Senior Center,POINT (-73.99828642911754 40.71968998524792),-73.9982864291,40.7196899852
1/16/2019,Seniors - Streetwise,Forest Hills Senior Center,POINT (-73.8502118149305 40.73591015878081),-73.8502118149,40.7359101588
1/17/2019,Seniors - Streetwise,Homecrest Bensonhurst Senior Center,POINT (-74.00093284418303 40.61227861985945),-74.0009328442,40.6122786199
1/7/2019,Seniors - Streetwise,JASA Bay Eden Senior Center,POINT (-73.84220405381097 40.88401038300719),-73.8422040538,40.884010383
1/30/2019,Seniors - Streetwise,JASA Dreiser Senior Center,POINT (-73.82952954416186 40.87793481949027),-73.8295295442,40.8779348195
1/14/2019,Seniors - Streetwise,JASA Mechler Hall Senior Center,POINT (-73.85186909890447 40.82958746401426),-73.8518690989,40.829587464
1/22/2019,Seniors - Streetwise,JASA Throggs Neck Senior Center,POINT (-73.82706146394554 40.82166185883314),-73.8270614639,40.8216618588
1/25/2019,Seniors - Streetwise,Meltzer Senior Center,POINT (-73.98740195641832 40.72282656794345),-73.9874019564,40.7228265679
1/9/2019,Seniors - Streetwise,Mill Basin Senior Center,POINT (-73.91022563741352 40.618864009582815),-73.9102256374,40.6188640096
1/9/2019,Seniors - Streetwise,RAIN - Boston Rd,POINT (-73.84503965276961 40.8776712387493),-73.8450396528,40.8776712387
1/11/2019,Seniors - Streetwise,Rochdale Village Senior Center,POINT (-73.77064063086992 40.672621917997304),-73.7706406309,40.672621918
1/17/2019,Seniors - Streetwise,SNAP Winchester senior center,POINT (-73.73402127184376 40.737684880045066),-73.7340212718,40.73768488
1/8/2019,Seniors - Streetwise,The Lodge Senior Center,POINT (-73.99728791754816 40.61208645555049),-73.9972879175,40.6120864556
1/10/2019,Seniors - Streetwise,Theodore Jackson Senior Center,POINT (-73.79410812822114 40.7044563260954),-73.7941081282,40.7044563261
1/25/2019,Seniors - Streetwise,US East Coast Chinese American Associations United,POINT (-73.99872665515673 40.71400559209116),-73.9987266552,40.7140055921
1/22/2019,Seniors - Streetwise,Van Dyck Senior Center,POINT (-73.90330769351746 40.66498179967414),-73.9033076935,40.6649817997
1/7/2019,Seniors - Streetwise,Woodside Senior Center,POINT (-73.91104729325207 40.75372352446412),-73.9110472933,40.7537235245
1/29/2019,Seniors - Streetwise,YLC Adult Daycare,POINT (-73.88743854661988 40.74725820093737),-73.8874385466,40.7472582009
8/2/2019,Seniors - Streetwise,SNAP Senior Center,POINT (-73.73402127184376 40.737684880045066),-73.7340212718,40.73768488
