Status,Solicitation Type,Solicitation Number,Solicitation Title,Issuance Date,Closing Date,Cancelled or Postponed,Construction Solicitation,LSBRP,Buyer Name,Issuing Department,Department Contact,Bid Tabulation
Closed,Informal,1036704,Business Process Consulting Services,03/04/2014,03/13/2014,,N,Y,--,Department of Finance,Jeri Cauthorn,
Closed,RFP,1038015,"Montgomery County Multi-Agency Service Park 
Public Safety Training Academy",04/18/2014,06/10/2014,,Y,N,"Collins, Todd",Department of General Services,Hamid Omidvar,
Closed,Informal,1052827,Agricultural Navigator Services,04/09/2015,04/23/2015,,N,N,--,Department of Economic Development,Jeremy Criss,
Closed,Informal,1038622,Tablet Computer Device,01/29/2014,02/19/2014,,N,Y,--,Department of Public Libraries,Noah Stone,
Closed,Informal,1046352,Videographer,08/27/2014,09/26/2014,,N,Y,--,County Council,Mary Jane Berry,
Closed,Informal,1049798,Facilities Consultant,02/09/2015,02/23/2015,,N,N,--,Department of Health & Human Svcs,Dandria Clark,
Closed,RFP,1050174,Healthcare Services for Head Start and Pre-Kindergarten Children,04/02/2015,05/11/2015,,N,N,"Vasileva, Renata",Department of Health & Human Svcs,Judith McMillan,
Closed,RFP,1035964,Adolescent Substance Abuse Education and Counseling Services,03/07/2014,04/14/2014,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Kathleen Nevin,
Closed,Informal,1039719,Staging Equipment for the Silver Spring Jazz Festival,07/21/2014,08/05/2014,,N,Y,--,Department of Recreation,Allison Cohen,
Closed,RFP,1054614,"Legislative Liaison, Research & Policy Analyst",09/30/2015,11/02/2015,,N,Y,"Karakaya, Penny Perrus",County Council,Mary Jane Berry,
Closed,Informal,1039113,Implementation and Customization of Enterprise Practice Management (EPM) & Electronic Health Records (HER) system for School Based Health and Wellness Centers,03/17/2014,03/28/2014,,N,Y,--,Department of Health & Human Svcs,Wade Bouton,
Closed,Informal,1041212,Silver Spring Library Cafe,11/25/2014,12/08/2014,,N,Y,--,Department of General Services,Richard Taylor,
Closed,RFP,1038981,Tree Canopy Planting,10/10/2014,11/17/2014,,N,Y,"Norris, Robert",Department of Environmental Protection,DEP Procurements,
Closed,RFP,1036815,Linkages to Learning,03/24/2014,04/28/2014,,N,N,"Greve, Michael",Department of Health & Human Svcs,Monica Martin,
Closed,Informal,1109233,Parking Access Control System,09/27/2019,10/15/2019,,N,N,--,Department of Transportation,Javier Torres,
Closed,Informal,1038930,Sale of Surplus Athletic Equipment and Jersey Shirts,02/10/2014,02/28/2014,,N,N,--,Department of Recreation,Robin Riley,
Closed,Informal,1052178,"Trailer Maintenance, Repair Service and Parts",04/30/2015,05/07/2015,,N,N,--,Fire & Rescue Services,Assistant Chief Maurice Witt,
Closed,Informal,1051093,Exotic Animal Veterinarian Services,08/18/2015,08/25/2015,,N,N,--,Police,Andrea Hennessy-Welcome,
Closed,Informal,1047253,Dog Food,09/24/2014,10/01/2014,,N,Y,--,Police,Sgt. Ari Elkin,
Closed,Informal,1041806,"Promega PowerPlex 16, 400 rxn DNA Kits",05/20/2014,05/28/2014,,N,N,--,Police,Patricia Ross,
Closed,RFP,1026460,"Building Engineer, Equipment and General Maintenance Services",06/12/2013,07/29/2013,,N,N,"Harris, Eric",Department of General Services,Thea Harding,
Closed,Informal,1039872,Inflatable Rescue Boats with Motors and Trailers,03/11/2014,03/18/2014,,N,N,--,Fire & Rescue Services,Steve Lamphier,
Closed,Informal,1042712,Correctional Officer Entry Level Exam Services,06/12/2014,06/20/2014,,N,N,--,Office of Human Resources,Jenna Shovlin,
Closed,Informal,1038458,Development of a High School Pedestrian Safety Campaign and Toolkit,01/14/2014,02/05/2014,,N,N,--,Department of Transportation,Nadji Kirby,
Closed,RFP,1053358,Cost Allocation Plan (Scope I) and Random Moment Time Study (Scope II),05/04/2015,06/11/2015,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Monica Herring,
Closed,Informal,1049152,Paint Truck Winterization,11/12/2014,11/18/2014,,N,N,--,Department of Transportation,Dan Sanayi,
Closed,RFP,1056654,African American Health Program,09/28/2015,11/12/2015,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Betty Lam,
Closed,RFP,1027482,Bus Stop Map and Timetables Printing Services,08/06/2013,09/17/2013,,N,N,"Steed, Jeffrey",Department of Transportation,Howard Benn,
Closed,Informal,1046708,Uniform Rental and Cleaning,10/06/2014,10/20/2014,,N,N,--,Department of Transportation,Richard Potts,
Closed,RFP,1046570,Nurse Monitor Services,10/21/2014,12/11/2014,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Joan Whalen,
Closed,RFP,1046855,Montgomery County Community Food Rescue Program,10/29/2014,12/10/2014,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Clark Beil,
Closed,Informal,1046349,Multi-Lingual Communications,08/27/2014,09/26/2014,,N,Y,--,County Council,Mary Jane Berry,
Closed,RFP,1026545,"Fitness Equipment Inspection, Maintenance, and Repair Services",08/26/2013,11/05/2013,,N,N,"DeLuca, Karen",Department of Recreation,William Kaarid,
Closed,RFP,1043364,Comprehensive Economic Strategic Plan,07/01/2014,,Cancelled or Indefinitely Postponed,N,Y,"Harris, Eric",County Executive,Lily Qi,
Closed,Informal,1038718,Professional Services - International Business Trip,01/17/2014,02/05/2014,,N,N,--,Department of Economic Development,Adrienne Van Lare,
Closed,Informal,1049345,Safety Data Sheet Services,12/16/2014,01/09/2015,,N,N,--,Department of Finance,Jeri Cauthorn,
Closed,Informal,1048079,Transit Bus Fire Suppression Equipment Parts and Service,10/17/2014,11/02/2014,,N,N,--,Department of General Services,Keith Powers,
Closed,Informal,1046359,Professional Services � Extension Educator-Agriculture,09/12/2014,09/30/2014,,N,N,--,Department of Economic Development,Jeremy Criss,
Closed,Informal,1039363,Landscape Maintenance of Vegetated Stormwater Facilities � M-NCPPC and Private Property,06/04/2014,07/01/2014,,N,Y,--,Department of Environmental Protection,DEP Procurements,
Closed,Informal,1038719,Professional Services - Marketing/Public Opinion of Montgomery County,01/17/2014,03/03/2014,,N,Y,--,Community Engagement Cluster,Lily Qi,
Closed,RFP,1047724,Information Technology Equipment Maintenance (ITEM),04/14/2015,05/18/2015,,N,N,"Steed, Jeffrey",Department of Technology Services,Michelle Rinaldi,
Closed,Informal,1037700,Tablet Computer Device,12/18/2013,12/30/2013,,N,Y,--,Department of Public Libraries,Eric Carzon,
Closed,RFP,1035679,Telecommunications Engineering Consulting Services,09/29/2015,10/29/2015,,N,N,"Steed, Jeffrey",Department of Technology Services,Marjorie Williams,
Closed,IFB,1051650,Breath Alcohol Testing and Urine Drug Collection Services,07/16/2015,08/18/2015,,N,N,"Elliott, Darleen (Inactive Buyer)",Office of Human Resources,Mary Gudeta,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1051650
Closed,REOI,1048343,Design-Build Services for the Multi Agency Services Park (MASP),11/06/2014,12/10/2014,,Y,N,"Collins, Todd",Department of General Services,MASP,
Closed,RFP,1113542,"Montgomery County Climate Action and Resiliency Plan (""CARP"")",01/24/2020,02/24/2020,,N,N,"Norris, Robert",Department of Environmental Protection,DEP Procurement Team,
Closed,RFP,1046268,"Transcription Services for the Circuit Court for Montgomery County, MD",11/04/2014,12/04/2014,,N,Y,"DeLuca, Karen",Circuit Court,Dave Seeman,
Closed,IFB,1060578,Bridge Paint County Wide VIII,09/26/2016,11/01/2016,,Y,N,"Norris, Robert",Department of Transportation,Jim Lutz,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1060578
Closed,IFB,1026869,Residential Weatherization Services,08/01/2013,09/23/2013,,N,N,"Greve, Michael",Department of Housing & Community Affair,Robert Lynch,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1026869
Closed,RFP,1038614,Women's Halfway House,10/21/2014,12/17/2014,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Kathleen Nevin,
Closed,RFP,1058021,Task Order Contracts - Construction Services for Various County Facilities,10/14/2015,11/16/2015,,Y,Y,"Collins, Todd",Department of General Services,Ahmed Naji,
Closed,Informal,1039723,Evidence-Based Health Promotion Programs,03/25/2014,04/01/2014,,N,N,--,Department of Health & Human Svcs,Shawn Brennan,
Closed,Informal,1047254,Riles,09/24/2014,10/01/2014,,N,N,--,Police,Spiros Tatakis,
Closed,RFP,1051407,African American Health Program,03/24/2015,,Cancelled or Indefinitely Postponed,N,N,"Flood, Samuel",Department of Health & Human Svcs,Heather Ross,
Closed,Informal,1045044,Outreach and Website Services,09/26/2014,10/24/2014,,N,Y,--,Department of Environmental Protection,DEP Procurements,
Closed,Informal,1046039,Maintenance and Repair of VMS Signboards and Radar Speed Trailers,07/31/2014,,Cancelled or Indefinitely Postponed,N,Y,--,Police,Greg Dilla,
Closed,RFP,1050800,18-25 Gallon Recycling Bins,08/04/2015,09/03/2015,,N,N,"Norris, Robert",Department of Environmental Protection,G. A. Corrick,
Closed,Informal,1041216,Electrical Vehicle Charging Stations,05/12/2014,06/05/2014,,N,N,--,Department of General Services,Calvin Jones,
Closed,Informal,1052137,Rain Barrels and Rain Barrel Event Support Services,04/23/2015,05/27/2015,,N,Y,--,Department of Environmental Protection,DEP Procurements,
Closed,Informal,1036329,Professional Services � Economic Strategic Plan Project Analyst,10/31/2013,11/15/2013,,N,Y,--,Department of Economic Development,Jacqueline Arnold,
Closed,Informal,1038636,Professional Services � Social Media Strategy Implementation,02/06/2014,02/20/2014,,N,Y,--,Department of Economic Development,Sally Sternbach,
Closed,RFP,1029539,Radio System Infrastructure Modernization,03/28/2014,07/31/2014,,N,N,"Steed, Jeffrey",Department of Technology Services,Gerry Adcock,
Closed,Informal,1057114,Maintenance and Repair of Truck Scales,08/12/2015,08/31/2015,,N,N,--,Department of Environmental Protection,Dan Rogers,
Closed,Informal,1044104,Legislative Research & Analysis-Leventhal,07/01/2014,07/15/2014,,N,Y,--,County Council,Mary Jane Berry,
Closed,Informal,1037839,Deer Protection Fencing at Oaks Landfill,12/13/2013,01/07/2014,,N,Y,--,Department of Environmental Protection,DEPProcurements,
Closed,RFP,1040017,Event Coordination and Management Services for Volunteer Center,04/17/2014,05/20/2014,,N,Y,"DeLuca, Karen",Community Engagement Cluster,Molly Callaway,
Closed,Informal,1046348,Legislative Research & Analysis - Floreen,08/13/2014,08/27/2014,,N,Y,--,County Council,Mary Jane Berry,
Closed,RFP,1046450,"Pool Pak, Dectron, Libert, Miscellaneous HVAC Repair and Other Services.",05/29/2015,06/29/2015,,N,N,"Harris, Eric",Department of General Services,William Herrmann,
Closed,Informal,1038336,Speech Pathology Training,01/23/2014,02/18/2014,,N,N,--,Department of Health & Human Svcs,Dandria Clark,
Closed,Informal,1037568,Paint Truck Winterization,12/16/2013,12/20/2013,,N,N,--,Department of Transportation,Dan Sanayi,
Closed,RFP,1049837,Intensive In-Home Services Child Stabilization,08/14/2015,10/05/2015,,N,N,"Vasileva, Renata",Department of Health & Human Svcs,Tracey Bailey,
Closed,Informal,1051617,Maintenance Services and Software Support for Kardex System,03/11/2015,03/25/2015,,N,N,--,Department of General Services,Michael Atkinson,
Closed,RFP,1036082,Early Childhood Services,03/14/2014,04/18/2014,,N,N,"Greve, Michael",Department of Health & Human Svcs,John Dunn,
Closed,Informal,1046358,Workforce Research and Recommendations Consulting Services,08/26/2014,09/16/2014,,N,Y,--,Department of Economic Development,Barbara Kaufmann,
Closed,Informal,1033305,Legislative Research & Analysis - Floreen,07/23/2013,08/06/2013,,N,Y,--,County Council,Mary Jane Berry,
Closed,Informal,1058669,Kenneling Services,09/24/2015,10/02/2015,,N,N,--,Police,Sgt. Mary Davis,
Closed,RFP,1049287,Circuit Court Kids Spot Waiting Room Child Supervision Services,12/05/2014,,Cancelled or Indefinitely Postponed,N,Y,"DeLuca, Karen",Circuit Court,Suzanne Schneider,
Closed,RFP,1047342,Comprehensive Economic Strategic Plan,09/16/2014,10/16/2014,,N,N,"Harris, Eric",County Executive,Lily Qi,
Closed,Informal,1048310,Communication Marketing Services for the Department of Recreation,10/16/2014,10/22/2014,,N,Y,--,Department of Recreation,Allison Cohen,
Closed,RFP,1035239,Montgomery County Public Safety Headquarters Elevator Modernization Program,01/29/2015,,Cancelled or Indefinitely Postponed,Y,Y,"Collins, Todd",Department of General Services,Homer Bakhtiary,
Closed,RFP,1051257,Visually Impaired and Translation Interpretation Services,03/27/2015,05/08/2015,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Michele Kirkpatrick,
Closed,Informal,1042583,Concrete Storage for Fire Station #31,07/01/2014,07/09/2014,,N,N,--,Fire & Rescue Services,Don Boyd,
Closed,Informal,1038869,Calibration and Repair of LIDAR/Radar Devices,02/19/2014,02/26/2014,,N,N,--,Police,Francis Mcdonough,
Closed,RFP,1049252,Public Safety Systems Modernization (PSSM) Fire Station Alerting (FSA) System,11/20/2014,01/16/2015,,N,N,"Steed, Jeffrey",Fire & Rescue Services,Battalion Chief Stacey Daniel,
Closed,Informal,1034503,Hotel/Motel Accommodations for Fire and Rescue Promotional Exam Interviews,09/06/2013,09/13/2013,,N,N,--,Fire & Rescue Services,Javier Torres,
Closed,Informal,1027925,Calibration and Repair of LIDAR/Radar Devices,08/21/2013,08/27/2013,,N,N,--,Police,PO3 McDonough,
Closed,Informal,1034617,American Heart Association� Course Completion Certification Cards,09/16/2013,09/23/2013,,N,N,--,Fire & Rescue Services,Lee Silverman,
Closed,RFP,1038313,Individual Position Classification Studies,03/05/2014,04/04/2014,,N,N,"Thomas, Michael",Office of Human Resources,Jennifer Shovlin,
Closed,Informal,1045576,Facility Use/Space Planning Services,08/15/2014,09/05/2014,,N,N,--,Department of Health & Human Svcs,Kara Dukes,
Closed,Informal,1036905,"Thrane & Thrane/COBHAM Explorer 710 Series Portable Broadband Global Area Network (BGAN) Global Satellite Internet Network with Telephony Terminal, Accessories and Service",12/06/2013,12/16/2013,,N,N,--,Fire & Rescue Services,Buddy Ey,
Closed,Informal,1054616,Legislative Research & Analysis - Leventhal,06/22/2015,07/06/2015,,N,Y,--,County Council,Mary Jane Berry,
Closed,RFP,1045607,Internal Audit Services for Engagements Requiring Access to Protected Health Information,09/04/2014,10/10/2014,,N,N,"Thomas, Michael",County Executive,Larry Dyckman,
Closed,IFB,1051742,Invasive Species Vegetation Management,04/21/2015,05/22/2015,,N,Y,"Norris, Robert",Department of Environmental Protection,DEP Procurements,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1051742
Closed,RFP,1038853,Organization Change Management Services,10/30/2014,12/16/2014,,N,Y,"Flood, Samuel",Department of Health & Human Svcs,Joel Carrier,
Closed,Informal,1057578,Rain Barrel Purchase and Delivery,10/09/2015,11/09/2015,,N,Y,--,Department of Environmental Protection,DEP.Procurements@montgomerycountymd.gov,
Closed,IFB,1033876,"Courier and Cargo Services (Including Pick-up and Delivery of: Laboratory Specimens, Refrigerated Vaccines, Confidential Records, and Medical Supplies, Dental and Office Supplies)",01/10/2014,02/10/2014,,N,N,"Steed, Jeffrey",Department of Health & Human Svcs,Mark Hodge,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1033876
Closed,Informal,1029233,Comprehensive Business Plan for the Department of Liquor Control,06/06/2013,06/28/2013,,N,Y,--,Department of Liquor Control,George Griffin,
Closed,IFB,1073445,Time & Material Glass Installation and Repair Services,04/07/2017,05/10/2017,,N,N,"Karakaya, Penny Perrus",Department of General Services,Danilo Chamorro,https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1073445
Closed,Informal,1048538,Eligibility Determination Services - Real Time,12/18/2014,01/09/2015,,N,N,--,Department of Health & Human Svcs,Victoria Buckland,
Closed,RFP,1038374,Transitional Shelter for Men,03/07/2014,04/17/2014,,N,N,"Flood, Samuel",Department of Health & Human Svcs,Kim Ball,
Closed,Informal,1038154,E-85 Fuel Ethanol/Unleaded Gasoline Blend For Automotive Spark-Ignition Engines,01/15/2014,02/07/2014,,N,N,--,Department of General Services,Calvin Jones,
Closed,RFP,1029481,"Multi-Disciplinary Architectural, Landscape Architectural and Engineering Services",05/17/2013,07/10/2013,,N,N,"Greve, Michael",Department of Housing & Community Affair,Catherine Mahmud,
Closed,Informal,1045366,Police Motorcycle Patrol (Custom Fit) Boots,07/23/2014,07/30/2014,,N,N,--,Police,Robert Jackson,
Closed,RFP,1046909,Federal Government Relations and Public Advocacy for the Department of Economic Development and the Office of Intergovernmental Relations,02/11/2015,03/13/2015,,N,N,"Harris, Eric",Department of Economic Development,Tina Benjamin,
Closed,RFP,1042373,Web Support Services for the Office of Public Information,07/14/2014,08/13/2014,,N,Y,"Thomas, Michael",Public Information Office,Patrick Lacefield,
Closed,RFP,1048483,Pool Accessories,11/24/2014,12/23/2014,,N,N,"DeLuca, Karen",Department of Recreation,Melanie Sasse,
Closed,RFP,1027431,Pharmaceutical and Related Services,06/06/2013,07/15/2013,,N,N,"McRae, Sarah",Department of Correction & Rehabilitation,Anthony Sturgess,
