the_geom,OBJECTID,SSTYPE,SSSTAT,PROJID
"MULTILINESTRING ((-90.068021341469 29.960861151714, -90.067979743197 29.960908045473, -90.067912726718 29.960981919655, -90.067604518222 29.961325861922))",594965,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,RTA01
"MULTILINESTRING ((-90.094039918633 29.980552888069, -90.093832415716 29.980747314723, -90.093711268955 29.980860826401, -90.093354452692 29.981195154629, -90.092827780409 29.981688474864, -90.09276799337 29.98174558685, -90.092572446072 29.981922197866))",594414,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.089862114139 29.948170221133, -90.090283288632 29.947599219443, -90.090324713531 29.947542836491))",589859,Sewer Line Repair (SSERP),Planned,
"MULTILINESTRING ((-90.020436938868 29.97099182438, -90.020348235943 29.970970652782, -90.019534305105 29.970788407604))",593689,Water Line Replacement (FEMA),Planned,RR108
"MULTILINESTRING ((-90.106217199727 29.95103595964, -90.106310753774 29.951085904914, -90.10707484236 29.951516790785, -90.107169048979 29.951568338537))",589692,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR012
"MULTILINESTRING ((-90.07951561519 29.938364666662, -90.079639036218 29.938203364025, -90.07970718537 29.938136372392))",591887,Sewer Line Repair (SSERP),Complete,DPW547
"MULTILINESTRING ((-90.129770883254 29.963198619762, -90.129778398037 29.963204847034, -90.130079792778 29.963454593615, -90.130190251844 29.963541878581, -90.130289187185 29.963618397342, -90.130417624231 29.963713690368, -90.130546629656 29.963804309539, -90.13064551462 29.963864343011, -90.130755965975 29.963927677888))",592835,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,SELA24A
"MULTILINESTRING ((-90.067818753934 29.953807266575, -90.067116086738 29.954585156772))",595216,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.113467924123 29.960972154579, -90.113358217432 29.961076411649, -90.11310938374 29.961303437253, -90.113090578056 29.96132059454))",589530,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Planned,RR018
"MULTILINESTRING ((-90.020951213054 30.011126663325, -90.02086355823 30.011132460623, -90.020505252364 30.011156157079, -90.020256279455 30.011172622832))",589200,Sewer Line Repair (SSERP),Planned,
"MULTILINESTRING ((-90.106489504642 29.982547339616, -90.106418404438 29.982631339531, -90.105924864217 29.983179044682, -90.105917820094 29.983186861613, -90.105852657124 29.983259175028))",590672,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),Planned,RR125
"MULTILINESTRING ((-90.07105797156 29.958536114314, -90.070446419088 29.959218729983, -90.070396712862 29.9592748759))",594982,Sewer Line Repair (SSERP),Complete,DPW354
"MULTILINESTRING ((-90.116074298071 29.961758788515, -90.116197136537 29.961843118852, -90.116383760786 29.961960675834, -90.117044823624 29.962371479724))",590974,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,DPW050
"MULTILINESTRING ((-89.968603707665 30.024951618949, -89.968610753707 30.025026550644, -89.968630788645 30.025239622737, -89.968671756281 30.025638673119))",587895,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.132555048946 29.943097307141, -90.132204348929 29.943424856899, -90.131851017525 29.943754882645))",588733,Sewer Line Repair (SSERP),Planned,RR009
"MULTILINESTRING ((-90.082201164321 30.011227806331, -90.082164520453 30.011319073928, -90.082120196435 30.011407724298, -90.082043740196 30.011536403113, -90.081993382822 30.011615280123, -90.081946713512 30.011697176743, -90.081895204572 30.011799575301, -90.081852302375 30.01188964303, -90.081807610145 30.011992636805, -90.081769352159 30.012080802641))",590830,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",Complete,DPW291
"MULTILINESTRING ((-90.081451293292 30.022390926548, -90.08133380463 30.022398327253, -90.080651532617 30.022441300513, -90.080528403154 30.022448761587, -90.079564102393 30.022507190087))",588213,Sewer Line Repair (ESSA),Complete,RR069
"MULTILINESTRING ((-90.123866187392 29.958817218818, -90.123919266312 29.958860089461, -90.12433950748 29.959199514796, -90.124677245194 29.959480463246))",589601,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,SELA24B
"MULTILINESTRING ((-90.012372693077 29.978050271813, -90.011576352357 29.977867893048, -90.011467728527 29.977840878357))",595416,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.05890364253 30.025365876176, -90.056799168154 30.02564022773, -90.056794239245 30.025640870212), (-90.056794241783 30.025640908956, -90.056523770468 30.0256783227), (-90.0565237651 30.025678252249, -90.056520291973 30.025678804118, -90.055533010916 30.025820164245), (-90.055533015515 30.025820215681, -90.055520634596 30.025821936126, -90.054958203404 30.025900079401))",595554,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.117960851636 29.92520449896, -90.118827752309 29.925381806873, -90.118905629917 29.925395285134))",593196,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.059978337852 29.959913766134, -90.060033906704 29.959951548747, -90.060058851909 29.959968509222, -90.060226133702 29.960085714911, -90.060263365214 29.960111800299, -90.060288589605 29.960129301286, -90.060288691171 29.960129372668, -90.060987980122 29.96061455315))",594917,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.058389611251 29.963462772513, -90.05930213139 29.964092355609))",591466,Sewer Line Repair (SSERP),Complete,RR020
"MULTILINESTRING ((-90.08420841624 29.922863629216, -90.084833506857 29.923701742339))",593255,Sewer Line Replacement (SSERP),Complete,
"MULTILINESTRING ((-90.065482985999 29.988390903568, -90.06541634738 29.988398476442, -90.064329304081 29.988466371793))",592746,Sewer Line Repair (SSERP),Complete,RR176
"MULTILINESTRING ((-90.078824309135 29.990559842966, -90.078875697058 29.99197479032))",588327,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR006
"MULTILINESTRING ((-90.127140135387 29.962824492399, -90.127052752938 29.962910575445, -90.126389762665 29.963537698515))",589328,Sewer Line Repair (SSERP),Planned,RR067
"MULTILINESTRING ((-89.973527841394 30.022574781099, -89.973610704322 30.023416008582, -89.973653260929 30.023827375588, -89.973714311284 30.024390447386, -89.973802815935 30.025285481076, -89.973839900471 30.025660502025))",587767,Sewer Line Repair (SSERP),Complete,RR153
"MULTILINESTRING ((-90.07977268322 29.940477431953, -90.080138423353 29.940682409252, -90.080198741028 29.940716714521, -90.080386414489 29.940823452815, -90.080610512353 29.940948814903))",591981,Sewer Line Repair (SSERP),Complete,RR022
"MULTILINESTRING ((-90.072441718708 29.981189490309, -90.072760812196 29.981410425886, -90.072768825759 29.981415984478, -90.072981939549 29.981563529772, -90.073120141201 29.981653494823))",592670,Sewer Line Replacement (SSERP),Planned,RR004
"MULTILINESTRING ((-90.124677245194 29.959480463246, -90.124538713844 29.959606838093, -90.123901717678 29.960200473495))",589538,Sewer Line Repair (SSERP),Planned,
"MULTILINESTRING ((-90.103715190917 29.980671813483, -90.104453909672 29.981172677278, -90.104561173159 29.981249708143, -90.104630421552 29.98129943814))",591014,Water Line Replacement (SWB),Planned,RR125
"MULTILINESTRING ((-89.976668507178 30.018814600394, -89.976663894767 30.018945948828, -89.976683303933 30.019114219418, -89.976701606911 30.019253367365, -89.976778358265 30.019618600431, -89.976804293606 30.019755280796, -89.97683289472 30.019926087506, -89.976873429649 30.020153420829))",587841,Sewer Line Repair (SSERP),Complete,RR152
"MULTILINESTRING ((-90.122345711605 29.960248595253, -90.12244550566 29.960325746042, -90.122668919446 29.960511445472, -90.123145932208 29.960909271003))",589592,Sewer Line Repair (ESSA),Complete,RR067
"MULTILINESTRING ((-90.110899077395 29.952896957992, -90.110902791424 29.95290763974, -90.110904592443 29.952918689682, -90.110904439148 29.952929849772, -90.110902333524 29.95294085902, -90.110898326826 29.952951459889, -90.110795308727 29.953166932093, -90.110749701213 29.95326349742, -90.110587147518 29.953567011073))",589906,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR118
"MULTILINESTRING ((-90.09226921049 29.945667620325, -90.09235411736 29.945621950248, -90.093067016823 29.945220397225))",588821,Water Line Replacement (FEMA),Planned,RR024
"MULTILINESTRING ((-90.064765516848 29.979276230468, -90.064843228486 29.98022019566, -90.064843985307 29.980285527532))",591560,Sewer Line Replacement (SSERP)/Water Line Replacement (FEMA),Planned,RR004
"MULTILINESTRING ((-90.076524284441 29.948517027576, -90.076561703017 29.948418766133, -90.076641544752 29.948137028424, -90.076673894791 29.948027329586, -90.076767123836 29.94768425347, -90.076803258697 29.947559626356, -90.07685398874 29.947391147802, -90.076903714259 29.947226002398, -90.076935695889 29.947126256106))",592690,Water Line Replacement (FEMA),Complete,DPW108
"MULTILINESTRING ((-90.06578776277 29.941834979937, -90.065784567052 29.94168872927))",594555,Sewer Line Repair (SSERP),Complete,DPW386
"MULTILINESTRING ((-90.086893297593 29.974400601655, -90.086145746096 29.975235259624))",591163,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.022814524067 30.032205661501, -90.021983769223 30.032445118909))",589178,Sewer Line Repair (SSERP),Planned,
"MULTILINESTRING ((-90.049876679053 29.966559534635, -90.049850269651 29.966639628736, -90.049789224577 29.966840163496, -90.049645735301 29.967310113267, -90.049579869306 29.967525926078))",594304,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.059877560883 29.963451296815, -90.059932747096 29.963489500594, -90.060734030269 29.964040856729, -90.060782230629 29.964074151361))",594916,Sewer Line Repair (SSERP),Complete,DPW369
"MULTILINESTRING ((-90.074105649829 29.956436626834, -90.074156872577 29.956379092906, -90.074435979686 29.956065593237, -90.074858033911 29.955591526413))",595050,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.076933255808 29.956996832932, -90.077250552331 29.957212269868, -90.077705246577 29.957522041211))",594886,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.072760897806 29.98795909206, -90.072666375485 29.987965068015, -90.072402602953 29.987981592834, -90.071560843106 29.988031659507))",591594,Sewer Line Repair (SSERP),Complete,RR003
"MULTILINESTRING ((-90.045144964156 30.024115600735, -90.045217554594 30.02507569544, -90.045219190044 30.025084978105, -90.045222635566 30.025093877903, -90.045227787597 30.025102129473, -90.045234494184 30.025109486867))",592742,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),Planned,RR140
"MULTILINESTRING ((-90.104210939136 30.000641245615, -90.104204796931 30.000714720951, -90.103998147729 30.002448008447))",588422,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Planned,RR091
"MULTILINESTRING ((-90.122281855737 29.958888129321, -90.123091079535 29.959545260629))",589591,Sewer Line Repair (SSERP),Planned,RR099
"MULTILINESTRING ((-90.07221954549 29.948613283034, -90.073026780329 29.9487966085, -90.073459102568 29.948894140138))",595158,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.007108876948 29.970979941058, -90.006307537409 29.970688668117, -90.006215802207 29.970653957147))",593505,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",Planned,RR106
"MULTILINESTRING ((-90.065378102729 29.94832339217, -90.065480419905 29.948346400661, -90.065596929196 29.948372299334, -90.065814708995 29.948420029521, -90.065928932574 29.948445541384))",595197,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.076495138619 30.021202701787, -90.076528627644 30.021601631589, -90.076538095669 30.021652784765, -90.076546800122 30.021686054192, -90.07655911974 30.021723753671, -90.076573846896 30.021760636969, -90.076590950188 30.021796548027, -90.076606914056 30.021825620897, -90.076627963746 30.021859356442, -90.076647946258 30.021887694502, -90.076706076151 30.02196210944, -90.076868402061 30.02215829053, -90.076949241308 30.022253896776))",588193,Sewer Line Repair (SSERP),Complete,RR069
"MULTILINESTRING ((-90.080971111724 29.955858903802, -90.081341032089 29.956025325483, -90.081436611868 29.956069212539))",591649,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-89.961551135677 30.027188391046, -89.960740734224 30.027337879422, -89.960690721666 30.027346842376, -89.960639980166 30.027351807972))",587818,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",Complete,DPW201
"MULTILINESTRING ((-90.049825533466 29.963447911939, -90.04869020789 29.963188992378))",594373,Water Line Replacement (FEMA),Planned,RR020
"MULTILINESTRING ((-90.065727164313 29.991427050636, -90.065732902685 29.991512983163, -90.065811471968 29.992452341931))",595546,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.068076814851 29.9655301512, -90.067998705942 29.965619797789, -90.06784778404 29.965785671806, -90.067690139617 29.965962080395, -90.06760178582 29.966058211835, -90.06745338357 29.966219676911, -90.067270071921 29.966421322304))",595191,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.044153143586 29.974148132953, -90.044149696588 29.974159623299, -90.04386422314 29.975107516654, -90.043839435862 29.975189215923))",594256,Sewer Line Repair (SSERP),Complete,RR166
"MULTILINESTRING ((-90.032951340549 29.973829669532, -90.032922586422 29.97391308061, -90.032637336354 29.974865815071))",595631,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.071780134822 29.964156463695, -90.071065695603 29.964958216353))",594946,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.066566529433 29.933112800853, -90.066782842476 29.932348145255, -90.066798361117 29.932297007275, -90.066803284332 29.932268372773, -90.06685042679 29.932120718973))",594656,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.12185649799 29.945064754713, -90.121938965953 29.945112321533, -90.122514816064 29.945459932411, -90.122609116765 29.945518492185))",588854,Sewer Line Repair (SSERP),Planned,RR002
"MULTILINESTRING ((-90.07314900809 29.973890033719, -90.072811914209 29.974268495491, -90.072427283287 29.974697193515))",591520,Sewer Line Repair (SSERP),Planned,DPW129
"MULTILINESTRING ((-90.04969759924 29.99611247747, -90.04960524912 29.996116377644, -90.047536673911 29.996239308767, -90.047447452795 29.996245951018))",592769,Water Line Replacement (FEMA),Planned,RR203
"MULTILINESTRING ((-90.05807108329 29.967470968948, -90.057494410778 29.967506249633, -90.057489738889 29.967506539972, -90.057097622665 29.967530523856, -90.056899007522 29.967543851477))",591495,Sewer Line Repair (SSERP),Complete,
"MULTILINESTRING ((-90.091325692049 29.928210037216, -90.091327941194 29.928215002645, -90.09139905895 29.928360750737))",593420,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,SELA27
"MULTILINESTRING ((-90.087434912906 29.942049701157, -90.087675229413 29.941892579982, -90.088206666164 29.941550021635, -90.088305828448 29.941501100195))",592041,Sewer Line Repair (SSERP),Complete,RR023
"MULTILINESTRING ((-90.075121566461 30.021075304161, -90.074875721208 30.021090409864, -90.073944377173 30.021147632668, -90.073473372137 30.021176568444))",590763,"Drainage Line, Sewer Line, and Water Line Replacement",Complete,DPW317
"MULTILINESTRING ((-90.045688492259 30.015526834932, -90.04569559356 30.015607539556, -90.045737751939 30.016140421734, -90.045742191592 30.016210561346))",592380,"Drainage Line, Sewer Line, and Water Line Replacement",Planned,RR143
"MULTILINESTRING ((-90.110324771601 29.938781740856, -90.110403275771 29.938796930548, -90.110923150777 29.938902741836, -90.111307959144 29.938978975784))",593143,Sewer Line Replacement (SSERP),Complete,DPW093
"MULTILINESTRING ((-89.956637432546 30.054622932416, -89.956292061745 30.054963095924, -89.956100768998 30.055141706883, -89.956005029469 30.055214425659, -89.955867597491 30.055304508385, -89.955700699219 30.055410239391, -89.955456567313 30.055557915279, -89.955284756849 30.055661512131, -89.955226771924 30.055698500289, -89.955158421344 30.055746536019, -89.955102492144 30.055801737072, -89.955001272272 30.055910899112))",588005,"Drainage Line, Sewer Line (SSERP), and Water Line Replacement (FEMA)",Planned,RR102
