mixedUseAssessmentKey,provalLrsnId,realEstatePropertyCode,assessmentChangeReasonTypeDsc,mixedUseAssessmentDate,commercialLandAmt,commercialImprovementAmt,totalCommercialAmt,residentialLandAmt,residentialImprovementAmt,totalResidentialAmt
702,28241,16033010,01- Annual,2020-01-01T00:00:00.000Z,277100,65500,342600,10880800,2343600,13224400
706,28243,16033012,01- Annual,2020-01-01T00:00:00.000Z,405100,65500,470600,15904800,2343600,18248400
710,28245,16033014,01- Annual,2020-01-01T00:00:00.000Z,80500,65400,145900,3161900,2340800,5502700
714,28247,16033017,01- Annual,2020-01-01T00:00:00.000Z,88600,65400,154000,3478000,2340800,5818800
718,28249,16033021,01- Annual,2020-01-01T00:00:00.000Z,9900,65400,75300,390200,2340800,2731000
722,28251,16034001,01- Annual,2020-01-01T00:00:00.000Z,206800,1357300,1564100,22404100,104062000,126466100
726,28251,16034001,,2009-01-01T00:00:00.000Z,191000,1270300,1461300,17199000,78407400,95606400
730,28251,16034001,03- Board of Equalization,2016-09-06T00:00:00.000Z,191000,1483600,1674600,21107900,96389100,117497000
734,28251,16034001,01- Annual,2018-01-01T00:00:00.000Z,190900,0,190900,22404100,0,22404100
738,28251,16034001,03- Board of Equalization,2019-10-15T00:00:00.000Z,190900,1361900,1552800,22404100,96649100,119053200
742,28252,16034002,01- Annual,2014-01-01T00:00:00.000Z,20800,0,20800,1706800,0,1706800
746,28252,16034002,,2008-01-01T00:00:00.000Z,17900,0,17900,1609200,0,1609200
750,28252,16034002,,2010-01-01T00:00:00.000Z,14300,0,14300,1365400,0,1365400
754,28255,16034031,,2011-01-01T00:00:00.000Z,19500,0,19500,1741600,0,1741600
758,28255,16034031,01- Annual,2013-01-01T00:00:00.000Z,24800,0,24800,2031900,0,2031900
762,28255,16034031,01- Annual,2018-01-01T00:00:00.000Z,21300,0,21300,2500000,0,2500000
766,28617,16038001,,2008-01-01T00:00:00.000Z,9255900,1000,9256900,5793400,0,5793400
770,28618,16038002,,2008-11-01T00:00:00.000Z,344400,0,344400,231000,0,231000
774,28620,16038004,,2008-01-01T00:00:00.000Z,4859500,0,4859500,3041600,0,3041600
778,28622,16038006,,2008-11-01T00:00:00.000Z,4728200,0,4728200,3171400,0,3171400
782,28623,16038008,,2009-01-01T00:00:00.000Z,2364100,1000,2365100,1585700,0,1585700
786,28624,16038009,,2008-01-01T00:00:00.000Z,2454800,0,2454800,1536500,0,1536500
790,28626,16038011,,2008-11-01T00:00:00.000Z,74700,0,74700,50100,0,50100
794,28627,16038012,,2009-01-01T00:00:00.000Z,182000,0,182000,122100,0,122100
798,28628,16038013,,2008-01-01T00:00:00.000Z,211700,0,211700,132500,0,132500
802,28665,17003010,,2010-01-01T00:00:00.000Z,0,0,0,269200,0,269200
806,28665,17003010,01- Annual,2014-01-01T00:00:00.000Z,0,0,0,333200,0,333200
810,28666,17003011,01- Annual,2020-01-01T00:00:00.000Z,0,0,0,2788600,0,2788600
814,28666,17003011,01- Annual,2018-01-01T00:00:00.000Z,0,0,0,2434300,0,2434300
818,28666,17003011,,2011-01-01T00:00:00.000Z,0,0,0,287000,0,287000
822,28667,17003012,,2012-01-01T00:00:00.000Z,0,0,0,888000,0,888000
826,28667,17003012,01- Annual,2017-01-01T00:00:00.000Z,0,0,0,7361900,0,7361900
830,28667,17003012,01- Annual,2016-01-01T00:00:00.000Z,0,0,0,6933900,0,6933900
834,28926,17003298,01- Annual,2015-01-01T00:00:00.000Z,0,0,0,20900,0,20900
838,28926,17003298,01- Annual,2019-01-01T00:00:00.000Z,0,0,0,139400,0,139400
842,28926,17003298,01- Annual,2013-01-01T00:00:00.000Z,0,0,0,16700,0,16700
846,28927,17003299,,2010-01-01T00:00:00.000Z,0,0,0,33600,0,33600
850,28927,17003299,01- Annual,2014-01-01T00:00:00.000Z,0,0,0,41700,0,41700
854,28928,17003300,01- Annual,2020-01-01T00:00:00.000Z,0,0,0,348500,0,348500
858,28928,17003300,01- Annual,2018-01-01T00:00:00.000Z,0,0,0,304200,0,304200
862,28928,17003300,,2011-01-01T00:00:00.000Z,0,0,0,36000,0,36000
866,29225,17005002,,2011-01-01T00:00:00.000Z,107600,0,107600,4799200,0,4799200
870,29226,17005003,,2012-01-01T00:00:00.000Z,79100,0,79100,3771500,0,3771500
874,29229,17005006,,2010-01-01T00:00:00.000Z,117600,0,117600,5656000,0,5656000
878,29230,17005007,,2011-01-01T00:00:00.000Z,39300,0,39300,1750700,0,1750700
882,29231,17005008,,2012-01-01T00:00:00.000Z,51500,0,51500,2457000,0,2457000
886,29233,17005010,,2010-01-01T00:00:00.000Z,45100,0,45100,2169800,0,2169800
890,29234,17005011,,2011-01-01T00:00:00.000Z,118700,0,118700,5295800,0,5295800
894,29284,17011007,,2012-01-01T00:00:00.000Z,88400,0,88400,828100,0,828100
898,29286,17011009,,2011-01-01T00:00:00.000Z,109100,0,109100,558000,0,558000
902,29289,17011013,,2009-01-01T00:00:00.000Z,200200,0,200200,895100,0,895100
906,29290,17011015,,2011-01-01T00:00:00.000Z,408400,0,408400,2089200,0,2089200
910,29291,17011016,,2009-01-01T00:00:00.000Z,1284700,0,1284700,5744800,0,5744800
914,29292,17011017,,2011-01-01T00:00:00.000Z,504200,1000,505200,4416800,0,4416800
918,29329,17013017,01- Annual,2014-01-01T00:00:00.000Z,40700,429800,470500,18233500,107386200,125619700
922,29329,17013017,01- Annual,2017-01-01T00:00:00.000Z,40700,667100,707800,26134700,120873000,147007700
926,29329,17013017,,2010-01-01T00:00:00.000Z,32600,346000,378600,17041700,76112000,93153700
930,29329,17013017,01- Annual,2020-01-01T00:00:00.000Z,44100,725400,769500,26134700,135773500,161908200
934,29330,17013019,,2008-01-01T00:00:00.000Z,55300,0,55300,27303200,68087300,95390500
938,29330,17013019,01- Annual,2018-01-01T00:00:00.000Z,55300,0,55300,35527300,0,35527300
942,29330,17013019,01- Annual,2015-01-01T00:00:00.000Z,55300,0,55300,31809400,89993700,121803100
946,29332,17014001,01- Annual,2016-01-01T00:00:00.000Z,901700,4793800,5695500,20574000,68005100,88579100
950,29332,17014001,01- Annual,2018-01-01T00:00:00.000Z,901700,4285100,5186800,21844000,77764800,99608800
954,29332,17014001,01- Annual,2013-01-01T00:00:00.000Z,901700,0,901700,17780000,0,17780000
958,32270,18003111,,2010-01-01T00:00:00.000Z,86400,839900,926300,32200000,120695200,152895200
962,32270,18003111,01- Annual,2018-01-01T00:00:00.000Z,108000,1091900,1199900,49450000,141612200,191062200
966,32270,18003111,03- Board of Equalization,2019-10-24T00:00:00.000Z,108000,763700,871700,49450000,157126900,206576900
970,32270,18003111,01- Annual,2016-01-01T00:00:00.000Z,108000,1107200,1215200,46575000,153457400,200032400
974,32270,18003111,03- Board of Equalization,2013-09-26T00:00:00.000Z,108000,940800,1048800,40250000,154350200,194600200
978,32675,18003602,01- Annual,2017-01-01T00:00:00.000Z,144000,1402700,1546700,48504000,162008200,210512200
982,32675,18003602,01- Annual,2020-01-01T00:00:00.000Z,156000,1232800,1388800,48504000,187203200,235707200
986,32675,18003602,,2010-09-01T00:00:00.000Z,115200,901700,1016900,31584000,120949500,152533500
990,32675,18003602,01- Annual,2013-01-01T00:00:00.000Z,144000,1084400,1228400,33840000,171758300,205598300
994,32685,18004066,,2010-01-01T00:00:00.000Z,490900,4426000,4916900,13982900,69918400,83901300
998,32685,18004066,05- Review,2014-12-13T00:00:00.000Z,589100,6449900,7039000,16779500,101366300,118145800
1002,32685,18004066,01- Annual,2017-01-01T00:00:00.000Z,552200,6953700,7505900,19326300,101555600,120881900
1006,32685,18004066,01- Annual,2016-01-01T00:00:00.000Z,613600,6554500,7168100,20225200,110146000,130371200
1010,32685,18004066,03- Board of Equalization,2019-10-31T00:00:00.000Z,527200,6793600,7320800,18466700,104154500,122621200
1014,32691,18005040,01- Annual,2014-01-01T00:00:00.000Z,359500,0,359500,10241400,0,10241400
1018,32691,18005040,01- Annual,2019-01-01T00:00:00.000Z,309700,0,309700,10836600,0,10836600
1022,32691,18005040,05- Review,2015-12-13T00:00:00.000Z,337900,0,337900,10589700,0,10589700
1026,32691,18005040,05- Review,2014-12-13T00:00:00.000Z,345100,0,345100,9831700,0,9831700
1030,32691,18005040,,2009-01-01T00:00:00.000Z,359500,0,359500,9656200,0,9656200
1034,32889,18007031,01- Annual,2013-01-01T00:00:00.000Z,75000,101700,176700,18550000,56476800,75026800
1038,32889,18007031,,2012-01-01T00:00:00.000Z,75000,86000,161000,15840000,55682300,71522300
1042,32942,18013004,,2008-01-01T00:00:00.000Z,974900,0,974900,1621200,0,1621200
1046,32946,18013008,,2008-01-01T00:00:00.000Z,356000,0,356000,592000,0,592000
1050,33220,18029007,,2009-01-01T00:00:00.000Z,1490500,1000,1491500,9834000,0,9834000
1054,33220,18029007,,2010-01-01T00:00:00.000Z,1192400,1000,1193400,8344000,0,8344000
1058,33220,18029007,01- Annual,2017-01-01T00:00:00.000Z,1245400,11763500,13008900,11248000,53728300,64976300
1062,33352,18038019,,2010-01-01T00:00:00.000Z,918300,0,918300,6013100,0,6013100
1066,33353,18038020,,2012-01-01T00:00:00.000Z,362600,0,362600,2442300,3255800,5698100
1070,33356,18038023,,2011-01-01T00:00:00.000Z,327200,0,327200,2195500,0,2195500
1074,33424,18041002,01- Annual,2013-01-01T00:00:00.000Z,11000,896100,907100,240000,210000,450000
1078,33424,18041002,01- Annual,2015-01-01T00:00:00.000Z,251500,637100,888600,0,633800,633800
1082,33610,18054007,01- Annual,2020-01-01T00:00:00.000Z,144400,145000,289400,663400,1708400,2371800
1086,33610,18054007,,2009-01-01T00:00:00.000Z,165000,50100,215100,514800,914300,1429100
1090,33610,18054007,,2010-01-01T00:00:00.000Z,132000,64300,196300,514800,900000,1414800
1094,33614,18054011,,2012-01-01T00:00:00.000Z,15000,340900,355900,198000,383800,581800
1098,33614,18054011,,2008-01-01T00:00:00.000Z,15000,338200,353200,198000,71400,269400
1102,33616,18054013,01- Annual,2015-01-01T00:00:00.000Z,534000,518000,1052000,0,600300,600300
1106,33616,18054013,,2010-01-01T00:00:00.000Z,310000,313700,623700,224000,115800,339800
1110,34352,18084003,,2012-01-01T00:00:00.000Z,326100,77100,403200,14980000,12957900,27937900
1114,34352,18084003,,2008-01-01T00:00:00.000Z,326100,190200,516300,14124000,16076200,30200200
1118,34352,18084003,01- Annual,2015-01-01T00:00:00.000Z,326100,168300,494400,16478000,8754000,25232000
1122,34490,19007002,01- Annual,2017-01-01T00:00:00.000Z,70100,60500,130600,1729600,930700,2660300
1126,34494,19007006,01- Annual,2017-01-01T00:00:00.000Z,60800,51900,112700,1500500,797700,2298200
1130,35639,20012018,01- Annual,2020-01-01T00:00:00.000Z,207300,1000,208300,2588100,0,2588100
1134,35643,20012024,01- Annual,2020-01-01T00:00:00.000Z,394200,0,394200,4921200,0,4921200
1138,40065,23034017,05- Review,2017-04-03T00:00:00.000Z,1912300,1000,1913300,10022900,0,10022900
1142,40065,23034017,01- Annual,2020-01-01T00:00:00.000Z,1912300,2558100,4470400,9339500,45284200,54623700
1146,40066,23034018,03- Board of Equalization,2018-07-26T00:00:00.000Z,2218800,0,2218800,11919900,0,11919900
1150,40067,23034019,05- Review,2017-04-03T00:00:00.000Z,131200,0,131200,687500,0,687500
1154,40415,23040008,01- Annual,2017-01-01T00:00:00.000Z,63500,0,63500,1827300,0,1827300
1158,40994,24015015,01- Annual,2019-01-01T00:00:00.000Z,588000,770800,1358800,10505100,33520700,44025800
1162,40994,24015015,01- Annual,2016-01-01T00:00:00.000Z,588000,2096700,2684700,12255900,13799100,26055000
1166,40994,24015015,,2011-01-01T00:00:00.000Z,0,767000,767000,11280000,6470600,17750600
1170,40995,24015017,,2012-01-01T00:00:00.000Z,757600,0,757600,0,0,0
1174,40995,24015017,01- Annual,2013-01-01T00:00:00.000Z,52000,0,52000,904100,0,904100
1178,40995,24015017,01- Annual,2017-01-01T00:00:00.000Z,43400,0,43400,955700,0,955700
1182,42115,25016009,,2008-01-01T00:00:00.000Z,3357400,1000,3358400,11379000,0,11379000
1186,43303,27002001,,2008-01-01T00:00:00.000Z,0,0,0,29831100,3187500,33018600
1190,43303,27002001,,2011-01-01T00:00:00.000Z,0,0,0,25326000,424700,25750700
1194,43303,27002001,01- Annual,2019-01-01T00:00:00.000Z,0,0,0,38384400,10420900,48805300
1198,43303,27002001,01- Annual,2020-01-01T00:00:00.000Z,0,0,0,38384400,13630300,52014700
1202,43306,27002004,01- Annual,2016-01-01T00:00:00.000Z,4400,76000,80400,4888400,265900,5154300
1206,43306,27002004,05- Review,2019-03-26T00:00:00.000Z,0,345900,345900,5132800,619900,5752700
1210,43306,27002004,,2012-01-01T00:00:00.000Z,100000,65900,165900,4272900,53100,4326000
1214,43306,27002004,,2009-01-01T00:00:00.000Z,120000,63500,183500,3999600,53100,4052700
1218,43307,27002005,01- Annual,2013-01-01T00:00:00.000Z,0,0,0,15214500,1235600,16450100
1222,43307,27002005,01- Annual,2017-01-01T00:00:00.000Z,0,0,0,18276300,468800,18745100
1226,43307,27002005,01- Annual,2015-01-01T00:00:00.000Z,0,0,0,16614800,1755000,18369800
1230,43307,27002005,05- Review,2020-03-31T00:00:00.000Z,0,0,0,18276300,4109900,22386200
1234,43308,27002006,01- Annual,2014-01-01T00:00:00.000Z,0,0,0,14089300,2451700,16541000
1238,43308,27002006,01- Annual,2018-01-01T00:00:00.000Z,0,0,0,16924700,3942200,20866900
1242,43308,27002006,,2010-01-01T00:00:00.000Z,0,0,0,11195800,199100,11394900
415,26000,15074012,,2012-01-01T00:00:00.000Z,17100,0,17100,1462700,0,1462700
419,26000,15074012,01- Annual,2013-01-01T00:00:00.000Z,17100,0,17100,1462700,5656700,7119400
423,26000,15074012,03- Board of Equalization,2016-09-19T00:00:00.000Z,17100,0,17100,1692500,7377500,9070000
427,26000,15074012,03- Board of Equalization,2018-08-21T00:00:00.000Z,17100,0,17100,1797000,7458100,9255100
431,26001,15074013,01- Annual,2020-01-01T00:00:00.000Z,18800,0,18800,1790800,7957100,9747900
435,26001,15074013,01- Annual,2019-01-01T00:00:00.000Z,17100,0,17100,1797000,7936300,9733300
439,26001,15074013,05- Review,2015-09-03T00:00:00.000Z,17100,0,17100,1608900,7324300,8933200
443,26001,15074013,,2008-01-01T00:00:00.000Z,17100,0,17100,1374400,0,1374400
447,26001,15074013,,2010-01-01T00:00:00.000Z,13700,0,13700,1166100,0,1166100
451,26002,15074014,,2009-01-01T00:00:00.000Z,17100,0,17100,1374400,0,1374400
455,26002,15074014,01- Annual,2015-01-01T00:00:00.000Z,17100,0,17100,1608900,7326800,8935700
459,26002,15074014,03- Board of Equalization,2019-10-10T00:00:00.000Z,17400,0,17400,1790800,7666500,9457300
463,26002,15074014,01- Annual,2017-01-01T00:00:00.000Z,17100,0,17100,1797000,7326500,9123500
467,26003,15074015,01- Annual,2018-01-01T00:00:00.000Z,8600,0,8600,898500,0,898500
471,26003,15074015,01- Annual,2016-01-01T00:00:00.000Z,8600,0,8600,846200,3742100,4588300
475,26003,15074015,01- Annual,2014-01-01T00:00:00.000Z,8600,0,8600,731300,3593800,4325100
479,26003,15074015,,2011-01-01T00:00:00.000Z,7800,0,7800,626900,0,626900
483,26004,15074016,,2012-01-01T00:00:00.000Z,30700,0,30700,2627600,0,2627600
487,26004,15074016,01- Annual,2013-01-01T00:00:00.000Z,30700,0,30700,2627600,10198100,12825700
491,26004,15074016,03- Board of Equalization,2016-09-19T00:00:00.000Z,30700,0,30700,3040500,13300300,16340800
495,26004,15074016,03- Board of Equalization,2018-08-21T00:00:00.000Z,30700,0,30700,3228200,13445600,16673800
499,26005,15074017,01- Annual,2020-01-01T00:00:00.000Z,7400,0,7400,700800,3138000,3838800
503,26005,15074017,01- Annual,2019-01-01T00:00:00.000Z,6700,0,6700,703200,3129800,3833000
507,26005,15074017,05- Review,2015-09-03T00:00:00.000Z,6700,0,6700,629600,2888500,3518100
511,26005,15074017,,2008-01-01T00:00:00.000Z,6700,0,6700,537800,0,537800
515,26005,15074017,,2010-01-01T00:00:00.000Z,5400,0,5400,456300,0,456300
519,26006,15074018,,2009-01-01T00:00:00.000Z,15100,0,15100,1214100,0,1214100
523,26006,15074018,01- Annual,2015-01-01T00:00:00.000Z,15100,0,15100,1421300,6501300,7922600
527,26006,15074018,03- Board of Equalization,2019-10-10T00:00:00.000Z,15400,0,15400,1582000,6802700,8384700
531,26006,15074018,01- Annual,2017-01-01T00:00:00.000Z,15100,0,15100,1587400,6500900,8088300
535,26007,15074019,01- Annual,2018-01-01T00:00:00.000Z,8600,0,8600,898500,0,898500
539,26007,15074019,01- Annual,2016-01-01T00:00:00.000Z,8600,0,8600,846200,3846000,4692200
543,26007,15074019,01- Annual,2014-01-01T00:00:00.000Z,8600,0,8600,731300,3693600,4424900
547,26007,15074019,,2011-01-01T00:00:00.000Z,7800,0,7800,626900,0,626900
551,26012,15075007,01- Annual,2018-01-01T00:00:00.000Z,8400,0,8400,2018000,1000,2019000
555,26013,15075008,01- Annual,2017-01-01T00:00:00.000Z,1700,0,1700,403600,0,403600
559,26014,15075011,01- Annual,2018-01-01T00:00:00.000Z,12300,0,12300,2948000,0,2948000
563,26015,15075012,01- Annual,2017-01-01T00:00:00.000Z,4100,0,4100,982700,0,982700
567,26016,15075013,01- Annual,2018-01-01T00:00:00.000Z,8400,0,8400,2018000,1000,2019000
571,26017,15075014,01- Annual,2017-01-01T00:00:00.000Z,12700,0,12700,3027000,0,3027000
575,26018,15075016,01- Annual,2018-01-01T00:00:00.000Z,8400,0,8400,2018000,0,2018000
579,26019,15075017,01- Annual,2017-01-01T00:00:00.000Z,6800,0,6800,1614400,0,1614400
583,26020,15075018,01- Annual,2018-01-01T00:00:00.000Z,16400,0,16400,3930700,0,3930700
587,26021,15075019,01- Annual,2017-01-01T00:00:00.000Z,4200,0,4200,1009000,1000,1010000
591,26022,15075020,01- Annual,2018-01-01T00:00:00.000Z,33800,0,33800,8071900,1000,8072900
595,26051,15078002,,2012-01-01T00:00:00.000Z,11000,72500,83500,60000,56400,116400
599,26051,15078002,01- Annual,2013-01-01T00:00:00.000Z,11000,81400,92400,60000,48800,108800
603,26052,15078003,,2011-01-01T00:00:00.000Z,42900,1000,43900,396700,0,396700
607,26053,15078004,,2012-01-01T00:00:00.000Z,208800,1000,209800,2063900,0,2063900
611,26053,15078004,01- Annual,2013-01-01T00:00:00.000Z,208900,1000,209900,2063900,0,2063900
615,26054,15078005,,2011-01-01T00:00:00.000Z,83600,0,83600,772800,0,772800
619,26055,15078006,01- Annual,2018-01-01T00:00:00.000Z,19900,0,19900,4758900,1000,4759900
623,26056,15078010,01- Annual,2018-01-01T00:00:00.000Z,8400,0,8400,2018000,1000,2019000
627,26057,15078011,01- Annual,2019-01-01T00:00:00.000Z,6300,0,6300,1513700,0,1513700
631,26059,15078013,,2010-01-01T00:00:00.000Z,116800,0,116800,1153900,0,1153900
635,26059,15078013,,2008-01-01T00:00:00.000Z,146000,1000,147000,1360000,0,1360000
639,26060,15078014,,2009-01-01T00:00:00.000Z,97300,0,97300,906700,0,906700
643,26061,15078015,,2010-01-01T00:00:00.000Z,97300,0,97300,961600,0,961600
647,26061,15078015,,2008-01-01T00:00:00.000Z,121600,1000,122600,1133300,0,1133300
651,26062,15078016,,2009-01-01T00:00:00.000Z,121600,0,121600,1133300,0,1133300
655,26063,15078017,,2010-01-01T00:00:00.000Z,97300,0,97300,961600,0,961600
659,26063,15078017,,2008-01-01T00:00:00.000Z,121600,1000,122600,1133300,0,1133300
663,26064,15078018,,2009-01-01T00:00:00.000Z,96600,0,96600,899800,0,899800
667,26066,15078021,01- Annual,2017-01-01T00:00:00.000Z,6300,0,6300,1513700,1000,1514700
671,26067,15078022,01- Annual,2018-01-01T00:00:00.000Z,9600,0,9600,2304400,0,2304400
675,26068,15078023,,2011-01-01T00:00:00.000Z,42400,1000,43400,391900,0,391900
679,26069,15078024,01- Annual,2017-01-01T00:00:00.000Z,36600,0,36600,8747500,0,8747500
683,26395,15087028,03- Board of Equalization,2019-10-31T00:00:00.000Z,58682100,185254500,243936600,0,0,0
687,26395,15087028,01- Annual,2018-01-01T00:00:00.000Z,58682100,211584500,270266600,0,0,0
691,26395,15087028,01- Annual,2016-01-01T00:00:00.000Z,58682100,217162600,275844700,0,0,0
695,27080,16022001,,2009-07-01T00:00:00.000Z,0,32638400,32638400,0,309900,309900
699,28239,16033008,05- Review,2020-03-06T00:00:00.000Z,89800,36100,125900,3523400,1290700,4814100
703,28241,16033010,05- Review,2020-03-06T00:00:00.000Z,290300,116700,407000,11397600,4175100,15572700
707,28243,16033012,05- Review,2020-03-06T00:00:00.000Z,424300,170500,594800,16660200,6102900,22763100
711,28245,16033014,05- Review,2020-03-06T00:00:00.000Z,84400,33900,118300,3312000,1213200,4525200
715,28247,16033017,05- Review,2020-03-06T00:00:00.000Z,1211400,0,1211400,0,0,0
719,28249,16033021,05- Review,2020-03-06T00:00:00.000Z,10400,4200,14600,408700,149700,558400
723,28251,16034001,,2010-01-01T00:00:00.000Z,152800,1104000,1256800,14593100,65774600,80367700
727,28251,16034001,,2008-01-01T00:00:00.000Z,191000,1402100,1593100,17199000,81695200,98894200
731,28251,16034001,01- Annual,2016-01-01T00:00:00.000Z,191000,1483600,1674600,21107900,96443400,117551300
