Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
2013,09/26/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,78* Clear,Kimmie's Girl,EDUARDO E. JONES,ABEL LEZCANO,Kimmie's Girl-Trainer Eduardo Jones-eased in stretch-walked off track-no injuries reported-must requalify,Steward's List
2013,09/26/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,78* Clear,Maggie's Lad,THOMAS MORLEY,JUNIOR R. ALVARADO,Maggie's Lad-Trainer Tom Morley-eased in stretch-walked off track-sore LF hoof-must requalify,Steward's List
2013,09/26/2013,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,At the start,Racing,Harness,Overcast/69,Prime Victor,RICHARD F. RUFFLES,JAMES P. MAROHN,Prime Victor-Tr. Richard Ruffles-broke at start-RF lameness-DNF-on list-must qualify,Steward's List
2013,09/27/2013,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn # 11,Other,Thoroughbred,66* Cloudy,Slight Fever,JOSEPH E. DEMOLA, ,Slight Fever-Tr. Joesph Demola-found dead in stall-being treated for colic,Equine Death
2013,09/27/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,68* Cloudy,Political Justice,RENE A. ARAYA,RAJIV C. MARAGH,Political Justice-Trainer Rene Araya-eased in stretch-no injuries reported-must requalify,Steward's List
2013,09/27/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Cloudy,Another Wild Woman,BRANDON M. SIMPSON,BILLY A. DOBSON,Another Wild Woman-Tr. Brandon Simpson-not staying on pace before race-appears to be off behind-scratched,Steward's List
2013,09/28/2013,EQUINE DEATH,Vernon Downs,Vernon Downs,Racing,Harness,Clear & Warm,Ideal Joe,GARY GIBSON, ,Ideal Joe-Trainer Gary Gibson-Possible Heart Attack-removed for autopsy-bloods drawn-1613989,Equine Death
2013,09/28/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),3/16 pole,Racing,Thoroughbred, ,Western Grit,STEVEN M. ASMUSSEN,JUNIOR R. ALVARADO,Western Grit-Trainer Steve Asmussen-pulled up after being eased-walked off track-no injuries reported-must requalify,Steward's List
2013,09/28/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,75* Clear,Discreet Malena,ANGEL A. PENNA JR,JUNIOR R. ALVARADO,Discreet-Trainer Angel Pena  Jr.-eased in stretch-breathing issue-choked up-to be diagnosed-must requalify,Steward's List
2013,09/29/2013,RACING INCIDENT,Belmont Park (NYRA),Starting gate,Racing,Thoroughbred,75* clear,Mister Dooley,HAROLD  (JAMES) J. BOND,LUIS SAEZ,Mister Dooley-Tr. Harold (James) Bond-NYRA vet reported horse missing a front shoe-already in gate-ran for purse only, 
2013,09/29/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),After Finish,Racing,Thoroughbred,75* Clear,Coexist,JOHN C. KIMMEL,JOSE L. ORTIZ,Coexist-Trainer John Kimmel-pulled up-ambulance off-claim voided-some arthritic issues but fine-must requalify,Steward's List
2013,09/29/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),After Finish,Racing,Thoroughbred,75* Clear,Irish Etiquette,COLUM O'BRIEN,ABEL LEZCANO,Irish Etiquette-Trainer Colum O'Brien-pulled up-ambulanced off-reinjured previous hairline fx in knee-given time off to heal-must requalify, 
2013,09/30/2013,EQUINE DEATH,Belmont Park (NYRA),7/8 pole,Training,Thoroughbred,60* Clear,Two Comma Guy,MIKE J. MAKER, ,Two Comma Guy-Trainer Michael Maker-suffered fx LF leg while breezing-euthanized on track,Equine Death
2013,10/02/2013,ACCIDENT - TAGGED SULKY,Saratoga Gaming & Raceway,Main Track Ramp,Racing,Harness,Clear 55 degrees,Maggie O,RANDALL J. RING, ,Maggie O-Tr. Randall Ring-reared on ramp to warm up-flipped over-minor soreness rear quarters-damaged sulky-scratched-Tag# E5459261, 
2013,10/02/2013,EQUINE DEATH,Saratoga Racecourse (NYRA),Saratoga Racecourse,Training,Thoroughbred, ,For Riches,ROY S. LERMAN, ,For Riches-Trainer Roy Lerman-fell after sustaining R shoulder fx galloping-euthanized on track,Equine Death
2013,10/02/2013,RACING INCIDENT,Belmont Park (NYRA),Starting gate,Racing,Thoroughbred, ,Lady C Note,JENA M. ANTONUCCI,MANUEL FRANCO,Lady C Note-Tr. Jena Antonucci-reared up in gate-unseating rider-did not leave gate-no injuries reported, 
2013,10/02/2013,RACING INCIDENT,Belmont Park (NYRA),Starting Gate,Racing,Thoroughbred,80* Clear,Lighthouse Bay,GEORGE R. WEAVER, ,Lighthouse Bay-Tr. George Weaver-flipped in gate before start-scratched-horse body sore-no other injuries reported, 
2013,10/02/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Prior to Finish,Racing,Harness, ,Martoddi,KYLE L. SPAGNOLA, ,Martoddi-Tr. Kyle Spagnola-pulled up-DNF-knee boot twisted during race-no lameness noted,Steward's List
2013,10/02/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Warm-up,Racing,Harness,Clear 57 degrees,A Sassy Professor,KIM L. CRAWFORD, ,A Sassy Professor-Tr. Kim Crawford-tied up during warm up-vet checked revealed obvious LR lameness-scratched, 
2013,10/03/2013,EQUINE DEATH,Belmont Park (NYRA),After Finish,Racing,Thoroughbred,77* Mostly cloudy,Lavalette Gold,RAINDRANAUTH . PERSAUD RANDI,ABEL LEZCANO,Lavalette Gold-Tr. Randi Persaud-fell unseating rider-ambulanced off- fx LF leg-euthanized,Equine Death
2013,10/03/2013,FALL OF RIDER,Finger Lakes Gaming & Racetrack,FLRT,Racing,Thoroughbred,Clear,Artist's Vision, , ,Artist's Vision-Tr. J. Schoeneman-stumbled out of gate unseating rider-no injuries reported, 
2013,10/04/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Other,Thoroughbred, ,King Keene,JONATHAN B. BUCKLEY, ,King Keene-Tr. Jon Buckley-developed complications from surgery-unresponsive to pain management-euthanized-2143105,Equine Death
2013,10/04/2013,RACING INCIDENT,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,Old School,DONNA M. BIRETA,EMANUEL DE DIEGO,Old School-Tr. Donna Bireta-pulled up-ambulanced off-2143167-fx bone in foot-will not race rest of year,Lameness
2013,10/04/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,78*,Coralita,DAVID A. CANNIZZO,RAJIV C. MARAGH,Coralita-Tr. David Cannizzo-eased in the stretch-tongue over bit-no injuries reported-must requalify, 
2013,10/05/2013,RACING INCIDENT,Belmont Park (NYRA),Barn Area/Paddock,Racing,Thoroughbred,75* Mostly Cloudy,Foggy Road,RODOLFO (RUDY) RODRIGUEZ, ,Foggy Road-Trainer Rudy Rodriguez-sustained minor cut leg on way to paddock-scratched, 
2013,10/05/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Cloudy,Malicous,MARK S. FORD,WALTER J. HENNESSEY,Malicious-Tr. Mark Ford-vet exam prior to race revealed RF lameness-scratched,Lameness
2013,10/05/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Cloudy,Wealth Manager,KIM L. CRAWFORD,KIM L. CRAWFORD,Wealth Manager-Tr. Kim Crawford-prior to race vet exam revealed RF lameness-scratched,Steward's List
2013,10/06/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),1/16 Pole,Racing,Thoroughbred, ,Rewrite History,GEORGE R. WEAVER,LUIS SAEZ,Rewrite History-Tr. George Weaver-pulled up-ambulanced off-no injuries found-to New Bolton for bone scan, 
2013,10/06/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),3/8 pole,Racing,Thoroughbred,70* Cloudy,Trusted Choice,MARK A. HENNIG,ALEX O. SOLIS,Trusted Choice-Tr. Mark Hennig-pulled up-ambulanced off-no injuries reported, 
2013,10/08/2013,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn Area/Barn #6,Training,Thoroughbred,55* Clear,Unbroken Dream,RODOLFO (RUDY) RODRIGUEZ, ,Unbroken Dream-Tr. Rudy Rodriguez-unseated exercise rider-ran loose to barn hitting flower box-fx LF leg-euthanized,Equine Death
2013,10/09/2013,EQUINE DEATH,Belmont Park (NYRA),3/8 pole,Training,Thoroughbred,55* Clear,Doyouseeme,PATRICK L. REYNOLDS, ,Doyouseeme-Trainer Patrick Reynolds-suffered fx LF leg while breezing-euthanized on track,Equine Death
2013,10/09/2013,EQUINE DEATH,Belmont Park (NYRA),Barn # 61,Other,Thoroughbred,55* Clear,Roih Jones,PHILLIP E. SCOTT, ,Roih Jones-Tr. Phil Scott-severe LF hoof infection-euthanized,Equine Death
2013,10/09/2013,EQUINE DEATH,Belmont Park (NYRA),Belmont,Training,Thoroughbred, ,King Wando,ROBERT J. RIBAUDO, ,King Wando-Tr. Robert Ribaudo-fx RH leg -P1-while galloping-euthanized,Equine Death
2013,10/11/2013,DRIVER/JOCKEY INJURED,Finger Lakes Gaming & Racetrack,FLRT,Other,Thoroughbred,Clear/cool,Alpha Galpha Amber,JONATHAN B. BUCKLEY,GABRIEL J. SUAREZ,Alpha Galpha Amber - Tr. J. Buckley - Horse reared in chute unseating rider - rider sustained minor injury and rode later that day-no injury to horse, 
2013,10/12/2013,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,After Race,Racing,Harness,Cool,Sand Summerfield,JASON ROBINSON,DANIEL J. CAPPELLO JR,Sand Summerfield-Tr. Jason Robinson-finished poorly-no issues reported-must requalify,Steward's List
2013,10/13/2013,ACCIDENT - ON TRACK,Saratoga Gaming & Raceway,Second Paddock Turn,Racing,Harness,Sunny,First Lady Regan,MATTHEW L. BUTCHER JR,MATTHEW L. BUTCHER JR,First Lady Regan-Tr. Matthew Butcher-broke stride-slowed abruptly-Mia's Princess-Tr. Brad Irvine-ran into slowed horse unseating both drivers and horses fell-minor injury to First Lady Regan,Accident
2013,10/13/2013,ACCIDENT - ON TRACK,Saratoga Gaming & Raceway,Second Paddock Turn,Racing,Harness,Sunny,Mia's Princess,BRAD D. IRVINE,JOSEPH R. BONGIORNO,First Lady Regan-Tr. Matthew Butcher-broke stride-slowed abruptly-Mia's Princess-Tr. Brad Irvine-ran into slowed horse unseating both drivers and horses fell-minor injury to First Lady Regan,Accident
2013,10/13/2013,ACCIDENT - TAGGED SULKY,Saratoga Gaming & Raceway,Second Paddock Turn,Racing,Harness,Sunny,First Lady Regan,MATTHEW L. BUTCHER JR,MATTHEW L. BUTCHER JR,First Lady Regan - Tr Matthew Butcher Jr. - See Accident-On Track Case 681.13 - #E5459038,Accident
2013,10/13/2013,ACCIDENT - TAGGED SULKY,Saratoga Gaming & Raceway,Second Paddock Turn,Racing,Harness,Sunny,Mia's Princess,BRAD D. IRVINE,JOSEPH R. BONGIORNO,Mia's Princess - Tr Brad Irvine - See Accident-On Track Case 681.13-#E5459039,Accident
2013,10/13/2013,RACING INJURY,Belmont Park (NYRA),After Finish,Racing,Thoroughbred,66* Clear,Silent No More,PAUL J. SIMEONE,TAYLOR B. ORTIZ,Silent No More-TR .Paul Simione-pulled upambulanced off-slab fx R knee-to be retired,Injury
2013,10/14/2013,RACING INCIDENT,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,66* Clear,Professor Plum,RICHARD J. HENDRIKS,JAVIER J. CASTELLANO,Professor Plum-TR  Richard Hendricks-eased in stretch-walked off track-shut off leaving gate-stumbled-no injuries reported, 
2013,10/15/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,Congaree King,JOSEPH J. RAPOSA,DEAN J. FRATES,Congaree King-Tr. J. Reposa-appeared lame after race-x-rays next day revealed Fx LF leg,Equine Death
2013,10/18/2013,EQUINE DEATH,Belmont Park (NYRA),1/8 pole,Racing,Thoroughbred,68* Clear,Formulaforsuccess,RODOLFO (RUDY) RODRIGUEZ,JOEL ROSARIO,Formulaforsuccess-Trainer Rudy Rodriguez-pulled up-went over inside rail- died from suspected cardiovascular collapse-no reported injury to the rider,Equine Death
2013,10/18/2013,FALL OF HORSE,Belmont Park (NYRA),track entrance,Racing,Thoroughbred,66* Clear,Hyman Roth,MICHAEL E. HUSHION,JOSE L. ORTIZ,Hyman Roth-Tr. Michael Hushion-reared up and fell entering track-scratched by NYRA vet-minor scratches to horse-no injury to rider, 
2013,10/18/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,66* Clear,Tantaliza,YVON G. BELSOEUR,JOSE LEZCANO,Tantaliza-Tr. Yvon Belsoeur-eased up-horse fine-no injuries reported,Steward's List
2013,10/19/2013,FALL OF RIDER,Finger Lakes Gaming & Racetrack,After finish,Racing,Thoroughbred, ,First Dine,ORTIS N. HENRY,GUARIONEX RIVERA,First Dine-Tr. Ortis Henry-lost rider Guarionex Rivera-transported to local hospital-no injury to horse, 
2013,10/19/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred, ,Let the Kitten Run,ROBERT A. BARBARA,JORGE A. VARGAS JR,Let the Kitten Run-Tr. Robert Barbara-eased up-lost L shoe-must requalify,Steward's List
2013,10/20/2013,FALL OF RIDER,Belmont Park (NYRA),3/8 pole,Racing,Thoroughbred,66* Partly cloudy,Poliziano,DAVID JACOBSON,EMMANUEL ESQUIVEL,Poliziano-Trainer D. Jacobson-unseated rider after clipping heels-no injuries reported, 
2013,10/20/2013,FALL OF RIDER,Belmont Park (NYRA),Start,Racing,Thoroughbred,66* partly cloudy,Master Jordan,ESKEI E. BEECH,GUILLERMO RODRIGUEZ,Master Jordan-Trainer Eskei Beech-stumbled leaving gate unseating rider Guillernmo Rodriguez-no injureis reported, 
2013,10/20/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Belmont R/T,Racing,Thoroughbred,Clear,Transplendid,PHILIP M. SERPE,LUIS SAEZ,Transplendid-Tr. Philip Serpe-goes down; Uman Candy-Tr. James Iselin-goes over top-jockeys are fine-horses vanned off-very minor injuries reported, 
2013,10/20/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Belmont R/T,Racing,Thoroughbred,Clear,Uman Candy,JAMES H. ISELIN,MANUEL FRANCO,Transplendid-Tr. Philip Serpe-goes down; Uman Candy-Tr. James Iselin-goes over top-jockeys are fine-horses vanned off-very minor injuries reported, 
2013,10/20/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,66* Partly Cloudy, ,EDWARD J. KENNEALLY,JOSE LEZCANO,Never the End -Trainer Eddie Kenneally-eased up-walked off track-no injuries reported-must requalify,Steward's List
2013,10/23/2013,RACING INCIDENT,Saratoga Gaming & Raceway, ,Racing,Harness,Clear,TJ Lil Winner,THOMAS T. CARTER, ,TJ Lil Winner-Tr. Thomas Carter-removed from track by mistake-did not get back in time for race-scratched from 1st race, 
2013,10/23/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),1/8 pole,Racing,Thoroughbred,58* Clear,Patriot's Jewel,PEDRO J. GRANVILLE,MAYLAN L. STUDART,Patriot's Jewel-Trainer Pedro Granville-pulled up-ambulanced off-no injuries reported,Steward's List
2013,10/23/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,58* Cloudy,Star of Sarava,BRUCE N. LEVINE,JOSE LEZCANO,Star of Sarava-Trainer Bruce Levine-eased in stretch-walk off track-no injuries reported,Steward's List
2013,10/24/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Top of Stretch,Racing,Thoroughbred,58* Partly Cloudy,Promise Me a Cat,CARLOS F. MARTIN,JAVIER J. CASTELLANO,Promise Ma A Cat-Tr. Carlos Martin-eased up-no injuries reported-to be retired,Steward's List
2013,10/25/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,51* Partly Cloudy,Margin of Victory,KARL M. GRUSMARK,MICHAEL J. LUZZI,Margin of Victory-Tr. Karl Grusmark-eased up-walked off track-no injuries reported, 
2013,10/25/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,51* Partly Cloudy,Private Councel,GABRIEL K. GOODWIN,GUILLERMO RODRIGUEZ,Private Councel-Trainer Gabriel Goodwin-eased up-walk off track-no injuries reported, 
2013,10/25/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,51* Partly Cloudy,Wildcat Thunder,PEDRO J. GRANVILLE,MELVIN L. PEREZ,Wildcat Thunder-Trainer Pedro Granville-eased up-walked off-,Steward's List
2013,10/26/2013,EQUINE DEATH,Belmont Park (NYRA),1/4 pole-main track,Training,Thoroughbred,45* Clear,Poppo,CHAD C. BROWN, ,Poppo-Tr. Chad Brown-suffered fx RF sesamoids while breezing-euthanized on track,Equine Death
2013,10/26/2013,EQUINE DEATH,Belmont Park (NYRA),1/8 pole Main Track,Training,Thoroughbred,45* Clear,Pole Cat,DOMINICK L. SCHETTINO, ,Pole Cat-Tr. Dominick Schettino-ambulanced off-xrays revealed fx LF sesamoids-euthanized,Equine Death
2013,10/26/2013,EQUINE DEATH,Belmont Park (NYRA),Pony Track,Training,Thoroughbred,45* Clear,Hewitts,GARY C. CONTESSA, ,Hewitts-Tr. Gary Contessa-unseated exercise rider-ran into stationary object-suffered fx R femur-euthanized,Equine Death
2013,10/26/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,5/16 pole,Racing,Thoroughbred, ,Irish Lady,CHRISTOPHER J. ENGLEHART,JOHN R. DAVILA,Irish Lady-Tr. Chris Englehart-faltered unseating rider-open fx bilateral sesamoids and ruptured suspensory-sedated then euthanized on track-2181484,Equine Death
2013,10/26/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,Magestik Tomahawk,JAMES S. ACQUILANO,MICHAEL A. DAVILA JR,Magestik Tomahawk-Tr. James Acquilano-fx LF fetlock-euthanized-2181393,Equine Death
2013,10/26/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,After the wire,Racing,Thoroughbred, ,My Cousin Eddie,AMBER R. COBB,JAIME RODRIGUEZ,My Cousin Eddie-Tr. Amber Cobb-ambulanced off-suffer fx L carpal bones-euthanized-218191,Equine Death
2013,10/26/2013,STEWARDS/VETS LIST,Belmont Park (NYRA),Finish line,Racing,Thoroughbred,51* Clear,Sand Paper,PATRICK J. KELLY,MICHAEL J. LUZZI,Sand Paper-Trainer Patrick Kelly-being eased-ducked out sharply-unseating rider Michael Luzzi-no injuries reported,Accident
2013,10/28/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,3/16 POLE,Racing,Thoroughbred, ,Mr. Rabbits,JAMES S. ACQUILANO,GABRIEL J. SUAREZ,Mr. Rabbits-Tr. James Acquilano-pulled up-severe RF lameness  limb instability  and hyperextension-multiple fragments felt-poor prognosis-euthanized-2181319,Equine Death
2013,10/28/2013,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,3/4 pole,Racing,Harness,Clear,LIGHTNING MADISON,VERNON C. JAMES,ALAN S. SCHWARTZ,Lightning Madison-Tr. Vernon James-pulled up-did not finish - bled --must requalify,Steward's List
2013,10/30/2013,EQUINE DEATH,Aqueduct Racetrack (NYRA),Main Track,Training,Thoroughbred,55* Clear,Unnamed(Madam Loganza),LEON J. BLUSIEWICZ, ,Unnamed 2 y/o out of (Madam Loganza)-Tr. Leon Blusewicw-suffered fx L shoulder while galloping-euthanized in necropsy area, 
2013,11/02/2013,FALL OF RIDER,Aqueduct Racetrack (NYRA),1/4 pole,Racing,Thoroughbred,60* Clear,Bird E House,MICHAEL G. MAREINA,EMMANUEL ESQUIVEL,Bird E. House-Tr. Michael Mareina-unseated rider after clipping heels of horse Xixixi-Rider Emmanuel Esquivel treated & released-no other injuries reported, 
2013,11/02/2013,RACING INCIDENT,Aqueduct Racetrack (NYRA),Start,Racing,Thoroughbred,60* Clear,Sunrise Lover,EDUARDO E. JONES,ANGEL S. SAEZ-ARROYO,Sunrise Lover-Tr. Eduardo Jones-stumbled leaving gate breaking reins-pulled up-no injuries reported, 
2013,11/03/2013,ACCIDENT - IN STARTING GATE,Aqueduct Racetrack (NYRA),Starting Gate,Racing,Thoroughbred, ,Sinistra,KARL M. GRUSMARK,MICHAEL J. LUZZI,Sinistra-Tr. Karl Grusmark-flipped in gate unseating  jockey-scratched-walk off track-, 
2013,11/03/2013,RACING INCIDENT,Aqueduct Racetrack (NYRA),1/16 pole,Racing,Thoroughbred,55 * Clear,Tiznowforamerica,THOMAS ALBERTRANI,IRAD ORTIZ JR,Tiznowforamerica-Tr.Thomas Albertrani- while tiring checked stride & hit inner rail-eased to wire-walked off track- horese unhurt trainer stated hurse was pushed into the rail, 
2013,11/03/2013,RACING INCIDENT,Aqueduct Racetrack (NYRA),Start,Racing,Thoroughbred,50* Clear,Believeinfaith,DOMINIC G. GALLUSCIO,LUIS SAEZ,Believeinfaith-Tr. Dominick Galluscio-broke sharply to outside-caused chain reaction-pulled up-walked off track-no injuries preported, 
2013,11/06/2013,EQUINE DEATH,Aqueduct Racetrack (NYRA),3/8 pole,Racing,Thoroughbred,59* Partly Cloudy,Miss McKeown,RICHARD M. DEMOLA,PHILLIP A. TEATOR,Miss Mckeown-Trainer Richard DeMola-unseated rider at 3/8-suffered fx RF sesamoids-euthanized on track,Equine Death
2013,11/06/2013,FALL OF HORSE,Aqueduct Racetrack (NYRA),Starting Gate,Racing,Thoroughbred, ,Hidden Warrior,LINDA L. RICE,JOSE L. ORTIZ,Hidden Warrior-Tr. Linda Rice-flipped in gate unseating rider-scratched-no injuries reported, 
2013,11/06/2013,FALL OF RIDER,Aqueduct Racetrack (NYRA),Starting Gate,Racing,Thoroughbred, ,Native Singer,GARY P. GULLO,RAJIV C. MARAGH,Native Singer-Tr. Gary Gullo-reared before going into starting gate-unseating  rider Rajiv Maragh-scratched-no injuries reported, 
2013,11/07/2013,EQUINE DEATH,Belmont Park (NYRA),1/8 pole Training Track,Training,Thoroughbred,55* Cloudy,Witchofwallstreet,HARRY A. JERKENS, ,Witchofwallstreet-Tr. H. Allen Jerkens-suffered fx L Tibia while galloping-euthanized on track,Equine Death
2013,11/07/2013,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FLRT,Racing,Thoroughbred,Cloudy/rain,She's a Listener,JACQUELINE L. STAUFFER,OSCAR D. GOMEZ,She's a Listener-Tr. J. Stauffer-fell unseating rider-fx LF leg/cannon bone-euthanized,Equine Death
2013,11/07/2013,RACING INJURY,Finger Lakes Gaming & Racetrack,FLRT,Racing,Thoroughbred,Cloudy/rain,Grand Treasure,CHRISTOPHER J. PROGNO,RODOLFO IGNACIO,Grand Treasure-Tr. C. Progno-horse flipped-sustained LR cuts/abrasions/scrapes-Jockey R. Ignacio to Strong Memorial Hospital,Injury
2013,11/07/2013,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Stretch,Racing,Thoroughbred, ,Bringingdown Babel,DANNY A. GARGAN,LUIS SAEZ,Bringingdown Bable-Tr. Danny Gargan-pulled up-vanned off-mare rebowed an old bow-will be retired, 
2013,11/08/2013,ACCIDENT - TAGGED SULKY,Vernon Downs,3/8 marker,Racing,Harness,Clear & Cold,Prince Pendant,KELLY A. HASTINGS,BRIAN K. MATTISON,Prince Pendant-Tr Kelly Hastings-Driver Brian Mattison-pulled out-ran into wheel of another sulky causing horse to fall-Driver refused medical attention-horse being checked-Hastings sulky tagged-no injury to horse reported, 
