ID,Year,Method,"CLL.A.1_Quality of cultural and learning services and programs in Austin (e.g. libraries, museums, cultural centers and events)","CLL.A.3_Quality of the City's cultural and learning facilities (e.g. libraries, cultural centers, City museums)",CLL.A.4_Attended a cultural event or program organizedby the City in the past 6 months,CLL.A.5_Overall quality of life in the city,CLL.A.5_Have you participated in a City of Austin recreation program/event?,CLL.C.1_The City of Austin as a place where I feel welcome,CLL.D.1_Austin is a place that honors and preserves my personal heritage,CLL.E.1_CLL.E.2_Have you participated in a lifelong learning activity in the past 3 months (learning activity or class unrelated to work),"CLL.E.3_City-offered lifelong learning events, activities, and resources (Classes or learning materials)",HE.C.3_Overall quality of City of Austin parks and recreation programs or classesoffered by the City,"HE.C.3_Quality of City of Austin Park facilities (includes recreation, senior, nature,cultural centers and museums)",HE.C.3_Special/Weighted Measure,HE.E.2_I have frequent contact with friends and neighbors outside of my home,S.A.1_I feel safe in my neighborhood during the day,S.A.1_I feel safe in my neighborhood at night,S.A.1_I feel safe walking alone downtown during the day,S.A.1_I feel safe in my home,S.A.1_I feel safe walking alone downtown at night,S.A.1_S.B.4_I feel safe in my workplace,S.A.1_I feel safe in city parks,S.A.1_Special/Weighted Measure,S.A.2_I trust Austin Police Department (APD),S.A.2_I trust Austin Fire Department (AFD),S.A.2_I trust Emergency Medical Services (EMS),S.A.2_Special/Weighted Measure,"S.A.3_I am confident that in case of an emergency, my response will be delivered effectively","S.B.3_I have sufficient knowledge and understanding of community laws, codes, and ordinances",S.C.2_I have access to information and education on disasters and other major emergencies,"S.C.3_I feel prepared to help myself, my family, and my neighbors to respond to disasters and major emergencies","S.D.2_I feel I was treated fairly during my enforcement process (arrests, tickets, warnings, code violations)","S.D.2_I feel I was treated fairly during my judicial process (traffic and parking ticket processing, fine collections, misdemeanor court case appearances)",S.D.2_Special/Weighted Measure,M.B.2_Cost of transportation to get around Austin,M.B.3_Did your household reduce the total number of cars owned/leased in the household by one or more within the last year?,"M.C.2_Transportation options (aside from personal vehicle) to get around Austin (e.g. ride share, but/train, bike, walk)","M.E.1_Condition of major city streets (Congress Ave, Lamar, South First, Burnet, etc.)",M.E.2_Overall maintenance of city sidewalks,"GTW.B.6_Condition of City facilities and buildings (e.g. clean, safe, accessible)",GTW.B.6_Special/Weighted Measure,GTW.C.1_Services provided by the City’s 3-1-1 assistance telephone number,GTW.C.2_GTW.F.1_Overall quality of services provided by the City of Austin,GTW.C.3_Overall value that you receive for your city tax dollars and fees,GTW.E.2_Civic engagement experience with the City,GTW.E.3_The City’s effort to support dialogue between residents and government,GTW.G.1_Employees of the City of Austin are ethical in the way they conduct City business.,GTW.G.6_The City's efforts to be fair,GTW.G.6_The City's efforts to be transparent,GTW.G.6_Special/Weighted Measure,City,Council District,Block Level X Longitude,Block Level Y Latitude
2017_4289,01/01/2017 12:00:00 AM,Web,,,,4,1,,,,,4,4,0.6448,,4,4,5,,3,,3,,,,,,,,,,,,,,,,5,4,,,9,4,4,,4,4,,,,Austin,9,-97.661,30.381
2017_4299,01/01/2017 12:00:00 AM,Web,,,,4,0,,,,,5,9,0.6448,,5,4,4,,3,,4,,,,,,,,,,,,,,,,3,3,,,9,3,3,,9,5,,,,Austin,2,-97.723,30.405
2016_4129,01/01/2016 12:00:00 AM,,,,,4,0,,,,,9,9,0.6421,,4,4,9,,9,,4,,,,,,,,,,,,,,,,9,3,,,4,3,3,,,9,,,,Austin,7,-97.699,30.41
2017_4300,01/01/2017 12:00:00 AM,Web,,,,4,0,,,,,9,9,0.6448,,4,4,4,,9,,4,,,,,,,,,,,,,,,,3,3,,,4,4,4,,4,4,,,,Austin,5,-97.61,30.355
2017_4622,01/01/2017 12:00:00 AM,Web,,,,4,1,,,,,4,4,0.6448,,5,4,4,,3,,4,,,,,,,,,,,,,,,,4,3,,,4,4,4,,9,4,,,,Austin,8,-97.782,30.147
2017_4637,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,4,4,0.6448,,5,4,5,,3,,5,,,,,,,,,,,,,,,,4,3,,,4,4,4,,9,9,,,,Austin,5,-97.729,30.233
2016_4118,01/01/2016 12:00:00 AM,,,,,4,0,,,,,3,3,0.6421,,4,4,3,,2,,3,,,,,,,,,,,,,,,,3,3,,,3,3,3,,,3,,,,Austin,1,-97.664,30.333
2017_4638,01/01/2017 12:00:00 AM,Web,,,,4,0,,,,,3,3,0.6448,,5,5,5,,4,,5,,,,,,,,,,,,,,,,4,4,,,4,4,3,,4,9,,,,Austin,8,-97.728,30.242
2016_4126,01/01/2016 12:00:00 AM,,,,,4,0,,,,,3,3,0.6421,,4,4,3,,3,,3,,,,,,,,,,,,,,,,3,3,,,3,1,1,,,3,,,,Austin,6,-97.811,30.441
2016_2791,01/01/2016 12:00:00 AM,,,,,4,0,,,,,3,2,0.6421,,4,3,4,,3,,4,,,,,,,,,,,,,,,,3,2,,,9,3,1,,,9,,,,Austin,7,-97.699,30.395
2016_2799,01/01/2016 12:00:00 AM,,,,,4,1,,,,,5,4,0.6421,,5,4,4,,3,,4,,,,,,,,,,,,,,,,4,3,,,2,2,2,,,4,,,,Austin,3,-97.747,30.228
2016_2843,01/01/2016 12:00:00 AM,,,,,3,0,,,,,3,3,0.6421,,3,3,3,,3,,9,,,,,,,,,,,,,,,,3,3,,,3,3,3,,,3,,,,Austin,10,-97.747,30.364
2016_2821,01/01/2016 12:00:00 AM,,,,,4,1,,,,,3,4,0.6421,,4,1,3,,2,,3,,,,,,,,,,,,,,,,4,2,,,5,3,3,,,4,,,,Austin,3,-97.736,30.255
2015_12,01/01/2015 12:00:00 AM,,,,,4,0,,,,,3,3,0.6257,,4,3,4,,2,,3,,,,,,,,,,,,,,,,4,,,,4,4,3,,,5,,,,Austin,8,-97.852,30.144
2015_21,01/01/2015 12:00:00 AM,,,,,4,1,,,,,5,4,0.6257,,5,4,4,,9,,4,,,,,,,,,,,,,,,,2,,,,4,4,3,,,4,,,,Austin,10,-97.767,30.301
2016_2837,01/01/2016 12:00:00 AM,,,,,5,0,,,,,5,4,0.6421,,4,4,5,,3,,4,,,,,,,,,,,,,,,,4,3,,,3,4,4,,,5,,,,Austin,4,-97.705,30.381
2016_2851,01/01/2016 12:00:00 AM,,,,,4,9,,,,,4,4,0.6421,,5,4,4,,2,,3,,,,,,,,,,,,,,,,2,3,,,4,3,3,,,9,,,,Austin,8,-97.851,30.211
2015_36,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,5,5,5,,4,,4,,,,,,,,,,,,,,,,4,,,,4,4,4,,,4,,,,Austin,10,-97.763,30.413
2017_6293,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,4,4,0.6448,,4,4,4,,4,,4,,,,,,,,,,,,,,,,3,4,,,9,3,4,,3,3,,,,Austin,6,-97.825,30.442
2015_63,01/01/2015 12:00:00 AM,,,,,4,0,,,,,9,2,0.6257,,5,3,4,,3,,3,,,,,,,,,,,,,,,,4,,,,5,3,2,,,4,,,,Austin,4,-97.712,30.363
2015_65,01/01/2015 12:00:00 AM,,,,,3,0,,,,,4,3,0.6257,,4,4,4,,3,,3,,,,,,,,,,,,,,,,4,,,,9,3,2,,,9,,,,Austin,8,-97.833,30.249
2016_2848,01/01/2016 12:00:00 AM,,,,,3,9,,,,,4,9,0.6421,,5,5,4,,3,,5,,,,,,,,,,,,,,,,3,2,,,9,2,3,,,9,,,,Austin,9,-97.74,30.239
2015_81,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,4,4,4,,3,,4,,,,,,,,,,,,,,,,4,,,,5,4,4,,,5,,,,Austin,5,-97.817,30.16
2017_5148,01/01/2017 12:00:00 AM,Mail,,,,4,1,,,,,9,3,0.6448,,4,3,4,,2,,3,,,,,,,,,,,,,,,,4,3,,,2,3,3,,4,4,,,,Austin,8,-97.786,30.185
2017_5188,01/01/2017 12:00:00 AM,Mail,,,,3,0,,,,,4,3,0.6448,,5,5,5,,4,,4,,,,,,,,,,,,,,,,4,3,,,4,3,3,,2,3,,,,Austin,9,-97.817,30.452
2016_2092,01/01/2016 12:00:00 AM,,,,,4,1,,,,,3,4,0.6421,,4,4,4,,2,,4,,,,,,,,,,,,,,,,3,3,,,4,2,4,,,3,,,,Austin,10,-97.813,30.146
2016_2879,01/01/2016 12:00:00 AM,,,,,3,0,,,,,4,4,0.6421,,5,5,5,,3,,4,,,,,,,,,,,,,,,,3,9,,,4,2,1,,,4,,,,Austin,1,-97.674,30.323
2016_2881,01/01/2016 12:00:00 AM,,,,,3,0,,,,,4,9,0.6421,,5,4,4,,9,,4,,,,,,,,,,,,,,,,4,4,,,4,2,4,,,4,,,,Austin,7,-97.727,30.347
2015_139,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,4,4,4,,4,,4,,,,,,,,,,,,,,,,4,,,,4,4,4,,,4,,,,Austin,1,-97.684,30.318
2015_692,01/01/2015 12:00:00 AM,,,,,9,0,,,,,5,4,0.6257,,4,4,4,,2,,3,,,,,,,,,,,,,,,,4,,,,5,3,3,,,3,,,,Austin,10,-97.762,30.352
2017_5243,01/01/2017 12:00:00 AM,Mail,,,,4,1,,,,,4,3,0.6448,,4,4,4,,4,,4,,,,,,,,,,,,,,,,2,2,,,3,3,3,,2,3,,,,Austin,4,-97.813,30.196
2017_6320,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,9,3,0.6448,,4,4,4,,3,,3,,,,,,,,,,,,,,,,3,3,,,4,4,2,,3,3,,,,Austin,6,-97.805,30.431
2016_2920,01/01/2016 12:00:00 AM,,,,,4,0,,,,,9,9,0.6421,,3,2,9,,9,,9,,,,,,,,,,,,,,,,9,9,,,9,4,4,,,3,,,,Austin,3,-97.695,30.23
2016_2934,01/01/2016 12:00:00 AM,,,,,4,0,,,,,3,3,0.6421,,4,4,3,,2,,3,,,,,,,,,,,,,,,,3,3,,,3,3,3,,,3,,,,Austin,5,-97.815,30.181
2016_2951,01/01/2016 12:00:00 AM,,,,,4,0,,,,,4,3,0.6421,,5,5,5,,4,,4,,,,,,,,,,,,,,,,4,3,,,4,3,3,,,4,,,,Austin,6,-97.774,30.455
2016_3068,01/01/2016 12:00:00 AM,,,,,4,0,,,,,3,4,0.6421,,4,4,4,,3,,3,,,,,,,,,,,,,,,,3,3,,,4,3,2,,,3,,,,Austin,3,-97.681,30.262
2016_2977,01/01/2016 12:00:00 AM,,,,,4,1,,,,,3,2,0.6421,,4,2,4,,1,,4,,,,,,,,,,,,,,,,4,4,,,4,4,3,,,4,,,,Austin,2,-97.76,30.184
2017_4658,01/01/2017 12:00:00 AM,Web,,,,5,0,,,,,4,9,0.6448,,5,4,5,,4,,4,,,,,,,,,,,,,,,,4,4,,,9,4,4,,3,4,,,,Austin,5,-97.749,30.282
2016_3003,01/01/2016 12:00:00 AM,,,,,5,0,,,,,4,4,0.6421,,5,5,5,,4,,4,,,,,,,,,,,,,,,,5,4,,,4,4,3,,,5,,,,Austin,5,-97.768,30.259
2016_3004,01/01/2016 12:00:00 AM,,,,,3,9,,,,,3,3,0.6421,,5,5,4,,3,,3,,,,,,,,,,,,,,,,3,3,,,3,4,3,,,3,,,,Austin,10,-97.766,30.34
2017_4308,01/01/2017 12:00:00 AM,Web,,,,4,0,,,,,3,4,0.6448,,5,4,4,,3,,4,,,,,,,,,,,,,,,,2,2,,,4,4,3,,3,4,,,,Austin,2,-97.726,30.34
2016_2099,01/01/2016 12:00:00 AM,,,,,4,9,,,,,4,4,0.6421,,5,5,4,,3,,5,,,,,,,,,,,,,,,,3,4,,,4,4,4,,,4,,,,Austin,5,-97.827,30.191
2017_4309,01/01/2017 12:00:00 AM,Web,,,,4,0,,,,,2,3,0.6448,,3,2,2,,2,,2,,,,,,,,,,,,,,,,2,2,,,4,3,1,,5,3,,,,Austin,9,-97.776,30.403
2016_2078,01/01/2016 12:00:00 AM,,,,,4,0,,,,,4,4,0.6421,,5,5,4,,4,,4,,,,,,,,,,,,,,,,4,4,,,4,3,3,,,4,,,,Austin,6,-97.932,30.331
2015_192,01/01/2015 12:00:00 AM,,,,,4,0,,,,,3,3,0.6257,,4,4,4,,3,,4,,,,,,,,,,,,,,,,3,,,,3,3,2,,,3,,,,Austin,8,-97.852,30.23
2016_2100,01/01/2016 12:00:00 AM,,,,,4,9,,,,,3,3,0.6421,,5,5,4,,3,,3,,,,,,,,,,,,,,,,4,4,,,4,9,9,,,9,,,,Austin,10,-97.76,30.348
2016_2110,01/01/2016 12:00:00 AM,,,,,3,9,,,,,2,4,0.6421,,5,3,5,,4,,4,,,,,,,,,,,,,,,,4,3,,,5,4,3,,,9,,,,Austin,9,-97.714,30.31
2017_4310,01/01/2017 12:00:00 AM,Web,,,,3,0,,,,,4,4,0.6448,,4,3,3,,2,,4,,,,,,,,,,,,,,,,4,3,,,4,3,2,,4,3,,,,Austin,6,-97.708,30.291
2017_4311,01/01/2017 12:00:00 AM,Web,,,,1,0,,,,,3,4,0.6448,,4,4,3,,3,,4,,,,,,,,,,,,,,,,3,3,,,4,1,1,,1,2,,,,Austin,7,-97.744,30.379
2015_731,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,3,0.6257,,5,4,4,,2,,4,,,,,,,,,,,,,,,,3,,,,9,3,3,,,4,,,,Austin,10,-97.762,30.41
2016_2111,01/01/2016 12:00:00 AM,,,,,4,1,,,,,5,3,0.6421,,4,3,3,,2,,4,,,,,,,,,,,,,,,,3,2,,,4,4,3,,,4,,,,Austin,9,-97.741,30.281
2017_4322,01/01/2017 12:00:00 AM,Web,,,,4,1,,,,,4,4,0.6448,,4,4,4,,2,,4,,,,,,,,,,,,,,,,3,4,,,3,3,2,,4,4,,,,Austin,2,-97.827,30.437
2016_2112,01/01/2016 12:00:00 AM,,,,,4,1,,,,,4,3,0.6421,,4,4,4,,3,,3,,,,,,,,,,,,,,,,2,9,,,9,3,3,,,3,,,,Austin,8,-97.888,30.186
2015_747,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,9,9,9,,9,,9,,,,,,,,,,,,,,,,4,,,,5,4,4,,,5,,,,Austin,5,-97.802,30.169
2016_2113,01/01/2016 12:00:00 AM,,,,,5,1,,,,,4,4,0.6421,,4,4,4,,3,,4,,,,,,,,,,,,,,,,3,1,,,4,4,4,,,3,,,,Austin,5,-97.79,30.136
2015_770,01/01/2015 12:00:00 AM,,,,,3,0,,,,,4,4,0.6257,,5,5,5,,3,,5,,,,,,,,,,,,,,,,3,,,,4,3,3,,,3,,,,Austin,3,-97.718,30.254
2015_82,01/01/2015 12:00:00 AM,,,,,5,0,,,,,4,3,0.6257,,5,4,3,,2,,3,,,,,,,,,,,,,,,,3,,,,5,4,4,,,4,,,,Austin,2,-97.738,30.166
2015_101,01/01/2015 12:00:00 AM,,,,,3,1,,,,,3,9,0.6257,,4,3,3,,2,,3,,,,,,,,,,,,,,,,3,,,,3,2,2,,,3,,,,Austin,3,-97.697,30.264
2015_771,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,5,5,5,,5,,5,,,,,,,,,,,,,,,,4,,,,4,3,4,,,3,,,,Austin,8,-97.899,30.199
2015_118,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,5,4,4,,3,,3,,,,,,,,,,,,,,,,3,,,,4,3,4,,,3,,,,Austin,7,-97.731,30.332
2017_4659,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,5,3,0.6448,,4,3,5,,3,,9,,,,,,,,,,,,,,,,3,9,,,5,4,4,,9,5,,,,Austin,2,-97.847,30.282
2015_119,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,4,3,3,,2,,3,,,,,,,,,,,,,,,,4,,,,4,4,3,,,1,,,,Austin,1,-97.661,30.284
2017_4678,01/01/2017 12:00:00 AM,Web,,,,4,1,,,,,4,4,0.6448,,4,4,4,,3,,4,,,,,,,,,,,,,,,,4,2,,,2,2,2,,3,3,,,,Austin,4,-97.821,30.199
2017_5342,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,4,4,0.6448,,4,4,4,,3,,4,,,,,,,,,,,,,,,,4,4,,,4,3,4,,3,4,,,,Austin,2,-97.829,30.202
2016_2114,01/01/2016 12:00:00 AM,,,,,4,1,,,,,4,4,0.6421,,4,4,4,,4,,4,,,,,,,,,,,,,,,,2,9,,,5,4,2,,,3,,,,Austin,2,-97.731,30.193
2016_2776,01/01/2016 12:00:00 AM,,,,,3,0,,,,,3,3,0.6421,,4,4,3,,3,,3,,,,,,,,,,,,,,,,3,2,,,2,3,2,,,3,,,,Austin,4,-97.709,30.371
2015_135,01/01/2015 12:00:00 AM,,,,,4,1,,,,,5,2,0.6257,,5,5,5,,3,,4,,,,,,,,,,,,,,,,1,,,,5,3,2,,,3,,,,Austin,5,-97.784,30.251
2017_4323,01/01/2017 12:00:00 AM,Web,,,,3,0,,,,,9,9,0.6448,,4,4,9,,2,,9,,,,,,,,,,,,,,,,3,9,,,9,9,9,,9,5,,,,Austin,7,-97.69,30.3
2017_4330,01/01/2017 12:00:00 AM,Web,,,,4,0,,,,,4,4,0.6448,,4,4,4,,3,,4,,,,,,,,,,,,,,,,3,1,,,4,3,2,,4,3,,,,Austin,6,-97.798,30.204
2016_2127,01/01/2016 12:00:00 AM,,,,,3,0,,,,,3,9,0.6421,,4,4,4,,2,,3,,,,,,,,,,,,,,,,1,2,,,9,3,2,,,9,,,,Austin,6,-97.783,30.435
2017_4332,01/01/2017 12:00:00 AM,Mail,,,,4,0,,,,,4,4,0.6448,,4,4,3,,2,,4,,,,,,,,,,,,,,,,4,2,,,2,4,4,,2,3,,,,Austin,1,-97.783,30.219
2016_2128,01/01/2016 12:00:00 AM,,,,,2,0,,,,,9,9,0.6421,,5,4,4,,1,,3,,,,,,,,,,,,,,,,3,3,,,9,3,3,,,9,,,,Austin,6,-97.847,30.426
2015_772,01/01/2015 12:00:00 AM,,,,,2,0,,,,,4,4,0.6257,,4,4,3,,3,,3,,,,,,,,,,,,,,,,2,,,,4,4,1,,,4,,,,Austin,2,-97.788,30.188
2015_773,01/01/2015 12:00:00 AM,,,,,4,1,,,,,4,4,0.6257,,4,4,4,,3,,4,,,,,,,,,,,,,,,,4,,,,4,4,3,,,3,,,,Austin,9,-97.756,30.256
2015_802,01/01/2015 12:00:00 AM,,,,,4,0,,,,,9,9,0.6257,,5,5,4,,3,,4,,,,,,,,,,,,,,,,3,,,,4,4,3,,,4,,,,Austin,4,-97.712,30.368
2016_2135,01/01/2016 12:00:00 AM,,,,,3,1,,,,,4,3,0.6421,,4,4,4,,2,,4,,,,,,,,,,,,,,,,3,2,,,5,3,3,,,9,,,,Austin,2,-97.738,30.193
2016_2150,01/01/2016 12:00:00 AM,,,,,4,1,,,,,4,9,0.6421,,4,3,2,,2,,9,,,,,,,,,,,,,,,,3,9,,,4,3,3,,,9,,,,Austin,3,-97.714,30.256
2017_4679,01/01/2017 12:00:00 AM,Web,,,,4,1,,,,,4,4,0.6448,,4,4,4,,4,,4,,,,,,,,,,,,,,,,3,4,,,4,5,4,,4,4,,,,Austin,6,-97.782,30.193
2016_3342,01/01/2016 12:00:00 AM,,,,,4,0,,,,,3,3,0.6421,,4,4,4,,3,,3,,,,,,,,,,,,,,,,3,3,,,4,4,4,,,9,,,,Austin,5,-97.787,30.244
2017_4770,01/01/2017 12:00:00 AM,Web,,,,4,0,,,,,4,4,0.6448,,4,4,4,,4,,4,,,,,,,,,,,,,,,,4,3,,,4,4,4,,4,4,,,,Austin,10,-97.769,30.405
2016_2163,01/01/2016 12:00:00 AM,,,,,5,0,,,,,4,4,0.6421,,4,3,2,,1,,2,,,,,,,,,,,,,,,,4,2,,,9,4,4,,,3,,,,Austin,6,-97.807,30.451
2015_803,01/01/2015 12:00:00 AM,,,,,3,1,,,,,9,9,0.6257,,4,4,9,,9,,3,,,,,,,,,,,,,,,,3,,,,3,3,4,,,4,,,,Austin,6,-97.765,30.445
2015_812,01/01/2015 12:00:00 AM,,,,,2,1,,,,,4,4,0.6257,,4,3,4,,2,,4,,,,,,,,,,,,,,,,4,,,,4,2,2,,,9,,,,Austin,5,-97.788,30.239
2016_2597,01/01/2016 12:00:00 AM,,,,,3,0,,,,,2,3,0.6421,,4,4,3,,3,,3,,,,,,,,,,,,,,,,3,3,,,3,3,3,,,3,,,,Austin,3,-97.697,30.238
2017_5813,01/01/2017 12:00:00 AM,Web,,,,3,1,,,,,3,3,0.6448,,4,4,4,,4,,4,,,,,,,,,,,,,,,,2,3,,,3,3,3,,3,3,,,,Austin,4,-97.671,30.313
2015_417,01/01/2015 12:00:00 AM,,,,,4,1,,,,,3,3,0.6257,,4,3,2,,2,,3,,,,,,,,,,,,,,,,1,,,,4,3,4,,,3,,,,Austin,3,-97.763,30.213
2017_4205,01/01/2017 12:00:00 AM,Web,,,,4,1,,,,,3,4,0.6448,,4,3,4,,3,,4,,,,,,,,,,,,,,,,4,3,,,4,4,3,,4,4,,,,Austin,1,-97.765,30.139
2015_111,01/01/2015 12:00:00 AM,,,,,4,1,,,,,3,3,0.6257,,5,5,3,,2,,4,,,,,,,,,,,,,,,,4,,,,3,3,4,,,9,,,,Austin,7,-97.658,30.395
2016_3253,01/01/2016 12:00:00 AM,,,,,4,0,,,,,4,3,0.6421,,4,4,4,,3,,3,,,,,,,,,,,,,,,,3,3,,,3,3,3,,,3,,,,Austin,6,-97.831,30.435
2016_2807,01/01/2016 12:00:00 AM,,,,,3,0,,,,,3,3,0.6421,,3,3,3,,3,,3,,,,,,,,,,,,,,,,3,3,,,3,3,3,,,3,,,,Austin,4,-97.692,30.345
2016_3089,01/01/2016 12:00:00 AM,,,,,3,0,,,,,3,3,0.6421,,3,3,3,,3,,3,,,,,,,,,,,,,,,,3,3,,,3,2,2,,,3,,,,Austin,8,-97.891,30.191
2015_98,01/01/2015 12:00:00 AM,,,,,4,1,,,,,3,3,0.6257,,4,4,3,,2,,3,,,,,,,,,,,,,,,,4,,,,4,3,4,,,4,,,,Austin,5,-97.804,30.219
2015_147,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,5,5,4,,4,,5,,,,,,,,,,,,,,,,4,,,,4,4,2,,,3,,,,Austin,8,-97.854,30.238
2016_3005,01/01/2016 12:00:00 AM,,,,,4,1,,,,,4,4,0.6421,,5,3,5,,4,,5,,,,,,,,,,,,,,,,2,2,,,5,4,1,,,4,,,,Austin,4,-97.699,30.368
2016_3006,01/01/2016 12:00:00 AM,,,,,4,0,,,,,4,3,0.6421,,4,4,4,,4,,4,,,,,,,,,,,,,,,,2,3,,,3,2,2,,,3,,,,Austin,8,-97.805,30.266
2015_148,01/01/2015 12:00:00 AM,,,,,5,1,,,,,4,4,0.6257,,5,5,4,,3,,4,,,,,,,,,,,,,,,,4,,,,4,4,4,,,5,,,,Austin,7,-97.74,30.393
2016_3078,01/01/2016 12:00:00 AM,,,,,4,1,,,,,5,3,0.6421,,5,4,5,,4,,4,,,,,,,,,,,,,,,,2,1,,,3,2,3,,,3,,,,Austin,8,-97.894,30.24
2017_4796,01/01/2017 12:00:00 AM,Web,,,,5,0,,,,,4,4,0.6448,,3,2,4,,2,,3,,,,,,,,,,,,,,,,4,4,,,4,4,3,,4,4,,,,Austin,4,-97.881,30.237
2015_164,01/01/2015 12:00:00 AM,,,,,4,0,,,,,4,4,0.6257,,4,4,3,,1,,4,,,,,,,,,,,,,,,,4,,,,4,4,3,,,4,,,,Austin,1,-97.661,30.291
2016_3092,01/01/2016 12:00:00 AM,,,,,3,1,,,,,2,2,0.6421,,4,4,4,,2,,4,,,,,,,,,,,,,,,,2,2,,,4,2,2,,,4,,,,Austin,3,-97.764,30.206
2016_3112,01/01/2016 12:00:00 AM,,,,,2,1,,,,,3,9,0.6421,,4,3,4,,2,,4,,,,,,,,,,,,,,,,3,3,,,3,2,2,,,9,,,,Austin,1,-97.656,30.385
2016_3130,01/01/2016 12:00:00 AM,,,,,4,0,,,,,4,4,0.6421,,4,4,4,,3,,3,,,,,,,,,,,,,,,,3,3,,,3,4,3,,,3,,,,Austin,2,-97.801,30.181
2016_3131,01/01/2016 12:00:00 AM,,,,,3,1,,,,,9,9,0.6421,,5,9,9,,9,,9,,,,,,,,,,,,,,,,2,2,,,9,4,1,,,1,,,,Austin,5,-97.79,30.251
2015_165,01/01/2015 12:00:00 AM,,,,,5,1,,,,,3,3,0.6257,,5,5,3,,2,,3,,,,,,,,,,,,,,,,4,,,,4,4,3,,,4,,,,Austin,6,-97.736,30.427
2016_3155,01/01/2016 12:00:00 AM,,,,,2,1,,,,,4,4,0.6421,,3,2,3,,3,,3,,,,,,,,,,,,,,,,2,3,,,9,2,1,,,2,,,,Austin,7,-97.693,30.434
2016_3267,01/01/2016 12:00:00 AM,,,,,5,0,,,,,3,3,0.6421,,4,3,3,,3,,3,,,,,,,,,,,,,,,,3,2,,,4,4,4,,,9,,,,Austin,4,-97.705,30.381
2017_4837,01/01/2017 12:00:00 AM,Mail,,,,4,1,,,,,4,3,0.6448,,4,4,4,,3,,4,,,,,,,,,,,,,,,,4,3,,,9,3,3,,2,3,,,,Austin,7,-97.674,30.357
2017_4295,01/01/2017 12:00:00 AM,Web,,,,3,0,,,,,3,9,0.6448,,4,4,2,,1,,3,,,,,,,,,,,,,,,,3,3,,,3,3,4,,2,4,,,,Austin,7,-97.744,30.264
2017_4871,01/01/2017 12:00:00 AM,Mail,,,,3,0,,,,,3,4,0.6448,,4,4,4,,2,,4,,,,,,,,,,,,,,,,3,2,,,9,3,2,,9,3,,,,Austin,4,-97.802,30.216
2017_4872,01/01/2017 12:00:00 AM,Mail,,,,4,9,,,,,3,3,0.6448,,4,4,3,,3,,3,,,,,,,,,,,,,,,,3,2,,,9,4,4,,3,4,,,,Austin,8,-97.743,30.154
2017_4548,01/01/2017 12:00:00 AM,Mail,,,,5,1,,,,,4,3,0.6448,,5,5,5,,4,,5,,,,,,,,,,,,,,,,4,3,,,4,4,3,,3,4,,,,Austin,5,-97.656,30.317
2016_3272,01/01/2016 12:00:00 AM,,,,,3,0,,,,,3,3,0.6421,,3,3,4,,3,,3,,,,,,,,,,,,,,,,2,1,,,3,3,3,,,2,,,,Austin,2,-97.767,30.184
2017_4301,01/01/2017 12:00:00 AM,Web,,,,5,0,,,,,9,9,0.6448,,4,2,4,,2,,2,,,,,,,,,,,,,,,,4,2,,,3,3,4,,3,4,,,,Austin,10,-97.707,30.35
2016_2194,01/01/2016 12:00:00 AM,,,,,4,0,,,,,9,9,0.6421,,3,2,3,,3,,3,,,,,,,,,,,,,,,,2,2,,,4,2,3,,,2,,,,Austin,3,-97.702,30.218
2017_4578,01/01/2017 12:00:00 AM,Web,,,,3,0,,,,,4,3,0.6448,,4,3,4,,3,,3,,,,,,,,,,,,,,,,2,2,,,4,4,4,,3,3,,,,Austin,8,-97.688,30.311
2017_4873,01/01/2017 12:00:00 AM,Mail,,,,3,1,,,,,3,3,0.6448,,3,3,3,,2,,3,,,,,,,,,,,,,,,,3,3,,,5,3,1,,2,3,,,,Austin,4,-97.692,30.24
2016_2174,01/01/2016 12:00:00 AM,,,,,4,0,,,,,5,4,0.6421,,4,4,4,,3,,4,,,,,,,,,,,,,,,,3,9,,,9,4,9,,,4,,,,Austin,6,-97.77,30.44
2016_2175,01/01/2016 12:00:00 AM,,,,,3,0,,,,,3,9,0.6421,,5,5,4,,3,,5,,,,,,,,,,,,,,,,4,3,,,4,2,2,,,4,,,,Austin,6,-97.847,30.374
2017_4312,01/01/2017 12:00:00 AM,Mail,,,,5,0,,,,,9,9,0.6448,,4,4,3,,3,,4,,,,,,,,,,,,,,,,4,4,,,9,4,9,,9,9,,,,Austin,10,-97.768,30.368
