Project Number,Description,Start Date,Target Date,Campus,Economic Development Region,Project Phase,Purpose,Managed by SUCF,Project Status
02x7A5, Install Ceiling/Repair HVAC Smith Hall,09/10/2013,05/01/2015,SUNY Brockport,Finger Lakes,Closed,"Health, Safety, Security",Y,Complete
02X7A6,Install Ceilings/Repair HVAC Smith Hall Phase 2,04/15/2014,11/02/2015,SUNY Brockport,Finger Lakes,Closed,"Health, Safety, Security",Y,Complete
02X832,Program Study - Drake Library,10/31/2011,05/22/2012,SUNY Brockport,Finger Lakes,Closed,Preservation of Facilities,Y,Complete
02XM08,Minor Rehab 08-13,12/01/2008,03/31/2014,SUNY Brockport,Finger Lakes,Closed,Preservation of Facilities,N,Complete
02xM13,Minor Critical Maintenance,09/17/2013,07/03/2014,SUNY Brockport,Finger Lakes,Closed,Preservation of Facilities,N,Complete
02XM14,Minor Critical Maintenance 14-15,04/01/2014,09/28/2015,SUNY Brockport,Finger Lakes,Closed,Facilities for Physically Disabled,N,Complete
031000,Replace Roof and Repair Exterior Walls at Building 50,01/22/2015,04/10/2017,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
031001,"Burchfield Penney Art Center, Critical Maintenance Improvements",02/27/2015,06/05/2019,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
031002,Minor Critical Maintenance FY 2015/16,04/01/2015,03/31/2016,Buffalo State College,Western NY,Closed,"Health, Safety, Security",N,Complete
031003,Renovate B-Wing at Buckham Hall,06/23/2015,01/02/2020,Buffalo State College,Western NY,Closed,Preservation of Facilities,Y,Complete
031004,Emergency Repair to Underground Steam Line Main at Sports Arena EC947,06/01/2015,08/03/2015,Buffalo State College,Western NY,Closed,"Health, Safety, Security",N,Complete
031005,Reconstruct Iroquois Drive,10/15/2015,05/05/2023,Buffalo State College,Western NY,In Construction,"Health, Safety, Security",Y,Active
031006,Rehabilitate Athletic Facilities,12/11/2014,04/22/2019,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
031007,Repair Steam Tunnel at Academic Drive & Union Place,12/01/2015,09/21/2016,Buffalo State College,Western NY,Closed,Environment Protection or Improvements,N,Complete
031008,Selective Renovations - Butler Library,01/07/2016,08/25/2022,Buffalo State College,Western NY,In Construction,Preservation of Facilities,Y,Active
031009,Reconstruct Central Heating Plant,04/11/2016,02/29/2024,Buffalo State College,Western NY,In Construction,"Health, Safety, Security",Y,Active
031010,Rehabilitate Exterior Masonry - Classroom Bldg,01/22/2016,03/26/2018,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
031011,Campus Wide Fire Alarm Head End Replacement & CO Detection Improvements,02/17/2016,10/03/2017,Buffalo State College,Western NY,Closed,"Health, Safety, Security",N,Complete
031012,"Switchgear Replacements in Butler, Bulger, & Classroom Buildings",02/16/2016,03/21/2019,Buffalo State College,Western NY,Closed,"Health, Safety, Security",N,Complete
031013,Great Lakes Research Center Dock and Launch Improvements,02/18/2016,11/02/2017,Buffalo State College,Western NY,Closed,Environment Protection or Improvements,N,Complete
031014,"Reconstruct Lecture Hall 230 - Phase 2, Upton Hall",02/26/2016,10/15/2018,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
031015,Upgrade Mechanical Systems for Safety at Upton Hall,02/26/2016,11/08/2021,Buffalo State College,Western NY,In Guarantee,"Health, Safety, Security",Y,Active
031016,Professional Staff (SR),04/01/2016,03/29/2019,Buffalo State College,Western NY,In Design,Preservation of Facilities,N,Active
031017,Site Representative - Campus (MB),04/01/2016,03/29/2019,Buffalo State College,Western NY,In Design,Preservation of Facilities,N,Active
031018, Site Representative - Campus - (JF),04/01/2016,03/29/2019,Buffalo State College,Western NY,In Design,Preservation of Facilities,N,Active
031019,Minor Critical Maintenance FY 2016/17,06/07/2016,03/31/2017,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
031020,"Replace Roof at Classroom Building, Bldg #35",07/25/2016,10/22/2019,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
031021,Parking Lot R12-R13 Lighting and Rehabilitation,07/25/2016,10/22/2019,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Cancelled
031022,Site Lighting Improvements,07/25/2016,12/21/2018,Buffalo State College,Western NY,Closed,"Health, Safety, Security",N,Complete
031023,Replace Bleachers and Running Track in Sports Arena,07/25/2016,10/01/2018,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
031024,"Rebuild Chillers at Campbell Student Union, Classroom Building, and Butler Library",02/15/2017,08/25/2017,Buffalo State College,Western NY,Closed,"Health, Safety, Security",N,Complete
031025,Minor Critical Maintenance FY 2017/18,04/03/2017,04/05/2019,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
031026,Rehabilitate Building 50,12/01/2017,10/25/2023,Buffalo State College,Western NY,In Construction,Preservation of Facilities,N,Active
031027,Replace Turf and Track at Coyer Field,06/15/2017,09/08/2022,Buffalo State College,Western NY,In Construction,"Health, Safety, Security",Y,Active
031028,"Renovate Toilet Rooms, Bacon Hall",09/01/2017,09/07/2018,Buffalo State College,Western NY,In Construction,Preservation of Facilities,N,Active
031029,"Replace Building Management Controls, Various Buildings",10/02/2017,10/29/2019,Buffalo State College,Western NY,Closed,"Health, Safety, Security",N,Complete
031030,Replace Switchgear and Panels at Bacon & Ketchum Halls,12/01/2017,08/19/2020,Buffalo State College,Western NY,In Construction,"Health, Safety, Security",N,Active
031031,Replace Various AHUs & Controls at Bacon Hall,08/21/2019,04/28/2021,Buffalo State College,Western NY,In Design,"Health, Safety, Security",N,Active
031032,"Replace Switchgear, Upton & Campbell Halls",05/01/2018,01/13/2022,Buffalo State College,Western NY,In Design,"Health, Safety, Security",N,Active
031033,"Rehabilitate Elevators, Various Buildings",03/20/2018,09/29/2020,Buffalo State College,Western NY,In Construction,"Health, Safety, Security",N,Active
031034,Site Representative - Campus,02/01/2018,02/01/2019,Buffalo State College,Western NY,In Construction,Preservation of Facilities,N,Active
031035,Emergency Flood Repairs at Campbell Student Union  ED743,02/12/2018,08/01/2018,Buffalo State College,Western NY,Closed,"Health, Safety, Security",N,Complete
031036,Renovate Classroom Building,07/30/2018,09/21/2027,Buffalo State College,Western NY,In Design,Preservation of Facilities,Y,Active
031037,Replace Site Lighting at Porter Hall,08/22/2018,08/20/2020,Buffalo State College,Western NY,Closed,"Health, Safety, Security",N,Complete
031038,"Repair Slate Roofs, Various Buildings",12/11/2018,09/29/2020,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
031039,"Replace Water Mains, Campbell Student Union & Moot Hall",12/10/2018,08/24/2020,Buffalo State College,Western NY,In Construction,Environment Protection or Improvements,N,Active
031040,Minor Critical Maintenance FY 2018/19,11/01/2018,09/24/2019,Buffalo State College,Western NY,In Construction,Preservation of Facilities,N,Active
031041,"Rebuild Chiller, Cleveland Hall",11/01/2018,10/11/2019,Buffalo State College,Western NY,Closed,"Health, Safety, Security",N,Complete
031042,SUSPENDED - Reconstruct R12/R13 Parking & Lighting for Student Safety,10/29/2018,12/19/2022,Buffalo State College,Western NY,In Planning,"Health, Safety, Security",Y,Suspended
031043,"Replace Generators, Bulger Communications & Butler Library",12/17/2018,11/04/2020,Buffalo State College,Western NY,Closed,"Health, Safety, Security",N,Complete
031044,"Replace Refrigeration System, Sports Arena Ice Rink",06/06/2019,04/30/2021,Buffalo State College,Western NY,In Design,Preservation of Facilities,N,Active
031045,"Replace Roofs, Buckham & Cleveland Halls",01/14/2019,09/01/2022,Buffalo State College,Western NY,In Construction,Preservation of Facilities,N,Active
031046,Campus Space & Classroom Utilization Study,12/03/2018,02/28/2020,Buffalo State College,Western NY,In Design,Preservation of Facilities,Y,Active
031047,"Program Study, Analysis of Athletic/Recreational Fields & Improvements",06/19/2019,05/14/2020,Buffalo State College,Western NY,In Design,Program Improvement or Program Change,N,Active
031048,Renovation Moore Hall for Student Life,08/12/2019,08/06/2025,Buffalo State College,Western NY,In Design,"Health, Safety, Security",Y,Active
031049,Replace Steam Fired Water Heaters - Campbell Student Union,01/28/2020,12/28/2021,Buffalo State College,Western NY,In Planning,Preservation of Facilities,N,Active
031050,Replace Windows- Butler Library,01/28/2020,11/30/2023,Buffalo State College,Western NY,In Design,Preservation of Facilities,N,Active
031051,Replace Steam Fired Semi-Instantaneous Water Heaters - Campbell Student Union,02/19/2020,02/19/2020,Buffalo State College,Western NY,In Planning,Preservation of Facilities,N,Active
031052,Replace Windows - Butler Library,02/19/2020,02/19/2020,Buffalo State College,Western NY,In Planning,Preservation of Facilities,N,Active
031053,Replace Emergency Generator - Butler Library,03/05/2020,02/25/2022,Buffalo State College,Western NY,In Planning,"Health, Safety, Security",N,Active
03X342,Electrical Substation Rehab,10/03/2005,07/09/2013,Buffalo State College,Western NY,Closed,Preservation of Facilities,Y,Complete
03X350,Academic Quad/Bulger Plaza Renovations,02/22/2006,12/27/2011,Buffalo State College,Western NY,Closed,Preservation of Facilities,Y,Complete
03X351,"Exterior Rehab - Various Bldgs, Ph III",10/15/2008,10/03/2017,Buffalo State College,Western NY,Closed,Preservation of Facilities,Y,Complete
03X355,Iroquois Drive - Campus Road Reconstruction,08/07/2015,10/17/2019,Buffalo State College,Western NY,Closed,Preservation of Facilities,Y,Cancelled
03X360,Houston Gym - Interior Rehabilitation,06/11/2009,10/07/2015,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
03X365,Abate Asbestos - Classroom Building Bldgs,10/01/2015,07/07/2020,Buffalo State College,Western NY,Closed,"Health, Safety, Security",N,Complete
03X368,Rehab Rockwell Hall - 2nd Floor,07/16/2008,05/09/2014,Buffalo State College,Western NY,Closed,Preservation of Facilities,Y,Complete
03X375,"Renovate Science Building, Bldg. No. 15",08/06/2004,03/22/2018,Buffalo State College,Western NY,Closed,Preservation of Facilities,Y,Complete
03X383,New Technology Building,09/10/2007,12/01/2016,Buffalo State College,Western NY,Closed,New Facilities and Equipment Replacement,Y,Complete
03X384,New Athletic Stadium,04/30/2013,06/16/2019,Buffalo State College,Western NY,Closed,Program Improvement or Program Change,Y,Cancelled
03X387,"Renovate Science Building - Bldg. 15, Phase II",04/01/2008,03/08/2023,Buffalo State College,Western NY,In Construction,Preservation of Facilities,Y,Active
03X390,Demolish Laundry/Bakery Buildings,05/05/2008,02/13/2012,Buffalo State College,Western NY,Closed,Preservation of Facilities,Y,Complete
03X391,Demolish Ruslander Building and Site Restoration,11/18/2009,10/15/2014,Buffalo State College,Western NY,Closed,"Health, Safety, Security",Y,Cancelled
03X392,Rehab Moore Hall for Central Services,05/13/2008,03/12/2015,Buffalo State College,Western NY,Closed,Preservation of Facilities,Y,Complete
03X393,Underground Utility Improvements Phase 1,02/27/2008,11/21/2016,Buffalo State College,Western NY,Closed,Preservation of Facilities,Y,Complete
03X400,Central Plant Repairs,10/20/2008,01/28/2011,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
03X404,"Roof Replacements, Group B Various Bldgs",06/01/2009,01/22/2015,Buffalo State College,Western NY,Closed,Preservation of Facilities,Y,Complete
03X405,Rehab/Replace Campus Security Systems Phase 1,04/15/2009,01/15/2015,Buffalo State College,Western NY,Closed,"Health, Safety, Security",N,Complete
03X409,Rehabilitate Upton Hall - Phase 1,06/01/2010,06/14/2030,Buffalo State College,Western NY,Closed,Preservation of Facilities,Y,Complete
03X410,Emergency Water Main Repair,02/04/2010,12/29/2011,Buffalo State College,Western NY,Closed,"Health, Safety, Security",N,Complete
03X412,Rehab Campbell Student Union Lobby & Third Floor,03/17/2010,01/13/2015,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
03X413,"Renovate UG Utilities and Loading Dock, Campbell Student Union",04/16/2010,11/30/2016,Buffalo State College,Western NY,Closed,"Health, Safety, Security",N,Complete
03X414,Replace Central Heating Plant,04/01/2018,12/01/2021,Buffalo State College,Western NY,Closed,"Health, Safety, Security",Y,Cancelled
03X417,"Replace Roof, Campus West - A Wing",05/09/2011,10/31/2013,Buffalo State College,Western NY,Closed,Preservation of Facilities,Y,Complete
03X421,"Rehabilitate Caudell Hall, Bldg. No. 18",10/27/2010,03/27/2019,Buffalo State College,Western NY,Closed,Preservation of Facilities,Y,Complete
03X423,Replace Exterior Signage- Campus Wide,11/07/2011,02/17/2017,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
03X424,"Renovate Performing Arts Center, Rockwell Hall",12/01/2017,02/24/2020,Buffalo State College,Western NY,In Construction,Preservation of Facilities,N,Active
03X426,Renovate Buckham Hall Ph2,12/01/2011,03/03/2022,Buffalo State College,Western NY,Closed,Preservation of Facilities,Y,Complete
03X428,Renovate HVAC Twin Rise,08/27/2012,03/30/2018,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
03X431,Coyer Field Press Box Improvements,08/01/2012,06/09/2017,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
03X432,HVAC Improvements Rockwell West Wing,03/31/2014,11/03/2016,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
03X433,Replace Roofs at four Academic Bldgs,03/20/2014,05/09/2017,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
03X434,Rehab Lecture Halls in Bulger Communications,04/01/2014,04/15/2016,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
03X435,Replace Sanitary Sewer at Rockwell Road,03/20/2014,06/16/2017,Buffalo State College,Western NY,Closed,Preservation of Facilities,Y,Complete
03X436,HVAC/Controls Improvements Moot & Savage,06/10/2015,01/12/2017,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
03X437,Switchgear and Panel Replacements - Weigel Health Center (Bldg #36),03/27/2014,03/16/2016,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
03x438,New Alumni House & Visitor Center,05/01/2014,05/31/2019,Buffalo State College,Western NY,In Construction,Program Improvement or Program Change,N,Active
03X439,Selective Demo & Asbestos Abatement Buckham B & A Wings,10/21/2014,09/24/2019,Buffalo State College,Western NY,Closed,Preservation of Facilities,Y,Complete
03X5A1,Professional Staff,07/12/2011,03/31/2016,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
03X633,Site Representative  - Campus,07/28/2009,04/01/2014,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
03X634,Site Representative - Campus,09/01/2009,03/31/2016,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
03X635,Site Representative,10/05/2011,03/31/2016,Buffalo State College,Western NY,Closed,Preservation of Facilities,N,Complete
