Permit Number,Status,Street Number,Pre-direction,Street Name,Street Suffix,Post-direction,City,State,Zip code,Work Type,Use Code,Added Date,Issue Date,Final Date,Description,Application Type,Location
886773,Finaled,8309,,THOREAU,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,08/19/2019,10/17/2019,12/13/2019,,DEMOLITION OR MOVE PERMIT,"8309 THOREAU DR
BETHESDA, MD 20817
(38.99276, -77.130534)"
883971,Finaled,5907,,GREENTREE,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,07/24/2019,09/26/2019,12/16/2019,,DEMOLITION OR MOVE PERMIT,"5907 GREENTREE RD
BETHESDA, MD 20817
(39.000991, -77.119692)"
884812,Finaled,5617,,SOUTHWICK,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,07/31/2019,09/25/2019,12/16/2019,,DEMOLITION OR MOVE PERMIT,"5617 SOUTHWICK ST
BETHESDA, MD 20817
(38.99955, -77.113932)"
886181,Finaled,5800,,OGDEN,CT,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,08/13/2019,10/23/2019,01/16/2020,,DEMOLITION OR MOVE PERMIT,"5800 OGDEN CT
BETHESDA, MD 20816
(38.970077, -77.11666)"
883328,Finaled,8614,,LYNBROOK,DR,,BETHESDA,MD,20814,DEMOLISH,GARAGE,07/19/2019,08/02/2019,01/29/2020,DEMOLISH GARAGE,DEMOLITION OR MOVE PERMIT,"8614 LYNBROOK DR
BETHESDA, MD 20814
(38.997134, -77.089713)"
886363,Completed,6406,,KIRBY,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,08/14/2019,11/07/2019,03/05/2020,,DEMOLITION OR MOVE PERMIT,"6406 KIRBY RD
BETHESDA, MD 20817
(38.986547, -77.130613)"
886086,Finaled,15511,,BARNESVILLE,RD,,BOYDS,MD,20841,DEMOLISH,SINGLE FAMILY DWELLING,08/13/2019,01/07/2020,03/14/2020,,DEMOLITION OR MOVE PERMIT,"15511 BARNESVILLE RD
BOYDS, MD 20841
(39.193183, -77.324151)"
886418,Completed,21131,,WHITES FERRY,RD,,DICKERSON,MD,20842,DEMOLISH,SINGLE FAMILY DWELLING,08/15/2019,09/23/2019,11/22/2019,,DEMOLITION OR MOVE PERMIT,"21131 WHITES FERRY RD
DICKERSON, MD 20842
(39.154441, -77.442463)"
866499,Completed,9213,,KENSINGTON,PKWY,,CHEVY CHASE,MD,20815,DEMOLISH,GARAGE,02/16/2019,05/22/2019,07/19/2019,,DEMOLITION OR MOVE PERMIT,"9213 KENSINGTON PKWY
CHEVY CHASE, MD 20815
(39.007245, -77.073941)"
250231,Finaled,3017,,EDGEWOOD,RD,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,06/06/2001,09/27/2001,02/06/2002,,DEMOLITION OR MOVE PERMIT,"3017 EDGEWOOD RD
KENSINGTON, MD 20895
(39.026095, -77.061776)"
831707,Completed,9121,,KIRKDALE,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,03/26/2018,07/26/2018,09/25/2018,Demolition of Single Family Dwelling.,DEMOLITION OR MOVE PERMIT,"9121 KIRKDALE RD
BETHESDA, MD 20817
(39.007433, -77.130423)"
885989,Open,6900,,BARRETT,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,08/12/2019,,,,DEMOLITION OR MOVE PERMIT,"6900 BARRETT LN
BETHESDA, MD 20814
(38.978752, -77.107728)"
821581,Finaled,4523,,SLEAFORD,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,12/04/2017,07/20/2018,08/19/2019,demolition of a detached single family home,DEMOLITION OR MOVE PERMIT,"4523 SLEAFORD RD
BETHESDA, MD 20814
(38.987979, -77.091013)"
883474,Issued,2715,,UNIVERSITY,BLVD,W,SILVER SPRING,MD,20902,DEMOLISH,MULTI-FAMILY DWELLING,07/22/2019,08/30/2019,,DEMOLITION OF APARTMENT BUILDING,DEMOLITION OR MOVE PERMIT,"2715 UNIVERSITY BLVD W
SILVER SPRING, MD 20902
(39.039584, -77.056343)"
883299,Issued,7200,,CLARENDON,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,07/19/2019,09/18/2019,,,DEMOLITION OR MOVE PERMIT,"7200 CLARENDON RD
BETHESDA, MD 20814
(38.982124, -77.100741)"
882603,Issued,4411,,ELM,ST,,CHEVY CHASE,MD,20815,DEMOLISH,,07/15/2019,09/26/2019,,,DEMOLITION OR MOVE PERMIT,"4411 ELM ST
CHEVY CHASE, MD 20815
(38.982793, -77.08993)"
885823,Issued,5309,,BRILEY,PL,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,08/08/2019,10/10/2019,,,DEMOLITION OR MOVE PERMIT,"5309 BRILEY PL
BETHESDA, MD 20816
(38.960703, -77.113443)"
884212,Finaled,7008,,FLORIDA,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,07/26/2019,09/11/2019,10/14/2019,DEMO/REBUILD,DEMOLITION OR MOVE PERMIT,"7008 FLORIDA ST
CHEVY CHASE, MD 20815
(38.980592, -77.074121)"
884818,Completed,5200,,BELVOIR,DR,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,07/31/2019,09/16/2019,09/27/2019,,DEMOLITION OR MOVE PERMIT,"5200 BELVOIR DR
BETHESDA, MD 20816
(38.958262, -77.116925)"
883014,Issued,5800,,BEECH,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,07/17/2019,11/01/2019,,,DEMOLITION OR MOVE PERMIT,"5800 BEECH AVE
BETHESDA, MD 20817
(39.00827, -77.117329)"
885227,Issued,7405,,GLENBROOK,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,08/05/2019,11/08/2019,,,DEMOLITION OR MOVE PERMIT,"7405 GLENBROOK RD
BETHESDA, MD 20814
(38.983968, -77.107164)"
886310,Completed,9627,,ALTA VISTA,TER,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,08/14/2019,09/30/2019,10/08/2019,,DEMOLITION OR MOVE PERMIT,"9627 ALTA VISTA TER
BETHESDA, MD 20814
(39.012886, -77.103966)"
801063,Completed,7100,,GLENBROOK,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,05/31/2017,09/12/2017,11/16/2018,demo existing home in order to build a new onw,DEMOLITION OR MOVE PERMIT,"7100 GLENBROOK RD
BETHESDA, MD 20814
(38.980812, -77.107014)"
900765,Issued,9120,,BURDETTE,RD,,BETHESDA,MD,20817,DEMOLISH,SWIMMING POOL & FENCE,12/31/2019,01/24/2020,,,DEMOLITION OR MOVE PERMIT,"9120 BURDETTE RD
BETHESDA, MD 20817
(39.006941, -77.13911)"
262235,Completed,7105,,EXFAIR,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,10/31/2001,02/15/2002,04/04/2002,,DEMOLITION OR MOVE PERMIT,"7105 EXFAIR RD
BETHESDA, MD 20814
(38.980685, -77.103309)"
886987,Issued,18,,ESWORTHY,TER,,GAITHERSBURG,MD,20878,DEMOLISH,SINGLE FAMILY DWELLING,08/20/2019,09/25/2019,,DEMO/REBUILD,DEMOLITION OR MOVE PERMIT,"18 ESWORTHY TER
GAITHERSBURG, MD 20878
(39.066289, -77.285241)"
886938,Completed,4824,,DRUMMOND,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,08/20/2019,09/17/2019,10/03/2019,,DEMOLITION OR MOVE PERMIT,"4824 DRUMMOND AVE
CHEVY CHASE, MD 20815
(38.970512, -77.097136)"
900995,Open,3910,,KNOWLES,AVE,,KENSINGTON,MD,20895,DEMOLISH,BUSINESS BUILDING,01/03/2020,,,,DEMOLITION OR MOVE PERMIT,"3910 KNOWLES AVE
KENSINGTON, MD 20895
(39.027606, -77.077406)"
900988,Open,3906,,KNOWLES,AVE,,KENSINGTON,MD,20895,DEMOLISH,BUSINESS BUILDING,01/03/2020,,,,DEMOLITION OR MOVE PERMIT,"3906 KNOWLES AVE
KENSINGTON, MD 20895
(39.027553, -77.077136)"
901181,Open,8615,,LANCASTER,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,01/06/2020,,,,DEMOLITION OR MOVE PERMIT,"8615 LANCASTER DR
BETHESDA, MD 20814
(38.997796, -77.088466)"
901849,Open,6203,,WAGNER,LN,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,01/13/2020,,,,DEMOLITION OR MOVE PERMIT,"6203 WAGNER LN
BETHESDA, MD 20816
(38.97103, -77.141532)"
235764,Completed,12500,,PARKLAWN,DR,,ROCKVILLE,MD,20852,DEMOLISH,SINGLE FAMILY DWELLING,11/28/2000,01/18/2001,01/30/2002,,DEMOLITION OR MOVE PERMIT,"12500 PARKLAWN DR
ROCKVILLE, MD 20852
(39.061571, -77.116982)"
902118,Open,5108,,WAPAKONETA,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,01/15/2020,,,,DEMOLITION OR MOVE PERMIT,"5108 WAPAKONETA RD
BETHESDA, MD 20816
(38.957433, -77.123495)"
902174,Open,5514,,NORTHFIELD,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,01/15/2020,,,,DEMOLITION OR MOVE PERMIT,"5514 NORTHFIELD RD
BETHESDA, MD 20817
(38.993656, -77.112508)"
900928,Issued,7015,,ARLINGTON,RD,,BETHESDA,MD,20814,DEMOLISH,COMMERCIAL MISCELLANEOUS STRUC,01/03/2020,01/24/2020,,COMMERCIAL DEMOLITION,DEMOLITION OR MOVE PERMIT,"7015 ARLINGTON RD
BETHESDA, MD 20814
(38.980057, -77.098375)"
903383,Open,7340,,WESTLAKE,TER,,BETHESDA,MD,20817,DEMOLISH,COMMERCIAL MISCELLANEOUS STRUC,01/28/2020,,,DEMO&nbsp; Commercial Misc Structural - ATM/DRIVE THRU BUILDING ONLY - No Intension to Rebuild -,DEMOLITION OR MOVE PERMIT,"7340 WESTLAKE TER
BETHESDA, MD 20817
(39.027365, -77.148342)"
903845,Open,11426,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852,DEMOLISH,BUSINESS BUILDING,01/31/2020,,,"DEMO TO GRADE*** Per letter from applicant, no land disturbance will be affected*** letter imaged&nbsp;- MS",DEMOLITION OR MOVE PERMIT,"11426 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.04344, -77.111268)"
902114,Finaled,5644,,BENT BRANCH,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,01/15/2020,01/28/2020,02/19/2020,,DEMOLITION OR MOVE PERMIT,"5644 BENT BRANCH RD
BETHESDA, MD 20816
(38.965728, -77.133326)"
901807,Finaled,5525,,PEMBROKE,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,01/13/2020,02/04/2020,02/27/2020,DEMO/REBUILD (Attached Breezeway &amp; Garage are to remain),DEMOLITION OR MOVE PERMIT,"5525 PEMBROKE RD
BETHESDA, MD 20817
(38.977641, -77.111631)"
902179,Issued,6124,,SWANSEA,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,01/15/2020,03/04/2020,,,DEMOLITION OR MOVE PERMIT,"6124 SWANSEA ST
BETHESDA, MD 20817
(38.998405, -77.127055)"
903249,Finaled,9006,,SPRING HILL,LN,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,01/27/2020,03/09/2020,03/24/2020,,DEMOLITION OR MOVE PERMIT,"9006 SPRING HILL LN
CHEVY CHASE, MD 20815
(39.004054, -77.070104)"
902984,Issued,11700,,DANVILLE,DR,,ROCKVILLE,MD,20852,DEMOLISH,SINGLE FAMILY DWELLING,01/23/2020,03/30/2020,,,DEMOLITION OR MOVE PERMIT,"11700 DANVILLE DR
ROCKVILLE, MD 20852
(39.048781, -77.132857)"
902198,Open,9605,,MEDICAL CENTER,DR,,ROCKVILLE,MD,20850,DEMOLISH,BIOSCIENCE,01/15/2020,,,Interior Demolition,DEMOLITION OR MOVE PERMIT,"9605 MEDICAL CENTER DR
ROCKVILLE, MD 20850
(39.10368, -77.196561)"
903162,Finaled,10119,,CRESTWOOD,RD,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,01/24/2020,03/06/2020,04/02/2020,,DEMOLITION OR MOVE PERMIT,"10119 CRESTWOOD RD
KENSINGTON, MD 20895
(39.022855, -77.092956)"
902166,Issued,7700,,MASSENA,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,01/15/2020,04/09/2020,,,DEMOLITION OR MOVE PERMIT,"7700 MASSENA RD
BETHESDA, MD 20817
(38.987618, -77.137854)"
901386,Issued,8820,,SAUNDERS,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,01/08/2020,04/14/2020,,,DEMOLITION OR MOVE PERMIT,"8820 SAUNDERS LN
BETHESDA, MD 20817
(38.988926, -77.181936)"
901157,Issued,9401,,PERSIMMON TREE,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,01/06/2020,04/22/2020,,,DEMOLITION OR MOVE PERMIT,"9401 PERSIMMON TREE RD
POTOMAC, MD 20854
(39.010666, -77.201805)"
903802,Finaled,7004,,MILLWOOD,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,01/30/2020,04/09/2020,04/30/2020,,DEMOLITION OR MOVE PERMIT,"7004 MILLWOOD RD
BETHESDA, MD 20817
(38.980329, -77.120597)"
903323,Issued,7204,,BYBROOK,LN,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,01/27/2020,05/01/2020,,,DEMOLITION OR MOVE PERMIT,"7204 BYBROOK LN
CHEVY CHASE, MD 20815
(38.982357, -77.059555)"
900868,Completed,7804,,CAYUGA,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,01/02/2020,02/26/2020,03/20/2020,,DEMOLITION OR MOVE PERMIT,"7804 CAYUGA AVE
BETHESDA, MD 20817
(38.988599, -77.137506)"
887551,Finaled,4964,,WESTERN,AVE,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,08/26/2019,10/21/2019,11/28/2019,DEMO OF ENTIRE STRUCTURE BY FIRE,DEMOLITION OR MOVE PERMIT,"4964 WESTERN AVE
BETHESDA, MD 20816
(38.954123, -77.094254)"
887718,Issued,6701,,KENHILL,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,08/27/2019,12/10/2019,,,DEMOLITION OR MOVE PERMIT,"6701 KENHILL RD
BETHESDA, MD 20817
(38.978105, -77.12259)"
887130,Issued,9109,,FRIARS,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,08/21/2019,12/11/2019,,,DEMOLITION OR MOVE PERMIT,"9109 FRIARS RD
BETHESDA, MD 20817
(39.00551, -77.131817)"
903903,Open,12404,,BEALL MOUNTAIN,LN,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,01/31/2020,,,"Per Application, Demolish detached house, deck, basement &amp; in ground pool",DEMOLITION OR MOVE PERMIT,"12404 BEALL MOUNTAIN LN
POTOMAC, MD 20854
(39.044777, -77.257515)"
887738,Open,21000,,CLARKSBURG,RD,,BOYDS,MD,20841,DEMOLISH,SINGLE FAMILY DWELLING,08/27/2019,,,DEMO/REBUILD (Except MURAL WALL),DEMOLITION OR MOVE PERMIT,"21000 CLARKSBURG RD
BOYDS, MD 20841
(39.200161, -77.30547)"
592112,Completed,7409,,HELMSDALE,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,02/27/2012,04/16/2012,05/04/2012,"Demolition/rebuild
BOND TRACKING #PS12A46995",DEMOLITION OR MOVE PERMIT,"7409 HELMSDALE RD
BETHESDA, MD 20817
(38.985778, -77.149772)"
888553,Finaled,5304,,MOORLAND,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,09/04/2019,11/13/2019,02/06/2020,,DEMOLITION OR MOVE PERMIT,"5304 MOORLAND LN
BETHESDA, MD 20814
(38.98579, -77.106009)"
903844,Open,11420,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852,DEMOLISH,BUSINESS BUILDING,01/31/2020,,,"DEMO TO GRADE*** Per letter from applicant, no land disturbance will be affected*** letter imaged&nbsp;- MS",DEMOLITION OR MOVE PERMIT,"11420 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.043925, -77.111474)"
888963,Issued,19219,,WATKINS MILL,RD,,MONTGOMERY VILLAGE,MD,20886,DEMOLISH,MERCANTILE BUILDING,09/09/2019,02/11/2020,,DEMO COMMERICAL BUILDING (no intension to Re-Build),DEMOLITION OR MOVE PERMIT,"19219 WATKINS MILL RD
MONTGOMERY VILLAGE, MD 20886
(39.171143, -77.208755)"
888964,Issued,19223,,WATKINS MILL,RD,,MONTGOMERY VILLAGE,MD,20886,DEMOLISH,MERCANTILE BUILDING,09/09/2019,02/11/2020,,DEMO COMMERICAL BUILDING (no intension to Re-Build),DEMOLITION OR MOVE PERMIT,"19223 WATKINS MILL RD
MONTGOMERY VILLAGE, MD 20886
(39.171212, -77.208736)"
888965,Issued,19221,,WATKINS MILL,RD,,MONTGOMERY VILLAGE,MD,20886,DEMOLISH,MERCANTILE BUILDING,09/09/2019,02/11/2020,,DEMO COMMERICAL BUILDING (no intension to Re-Build),DEMOLITION OR MOVE PERMIT,"19221 WATKINS MILL RD
MONTGOMERY VILLAGE, MD 20886
(39.171178, -77.208746)"
888270,Finaled,8009,,NEWDALE,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,08/30/2019,12/26/2019,03/04/2020,,DEMOLITION OR MOVE PERMIT,"8009 NEWDALE RD
BETHESDA, MD 20814
(38.990488, -77.085104)"
888715,Open,16610,,BATSON,RD,,SPENCERVILLE,MD,20868,DEMOLISH,SINGLE FAMILY DWELLING,09/05/2019,,,,DEMOLITION OR MOVE PERMIT,"16610 BATSON RD
SPENCERVILLE, MD 20868
(39.128584, -76.956378)"
888881,Finaled,11008,,HUNTOVER,DR,,ROCKVILLE,MD,20852,DEMOLISH,SINGLE FAMILY DWELLING,09/06/2019,10/15/2019,03/24/2020,,DEMOLITION OR MOVE PERMIT,"11008 HUNTOVER DR
ROCKVILLE, MD 20852
(39.037147, -77.128889)"
209194,Completed,5262,,NICHOLSON,LN,,ROCKVILLE,MD,,DEMOLISH,MERCANTILE BUILDING,01/10/2000,06/27/2000,01/25/2001,,DEMOLITION OR MOVE PERMIT,"5262 NICHOLSON LN
ROCKVILLE, MD
(39.044971, -77.106245)"
888747,Finaled,9106,,EWING,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,09/05/2019,01/17/2020,04/15/2020,,DEMOLITION OR MOVE PERMIT,"9106 EWING DR
BETHESDA, MD 20817
(39.005229, -77.123372)"
887766,Finaled,7617,,DENTON,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,08/27/2019,12/17/2019,05/09/2020,DEMO/REBUILD - DEMO CREDIT ALREADY APPLIED TO 7613 DENTON - NO CREDITS AVAILABLE,DEMOLITION OR MOVE PERMIT,"7617 DENTON RD
BETHESDA, MD 20814
(38.986776, -77.102105)"
888597,Issued,5701,,LENOX,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,09/04/2019,09/26/2019,,,DEMOLITION OR MOVE PERMIT,"5701 LENOX RD
BETHESDA, MD 20817
(38.98104, -77.11586)"
887552,Finaled,8512,,VICTORY,LN,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,08/26/2019,09/16/2019,10/24/2019,DEMO OF POOL,DEMOLITION OR MOVE PERMIT,"8512 VICTORY LN
POTOMAC, MD 20854
(39.048411, -77.175217)"
274330,Finaled,17711,,NEW HAMPSHIRE,AVE,,ASHTON,MD,20861,DEMOLISH,RESIDENTIAL ACCESSORY STRUCTURE,04/11/2002,04/29/2002,06/23/2002,ps2a9411,DEMOLITION OR MOVE PERMIT,"17711 NEW HAMPSHIRE AVE
ASHTON, MD 20861
(39.146132, -77.007705)"
904030,Open,20533,,ZION,RD,,BROOKEVILLE,MD,20833,DEMOLISH,SINGLE FAMILY DWELLING,02/03/2020,,,,DEMOLITION OR MOVE PERMIT,"20533 ZION RD
BROOKEVILLE, MD 20833
(39.194878, -77.100533)"
889042,Issued,5512,,DEVON,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,09/09/2019,11/06/2019,,,DEMOLITION OR MOVE PERMIT,"5512 DEVON RD
BETHESDA, MD 20814
(38.982583, -77.111146)"
904230,Open,15809,,ANCIENT OAK,DR,,GAITHERSBURG,MD,20878,DEMOLISH,STORAGE BUILDING,02/04/2020,,,,DEMOLITION OR MOVE PERMIT,"15809 ANCIENT OAK DR
GAITHERSBURG, MD 20878
(39.116075, -77.270489)"
904303,Open,3506,,BRADLEY,LN,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,02/05/2020,,,,DEMOLITION OR MOVE PERMIT,"3506 BRADLEY LN
CHEVY CHASE, MD 20815
(38.976194, -77.069985)"
904680,Open,20501,,GEORGIA,AVE,,BROOKEVILLE,MD,20833,DEMOLISH,SINGLE FAMILY DWELLING,02/10/2020,,,,DEMOLITION OR MOVE PERMIT,"20501 GEORGIA AVE
BROOKEVILLE, MD 20833
(39.193961, -77.066604)"
888967,Issued,19227,,WATKINS MILL,RD,,MONTGOMERY VILLAGE,MD,20886,DEMOLISH,MERCANTILE BUILDING,09/09/2019,02/11/2020,,DEMO COMMERICAL BUILDING (no intension to Re-Build),DEMOLITION OR MOVE PERMIT,"19227 WATKINS MILL RD
MONTGOMERY VILLAGE, MD 20886
(39.171281, -77.208717)"
288884,Finaled,4101,,MARYLAND,AVE,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,09/30/2002,12/16/2002,12/18/2002,,DEMOLITION OR MOVE PERMIT,"4101 MARYLAND AVE
BETHESDA, MD 20816
(38.944666, -77.121005)"
905009,Open,3910,,HAMPDEN,ST,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,02/12/2020,,,,DEMOLITION OR MOVE PERMIT,"3910 HAMPDEN ST
KENSINGTON, MD 20895
(39.031468, -77.078795)"
900564,Finaled,4212,,STANFORD,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,12/27/2019,02/05/2020,02/19/2020,DEMO / REBUILD,DEMOLITION OR MOVE PERMIT,"4212 STANFORD ST
CHEVY CHASE, MD 20815
(38.978866, -77.084306)"
539532,Issued,16101,,FREDERICK,RD,,ROCKVILLE,MD,20855,DEMOLISH,INSTITUTIONAL BUILDING,06/02/2010,07/01/2010,,demolish plastic to oil conversion,DEMOLITION OR MOVE PERMIT,"16101 FREDERICK RD
ROCKVILLE, MD 20855
(39.120081, -77.173347)"
905904,Open,7115,,GREENTREE,RD,,BETHESDA,MD,20817,MOVE,MISCELLANEOUS STRUCTURE,02/21/2020,,,,DEMOLITION OR MOVE PERMIT,"7115 GREENTREE RD
BETHESDA, MD 20817
(39.014654, -77.145803)"
906030,Open,5909,,CHESHIRE,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,02/24/2020,,,DEMO/REBUILD,DEMOLITION OR MOVE PERMIT,"5909 CHESHIRE DR
BETHESDA, MD 20814
(39.025708, -77.116695)"
906220,Open,6215,,GARNETT,DR,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,02/25/2020,,,,DEMOLITION OR MOVE PERMIT,"6215 GARNETT DR
CHEVY CHASE, MD 20815
(38.97122, -77.109889)"
906707,Open,10724,,ROCK RUN,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,03/01/2020,,,Wants to use ePlans,DEMOLITION OR MOVE PERMIT,"10724 ROCK RUN DR
POTOMAC, MD 20854
(38.995023, -77.223089)"
905011,Issued,7104,,EXETER,RD,,BETHESDA,MD,20814,DEMOLISH,SHED,02/12/2020,03/18/2020,,,DEMOLITION OR MOVE PERMIT,"7104 EXETER RD
BETHESDA, MD 20814
(38.981284, -77.102818)"
904557,Issued,7107,,EXFAIR,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,02/07/2020,03/19/2020,,,DEMOLITION OR MOVE PERMIT,"7107 EXFAIR RD
BETHESDA, MD 20814
(38.980754, -77.103444)"
906800,Issued,9030,,BRONSON,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,03/02/2020,04/08/2020,,,DEMOLITION OR MOVE PERMIT,"9030 BRONSON DR
POTOMAC, MD 20854
(39.005793, -77.195196)"
906023,Issued,5110,,WESSLING,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,02/24/2020,04/20/2020,,,DEMOLITION OR MOVE PERMIT,"5110 WESSLING LN
BETHESDA, MD 20814
(38.979309, -77.103365)"
905749,Issued,7609,,HONEYWELL,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,02/20/2020,04/21/2020,,,DEMOLITION OR MOVE PERMIT,"7609 HONEYWELL LN
BETHESDA, MD 20814
(38.986567, -77.112026)"
904119,Issued,6017,,BROAD,ST,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,02/04/2020,04/23/2020,,DEMOLISH/REBUILD,DEMOLITION OR MOVE PERMIT,"6017 BROAD ST
BETHESDA, MD 20816
(38.938909, -77.118552)"
905700,Issued,5603,,DURBIN,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,02/20/2020,04/27/2020,,,DEMOLITION OR MOVE PERMIT,"5603 DURBIN RD
BETHESDA, MD 20814
(38.98363, -77.112391)"
904812,Issued,7011,,ARMAT,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,02/11/2020,04/28/2020,,,DEMOLITION OR MOVE PERMIT,"7011 ARMAT DR
BETHESDA, MD 20817
(39.00785, -77.142832)"
906482,Issued,6936,,WINTERBERRY,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,02/27/2020,05/06/2020,,,DEMOLITION OR MOVE PERMIT,"6936 WINTERBERRY LN
BETHESDA, MD 20817
(38.988975, -77.141112)"
906352,Completed,5305,,HAMPDEN,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,02/26/2020,04/01/2020,05/08/2020,,DEMOLITION OR MOVE PERMIT,"5305 HAMPDEN LN
BETHESDA, MD 20814
(38.983102, -77.106057)"
889242,Open,8011,,NORFOLK,AVE,,BETHESDA,MD,20814,DEMOLISH,BUSINESS BUILDING,09/11/2019,,,DEMO Commercial building to REBUILD,DEMOLITION OR MOVE PERMIT,"8011 NORFOLK AVE
BETHESDA, MD 20814
(38.989902, -77.098909)"
892209,Issued,9936,,MAIN,ST,,DAMASCUS,MD,20872,DEMOLISH,MERCANTILE BUILDING,10/08/2019,12/03/2019,,,DEMOLITION OR MOVE PERMIT,"9936 MAIN ST
DAMASCUS, MD 20872
(39.288484, -77.20443)"
