EXPENDITURE_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,ACTION,AMOUNT,EXPENDITURE_DATE,PURPOSE,RECIPIENT,CLIENT_ID,CLIENT_NAME,CREATED_DATE
2061334536,04/01/2018,06/30/2018,4195,TIMOTHY,K.,HINCHMAN,SPECIAL USE AND VARIATION FOR 1454 W. 47TH ST.,300.00,04/09/2018,ZONING SEARCH,"PROPERTY INSIGHT, 1 N. LASALLE ST., SUITE 500, CHICAGO, IL 60602",2417311969,MCDONALD'S CORPORATION,07/05/2018
2926490999,04/01/2015,06/30/2015,5861,THOMAS,S,MOORE,FILING FEE,1500.00,06/01/2015,FILING FEE,CITY OF CHICAGO,849107361,MICHAEL NITEKMAN,11/30/2015
452853951,01/01/2016,03/31/2016,5861,THOMAS,S,MOORE,FILNG FEE,500.00,01/02/2016,FILNG FEE,CITY OF CHICAGO,4151992123,"CHUNG, MICHAEL",10/13/2016
4088252945,04/01/2014,06/30/2014,5361,JAY,,BEASLEY,PROMOTE CONSTELLATION ENERGY AND ITS BUSINESS PLANS FOR CHICAGO.,451.29,05/20/2014,HOTEL,PALMER HOUSE HOTEL,2937688769,CONSTELLATION ENERGY GROUP,07/17/2014
262018609,01/01/2013,03/31/2013,6203,JOHN,,FOSTER,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS,1924.62,03/07/2013,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS,TRAVEL EXPENSES,2349450331,"INTERSTATE JCDECAUX, LLC",04/22/2013
3469930836,01/01/2016,03/31/2016,5861,THOMAS,S,MOORE,FILING FEE,1000.00,01/02/2016,FILING FEE,CITY OF CHICAGO,719481598,"WISZNIEWSKI, LESZEK",10/13/2016
1828434618,07/01/2018,09/30/2018,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVEL AND MEALS FOR SELF,732.00,08/15/2018,CDOT PERMITTING REVIEW FOR STREET FURNITURE INSTALLATION,FINANCE (ELIZABETH BEATTY),3647053160,"JCDECAUX CHICAGO, LLC AND AFFILIATED COMPANIES",10/03/2018
4194316694,07/01/2018,09/30/2018,17201,THOMAS,,RAINES,ASSISTANCE ON PROJECT,10000.00,08/13/2018,CONSULTANT,"LISA DUARTE, 111 W. WASHINGTON, STE 1100, CHICAGO, IL 60602",1671756863,"REFINERY 29, INC.",10/08/2018
2224512893,04/01/2017,06/30/2017,5861,THOMAS,S,MOORE,ZONING CHANGE,1025.00,05/15/2017,FILING FEE,CITY OF CHICAGO,2900181330,EDGAR ORTIZ,07/18/2017
3677453931,07/01/2015,09/30/2015,5861,THOMAS,S,MOORE,FILING FEE,1000.00,08/03/2015,FILING FEE,CITY OF CHICAGO,338001119,LIL KICKERS-CHICAGO LLC,11/30/2015
3376429952,10/01/2013,12/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,1085.80,12/19/2013,TRANSPORTATION,"VIRGIN AMERICA, 555 AIRPORT BLVD., BURLINGAME, CA 94010, AIRLINE",2118404673,"INTERSTATE JCDECAUX, LLC",01/19/2014
3876197107,07/01/2014,09/30/2014,3959,B. JOHN,,BISIO,GOVERNMENT AND REGULATORY ISSUES,6000.00,09/01/2014,LOBBYING RETAINER,"NICOLAY & DART LLC, 33 NORTH DEARBORN STREET, SUITE 2200, CHICAGO, IL 60602--GOVERNMENT AFFAIRS FIRM",1258484110,"WAL-MART STORES, INC.",10/14/2014
72467575,10/01/2012,12/31/2012,5825,JONATHON,D,PERMAN,MONITORING LEGISLATION,2250.00,11/30/2012,PROFESSIONAL SERVICES,THE PERMAN GROUP,1386010297,AMERICAN PROGRESSIVE BAG ALLIANCE,01/22/2013
186879124,01/01/2014,03/31/2014,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,432.00,02/10/2014,TRANSPORTATION,"SFO PARKING, SAN FRANCISCO, CA",321705281,"INTERSTATE JCDECAUX, LLC",04/20/2014
2998811778,01/01/2014,03/31/2014,6203,JOHN,,FOSTER,CITY DIGITAL NETWORK,2310.89,03/25/2014,CITY DIGITAL NETWORK,TRAVEL EXPENSES,2349450331,"INTERSTATE JCDECAUX, LLC",04/21/2014
1497033995,04/01/2017,06/30/2017,5861,THOMAS,S,MOORE,VARIANCE,525.00,05/05/2017,FILING FEE,CITY OF CHICAGO,1603986747,JAMES BECKMAN,09/28/2017
2943097983,01/01/2018,03/31/2018,3782,MARA,S,GEORGES,FINANCE APPLICATION,1025.00,02/27/2018,FINANCE APPLICATION,CITY OF CHICAGO DEPARTMENT OF FINANCE,3588165251,JAMES MCHUGH CONSTRUCTION CO.,01/08/2019
591825147,10/01/2014,12/31/2014,3959,B. JOHN,,BISIO,SITING OF NEW STORES AND REPUTATION ADVOCACY,25000.00,11/10/2014,PUBLIC AFFAIRS/GRASSROOTS RETAINER,"SERAFIN & ASSOCIATES, INC. 409 WEST HURON STREET, SUITE 600, CHICAGO, IL 60654--COMMUNICATIONS FIRM",1258484110,"WAL-MART STORES, INC.",01/19/2015
1163607022,01/01/2012,06/30/2012,4130,FRANK,,HARRISON,PUBLIC SAFETY EDUCATION (SPEED CAMERAS),587.60,03/13/2012,AIRFARE,SOUTHWEST AIRLINES,4117277579,"XEROX BUSINESS SERVICES, LLC",08/10/2012
673904845,01/01/2015,03/31/2015,9342,DAVE,,SEVERSON,MEETINGS WITH CITY COUNCIL,520.20,01/07/2015,"AIRFARE, CITY VISITS",AMERICAN AIRLINES,4066986617,"KOCH COMPANIES PUBLIC SECTOR, LLC AND AFFILIATES",04/14/2015
922165542,01/01/2012,06/30/2012,4095,WAYNE,,MAGDZIARZ,"ZONING CHANGES, ZBA APPROVAL, PLAN COMMISSION APPROVAL, CTA SUBLEASE",89908.06,01/12/2012,LEGAL FEES,"SNR DENTON 233 S. WACKER DR  STE 7800  CHICAGO, IL  60606",3429340646,LOYOLA UNIVERSITY CHICAGO,08/29/2012
411108810,07/01/2017,09/30/2017,14301,MICHAEL,T,DEBONVILLE,ORDINANCE FOR FREE-FLOATING CARSHARING,284.00,10/31/2017,PARKING,"MIKE DEBONVILLE, 1717 WEST 6TH STREET, SUITE 425, AUSTIN, TX, 78703, CARSHARING",3251800802,"CAR2GO N.A., LLC",10/18/2017
1569073880,10/01/2017,12/31/2017,5861,THOMAS,S,MOORE,SPECIAL USE,1025.00,11/02/2017,FILING FEE,CITY OF CHICAGO,1776953963,"ANTONINO, PEDRO",12/20/2017
3644510392,04/01/2015,06/30/2015,5861,THOMAS,S,MOORE,FILING FEE,1000.00,05/04/2015,FILING FEE,CITY OF CHICAGO,2037125329,"ROCKHOLD, JENNIFER & ERIC",11/30/2015
3651719011,04/01/2014,06/30/2014,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,869.00,05/14/2014,MEETING WITH CTA ON SERVICING OF LED NEXT BUS SIGNS,"CTA (HEMA SUNDARAM, JOHN FLYNN, ILIANA STARK)",1671164904,"JCDECAUX NORTH AMERICA, INC",07/03/2014
2518348673,07/01/2013,09/30/2013,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,628.00,08/22/2013,WEEKLY MEETING CHICAGO DIGITAL NETWORK,"CFO TEAM (JACOB RINGER, COLLEEN STONE, SCOTT YONOVER), CDOT (MAUREEN WEST, JAI KALAYIL), DPT. OF BUILDINGS (MATT BEAUDET), HOUSING/ZONING DPT. (VICKIE LOZANO), LEGAL (KAREN BIELARZ), WATER MANAGEMENT (MIKE STURTEVANT), 2FM (JENNIFER MUSS), OEMC (ANNA STATHAM)",2721525197,"INTERSTATE JCDECAUX, LLC",10/07/2013
197686146,10/01/2013,12/31/2013,6203,JOHN,,FOSTER,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS,2616.62,12/19/2013,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS,TRAVEL EXPENSES,2349450331,"INTERSTATE JCDECAUX, LLC",01/21/2014
1965601146,07/01/2015,09/30/2015,4001,BERNARD,,PARISOT,ADMINISTRATIVE,770.00,09/03/2015,RENEGOTIATION AND IMPLEMENTATION OF CITY DIGITAL NETWORK,"DELTA, HOTEL CHICAGO DOWNTOWN, MEALS",2118404673,"INTERSTATE JCDECAUX, LLC",10/19/2015
2692408193,01/01/2015,03/31/2015,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,1180.20,01/13/2015,TRANSPORTATION,"VIRGIN AIRLINES, 555 AIRPORT BLVD., BURLINGAME, CA 94010, AIRLINE",2349450331,"INTERSTATE JCDECAUX, LLC",07/06/2015
2863138608,01/01/2015,03/31/2015,4195,TIMOTHY,K.,HINCHMAN,APPLICATION FOR STREET AND ALLEY VACATION PROGRAM COMMERCIAL/RESIDENTIAL FOR S. EGGLESTON AVE. AT W. 91ST ST.,350.00,01/01/2015,APPLICATION FEE,"CITY OF CHICAGO, DEPARTMENT OF REVENUE, 121 N. LASALLE ST., CHICAGO, IL 60602",2652174729,EGGLESTON POINTE CORP.,01/05/2016
1463453853,04/01/2018,06/30/2018,3992,VIRGINIA,,PACE,OFFICE SUPPLIES,250.00,05/14/2018,OFFICE SUPPLIES,CALUMET HEIGHTS & ROSENWALD,2566166249,MR PROPERTIES LLC,07/12/2018
1608964492,07/01/2016,09/30/2016,14181,OLIVIER,E,LAGANIERE,ADMINISTRATIVE - SUPPORT FOR ALTERNATIVE USE OF PARKING SPACE IN GARAGES BELOW MILLENNIUM PARK,853.00,08/19/2016,RETURN FLIGHT TO TORONTO,"AIR CANADA CENTRE 7373 COTE-VERTU BLVD. WEST SAINT-LAURENT, QC H4S 1Z3 CANADA; AIRLINE",2789498003,NORTHLEAF CAPITAL PARTNERS (CANADA) LTD,10/11/2016
817262928,10/01/2015,12/31/2015,4180,ROBERT,L,GAMRATH,SPECIAL USE PERMIT,500.00,11/18/2015,ZONING SEARCH,"CHICAGO TITLE INSURANCE CO.  10 S LASALLE ST, STE. 3100  CHICAGO, IL  60603",8694040,"SF CH I, LLC",01/22/2016
1253747771,10/01/2013,12/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,731.00,09/24/2013,LODGING,"ALOFT, 515 N CLARK, CHICAGO, IL 60654, HOTEL",2118404673,"INTERSTATE JCDECAUX, LLC",01/19/2014
2059667247,10/01/2012,12/31/2012,3786,EURIAH,X,BENNETT,MUNICIPAL FINANCE,638.10,12/20/2012,AIRFARE,AMERICAN,800972066,MORGAN KEEGAN & CO. INC,01/09/2013
2728117452,10/01/2012,12/31/2012,3764,JENNIFER,,CLARK,"TRAFFIC STUDIES FOR SHERIDAN/BROADWAY, MIXED USE BUILDING, RESIDENCE HALLS",7374.37,10/12/2012,TRANSPORTATION STUDIES,KLOA,3429340646,LOYOLA UNIVERSITY CHICAGO,02/08/2013
3179802133,01/01/2014,03/31/2014,3876,V. LARA,,DELEONE,PROVIDED CONSULTATIVE / INDUSTRY INFORMATION ON THE PREPAID CARDS INDUSTRY,752.95,01/15/2014,EMPLOYEE TRAVEL EXPENSE,"UNITED AIRLINES, 233 S. WACKER DRIVE, CHICAGO, IL 60606, AIRLINE",2808135769,KEYBANK NATIONAL ASSOCIATION,04/17/2014
2618381848,10/01/2013,12/31/2013,9061,BRIAN,,DANIELS,CIGARETTE TAX,779.16,11/14/2013,HOTEL,EMBASSY SUITES,143688492,"NATIONAL ASSOCIATION OF TOBACCO OUTLETS, INC.",01/15/2014
2409015254,10/01/2012,12/31/2012,5061,REBECCA,M,GEBMAN,ADMINISTRATIVE,463.24,10/25/2012,LODGING,"HOTEL PALOMAR CHICAGO, 505 N STATE STREET, CHICAGO, IL 60654, HOTEL",2752920525,CITIGROUP GLOBAL MARKETS INC.,01/16/2013
4291130386,01/01/2016,03/31/2016,5861,THOMAS,S,MOORE,FILNG FEE,500.00,02/01/2016,FILNG FEE,CITY OF CHICAGO,1224964986,"JENNINGS, JOHN & KRISSAN",10/13/2016
4224817560,01/01/2015,03/31/2015,6203,JOHN,,FOSTER,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS,2626.89,01/15/2015,CITY DIGITAL NETWORK PROGRAM IMPLEMENTATION MEETINGS,TRAVEL EXPENSES,2349450331,"INTERSTATE JCDECAUX, LLC",04/20/2015
3780249802,10/01/2014,12/31/2014,5861,THOMAS,S,MOORE,FILING FEE,1025.00,10/03/2014,FILING FEE,CITY OF CHICAGO,849107361,MICHAEL NITEKMAN,01/12/2015
1366487054,10/01/2019,12/31/2019,12901,HOLLY,,COOPER,RED LIGHT CAMERA PROGRAM MEETINGS,347.71,12/09/2019,AIRFARE,"SOUTHWEST AIRLINES, 2702 LOVE FIELD DR., DALLAS, TX, 75235",413645007,CONDUENT INCORPORATED,01/20/2020
4003882956,07/01/2012,09/30/2012,5861,THOMAS,S,MOORE,CITY OF CHICAGO,525.00,07/09/2012,FILING FEE,CITY OF CHICAGO,4108843097,"ANTONETTE, LATANYA",01/11/2013
1155132056,10/01/2013,12/31/2013,5825,JONATHAN,D,PERMAN,MONITORING,1250.00,11/30/2013,ADVOCACY SERVICES,"THE PERMAN GROUP, 1904 WEST NEWPORT AVE., CHICAGO, IL 60657",1386010297,AMERICAN PROGRESSIVE BAG ALLIANCE,01/20/2014
4293272518,10/01/2013,12/31/2013,9061,BRIAN,,DANIELS,CIGARETTE TAX,251.75,11/21/2013,RENTAL CAR,THRIFTY RENTAL CAR,143688492,"NATIONAL ASSOCIATION OF TOBACCO OUTLETS, INC.",01/15/2014
3432476575,01/01/2016,03/31/2016,5861,THOMAS,S,MOORE,FILING FEE,1000.00,02/01/2016,FILING FEE,CITY OF CHICAGO,853190153,11ST WABASH LLC,01/12/2017
2331829587,04/01/2017,06/30/2017,5861,THOMAS,S,MOORE,VARIANCE AND SPECIAL USE,1525.00,05/02/2017,FILING FEE,CITY OF CHICAGO,2206496020,IAN SCHAUL,12/13/2017
3428699412,07/01/2013,09/30/2013,6227,BLAKE,,CUSTER,"CONSULTANT COORDIANTION, GEC, GRC, CITY LIGHTS, PERMITTING",280.00,09/10/2013,LODGING,B. CUSTER - CDN PROJECT IMPLEMENTATION,309905940,"INTERSTATE JC DECAUX, LLC",10/21/2013
650036222,01/01/2013,03/31/2013,3959,B. JOHN,,BISIO,COMMUNITY AND ALDERMANIC OUTREACH,33750.00,01/15/2013,PUBLIC AFFAIRS / GRASSROOTS RETAINER,"SERAFIN & ASSOCIATES, INC 409 WEST HURON ST, STE 600, CHICAGO, IL 60654 - COMMUNICATIONS FIRM",4048551740,"WAL-MART STORES, INC.",04/18/2013
178869725,10/01/2014,12/31/2014,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,1907.30,10/16/2014,TRANSPORTATION,"VIRGIN AIRLINES, 555 AIRPORT BLVD., BURLINGAME, CA 94010, AIRLINE",321705281,"INTERSTATE JCDECAUX, LLC",01/09/2015
1004022004,07/01/2016,09/30/2016,5861,THOMAS,S,MOORE,VARIANCE,1050.00,09/13/2016,FILING FEE,CITY OF CHICAGO,1209491074,PANGEA PROPERTIES,01/12/2017
3210474826,01/01/2012,06/30/2012,3959,B. JOHN,,BISIO,"MATTERS OF INTEREST TO WAL-MART STORES, INC",8000.00,05/08/2012,LOBBYING RETAINER,"NICOLAY & DART LLC  33 NORTH DEARBORN ST., STE. 2200  CHICAGO IL  60602  GOVERNMENT AFFAIRS FIRM",4048551740,"WAL-MART STORES, INC.",09/04/2012
1477295928,10/01/2014,12/31/2014,5361,JAY,,BEASLEY,CITY OF CHICAGO PRESENTATION,608.81,12/29/2014,AIRFARE,UNITED AIRLINES,2937688769,CONSTELLATION ENERGY GROUP,01/16/2015
4161854128,07/01/2018,09/30/2018,5861,THOMAS,S,MOORE,SPECIAL USE,1025.00,08/20/2018,FILING FEE,CITY OF CHICAGO,2772532670,"CANDEA, ARMAND",11/27/2018
4156586735,10/01/2016,12/31/2016,3826,THOM,M,SERAFIN,LIQUOR MORITORIUM LIFT,520.34,10/25/2016,PRINTING,"GAMMA PHOTO, 222 NORTH DESPLAINES, CHICAGO, IL  60661",2002240735,"WALMART STORES, INC.",01/25/2017
3591252656,01/01/2018,03/31/2018,14301,MICHAEL,T,DEBONVILLE,ORDINANCE FOR FREE-FLOATING CARSHARING,547.18,03/01/2018,FLIGHT,"MIKE DEBONVILLE, 1717 WEST 6TH STREET, SUITE 425, AUSTIN, TX 78703, CARSHARING",3206749539,"CAR2GO N.A., LLC",10/16/2018
3400132652,10/01/2017,12/31/2017,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,2550.00,11/09/2017,MEETING WITH DPS TO REVIEW M/WBE PARTICIPATION,"DPT. OF PROCUREMENT SERVICES (J.KRUPA, G.OKA, G.RODRIGUEZ)",1671164904,"JCDECAUX NORTH AMERICA, INC",12/22/2017
4003552747,10/01/2013,12/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,449.84,12/10/2013,LODGING,"WESTIN, 909 N MICHIGAN, CHICAGO, IL 60611, HOTEL",2118404673,"INTERSTATE JCDECAUX, LLC",01/19/2014
2543639706,07/01/2013,09/30/2013,6227,BLAKE,,CUSTER,ROUND TRIP SAT TO CHICAGO,951.00,07/10/2013,AIRLINE FLIGHT,BLAKE CUSTER- CDN PROJECT IMPLEMENTATION,309905940,"INTERSTATE JC DECAUX, LLC",10/21/2013
2721696002,07/01/2019,09/30/2019,15981,DAN,,LOPEZ,02019-3928,508.61,07/19/2019,AIRFARE,DELTA AIRLINES,228699173,BEST BUY,10/15/2019
2337729484,07/01/2017,09/30/2017,7461,MARTHA,D,BAILEY,STREET FUNRITURE CONTRACT MEETING,600.00,07/10/2017,TRAVEL TO CHICAGO FROM NY,DELTA,747874113,"JCDECAUX NORTH AMERICA, INC.",10/20/2017
1494904154,07/01/2018,09/30/2018,14042,TRACEY,,HESTER,ORDINANCE #O2017-4947,400.00,07/17/2018,AIRFARE,SOUTHWEST AIRLINES,329021446,TARGET CORPORATION,10/17/2018
1335378186,10/01/2013,12/31/2013,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,750.00,12/12/2013,WEEKLY WITH OEMC RE. EMERGENCY MESSAGING,OEMC (ANNA STAHAM + STAFF) + FIINANCE (COLLEEN STONE),2721525197,"INTERSTATE JCDECAUX, LLC",12/23/2013
1311271309,07/01/2012,09/30/2012,4279,ANIRUDH,,SETH,FINANCING AND MARKET UPDATE - INCLUDING REFUNDING ANALYSIS,538.60,08/13/2012,AIRFARE,"AMERICAN AIRLINES, 4333 AMON CARTER BOULEVARD, FORT WORTH, TX 76155",1752892573,"KEYBANC CAPITAL MARKETS, INC",10/17/2012
2570207065,10/01/2018,12/31/2018,23081,ROBERT,,DUNN,REGISTRATION FEE - ADMIN,350.00,12/05/2018,LOBBYIST REGISTRATION FEE,CHICAGO BOARD OF ETHICS,1834451300,LANDMARK DEVELOPMENT VI LLC,01/22/2019
234533235,01/01/2013,03/31/2013,5861,THOMAS,S,MOORE,FILING FEE,525.00,02/28/2013,FILING FEE,CITY OF CHICAGO,2797353124,JOBO INVEST LLC,08/26/2013
4180013655,01/01/2013,03/31/2013,7202,TOM,,MCDONALD,N/A,750.92,03/13/2013,TRAVEL,UNITED AIRLINES,946270665,COLGATE-PALMOLIVE,04/29/2013
1258951159,10/01/2019,12/31/2019,5861,THOMAS,S,MOORE,ZONING MAP AMENDMENT,1050.00,10/22/2019,FILING FEE,CITY OF CHICAGO,2687690411,"ELLIOTT, WILLIAM",01/07/2020
929355387,01/01/2013,03/31/2013,5861,THOMAS,S,MOORE,FILING FEE,275.00,03/01/2013,FILING FEE,CITY OF CHICAGO,398668130,2111 W BRADLEY PLACE LLC,08/26/2013
3627270488,10/01/2017,12/31/2017,5721,GENE,C,SCHULTER,ADVISING,1500.00,10/02/2017,ADVISOR,"THOMAS O'DONNELL, 4303 N WOLCOTT, CHGO, IL 60613",1720534195,"BROADWAY ELECTRIC, INC.",01/01/2018
964885493,10/01/2016,12/31/2016,5861,THOMAS,S,MOORE,VARIANCE,525.00,10/31/2016,FILING FEE,CITY OF CHICAGO,2628257539,"PONA, PETER",01/16/2017
988293412,10/01/2013,12/31/2013,7003,KEN,,DUNKIN,REGISTRATION AS A LOBBYIST,350.00,11/01/2013,REGISTRATON AS A LOBBYIST,CITY OF CHICAGO,2879003802,SINGLE ROOM HOUSING ASSISTANCE CORP,01/29/2014
2482586766,10/01/2013,12/31/2013,6850,STEVEN,,HOLLER,VACATION OF 6300 BLOCK OF N. KENMORE,330000.00,10/01/2013,STREET VACATION - 6300 BLOCK OF N KENMORE,CITY OF CHICAGO,816462597,LOYOLA UNIVERSITY OF CHICAGO,01/15/2014
1329989587,07/01/2013,09/30/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,581.90,07/19/2013,TRANSPORTATION,"VIRGIN AMERICA, 555 AIRPORT BLVD., BURLINGAME, CA 94010, AIRLINE",2118404673,"INTERSTATE JCDECAUX, LLC",10/19/2013
2287347823,07/01/2014,09/30/2014,10821,JAMES,R,WATSON,OPPOSE E15 MANDATE,305.43,07/11/2014,LODGING,HILTON GARDEN INN,2781429364,AMERICAN PETROLEUM INSTITUTE,10/17/2014
3495683530,07/01/2013,09/30/2013,4130,FRANK,,HARRISON,RED LIGHT CAMERA PROGRAM,667.80,09/16/2013,AIRFARE,SOUTHWEST AIRLINES,4117277579,"XEROX BUSINESS SERVICES, LLC",10/22/2013
3198289010,07/01/2012,09/30/2012,3959,B. JOHN,,BISIO,PROMOTE WAL-MART IN CHICAGO,538.26,07/30/2012,TRAVEL,AMERICAN AIRLINES,4048551740,"WAL-MART STORES, INC.",10/18/2012
3851368799,07/01/2017,09/30/2017,3900,NICOLAS,,CLOCHARD-BOSSUET,TRAVELS AND MEALS FOR SELF,671.00,09/18/2017,STREET FURNITURE CONTRACT IMPLEMENTATION,"FINANCE (BETH BEATTY, COLLEEN STONE), LEGAL (KAREN BIELARZ, PAULA DONATO), CDOT (K. O'MALLEY)",1671164904,"JCDECAUX NORTH AMERICA, INC",09/30/2017
2233558926,10/01/2013,12/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,1204.80,12/16/2013,TRANSPORTATION,"VIRGIN AMERICA, 555 AIRPORT BLVD., BURLINGAME, CA 94010, AIRLINE",2118404673,"INTERSTATE JCDECAUX, LLC",01/19/2014
1132476082,10/01/2014,12/31/2014,5361,JAY,,BEASLEY,CITY OF CHICAGO PRESENTATION,639.58,11/07/2014,AIRFARE,UNITED AIRLINES,2937688769,CONSTELLATION ENERGY GROUP,01/16/2015
2092762853,07/01/2013,09/30/2013,3959,B. JOHN,,BISIO,SITING OF NEW STORES AND REPUTATION ADVOCACY,33750.00,09/03/2013,PUBLIC AFFAIRS/GRASSROOTS RETAINER,"SERAFIN & ASSOCIATES, INC. 409 WEST HURON STREET, SUITE 600, CHICAGO, IL 60654--COMMUNICATIONS FIRM",4048551740,"WAL-MART STORES, INC.",10/16/2013
4061259833,01/01/2015,03/31/2015,6164,GABRIELLE,,BRUSSEL,IMPLEMENTATION OF THE CITY DIGITAL NETWORK,1100.00,02/26/2015,TRAVEL TO/FROM TO CHICAGO FOR CITY DIGITAL NETWORK,"DELTA, ALOFT, TAXIS - NATURE OF BUSINESS: TRAVEL",2349450331,"INTERSTATE JCDECAUX, LLC",04/15/2015
708919516,04/01/2019,06/30/2019,14042,TRACEY,,HESTER,FAIR WORK WEEK BILL,5000.00,05/19/2019,LEGISLATIVE RECEPTION SPONSORSHIP,CHICAGO CHAMBER OF COMMERCE,798305379,TARGET CORPORATION,07/18/2019
2334337550,01/01/2012,06/30/2012,3786,EURIAH,X,BENNETT,MUNICIPAL FINANCE,591.60,04/16/2012,AIRFARE,AMERICAN AIRLINES,800972066,MORGAN KEEGAN & CO. INC,09/27/2012
3509600374,10/01/2015,12/31/2015,5861,THOMAS,S,MOORE,FILING FEE,1025.00,11/03/2015,FILING FEE,CITY OF CHICAGO,3219467678,"O'DONNELL, KEVIN",01/08/2016
536454569,10/01/2012,12/31/2012,4110,WILLIAM,K,THOMPSON,MEETING,1117.00,11/07/2013,AIR,DELTA,800972066,MORGAN KEEGAN & CO. INC,01/08/2013
886188972,07/01/2016,09/30/2016,5861,THOMAS,S,MOORE,VARIANCE AND SPECIAL USE,1550.00,04/08/2016,FILING FEE,CITY OF CHICAGO,1348565452,"SCHIMMP II, DONN & BRADSHAW, RENAE",10/17/2016
3594372630,10/01/2012,12/31/2012,3892,EDWARD,G,SHENOO,ZONING BOARD OF APPEALS,1500.00,10/10/2012,CONSULTANT,"PAUL WOZNICKI,LLC,221 N. LASALLE ST, SUITE 3800, CHICAGO,IL 60602",978761851,ZESPY PROPERTIES OF CHICAGO LLC,01/24/2013
3807077151,01/01/2013,03/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,1221.80,03/19/2013,TRANSPORTATION,"UNITED AIRLINES, 77 WACKER DRIVE, CHICAGO, IL 60601, AIRLINE",2118404673,"INTERSTATE JCDECAUX, LLC",04/22/2013
593721482,01/01/2012,06/30/2012,4130,FRANK,,HARRISON,PUBLIC SAFETY EDUCATION (SPEED CAMERAS),587.60,02/27/2012,AIRFARE,SOUTHWEST AIRLINES,4117277579,"XEROX BUSINESS SERVICES, LLC",08/10/2012
1822869839,01/01/2014,03/31/2014,5861,THOMAS,S,MOORE,FILING FEE,1025.00,02/17/2014,FILING FEE,CITY OF CHICAGO,3168109656,"MASTERSON, JAMES",01/12/2015
786209826,01/01/2014,03/31/2014,5861,THOMAS,S,MOORE,FILING FEE,525.00,01/07/2014,FILING FEE,CITY OF CHICAGO,2994715277,GIBBONS CONSTRUCTION,04/10/2014
2427274567,04/01/2014,06/30/2014,3959,B. JOHN,,BISIO,PROMOTE WAL-MART IN CHICAGO,268.20,04/01/2014,HOTEL,THE GODFREY HOTEL,1258484110,"WAL-MART STORES, INC.",07/16/2014
2162705213,04/01/2018,06/30/2018,4070,CHARLES,R,BERNARDINI,INTRODUCTION,700.00,05/02/2018,INTRODUCTION,ALDERMAN MOORE,2357490323,AEROTERM,07/16/2018
1000702571,07/01/2012,09/30/2012,3972,ANNA,,KIMSEY,GENERAL TRAVEL EXPENSES,970.44,08/02/2012,PERSONAL LODGING AND TRAVEL,"AIRLINES, TAXI, HOTEL",922028707,"ROSETTA STONE, INC",11/08/2012
95582640,10/01/2013,12/31/2013,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,1053.80,10/25/2013,TRANSPORTATION,"VIRGIN AMERICA, 555 AIRPORT BLVD., BURLINGAME, CA 94010, AIRLINE",2118404673,"INTERSTATE JCDECAUX, LLC",01/19/2014
2570158776,01/01/2019,03/31/2019,5861,THOMAS,S,MOORE,FILING FEE,1025.00,02/14/2019,SPECIAL USE,CITY OF CHICAGO,3725207182,"CUI, CHARLES",12/30/2019
3807452753,01/01/2014,03/31/2014,6221,LARS,,SKUGSTAD,IMPLEMENTATION MEETING FOR CITY CONTRACT,1164.00,01/27/2014,TRANSPORTATION,"VIRGIN AIRLINES, 555 AIRPORT BLVD., BURLINGAME, CA 94010, AIRLINE",321705281,"INTERSTATE JCDECAUX, LLC",04/20/2014
