Reporting Area,MMWR Year,MMWR Week,"Invasive pneumococcal disease, age < 5 years§, Confirmed, Current week","Invasive pneumococcal disease, age < 5 years§, Confirmed, Current week, flag","Invasive pneumococcal disease, age < 5 years§, Confirmed, Previous 52 weeks Max†","Invasive pneumococcal disease, age < 5 years§, Confirmed, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, age < 5 years§, Confirmed, Cum 2020†","Invasive pneumococcal disease, age < 5 years§, Confirmed, Cum 2020†, flag","Invasive pneumococcal disease, age < 5 years§, Confirmed, Cum 2019†","Invasive pneumococcal disease, age < 5 years§, Confirmed, Cum 2019†, flag","Invasive pneumococcal disease, age < 5 years§, Probable, Current week","Invasive pneumococcal disease, age < 5 years§, Probable, Current week, flag","Invasive pneumococcal disease, age < 5 years§, Probable, Previous 52 weeks Max†","Invasive pneumococcal disease, age < 5 years§, Probable, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, age < 5 years§, Probable,  Cum 2020†","Invasive pneumococcal disease, age < 5 years§, Probable,  Cum 2020†, flag","Invasive pneumococcal disease, age < 5 years§, Probable,  Cum 2019†","Invasive pneumococcal disease, age < 5 years§, Probable, Cum 2019†, flag","Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Max†","Legionellosis, Previous 52 weeks Max†, flag","Legionellosis, Cum 2020†","Legionellosis, Cum 2020†, flag","Legionellosis, Cum 2019†","Legionellosis, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
INDIANA,2020,13,,-,3,,7,,10,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201369,
US TERRITORIES,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201363,
MASSACHUSETTS,2020,16,,-,3,,8,,10,,,-,0,,,-,,-,,-,12,,4,,48,,MASSACHUSETTS,,20201605,POINT (-71.481104 42.151077)
TOTAL,2020,14,3,,40,,216,,298,,1,,2,,11,,12,,10,,336,,792,,1338,,,TOTAL,20201470,
US RESIDENTS,2020,14,3,,40,,216,,298,,1,,2,,11,,12,,10,,336,,792,,1338,,,US RESIDENTS,20201401,
NEW HAMPSHIRE,2020,14,,-,1,,,-,2,,,-,0,,,-,,-,,-,4,,6,,7,,NEW HAMPSHIRE,,20201406,POINT (-71.57139 43.680429)
NEW YORK,2020,14,,-,6,,7,,9,,,-,0,,,-,1,,3,,48,,60,,59,,NEW YORK,,20201411,POINT (-75.59655 42.921241)
PACIFIC,2020,14,,-,1,,1,,3,,,-,0,,,-,1,,,-,18,,34,,188,,,PACIFIC,20201457,
WEST SOUTH CENTRAL,2020,14,1,,19,,37,,44,,,-,2,,1,,1,,,-,25,,60,,73,,,WEST SOUTH CENTRAL,20201443,
NEBRASKA,2020,14,,-,2,,,-,2,,,-,0,,,-,,-,,-,6,,4,,4,,NEBRASKA,,20201425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,14,,-,8,,19,,26,,,-,0,,,-,,-,2,,20,,44,,81,,,EAST SOUTH CENTRAL,20201438,
NORTH DAKOTA,2020,14,,-,2,,,-,5,,,-,0,,,-,,-,,-,2,,2,,3,,NORTH DAKOTA,,20201426,POINT (-100.46931 47.446305)
NEVADA,2020,14,,-,2,,1,,1,,,-,0,,,-,,-,,-,3,,4,,3,,NEVADA,,20201453,POINT (-114.916992 39.283294)
ILLINOIS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,43,,44,,66,,ILLINOIS,,20201415,POINT (-89.148632 40.124144)
IOWA,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,8,,11,,4,,IOWA,,20201421,POINT (-93.500061 42.074659)
TEXAS,2020,14,,-,15,,17,,28,,,-,2,,1,,1,,,-,23,,54,,56,,TEXAS,,20201447,POINT (-99.317341 31.447238)
ALASKA,2020,14,,-,1,,,-,,-,,-,0,,,-,1,,,-,1,,,-,,-,ALASKA,,20201458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,14,,-,1,,1,,1,,,-,0,,,-,,-,,-,3,,4,,6,,DISTRICT OF COLUMBIA,,20201430,POINT (-77.016275 38.904785)
WASHINGTON,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,14,,20,,WASHINGTON,,20201462,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,14,,-,3,,10,,23,,,-,0,,,-,,-,,-,23,,32,,78,,,NEW ENGLAND,20201402,
RHODE ISLAND,2020,14,,-,1,,,-,3,,,-,0,,,-,,-,,-,5,,3,,9,,RHODE ISLAND,,20201407,POINT (-71.534637 41.572574)
OREGON,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,16,,8,,OREGON,,20201461,POINT (-120.605279 43.940449)
DELAWARE,2020,14,,-,3,,,-,,-,,-,0,,,-,,-,,-,4,,1,,4,,DELAWARE,,20201429,POINT (-75.452394 38.994926)
ALABAMA,2020,14,,-,2,,6,,6,,,-,0,,,-,,-,1,,6,,8,,10,,ALABAMA,,20201439,POINT (-86.844516 32.756889)
KANSAS,2020,14,,-,1,,,-,8,,,-,0,,,-,2,,,-,5,,4,,8,,KANSAS,,20201422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,112,,14,,28,,NORTH CAROLINA,,20201434,POINT (-79.130883 35.52603)
GUAM,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201466,POINT (144.653198 13.3532)
NEW JERSEY,2020,14,,-,4,,12,,3,,,-,0,,,-,,-,,-,8,,,-,36,,NEW JERSEY,,20201410,POINT (-74.655514 40.110253)
NEW MEXICO,2020,14,,-,2,,5,,11,,,-,0,,,-,,-,,-,2,,4,,4,,NEW MEXICO,,20201454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,14,,-,8,,33,,43,,1,,2,,8,,3,,1,,116,,208,,279,,,EAST NORTH CENTRAL,20201414,
TENNESSEE,2020,14,,-,3,,7,,11,,,-,0,,,-,,-,1,,10,,26,,29,,TENNESSEE,,20201442,POINT (-86.343226 35.842998)
CONNECTICUT,2020,14,,-,1,,2,,5,,,-,0,,,-,,-,,-,8,,16,,9,,CONNECTICUT,,20201403,POINT (-72.738288 41.575155)
MARYLAND,2020,14,,-,2,,5,,9,,,-,0,,,-,,-,1,,16,,30,,60,,MARYLAND,,20201433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,14,,-,2,,4,,7,,,-,0,,,-,,-,,-,6,,8,,15,,SOUTH CAROLINA,,20201435,POINT (-80.864614 33.878572)
OKLAHOMA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,15,,,-,1,,OKLAHOMA,,20201446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201465,POINT (145.725693 15.1834)
OHIO,2020,14,,-,3,,14,,13,,1,,2,,8,,2,,1,,68,,128,,117,,OHIO,,20201418,POINT (-82.70936 40.415534)
MINNESOTA,2020,14,,-,2,,,-,2,,,-,0,,,-,,-,3,,7,,17,,24,,MINNESOTA,,20201423,POINT (-94.198308 46.349153)
LOUISIANA,2020,14,,-,2,,9,,6,,,-,0,,,-,,-,,-,6,,,-,5,,LOUISIANA,,20201445,POINT (-91.840238 30.921314)
HAWAII,2020,14,,-,1,,1,,3,,,-,0,,,-,,-,,-,2,,4,,7,,HAWAII,,20201460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,14,2,,9,,44,,71,,,-,1,,1,,2,,1,,141,,167,,254,,,SOUTH ATLANTIC,20201428,
PENNSYLVANIA,2020,14,,-,1,,2,,3,,,-,1,,,-,1,,,-,29,,50,,101,,PENNSYLVANIA,,20201413,POINT (-77.838886 40.896694)
UTAH,2020,14,,-,2,,8,,8,,,-,0,,,-,1,,,-,3,,,-,4,,UTAH,,20201455,POINT (-111.678222 39.323779)
COLORADO,2020,14,,-,4,,11,,3,,,-,0,,,-,,-,,-,6,,8,,22,,COLORADO,,20201450,POINT (-105.547832 38.998552)
VERMONT,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,2,,1,,1,,VERMONT,,20201408,POINT (-72.662695 44.075252)
KENTUCKY,2020,14,,-,2,,2,,3,,,-,0,,,-,,-,,-,8,,5,,34,,KENTUCKY,,20201440,POINT (-85.290484 37.526683)
PUERTO RICO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201467,POINT (-66.414655 18.215692)
MAINE,2020,14,,-,1,,,-,3,,,-,0,,,-,,-,,-,3,,2,,8,,MAINE,,20201404,POINT (-69.06137 45.117911)
VIRGINIA,2020,14,1,,3,,5,,7,,,-,0,,,-,,-,,-,10,,21,,25,,VIRGINIA,,20201436,POINT (-78.666382 37.510861)
ARIZONA,2020,14,,-,3,,8,,13,,,-,0,,,-,,-,,-,6,,25,,32,,ARIZONA,,20201449,POINT (-111.664616 34.293239)
WISCONSIN,2020,14,,-,2,,7,,8,,,-,0,,,-,,-,,-,16,,2,,34,,WISCONSIN,,20201419,POINT (-89.732969 44.639954)
IDAHO,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,1,,7,,IDAHO,,20201451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201468,POINT (-64.840836 18.060868)
MICHIGAN,2020,14,,-,3,,5,,12,,,-,0,,,-,1,,,-,31,,34,,62,,MICHIGAN,,20201417,POINT (-85.730977 44.874798)
GEORGIA,2020,14,,-,3,,6,,19,,,-,0,,,-,,-,,-,9,,16,,8,,GEORGIA,,20201432,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,14,,-,4,,10,,10,,,-,0,,,-,,-,,-,39,,40,,54,,,NEW YORK CITY,20201412,
ARKANSAS,2020,14,1,,4,,11,,10,,,-,0,,,-,,-,,-,3,,6,,11,,ARKANSAS,,20201444,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,14,,-,3,,4,,6,,,-,0,,,-,,-,,-,4,,5,,8,,MISSISSIPPI,,20201441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,14,,-,1,,2,,2,,,-,0,,,-,,-,,-,3,,,-,4,,SOUTH DAKOTA,,20201427,POINT (-100.230491 44.43614)
WYOMING,2020,14,,-,0,,,-,1,,,-,0,,,-,,-,,-,1,,1,,1,,WYOMING,,20201456,POINT (-107.55145 42.999627)
MISSOURI,2020,14,,-,2,,6,,5,,,-,1,,1,,,-,,-,18,,16,,14,,MISSOURI,,20201424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,14,,-,6,,31,,25,,,-,1,,,-,2,,3,,93,,150,,250,,,MIDDLE ATLANTIC,20201409,
CALIFORNIA,2020,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,13,,,-,153,,CALIFORNIA,,20201459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,14,,-,2,,1,,4,,,-,0,,,-,,-,,-,7,,,-,16,,WEST VIRGINIA,,20201437,POINT (-80.613729 38.642579)
FLORIDA,2020,14,1,,6,,22,,24,,,-,1,,1,,2,,,-,17,,73,,92,,FLORIDA,,20201431,POINT (-82.420978 28.260731)
MONTANA,2020,14,,-,1,,,-,2,,,-,0,,,-,,-,,-,1,,,-,1,,MONTANA,,20201452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,14,,-,4,,8,,24,,,-,1,,1,,2,,3,,33,,54,,61,,,WEST NORTH CENTRAL,20201420,
MASSACHUSETTS,2020,14,,-,3,,8,,10,,,-,0,,,-,,-,,-,12,,4,,44,,MASSACHUSETTS,,20201405,POINT (-71.481104 42.151077)
MOUNTAIN,2020,14,,-,4,,33,,39,,,-,0,,,-,1,,,-,13,,43,,74,,,MOUNTAIN,20201448,
INDIANA,2020,14,,-,3,,7,,10,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201469,
US TERRITORIES,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201463,
US RESIDENTS,2020,18,1,,41,,255,,383,,,-,2,,12,,12,,11,,338,,991,,1680,,,US RESIDENTS,20201801,
NEW HAMPSHIRE,2020,18,,-,0,,,-,1,,,-,0,,,-,,-,,-,4,,6,,8,,NEW HAMPSHIRE,,20201806,POINT (-71.57139 43.680429)
NEW YORK,2020,18,,-,6,,7,,14,,,-,0,,,-,1,,4,,48,,77,,73,,NEW YORK,,20201811,POINT (-75.59655 42.921241)
PACIFIC,2020,18,,-,1,,3,,4,,,-,0,,,-,1,,,-,18,,39,,232,,,PACIFIC,20201857,
WEST SOUTH CENTRAL,2020,18,,-,19,,47,,55,,,-,2,,1,,1,,,-,25,,74,,109,,,WEST SOUTH CENTRAL,20201843,
NEBRASKA,2020,18,,-,2,,,-,4,,,-,0,,,-,,-,,-,6,,5,,7,,NEBRASKA,,20201825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,18,,-,8,,25,,36,,,-,0,,,-,,-,,-,20,,56,,108,,,EAST SOUTH CENTRAL,20201838,
NORTH DAKOTA,2020,18,,-,2,,,-,6,,,-,0,,,-,,-,,-,2,,3,,3,,NORTH DAKOTA,,20201826,POINT (-100.46931 47.446305)
NEVADA,2020,18,,-,2,,1,,2,,,-,0,,,-,,-,,-,3,,4,,5,,NEVADA,,20201853,POINT (-114.916992 39.283294)
ILLINOIS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,43,,63,,74,,ILLINOIS,,20201815,POINT (-89.148632 40.124144)
IOWA,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,8,,12,,6,,IOWA,,20201821,POINT (-93.500061 42.074659)
TEXAS,2020,18,,-,15,,25,,36,,,-,2,,1,,1,,,-,23,,60,,73,,TEXAS,,20201847,POINT (-99.317341 31.447238)
ALASKA,2020,18,,-,1,,2,,1,,,-,0,,,-,1,,,-,1,,,-,,-,ALASKA,,20201858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,18,,-,1,,1,,1,,,-,0,,,-,,-,,-,3,,3,,7,,DISTRICT OF COLUMBIA,,20201830,POINT (-77.016275 38.904785)
WASHINGTON,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,16,,25,,WASHINGTON,,20201862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,18,,-,3,,10,,26,,,-,0,,,-,,-,,-,23,,35,,92,,,NEW ENGLAND,20201802,
RHODE ISLAND,2020,18,,-,1,,,-,5,,,-,0,,,-,,-,,-,5,,3,,10,,RHODE ISLAND,,20201807,POINT (-71.534637 41.572574)
OREGON,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,18,,12,,OREGON,,20201861,POINT (-120.605279 43.940449)
DELAWARE,2020,18,,-,3,,,-,1,,,-,0,,,-,,-,,-,4,,2,,6,,DELAWARE,,20201829,POINT (-75.452394 38.994926)
ALABAMA,2020,18,,-,2,,10,,9,,,-,0,,,-,,-,,-,6,,12,,13,,ALABAMA,,20201839,POINT (-86.844516 32.756889)
KANSAS,2020,18,,-,1,,,-,9,,,-,0,,,-,2,,,-,5,,5,,11,,KANSAS,,20201822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,112,,16,,38,,NORTH CAROLINA,,20201834,POINT (-79.130883 35.52603)
GUAM,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201866,POINT (144.653198 13.3532)
NEW JERSEY,2020,18,,-,4,,13,,5,,,-,0,,,-,,-,,-,8,,,-,45,,NEW JERSEY,,20201810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,18,,-,2,,6,,11,,,-,0,,,-,,-,,-,2,,4,,5,,NEW MEXICO,,20201854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,18,1,,8,,40,,54,,,-,2,,9,,3,,6,,116,,246,,330,,,EAST NORTH CENTRAL,20201814,
TENNESSEE,2020,18,,-,3,,7,,14,,,-,0,,,-,,-,,-,10,,31,,42,,TENNESSEE,,20201842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,18,,-,1,,2,,6,,,-,0,,,-,,-,,-,8,,17,,13,,CONNECTICUT,,20201803,POINT (-72.738288 41.575155)
MARYLAND,2020,18,,-,2,,6,,11,,,-,0,,,-,,-,,-,16,,32,,68,,MARYLAND,,20201833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,18,,-,2,,4,,8,,,-,0,,,-,,-,,-,6,,10,,20,,SOUTH CAROLINA,,20201835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,15,,,-,12,,OKLAHOMA,,20201846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201865,POINT (145.725693 15.1834)
OHIO,2020,18,1,,3,,17,,16,,,-,2,,9,,2,,6,,68,,139,,140,,OHIO,,20201818,POINT (-82.70936 40.415534)
MINNESOTA,2020,18,,-,2,,,-,2,,,-,0,,,-,,-,,-,7,,18,,28,,MINNESOTA,,20201823,POINT (-94.198308 46.349153)
LOUISIANA,2020,18,,-,2,,11,,6,,,-,0,,,-,,-,,-,6,,4,,10,,LOUISIANA,,20201845,POINT (-91.840238 30.921314)
HAWAII,2020,18,,-,1,,1,,3,,,-,0,,,-,,-,,-,2,,5,,7,,HAWAII,,20201860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,18,,-,9,,52,,89,,,-,1,,1,,2,,1,,141,,228,,333,,,SOUTH ATLANTIC,20201828,
PENNSYLVANIA,2020,18,,-,2,,3,,3,,,-,0,,,-,1,,,-,29,,59,,121,,PENNSYLVANIA,,20201813,POINT (-77.838886 40.896694)
UTAH,2020,18,,-,2,,9,,8,,,-,0,,,-,1,,,-,3,,,-,9,,UTAH,,20201855,POINT (-111.678222 39.323779)
COLORADO,2020,18,,-,4,,11,,6,,,-,0,,,-,,-,,-,6,,12,,27,,COLORADO,,20201850,POINT (-105.547832 38.998552)
VERMONT,2020,18,,-,0,,,-,1,,,-,0,,,-,,-,,-,2,,1,,1,,VERMONT,,20201808,POINT (-72.662695 44.075252)
KENTUCKY,2020,18,,-,2,,2,,2,,,-,0,,,-,,-,,-,8,,7,,42,,KENTUCKY,,20201840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201867,POINT (-66.414655 18.215692)
MAINE,2020,18,,-,1,,,-,3,,,-,0,,,-,,-,,-,3,,2,,10,,MAINE,,20201804,POINT (-69.06137 45.117911)
VIRGINIA,2020,18,,-,3,,5,,8,,,-,0,,,-,,-,,-,10,,24,,39,,VIRGINIA,,20201836,POINT (-78.666382 37.510861)
ARIZONA,2020,18,,-,3,,9,,17,,,-,0,,,-,,-,,-,6,,36,,34,,ARIZONA,,20201849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201864,
WISCONSIN,2020,18,,-,2,,8,,8,,,-,0,,,-,,-,,-,16,,2,,37,,WISCONSIN,,20201819,POINT (-89.732969 44.639954)
IDAHO,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,3,,1,,7,,IDAHO,,20201851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201868,POINT (-64.840836 18.060868)
MICHIGAN,2020,18,,-,3,,7,,17,,,-,0,,,-,1,,,-,31,,42,,79,,MICHIGAN,,20201817,POINT (-85.730977 44.874798)
GEORGIA,2020,18,,-,4,,10,,23,,,-,0,,,-,,-,1,,9,,21,,9,,GEORGIA,,20201832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,18,,-,4,,10,,19,,,-,0,,,-,,-,,-,39,,49,,66,,,NEW YORK CITY,20201812,
ARKANSAS,2020,18,,-,4,,11,,13,,,-,0,,,-,,-,,-,3,,10,,14,,ARKANSAS,,20201844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,18,,-,3,,6,,11,,,-,0,,,-,,-,,-,4,,6,,11,,MISSISSIPPI,,20201841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,18,,-,1,,2,,2,,,-,0,,,-,,-,,-,3,,,-,7,,SOUTH DAKOTA,,20201827,POINT (-100.230491 44.43614)
WYOMING,2020,18,,-,0,,,-,1,,,-,0,,,-,,-,,-,1,,2,,1,,WYOMING,,20201856,POINT (-107.55145 42.999627)
MISSOURI,2020,18,,-,2,,6,,8,,,-,1,,1,,,-,,-,18,,25,,20,,MISSOURI,,20201824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,18,,-,6,,33,,41,,,-,0,,,-,2,,4,,93,,185,,305,,,MIDDLE ATLANTIC,20201809,
CALIFORNIA,2020,18,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,13,,,-,188,,CALIFORNIA,,20201859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,18,,-,2,,2,,5,,,-,0,,,-,,-,,-,7,,7,,20,,WEST VIRGINIA,,20201837,POINT (-80.613729 38.642579)
FLORIDA,2020,18,,-,6,,24,,32,,,-,1,,1,,2,,,-,17,,113,,126,,FLORIDA,,20201831,POINT (-82.420978 28.260731)
MONTANA,2020,18,,-,1,,1,,2,,,-,0,,,-,,-,,-,1,,1,,1,,MONTANA,,20201852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,18,,-,4,,8,,31,,,-,1,,1,,2,,,-,33,,68,,82,,,WEST NORTH CENTRAL,20201820,
MASSACHUSETTS,2020,18,,-,3,,8,,10,,,-,0,,,-,,-,,-,12,,6,,50,,MASSACHUSETTS,,20201805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,18,,-,4,,37,,47,,,-,0,,,-,1,,,-,13,,60,,89,,,MOUNTAIN,20201848,
INDIANA,2020,18,,-,3,,8,,13,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201816,POINT (-86.2818 39.919991)
TOTAL,2020,15,1,,40,,225,,315,,1,,2,,12,,12,,8,,336,,820,,1416,,,TOTAL,20201570,
US RESIDENTS,2020,15,1,,40,,225,,315,,1,,2,,12,,12,,8,,336,,820,,1416,,,US RESIDENTS,20201501,
NEW HAMPSHIRE,2020,15,,-,0,,,-,1,,,-,0,,,-,,-,,-,4,,6,,7,,NEW HAMPSHIRE,,20201506,POINT (-71.57139 43.680429)
NEW YORK,2020,15,,-,6,,7,,11,,,-,0,,,-,1,,3,,48,,63,,62,,NEW YORK,,20201511,POINT (-75.59655 42.921241)
PACIFIC,2020,15,,-,1,,1,,4,,,-,0,,,-,1,,,-,18,,37,,201,,,PACIFIC,20201557,
WEST SOUTH CENTRAL,2020,15,,-,19,,39,,49,,,-,2,,1,,1,,1,,25,,61,,80,,,WEST SOUTH CENTRAL,20201543,
NEBRASKA,2020,15,,-,2,,,-,2,,,-,0,,,-,,-,,-,6,,4,,5,,NEBRASKA,,20201525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,15,,-,8,,21,,26,,,-,0,,,-,,-,,-,20,,44,,83,,,EAST SOUTH CENTRAL,20201538,
NORTH DAKOTA,2020,15,,-,2,,,-,6,,,-,0,,,-,,-,,-,2,,3,,3,,NORTH DAKOTA,,20201526,POINT (-100.46931 47.446305)
NEVADA,2020,15,,-,2,,1,,1,,,-,0,,,-,,-,,-,3,,4,,4,,NEVADA,,20201553,POINT (-114.916992 39.283294)
ILLINOIS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,43,,50,,68,,ILLINOIS,,20201515,POINT (-89.148632 40.124144)
IOWA,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,8,,11,,4,,IOWA,,20201521,POINT (-93.500061 42.074659)
TEXAS,2020,15,,-,15,,17,,32,,,-,2,,1,,1,,,-,23,,54,,62,,TEXAS,,20201547,POINT (-99.317341 31.447238)
ALASKA,2020,15,,-,1,,,-,1,,,-,0,,,-,1,,,-,1,,,-,,-,ALASKA,,20201558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,15,,-,1,,1,,1,,,-,0,,,-,,-,,-,3,,4,,6,,DISTRICT OF COLUMBIA,,20201530,POINT (-77.016275 38.904785)
WASHINGTON,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,16,,22,,WASHINGTON,,20201562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,15,,-,3,,10,,24,,,-,0,,,-,,-,,-,23,,32,,83,,,NEW ENGLAND,20201502,
RHODE ISLAND,2020,15,,-,1,,,-,3,,,-,0,,,-,,-,,-,5,,3,,10,,RHODE ISLAND,,20201507,POINT (-71.534637 41.572574)
OREGON,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,4,,16,,8,,OREGON,,20201561,POINT (-120.605279 43.940449)
DELAWARE,2020,15,,-,3,,,-,,-,,-,0,,,-,,-,,-,4,,2,,4,,DELAWARE,,20201529,POINT (-75.452394 38.994926)
ALABAMA,2020,15,,-,2,,8,,6,,,-,0,,,-,,-,,-,6,,8,,10,,ALABAMA,,20201539,POINT (-86.844516 32.756889)
KANSAS,2020,15,,-,1,,,-,8,,,-,0,,,-,2,,,-,5,,4,,8,,KANSAS,,20201522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,15,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,112,,14,,29,,NORTH CAROLINA,,20201534,POINT (-79.130883 35.52603)
GUAM,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201566,POINT (144.653198 13.3532)
NEW JERSEY,2020,15,,-,4,,13,,4,,,-,0,,,-,,-,,-,8,,,-,39,,NEW JERSEY,,20201510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,15,,-,2,,5,,11,,,-,0,,,-,,-,,-,2,,4,,4,,NEW MEXICO,,20201554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,15,1,,8,,37,,44,,1,,2,,9,,3,,1,,116,,217,,297,,,EAST NORTH CENTRAL,20201514,
TENNESSEE,2020,15,,-,3,,7,,11,,,-,0,,,-,,-,,-,10,,26,,30,,TENNESSEE,,20201542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,15,,-,1,,2,,6,,,-,0,,,-,,-,,-,8,,16,,10,,CONNECTICUT,,20201503,POINT (-72.738288 41.575155)
MARYLAND,2020,15,,-,2,,5,,10,,,-,0,,,-,,-,,-,16,,30,,62,,MARYLAND,,20201533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,15,,-,2,,4,,7,,,-,0,,,-,,-,,-,6,,9,,16,,SOUTH CAROLINA,,20201535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,15,,,-,1,,OKLAHOMA,,20201546,POINT (-97.508297 35.583449)
