Permit Number,Processed Date,Issued Date,Finaled Date,Building Area,Declared Valuation,Description,Work Type,Use Code,Street Number,Pre-direction,Street name of work location,Street Suffix,Post-direction,City,State,ZIP code
269015,02/07/2002,02/07/2002,05/03/2002,3941,80000.00,,ALTER,BUSINESS BUILDING,5454,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
576138,08/03/2011,08/09/2011,,25016,8000.00,interior demolition,ALTER,BUSINESS BUILDING,8515,,GEORGIA,AVE,,SILVER SPRING,MD,20910
477318,02/05/2008,02/13/2008,05/05/2008,4452,85000.00,Interior alteration,ALTER,BUSINESS BUILDING,20201,,CENTURY,BLVD,,GERMANTOWN,MD,20874
397675,09/15/2005,09/16/2005,12/19/2005,5051,250000.00,Revision 10-11-05 ele only,ALTER,BUSINESS BUILDING,2,,BETHESDA METRO,CTR,,BETHESDA,MD,20814
582295,10/17/2011,10/31/2011,12/23/2011,2400,30000.00,Interior Alteration,ALTER,BUSINESS BUILDING,6120,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
220501,06/05/2000,06/22/2000,08/02/2000,2323,2500.00,,ALTER,BUSINESS BUILDING,4330,,EAST WEST,HWY,,BETHESDA,MD,20814
301926,04/07/2003,04/07/2003,,10082,20000.00,,ALTER,BUSINESS BUILDING,16821,,OAKMONT,AVE,,GAITHERSBURG,MD,20877
652836,10/25/2013,10/28/2013,12/05/2013,890,6404.00,interior alterations 5th floor corner office area systems furniture not part of this permit,ALTER,BUSINESS BUILDING,8515,,GEORGIA,AVE,,SILVER SPRING,MD,20910
798885,05/10/2017,05/15/2017,05/25/2017,35,1500.00,,ALTER,MULTIFAMILY DWELLING HIGH RISE,7815,,GREENWOOD,AVE,,TAKOMA PARK,MD,20912
224235,07/18/2000,07/25/2000,,1666,7520.00,,ALTER,BUSINESS BUILDING,15752,,CRABBS BRANCH,WAY,,ROCKVILLE,MD,20855
293175,11/25/2002,11/25/2002,12/20/2002,400,20000.00,,ALTER,BUSINESS BUILDING,6100,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
488236,06/20/2008,06/20/2008,,1240,10000.00,Interior Demo,ALTER,BUSINESS,18121,,GEORGIA,AVE,,OLNEY,MD,20832
609427,08/23/2012,08/30/2012,09/04/2013,1200,21000.00,,ALTER,BUSINESS BUILDING,6161,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
838107,05/18/2018,05/18/2018,07/27/2018,1323,43000.00,INTERIOR ALTERATION,ALTER,BUSINESS BUILDING,4819,,SAINT ELMO,AVE,,BETHESDA,MD,20814
849674,08/24/2018,08/31/2018,,1050,2000.00,,ALTER,BUSINESS BUILDING,7768,,WOODMONT,AVE,,BETHESDA,MD,20814
383912,05/18/2005,06/22/2005,12/12/2005,596,85000.00,"WHEATON REVITALIZATION PROGRAM-SIMPLY WIRELESS, SPACE 128A, u&o 236954",ALTER,MERCANTILE BUILDING,11160,,VEIRS MILL,RD,,SILVER SPRING,MD,20902
567544,05/05/2011,05/09/2011,,1873,1000.00,"INTERIOR ALTERATION: ADDING TWO WALLS
SUITE# C",ALTER,BUSINESS BUILDING,14021,,GEORGIA,AVE,,SILVER SPRING,MD,20906
459115,07/06/2007,07/18/2007,,590,68425.00,flr 103,ALTER,BUSINESS BUILDING,9711,,MEDICAL CENTER,DR,,ROCKVILLE,MD,20850
455079,05/31/2007,05/31/2007,,1500,16000.00,restore and repair office unit,ALTER,BUSINESS BUILDING,16821,,OAKMONT,AVE,,GAITHERSBURG,MD,20877
453417,05/15/2007,05/15/2007,,1731,10000.00,,ALTER,BUSINESS BUILDING,7600,,STANDISH,PL,,ROCKVILLE,MD,20855
366890,12/02/2004,12/21/2004,05/03/2005,607,15000.00,Wheaton Revitalization Program-Subway-Space FC-08-U&O 233443,ALTER,RESTAURANT,11160,,VEIRS MILL,RD,,SILVER SPRING,MD,20902
260822,10/15/2001,10/16/2001,02/13/2002,990,45000.00,,ALTER,BUSINESS BUILDING,20036,,GOSHEN,RD,,MONTGOMERY VILLAGE,MD,20886
625995,02/12/2013,02/20/2013,,10107,75000.00,INTERIOR ALTERATIONS,ALTER,BUSINESS BUILDING,7475,,WISCONSIN,AVE,,BETHESDA,MD,20814
259951,10/03/2001,10/03/2001,11/16/2001,3800,50000.00,U & 0 213939,ALTER,BUSINESS,15200,,SHADY GROVE,RD,,ROCKVILLE,MD,20850
591704,02/22/2012,02/24/2012,08/28/2012,10110,200000.00,interior alteration,ALTER,MERCANTILE BUILDING,4816,,BOILING BROOK,PKWY,,ROCKVILLE,MD,20852
492253,08/04/2008,08/21/2008,12/04/2008,3200,63000.00,"EXCEUTIVE PLAZA - SOUTH PLAZA BUILDING
Interior alteration",ALTER,BUSINESS BUILDING,6120,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
254950,08/01/2001,08/01/2001,09/12/2001,3900,60000.00,,ALTER,BUSINESS BUILDING,8737,,COLESVILLE,RD,,SILVER SPRING,MD,20910
285354,08/15/2002,08/15/2002,,450,2500.00,,ALTER,EDUCATIONAL,10301,,APPLE RIDGE,RD,,GAITHERSBURG,MD,20879
393676,08/10/2005,08/10/2005,10/14/2005,3650,66000.00,Suite 325 revision 10/06/05 mechanical only,ALTER,BUSINESS BUILDING,7475,,WISCONSIN,AVE,,BETHESDA,MD,20814
701560,01/26/2015,01/30/2015,05/01/2015,5794,28970.00,interior alterations,ALTER,BUSINESS BUILDING,12200,,PLUM ORCHARD,DR,,SILVER SPRING,MD,20904
704718,03/02/2015,03/02/2015,,24186,15830.00,interior alteration,ALTER,BUSINESS BUILDING,6600,,ROCKLEDGE,DR,,BETHESDA,MD,20817
481174,03/28/2008,04/09/2008,05/09/2008,2200,30000.00,"INTERIOR ALTERATION
**revision submited 4/18/08 for electrical only**",ALTER,BUSINESS BUILDING,6410,,ROCKLEDGE,DR,,BETHESDA,MD,20817
257546,08/31/2001,09/10/2001,,,1000.00,,ALTER,BUSINESS BUILDING,14301,,LAYHILL,RD,,SILVER SPRING,MD,20906
225532,08/03/2000,08/03/2000,09/22/2000,3080,22000.00,,ALTER,BUSINESS BUILDING,8611,,SECOND,AVE,,SILVER SPRING,MD,20910
412973,02/24/2006,03/03/2006,05/26/2006,3500,40000.00,,ALTER,BUSINESS BUILDING,4016,,BLACKBURN,LN,,BURTONSVILLE,MD,20866
329524,01/13/2004,02/24/2004,10/07/2004,1160,80000.00,Interior alteration revison to permit 287148,ALTER,BANK,11249,,GRANDVIEW,AVE,,WHEATON,MD,20902
823541,12/27/2017,12/27/2017,01/24/2018,5523,20000.00,INTERIOR DEMOLITION OF SUITE 1334 AT MONTGOMERY MALL,ALTER,MERCANTILE BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
282035,07/08/2002,07/25/2002,10/24/2002,31000,559384.00,,ALTER,BUSINESS BUILDING,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
343963,05/11/2004,05/11/2004,,4500,11250.00,13th fl,ALTER,BUSINESS BUILDING,8403,,COLESVILLE,RD,,SILVER SPRING,MD,20910
480463,03/20/2008,05/02/2008,08/25/2008,5378,161340.00,interior alteration-phase 3 REVISION 6/2/08,ALTER,BUSINESS BUILDING,10401,,FERNWOOD,RD,,BETHESDA,MD,20817
867706,03/01/2019,03/01/2019,,1981,27830.00,1981 SF interior alteration Systems Furniture,ALTER,BUSINESS BUILDING,4520,,EAST WEST,HWY,,BETHESDA,MD,20814
273425,04/02/2002,04/02/2002,04/04/2002,,4155.55,Dividing Wall/ U&O 216392,ALTER,MERCANTILE,15523,,NEW HAMPSHIRE,AVE,,SILVER SPRING,MD,20905
411501,02/09/2006,02/09/2006,07/14/2006,1182,25000.00,Suite 204,ALTER,BUSINESS,20528,,BOLAND FARM,RD,,GERMANTOWN,MD,20876
854133,10/05/2018,10/05/2018,10/29/2018,15611,49614.00,ALTERATION:&nbsp; 15611 square feet.&nbsp; 5th FLOOR,ALTER,BUSINESS BUILDING,8484,,GEORGIA,AVE,,SILVER SPRING,MD,20910
598313,05/08/2012,05/09/2012,06/12/2012,1350,18000.00,5th floor,ALTER,BUSINESS BUILDING,6905,,ROCKLEDGE,DR,,BETHESDA,MD,20817
464839,09/06/2007,09/06/2007,11/13/2007,1310,50000.00,Business Office,ALTER,BUSINESS BUILDING,23208,,BREWERS TAVERN,WAY,,CLARKSBURG,MD,20871
529204,01/13/2010,01/13/2010,07/19/2010,12000,15000.00,interior alteration (Demo Only),ALTER,MULTI-FAMILY DWELLING,14201,,GEORGIA AVE,,,SILVER SPRING,MD,20906
683779,08/11/2014,08/11/2014,11/17/2014,1240,30000.00,INTERIOR ALTERATIONS,ALTER,MERCANTILE BUILDING,18109,,TOWN CENTER,DR,,OLNEY,MD,20832
252721,07/05/2001,07/12/2001,,,,,ALTER,BUSINESS BUILDING,4601,N,PARK,AVE,,CHEVY CHASE,MD,20815
284663,08/07/2002,09/06/2002,09/30/2002,4915,69000.00,,ALTER,STORAGE BUILDING,12158,,TECH,RD,,SILVER SPRING,MD,20904
465585,09/14/2007,09/21/2007,,1132,5000.00,interior alteration,ALTER,BUSINESS BUILDING,7475,,WISCONSIN,AVE,,BETHESDA,MD,20814
400739,10/13/2005,10/26/2005,11/29/2005,1454,93000.00,Space 2490,ALTER,MERCANTILE BUILDING,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
420885,05/12/2006,05/15/2006,09/06/2006,1102,30000.00,interior alteration,ALTER,BUSINESS BUILDING,9945,,FALLS,RD,,POTOMAC,MD,20854
255723,08/09/2001,08/09/2001,12/07/2001,2589,80000.00,,ALTER,BUSINESS BUILDING,4515,,WILLARD,AVE,,CHEVY CHASE,MD,20815
416822,04/05/2006,05/02/2006,06/30/2006,,135000.00,"SOLSTICE STORE
Alteration to a mercantile.",ALTER,MERCANTILE,7101,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
513949,06/16/2009,06/25/2009,08/28/2009,1400,12000.00,"Interior alterations
6th floor- Suites 643 & 634",ALTER,BUSINESS BUILDING,6120,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
253818,07/19/2001,08/13/2001,10/03/2001,1638,22200.00,M-2001-213 2 REMOTE EXITS 1017.2  AND 1006.4.1,ALTER,MERCANTILE,5268,,NICHOLSON,LN,,KENSINGTON,MD,20895
287066,09/09/2002,09/09/2002,10/04/2002,,20000.00,,ALTER,BUSINESS,7920,,NORFOLK,AVE,,BETHESDA,MD,20814
772942,09/20/2016,09/23/2016,12/12/2016,1196,97980.00,interior alteration,ALTER,BUSINESS BUILDING,6720,,ROCKLEDGE,DR,,ROCKVILLE,MD,20817
408933,01/13/2006,01/13/2006,03/08/2006,166,4000.00,Business Offices 1st floor - for Lindsey Ford - Motor Vehicle Show Room,ALTER,BUSINESS BUILDING,11290,,VEIRS MILL,RD,,WHEATON,MD,
265308,12/10/2001,12/11/2001,01/04/2002,4200,20000.00,,ALTER,MERCANTILE BUILDING,8200,,GEORGIA,AVE,,SILVER SPRING,MD,20910
433557,09/19/2006,10/10/2006,04/12/2007,844,25000.00,,ALTER,BUSINESS BUILDING,8700,,GEORGIA,AVE,,SILVER SPRING,MD,20910
401411,10/19/2005,11/21/2005,02/21/2006,5890,340000.00,,ALTER,BUSINESS BUILDING,12200,,PLUM ORCHARD,DR,,SILVER SPRING,MD,20904
336017,03/02/2004,03/05/2004,04/22/2004,2990,34000.00,Beauty Shop,ALTER,BUSINESS,6931,,ARLINGTON,RD,,BETHESDA,MD,20814
435930,10/13/2006,10/13/2006,11/24/2006,2500,65000.00,Interior alteration.,ALTER,BUSINESS BUILDING,11800,,TECH,RD,,SILVER SPRING,MD,20904
329438,01/12/2004,01/12/2004,04/01/2004,3868,88000.00,,ALTER,BUSINESS BUILDING,4416,,EAST WEST,HWY,,BETHESDA,MD,20814
242079,03/06/2001,03/07/2001,04/16/2001,7942,52000.00,,ALTER,BUSINESS BUILDING,4600,,EAST WEST,HWY,,BETHESDA,MD,20814
576444,08/05/2011,,,1530,1500.00,ADDING PARTITION WALLS TO CREATE STORAGE & OFFICE SPACE- 1ST FLOOR.,ALTER,MERCANTILE BUILDING,10730,,CONNECTICUT,AVE,,KENSINGTON,MD,20895
562006,03/01/2011,03/16/2011,04/18/2011,5003,40000.00,interior alteration,ALTER,BUSINESS BUILDING,15810,,GAITHER,DR,,GAITHERSBURG,MD,20877
801016,05/31/2017,05/31/2017,10/02/2017,2401,37630.00,"Interior Alteration

REVISION: MECHANICAL- APPROVED ON 8/30/2017",ALTER,BUSINESS BUILDING,8555,,16TH,ST,,SILVER SPRING,MD,20910
470716,11/09/2007,11/09/2007,12/18/2007,1158,15000.00,interior alteration-2nd floor,ALTER,BUSINESS BUILDING,4922,,FAIRMONT,AVE,,BETHESDA,MD,20814
405513,12/02/2005,12/07/2005,04/03/2006,9418,380000.00,Bank - 3rd Floor,ALTER,BANK,7501,,WISCONSIN,AVE,,BETHESDA,MD,20814
333103,02/20/2004,02/20/2004,05/06/2004,2021,36125.00,"National cancer institute, 6th fl",ALTER,BUSINESS BUILDING,6120,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
473612,12/10/2007,12/12/2007,03/19/2008,3925,45000.00,ground flr,ALTER,BUSINESS BUILDING,4916,,FAIRMONT,AVE,,BETHESDA,MD,20814
634093,05/07/2013,05/07/2013,06/26/2013,250,5000.00,Suite 200,ALTER,BUSINESS BUILDING,9605,,MEDICAL CENTER,DR,,ROCKVILLE,MD,20850
257552,08/31/2001,09/14/2001,01/10/2002,,50000.00,,ALTER,BUSINESS BUILDING,1111,,SPRING,ST,,SILVER SPRING,MD,20910
223760,07/12/2000,07/12/2000,,641,3100.00,,ALTER,BUSINESS BUILDING,5400,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
423990,06/12/2006,06/14/2006,08/25/2006,6862,78500.00,5th floor,ALTER,BUSINESS BUILDING,11200,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
369959,01/07/2005,01/11/2005,04/11/2005,4383,120000.00,Suite 201,ALTER,BUSINESS,20400,,OBSERVATION,DR,,GERMANTOWN,MD,20876
286146,08/26/2002,08/29/2002,12/27/2002,132,18000.00,,ALTER,ASSEMBLY BUILDING,10651,,SOUTH GLEN,RD,,POTOMAC,MD,
306734,05/22/2003,,11/03/2003,,,,ALTER,BUSINESS BUILDING,8401,,CONNECTICUT,AVE,,CHEVY CHASE,MD,20815
633545,05/02/2013,05/23/2013,09/04/2013,4198,99219.00,INTERIOR ALTERATIONS TO COMMERCIAL BUILDING,ALTER,BUSINESS BUILDING,12530,,PARKLAWN,DR,,ROCKVILLE,MD,20852
367415,12/08/2004,12/22/2004,05/06/2005,4965,250000.00,WHEATON REVITALIZATION PROGRAM-SHOE CITY-SUITE 167-U&O 233352,ALTER,MERCANTILE BUILDING,11160,,VEIRS MILL,RD,,SILVER SPRING,MD,20902
476990,01/31/2008,01/31/2008,06/25/2008,1344,57000.00,Restore and repair / UNIT 801,ALTER,MULTI-FAMILY DWELLING,10201,,GROSVENOR,PL,,ROCKVILLE,MD,20852
482083,04/09/2008,04/10/2008,07/10/2008,115,25000.00,,ALTER,MULTI-FAMILY DWELLING,7405,,ARLINGTON,RD,,BETHESDA,MD,20814
660233,01/13/2014,,,1000,14000.00,INTERIOR ALTERATIONS,ALTER,BUSINESS BUILDING,9609,,MEDICAL CENTER,DR,,ROCKVILLE,MD,20850
866829,02/21/2019,,,7437,700000.00,SECOND FLOOR ALTER,ALTER,BUSINESS BUILDING,4809,,BETHESDA,AVE,,BETHESDA,MD,20814
405389,12/01/2005,12/02/2005,03/09/2006,261.41,35000.00,Third Floor  Suite 330,ALTER,BUSINESS BUILDING,4922,,FAIRMONT,AVE,,BETHESDA,MD,20814
706900,03/24/2015,03/30/2015,07/23/2015,450,10000.00,INTERIOR ALTERATIONS,ALTER,MERCANTILE BUILDING,22750,,NEW CUT,RD,,CLARKSBURG,MD,20871
211165,02/09/2000,02/22/2000,05/17/2000,7597,32000.00,,ALTER,BUSINESS BUILDING,11900,,PARKLAWN,DR,,ROCKVILLE,MD,20852
814280,09/22/2017,09/22/2017,,800,65000.00,Interior Alterations - ADA Upgrades,ALTER,BUSINESS BUILDING,2601,W,UNIVERSITY,BLVD,,SILVER SPRING,MD,20902
374370,02/22/2005,03/04/2005,04/22/2005,1189,18000.00,,ALTER,MERCANTILE BUILDING,13503,,CONNECTICUT,AVE,,SILVER SPRING,MD,20906
611604,09/13/2012,09/26/2012,11/21/2012,610,25000.00,INTERIOR ALTERATIONS TO COMMERCIAL BUILDING,ALTER,COMMERCIAL MISCELLANEOUS STRUC,11921,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
768645,08/18/2016,09/19/2016,,4688,35000.00,alter systems furniture only,ALTER,BUSINESS BUILDING,12601,,TWINBROOK,PKWY,,ROCKVILLE,MD,20852
225540,08/03/2000,08/10/2000,10/12/2000,1925,10000.00,4th floor,ALTER,BUSINESS BUILDING,5400,,WISCONSIN,AVE,,CHEVY CHASE,MD,20815
860158,12/05/2018,12/12/2018,02/21/2019,6113,70000.00,INTERIOR DEMOLITION ONLY&nbsp;,ALTER,BUSINESS BUILDING,21044,,FREDERICK,RD,,GERMANTOWN,MD,20876
259250,09/25/2001,09/25/2001,12/04/2001,3576,25000.00,,ALTER,BUSINESS BUILDING,6120,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
430316,08/15/2006,08/23/2006,09/22/2006,3065,43000.00,Business Office,ALTER,BUSINESS BUILDING,9600,,BLACKWELL,RD,,ROCKVILLE,MD,20850
353518,07/30/2004,08/04/2004,,1500,20000.00,Riderwood Village,ALTER,BUSINESS BUILDING,3110,,GRACEFIELD,RD,,SILVER SPRING,MD,20904
593517,03/14/2012,03/16/2012,03/20/2013,2263,4000.00,INTERIOR DEMO FOR Exiting B Use Bank Building for planed Laundrymat B use Occupancy,ALTER,BUSINESS BUILDING,12801,,WISTERIA,DR,,GERMANTOWN,MD,20874
235751,11/28/2000,02/28/2001,08/01/2001,1595,50000.00,M-2001-037,ALTER,RESTAURANT,5556,,NORBECK,RD,,ROCKVILLE,MD,20853
713447,05/20/2015,05/22/2015,08/05/2015,6182,200000.00,INTERIOR ALTERATIONS,ALTER,BUSINESS BUILDING,9600,,BLACKWELL,RD,,ROCKVILLE,MD,20850
376226,03/10/2005,,,2303,50000.00,Suite 375,ALTER,BUSINESS,10411,,MOTOR CITY,DR,,BETHESDA,MD,20817
475469,01/09/2008,01/09/2008,02/20/2008,432,10000.00,interior alteration,ALTER,BUSINESS BUILDING,7620,,STANDISH,PL,,ROCKVILLE,MD,20855
280248,06/17/2002,06/17/2002,08/26/2002,2534,2500.00,,ALTER,BUSINESS,11249,,NEW HAMPSHIRE,AVE,,SILVER SPRING,MD,20904
503564,01/14/2009,01/16/2009,03/23/2009,20,9691.00,interior alteration,ALTER,BUSINESS,12231,,WILKINS,AVE,,ROCKVILLE,MD,20852
243166,03/19/2001,03/19/2001,,1760,6000.00,,ALTER,BUSINESS BUILDING,8630,,FENTON,ST,,SILVER SPRING,MD,20910
734072,10/28/2015,11/12/2015,11/15/2016,2182,174074.00,COMFAST,ALTER,BUSINESS BUILDING,4800,,HAMPDEN,LN,,BETHESDA,MD,20814
238229,01/10/2001,01/10/2001,02/23/2001,1956,35000.00,,ALTER,BUSINESS BUILDING,20250,,CENTURY,BLVD,,GERMANTOWN,MD,20874
367907,12/14/2004,01/11/2005,05/05/2005,695,100000.00,WHEATON REVITALIZATION PROGRAM-SBARRO-SPACE FC6-U&O 233252,ALTER,RESTAURANT,11160,,VEIRS MILL,RD,,SILVER SPRING,MD,20902
403613,11/14/2005,11/18/2005,11/02/2006,1997,24000.00,,ALTER,BUSINESS BUILDING,12530,,PARKLAWN,DR,,ROCKVILLE,MD,20852
676153,06/11/2014,06/11/2014,08/30/2014,14048,21300.00,INTERIOR ALTERATIONS,ALTER,BUSINESS BUILDING,11300,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
629416,03/22/2013,03/26/2013,07/01/2013,948,114668.00,"BATHROOM RENOVATION ON ONE FLOOR

REVISION - 5/8/13 - ELEC/ ARCH / MECH/ STRUC CHANGES 

REVISION - 5/13/13 - ELEC/MECH/ARCH CHANGES",ALTER,BUSINESS BUILDING,7450,,WISCONSIN,AVE,,BETHESDA,MD,20814
279478,06/06/2002,06/06/2002,03/19/2003,,100000.00,,ALTER,BUSINESS,10801,,LOCKWOOD,DR,,SILVER SPRING,MD,20901
739524,12/17/2015,12/17/2015,01/17/2016,2680,65000.00,COMFAST,ALTER,BUSINESS BUILDING,6707,,DEMOCRACY,BLVD,,BETHESDA,MD,20817
462563,08/10/2007,08/10/2007,11/09/2007,1660,20000.00,"Revision for adding rated wall plus door, and detail storage shelves. 10/29/07.",ALTER,STORAGE BUILDING,12326,,WILKINS,AVE,,ROCKVILLE,MD,20852
643176,07/25/2013,07/25/2013,02/26/2014,19762,50000.00,INTERIOR DEMO TO COMMERCIAL BUILDING,ALTER,BUSINESS BUILDING,400,E,GUDE,DR,,ROCKVILLE,MD,20855
573987,07/12/2011,07/29/2011,08/26/2011,1075,40000.00,INTERIOR ONLY,ALTER,BUSINESS BUILDING,1300,,SPRING,ST,,SILVER SPRING,MD,20910
435950,10/13/2006,10/13/2006,,2400,450.00,interior alteration,ALTER,BUSINESS BUILDING,7700,,WISCONSIN,AVE,,BETHESDA,MD,20814
266451,12/28/2001,12/28/2001,07/01/2002,430,200.00,,ALTER,BUSINESS BUILDING,24,,VITAL,WAY,,SILVER SPRING,MD,20904
537778,05/13/2010,05/21/2010,06/10/2011,250,5000.00,Suite 500,ALTER,BUSINESS BUILDING,4550,,MONTGOMERY,AVE,,BETHESDA,MD,20814
730497,09/30/2015,09/30/2015,11/09/2015,9172,55365.00,system furniture 9th flr,ALTER,BUSINESS BUILDING,5600,,FISHERS,LN,,ROCKVILLE,MD,20852
328419,12/24/2003,12/24/2003,02/20/2004,960,10000.00,,ALTER,MERCANTILE,18159,,VILLAGE CENTER,DR,,OLNEY,MD,20832
867878,03/04/2019,03/06/2019,04/15/2019,2802,45000.00,ALTERATION:&nbsp; SUITE 725,ALTER,BUSINESS BUILDING,5515,,SECURITY,BLVD,,ROCKVILLE,MD,20852
537837,05/13/2010,05/13/2010,,3780,40000.00,Suite 400,ALTER,BUSINESS BUILDING,8401,,CONNECTICUT,AVE,,CHEVY CHASE,MD,20815
747439,03/09/2016,,,3835,70000.00,COMFAST,ALTER,BUSINESS BUILDING,15800,,CRABBS BRANCH,WAY,,ROCKVILLE,MD,20855
672850,05/15/2014,05/15/2014,06/12/2014,150,30000.00,INTERIOR ALTERATIONS,ALTER,BUSINESS BUILDING,7300,,CALHOUN,PL,,ROCKVILLE,MD,20855
407393,12/23/2005,01/03/2006,03/02/2006,3500,25000.00,Floor J,ALTER,ASSEMBLY BUILDING,11910,,PARKLAWN,DR,,ROCKVILLE,MD,20852
272075,03/18/2002,03/18/2002,04/15/2002,2116,25000.00,,ALTER,BUSINESS BUILDING,801,,ROEDER,RD,,SILVER SPRING,MD,20910
236883,12/14/2000,12/15/2000,02/07/2001,2368,25000.00,,ALTER,BUSINESS BUILDING,6116,,EXECUTIVE,BLVD,,ROCKVILLE,MD,20852
599500,05/18/2012,05/18/2012,,0,0.00,"Interior Demolition Only
1st Floor",ALTER,RESTAURANT,4866,,CORDELL,AVE,,BETHESDA,MD,20814
230302,09/19/2000,09/29/2000,11/08/2000,1100,13000.00,,ALTER,BUSINESS BUILDING,10313,,GEORGIA,AVE,,SILVER SPRING,MD,20902
250724,06/13/2001,06/13/2001,,1320,7500.00,,ALTER,BUSINESS BUILDING,6550,,ROCK SPRING,DR,,BETHESDA,MD,20817
337731,03/19/2004,04/09/2004,10/15/2004,9900,288000.00,,ALTER,BUSINESS BUILDING,4550,,MONTGOMERY,AVE,,BETHESDA,MD,20814
499450,11/05/2008,11/05/2008,01/30/2009,7225,225000.00,interior alteration/demo,ALTER,BUSINESS BUILDING,15810,,GAITHER,DR,,GAITHERSBURG,MD,20877
481764,04/04/2008,04/11/2008,04/21/2008,21302,20000.00,furniture permit,ALTER,BUSINESS BUILDING,4900,,ROCKMERE,CT,,BETHESDA,MD,20816
393759,08/10/2005,09/16/2005,,4013,175000.00,ASHLEY STEWART @ Wheaton Mall - #P187-U&O 240995,ALTER,MERCANTILE BUILDING,11160,,VEIRS MILL,RD,,SILVER SPRING,MD,20902
501032,11/26/2008,11/26/2008,,840,5000.00,,ALTER,MERCANTILE,4007,,NORBECK,RD,,ROCKVILLE,MD,20853
315071,08/08/2003,08/08/2003,,20000,34500.00,1st Floor,ALTER,BUSINESS BUILDING,22300,,COMSAT,DR,,CLARKSBURG,MD,20871
453532,05/16/2007,05/18/2007,10/08/2007,1469,80000.00,"Upscale Care Pharmacy
Interior Alteration",ALTER,MERCANTILE BUILDING,930,,WAYNE,AVE,,SILVER SPRING,MD,20910
746805,03/03/2016,03/03/2016,05/02/2016,1875,6000.00,"ALTER

- SUITE A &amp; B",ALTER,BUSINESS BUILDING,11908,,DARNESTOWN,RD,,ROCKVILLE,MD,20878
211824,02/18/2000,02/23/2000,,,60000.00,WOMEN'S APPAREL STORE-SPACE H-7,ALTER,BUSINESS BUILDING,11160,,VEIRS MILL,RD,,SILVER SPRING,MD,20902
424451,06/15/2006,06/19/2006,08/18/2006,332,11600.00,,ALTER,BUSINESS BUILDING,4350,,EAST WEST,HWY,,BETHESDA,MD,20814
759343,06/13/2016,06/14/2016,,4688,144000.00,interior alteration,ALTER,BUSINESS BUILDING,12601,,TWINBROOK,PKWY,,ROCKVILLE,MD,20852
331750,02/06/2004,03/25/2004,08/24/2004,8300,60000.00,PEREGRINE SOLUTIONS,ALTER,BUSINESS BUILDING,6550,,ROCK SPRING,DR,,BETHESDA,MD,20817
298948,02/27/2003,03/11/2003,04/22/2003,,,7th flr Ste 720,ALTER,BUSINESS BUILDING,7501,,WISCONSIN,AVE,,BETHESDA,MD,20814
300395,03/19/2003,03/25/2003,01/23/2004,7400,200000.00,Fire Job - Restore/Repair,ALTER,MULTI-FAMILY DWELLING,2219,,GEORGIAN WOODS,PL,,,MD,
474721,12/27/2007,12/27/2007,02/29/2008,1500,20000.00,Interior Alterations,ALTER,BUSINESS BUILDING,18310,,MONTGOMERY VILLAGE,AVE,,MONTGOMERY VILLAGE,MD,20886
512367,05/26/2009,06/09/2009,12/04/2009,2128,28600.00,Alteration    RIVISION 10/06/2009,ALTER,BUSINESS BUILDING,20020,,CENTURY,BLVD,,GERMANTOWN,MD,20874
850414,08/30/2018,08/30/2018,,260,11000.00,,ALTER,BUSINESS BUILDING,640,E,UNIVERSITY,BLVD,,SILVER SPRING,MD,20901
499504,11/05/2008,,,3400,204700.00,6th Floor,ALTER,BUSINESS,7500,,OLD GEORGETOWN,RD,,BETHESDA,MD,20814
603757,06/29/2012,07/03/2012,,18176,20000.00,Interior altera\tion- commercial fast track i,ALTER,BUSINESS BUILDING,8518,,FENTON,ST,,SILVER SPRING,MD,20910
377200,03/21/2005,03/28/2005,04/08/2005,5555,89500.00,,ALTER,BUSINESS BUILDING,6550,,ROCK SPRING,DR,,BETHESDA,MD,20817
487045,06/06/2008,06/06/2008,,11645,20000.00,"WRIT - ONE CENTRAL PLAZA - SUITE 404/407
Interior Demolition",ALTER,BUSINESS BUILDING,11300,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852
258529,09/17/2001,09/21/2001,,2920,60000.00,,ALTER,BUSINESS BUILDING,7600,,WISCONSIN,AVE,,BETHESDA,MD,20814
315499,08/13/2003,08/13/2003,,136,1700.00,,ALTER,EDUCATIONAL BUILDING,300,,OLNEY-SANDY SPRING,RD,,SANDY SPRING,MD,20860
