the_geom,OBJECTID,StreetName,GISID,GlobalID,Route Number,Lane Width,Barrier,Two Way,Contraflow,Neutral Ground,Divided Roadway,Install Year,Install Quarter,Update Year,Road Diet,Notes,created_user,created_date,last_edited_user,last_edited_date,Plan Source,RouteName,FacilityType,Status,Length of Segment(miles),LENGTH_LANE,LENGTH_ROUTE,ComfortLevel,Shape_Length
"MULTILINESTRING ((-90.095522176461 29.979163365907, -90.095682322146 29.979274095004, -90.095756969774 29.979325709352, -90.095782421064 29.979342681286, -90.096856562676 29.980058929122, -90.097792471283 29.980685621347, -90.098735785255 29.981318904691, -90.099295988386 29.981693141792, -90.099538766045 29.981857363033, -90.099647940601 29.981928869764, -90.099869311204 29.982074899423, -90.100382292791 29.982416472705, -90.100461432765 29.982469168464, -90.100572521489 29.982545143902, -90.101379655966 29.983084195328, -90.101496446479 29.983164507984))",44716,ORLEANS AVE,1169,{934E0981-5860-450E-9A74-07E18D212653},,,,0,,True,1,2011,1Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:32:55 PM +0000,2030,,Shared Lane,Completed,0.45196243,0.45196243,0.22598122,,2386.3616607199806
"MULTILINESTRING ((-90.002853497413 30.027181887483, -90.002832204409 30.02709255694, -90.002802310205 30.026967142538, -90.002695172459 30.026517664363, -90.002554230632 30.025878333081, -90.002528146804 30.025766875711, -90.002516064997 30.025724354467, -90.002489878488 30.025639783242, -90.002460848201 30.025555896025, -90.002434592151 30.025486561754, -90.002398664539 30.025399677991, -90.0023804727 30.025358640485, -90.002328008539 30.025255234928, -90.002278561654 30.025162236333, -90.002238673697 30.025091113147, -90.002197730538 30.025018108968, -90.002134999535 30.024928104938, -90.002067718649 30.024842713964, -90.001989468001 30.024748416254, -90.001944555537 30.024696583161, -90.001894678253 30.024641997687, -90.001804992516 30.024549588077, -90.001659494409 30.024411343942, -90.001146237038 30.024008003139, -90.001002133906 30.023894758579, -90.000809349815 30.023726111816, -90.000633257012 30.023538142927, -90.000598193729 30.023497765342, -90.000579059078 30.02347591737, -90.000505704749 30.023392159363, -90.000446902578 30.023321707571, -90.000390666344 30.02324537937, -90.000336409871 30.023168011972, -90.000315633901 30.023137258621, -90.000286266151 30.023089661259, -90.00021403179 30.022967850442, -90.00016097785 30.022871828102, -90.000107928313 30.022766256632, -89.999958028567 30.02249451422, -89.999786381874 30.022122996227, -89.999746188736 30.022035998987))",45100,MAYO RD,1250,{EB013AC7-5A47-4F60-8813-3F5C6962B4C8},,,,0,,1,1,2016,2Q,,,,KRODRIGUEZ,02/16/2018 07:49:30 PM +0000,KRODRIGUEZ,04/17/2019 03:24:05 PM +0000,2013,,Bike Lane,Completed,0.41067356,0.41067356,0.20533678,,2168.3563537022278
"MULTILINESTRING ((-90.116555211807 29.930313075507, -90.116537683602 29.930370587341, -90.116440527217 29.930642591574, -90.116427674025 29.930678575291, -90.116362042617 29.930862322909, -90.116345667898 29.930907280973, -90.116345650743 29.930907328632, -90.116160710484 29.931415090758, -90.116067260161 29.931673438595, -90.115942503301 29.932025682828, -90.115716616322 29.932652525618, -90.115661958989 29.93280420283, -90.115512864848 29.933204244188, -90.115476689979 29.933299707748, -90.114559442873 29.935809595951, -90.114523188152 29.935922217941, -90.114211198071 29.936773142029, -90.114181668032 29.936856647326, -90.113883517112 29.93766627491, -90.113758529484 29.938002419078, -90.113668636128 29.938253338467, -90.113572724226 29.938558369854, -90.11353211732 29.938648977477, -90.113465203218 29.938839419714, -90.11338921822 29.939047075286, -90.113349972266 29.939150129952, -90.113233362459 29.939444770375, -90.11294506386 29.940261386388, -90.112910370775 29.94034344594, -90.112501074835 29.941479334301, -90.112230991197 29.94221321211), (-90.112230991197 29.94221321211, -90.112022276398 29.942596188784, -90.112006421775 29.942628636325, -90.111981604167 29.942703141831, -90.111935135439 29.942839483392, -90.111892111556 29.942971814042), (-90.112230991197 29.94221321211, -90.11214811144 29.942585650434, -90.112120073361 29.942697895055, -90.112096540382 29.942769609288, -90.112052337832 29.942898637729, -90.112058947191 29.94288416783, -90.112032462659 29.9429575761, -90.112007914349 29.943035043409))",44699,NASHVILLE AVE,1157,{45002BDE-3C14-4D3A-843A-A71DA2F016E2},,,,1,,False,0,2013,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:32:10 PM +0000,NOTMP,,Shared Lane,Completed,0.97634444,1.95268888,0.97634444,,5155.0986891018092
"MULTILINESTRING ((-90.053792186285 29.939749542217, -90.053856365921 29.940201738545, -90.05387971455 29.940331210233, -90.053965671309 29.940787302054, -90.054003893317 29.940900447206, -90.054050302817 29.941062619798, -90.054103431263 29.94125940954, -90.054170778697 29.941501834304, -90.054324569491 29.942019322583, -90.054341174142 29.942071512052, -90.054351275665 29.942124948341, -90.054354758614 29.942179019518, -90.054354827118 29.942183940049, -90.0543525333 29.942231565469, -90.054390315824 29.942521992775, -90.054415823101 29.942777201247, -90.054418878836 29.942833490458, -90.05441684387 29.942875873723, -90.054408684237 29.942917694008, -90.054394529701 29.942958283117, -90.054308556745 29.943167239498, -90.05430435666 29.943179303899, -90.054295775437 29.943203171097, -90.054291987185 29.943227962759, -90.054293102726 29.943252953669, -90.054299089986 29.943277413609, -90.054309773722 29.943300628112, -90.054355619473 29.943366347478, -90.054391970916 29.943439156293, -90.054516929261 29.943733779067, -90.05455249182 29.943824836803, -90.054572523369 29.943889921735, -90.054634800186 29.944203762557, -90.054647595338 29.944273229653, -90.054653754735 29.944294939441, -90.054663348369 29.944315682031, -90.054676187765 29.944335047781, -90.054680476988 29.944340444205, -90.054685662189 29.944345205143, -90.054691621489 29.944349221144, -90.054698215215 29.944352397017, -90.054705289972 29.944354657289, -90.054712677564 29.944355949802, -90.054720205373 29.944356244004, -90.05472769529 29.944355533656, -90.05473179563 29.944409711853, -90.054823153095 29.945571395044, -90.054856086255 29.945993499681, -90.054892313596 29.946618782482, -90.054932770921 29.947282354564, -90.055001026498 29.948373470297, -90.055024472687 29.949025391516, -90.055043377586 29.949389855068, -90.055064428582 29.949709973191, -90.055287327763 29.950075905837, -90.055367030441 29.950230890019, -90.055388901066 29.950291497705, -90.055405179858 29.950353426076, -90.055415764075 29.95041628347, -90.05542058624 29.950479674959, -90.055418199613 29.950524864322, -90.055408931963 29.950569376044, -90.055392949861 29.950612418682, -90.055370535564 29.950653228081, -90.055342088931 29.950691080021, -90.055289748464 29.950753642918, -90.055105938288 29.95096861091, -90.055081456798 29.950998588757, -90.05506317154 29.951031749414, -90.055051613903 29.951067130853, -90.055047118205 29.951103707783, -90.055047672538 29.951124084615, -90.055058423364 29.951518777443, -90.055131403943 29.95329774402))",45006,MRT WEST,1133,{4BC8B25F-46A5-4FA0-8780-3362246E50A6},,,,1,,False,0,2004,,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:56:24 PM +0000,NOTMP,MRT West,Shared Use Path,Completed,0.95627173,1.91254346,0.95627173,,5049.1147384285041
"MULTILINESTRING ((-90.118932561982 29.921556992733, -90.118806794068 29.922028164976, -90.118710032961 29.922390661826, -90.118694720888 29.922463996062, -90.11869278735 29.922473256718, -90.118440803993 29.923381946923, -90.118209731006 29.92429321072, -90.118178583243 29.924385875891, -90.117960851621 29.925204498995, -90.117934393564 29.925289320159, -90.117714491458 29.926120925643, -90.117688547799 29.926213395176, -90.117495892016 29.926965099043, -90.117477802854 29.927040183024, -90.117459299061 29.927116990936, -90.117245268669 29.927947961385, -90.117221372009 29.928037785458, -90.116989058623 29.928857709159, -90.116973407851 29.928940886027, -90.116808056149 29.929483443292, -90.116807926663 29.929483868848, -90.116787747693 29.929550080741, -90.116609085752 29.930136304231, -90.116555211807 29.930313075507))",44700,NASHVILLE AVE,1156,{96B7BF35-5A92-492B-97FF-06D53713E684},,,,1,,False,0,2013,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:32:10 PM +0000,NOTMP,,Shared Lane,Completed,0.61980233,1.23960466,0.61980233,,3272.5563437988076
"MULTILINESTRING ((-90.000623462741 30.023864450755, -90.000543155684 30.023894992055, -90.000523956927 30.023905083093, -90.000454340331 30.023941678209, -90.000364756735 30.023985718422, -90.000291835517 30.024019069883, -90.000217821199 30.024050656312, -90.000142777215 30.024080386322, -90.000071311636 30.024106752037, -89.999938267693 30.024150858053, -89.99986338515 30.024173078517, -89.999787876382 30.024193512507, -89.999650549643 30.024225718722, -89.999542632099 30.024246842026, -89.999466241032 30.024259436485, -89.999229445472 30.024292072765, -89.999124195907 30.024306036536, -89.998574426534 30.024388236032, -89.998362397175 30.024420846623, -89.998251869316 30.024440432085, -89.998089862545 30.024472931389, -89.997920030675 30.024512097073, -89.997750765624 30.024554295253, -89.99761917571 30.024590585081, -89.997431275226 30.024646587328, -89.997247752915 30.024707472366, -89.997153229095 30.024741355361, -89.997042825517 30.024782026076, -89.996368520848 30.025040223542, -89.996230432434 30.025093412353, -89.995321505453 30.02544350799, -89.995248310525 30.025471937672, -89.994452189208 30.025777633791, -89.994385990408 30.025800807395, -89.994285987823 30.025840725363, -89.994103135108 30.025912507228, -89.994019834275 30.025948131551, -89.993931547609 30.025989362961, -89.993844445116 30.026032741926, -89.993812113261 30.02605012281, -89.993772035582 30.02607388031, -89.993630140696 30.026160751069, -89.993568929423 30.026199761243, -89.993524299154 30.02622820452, -89.992804644985 30.026738250493, -89.992755783701 30.026772880304, -89.992661476089 30.026829824983, -89.992597643924 30.026865441823, -89.992500283446 30.026914923673, -89.992418652307 30.026954654683, -89.992109939506 30.027094508859, -89.992034600668 30.027122757043, -89.991821397601 30.027202698508, -89.991721865069 30.027240018219, -89.991178385381 30.027459165604, -89.991123508453 30.027481236777, -89.991087108684 30.027495876978, -89.990575246077 30.027703242619, -89.990483845424 30.0277402708, -89.990371451498 30.027785383486, -89.990248216771 30.027832910836, -89.99013142637 30.02787209687, -89.990045898975 30.027898981393, -89.989817109543 30.027964468487, -89.989577939941 30.028020330783, -89.98945714998 30.028045586551, -89.989370146887 30.028061695637, -89.988592273374 30.028185355551, -89.988515167027 30.028197606174, -89.988416024784 30.028213356982, -89.987701374039 30.028327292591, -89.987614551351 30.02834113417, -89.98624466768 30.028556752111, -89.985476464085 30.028676513796, -89.985390710433 30.028689079185, -89.985321938975 30.028699156797, -89.985305049212 30.028702782269, -89.98441075652 30.02884866196, -89.984310538923 30.028867158581, -89.983747529339 30.028975372321, -89.983598142846 30.02900408472, -89.983494203334 30.029019921608, -89.982979951134 30.029104830248, -89.982853007454 30.029125259445, -89.98272595462 30.029145705444, -89.98259936519 30.029166076679))",45097,LAKE FOREST BLVD,1249,{001CBBB8-3B7E-4020-A4A8-6B7EC1ADE935},,,,0,,1,1,2016,4Q,,,,KRODRIGUEZ,02/16/2018 07:47:22 PM +0000,KRODRIGUEZ,04/17/2019 03:24:05 PM +0000,2030,,Bike Lane,Completed,1.15332555,1.15332555,0.57666277,,6089.5588432848772
"MULTILINESTRING ((-90.114939746406 30.009133026288, -90.114921867755 30.00933891908, -90.114976088373 30.009345223006, -90.115029142373 30.009356820247, -90.115080350501 30.00937356197, -90.115129056086 30.009395232787, -90.115174635337 30.009421556262, -90.115228228143 30.009464496012, -90.115264621661 30.009507116924, -90.115294799873 30.009553267539, -90.115318318094 30.00960226528, -90.115333707173 30.009658964922, -90.115341412769 30.009716838539, -90.115341330457 30.009775098435, -90.115333460546 30.009832954269, -90.115317911091 30.00988962121, -90.11530526685 30.009923329247, -90.115276919026 30.009981930323, -90.115259830741 30.010019362191, -90.115236288645 30.010073817823, -90.115220423657 30.010130339282, -90.115212463479 30.010188108562, -90.115212524056 30.010246291283, -90.115212979773 30.010282394097, -90.115220660987 30.010343874554, -90.115235367204 30.010404967993, -90.115254780726 30.01046106971, -90.115267964444 30.010517808493, -90.115275035324 30.010575367676, -90.1152759331 30.010633248679, -90.115270649332 30.010690953399, -90.115259231597 30.010747980643, -90.11524200222 30.010803317497, -90.11518941872 30.010929151265, -90.115168217708 30.010985344556, -90.115153376542 30.011043835991, -90.11514531335 30.011103324833, -90.115144110048 30.011163216379, -90.115149777054 30.011222913459, -90.115169365023 30.011300217082, -90.115177967939 30.011341749927, -90.115183616875 30.011383664145, -90.115190517936 30.011464461953, -90.115190036524 30.011546136077, -90.115182120521 30.011627520371, -90.115166819703 30.011708102835, -90.115144230436 30.01178737641, -90.115114494588 30.011864843479, -90.11507809301 30.011939413197, -90.115036240288 30.012011117548, -90.115003585775 30.012081902835, -90.115002684141 30.012120403803, -90.115008880382 30.012160284079, -90.115022068441 30.012198854976, -90.115042564753 30.01223635129, -90.115087431877 30.012293492413, -90.115110534335 30.012338805274, -90.115126329451 30.012387665702, -90.115133940762 30.012437989588, -90.115133211903 30.012488743351, -90.115124156615 30.012538885962, -90.115106962663 30.012587387921, -90.115081981181 30.012633254625, -90.115049726468 30.012675543499, -90.115011766634 30.012712504313, -90.114972865059 30.012745510107, -90.11492912775 30.012773559473, -90.114881382254 30.012796121442, -90.114830532593 30.012812769506, -90.114777538448 30.012823188649, -90.114723403668 30.012827182454, -90.114661441371 30.012821549313, -90.114646524313 30.012926667428))",45030,NEW BASIN CANAL TR,1163,{819D9028-12C1-46B3-9E4C-093AB00D04D5},,,,1,,False,0,2000,,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 07:56:24 PM +0000,NOTMP,,Shared Use Path,Completed,0.29944511,0.59889022,0.29944511,,1581.0701188139581
"MULTILINESTRING ((-90.082258292971 30.011035954475, -90.080989793968 30.011111811435, -90.080976986641 30.011112577396, -90.079617444454 30.011194907301, -90.079489351796 30.011204172186, -90.077601740712 30.01131715119, -90.07671339842 30.011371025173, -90.075681680238 30.011432345591, -90.075078128041 30.011469307158, -90.07493261561 30.011478217987, -90.074846145999 30.011484006564, -90.074596641575 30.011500709684, -90.074262066014 30.011523106534, -90.07376376688 30.011552811464, -90.073656206362 30.011559223017, -90.073570822722 30.011564461772, -90.072813506005 30.011606405126, -90.072711710862 30.011613019973, -90.071870195765 30.011660098232, -90.071763397296 30.011666072553))",44846,FILMORE AVE,1057,{7DF4EA9F-AA78-419F-A35F-7F767BEAC923},,,,0,,True,1,2011,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:34:34 PM +0000,NOTMP,,Bike Lane,Completed,0.63058782,0.63058782,0.31529391,,3329.5036963000416
"MULTILINESTRING ((-90.102682163385 30.00411688523, -90.102817203979 30.004129566885, -90.102890305817 30.004136203878, -90.10289067029 30.004136237057, -90.103274218001 30.00417105786, -90.103346317079 30.004178149872, -90.103792798605 30.00421510443, -90.104297231291 30.004262753864, -90.104795845111 30.004306689466, -90.104895226939 30.004315943414, -90.105283373166 30.004347574925, -90.105295579146 30.004348666788, -90.105804436668 30.004394182774, -90.106318204285 30.004437987738, -90.106685672859 30.004472857129, -90.106807011714 30.004486370585, -90.107312951976 30.004531341089, -90.107714044235 30.004566222992, -90.107841438816 30.004580270044, -90.108235066691 30.004613563342))",44762,HARRISON AVE,1090,{3A439CD7-1B4C-4ED6-8220-FC4FD11847B5},,,,0,,True,1,2014,3Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:34:34 PM +0000,2030,,Shared Lane,Completed,0.33463909,0.33463909,0.16731954,,1766.8943262729044
"MULTILINESTRING ((-90.077811052679 29.978949790392, -90.077824754841 29.97907167897, -90.077825132305 29.979075036138, -90.077730071565 29.979499513598, -90.077701527827 29.979640776812))",44830,GENTILLY BLVD,1064,{3E1E947E-D337-43BF-9206-EEF9284BF532},,,,0,,True,1,2013,4Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:35:16 PM +0000,NOTMP,,Bike Lane,Completed,0.04833279,0.04833279,0.02416639,,255.19712310217699
"MULTILINESTRING ((-90.086106843986 30.006646401516, -90.086010606902 30.006652947524, -90.085939243012 30.006657801089, -90.085256741987 30.006698870717, -90.084510874463 30.006745741517, -90.084368978091 30.006763781461, -90.08425578272 30.006780332425, -90.084167917916 30.006795838876, -90.084015846595 30.006822675983, -90.083903867906 30.006839904029, -90.083791558528 30.006854481729, -90.083669952164 30.006866533288, -90.083569451824 30.006871527634, -90.08276076474 30.006918382242, -90.08266785998 30.006923764729, -90.082502207328 30.006933894584, -90.082417207071 30.006939092155, -90.081413450785 30.006999939611, -90.081273577307 30.007009694135, -90.079963741893 30.007087476284, -90.079277518403 30.007125688959, -90.079165157293 30.007134075704, -90.078018165734 30.007204865533, -90.077927621563 30.007211341732, -90.07639927867 30.007302322584, -90.075821603275 30.007337479132, -90.075468679227 30.007358960239, -90.075262483904 30.007371509466, -90.075144447004 30.007379040083, -90.075129723564 30.007379954972, -90.074518836355 30.007417920917, -90.07439915502 30.007425140117, -90.074387812861 30.007425824711, -90.074278584702 30.007427559915, -90.07375454677 30.007447165328, -90.073573412036 30.007455744618, -90.072155249168 30.007544736033, -90.071106705807 30.007607416343, -90.070999321663 30.007613809337, -90.070822311289 30.007625159024, -90.070519747804 30.007637723102), (-90.070519747804 30.007637723102, -90.070519437682 30.007637736367), (-90.070519747804 30.007637723102, -90.070388815973 30.007625894933, -90.069988032181 30.007632729258, -90.069915384874 30.007635989264, -90.06976966051 30.007646235717, -90.069568697011 30.007658106279, -90.069380010211 30.007669251724, -90.069358112393 30.007670798116, -90.069310523697 30.007673809363, -90.069220350085 30.007680490652, -90.068889981014 30.007711816359, -90.068699820564 30.007728306773, -90.06858776537 30.007738023633, -90.068474754646 30.007746411268, -90.067469848126 30.007814220349, -90.067111174176 30.007834888489, -90.067039801284 30.007838995527, -90.065954289456 30.007901451608, -90.065875126862 30.007905989173, -90.065794418385 30.007912585113, -90.065220038387 30.007958950573, -90.064917031329 30.007984806188, -90.064802688103 30.007994562749, -90.064623620822 30.008004997412, -90.064155086317 30.008023149815, -90.064027218912 30.008028103624, -90.063661674485 30.008042265106, -90.063578679444 30.008045480472), (-90.063578671241 30.008045391975, -90.063495439205 30.008050448242, -90.062648533948 30.008101896686, -90.062447199428 30.008112064757, -90.062359827818 30.008117538675, -90.061405708139 30.008177314543, -90.061311591805 30.008183210708, -90.061235735803 30.008188953932, -90.060635411687 30.008224208548, -90.060221821975 30.008248495336, -90.060135706255 30.00825358385))",44868,MIRABEAU AVE,1129,{458C9216-EEF5-408C-8499-CC3CD1F55279},,,,0,,1,1,2011,2Q,,,,AKKUEMMEL,02/02/2017 12:00:00 AM +0000,KRODRIGUEZ,04/17/2019 03:24:03 PM +0000,2010,,Bike Lane,Completed,1.56127508,1.56099999,0.78063754,,8243.5324313856127
