Title Code,Title Description,Standard Hours,Assignment Level,Union Code,Union Description,Bargaining Unit Short Name,Bargaining Unit Description,Minimum Salary Rate,Maximum Salary Rate
06744,DEPUTY EXECUTIVE DIRECTOR,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06745,SCHOOL BUSINESS MANAGER,35,01,414,DISTR BUSN MG BD ED LOCAL 1180,CWA,Communication Wrkrs of America,48300.00,63262.00
06745,SCHOOL BUSINESS MANAGER,35,02,414,DISTR BUSN MG BD ED LOCAL 1180,CWA,Communication Wrkrs of America,62695.00,77957.00
06751,SECRETARY TO THE COMMISSIONER,35,00,665,TEMPORARY OJ,N/U,Non-Union,65318.00,86807.00
06752,NYCAPS PROCESS ANALYST,35,01,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,75948.00,101263.00
06752,NYCAPS PROCESS ANALYST,35,02,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,99930.00,133242.00
06753,MARINE ELECTRONICS TECHNICIAN,40,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,99613.00,128073.00
06755,FIRST DEPUTY COMMISSIONER (BIC,35,00,883,MGRL TEMP - PROP EX,N/U,Non-Union,63301.00,252165.00
06756,DEPUTY COMMISSIONER (BIC),35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
0675B,NYCAPS Process Analyst (DCAS C,35,01,665,TEMPORARY OJ,N/U,Non-Union,81113.00,108151.00
0675B,NYCAPS Process Analyst (DCAS C,35,02,665,TEMPORARY OJ,N/U,Non-Union,106729.00,149420.00
06760,NYCAPS PROCESS ANALYST MANAGER,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06763,FIRST DEPUTY COMMISSIONER (OEM,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06764,DEPUTY COMMISSIONER (OEM),35,00,883,MGRL TEMP - PROP EX,N/U,Non-Union,63301.00,252165.00
06765,EMERGENCY PREPAREDNESS MANAGER,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06766,EMERGENCY PREPAREDNESS SPECIAL,35,01,665,TEMPORARY OJ,N/U,Non-Union,54077.00,82538.00
06766,EMERGENCY PREPAREDNESS SPECIAL,35,02,665,TEMPORARY OJ,N/U,Non-Union,71152.00,113843.00
06767,SECRETARY TO THE COMMISSIONER,35,00,665,TEMPORARY OJ,N/U,Non-Union,54364.00,89425.00
06770,SECRETARY TO THE CHIEF ACTUARY,35,00,665,TEMPORARY OJ,N/U,Non-Union,54364.00,89425.00
06771,PROTECTION AGENT (ACS),40,01,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,66809.00,89113.00
06771,PROTECTION AGENT (ACS),40,02,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,70324.00,91912.00
06776,FAMILY PUB HEALTH NURSE (HMH),35,00,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,88780.00,88780.00
06780,ASSOCIATE EXECUTIVE DIRECTOR (,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06782,EXECUTIVE DIRECTOR OF MATERIAL,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06784,EXECUTIVE ASST-DOMESTIC VIOLEN,35,00,665,TEMPORARY OJ,N/U,Non-Union,41512.00,83382.00
06785,DIRECTOR URBAN ARCHAEOLOGY - L,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06786,SCHOOL COMPUTER TECHNOLOGY SPE,35,01,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,23.15,47955.00
06786,SCHOOL COMPUTER TECHNOLOGY SPE,35,02,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,25.27,59548.00
06786,SCHOOL COMPUTER TECHNOLOGY SPE,35,03,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,34.96,82776.00
06791,SPEC ASSISTANT TO DA(BRONX DA),35,00,681,DA-NON-MAYOR SALARY/TEMPORARY,N/U,Non-Union,53373.00,212614.00
06792,SECRETARY TO THE DEPUTY CHAIR,35,00,665,TEMPORARY OJ,N/U,Non-Union,44569.00,89066.00
06793,CONFIDENTIAL AGENCY INVESTIGAT,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06794,INVESTMENT TRUSTEE - DEFERRED,1,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,1.00,1.00
06798,IT SECURITY SPECIALIST,35,00,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,75000.00,180000.00
06801,PUBLIC HEALTH/PREVENTIVE MEDIC,35,01,665,TEMPORARY OJ,N/U,Non-Union,70480.00,90107.00
06801,PUBLIC HEALTH/PREVENTIVE MEDIC,35,02,665,TEMPORARY OJ,N/U,Non-Union,74267.00,95515.00
06802,EXECUTIVE DIRECTOR (FDNY PENSI,35,00,883,MGRL TEMP - PROP EX,N/U,Non-Union,63301.00,252165.00
06803,DEPUTY EXECUTIVE DIRECTOR (FDN,35,00,883,MGRL TEMP - PROP EX,N/U,Non-Union,63301.00,252165.00
06804,EXECUTIVE PROGRAM SPECIALIST (,35,00,883,MGRL TEMP - PROP EX,N/U,Non-Union,63301.00,252165.00
06807,CHAPLAIN (ACS),35,00,001,CHAPLAINS,DC37,District Council 37,54620.00,67524.00
06808,DEPUTY DIRECTOR OF MEDICOLEGAL,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
06809,CHIEF OF STAFF - MAYOR'S OFFIC,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
0680A,PUBLIC HEALTH/PREVENTIVE MEDIC,35,00,665,TEMPORARY OJ,N/U,Non-Union,69798.00,91503.00
06810,DIRECTOR OF IMMIGRANT AFFAIRS,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06811,DIRECTOR OF OFFICE FOR PEOPLE,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06812,COMMISSIONER OF DEPARTMENT OF,35,00,774,UNCLASSIFIED MANAGER,N/U,Non-Union,63301.00,252165.00
06813,COMMISS OF THE OFF TO END DOME,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06814,CHIEF SERVICE OFFICER (MA),35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06815,SENIOR POLICY ADVISOR TO THE M,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06816,DIRECTOR OF CRIMINAL JUSTICE (,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
06817,COMMUNICATIONS DIRECTOR (MA),35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06818,EXECUTIVE DIRECTOR ON COMMISSI,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06819,SENIOR ADVISOR TO THE MAYOR (M,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06820,DECEDENT PROPERTY AGENT (PANYC,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,46316.00,61936.00
06821,ASSISTANT COMMISSIONER (CULTUR,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06822,ASSISTANT COMMISSIONER (DOITT),35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
06823,DIRECTOR FOR EQUAL EMPLOYEMENT,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
06824,Executive Program Specialist (,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
06825,Deputy Commissioner (CEC),35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
06826,STRATEGIC INITIATIVE SPECIALIS,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,40000.00,200000.00
06827,Associate Commissioner (DOITT),35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
06828,STRATEGIC INITIATIVE SPECIALIS,35,00,993,OJ & NON-MGRL TEMP - PROP EX,N/U,Non-Union,40000.00,200000.00
09273,SPECIAL ASSISTANT TO THE BOROU,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
09276,DEPUTY EXECUTIVE DIRECTOR OF B,35,00,782,BOE MANAGERIAL/TEMPORARY,N/U,Non-Union,51000.00,196575.00
09288,SPECIAL ASSISTANT TO THE BOROU,35,00,665,TEMPORARY OJ,N/U,Non-Union,64643.00,90018.00
09708,SERVICE INSPECTOR (PROJECT SCO,35,00,665,TEMPORARY OJ,N/U,Non-Union,41998.00,51497.00
09708,SERVICE INSPECTOR (PROJECT SCO,40,00,665,TEMPORARY OJ,N/U,Non-Union,40775.00,49997.00
09709,SENIOR SERVICE INSPECTOR (PROJ,40,00,665,TEMPORARY OJ,N/U,Non-Union,47353.00,56859.00
09713,DEPUTY DIRECTOR OF COMMUNITY P,35,00,665,TEMPORARY OJ,N/U,Non-Union,60280.00,75267.00
09749,COMMUNITY SERVICE AIDE (SCSP),35,00,993,OJ & NON-MGRL TEMP - PROP EX,N/U,Non-Union,7.25,19.29
09879,SPECIAL ASSISTANT TO THE CHANC,35,00,782,BOE MANAGERIAL/TEMPORARY,N/U,Non-Union,33000.00,113500.00
09888,EXECUTIVE SECRETARY TO CITY CL,35,00,665,TEMPORARY OJ,N/U,Non-Union,56772.00,72865.00
09907,COMMUNITY SERVICE AIDE (SENIOR,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,24055.00,25125.00
09909,RESEARCH & LIAISON COORDINATOR,35,00,665,TEMPORARY OJ,N/U,Non-Union,69603.00,128813.00
09910,SECRETARY TO THE ASSISTANT TO,35,00,665,TEMPORARY OJ,N/U,Non-Union,61594.00,61594.00
09926,"DIRECTOR, BOROUGH PRESIDENT OF",35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
09927,"DEPUTY DIRECTOR, BOROUGH PRESI",35,00,665,TEMPORARY OJ,N/U,Non-Union,90162.00,110499.00
09959,ASSISTANT TO THE PRESIDENT (BK,35,00,993,OJ & NON-MGRL TEMP - PROP EX,N/U,Non-Union,58926.00,234738.00
09963,EXECUTIVE ASSISTANT TO THE COM,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
09968,CASE MGMT NURSE (DOS),35,00,075,STAFF NURSE NEW YORK STATE NUR,NYNA,New York State Nurses Assoc,80265.00,80265.00
09977,OPERATIONS SUPPORT MANAGER,35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
09989,EXECUTIVE COOK (MAYOR),35,00,775,MGRL TEMP - PROP NC,N/U,Non-Union,63301.00,252165.00
10001,ADMINISTRATIVE ACCOUNTANT,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10003,ADMINISTRATIVE GRAPHIC ARTIST,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10004,ADMINISTRATIVE ARCHITECT,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10005,ADMINISTRATIVE ASSESSOR,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10006,*ADMINISTRATIVE ATTORNEY,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10007,ADMINISTRATIVE BOROUGH SUPERIN,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10009,ADMINISTRATIVE BUSINESS PROMOT,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
1000A,ADMIN ARCHITECT (NON MGRL) M-1,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,61757.00,146121.00
1000B,ADMINISTRATIVE ACCOUNTANT (NON,35,00,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,63301.00,173486.00
1000C,ADMINISTRATIVE BUSINESS PROMOT,35,00,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,63301.00,192152.00
1000D,ADMINISTRATIVE GRAPHIC ARTIST,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,63301.00,173486.00
10010,ADMINISTRATIVE MANAGEMENT AUDI,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10014,ADMINISTRATIVE CONSULTANT (EAR,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10015,ADMINISTRATIVE ENGINEER,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10016,ADMINISTRATIVE DIRECTOR OF RES,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10017,ADMINISTRATIVE DEMOLITION INSP,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10018,ADMINISTRATIVE HOUSING MANAGER,35,00,790,HA COMPETITIVE MANAGER,N/U,Non-Union,45758.00,196574.00
10019,ADMINISTRATIVE HOUSING SUPERIN,35,00,790,HA COMPETITIVE MANAGER,N/U,Non-Union,45758.00,196574.00
1001A,ADM ENGINEER (NON MGRL),35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,61757.00,146121.00
1001B,ADMINISTRATIVE DIRECTOR OF RES,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,63301.00,192152.00
1001C,ADMINISTRATIVE MANAGEMENT AUDI,35,00,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,63301.00,173486.00
10020,ADMINISTRATIVE INVESTIGATOR,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10022,ADMINISTRATIVE COMMUNITY RELAT,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10023,ADMINISTRATIVE LANDSCAPE ARCHI,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10024,ADMINISTRATIVE FIRE PROTECTION,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10025,ADMINISTRATIVE MANAGER,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10026,ADMINISTRATIVE STAFF ANALYST (,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10027,*ADM DIR FLEET MAINTENANCE-NM,40,00,162,SPVR OF MECHANIC (MECHANICAL),SEIU,Service Employees Int'l Union,148472.00,159762.00
10028,ADMINISTRATIVE NUTRITIONIST,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10029,ADMINISTRATIVE PROBATION OFFIC,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
1002A,ADMINISTRATIVE STAFF ANALYST (,35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,62862.00,97873.00
1002B,*ADM DIR FLT MAINT-MGRL ASGMT,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
1002C,ADM MANAGER-NON-MGRL FRM M1/M2,35,01,023,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,67792.00,88129.00
1002C,ADM MANAGER-NON-MGRL FRM M1/M2,35,02,023,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,74049.00,95951.00
1002C,ADM MANAGER-NON-MGRL FRM M1/M2,35,03,023,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,83436.00,156829.00
1002D,ADMINISTRATIVE STAFF ANALYST (,35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,65173.00,161497.00
1002E,ADMINISTRATIVE STAFF ANALYST (,35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,72319.00,178873.00
1002F,ADMIN COMMUNITY RELATIONS SPEC,35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,58926.00,144268.00
1002G,ADM LANDSCAPE ARCHITECT (NM),35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,61757.00,146121.00
1002H,ADMINISTRATIVE FIRE PROTECTION,35,00,177,EMS-FIRE PROTECTION INSPECTORS,DC37,District Council 37,61457.00,186555.00
1002I,ADMINISTRATIVE INVESTIGATOR (N,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,63301.00,173486.00
10031,ADMINISTRATIVE EDUCATION ANALY,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10032,ADMINISTRATIVE PUBLIC HEALTH N,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10033,ADMINISTRATIVE PUBLIC INFORMAT,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10034,ADMINISTRATIVE LANDMARKS PRESE,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10035,ADMINISTRATIVE SUPERVISOR OF B,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10037,ADMINISTRATIVE SPACE ANALYST,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10038,ADMINISTRATIVE STOREKEEPER,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10039,ADMINISTRATIVE SUPERINTENDENT,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
1003A,ADM LNDMRK PRESERVATIONIST NM,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,61757.00,146121.00
1003B,ADMINISTRATIVE EDUCATION ANALY,35,00,430,EDUCATION ANALYST- DOE,N/U,Non-Union,56306.00,136902.00
1003C,ADMINISTRATIVE PUBLIC HEALTH N,35,00,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,63301.00,173486.00
1003D,ADMINISTRATIVE SPACE ANALYST (,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,63301.00,173486.00
10041,ADMINISTRATIVE PUBLIC RECORDS,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10042,ADMINISTRATIVE TRAFFIC ENFORCE,37.5,00,183,SCHOOL SECURITY/TRAFFIC,N/U,Non-Union,66544.00,77494.00
10044,ADMINISTRATIVE CLAIM EXAMINER,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10045,ADMINISTRATIVE SUPERVISOR OF S,35,00,790,HA COMPETITIVE MANAGER,N/U,Non-Union,45758.00,196574.00
10047,ADMINISTRATIVE REAL PROPERTY M,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10049,ADMINISTRATIVE TAX AUDITOR,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
1004A,ADM TRAFFIC ENFRCMNT AGENT-DIR,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
1004B,ADMIN TRAFFIC ENFRCMNT AGENT (,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
1004C,ADMINISTRATIVE TAX AUDITOR (NO,35,00,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,63301.00,173486.00
1004D,ADMINISTRATIVE REAL PROPERTY M,35,00,133,REAL ESTATE TITLES DC387,DC37,District Council 37,63301.00,173486.00
1004E,ADMINISTRATIVE CLAIM EXAMINER,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,63301.00,173486.00
10050,COMPUTER SYSTEMS MANAGER,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10053,ADMINISTRATIVE CITY PLANNER,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10054,ADMINISTRATIVE BLASTING INSPEC,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10055,ADMINISTRATIVE DIRECTOR OF LAB,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10056,ADMINISTRATIVE DIRECTOR OF SOC,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
1005A,ADM CITY PLANNER (NON MGRL),35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,61757.00,146121.00
1005B,ADMIN DIR OF LABORATORY (WATER,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,61757.00,148745.00
1005C,ADMINISTRATIVE DIRECTOR OF SOC,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,63301.00,192152.00
10061,ADMINISTRATIVE TRANSPORTATION,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10062,ADMINISTRATIVE EDUCATION OFFIC,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10064,ADMINISTRATIVE TESTS & MEASURE,35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,62234.00,139904.00
10065,ADMINISTRATIVE SCHOOL FOOD SER,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10069,HEALTH SERVICES MANAGER,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
1006A,ADMIN TESTS & MEAS SPEC (MGRL),35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
1006B,ADMINISTRATIVE EDUCATION OFFI,35,00,430,EDUCATION ANALYST- DOE,N/U,Non-Union,56306.00,136902.00
1006C,HEALTH SERVICES MANAGER NON MA,35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,61457.00,156829.00
1006D,HEALTH SERVICES MANAGER NON MA,35,00,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,67972.00,168433.00
10071,ADMINISTRATIVE HORTICULTURIST,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10072,ADMINISTRATIVE PARKS & RECREAT,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10073,ADMINISTRATIVE INSPECTOR (BUIL,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10074,COMPUTER OPERATIONS MANAGER (S,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10076,SUPERVISOR OF ELEVATOR MAINTEN,35,00,790,HA COMPETITIVE MANAGER,N/U,Non-Union,45758.00,196574.00
10077,ADMINISTRATIVE INSPECTOR (ELEC,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10078,ADMINISTRATIVE INSPECTOR (HOUS,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10079,ADMINISTRATIIVE TAXI & LIMOUSI,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
1007A,ADM INSPECTOR (BUILDINGS) NM,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,61757.00,146121.00
1007B,ADMIN INSPECTOR (ELECTRICAL)NM,35,00,045,ELECTRICAL INSPECTORS L3 IBEW,IBEW,Intl Brthd of Electrical Wrkrs,59958.00,126050.00
1007C,ADMINISTRATIVE HORTICULTURIST,35,00,004,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,63301.00,173486.00
1007D,ADMINISTRATIVE PARKS & RECREA,35,00,131,SUPERVISORY MAINTENANCE TITLES,DC37,District Council 37,63301.00,173486.00
10080,ADMINISTRATIVE QUALITY ASSURAN,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10081,SUPERINTENDENT OF WATER AND SE,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10083,*ADMINISTRATIVE SCHOOLSECURITY,37.5,00,183,SCHOOL SECURITY/TRAFFIC,N/U,Non-Union,71657.00,77878.00
10084,ADMINISTRATIVE  PROGRAM OFFICE,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10089,DIRECTOR OF TECHNICAL SERVICES,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
1008A,*ADMINSTRATIVE SCHOOL SECURITY,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
1008B,ADMINISTRATIVE QUALITY ASSURAN,35,00,097,BUYERS L300 SEIU,SEIU,Service Employees Int'l Union,63332.00,147388.00
10095,ADMIN CONTRACT SPECIALIST (PYR,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10096,ADMINISTRATIVE PRINTING SERVIC,35,00,771,COMPETITIVE MANAGER,N/U,Non-Union,61457.00,244820.00
1009A,ADMINISTRATIVE CONTRACT SPECIA,35,00,003,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,63301.00,192152.00
10100,CONFIDENTIAL ASST OFFICE,35,00,773,EXEMPT MANAGER,N/U,Non-Union,63301.00,252165.00
10101,STUDENT AIDE,35,00,992,UNCLASSIFIED NON OJ & NON MANA,N/U,Non-Union,8678.25,8678.25
10102,COLLEGE ASSISTANT (NO LEAVE AC,35,00,128,CLERICAL TITLES DC37,DC37,District Council 37,10850.00,21140.00
10103,EXECUTIVE ASSISTANT,35,00,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,33850.00,42789.00
10104,ELIGIBILITY SPECIALIST,35,01,128,CLERICAL TITLES DC37,DC37,District Council 37,41848.00,55228.00
10104,ELIGIBILITY SPECIALIST,35,02,128,CLERICAL TITLES DC37,DC37,District Council 37,43410.00,57043.00
10104,ELIGIBILITY SPECIALIST,35,03,128,CLERICAL TITLES DC37,DC37,District Council 37,46071.00,59390.00
10115,OFFICE ASSISTANT,35,00,128,CLERICAL TITLES DC37,DC37,District Council 37,33906.00,41064.00
10115,OFFICE ASSISTANT,40,00,128,CLERICAL TITLES DC37,DC37,District Council 37,33906.00,41064.00
10116,COOPERATIVE EDUCATIONAL TRAINE,35,00,668,OJ COOPERATIVE TRAINEES,N/U,Non-Union,15.00,15.85
10117,LEGISLATIVE CLERICAL ASSISTANT,35,00,883,MGRL TEMP - PROP EX,N/U,Non-Union,63301.00,252165.00
10118,CHIEF OFFICE ASSISTANT,35,00,128,CLERICAL TITLES DC37,DC37,District Council 37,41848.00,55228.00
10118,CHIEF OFFICE ASSISTANT,40,00,128,CLERICAL TITLES DC37,DC37,District Council 37,41848.00,55228.00
10119,COOPERATIVE EDUCATION TRAINEE,35,00,668,OJ COOPERATIVE TRAINEES,N/U,Non-Union,15.00,15.85
10124,PRINCIPAL ADMINISTRATIVE ASSOC,35,01,023,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,52943.00,67439.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,35,02,023,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,59238.00,74878.00
10124,PRINCIPAL ADMINISTRATIVE ASSOC,35,03,023,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,65533.00,87086.00
10135,ADMINISTRATIVE CHIEF,35,00,679,DA-NON-MAYOR SALARY/NON-COMPET,N/U,Non-Union,27734.00,93000.00
10135,ADMINISTRATIVE CHIEF,35,00,679,DA-NON-MAYOR SALARY/NON-COMPET,N/U,Non-Union,33000.00,113500.00
10136,DEPUTY DIRECTOR OF ADMINISTRAT,35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
10137,"DIRECTOR,CITYWIDE OCCUPATIONAL",35,00,772,NON COMPETITIVE MANAGER,N/U,Non-Union,63301.00,252165.00
