LocationAbbr,LocationDesc,Year,Topic,Indicator,SubMeasure,Amount,Data_Value_Unit,Data_Value_Footnote_Symbol,Data_Value_Footnote,GeoLocation,TopicTypeId,TopicId,MeasureId,Source,SubMeasureID,DisplayOrder
NV,Nevada,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,38340677.47,$,,,"(39.49324039, -117.071840564)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
OH,Ohio,2011,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,289528402.45,$,,,"(40.060210141, -82.404260056)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
TX,Texas,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,693314589.83,$,,,"(31.827240407, -99.426770206)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
VA,Virginia,1999,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,94464302.17,$,,,"(37.542680674, -78.457890463)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WY,Wyoming,2012,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,18602830.31,$,,,"(43.235541343, -108.109830353)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
KS,Kansas,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,48326058.28,$,,,"(38.3477403, -98.200781227)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MS,Mississippi,2012,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,112957780.65,$,,,"(32.745510099, -89.538030825)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
DC,District of Columbia,2005,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,38703881.15,$,,,"(38.890371385, -77.031961127)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
UT,Utah,2005,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,28361605.46,$,,,"(39.360700171, -111.587130635)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NJ,New Jersey,2018,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,265641718.55,$,,,"(40.130570048, -74.273691288)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
RI,Rhode Island,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,58038799.92,$,,,"(41.708280193, -71.522470314)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
DE,Delaware,2005,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,25211238.95,$,,,"(39.008830667, -75.577741168)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MA,Massachusetts,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,253902200.66,$,,,"(42.27687047, -72.082690675)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
TN,Tennessee,2015,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,136427413.93,$,,,"(35.68094058, -85.774490914)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
DE,Delaware,2016,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,27098153.42,$,,,"(39.008830667, -75.577741168)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WA,Washington,2013,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,150632464.43,$,,,"(47.522278629, -120.47001079)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AR,Arkansas,1999,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,0.00,$,,,"(34.748650124, -92.274490743)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
OR,Oregon,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,72145359.09,$,,,"(44.567449424, -120.155031326)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NV,Nevada,2015,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,39788220.41,$,,,"(39.49324039, -117.071840564)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
SC,South Carolina,2000,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,67677445.93,$,,,"(33.998821303, -81.045371207)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MA,Massachusetts,2017,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,254490145.94,$,,,"(42.27687047, -72.082690675)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AL,Alabama,2002,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,114448352.53,$,,,"(32.840571122, -86.631860762)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
VT,Vermont,2006,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,23983136.91,$,,,"(43.625381239, -72.517640791)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
TN,Tennessee,2002,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,169085948.86,$,,,"(35.68094058, -85.774490914)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WV,West Virginia,2016,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,62419045.35,$,,,"(38.665510202, -80.712640135)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
ID,Idaho,2014,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,27450593.48,$,,,"(43.682630005, -114.363730042)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
IL,Illinois,2006,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,271467637.70,$,,,"(40.485010283, -88.997710178)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
IN,Indiana,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,128221810.55,$,,,"(39.766910452, -86.149960194)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MT,Montana,2018,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,25107779.42,$,,,"(47.066528972, -109.424420645)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MD,Maryland,2015,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,129666026.17,$,,,"(39.290580964, -76.609260111)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AL,Alabama,2015,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,92056134.50,$,,,"(32.840571122, -86.631860762)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AL,Alabama,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,93401725.78,$,,,"(32.840571122, -86.631860762)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NJ,New Jersey,1999,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,0.00,$,,,"(40.130570048, -74.273691288)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
IA,Iowa,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,54667451.89,$,,,"(42.469400913, -93.816490556)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
LA,Louisiana,2010,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,146822830.30,$,,,"(31.312660644, -92.445680071)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AR,Arkansas,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,62730219.52,$,,,"(34.748650124, -92.274490743)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WY,Wyoming,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,15611422.54,$,,,"(43.235541343, -108.109830353)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NY,New York,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,916803414.80,$,,,"(42.827001032, -75.543970427)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AK,Alaska,2013,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,29987362.41,$,,,"(64.845079957001, -147.722059036)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NC,North Carolina,2002,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,166765002.34,$,,,"(35.466220975, -79.159250463)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
DE,Delaware,2015,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,25896335.82,$,,,"(39.008830667, -75.577741168)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NY,New York,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,802259699.04,$,,,"(42.827001032, -75.543970427)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
OR,Oregon,2007,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,69664710.98,$,,,"(44.567449424, -120.155031326)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
KY,Kentucky,2014,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,118520588.04,$,,,"(37.645970271, -84.774971048)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MO,Missouri,1999,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,0.00,$,,,"(38.635790776, -92.566300053)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
CO,Colorado,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,86172198.34,$,,,"(38.843840757, -106.133610921)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NC,North Carolina,2019,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,155925927.00,$,,,"(35.466220975, -79.159250463)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NE,Nebraska,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,46800801.98,$,,,"(41.641040988001, -99.365720623)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
RI,Rhode Island,2018,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,45435207.55,$,,,"(41.708280193, -71.522470314)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
TX,Texas,2013,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,484717058.59,$,,,"(31.827240407, -99.426770206)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NV,Nevada,2008,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,45975956.61,$,,,"(39.49324039, -117.071840564)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
OH,Ohio,2015,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,285916277.72,$,,,"(40.060210141, -82.404260056)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
PA,Pennsylvania,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,338305373.44,$,,,"(40.793730152, -77.860700294)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
CO,Colorado,2019,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,81149778.25,$,,,"(38.843840757, -106.133610921)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
KS,Kansas,2007,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,50605191.68,$,,,"(38.3477403, -98.200781227)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
UT,Utah,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,45249658.81,$,,,"(39.360700171, -111.587130635)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
KY,Kentucky,1999,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,81359721.71,$,,,"(37.645970271, -84.774971048)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
FL,Florida,2006,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,390000000.00,$,,,"(28.932040377, -81.928960539)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WY,Wyoming,2008,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,21381460.92,$,,,"(43.235541343, -108.109830353)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
VA,Virginia,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,118529171.43,$,,,"(37.542680674, -78.457890463)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MS,Mississippi,2016,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,112688995.07,$,,,"(32.745510099, -89.538030825)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
ME,Maine,2018,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,67835530.24,$,,,"(45.254228894001, -68.985031336)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
DC,District of Columbia,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,47630135.93,$,,,"(38.890371385, -77.031961127)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
PA,Pennsylvania,2018,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,349367254.27,$,,,"(40.793730152, -77.860700294)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
TN,Tennessee,2019,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,162906542.15,$,,,"(35.68094058, -85.774490914)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MT,Montana,2012,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,30202735.70,$,,,"(47.066528972, -109.424420645)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
NH,New Hampshire,2007,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,40423272.07,$,,,"(43.655950113, -71.50036092)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
SC,South Carolina,2012,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,73416493.15,$,,,"(33.998821303, -81.045371207)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
FL,Florida,1999,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,631300000.00,$,,,"(28.932040377, -81.928960539)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AK,Alaska,2019,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,19770515.36,$,,,"(64.845079957001, -147.722059036)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MD,Maryland,2000,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,130049645.60,$,,,"(39.290580964, -76.609260111)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
SD,South Dakota,2008,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,27616103.67,$,,,"(44.353130053, -100.373530637)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
AR,Arkansas,2003,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,48001336.64,$,,,"(34.748650124, -92.274490743)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
VT,Vermont,2002,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,29400839.03,$,,,"(43.625381239, -72.517640791)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
CA,California,2008,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,832082527.19,$,,,"(37.638640123, -120.999999538)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
ND,North Dakota,2017,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,31623586.46,$,,,"(47.475319779, -100.118421049)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
WI,Wisconsin,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,130254276.69,$,,,"(44.393191174, -89.816370742)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
ID,Idaho,2010,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,25989570.89,$,,,"(43.682630005, -114.363730042)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
OK,Oklahoma,2013,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,113409740.44,$,,,"(35.472031356, -97.521070214)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
SD,South Dakota,2019,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,20559649.19,$,,,"(44.353130053, -100.373530637)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
MA,Massachusetts,2016,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,257615824.26,$,,,"(42.27687047, -72.082690675)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
IN,Indiana,2009,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,160950931.87,$,,,"(39.766910452, -86.149960194)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
DC,District of Columbia,2004,Tobacco Settlement,Tobacco Settlement Payment,Tobacco Settlement Revenue - NAAG,38163576.79,$,,,"(38.890371385, -77.031961127)",POL,300POL,325TSR,National Association of Attorneys General,330TSR,1
