Reporting Area,MMWR Year,MMWR Week,"Rubella, Current week","Rubella, Current week, flag","Rubella, Previous 52 weeks Med","Rubella, Previous 52 weeks Med, flag","Rubella, Previous 52 weeks Max","Rubella, Previous 52 weeks Max, flag","Rubella, Cum 2015","Rubella, Cum 2015, flag","Rubella, Cum 2014","Rubella, Cum 2014, flag","Rubella, congenital syndrome, Current week","Rubella, congenital syndrome, Current week, flag","Rubella, congenital syndrome, Previous 52 weeks Med","Rubella, congenital syndrome, Previous 52 weeks Med, flag","Rubella, congenital syndrome, Previous 52 weeks Max","Rubella, congenital syndrome, Previous 52 weeks Max, flag","Rubella, congenital syndrome, Cum 2015","Rubella, congenital syndrome, Cum 2015, flag","Rubella, congenital syndrome, Cum 2014","Rubella, congenital syndrome, Cum 2014, flag","Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2015","Salmonellosis, Cum 2015, flag","Salmonellosis, Cum 2014","Salmonellosis, Cum 2014, flag",Location 1,Location 2
MINNESOTA,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,31,,,-,247,,"MINNESOTA
(46.355649, -94.7942)",
SOUTH CAROLINA,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,24,,77,,276,,222,,"SOUTH CAROLINA
(33.998822, -81.045366)",
S. ATLANTIC,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,134,,238,,561,,3193,,3170,,,
INDIANA,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,40,,160,,217,,"INDIANA
(39.766913, -86.149956)",
VERMONT,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,26,,34,,"VERMONT
(43.625384, -72.517637)",
NEBRASKA,2015,21,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,3,,5,,13,,93,,49,,"NEBRASKA
(41.641044, -99.365719)",
DIST. OF COL.,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,,-,18,,DIST. OF COL.,
IOWA,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,12,,23,,221,,128,,"IOWA
(42.469401, -93.816487)",
MARYLAND,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,28,,15,,50,,255,,213,,"MARYLAND
(39.290583, -76.60926)",
NEW YORK CITY,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,21,,17,,37,,274,,320,,"NEW YORK CITY
(40.714268, -74.005969)",
KANSAS,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,21,,130,,98,,"KANSAS
(38.347743, -98.200778)",
NEW ENGLAND,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,13,,41,,87,,605,,611,,,
UTAH,2015,21,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,6,,15,,120,,151,,"UTAH
(39.360701, -111.587128)",
MOUNTAIN,2015,21,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,14,,53,,94,,848,,895,,,
NEVADA,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,8,,64,,45,,"NEVADA
(39.493242, -117.071839)",
MASSACHUSETTS,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,22,,53,,345,,300,,"MASSACHUSETTS
(42.276874, -72.082687)",
AMER. SAMOA,2015,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
MISSOURI,2015,21,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,15,,36,,86,,190,,"MISSOURI
(38.635791, -92.566299)",
HAWAII,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,15,,77,,98,,"HAWAII
(21.304852, -157.857748)",
MOUNTAIN,2015,19,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,14,,60,,94,,780,,775,,,
WASHINGTON,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,36,,14,,44,,186,,130,,"WASHINGTON
(47.522288, -120.470028)",
NEW MEXICO,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,74,,69,,"NEW MEXICO
(34.520881, -106.240578)",
DELAWARE,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,2,,15,,31,,24,,"DELAWARE
(39.008834, -75.577736)",
MID. ATLANTIC,2015,19,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,51,,87,,184,,922,,1179,,,
NORTH DAKOTA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,8,,14,,23,,"NORTH DAKOTA
(47.475319, -100.118428)",
GEORGIA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,19,,35,,93,,374,,359,,"GEORGIA
(32.839683, -83.627579)",
MINNESOTA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,31,,,-,212,,"MINNESOTA
(46.355649, -94.7942)",
AMER. SAMOA,2015,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
CALIFORNIA,2015,19,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,11,,77,,133,,921,,1161,,"CALIFORNIA
(37.638642, -120.999996)",
NEW JERSEY,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,17,,50,,71,,286,,"NEW JERSEY
(40.130571, -74.273688)",
PENNSYLVANIA,2015,19,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,15,,25,,69,,277,,301,,"PENNSYLVANIA
(40.793734, -77.860697)",
PUERTO RICO,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,15,,34,,124,,195,,"PUERTO RICO
(18.248289, -66.49989)",
IDAHO,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,4,,31,,92,,43,,"IDAHO
(43.682632, -114.363727)",
MISSOURI,2015,19,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,16,,36,,86,,155,,"MISSOURI
(38.635791, -92.566299)",
C.N.M.I.,2015,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
IOWA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,11,,23,,193,,117,,"IOWA
(42.469401, -93.816487)",
S. ATLANTIC,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,185,,235,,560,,2804,,2758,,,
W.S. CENTRAL,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,102,,162,,279,,1503,,1159,,,
OREGON,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,8,,17,,111,,98,,"OREGON
(44.56745, -120.155029)",
NEW YORK CITY,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,18,,38,,244,,296,,"NEW YORK CITY
(40.714268, -74.005969)",
MARYLAND,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,20,,14,,50,,215,,192,,"MARYLAND
(39.290583, -76.60926)",
SOUTH DAKOTA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,50,,49,,"SOUTH DAKOTA
(44.35313, -100.373529)",
MICHIGAN,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,17,,56,,224,,242,,"MICHIGAN
(44.661322, -84.714386)",
NEW HAMPSHIRE,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,31,,54,,"NEW HAMPSHIRE
(43.655953, -71.500357)",
MASSACHUSETTS,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,22,,53,,288,,250,,"MASSACHUSETTS
(42.276874, -72.082687)",
GUAM,2015,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480999, 144.731498)",
OHIO,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,30,,23,,46,,350,,327,,"OHIO
(40.060212, -82.404257)",
ARKANSAS,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,13,,29,,119,,80,,"ARKANSAS
(34.74865, -92.27449)",
UNITED STATES,2015,19,,-,0,,1,,2,,2,,,-,0,,0,,,-,1,,476,,901,,1613,,10101,,10678,,,
E.S. CENTRAL,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,55,,154,,624,,738,,,
ARIZONA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,20,,41,,304,,252,,"ARIZONA
(34.865974, -111.763807)",
WYOMING,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,18,,21,,"WYOMING
(43.235541, -108.109827)",
WEST VIRGINIA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,12,,45,,47,,"WEST VIRGINIA
(38.665511, -80.712638)",
NEVADA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,4,,8,,61,,37,,"NEVADA
(39.493242, -117.071839)",
SOUTH CAROLINA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,19,,24,,77,,242,,195,,"SOUTH CAROLINA
(33.998822, -81.045366)",
W.N. CENTRAL,2015,19,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,12,,53,,109,,533,,684,,,
VIRGIN ISL.,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
KANSAS,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,8,,21,,108,,86,,"KANSAS
(38.347743, -98.200778)",
MONTANA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,3,,35,,73,,41,,"MONTANA
(47.066528, -109.424416)",
TEXAS,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,72,,98,,224,,1033,,735,,"TEXAS
(31.82724, -99.426768)",
PACIFIC,2015,19,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,53,,105,,184,,1300,,1499,,,
ILLINOIS,2015,19,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,28,,61,,380,,387,,"ILLINOIS
(40.485012, -88.997709)",
LOUISIANA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,19,,22,,50,,233,,200,,"LOUISIANA
(31.312663, -92.445678)",
INDIANA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,40,,133,,178,,"INDIANA
(39.766913, -86.149956)",
MAINE,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,6,,29,,36,,"MAINE
(45.254229, -68.985026)",
UTAH,2015,19,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,2,,6,,15,,110,,138,,"UTAH
(39.360701, -111.587128)",
VIRGINIA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,20,,58,,227,,197,,"VIRGINIA
(37.542681, -78.457889)",
NORTH CAROLINA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,27,,190,,365,,447,,"NORTH CAROLINA
(35.46622, -79.15925)",
MISSISSIPPI,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,15,,58,,123,,130,,"MISSISSIPPI
(32.745513, -89.538027)",
NEBRASKA,2015,19,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,7,,5,,13,,82,,42,,"NEBRASKA
(41.641044, -99.365719)",
ALABAMA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,17,,54,,189,,265,,"ALABAMA
(32.840572, -86.631857)",
WISCONSIN,2015,19,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,12,,67,,33,,239,,"WISCONSIN
(44.393191, -89.816366)",
NEW ENGLAND,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,42,,87,,515,,513,,,
NEW YORK,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,24,,23,,58,,330,,296,,"NEW YORK
(42.827004, -75.543966)",
RHODE ISLAND,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,17,,29,,"RHODE ISLAND
(41.708281, -71.522466)",
DIST. OF COL.,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,,-,16,,DIST. OF COL.,
FLORIDA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,104,,108,,225,,1305,,1281,,"FLORIDA
(28.932043, -81.928958)",
TENNESSEE,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,15,,54,,178,,203,,"TENNESSEE
(35.680941, -85.774487)",
CONNECTICUT,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,23,,127,,113,,"CONNECTICUT
(41.562661, -72.64984)",
E.N. CENTRAL,2015,19,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,33,,94,,203,,1120,,1373,,,
KENTUCKY,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,11,,27,,134,,140,,"KENTUCKY
(37.645973, -84.774968)",
COLORADO,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,26,,48,,174,,"COLORADO
(38.843843, -106.133609)",
ALASKA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,5,,18,,23,,"ALASKA
(64.845078, -147.72206)",
VERMONT,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,23,,31,,"VERMONT
(43.625384, -72.517637)",
HAWAII,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,15,,64,,87,,"HAWAII
(21.304852, -157.857748)",
OKLAHOMA,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,13,,53,,118,,144,,"OKLAHOMA
(35.472031, -97.521068)",
WISCONSIN,2015,21,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,11,,67,,39,,272,,"WISCONSIN
(44.393191, -89.816366)",
MID. ATLANTIC,2015,21,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,66,,74,,182,,1055,,1351,,,
WYOMING,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,3,,20,,31,,"WYOMING
(43.235541, -108.109827)",
ARKANSAS,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,13,,29,,150,,104,,"ARKANSAS
(34.74865, -92.27449)",
UNITED STATES,2015,21,,-,0,,1,,2,,3,,,-,0,,0,,,-,1,,435,,907,,1648,,11735,,12843,,,
MONTANA,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,35,,77,,48,,"MONTANA
(47.066528, -109.424416)",
W.S. CENTRAL,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,110,,161,,275,,1728,,1397,,,
OHIO,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,34,,23,,46,,415,,375,,"OHIO
(40.060212, -82.404257)",
CALIFORNIA,2015,21,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,27,,90,,170,,1219,,1776,,"CALIFORNIA
(37.638642, -120.999996)",
TENNESSEE,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,15,,54,,220,,237,,"TENNESSEE
(35.680941, -85.774487)",
E.N. CENTRAL,2015,21,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,40,,83,,206,,1306,,1610,,,
NEW MEXICO,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,23,,240,,218,,"NEW MEXICO
(34.520396, -106.244402)",
TENNESSEE,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,16,,40,,602,,704,,"TENNESSEE
(35.681402, -85.774444)",
VIRGINIA,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,21,,20,,45,,729,,764,,"VIRGINIA
(37.542699, -78.45822)",
E.S. CENTRAL,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,24,,64,,154,,2153,,2497,,,
W.N. CENTRAL,2015,37,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,14,,42,,81,,1367,,2180,,,
W.S. CENTRAL,2015,36,1,,0,,1,,2,,,-,,-,0,,0,,,-,,-,175,,149,,275,,4600,,4329,,,
NEBRASKA,2015,36,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,2,,5,,13,,212,,179,,"NEBRASKA
(41.640503, -99.367122)",
PENNSYLVANIA,2015,36,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,17,,27,,62,,979,,1056,,"PENNSYLVANIA
(40.789676, -77.858055)",
KANSAS,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,22,,342,,297,,"KANSAS
(38.345528, -98.201847)",
AMER. SAMOA,2015,36,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
UNITED STATES,2015,36,1,,0,,1,,4,,4,,,-,0,,1,,1,,1,,833,,916,,1491,,31235,,33212,,,
WEST VIRGINIA,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,10,,115,,138,,"WEST VIRGINIA
(38.668501, -80.709421)",
NORTH CAROLINA,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,44,,29,,141,,1113,,1079,,"NORTH CAROLINA
(35.47995, -79.180571)",
MARYLAND,2015,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,26,,16,,37,,684,,636,,"MARYLAND
(39.290443, -76.612333)",
E.N. CENTRAL,2015,37,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,38,,95,,184,,3480,,4158,,,
NEVADA,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,10,,165,,112,,"NEVADA
(39.491833, -117.070159)",
E.N. CENTRAL,2015,36,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,41,,97,,183,,3359,,3989,,,
ALASKA,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,1,,7,,58,,50,,"ALASKA
(64.836661, -147.738891)",
MOUNTAIN,2015,20,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,20,,55,,94,,812,,837,,,
PACIFIC,2015,20,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,42,,109,,184,,1530,,1609,,,
IOWA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,12,,23,,206,,121,,,"IOWA
(42.469401, -93.816487)"
IDAHO,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,4,,32,,94,,46,,,"IDAHO
(43.682632, -114.363727)"
OKLAHOMA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,13,,53,,129,,156,,,"OKLAHOMA
(35.472031, -97.521068)"
E.S. CENTRAL,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,56,,154,,666,,791,,,
RHODE ISLAND,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,17,,29,,,"RHODE ISLAND
(41.708281, -71.522466)"
PENNSYLVANIA,2015,20,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,12,,24,,69,,298,,329,,,"PENNSYLVANIA
(40.793734, -77.860697)"
UTAH,2015,20,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,2,,6,,15,,114,,143,,,"UTAH
(39.360701, -111.587128)"
W.N. CENTRAL,2015,20,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,8,,53,,109,,571,,738,,,
SOUTH DAKOTA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,55,,53,,,"SOUTH DAKOTA
(44.35313, -100.373529)"
NORTH CAROLINA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,25,,190,,378,,477,,,"NORTH CAROLINA
(35.46622, -79.15925)"
UNITED STATES,2015,20,,-,0,,1,,2,,2,,,-,0,,0,,,-,1,,441,,900,,1608,,10900,,11491,,,
MAINE,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,2,,6,,36,,40,,,"MAINE
(45.254229, -68.985026)"
TENNESSEE,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,14,,54,,197,,224,,,"TENNESSEE
(35.680941, -85.774487)"
NORTH DAKOTA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,8,,14,,24,,,"NORTH DAKOTA
(47.475319, -100.118428)"
NEVADA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,4,,8,,63,,40,,,"NEVADA
(39.493242, -117.071839)"
VERMONT,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,23,,32,,,"VERMONT
(43.625384, -72.517637)"
KENTUCKY,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,11,,27,,143,,155,,,"KENTUCKY
(37.645973, -84.774968)"
MINNESOTA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,31,,,-,232,,,"MINNESOTA
(46.355649, -94.7942)"
OHIO,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,33,,23,,46,,382,,348,,,"OHIO
(40.060212, -82.404257)"
PUERTO RICO,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,34,,124,,217,,,"PUERTO RICO
(18.248289, -66.49989)"
GEORGIA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,27,,38,,94,,413,,391,,,"GEORGIA
(32.839683, -83.627579)"
NEW YORK CITY,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,18,,38,,253,,314,,,"NEW YORK CITY
(40.714268, -74.005969)"
WASHINGTON,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,14,,44,,191,,139,,,"WASHINGTON
(47.522288, -120.470028)"
NEW YORK,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,24,,23,,58,,354,,318,,,"NEW YORK
(42.827004, -75.543966)"
TEXAS,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,50,,98,,221,,1089,,785,,,"TEXAS
(31.82724, -99.426768)"
LOUISIANA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,22,,50,,246,,226,,,"LOUISIANA
(31.312663, -92.445678)"
GUAM,2015,20,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,"GUAM
(13.480999, 144.731498)"
DELAWARE,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,15,,31,,27,,,"DELAWARE
(39.008834, -75.577736)"
KANSAS,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,8,,21,,122,,90,,,"KANSAS
(38.347743, -98.200778)"
MASSACHUSETTS,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,21,,53,,288,,279,,,"MASSACHUSETTS
(42.276874, -72.082687)"
AMER. SAMOA,2015,20,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,AMER. SAMOA
DIST. OF COL.,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,,-,18,,,DIST. OF COL.
MID. ATLANTIC,2015,20,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,45,,82,,184,,977,,1264,,,
MISSISSIPPI,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,15,,58,,128,,138,,,"MISSISSIPPI
(32.745513, -89.538027)"
C.N.M.I.,2015,20,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,C.N.M.I.
MICHIGAN,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,17,,56,,245,,257,,,"MICHIGAN
(44.661322, -84.714386)"
VIRGINIA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,20,,58,,237,,215,,,"VIRGINIA
(37.542681, -78.457889)"
NEW MEXICO,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,79,,80,,,"NEW MEXICO
(34.520881, -106.240578)"
ALASKA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,19,,24,,,"ALASKA
(64.845078, -147.72206)"
SOUTH CAROLINA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,24,,77,,258,,210,,,"SOUTH CAROLINA
(33.998822, -81.045366)"
NEBRASKA,2015,20,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,5,,5,,13,,88,,46,,,"NEBRASKA
(41.641044, -99.365719)"
MARYLAND,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,15,,50,,223,,201,,,"MARYLAND
(39.290583, -76.60926)"
ARKANSAS,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,13,,13,,29,,133,,89,,,"ARKANSAS
(34.74865, -92.27449)"
OREGON,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,8,,17,,124,,105,,,"OREGON
(44.56745, -120.155029)"
E.N. CENTRAL,2015,20,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,38,,88,,203,,1200,,1473,,,
NEW HAMPSHIRE,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,32,,61,,,"NEW HAMPSHIRE
(43.655953, -71.500357)"
MONTANA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,35,,75,,47,,,"MONTANA
(47.066528, -109.424416)"
W.S. CENTRAL,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,84,,162,,276,,1597,,1256,,,
CALIFORNIA,2015,20,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,30,,78,,144,,1132,,1250,,,"CALIFORNIA
(37.638642, -120.999996)"
ALABAMA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,17,,54,,198,,274,,,"ALABAMA
(32.840572, -86.631857)"
WISCONSIN,2015,20,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,11,,67,,34,,254,,,"WISCONSIN
(44.393191, -89.816366)"
HAWAII,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,15,,64,,91,,,"HAWAII
(21.304852, -157.857748)"
INDIANA,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,40,,142,,201,,,"INDIANA
(39.766913, -86.149956)"
CONNECTICUT,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,23,,137,,128,,,"CONNECTICUT
(41.562661, -72.64984)"
ILLINOIS,2015,20,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,28,,61,,397,,413,,,"ILLINOIS
(40.485012, -88.997709)"
NEW JERSEY,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,17,,50,,72,,303,,,"NEW JERSEY
(40.130571, -74.273688)"
