Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Texas Land and Cattle,78613,01/30/2019,87,"14010 N US 183 HWY
AUSTIN, TX 78613",11915240,Routine Inspection
CC Zing,78750,03/02/2018,99,"12129 N FM 620 RD
AUSTIN, TX 78750
(30.461777, -97.817222)",10454916,Routine Inspection
Anyday Grocery,78702,03/27/2018,94,"919 SPRINGDALE RD
AUSTIN, TX 78702
(30.261165, -97.698372)",2803929,Routine Inspection
Kawa Asian Kitchen,78732,05/09/2019,85,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390402, -97.884768)",11935418,Routine Inspection
MN - Wendy's,78653,12/17/2018,96,"11808 RING DR
MANOR, TX 78653",11923808,Routine Inspection
Kerbey Lane Cafe,78704,10/05/2018,88,"3003 S LAMAR BLVD
AUSTIN, TX 78704
(30.242244, -97.784236)",10700176,Routine Inspection
Grisham Middle School,78750,05/19/2017,100,"10805 SCHOOL HOUSE LN
AUSTIN, TX 78750
(30.457632, -97.80617)",10314281,Routine Inspection
7-Eleven Convenience Store # 35878B,78701,11/07/2019,91,"613 CONGRESS AVE
AUSTIN, TX 78701
(30.268601, -97.742613)",11727227,Routine Inspection
El Roy Country Corner,78617,12/17/2018,90,"13912 FM 812 RD
AUSTIN, TX 78617
(30.120745, -97.635308)",2803511,Routine Inspection
"Soup Peddler, The",78729,09/19/2017,97,"13219 N US 183 HWY
AUSTIN, TX 78729",11239863,Routine Inspection
Mongolian Hot Pot,78705,03/14/2019,76,"2400 SETON AVE
AUSTIN, TX 78705
(30.288035, -97.743875)",11490862,Routine Inspection
Gracy Food Mart,78758,07/23/2019,100,"12001 BURNET RD
AUSTIN, TX 78758
(30.408019, -97.713677)",10594203,Routine Inspection
Little Caesars Pizza,78744,12/10/2019,92,"5200 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.180078, -97.747839)",10179226,Routine Inspection
Daily Food Store,78721,01/19/2018,89,"1071 SPRINGDALE RD
AUSTIN, TX 78721
(30.272251, -97.691247)",2803877,Routine Inspection
Southpark Meadows Nursing & Rehabilitation Center,78748,06/24/2019,100,"9801 S 1ST ST
AUSTIN, TX 78748
(30.162189, -97.800449)",11283202,Routine Inspection
BC - Daily Juice Cafe,78738,11/18/2019,86,"12921 SHOPS PKWY
BEE CAVE, TX 78738
(30.30675, -97.945008)",11128918,Routine Inspection
El Pollo Rico #13,78745,11/26/2019,99,"110 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19287, -97.77775)",12185836,Routine Inspection
Revelry Kitchen & Bar,78702,09/18/2019,99,"1410 E 6TH ST
AUSTIN, TX 78702
(30.263487, -97.727821)",11496846,Routine Inspection
Express Food Mart #5,78660,08/26/2019,89,"2925 W PECAN ST
AUSTIN, TX 78660
(30.449332, -97.660671)",10771946,Routine Inspection
Chili's Grill & Bar #1423,78748,01/31/2018,93,"9900 S IH
AUSTIN, TX 78748",10026046,Routine Inspection
WL - Randall's Grocery #2477,78746,12/09/2019,95,"3300 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.2749, -97.801111)",2803947,Routine Inspection
Westwood Country Club,78703,06/16/2017,97,"3808 W 35TH ST
AUSTIN, TX 78703
(30.312717, -97.773191)",2800194,Routine Inspection
CC Zing,78750,01/24/2019,96,"12129 N FM 620 RD
AUSTIN, TX 78750
(30.461777, -97.817222)",10454916,Routine Inspection
Starbuck's #6388,78704,03/09/2020,96,"4006 S LAMAR BLVD
AUSTIN, TX 78704
(30.237089, -97.791623)",2801744,Routine Inspection
Anyday Grocery,78702,09/11/2018,90,"919 SPRINGDALE RD
AUSTIN, TX 78702
(30.261165, -97.698372)",2803929,Routine Inspection
Hilton Garden Inn Austin Downtown,78701,10/29/2019,96,"507 SABINE ST
AUSTIN, TX 78701
(30.265553, -97.736393)",10543115,Routine Inspection
WL - McDonald's,78746,03/06/2018,97,"3300 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.2749, -97.801111)",2803243,Routine Inspection
ABIA - Mad Greens,78719,02/07/2020,93,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202653, -97.667267)",12060237,Routine Inspection
Muchos Imports#2,78741,06/27/2018,98,"1723 E OLTORF ST
AUSTIN, TX 78741
(30.232796, -97.738153)",2803619,Routine Inspection
Juiceland Westgate,78745,10/18/2018,98,"4526 WEST GATE BLVD
AUSTIN, TX 78745
(30.231119, -97.800617)",11369720,Routine Inspection
Longhorn Village - Formal Dining,78732,09/27/2019,99,"12501 LONGHORN PKWY
AUSTIN, TX 78732
(30.351111, -97.909249)",10260609,Routine Inspection
Dollar General Store #12561,78724,01/29/2018,93,"6600 FM 969 RD
AUSTIN, TX 78724
(30.284224, -97.657202)",10624924,Routine Inspection
Elan Southpark Meadows,78748,10/25/2019,95,"9320 ALICE MAE LN
AUSTIN, TX 78748
(30.166333, -97.793731)",11568867,Routine Inspection
RW - Amy's Ice Cream,78746,10/02/2019,89,"2805 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.270937, -97.789909)",10594090,Routine Inspection
Taco Bell #030114,78745,05/19/2017,95,"502 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.1964, -97.786071)",11066763,Routine Inspection
"Cake and Spoon Baking Co, The",78702,08/10/2017,98,"3008 GONZALES ST
AUSTIN, TX 78702
(30.259374, -97.707114)",10459759,Routine Inspection
Rusty Cannon Pub,78745,12/23/2019,84,"730 W STASSNEY LN
AUSTIN, TX 78745
(30.209029, -97.78292)",11459172,Routine Inspection
Tears of Joy,78701,03/19/2018,93,"618 E 6TH ST
AUSTIN, TX 78701
(30.266226, -97.736299)",2800889,Routine Inspection
Scottish Rite Dorm,78705,05/02/2018,80,"210 W 27TH ST
AUSTIN, TX 78705
(30.291879, -97.739493)",2800292,Routine Inspection
LW - MOD Superfast Pizza LLC,78734,06/22/2018,80,"1900 S FM 620 RD
LAKEWAY, TX 78734",11491781,Routine Inspection
Select Mart,78758,08/30/2017,84,"1925 RUTLAND DR
AUSTIN, TX 78758
(30.379183, -97.712889)",2803986,Routine Inspection
Summermoon Coffee Bar,78726,10/29/2018,100,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.419808, -97.845825)",11872695,Routine Inspection
Numero 28 Pizzeria & Vineria,78701,05/15/2017,80,"452 W 2ND ST
AUSTIN, TX 78701
(30.26552, -97.748471)",11111461,Routine Inspection
Dairy Queen,78741,08/03/2018,99,"1501 TOWN CREEK DR
AUSTIN, TX 78741
(30.24198, -97.727045)",2800452,Routine Inspection
Vitamin Cottage Natural Food Markets,78759,12/18/2019,95,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.392572, -97.732892)",10492569,Routine Inspection
Kinda Tropical,78702,09/17/2019,96,"3501 E 7TH ST
AUSTIN, TX 78702
(30.25698, -97.70307)",11693814,Routine Inspection
Omni Barton Crk Resort & Spa- Texas Spice,78735,10/25/2019,92,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",11084376,Routine Inspection
Marble Slab Creamery,78613,02/24/2020,99,"14010 N US 183 HWY
AUSTIN, TX 78613",10913688,Routine Inspection
Sip Saam Thai,78729,02/20/2019,100,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445314, -97.743259)",11597842,Routine Inspection
Lenoir Restaurant,78704,11/27/2018,90,"1807 S 1ST ST
AUSTIN, TX 78704
(30.246988, -97.756082)",10655045,Routine Inspection
ARAMARK @ Rack Space,78753,07/11/2018,100,"9001 N IH
AUSTIN, TX 78753",11629795,Routine Inspection
Williams-Sonoma #978,78759,08/07/2017,92,"9722 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394529, -97.75208)",2800949,Routine Inspection
Anderson Mill Pub,78750,07/11/2017,93,"10401 ANDERSON MILL RD
AUSTIN, TX 78750
(30.447139, -97.80562)",10485330,Routine Inspection
Chocolaterie Tessa,78757,05/17/2018,100,"7425 BURNET RD
AUSTIN, TX 78757
(30.350171, -97.734526)",11186760,Routine Inspection
Spin,78701,11/19/2019,87,"209 W 5TH ST
UNIT B AUSTIN, TX 78701
(30.267696, -97.745255)",11914992,Routine Inspection
Creedmoor Elementary School,78747,09/09/2019,97,"5604 FM 1327 RD
CREEDMOOR, TX 78747",2802859,Routine Inspection
Sazon,78704,10/18/2019,90,"1816 S LAMAR BLVD
AUSTIN, TX 78704
(30.249769, -97.766906)",2801208,Routine Inspection
Wal-Mart #2133-Milk/ Ice Cream,78749,07/10/2018,100,"5017 W US 290 HWY
AUSTIN, TX 78749",10002963,Routine Inspection
Sarku Japan,78746,01/29/2019,87,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",2801813,Routine Inspection
Simon's Sushi,78613,12/18/2019,93,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47181, -97.803451)",12005408,Routine Inspection
LW - Starbucks Coffee Company #6364,78734,11/16/2017,100,"2410 S FM 620 RD
LAKEWAY, TX 78734",10745429,Routine Inspection
Lammes Candies,78746,06/04/2018,96,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.255443, -97.810066)",2802304,Routine Inspection
7-Eleven Convenience Store #30467C,78753,11/15/2019,90,"10111 N LAMAR BLVD
AUSTIN, TX 78753
(30.370924, -97.69259)",11308436,Routine Inspection
La Tapatia #7,78757,04/23/2018,92,"8618 RESEARCH BLVD
AUSTIN, TX 78757
(30.362484, -97.717498)",11538031,Routine Inspection
Del Valle ISD- Concession Stand #1 (Home),78617,09/21/2017,97,"5201 ROSS RD
AUSTIN, TX 78617
(30.178552, -97.61496)",10333612,Routine Inspection
Ashford Montessori,78660,10/08/2019,96,"20301 JACKIES RANCH BLVD
PFLUGERVILLE, TX 78660
(30.475586, -97.562086)",10339477,Routine Inspection
Smokey Mo's BBQ,78727,07/26/2019,89,"6001 W PARMER LN
AUSTIN, TX 78727
(30.441937, -97.74148)",10776533,Routine Inspection
Hyatt Place North Central,78752,10/19/2017,92,"7522 N IH
AUSTIN, TX 78752",2801734,Routine Inspection
Staybridge Hotel,78741,07/17/2018,97,"1611 AIRPORT COMMERCE DR
AUSTIN, TX 78741
(30.221781, -97.689832)",10193322,Routine Inspection
NG Cafe,78753,01/17/2019,90,"13000 N IH
AUSTIN, TX 78753",11845758,Routine Inspection
Salata,78759,02/07/2018,91,"10515 N MOPAC EXPY
AUSTIN, TX 78759
(30.392572, -97.732892)",11105285,Routine Inspection
Starbucks Coffee #11556,78727,11/01/2018,94,"2505 W PARMER LN
AUSTIN, TX 78727
(30.419298, -97.702752)",10061972,Routine Inspection
Starstop 34,78745,10/05/2018,82,"4545 S LAMAR BLVD
AUSTIN, TX 78745
(30.231936, -97.800864)",10851843,Routine Inspection
Papa Joe's Tex-Mex,78702,01/14/2020,86,"917 SPRINGDALE RD
AUSTIN, TX 78702
(30.261056, -97.698443)",11422211,Routine Inspection
La Casita Mexican Restaurant,78757,08/20/2019,87,"1519 W ANDERSON LN
AUSTIN, TX 78757
(30.351996, -97.722249)",10609544,Routine Inspection
Elmcroft of Austin,78745,06/03/2019,100,"7017 MANCHACA RD
AUSTIN, TX 78745
(30.200923, -97.80719)",11905686,Follow-Up Inspection
Taco Bell #030263,78753,01/18/2019,100,"1548 E PARMER LN
AUSTIN, TX 78753
(30.38864, -97.650982)",11096280,Routine Inspection
WL - Lupe Tortillas Mexican Restaurant,78746,03/27/2020,88,"701 S CAPITAL OF TEXAS HWY
WEST LAKE HILLS, TX 78746
(30.292189, -97.828184)",10805455,Routine Inspection
Don Japanese,78705,01/09/2019,83,"1 2 2716 GUADALUPE ST
AUSTIN, TX 78705",11702968,Routine Inspection
Nature's Table Cafe,78745,09/11/2017,97,"4544 S LAMAR BLVD
AUSTIN, TX 78745
(30.232321, -97.803504)",2802093,Routine Inspection
Total Wine & More,78613,07/12/2018,98,"11066 PECAN PARK BLVD
AUSTIN, TX 78613
(30.470274, -97.802145)",11409555,Routine Inspection
Circle K #2741301,78728,12/09/2019,84,"1310 W HOWARD LN
AUSTIN, TX 78728
(30.424623, -97.672008)",2803600,Routine Inspection
Sushic,78735,07/05/2017,96,"6501 W WILLIAM CANNON DR
AUSTIN, TX 78735
(30.235531, -97.865328)",10943069,Routine Inspection
Subway #16850,78704,03/26/2018,89,"500 E BEN WHITE BLVD
AUSTIN, TX 78704
(30.220081, -97.757534)",10053502,Routine Inspection
Licha's Cantina,78702,12/04/2018,95,"1306 E 6TH ST
AUSTIN, TX 78702
(30.26385, -97.728887)",11097683,Routine Inspection
HEB #024,78726,07/10/2018,99,"11521 N FM 620 RD
AUSTIN, TX 78726
(30.4545, -97.82678)",2802382,Routine Inspection
Austin Club,78701,12/03/2019,77,"110 E 9TH ST
AUSTIN, TX 78701
(30.270622, -97.740949)",2800634,Routine Inspection
Mour,78741,12/13/2018,89,"1414 SHORE DISTRICT DR
AUSTIN, TX 78741
(30.243545, -97.728328)",11508734,Routine Inspection
Koriente Restaurant,78701,10/01/2019,96,"621 E 7TH ST
AUSTIN, TX 78701
(30.267163, -97.735929)",2803147,Routine Inspection
Central Donut,78729,09/20/2018,100,"8516 ANDERSON MILL RD
AUSTIN, TX 78729
(30.45599, -97.767578)",10701704,Routine Inspection
"JD's Supermarket - Meat, Produce, Grocery",78719,01/09/2018,83,"9111 FM 812 RD
AUSTIN, TX 78719
(30.161323, -97.686947)",11242832,Routine Inspection
Mobile Loaves and Fishes - Community First Village,78724,12/11/2018,78,"9301 HOG EYE RD
AUSTIN, TX 78724
(30.282551, -97.623176)",11845561,Routine Inspection
Jimmy John's Gourmet Sandwiches,78759,07/24/2019,95,"10900 RESEARCH BLVD
AUSTIN, TX 78759
(30.401922, -97.746122)",11230944,Routine Inspection
Slab,78757,11/25/2019,89,"9012 RESEARCH BLVD
AUSTIN, TX 78757
(30.372147, -97.724831)",11182639,Routine Inspection
McDonald's Restaurant at North Lamar,78753,09/26/2018,94,"9422 N LAMAR BLVD
AUSTIN, TX 78753
(30.364105, -97.696449)",11348389,Routine Inspection
Craft Pride,78701,07/17/2017,94,"61 RAINEY ST
AUSTIN, TX 78701
(30.257995, -97.73906)",10887239,Routine Inspection
Latitude 30,78701,03/15/2018,93,"512 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.267087, -97.740532)",2802407,Routine Inspection
Willie's Burgers and BBQ,78669,07/09/2018,86,"21018 W SH
SPICEWOOD, TX 78669",10030534,Routine Inspection
Child Inc-- Forbes,78754,09/30/2019,100,"2217 FORBES DR
AUSTIN, TX 78754
(30.334401, -97.672906)",2801851,Routine Inspection
Stepping Stone School XVIII,78748,09/07/2018,100,"9325 ALICE MAE LN
AUSTIN, TX 78748
(30.165711, -97.794227)",11273477,Routine Inspection
Mills Elementary School,78749,11/13/2017,99,"6201 DAVIS LN
AUSTIN, TX 78749
(30.211659, -97.876819)",2801250,Routine Inspection
Manor Express,78722,03/10/2020,99,"2101 MANOR RD
AUSTIN, TX 78722
(30.284171, -97.719891)",2803762,Routine Inspection
LW - Firehouse Subs,78734,08/29/2018,99,"900 S FM 620 RD
LAKEWAY, TX 78734",10964761,Routine Inspection
Hill Country Counseling Center,78758,05/22/2018,97,"1433 FAIRFIELD DR
AUSTIN, TX 78758
(30.360616, -97.71596)",2803256,Routine Inspection
Dirty Bill's,78701,10/17/2017,88,"511 RIO GRANDE ST
AUSTIN, TX 78701
(30.269681, -97.749607)",10159030,Routine Inspection
GRIZZELDAS,78702,02/28/2019,100,"105 TILLERY ST
AUSTIN, TX 78702
(30.252259, -97.70852)",11622030,Routine Inspection
McDonald's at Parmer & Dessau,78753,10/25/2019,98,"1608 E PARMER LN
AUSTIN, TX 78753
(30.387711, -97.649564)",11024144,Routine Inspection
GoPuff,78702,11/29/2018,95,"1138 AIRPORT BLVD
AUSTIN, TX 78702
(30.269959, -97.696825)",11547511,Routine Inspection
Thai Fresh,78704,07/23/2018,89,"909 W MARY ST
AUSTIN, TX 78704
(30.248174, -97.761643)",10390428,Routine Inspection
Kappa Sigma Lodge,78705,02/26/2019,95,"1002 W 26TH ST
AUSTIN, TX 78705
(30.290955, -97.748401)",2801217,Routine Inspection
Baskin Robbins,78758,10/03/2019,95,"12407 N MOPAC EXPY
AUSTIN, TX 78758
(30.41781, -97.704612)",2802274,Routine Inspection
Pease Elementary,78701,10/11/2018,98,"1106 RIO GRANDE ST
AUSTIN, TX 78701
(30.274906, -97.747662)",2800245,Routine Inspection
Ranch 616,78701,03/10/2020,77,"616 NUECES ST
AUSTIN, TX 78701
(30.270393, -97.748149)",2801490,Routine Inspection
SV - Barnes & Noble Booksellers,78745,03/08/2018,94,"5601 BRODIE LN
SUNSET VALLEY, TX 78745
(30.227053, -97.821892)",2801109,Routine Inspection
LW - Vivel Crepes & Coffee,78734,03/24/2020,90,"2011 MAIN ST
LAKEWAY, TX 78734
(30.345791, -97.967013)",11625639,Routine Inspection
Ann Richards School For Girls,78704,11/07/2017,97,"2206 PRATHER LN
AUSTIN, TX 78704
(30.234747, -97.788031)",2800241,Routine Inspection
Child Inc.-Dove Springs,78744,09/07/2018,100,"5106 VILLAGE SQUARE DR
AUSTIN, TX 78744
(30.187981, -97.743754)",2800934,Routine Inspection
Little Caesar's,78753,06/23/2017,78,"9411 N LAMAR BLVD
AUSTIN, TX 78753
(30.36366, -97.696709)",10575137,Routine Inspection
Alonti,78704,08/01/2019,93,"701 S LAMAR BLVD
AUSTIN, TX 78704
(30.257901, -97.759723)",10482725,Routine Inspection
RW - Mr. Gatti's,78746,03/14/2018,91,"2802 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.271144, -97.789036)",2802602,Routine Inspection
Whole Foods Market - Meat Market,78749,12/03/2019,100,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222178, -97.838856)",10764422,Routine Inspection
Phil's Philly Grill,78613,01/11/2018,81,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47181, -97.803451)",10956732,Routine Inspection
Tous Les Jours,78752,11/30/2018,85,"6808 N LAMAR BLVD
AUSTIN, TX 78752
(30.335837, -97.720115)",11801702,Routine Inspection
Minimax Food Mart #4,78728,03/25/2020,100,"16009 FM 1325 RD
AUSTIN, TX 78728",11815800,Routine Inspection
Travis County Correctional Complex,78617,09/03/2019,96,"3614 BILL PRICE RD
AUSTIN, TX 78617
(30.198539, -97.646692)",12153904,Routine Inspection
EZ Corner Store,78745,11/19/2019,84,"719 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.197231, -97.788243)",2803518,Routine Inspection
Walgreens #11513,78749,12/28/2017,100,"5011 W SLAUGHTER LN
AUSTIN, TX 78749
(30.200075, -97.864634)",10108941,Routine Inspection
Bon Appetit @ 7700 Parmer,78729,11/07/2017,83,"7700 PARMER LN
AUSTIN, TX 78729
(30.456745, -97.752944)",11286955,Routine Inspection
Brick Oven Restaurant,78701,06/27/2019,76,"1209 RED RIVER ST
AUSTIN, TX 78701
(30.272695, -97.734924)",2800996,Routine Inspection
Travis County Jail,78701,12/26/2019,99,"509 W 11TH ST
AUSTIN, TX 78701
(30.274242, -97.746495)",12153980,Routine Inspection
Conans Pizza North,78757,08/26/2019,88,"2438 W ANDERSON LN
AUSTIN, TX 78757
(30.356395, -97.731374)",2800122,Routine Inspection
LW - Vivel Crepes & Coffee,78734,07/22/2019,85,"2011 MAIN ST
LAKEWAY, TX 78734
(30.345791, -97.967013)",11625639,Routine Inspection
Troy,78759,10/24/2017,84,"8105 MESA DR
AUSTIN, TX 78759
(30.371779, -97.75711)",11176042,Routine Inspection
Jimmy John's Gourmet Sandwiches,78757,12/20/2017,78,"2937 W ANDERSON LN
AUSTIN, TX 78757
(30.359909, -97.738773)",11231003,Routine Inspection
CVS Pharmacy #6892,78705,05/24/2018,94,"2927 GUADALUPE ST
AUSTIN, TX 78705
(30.296261, -97.742254)",2804014,Routine Inspection
El Rancho Supermarket #2 Taqueria,78723,01/27/2020,86,"6800 BERKMAN DR
AUSTIN, TX 78723
(30.32023, -97.689045)",11761890,Routine Inspection
Brentwood Christian School,78753,03/03/2020,99,"11908 N LAMAR BLVD
AUSTIN, TX 78753
(30.390835, -97.6823)",11399574,Routine Inspection
Kim Phung Vietnamese and Chinese Restaurant,78752,09/24/2019,79,"7601 N LAMAR BLVD
AUSTIN, TX 78752
(30.344378, -97.714521)",10009073,Routine Inspection
Toulouse Domain,78758,12/30/2019,90,"3120 PALM WAY
AUSTIN, TX 78758
(30.402572, -97.721403)",11662588,Routine Inspection
Teapioca Arboretum,78759,07/24/2019,92,"10000 RESEARCH BLVD
AUSTIN, TX 78759
(30.392352, -97.746845)",11793105,Routine Inspection
Holy Roast Coffee Shop,78723,12/23/2019,94,"4900 MUELLER BLVD
AUSTIN, TX 78723
(30.302549, -97.704957)",11389241,Routine Inspection
Prime Mart,78753,09/25/2017,95,"12430 N LAMAR BLVD
AUSTIN, TX 78753
(30.407119, -97.678361)",10003038,Routine Inspection
Madam Mam's,78757,02/06/2018,57,"2700 W ANDERSON LN
AUSTIN, TX 78757
(30.358106, -97.735077)",10273680,Routine Inspection
Wayside Schools,78745,05/14/2019,100,"6215 MANCHACA RD
AUSTIN, TX 78745
(30.209905, -97.804008)",11053776,Routine Inspection
Metro Food & Cafe,78758,03/06/2019,93,"11900 METRIC BLVD
AUSTIN, TX 78758
(30.400055, -97.703406)",11303539,Routine Inspection
VIA 313 Pizza,78705,10/04/2018,89,"3016 GUADALUPE ST
AUSTIN, TX 78705
(30.297432, -97.741505)",11485756,Routine Inspection
Nordstrom Ebar,78758,03/25/2019,91,"3111 PALM WAY
AUSTIN, TX 78758",11583664,Routine Inspection
Afri Carib Market,78753,07/20/2017,95,"825 E RUNDBERG LN
AUSTIN, TX 78753
(30.357466, -97.686736)",2804104,Routine Inspection
Vitamix,78759,08/23/2018,97,"10401 RESEARCH BLVD
AUSTIN, TX 78759
(30.396085, -97.745776)",11555077,Routine Inspection
HEB #236,78660,07/24/2017,100,"1434 W WELLS BRANCH PKWY
AUSTIN, TX 78660
(30.441282, -97.66529)",2803449,Routine Inspection
Wendy's #W127,78748,08/04/2017,97,"305 W SLAUGHTER LN
AUSTIN, TX 78748
(30.167973, -97.794172)",11115668,Routine Inspection
Galaxy Cafe,78732,03/13/2020,93,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390402, -97.884768)",12122222,Routine Inspection
Target #1953 (Grocery),78726,04/25/2018,100,"11220 FM 2222 RD
AUSTIN, TX 78726",2802523,Routine Inspection
Wendy's W118,78751,12/30/2019,96,"1000 E 41ST ST
AUSTIN, TX 78751
(30.298553, -97.720058)",11119191,Routine Inspection
Toni's Toffee,78704,09/19/2018,100,"2129 GOODRICH AVE
AUSTIN, TX 78704
(30.248098, -97.773774)",11858181,Routine Inspection
Target  #1542,78723,10/08/2018,97,"5621 N IH
AUSTIN, TX 78723",2803679,Routine Inspection
Tic Tac Toe,78757,10/12/2018,94,"2003 W ANDERSON LN
AUSTIN, TX 78757
(30.354444, -97.727417)",2802065,Routine Inspection
Potbelly Sandwich Works,78705,06/29/2018,88,"2316 GUADALUPE ST
AUSTIN, TX 78705
(30.286875, -97.741679)",10046409,Routine Inspection
Texas Mist,78742,12/06/2019,91,"1115 BASTROP HWY
AUSTIN, TX 78742
(30.228431, -97.682516)",2801166,Routine Inspection
Fairmont Austin - Employee Cafeteria (Level 2),78701,03/06/2020,97,"101 RED RIVER ST
AUSTIN, TX 78701
(30.262069, -97.738859)",11853705,Routine Inspection
MN - Manor New Tech High School,78653,09/19/2017,89,"10323 E US 290 HWY
MANOR, TX 78653
(30.345307, -97.574704)",10018050,Routine Inspection
Sugar Mama's Bakeshop Eastside,78722,04/26/2019,96,"2406 MANOR RD
AUSTIN, TX 78722
(30.28466, -97.716836)",11191782,Routine Inspection
Vinaigrette TX LLC,78704,03/09/2020,89,"2201 COLLEGE AVE
AUSTIN, TX 78704
(30.241401, -97.752204)",11463881,Routine Inspection
Josephine House,78703,06/07/2019,90,"1601 WATERSTON AVE
AUSTIN, TX 78703
(30.280804, -97.759023)",10879746,Routine Inspection
La Tapatia,78750,02/19/2020,72,"13450 N US 183 HWY
AUSTIN, TX 78750",12186218,Routine Inspection
"Library, The",78701,02/16/2018,88,"407 E 6TH ST
AUSTIN, TX 78701
(30.267, -97.739005)",11492734,Routine Inspection
Ala Carte Menu Services,78702,05/04/2018,100,"900 CHICON ST
AUSTIN, TX 78702
(30.264614, -97.721198)",11779458,Routine Inspection
