Application Type,Application Number,Process Date,Approved Date,Project Name,Comments,WSSC Map,Tax Map,Site Area,Proposed Disturbed Area,Proposed Impervious Area,Current Zoning,Proposed Zoning,Current Land use,Proposed Land Use,Watershed,State Water Use,Tributary,Requested Waiver,Resubmittal,Revision,Onsite Quantity Control,Quantity Control,Onsite Quality Control,Quality Control,Quantity Waiver Proposed,Quantity Waiver Acres Proposed,Quality Waiver Proposed,Quality Waiver Acres Proposed,Street Number,Pre-direction,Street Name,Street Suffix,Post-direction,City,State,ZIP code,Work Location
STORMWATER CONCEPT,207026,12/04/2002,12/13/2002,BAKER PROPERTY,Lot 4,225NW18,CT43,105.3,0.5,0.4,RDT,RDT,,,DSC,GENERAL USE,,N,N,N,Y,105.3,Y,105.3,N,0.0,N,0.0,,,,,,,,,SW CORNER OF RT 28 & CATTAIL RD
STORMWATER CONCEPT,207023,12/04/2002,01/11/2005,WHITE OAK PROPERTY,"Lots 1-106, Parcels P141, P78, P28, P54, P81, P57, P106, P165, P158, P269, P219.  Reconfirmation submitted 1/10/05, approved 1/13/05.",214NE2,KQ121,26.3,14.9,0.0,R-90,R-90,VACANT,RESID,PBR,NATURAL TROUT,,N,N,N,Y,14.9,Y,14.9,N,0.0,N,0.0,,,,,,,,,"STEWART LANE, SILVER SPRING"
STORMWATER CONCEPT,283541,12/22/2017,04/18/2019,ANDRUS PROPERTY/WOLFE'S SUBDIVISION,,,,5.4,3.7,1.3,R-90,R-90,Resident,Resident,CJC,GENERAL USE,,N,N,N,N,3.7,N,3.7,N,0.0,N,0.0,,,,,,,,,"7120 Greentree Road

7203, 7207, 7211, 7215, 7217, and 7219 Barnett Road"
STORMWATER CONCEPT,221608,10/26/2005,05/10/2006,STANMORE/HYDE PROPERTY,"Parcels 452, 459, 239 & 401/ RECONFIRMATION SUBMITTED ON 4-24-2007 WITH INCREASE OF DISTURBANCE FROM 12 ACRES TO 16.6 ACRES // 1-23-09 REVISED APPLICATION REDUCING NUMBER OF LOTS FROM 30 TO 19 AND LOD TO 10 ACRES",223NW02,JT121,50.9,10.0,2.3,RNC,RNC,OPEN,RESID,NWB,RECREATION TROUT,,N,N,N,Y,8.8,Y,8.8,N,0.0,N,0.0,,,,,,,,,"BATCHELLORS FOREST RD, OLNEY 20832"
STORMWATER CONCEPT,204622,12/26/2001,05/01/2002,FAIRFIELD AT GERMANTOWN,Parcel 666;  3rd review approved 11/16/04,227NW13,EU342,62.4,67.0,44.0,R-200,R-200,,,LSC,GENERAL USE,UNNAMED,N,N,Y,Y,62.4,Y,62.4,N,0.0,N,0.0,,,,,,,,,"BETWEEN WATERS RD, WISTERIA DR, THE EXTENSION OF FT HURLEY BLVD & CSX RR."
STORMWATER CONCEPT,203068,12/26/2000,06/28/2001,FRAZIER PROPERTY (GREENTAPE),Green Tape project,209NW1,JN342,0.7,0.7,0.3,R-10,R-10,VACANT,TWN HOUS,LRC,GENERAL USE,,N,N,N,N,0.0,Y,0.7,Y,0.7,N,0.0,,,,,,,,,SW QUADRONT OF BLAIR RD & JUNIPER ST
STORMWATER CONCEPT,209960,09/29/2003,06/03/2004,INDEPENDENCE OF PRIVACY WORLD,Lot 1-49/1; Parcel A-F; 50% revision,216NW,JQ123,4.4,4.4,2.4,RT12.5,RT12.5,VACANT,RESID,NWB,RECREATION TROUT,,N,N,N,Y,4.4,Y,4.4,N,0.0,N,0.0,,,,,,,,,"LAYHILL RD & GLENFIELD MEWS DR, ROCKVILLE"
STORMWATER CONCEPT,255153,07/19/2013,,Glenstone Lot 1 Special Exception,,216NW10,EQ53,2.3,0.0,0.0,RE-2,RE-2,AGRICULT,LANSCAPE,WBR,GENERAL USE,GREENBRIAR,N,N,N,Y,1.5,Y,1.5,N,0.0,N,0.0,12630,,THREE SISTERS,RD,,ROCKVILLE,MD,20854,
STORMWATER CONCEPT,274435,04/15/2015,10/01/2015,Bethel World Outreach Church Gym Expansion,,221NW03,HS52,60.0,2.5,3.8,RC,,SCHOOL,CHURCH,NWB,,,N,Y,N,Y,2.5,Y,2.5,N,0.0,N,0.0,16227,,BATCHELLORS FOREST,RD,,OLNEY,MD,20832,
STORMWATER CONCEPT,232131,08/27/2007,,WOODBURN,,,GN51,0.4,0.4,0.2,R-60,R-60,RESIDENT,RESIDENT,LFB,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,6209,,WEDGEWOOD,RD,,BETHESDA,MD,20817,
STORMWATER CONCEPT,247711,11/08/2012,01/29/2013,R HOLT EASLEY'S ADD TO SILVER SPRING,,210NW01,JN343,0.7,0.8,0.8,CBD-1,CBD-1,RET/VACA,RET/OFF/,SCR,GENERAL USE,,N,N,N,Y,0.8,Y,0.8,N,0.0,N,0.0,900,,THAYER,AVE,,SILVER SPRING,MD,20910,
STORMWATER CONCEPT,262398,03/18/2014,05/14/2014,Game Preserve SWM Retrofit,,,,0.0,0.0,0.0,,,IDLE,IDLE,GSC,GENERAL USE,,N,N,N,Y,11.0,Y,4.0,N,0.0,N,0.0,,,,,,,,,"Game Preserve Road,  Montgomery Village, MD 20879"
STORMWATER CONCEPT,273155,03/10/2015,04/21/2015,CLOPPER MILL ELEMENTARY SCHOOL,,225NW12,ET43,8.3,0.3,0.2,R-60,R-60,EDUCAT,EDUCAT,GSC,,GUNNERS BR,N,N,N,N,0.0,Y,0.3,N,0.0,N,0.0,18501,,CINNAMON,DR,,GERMANTOWN,MD,20874,
STORMWATER CONCEPT,270115,11/18/2014,12/16/2014,Brighton Substation No. 66,,227NW02,JU23,2.8,2.8,2.0,RC,RC,Subs,Subs,HWR,,,N,N,N,Y,2.8,Y,2.8,N,0.0,N,0.0,1300,,BRIGHTON DAM,RD,,BROOKEVILLE,MD,20833,
STORMWATER CONCEPT,203929,07/10/2001,10/02/2001,DERWOOD BIBLE CHURCH,,221NW8,GS122,4.0,3.9,2.7,R-200,R-200,CHURCH,CHURCH,URC,NATURAL TROUT,CRABBS BR,N,N,N,Y,4.0,Y,4.0,N,0.0,N,0.0,16011,,CHIEFTAIN,AVE,,ROCKVILLE,MD,20855,
STORMWATER CONCEPT,203785,06/05/2001,08/03/2001,CAPITAL FENCE & DECK,,224NW20,CT122,2.4,0.7,0.5,,,,,HRB,GENERAL USE,,N,N,N,Y,0.6,Y,0.6,N,0.0,N,0.0,,,,,,,,,"WOOTTON AVE, POOLESVILLE"
STORMWATER CONCEPT,205529,06/04/2002,06/06/2002,STUDENT SERVICE BLDG.,Greentape project-Montgomery College Takoma Park,209NE1,JN32,1.0,0.9,0.7,,,PARKING,INSTITUT,SCR,GENERAL USE,,N,N,N,N,0.0,Y,0.9,Y,0.9,N,0.0,,,,,,,,,"INTERSECTION OF FENTON ST & NY AVE, TAKOMA PARK"
STORMWATER CONCEPT,281909,04/20/2016,08/26/2016,CVS DERWOOD,"PARCELS 750, 763",,,1.2,1.4,0.9,CRT,CRT,IDLE,COMM,URC,RECREATION TROUT,,Y,N,Y,Y,1.2,Y,1.2,N,0.0,N,0.0,,,,,,,,,"MUNCASTER MILL ROAD AND REDLAND ROAD, DERWOOD, MD 20855"
STORMWATER CONCEPT,233455,04/17/2008,,SDA WORLD HEADQUART. BLDG. ADD,,216NE03,KQ343,0.0,0.9,0.3,O-M,O-M,INSTITU,INSTITU,PBR,NATURAL TROUT,PBR,N,N,N,Y,0.4,Y,0.3,N,0.0,N,0.0,12501,,OLD COLUMBIA,PIKE,,SILVER SPRING,MD,20904,
STORMWATER CONCEPT,241792,01/13/2012,,WOODLAWN CULTURAL SPECIAL PARK,WOODLAWN CULTURAL SPECIAL PARK - WOODLAWN VISITOR CENTER,222NW01,JT33,80.0,1.1,0.4,RE-2,RE-2,PARK,PARK,NWB,RECREATION TROUT,,N,N,N,Y,1.1,Y,1.1,N,0.0,N,0.0,16501,,NORWOOD,RD,,SANDY SPRING,MD,20860,
STORMWATER CONCEPT,257075,09/26/2013,12/16/2013,WESTERN GROVE PARK,,207NW04,HM343,1.9,0.9,0.2,R-60,R-60,PARK,PARK,LFB,RECREATION TROUT,,N,N,N,Y,1.9,Y,1.9,N,0.0,N,0.0,5409,,GROVE,ST,,CHEVY CHASE,MD,20815,
STORMWATER CONCEPT,203714,05/18/2001,05/23/2001,MILLS II PROPERTY,"Lots 1-10, 1-13; Parcels A, B",217NW11,FR121,8.4,7.8,2.6,,,,,MBR,GENERAL USE,,N,N,N,Y,7.8,Y,2.6,N,0.0,N,0.0,,,,,,,,,"TRAVILAH RD, NEAR THE INTERSECTION OF PINE VIEW LA; PARCELS A, B, LOTS 1-10, 1-13"
STORMWATER CONCEPT,283988,06/06/2018,09/06/2018,8280 WISCONSIN AVENUE,,,,0.0,0.0,0.0,,,,,,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,8280,,WISCONSIN,AVE,,BETHESDA,MD,20814,
STORMWATER CONCEPT,240685,07/14/2011,05/17/2012,AQUILINO CANCER CENTER - SGAH,,219 NW9,FR63,1.9,1.9,0.9,LSC,LSC,,,WBR,GENERAL USE,,N,N,N,Y,1.9,Y,1.9,N,0.0,N,0.0,9901,,MEDICAL CENTER,DR,,ROCKVILLE,MD,20850,
STORMWATER CONCEPT,200602,01/04/2000,04/11/2000,WILLARD'S CREST,revision to existing concept 2/13/01,,GN342,5.9,4.5,1.9,R-90,R-90,,,LFB,GENERAL USE,,N,N,N,Y,6.0,Y,6.0,N,0.0,N,0.0,,,,,,,,,NE CORNER OF RIVER RD & WILSON LN
STORMWATER CONCEPT,237049,12/10/2009,,ROLLING TERRACE ELEMENTARY SCH,,210NE01,JN63,5.0,0.4,0.0,R-60,R-60,E.SCHOOL,E.SCHOOL,SCR,GENERAL USE,,N,N,N,Y,0.5,Y,0.5,N,0.0,N,0.0,721,,BAYFIELD,ST,,TAKOMA PARK,MD,20912,
STORMWATER CONCEPT,283178,07/25/2017,,KEMP MILL ESTATES,"COMBINATION CONCEPT/SITE DEVELOPMENT STORMWATER MANAGEMENT PLANCustomer Wants To Use ePlans,Three classroom addition to school, driveway dropoff and additional parking spaces.",,122,1.8,0.3,0.0,RMH200,RMH200,,,SCR,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,1401,,ARCOLA,AVE,,SILVER SPRING,MD,20902,
STORMWATER CONCEPT,255753,08/08/2013,12/05/2013,VICTORY CROSSING,WHITE OAK VICTORY HOUSING - A MULTI-UNIT ASSISTED LIVING RESIDENTIAL BUILDING DEVELOPMENT CONSISTING OF A 4 STORY ASSISTED LIVING BUILDING WITH 104 RESIDENTIAL UNITS,215NE01,JQ62,2.7,2.6,1.2,R90TDR,R90TDR,"RES,TDR","RES,TDR",PBR,NATURAL TROUT,,N,N,N,Y,1.8,Y,1.8,N,0.0,N,0.0,,,,,,,,,"MILESTONE DRIVE, SILVER SPRING, MD (WEST FROM THE INTERSECTION OF MILESTONE DRIVE & NEW HAMPSHIRE AVE (MD ROUTE 650), SURROUNDED BY MILESTONE DRIVE AT THE SOUTH & SW CORNER, SETON DR AT THE NORTH & NW CORNER & THE 3RD DISTRICT POLICE STATION AT THE EAST CORNER)"
STORMWATER CONCEPT,206918,11/08/2002,12/09/2002,GOSHEN HERITAGE,Lots 4 & 5,230NW09,FV562,5.8,1.0,0.2,RE-2,RE-2,RESID,RESID,GSC,GENERAL USE,,N,N,N,Y,2.5,Y,2.5,N,0.0,N,0.0,22100,,GOSHEN SCHOOL,RD,,GAITHERSBURG,MD,20882,
STORMWATER CONCEPT,282226,08/24/2016,09/21/2016,BLUNT COMMONS/QUAIL RIDGE TWH,WRE 12-32 - STORMWATER RETROFIT - ASSET 11137,227NW11,FU122,0.0,0.0,0.0,,,,,GSC,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"[BLUNT COMMONS / QUAIL RIDGE TWHSE - WRE 12-32]

WITHIN THE BOUNDARIES OF: Blunt Rd, Scenery Dr and Cedarbluff Dr. 

Parcel: 'G', Block: B, Plat #13816."
STORMWATER CONCEPT,210803,12/12/2003,07/26/2004,TOWNS OF DOGWOOD,"Proposed 1-34l, Parcel 25 & 79; revision submitted 3/9/06. Revision approved 4/18/06.",217NE04,KR561,5.0,5.1,1.6,RT-8.0,RT-8.0,RESID,RESID,LPB,GENERAL USE,,N,N,N,N,0.0,Y,3.0,Y,1.0,N,0.0,13401,,DOGWOOD,DR,,SILVER SPRING,MD,20904,
STORMWATER CONCEPT,235519,04/06/2009,04/15/2009,"IVYMOUNT SCHOOL, LOT 1.BK 4",,215NW08,CQ122,0.0,0.1,0.1,R-90,R-90,RESIDENT,COMMERCI,CJC,GENERAL USE,,N,N,N,Y,1.0,Y,0.1,N,0.0,N,0.0,11616,,SEVEN LOCKS,RD,,POTOMAC,MD,20854,
STORMWATER CONCEPT,284042,06/22/2018,,9900 Medical Center Drive,,,,4.8,0.0,0.0,,,,,WBR,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,9900,,MEDICAL CENTER,DR,,ROCKVILLE,MD,20850,
STORMWATER CONCEPT,246672,10/01/2012,08/05/2016,TRAVILAH SQUARE,,219NW10,FR43,5.6,1.7,1.1,CR,CR,COMM,COMM,WBR,,,N,N,N,N,0.0,Y,1.7,N,0.0,N,0.0,10016,,DARNESTOWN,RD,,ROCKVILLE,MD,20850,
STORMWATER CONCEPT,273495,03/19/2015,10/26/2015,WOODFIELD COMMONS,,237NW10,FX343,3.8,3.8,1.6,CRT,CRT,VACANT,MFD,UPR,,,N,N,N,Y,3.8,Y,3.8,N,0.0,N,0.0,,,,,,,,,"WOODFIELD ROAD, 1050 FEET NORTH OF MAIN STREET (ROUTE 108)"
STORMWATER CONCEPT,282715,02/08/2017,02/17/2017,WRE 12-35 CABIN JOHN CREEK- LOWER BOOZE CREEK REPA,,,,0.0,0.0,0.0,,,,,CJC,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"RIVER ROAD TO CABIN JOHN PKWY, WEST OF HELMSDALE ROAD"
STORMWATER CONCEPT,235016,01/07/2009,03/13/2009,"MANOR PARK, LOT 199",,219NW04,HR43,1.1,0.5,0.3,R-200,R-200,RESIDENT,RESIDENT,LRC,GENERAL USE,,N,Y,N,Y,1.1,Y,1.1,N,0.0,N,0.0,14504,,GEORGIA,AVE,,ROCKVILLE,MD,20853,
STORMWATER CONCEPT,215730,12/28/2004,06/21/2005,SONOMA/AYRLAWN STORM DRAIN,Storm drain improvements,,,3.8,3.8,2.3,,,,,CJC,GENERAL USE,,N,N,N,N,0.0,Y,3.5,Y,3.8,Y,0.4,,,,,,,,,"OAKMONT,BETHESDA"
STORMWATER CONCEPT,206170,07/08/2002,09/20/2002,HARRY M. MARTIN TRACT,Lot 7; revision for Woodwell Road improvements to Lots 22-24; revision approved 4/16/04,219NW2,JR23,1.5,0.5,0.2,R-200,R-200,RESID,RESID,NWB,RECREATION TROUT,,N,N,N,Y,1.5,Y,1.5,N,0.0,N,0.0,14201,,BENNETT,RD,,SILVER SPRING,MD,20906,
STORMWATER CONCEPT,241694,12/28/2011,04/16/2012,7001 ARLINGTON ROAD,,209NW05,HN122,2.6,2.6,1.7,C-4,C-4,USPS,MIX USE,LFB,GENERAL USE,,N,N,N,Y,2.6,Y,2.6,N,0.0,N,0.0,7001,,ARLINGTON,RD,,BETHESDA,MD,20814,
STORMWATER CONCEPT,207115,12/30/2002,01/03/2003,WILTON OAKS,Proposed lots 16 & 17; second review letter mailed 1/27/04 enm,217NW02,JR121,0.6,0.3,0.1,R-90,R-90,VACANT,RESID,NWB,RECREATION TROUT,,N,N,N,Y,0.6,Y,0.6,N,0.0,N,0.0,,,,,,,,,NORTH END OF DISNEY LANE
STORMWATER CONCEPT,282739,02/17/2017,05/11/2017,NEW HAMPSHIRE AVENUE GOSPEL CHAPEL,,,,0.0,0.0,0.0,,,,,NWB,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,12606,,NEW HAMPSHIRE,AVE,,SILVER SPRING,MD,20904,
STORMWATER CONCEPT,217889,04/27/2005,04/29/2005,WOOTTEN SUBDIVISION,Lot 4 & OL C; Parcel B,221NE05,LS122,8.6,0.5,0.2,RC,RC,VACANT,RESID,LPR,GENERAL USE,,N,N,N,Y,5.0,Y,5.0,N,0.0,N,0.0,4246,,SANDY SPRING,RD,,BURTONSVILLE,MD,20866,
STORMWATER CONCEPT,237964,05/28/2010,08/25/2010,CABIN JOHN SHOPPING CENTER,,214NW7/8,G1-31,0.0,0.7,0.5,RMX-2,,SHOP CTR,,CJC,GENERAL USE,,N,N,N,N,0.0,Y,1.1,N,0.0,N,0.0,,,,,,,,,"TUCKERMAN LANE, POTOMAC, MD  20854"
STORMWATER CONCEPT,240146,05/11/2011,10/14/2011,ST PATRICK'S CHURCH CCD,Building Expansion,220NW04,HS31,9.1,1.4,0.9,R-200,R-200,CHURCH,CHURCH,URC,RECREATION TROUT,,N,N,N,Y,1.4,Y,1.4,N,0.0,N,0.0,4101,,NORBECK,RD,,ROCKVILLE,MD,20853,
STORMWATER CONCEPT,281505,12/14/2015,04/26/2016,GOSHEN ESTATES,"STORMWATER CONCEPT:&nbsp; EXISTING PARCELS:&nbsp; 890 &amp; 920; PROPOSED LOTS:&nbsp; 46-50, BLOCK L",229NW07/,GU343,15.3,0.0,0.0,RE-2,RE-2,VACANT,SFD,GSC,GENERAL USE,,N,N,N,Y,15.3,Y,15.3,N,0.0,N,0.0,,,,,,,,,"WOODFIELD ROAD, GAITHERSBURG"
STORMWATER CONCEPT,231251,04/24/2007,07/17/2007,EDGEMOOR PHASE IV,,209NW05,HN122,0.1,0.1,0.1,R-60,TS-R,OFFICE,MUTI FAM,LFB,GENERAL USE,,N,N,N,Y,0.1,N,0.0,N,0.0,Y,0.1,4913,,HAMPDEN,LN,,BETHESDA,MD,20814,
STORMWATER CONCEPT,235460,03/30/2009,12/29/2009,METRO PLAZA - SILVER SPRING,,210NW02,JN123,1.4,1.4,1.3,CBD-3,CBD-3,RETAIL,OFC/RET,LRC,GENERAL USE,MAIN STEM,Y,N,N,N,0.0,Y,1.3,Y,1.4,Y,0.1,1400,,EAST WEST,HWY,,SILVER SPRING,MD,20910,
STORMWATER CONCEPT,265315,06/17/2014,07/22/2014,CVS GERMANTOWN,,,,0.0,0.0,0.0,,,,,,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"WISTERIA DRIVE & GERMANTOWN ROAD

GERMANTOWN, MD 20874"
STORMWATER CONCEPT,207420,03/11/2003,03/26/2003,"SUNSHINE ACRES, PARCEL 626",Parcel 626,230NW03,HV62,10.0,0.7,0.2,RC,RC,MEADOW,RESID,HWR,RECREATION TROUT,,N,N,N,Y,0.7,Y,0.7,N,0.0,N,0.0,,,,,,,,,"NEW HAMPSHIRE AVENUE, BROOKEVILLE, PARCEL 626"
STORMWATER CONCEPT,251211,03/05/2013,06/11/2013,BP Site Bethesda,,209NW05,HN22,0.3,0.4,0.4,,,,,,,,N,N,N,N,0.0,Y,0.4,N,0.4,N,0.0,,,,,,,,,"4990 Fairmont Ave, Bethesda Md"
STORMWATER CONCEPT,235018,01/07/2009,01/27/2009,PARKLAWN CEMETERY,Stream Improvements,216NW05,15,100.5,0.3,0.0,R-200,R-200,CEMETERY,CEMETERY,LRC,GENERAL USE,,N,N,N,Y,0.3,Y,0.3,N,0.0,N,0.0,12800,,VEIRS MILL,RD,,ROCKVILLE,MD,20851,
STORMWATER CONCEPT,227543,07/31/2006,01/02/2007,MONTESSORI INTERNATIONAL,"LOT 1, BLOCK A, BERNHARD ACRES - MONTESSORI INTERNATIONAL",221NE01,JS62,2.3,2.2,0.9,RE-1,RE-1,RESID,DAYCARE,NWB,RECREATION TROUT,,N,N,N,Y,0.9,Y,0.9,N,0.0,N,0.0,15901,,NEW HAMPSHIRE,AVE,,SILVER SPRING,MD,20905,
STORMWATER CONCEPT,213291,07/06/2004,07/26/2004,KINGSVIEW VILLAGE-SECTION 8,Revision of 1-90017,225NW13,ET33,10.4,10.4,0.0,R-200,R-200,RESID,RESID,GSC,GENERAL USE,,N,N,N,Y,10.4,Y,10.4,N,0.0,N,0.0,,,,,,,,,DARNESTOWN-GERMANTOWN RD & LEAMAN FARM RD
STORMWATER CONCEPT,261215,02/04/2014,04/16/2014,Fox Hills North SWM pond retrofit,,220NW12,ES61,7.0,1.1,0.0,R-200,R-200,SWM Pond,SWM Pond,PRD,GENERAL USE,UNNAMED,N,N,N,Y,55.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"Access from Lloydminster Drive (via PEPCO right-of-way), North Potomac MD 20878"
STORMWATER CONCEPT,206350,08/06/2002,12/02/2002,RANDOLPH MANOR,"Parcels P112, P113",217NE1,JR561,2.4,1.9,1.0,R-90,R-90,VACANT,CHURCH,PBR,NATURAL TROUT,,N,N,N,Y,1.9,Y,1.9,N,0.0,N,0.0,,,,,,,,,RANDOLPH RD 1/4 MILE EAST OF INTERSECTION W/ NH AVE
STORMWATER CONCEPT,268455,09/22/2014,10/29/2014,10935 Woodrock Pond,,209NW11,FN342,9.8,0.5,0.0,,,,,ROR,,,N,N,N,Y,199.1,Y,199.1,N,0.0,N,0.0,11001,,MACARTHUR,BLVD,,POTOMAC,MD,20854,
STORMWATER CONCEPT,282828,03/21/2017,06/11/2018,PRIMROSE LAYHILL,,,,0.0,0.0,0.0,,,,,NWB,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,14041,,LAYHILL,RD,,SILVER SPRING,MD,20906,
STORMWATER CONCEPT,281917,04/25/2016,01/04/2017,MONTGOMERY COUNTY AIRPARK,,,,0.0,0.0,0.0,,,,,,,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,7940,,AIRPARK,RD,,GAITHERSBURG,MD,20879,
STORMWATER CONCEPT,211123,01/23/2004,04/26/2004,TWINBROOK COMMONS,"refer to appendix ""F"" for lots/Block 8, Parcel ""A""",216NW06,GQ563,16.2,16.2,13.0,R-90,TS-R,PARKING,RES/COMM,LRC,GENERAL USE,,N,N,N,Y,16.2,Y,16.2,N,0.0,N,0.0,,,,,,,,,"BETWEEN EXISTING RR TRACKS & ARDENNES RD, NORTH OF TWINBROOK PKY ON EXISTING WMATA TWINBROOK STATION."
STORMWATER CONCEPT,241730,01/06/2012,02/22/2012,METRO PARK SWM POND #303.02,,220NW7NW,GS31,9.7,0.6,0.0,,,COMM,COMM,LRC,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,7520,,STANDISH,PL,,ROCKVILLE,MD,20855,
STORMWATER CONCEPT,250231,02/01/2013,05/08/2013,LOPEZ PROPERTY/SNOWDEN MANOR,,221NE01,JS562,0.7,0.5,0.3,RE-1,RE-1,RESIDENT,RESIDENT,NWB,RECREATION TROUT,,N,N,N,Y,0.7,Y,0.7,N,0.0,N,0.0,15811,,NEW HAMPSHIRE,AVE,,SILVER SPRING,MD,20905,
STORMWATER CONCEPT,201501,08/02/2000,08/09/2000,MONOCACY RD BRIDGE REPLACEMENT,,231NW21,,0.2,1.5,0.2,,,ROADWAY,ROADWAY,MRD,GENERAL USE,UNNAMED,N,N,N,N,0.0,N,0.0,Y,0.2,Y,0.2,,,,,,,,,MOUTH OF MONOCACY RD OVER CSX IN DICKERSON
STORMWATER CONCEPT,221607,10/26/2005,02/27/2006,CHEVY CHASE BANK-NICHOLSON LA,Parcel N729,215NW05,HQ12,1.0,0.5,0.8,C-2,C-2,COMMERCI,COMMERCI,LRC,GENERAL USE,,N,N,N,N,0.0,Y,1.0,Y,1.0,N,0.0,5041,,NICHOLSON,LN,,ROCKVILLE,MD,20852,
STORMWATER CONCEPT,236832,10/27/2009,05/20/2010,SILVER SPRING PARK,,210NW01,JN,1.3,1.1,1.0,CBD0.5,CBD0.5,COMM,MIXED,SCR,GENERAL USE,,N,N,N,N,0.0,Y,1.1,Y,1.1,N,0.0,,,,,,,,,"812,814,816,818,820 & 8113 SILVER SPRING AVE,SILVER SPRING MD 20910"
STORMWATER CONCEPT,281931,05/02/2016,06/28/2016,The Blairs,,,,1.9,1.9,0.3,,,Parking,Park,LRC,GENERAL USE,,N,N,N,Y,1.9,Y,1.9,N,0.0,N,0.0,,,,,,,,,Blairs Park/The Blairs-Temporary Park/High Park Lane
STORMWATER CONCEPT,211008,01/15/2004,05/27/2004,SOUTH LAKE ELEMENTARY SCHOOL,Parcel P764,225NW9,FT53,10.2,3.3,0.0,,,,,GSC,GENERAL USE,,N,N,N,Y,3.2,Y,3.2,N,0.0,N,0.0,18201,,CONTOUR,RD,,MONTGOMERY VILLAGE,MD,20886,
STORMWATER CONCEPT,281724,02/23/2016,09/13/2016,BEALLS MOUNT,,216NW12,EQ343,21.3,2.3,1.3,RE-2,RE-2,,,WBR,,,N,N,N,Y,0.2,Y,0.2,N,0.0,N,0.0,12220,,STONEY CREEK,RD,,POTOMAC,MD,20854,
STORMWATER CONCEPT,242459,03/21/2012,06/06/2012,ROCK CREEK FOREST ELEM SCHOOL,,210-NW03,,7.9,6.8,2.9,R-60,R-60,School,School,LRC,GENERAL USE,,N,N,N,Y,6.8,Y,6.8,N,0.0,N,0.0,8330,,GRUBB,RD,,CHEVY CHASE,MD,20815,
STORMWATER CONCEPT,207914,05/30/2003,05/19/2004,HELLER REALTY PROPERTY,Parels P511 & 512,,,0.9,0.7,0.3,,,,,PBR,NATURAL TROUT,,N,N,N,Y,1.0,Y,1.0,N,0.0,N,0.0,,,,,,,,,"EAST RANDOLPH RD, 300+ SOUTH OF BROADMORE RD, PARCELS P511 & 512"
STORMWATER CONCEPT,206410,08/13/2002,08/26/2002,FAIRLAND RD IMPROVEMENTS,,,,79.0,14.8,27.4,,,,,LPB,GENERAL USE,,N,N,N,N,15.0,N,15.0,N,0.0,N,0.0,,,,,,,,,FAIRLAND RD-US 29 TO PRINCE GEORGE'S COUNTY LINE
STORMWATER CONCEPT,283127,07/06/2017,08/22/2017,SCOTLAND COMMUNITY,"SMC - Stormwater Management Concept

Customer Wants To Use ePlans,Please add the email Private.dpspermits@cpja.com and remove the email rwarntz@enterprisehomes.com for email notifications. Thanks.",,90,6.2,6.2,0.0,RT-8.0,RT-8.0,,,CJC,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,,,,,,,,,"Scotland Community is located in Potomac, crossing the intersection of Seven Locks Road and Scotland Drive."
STORMWATER CONCEPT,202992,12/04/2000,12/06/2000,BLAIR PARK PHASE 1,Greentape Project,210NW2,JN23,16.7,4.0,0.0,CBD-R2,CBD-R2,RESID,RESID,LRC,GENERAL USE,,N,N,N,N,0.0,Y,4.0,Y,4.0,N,0.0,8107,,EASTERN,AVE,,SILVER SPRING,MD,20910,
STORMWATER CONCEPT,215923,01/13/2005,09/28/2006,TOPAZ TRACE,"Parcels P725, 731 & P790",215NE01,JQ562,12.3,9.5,4.7,R-90,R-90,VACANT,RESID,PBR,NATURAL TROUT,,N,N,N,Y,6.0,Y,8.0,N,0.0,N,0.0,,,,,,,,,NE QUADRANT INTERSECTION N. HAMPSHIRE AVE (RT 650) & COLUMBIA PIKE (RT 29)
STORMWATER CONCEPT,283422,11/02/2017,02/08/2018,WARING STATION LOCAL PARK,"STORMWATER MANAGEMENT CONCEPT/SITE DEVELOPMENT STORMWATER MANAGEMENT PLAN

Customer Wants To Use ePlans,The Maryland National Capital Park and Planning Commission (MNCPPC) plans a redesign of the existing playground at the Waring Station Local Park. The project would update playground equipment, redesign the parking area, and replace the outdated oil and grit separator that is currently in use with a micro-biorentention pond.",,61,6.0,0.5,0.0,R-60,R-60,,,GSC,GENERAL USE,,N,N,N,N,0.0,N,0.0,N,0.0,N,0.0,12210,,STONEY BOTTOM,RD,,GERMANTOWN,MD,20874,
