Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
2811 Fourth St,2811 Fourth St,Commercial STR,2,4,12/08/2020 11:59:59 PM,"(29.9415599746067, -90.0925001130709)",3673819.08,526367.86
1427 Desire St,1427 Desire St,Accessory STR,2,4,05/29/2020 11:59:59 PM,"(29.9703263705774, -90.0392905715515)",3690552.3,537014.75
5401 S Saratoga St,5401 S Saratoga St,Accessory STR,1,2,06/18/2020 11:59:59 PM,"(29.9316392300026, -90.1125231125689)",3667516.25,522692.19
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,3,6,06/25/2020 11:59:59 PM,"(29.9468423885272, -90.068217617244)",3681488.1,528372.83
900 Bartholomew St Unit 418,900 Bartholomew St Unit 418,Commercial STR,1,2,06/06/2020 11:59:59 PM,"(29.9636949224851, -90.0363781004531)",3691501.7,534613.74
2748 Bienville Ave,2748 Bienville Ave,Accessory STR,2,4,11/15/2020 11:59:59 PM,"(29.9678787845037, -90.0870785818301)",3675431.98,535957
400 Poydras St STE. 3150,400 Poydras St STE. 3150,Commercial STR,1,2,06/25/2020 11:59:59 PM,"(29.9468743927104, -90.0682084329498)",3681490.88,528384.5
17 Richmond Place,17 Richmond Place,Accessory STR,2,4,11/17/2020 11:59:59 PM,"(29.9352058493592, -90.1150969094675)",3666687.26,523980.47
1025 Harmony St Apt 201,1025 Harmony St Apt 201,Commercial STR,3,6,08/21/2020 11:59:59 PM,"(29.9238203815642, -90.0862695733466)",3675862.49,519938.52
4122 St Peter St,4122 St Peter St,Accessory STR,1,2,12/01/2020 11:59:59 PM,"(29.9792038454686, -90.0966434795991)",3672359.14,540042.42
1807 N Rampart St,1807 N Rampart St,Commercial STR,3,6,06/21/2020 08:05:16 AM,"(29.9673640876789, -90.0612221968822)",3683620.57,535859.8
7016 W Tamaron Blvd,7016 W Tamaron Blvd,Accessory STR,3,6,03/11/2021 11:59:59 PM,"(30.0546375467808, -89.9489673297567)",3718778.63,568007.52
737 Lesseps St,737 Lesseps St,Accessory STR,2,4,11/10/2020 11:59:59 PM,"(29.9616228114612, -90.0334810547912)",3692427.53,533870.64
2122 Oretha C Haley Blvd,2122 Oretha C Haley Blvd,Commercial STR,4,8,11/04/2020 11:59:59 PM,"(29.9371870592451, -90.0825439541639)",3676989.54,524811.99
3618 Nashville Ave,3618 Nashville Ave,Accessory STR,3,6,05/09/2020 11:59:59 PM,"(29.948846249325, -90.1100182357936)",3668242.82,528957.77
900 Bartholomew St Unit 208,900 Bartholomew St Unit 208,Commercial STR,3,6,06/05/2020 11:59:59 PM,"(29.963722952474, -90.0362198214361)",3691551.7,534624.5
919 Cherokee St,919 Cherokee St,Accessory STR,1,2,11/24/2020 11:59:59 PM,"(29.9416689189529, -90.1266738947192)",3662995.85,526291.89
305 Lowerline St Apt A,305 Lowerline St Apt A,Accessory STR,1,2,11/10/2020 11:59:59 PM,"(29.9338046554066, -90.1317078447556)",3661431.59,523415.39
900 Bartholomew St Unit 321,900 Bartholomew St Unit 321,Commercial STR,1,2,06/06/2020 11:59:59 PM,"(29.9637286008671, -90.03640507664)",3691493.02,534625.89
1734 N Rampart St,1734 N Rampart St,Commercial STR,1,2,11/25/2020 11:59:59 PM,"(29.9671441671336, -90.062203692385)",3683310.7,535776.38
913 Bartholomew St,913 Bartholomew St,Commercial STR,3,6,05/15/2020 11:59:59 PM,"(29.9637209588184, -90.0358641604058)",3691664.32,534625.05
1020 Terpsichore St Unit E,1020 Terpsichore St Unit E,Accessory STR,1,2,07/19/2020 11:59:59 PM,"(29.9359552063798, -90.0714293625977)",3680514.6,524402.64
25191 Chef Menteur Hwy,25191 Chef Menteur Hwy,Commercial STR,4,8,06/02/2020 11:59:59 PM,"(30.1362386468622, -89.7590593963379)",3778444.92,598455.95
822 Howard Ave # 102,822 Howard Ave # 102,Commercial STR,1,2,06/07/2020 11:59:59 PM,"(29.9519136298293, -90.071473482857)",3680436.72,530205.55
1326 Prytania St,1326 Prytania St,Commercial STR,2,4,06/20/2020 11:59:59 PM,"(29.939140829424, -90.0733740457331)",3679885.95,525554.27
2228 Gravier St Apt 303,2228 Gravier St Apt 303,Commercial STR,,,06/12/2020 11:59:59 PM,"(29.9582638886605, -90.0867880594227)",3675562,532461.66
1136 Elysian Fields Ave,1136 Elysian Fields Ave,Accessory STR,3,6,11/20/2020 11:59:59 PM,"(29.9693562676169, -90.05717483784)",3684893.96,536598.48
527 St Joseph St Unit F,527 St Joseph St Unit F,Commercial STR,2,4,05/16/2020 11:59:59 PM,"(29.944148920554, -90.0703807554491)",3680813.87,527385.83
4020 Royal St,4020 Royal St,Accessory STR,,,05/23/2020 11:59:59 PM,"(29.9612708509049, -90.0361158654046)",3691594.71,533733.2
800 St. Charles Unit 201,800 St. Charles Unit 201,Commercial STR,2,4,07/13/2020 11:59:59 PM,"(29.9457219120368, -90.071549315638)",3680437.5,527953.75
3725 Annunciation St,3725 Annunciation St,Accessory STR,1,2,11/20/2020 11:59:59 PM,"(29.9188192004532, -90.0931634603163)",3673698.5,518096.21
1441 Cabrini Ct,1441 Cabrini Ct,Accessory STR,2,4,11/14/2020 11:59:59 PM,"(30.0150461135221, -90.0779429521775)",3678136.54,553140.46
1121 Port St,1121 Port St,Accessory STR,3,6,05/14/2020 11:59:59 PM,"(29.9693852204341, -90.0489257835794)",3687505.57,536638.19
1479 N Prieur St,1479 N Prieur St,Accessory STR,1,2,10/07/2020 11:59:59 PM,"(29.9728098165659, -90.0700355433265)",3680808.29,537809.2
2385 Rousseau St,2385 Rousseau St,Commercial STR,2,4,05/24/2020 11:59:59 PM,"(29.9229627871159, -90.0753404353648)",3679327.77,519664.51
401 Girod St Unit 1,401 Girod St Unit 1,Commercial STR,2,4,06/12/2020 11:59:59 PM,"(29.9466691052217, -90.0677366162307)",3681641.12,528311.5
2314 Iberville St,2314 Iberville St,Commercial STR,4,8,06/27/2020 11:59:59 PM,"(29.9637972314637, -90.0827310280243)",3676824.68,534487.79
3303 Elysian Fields Ave,3303 Elysian Fields Ave,Accessory STR,2,4,11/11/2020 11:59:59 PM,"(29.9920236637705, -90.0582792504439)",3684452.57,544837.31
1231 St Roch,1231 St Roch,Accessory STR,2,4,05/14/2020 11:59:59 PM,"(29.9705295168289, -90.0519777692517)",3686534.63,537043.48
1705 Pauger St,1705 Pauger St,Accessory STR,2,4,05/30/2020 11:59:59 PM,"(29.9675650738062, -90.0602399594681)",3683930.75,535936.34
703 Carondelet Apt 206,703 Carondelet Apt 206,Commercial STR,2,4,02/04/2020 11:46:23 AM,"(29.9475407110691, -90.0728294342778)",3680024.83,528610.67
855 Baronne St Unit 5C,855 Baronne St Unit 5C,Commercial STR,2,4,12/11/2020 11:59:59 PM,"(29.9451831628653, -90.074702139169)",3679441.2,527746.86
234 Loyola Ave Apt 805 805,234 Loyola Ave Apt 805 805,Commercial STR,,,10/28/2020 11:59:59 PM,"(29.9535664650416, -90.074807692268)",3679374.29,530794.97
3121 Pauger St,3121 Pauger St,Accessory STR,2,4,12/01/2020 11:59:59 PM,"(29.9820487349811, -90.061390111207)",3683508.13,541199.1
2816 Banks St,2816 Banks St,Accessory STR,2,4,06/03/2020 11:59:59 PM,"(29.9640719483893, -90.0917186630511)",3673977.86,534556.74
525 River Oaks Dr,525 River Oaks Dr,Accessory STR,2,4,07/18/2020 11:59:59 PM,"(29.9257432770246, -90.0054312234438)",3701460.23,520925.46
1907 Frenchmen St,1907 Frenchmen St,Accessory STR,2,4,07/01/2020 11:59:59 PM,"(29.9767996900079, -90.0587120019937)",3684377.17,539299.77
519 S Scott St,519 S Scott St,Accessory STR,3,6,11/18/2020 11:59:59 PM,"(29.9693265370946, -90.1020978576204)",3670670.99,536432.05
2502 Mexico St,2502 Mexico St,Temporary STR,3,6,08/13/2020 11:59:59 PM,"(30.0233910683767, -90.0540494264103)",3685664.12,556258.65
212 Magazine St Apt 4B,212 Magazine St Apt 4B,Commercial STR,1,2,10/06/2020 11:59:59 PM,"(29.9507529042749, -90.0672959595779)",3681764.26,529798.06
719 Lesseps St,719 Lesseps St,Accessory STR,1,2,10/27/2020 11:59:59 PM,"(29.9612820255013, -90.0335779355682)",3692398.26,533746.37
6041 Franklin Ave,6041 Franklin Ave,Temporary STR,5,10,11/13/2020 11:59:59 PM,"(30.0213356493354, -90.0515038128877)",3686478.01,555520.22
822 Howard Ave # 102,822 Howard Ave # 102,Commercial STR,1,2,06/06/2020 11:59:59 PM,"(29.9519399541655, -90.0714627288582)",3680440.02,530215.16
600 Canal St APT 302,600 Canal St APT 302,Commercial STR,1,2,10/09/2020 11:59:59 PM,"(29.9524566144287, -90.0684916289111)",3681378.79,530413.41
8735 Apricot St,8735 Apricot St,Accessory STR,3,6,12/01/2020 11:59:59 PM,"(29.9636162735738, -90.1230349603013)",3664064,534284.95
1212 Joliet St,1212 Joliet St,Accessory STR,1,2,08/21/2020 11:59:59 PM,"(29.9504228570239, -90.1329870807906)",3660963.12,529454.16
931 Milan St,931 Milan St,Accessory STR,1,2,05/27/2020 11:59:59 PM,"(29.9216888813485, -90.0990693327948)",3671816.45,519119.53
820 Orange St,820 Orange St,Accessory STR,1,2,10/24/2020 11:59:59 PM,"(29.9327086853239, -90.0698874041297)",3681015.98,523227.47
504 S Alexander St,504 S Alexander St,Accessory STR,1,2,11/24/2020 11:59:59 PM,"(29.9731961986348, -90.1072998038053)",3669008.94,537821.55
3112 Napoleon Ave,3112 Napoleon Ave,Accessory STR,2,4,03/18/2021 11:59:59 PM,"(29.9417061233751, -90.1040319783778)",3670166.38,526381.64
720 Upperline St,720 Upperline St,Accessory STR,2,4,10/23/2020 11:59:59 PM,"(29.918710407583, -90.1084300084504)",3668862.92,518004.63
1600 N Lopez St,1600 N Lopez St,Accessory STR,2,4,11/25/2020 11:59:59 PM,"(29.9805142167208, -90.0831174542396)",3676636,540565.39
6226 Wadsworth Dr,6226 Wadsworth Dr,Accessory STR,2,4,10/29/2020 11:59:59 PM,"(30.0227079546182, -90.0670259127879)",3681560.61,555964.63
910 Clouet St,910 Clouet St,Accessory STR,2,4,10/30/2020 11:59:59 PM,"(29.9656856101801, -90.0448819881322)",3688801,535307.25
4535 S Galvez St Apt B,4535 S Galvez St Apt B,Accessory STR,2,4,12/01/2020 11:59:59 PM,"(29.9449637868108, -90.106123091143)",3669491.44,527559.15
4033 Franklin Ave,4033 Franklin Ave,Accessory STR,3,6,10/20/2020 11:59:59 PM,"(30.0002342648146, -90.049877709161)",3687078.53,547852.69
1737 St Andrew St,1737 St Andrew St,Accessory STR,2,4,10/30/2020 11:59:59 PM,"(29.9371059710527, -90.0802994645752)",3677700.72,524790.27
3705 Bienville Ave,3705 Bienville Ave,Commercial STR,4,8,06/11/2020 11:59:59 PM,"(29.9738795311551, -90.0952342603009)",3672826.19,538111.11
4321 Baudin St,4321 Baudin St,Temporary STR,4,8,05/10/2020 12:00:00 AM,"(29.9731726170784, -90.1067535211025)",3669181.98426,537814.8258
3317 Jefferson Ave,3317 Jefferson Ave,Accessory STR,1,2,11/11/2020 11:59:59 PM,"(29.9446375705461, -90.1084265478523)",3668763.23,527432.72
3618 N Rampart St,3618 N Rampart St,Accessory STR,1,2,11/19/2020 11:59:59 PM,"(29.9649684072992, -90.0386668438582)",3690771.79,535068.63
848 Manhattan Blvd,848 Manhattan Blvd,Temporary STR,5,10,09/30/2020 11:59:59 PM,"(29.9289106279161, -90.0163747153416)",3697980.68,522037.21
2526 Chartres St,2526 Chartres St,Accessory STR,1,2,05/28/2020 11:59:59 PM,"(29.9637791982915, -90.0521373884225)",3686511.54,534588.25
212 Magazine St Apt 2C,212 Magazine St Apt 2C,Commercial STR,1,2,10/06/2020 11:59:59 PM,"(29.9508008471655, -90.0674170873463)",3681725.71,529815.07
838 Valence St,838 Valence St,Commercial STR,1,2,08/23/2020 11:59:59 PM,"(29.9203668268692, -90.1051341769041)",3669900.49,518618.14
4428 Burgundy St,4428 Burgundy St,Commercial STR,,,06/06/2020 09:10:48 AM,"(29.9621872019092, -90.0314482558087)",3693068.85,534083.18
334 Carondelet St Unit 201,334 Carondelet St Unit 201,Commercial STR,3,6,11/19/2020 11:59:59 PM,"(29.9510475790767, -90.0712905725598)",3680498.11,529891.26
5801 CHAMBERLAIN DR 5801 Chamberlain Drive,5801 CHAMBERLAIN DR 5801 Chamberlain Drive,Temporary STR,3,6,10/05/2020 11:59:59 PM,"(30.017035619079, -90.0738151275962)",3679434.9,553878.26
2915 Chippewa St.,2915 Chippewa St.,Accessory STR,1,2,07/19/2020 11:59:59 PM,"(29.9218400857899, -90.081684247967)",3677322.78,519234.25
711 S Peters St Apt 312,711 S Peters St Apt 312,Commercial STR,1,2,08/21/2020 11:59:59 PM,"(29.9458102629625, -90.0661947962912)",3682132.84,528004.59
2848 Grande-Route St John St,2848 Grande-Route St John St,Accessory STR,1,2,11/26/2020 11:59:59 PM,"(29.9795497730579, -90.0791693155313)",3677889.72,540228.34
3616 Magazine St Apt 101 Apt 101,3616 Magazine St Apt 101 Apt 101,Commercial STR,2,4,09/04/2020 11:59:59 PM,"(29.9217710600891, -90.0920912732984)",3674026.51,519173.29
2607 Philip st,2607 Philip st,Accessory STR,3,6,11/12/2020 11:59:59 PM,"(29.9416826451538, -90.0883163745651)",3675143.58,526426.84
2201 Rousseau St,2201 Rousseau St,Commercial STR,1,2,11/24/2020 11:59:59 PM,"(29.9245500456575, -90.0728737856579)",3680102.75,520250.28
2114 Bienville Ave,2114 Bienville Ave,Accessory STR,2,4,08/26/2020 11:59:59 PM,"(29.9632811817574, -90.080306958901)",3677594.26,534308.52
1053 Constance St Apt 216 unit 216,1053 Constance St Apt 216 unit 216,Commercial STR,,,06/11/2020 11:59:59 PM,"(29.9413879049791, -90.0697777096976)",3681015.92,526383.93
5790 Eastover Drive,5790 Eastover Drive,Commercial STR,3,6,05/30/2020 11:59:59 PM,"(29.9676436506615, -90.0192026687271)",3696923.43,536111.6
4810 Constance St,4810 Constance St,Accessory STR,1,2,11/11/2020 12:35:34 PM,"(29.9192855212012, -90.1063092401319)",3669532.48,518220.95
604 N Hennessey St,604 N Hennessey St,Accessory STR,1,2,12/05/2020 11:59:59 PM,"(29.9802365296043, -90.0995163012142)",3671445.62,540408.14
1414 Franklin Ave,1414 Franklin Ave,Commercial STR,2,4,12/09/2020 11:59:59 PM,"(29.9724146138982, -90.0494160300382)",3687338.01,537738.05
2027 Burgundy St,2027 Burgundy St,Accessory STR,2,4,11/04/2020 11:59:59 PM,"(29.9665451717373, -90.0583866585038)",3684521.66,535571.99
3816 Nashville Ave,3816 Nashville Ave,Accessory STR,1,2,11/25/2020 11:59:59 PM,"(29.9507115197651, -90.1093952488845)",3668432.86,529638.16
600 Canal St APT 702,600 Canal St APT 702,Commercial STR,1,2,10/09/2020 11:59:59 PM,"(29.9524776270196, -90.0685062048129)",3681374.09,530421
616 Baronne St Unit 304,616 Baronne St Unit 304,Commercial STR,2,4,12/04/2020 11:59:59 PM,"(29.9484409307399, -90.0731805147529)",3679910.05,528936.8
736 S Lopez St,736 S Lopez St,Commercial STR,2,6,10/29/2020 11:59:59 PM,"(29.9624595529874, -90.0973161717422)",3672211.86,533951.25
2640 St Ann St,2640 St Ann St,Accessory STR,1,2,11/19/2020 11:59:59 PM,"(29.970884728751, -90.0819161362029)",3677054.55,537067.89
2854 Law St,2854 Law St,Accessory STR,1,2,06/05/2020 11:59:59 PM,"(29.9843489749389, -90.0462201677508)",3688301.07,542089.18
2664 Lepage St,2664 Lepage St,Accessory STR,1,2,12/03/2020 11:59:59 PM,"(29.977868222656, -90.0787490873438)",3678029.45,539618.32
1660 Paul Morphy St,1660 Paul Morphy St,Accessory STR,,,07/07/2020 11:59:59 PM,"(29.9810080407868, -90.0752511559189)",3679124.3,540772.22
"6020 Freret, New Orleans, LA","6020 Freret, New Orleans, LA",Accessory STR,1,2,11/18/2020 11:59:59 PM,"(29.936411668973, -90.1166098372118)",3666203.43,524413.86
1919 Sophie Wright Pl Unit 3,1919 Sophie Wright Pl Unit 3,Commercial STR,1,2,07/25/2020 11:59:59 PM,"(29.9319926915344, -90.0746895631161)",3679497.87,522950.37
2227 Felicity St N/A,2227 Felicity St N/A,Accessory STR,2,4,11/21/2020 11:59:59 PM,"(29.9422114388984, -90.0840833023534)",3676482.09,526633.72
2427 Orleans Ave,2427 Orleans Ave,Commercial STR,3,6,10/01/2020 11:59:59 PM,"(29.9689989382271, -90.0798196836677)",3677725.8,536389.4
4816 Royal St,4816 Royal St,Accessory STR,1,2,09/10/2020 11:59:59 PM,"(29.9589886500435, -90.0261256283231)",3694767.43,532939.26
224 Bermuda St,224 Bermuda St,Accessory STR,2,4,10/01/2020 11:59:59 PM,"(29.9537660661419, -90.0532336870267)",3686205.1,530943.23
3338 Elysian Fields Ave,3338 Elysian Fields Ave,Accessory STR,3,6,06/19/2020 11:59:59 PM,"(29.9927207054863, -90.0591855611958)",3684162.87,545087.59
330 Audubon Street,330 Audubon Street,Accessory STR,2,4,11/19/2020 11:59:59 PM,"(29.9309618457407, -90.1308641412509)",3661709.66,522384.44
1502 Desire St,1502 Desire St,Commercial STR,3,6,12/09/2020 11:59:59 PM,"(29.9709657710778, -90.0393687265484)",3690524.93,537246.98
1824 Sophie Wright Pl,1824 Sophie Wright Pl,Commercial STR,1,2,08/26/2020 11:59:59 PM,"(29.9325350585487, -90.0741907219846)",3679653.7,523149.33
2227 Ursulines Ave,2227 Ursulines Ave,Accessory STR,2,4,10/16/2020 11:59:59 PM,"(29.9708032972412, -90.0753880244279)",3679121.71,537060.91
1027 Delachaise St,1027 Delachaise St,Commercial STR,,,06/04/2020 11:59:59 PM,"(29.9222617299819, -90.0897460818907)",3674767.44,519359.77
1406 Clouet St,1406 Clouet St,Accessory STR,1,2,08/20/2020 11:59:59 PM,"(29.9708355368457, -90.0433302478586)",3689271.23,537185.48
3986 Tchoupitoulas St,3986 Tchoupitoulas St,Choose a License Type,3,6,11/26/2020 11:59:59 PM,"(29.9174060243591, -90.0963199601495)",3672704.16,517571.52
2916 Gravier St,2916 Gravier St,Commercial STR,3,6,12/11/2020 11:59:59 PM,"(29.9619409270227, -90.094905359529)",3672977.24,533770.9
23068 Chef Menteur Hwy,23068 Chef Menteur Hwy,Commercial STR,3,6,09/02/2020 11:59:59 PM,"(30.094114808359, -89.7674147892791)",3776013.37,583102.08
234 Loyola Ave Apt 803 803,234 Loyola Ave Apt 803 803,Commercial STR,,,10/28/2020 11:59:59 PM,"(29.9535516274293, -90.074808984698)",3679373.94,530789.57
803 9th Street,803 9th Street,Accessory STR,1,2,12/04/2020 11:59:59 PM,"(29.9217573428048, -90.084404367254)",3676461.48,519194.76
2461 Burgundy St,2461 Burgundy St,Accessory STR,2,4,10/14/2020 11:59:59 PM,"(29.9668963475896, -90.0525866561881)",3686356.62,535720.17
642 S Lopez St Apt B,642 S Lopez St Apt B,Commercial STR,2,4,11/13/2020 11:59:59 PM,"(29.963230030984, -90.0967030202891)",3672402.98,534233.52
7060 Lake Willow Dr NA,7060 Lake Willow Dr NA,Accessory STR,3,6,09/06/2020 11:59:59 PM,"(30.0309191484773, -90.0017185457496)",3702191.74,559184.81
611 Julia Street #Apt E,611 Julia Street #Apt E,Commercial STR,2,4,06/19/2020 11:59:59 PM,"(29.9459448757459, -90.0708377146466)",3680661.96,528037.31
4030 St Claude Ave,4030 St Claude Ave,Commercial STR,3,6,11/07/2020 11:59:59 PM,"(29.9652951619737, -90.0346701428549)",3692035.89,535201.77
2472 Dauphine St APTA,2472 Dauphine St APTA,Accessory STR,1,2,11/13/2020 11:59:59 PM,"(29.9657629913387, -90.0521854397163)",3686488.26,535309.46
2621 St Philip St,2621 St Philip St,Accessory STR,1,2,07/30/2020 11:59:59 PM,"(29.972504526972, -90.0798588007233)",3677699.47,537664.03
4700 Music St,4700 Music St,Temporary STR,4,8,06/19/2020 11:59:59 PM,"(30.006857420675, -90.0545621902048)",3685568.96,550244.55
341 Baronne St Unit A,341 Baronne St Unit A,Commercial STR,,,10/13/2020 11:59:59 PM,"(29.9515076539961, -90.0728627854711)",3679998.4,530053.08
1830 Esplanade Ave,1830 Esplanade Ave,Accessory STR,3,6,08/08/2020 11:59:59 PM,"(29.9709408370923, -90.0712102345408)",3680443.87,537125.47
2800 Conti St,2800 Conti St,Temporary STR,3,6,11/22/2020 11:59:59 PM,"(29.9690445882453, -90.0867477952322)",3675532.1,536382.07
1424 Verna St,1424 Verna St,Accessory STR,2,4,07/21/2020 11:59:59 PM,"(29.9819435710776, -90.0857369943416)",3675801.06,541076.12
2017-2019 Louisa St,2017-2019 Louisa St,Accessory STR,2,4,05/30/2020 11:59:59 PM,"(29.9768862214929, -90.0394340737128)",3690479.93,539399.64
841 Washington Ave,841 Washington Ave,Accessory STR,2,4,11/13/2020 11:59:59 PM,"(29.9244940983672, -90.0810381534897)",3677516.89,520201.58
2316 N Rampart,2316 N Rampart,Accessory STR,1,2,12/03/2020 11:59:59 PM,"(29.9675533764024, -90.0549397954754)",3685608.91,535950.77
2026 Camp St,2026 Camp St,Accessory STR,4,8,11/17/2020 11:59:59 PM,"(29.9313458189253, -90.0759186004108)",3679111.18,522710.87
1130 Kerlerec St,1130 Kerlerec St,Commercial STR,4,8,05/28/2020 11:59:59 PM,"(29.9670071107294, -90.0635172121727)",3682895.37,535721.93
1012 Elysian Fields Ave Apt 1,1012 Elysian Fields Ave Apt 1,Commercial STR,1,2,05/09/2020 11:59:59 PM,"(29.9678651040034, -90.0571174150664)",3684918.18,536056.44
626 Kerlerec St,626 Kerlerec St,Accessory STR,1,2,11/13/2020 11:59:59 PM,"(29.9636391548347, -90.0590978029358)",3684308.25,534512.75
4322 S Dorgenois,4322 S Dorgenois,Accessory STR,2,4,10/14/2020 11:59:59 PM,"(29.9483199490007, -90.1035863135864)",3670281.71,528788.19
3015 St Claude Ave,3015 St Claude Ave,Accessory STR,1,2,09/23/2020 11:59:59 PM,"(29.9681634944087, -90.0455083619289)",3688592.55,536206.07
800 St Charles Ave 202,800 St Charles Ave 202,Commercial STR,2,4,07/29/2020 10:52:52 AM,"(29.9457158689747, -90.0715270986014)",3680444.56,527951.63
308 Slidell St,308 Slidell St,Accessory STR,1,2,10/31/2020 08:16:20 PM,"(29.9476272556468, -90.0532214934718)",3686233.9,528710.98
3409 Royal St,3409 Royal St,Accessory STR,1,2,07/15/2020 11:59:59 PM,"(29.9626543301979, -90.0413635785886)",3689927.43,534217.51
5230 Chamberlain Dr,5230 Chamberlain Dr,Accessory STR,2,4,05/23/2020 11:59:59 PM,"(30.0107269621912, -90.0738636513945)",3679444.76,551584.01
1901 Chippewa St,1901 Chippewa St,Accessory STR,3,6,11/10/2020 11:59:59 PM,"(29.9285079683375, -90.0708868786988)",3680716.25,521696.45
314 S Gayoso St,314 S Gayoso St,Accessory STR,1,2,12/02/2020 11:59:59 PM,"(29.9655530255419, -90.0922393904364)",3673807.15,535093.53
3030 Mandeville St,3030 Mandeville St,Accessory STR,3,6,05/20/2020 11:59:59 PM,"(29.989689921286, -90.0561777904897)",3685127.22,543996.08
8735 Birch St,8735 Birch St,Accessory STR,1,2,11/12/2020 11:59:59 PM,"(29.9548550967406, -90.1323225338452)",3661156.67,531068.1
