the_geom,OBJECTID,UNDERGROUND_TANK_SYSTEM_ID,UST_ID,FACILITY_NAME,APPROXIMATE_LOCATION_OF_TANK,FACILITY_ADDRESS,STREET_NAME,FACILITY_TANK_NUMBER,ORDINANCE_FOR_ROW,SOURCE,TCEQ_NUMBER,HYPERLINK_TO_COUNCIL_MINUTES,DATE,REMEDIATION_ATAUS,LOCATED_IN_RECHARGE_ZONE,PERMIT_STATUS,LEAKING_STORAGE_TANK_NUMBER,TANK_TYPE,TANK_SYSTEM_STATUS,HISTORICAL_RECORD,CONFIRMED_INSTALLED,COMMENTS
POINT (-97.73763743301 30.268104367223),807,807,H0855,Alex Dochen,46 ft E of Neches,N side E 7th,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41239,12/21/1961 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.711916590946 30.20496292351),2114,2118,C0577,S W Bell,,3615 Silver Dollar Cir,SILVER DOLLAR,,,,,,,,N,C,,,,N,,
POINT (-97.709832938778 30.256424395149),670,670,H0807,Frank Brooks Meats,,2804 E 5th,E 5th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41355,09/29/1960 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.685375698183 30.278079990115),632,632,H0567,Jack Ritter Oil Co.,SW corner,E 12th and Webberville,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88585,05/20/1954 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,public/AST
POINT (-97.748185642799 30.266567013608),2604,2620,03407,,,3522,,,,,,,,,N,C,,,,N,,
POINT (-97.695977887311 30.43175801063),1125,1126,00587,Grande Communications,,13505 Burnet Rd,BURNET,,,,,,,,Y,C,,,,N,,
POINT (-97.725660556033 30.286082477547),393,393,H0491,Sam Lane,NW corner,E 24th St and East Ave,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88476,11/23/1950 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.742994359333 30.263139315026),894,895,H0928,,,200 E Cesar Chavez Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118254,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.708656879173 30.350835797522),1133,1134,00632,Capital Food Stop #2,,8201 N Lamar Blvd,LAMAR,,,,,,,,N,P,,,,N,,
POINT (-97.748633439489 30.276275896605),905,906,H0970,,,800 W 12th Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118587,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.673618542109 30.375683532923),2697,2734,03432,,,,,,,,,,,,,F,,,,N,,
POINT (-97.69335137162 30.26655296051),2591,2607,A0038,,,3522,,,,,,,,,N,C,,,,N,,
POINT (-97.709911958638 30.412257126515),1189,1190,00810,Seven Eleven #23581,,12164 N Mopac Expy,MOPAC,,,,,,,,N,C,,,,N,,
POINT (-97.729814360612 30.212804972231),2687,2708,00626,TexCon Oil Bulk Plant,,4906,Burleson,,,,,,,,,P,,,,N,,
POINT (-97.740309420843 30.26493073253),915,916,H0985,,,309 E 4th Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118645,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.68229836525 30.255227752671),2596,2612,C0724,,,3522,,,,,,,,,N,C,,,,N,,
POINT (-97.697678572258 30.253779861765),2580,2596,H1010,,,5022 E 7th Street,,,,,,,,,N,,,,,Y,,
POINT (-97.792983624119 30.461143973741),1544,1546,03238,7-Eleven #36589,,10207 Lake Creek Pkwy,LAKE CREEK,,,,,,,,Y,P,,,,N,,
POINT (-97.736441449154 30.263366978226),778,778,H0736,C.G. Puryear,,702 E 3rd,E 3rd,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44768,08/21/1958 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.734301472017 30.263517252249),325,325,H0336,Central Freight Lines,,901 E 4th,E 4th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89918,04/22/1932 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.751760125654 30.27666937824),751,751,H0709,Simmons Motor Co.,,1108 Lamar,Lamar,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44459,09/19/1957 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.718827405614 30.338374428377),409,409,H0508,Texas Company,,?? Lamar Blvd,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88351,05/17/1951 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.74491729074 30.288070090093),1131,1132,00623,Wag A Bag #24,,2400 Rio Grande St,Rio Grande,,,,,,,,N,P,,,,N,,
POINT (-97.767422993086 30.249577792447),561,561,H0533,Odas Jung/Texas Company,NW Corner,S Lamar and Heather,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88374,12/23/1952 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.766693973326 30.276748768416),902,903,H0957,,,W 6th Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118536,12/30/1899 12:00:00 AM +0000,,Y,H,,,,Y,,
POINT (-97.621792771411 30.169260111357),2656,2676,03312,Bread Basket Texaco,,12800,Pearce Ln.,,,,,,,,,P,,,,N,,
POINT (-97.793626184887 30.475846790038),2608,2624,03410,Lake Creek Retail Center,9741 North Lake Creek Pkwy.,9741 North Lake Creek Pkwy.,North Lake Creek Pkwy.,,,,,,01/23/2017 12:00:00 AM +0000,,Y,F,,,,N,,
POINT (-97.644046326772 30.206393939046),2612,2628,N0181,"Blocks & Walls, Inc.",,3039 E. SH 71,E. SH 71,,,,,,,,N,N,,,,N,,
POINT (-97.681252078533 30.367955422698),2690,2711,03426,Texan Mart,,10401,N. IH 35,,,,,,,,,F,,,,N,,
POINT (-97.703623287175 30.2626139504),2600,2616,C0716,,,3522,,,,,,,,,N,C,,,,N,,
POINT (-97.730498808475 30.259037346445),919,920,H0991,,,1401 E Cesar Chavez,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118728,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.743216755516 30.27141560152),912,913,H0980,,,900 Colorado,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118629,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.758463233677 30.23566595135),1557,1559,03253,"S W Bell - Austin Hickory ""442"" Central *",,201 Cumberland Rd,CUMBERLAND,,,,,,,,N,P,,,,N,,
POINT (-97.754525188804 30.249650004124),2587,2603,N0179,,,,,,,,,,,,N,N,,,,N,,
POINT (-97.712891840061 30.257058005876),2609,2625,N0166,,,2613 E. 5th St.,E. 5th,,,,,,,,N,N,,,,N,,
POINT (-97.714761488327 30.320834381196),2682,2703,03422,,7-Eleven #38104,614,E Koenig Ln.,,,,,,,,,F,,,,N,,
POINT (-97.740807066175 30.268386252103),901,902,H0955,,,201 E 7th Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118525,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.913989559896 30.18529146935),2602,2618,C0729,,,3522,,,,,,,,,Y,C,,,,N,,
POINT (-97.68574427527 30.381002104965),2694,2715,03430,7-11,,701,W. Braker Ln.,,,,,,,,,F,,,,N,,
POINT (-97.826764397958 30.453995024132),2662,2682,03292,HEB 24 Austin 27,,11521,N. FM 620,,,,,,,,,P,,,,N,,
POINT (-97.721021165257 30.317515240472),2565,2578,N0174,A-Aabat Sef Storage,,6705 N Lamar Blvd,LAMAR,,,,,,,,N,C,,,,N,,
POINT (-97.782613267441 30.300299900502),2617,2634,00887,Kennelwood Boat Docks,,1900,Scenic Dr.,,,,,,,,,C,,,,N,,
POINT (-97.717331846039 30.254750108473),775,775,H0733,Sandahl Beverage Co.,,2412 E 1st,E 1st,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44702,07/31/1958 12:00:00 AM +0000,,N,H,,Propane Tank,,Y,,Private use
POINT (-97.739740639793 30.300525145306),1910,1912,C0341,R & K Investments,,3402 Guadalupe St,GUADALUPE,,,,,,,,N,C,,,,N,,
POINT (-97.711046296207 30.280055058397),488,488,H0442,Collins Construction Co.,,2821 E 19th,E 19th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88708,05/06/1948 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.63575617844 30.32364348468),2598,2614,C0713,Farm House Property,,8709,Old Manor Rd.,,,,,,,,N,C,,,,N,,
POINT (-97.741978988477 30.268728365633),361,361,H0220,Waverly Thurman,,111 W 7th,W 7th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89897,08/09/1928 12:00:00 AM +0000,,N,H,,Dry Cleaning,,Y,,
POINT (-97.722713785161 30.324108173112),1875,1877,C0304,Dept. Of Public Safety,,5901 Guadalupe St,GUADALUPE,,,,,,,,N,C,,,,N,,
POINT (-97.696967452703 30.269741188769),713,713,H0630,Magnolia Petroleum Co.,NW Corner,Gunter and Airport,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44575,10/13/1955 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.730607744104 30.48825969688),2645,2665,OJ135,Circle K #2704674,,15900,N FM 620,,,,,,,,,OJ,,,,N,,
POINT (-97.764813278254 30.274303801619),2677,2698,N0167,Pags Carburater Service,,1611,W. 5th St.,,,,,,,,,N,,,,N,,
POINT (-97.629232704901 30.290017587748),2619,2636,03390,JD's Meat Market #7,,6506,Decker Ln.,,,,,,,,,P,,,,N,,
POINT (-97.725351234113 30.257278009641),120,120,H0262,H. Von Kalow,,1030 E 1st,E 1st,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90549,05/09/1929 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.758745619604 30.263226259394),2643,2663,N0177,South Austin Glass,,300,S. Lamar Blvd.,,,,,,,,,C,,,,N,,
POINT (-97.815281768347 30.499229822716),2365,2373,OJ025,S W Bell - Leander,,905 S Us 183 Hwy Leander,US 183 HWY LEANDER,,,,,,,,N,X,,,,N,,
POINT (-97.730553099306 30.307027890643),244,244,H0075,,under sidewalk,4301 Avenue D,Avenue D,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90110,04/03/1919 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.686838483718 30.237993907355),2638,2658,C0721,TxDoT ROW Parcel 26,,423,Bastrop Hwy,,,,,,,,,C,,,,N,,
POINT (-97.742464352974 30.306425987672),667,667,H0656,Carl M. Templeton,NW Corner,W 39th & Lamar,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44729,05/31/1956 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.720173485952 30.275690619878),139,139,H0283,J.H. Duncan,SE Corner,E 14th & Chicon,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=90476,02/06/1930 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.752409205807 30.275243714959),1486,1488,03174,Travis County TNR Fleet Maintenance #5,,1000 N Lamar Blvd,LAMAR,,,,,,,,N,P,,,,N,,
POINT (-97.749907952055 30.265866823184),2646,2666,N0171,Austin Music Hall,,208,Nueces St,,,,,,,,,N,,,,N,,
POINT (-97.738835381627 30.33755309362),2110,2114,C0572,McNairs Appliance,,6225 Burnet Rd,BURNET,,,,,,,,N,C,,,,N,,
POINT (-97.73874503199 30.264998412507),517,517,H0470,Capital Chevrolet,,E 4th and Neches,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88453,02/02/1950 12:00:00 AM +0000,,N,H,,private-public stati,,Y,,semi-public
POINT (-97.729160931257 30.489924280746),2644,2664,OJ139,Great Oaks Chevron,,16310,N FM 620,,,,,,,,,OJ,,,,N,,
POINT (-97.702409850313 30.256910051477),2613,2630,N0182,Arandas Taqueria,,3518 E. 7th St.,E. 7th St.,,,,,,,,N,N,,,,N,,
POINT (-97.735480054766 30.265155337405),914,915,H0982,,,510 IH 35 SVRD SB,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118633,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.677077364875 30.346061748696),2577,2593,03403,,,,,,,,,,,,N,F,,,,N,,
POINT (-97.726846727965 30.257782694771),918,919,H0990,,,1621 E Cesar Chavez,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118726,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.724805114662 30.214592926576),2589,2605,00913,,,3522,,,,,,,,,N,C,,,,N,,
POINT (-97.727108680057 30.268540612836),906,907,H0971,,,1208 Navasota Street,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118588,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.822962795702 30.17598242658),1152,1153,00661,Quick C-Store #2,,9618 Manchaca Rd,MANCHACA,,,,,,,,N,P,,,,N,,
POINT (-97.743198270939 30.268003739431),2519,2530,03328,Scarbrough Building,,101 W 6th St,6th,,,,,,,,N,C,,,,N,,
POINT (-97.673664699433 30.418884989582),2663,2683,03293,Carmax #7154,,13300,N. IH 35,,,,,,,,,P,,,,N,,
POINT (-97.741418676812 30.31506665487),1033,1034,00246,Rosedale Market,,1309 W 45th St,45TH,,,,,,,,N,P,,,,N,,
POINT (-97.755669239284 30.29039067586),2568,2581,EX091,#1 Green Lanes Facility,,1 Green Lanes,GREEN LANES,,,,,,,,N,C,,,,N,,Three (3) Fuel Oil Tanks
POINT (-97.694861624751 30.386129031086),2665,2685,03310,Braker Shell,,1316,W. Braker Ln.,,,,,,,,,P,,,,N,,
POINT (-97.693436426256 30.26464950902),2594,2610,A0038,,,3522,,,,,,,,,N,C,,,,N,,Multiple Addresses
POINT (-97.813235844525 30.279268280243),2632,2649,C0728,Camp Craft Day Care Center,,404,Camp Craft Rd.,,,,,,,,,C,,,,N,,
POINT (-97.73830864843 30.267663535505),2611,2627,N0168,Allright Parking,,415 E. 7th St.,E. 7th St.,,,,,,,,N,N,,,,N,,
POINT (-97.802559146474 30.128025602957),2610,2626,03395,Macleod Ranch,,11922,S. IH 35,,,,,,,,N,C,,,,N,,
POINT (-97.742372777239 30.294086955382),2601,2617,C0717,,,3522,,,,,,,,,N,C,,,,N,,
POINT (-97.68733381874 30.278134744639),2623,2640,03412,Kraft Frostex,,1179,Springdale Rd.,,,,,,,,,C,,,,N,,
POINT (-97.727519829614 30.2417639431),2649,2669,C0005,Closed Car Wash,,1510,Town Creek Dr.,,,,,,,,,C,,,,N,,
POINT (-97.701751585172 30.194701633017),2627,2644,C0514,Reagan National Advertising,,7301,Burleson Rd.,,,,,,,,,C,,,,N,,
POINT (-97.693800163035 30.265831639538),2592,2608,A0038,,,3522,,,,,,,,,N,C,,,,N,,
POINT (-97.741538849173 30.315162666947),848,849,H0779,Socony Mobil Oil Co.,SE Corner,W 45th & Alice,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41302,01/07/1960 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.774155427204 30.204347546821),2492,2503,03360,Stassney Q-Mart,,105 E Stassney Ln,STASSNEY,,,,,,,,N,P,,,,N,,
POINT (-97.743493380078 30.324981240391),1287,1288,01175,Around the Corner Store,,2321 W North Loop Blvd,NORTH LOOP,,,,,,,,N,P,,,,N,,
POINT (-97.742516599137 30.267191231005),221,221,H0049,Capital Tire Company,sidewalk,104 E 5th,E 5th,0,Yes,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89509,04/12/1917 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.736278340839 30.278886060631),973,974,H0965,,,1708 San Jacinto Blvd,,0,,,0,http://www.cityofaustin.org/edims/document.cfm?id=118559,12/30/1899 12:00:00 AM +0000,,N,H,,,,Y,,
POINT (-97.71145440448 30.260772459226),433,433,H0496,R E Leigh,NE Corner,E 7th St and Calles,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88479,12/21/1950 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.740594579523 30.214067655784),834,834,H0876,City of Austin,,Service Center 10,,0,No,No Online Info Found,0,http://www.ci.austin.tx.us/edims/document.cfm?id=27257,09/11/1975 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.706710547982 30.318445052493),540,540,H0675,Kenneth E. Davis,NE corner,Reinli & IRH,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44552,10/18/1956 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.751871820966 30.242812093724),1089,1090,00378,Everytime Food Mart,,2105 S Congress Ave,CONGRESS,,,,,,,,N,P,,,,N,,
POINT (-97.674977092829 30.351905721827),1345,1346,01860,Dessau Food Mart,,9411 Dessau Rd,DESSAU,,,,,,,,N,P,,,,N,,
POINT (-97.61779192965 30.305647438143),1026,1027,00201,COA Decker Power Plant,,8003 Decker Ln,DECKER,,,,,,,,N,C,,,,N,,
POINT (-97.775430427936 30.247084554066),378,378,H0476,,aka S Lamar and Del Cur,Fredericksburg Rd Del Curto,,0,No,No Online Info Found,0,http://www.cityofaustin.org/edims/document.cfm?id=88534,03/16/1950 12:00:00 AM +0000,,N,H,,Filling Station,,Y,,Public use
POINT (-97.727715137806 30.260842114684),502,502,H0455,Capitol Linen Service Co.,"Lots 7,8,9,10; Block 3","E 4th, Lot 7, 8 , 9, 10; Blk 10",,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88310,04/07/1949 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.727833053836 30.268539494001),351,351,H0210,,,1201 E 11th,E 11th,0,No,No Online Info Found,0,http://www.cityofaustin.org/edims/document.cfm?id=89894,07/12/1928 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
POINT (-97.73055438717 30.318830684806),1187,1188,00807,Seven Eleven #24008,,5101 N Lamar Blvd,LAMAR,,,,,,,,N,P,,,,N,,
POINT (-97.713468984085 30.261066052767),1223,1224,00907,Major Brand Gas,,2500 E 7th St,7TH,,,,,,,,N,P,,,,N,,
POINT (-97.719833716589 30.295398675485),1178,1179,00777,Austin Shell - Star Stop #35,,3828 N I 35,I 35,,,,,,,,N,P,,,,N,,
POINT (-97.694979769955 30.300818698621),1940,1943,C0372,TNPL (Austin Aero),,1901 E 51st St,51ST,,,,,,,,N,C,,,,N,,
POINT (-97.733074812971 30.262520415107),1788,1790,C0211,Austin Metal & Iron,,301 San Marcos St,SAN MARCOS,,,,,,,,N,C,,,,N,,
POINT (-97.76948851213 30.21463281999),1841,1843,C0267,PDQ Drive In,,4714 S Congress Ave,CONGRESS,,,,,,,,N,C,,,,N,,
POINT (-97.732415585709 30.259974793618),375,375,H0235,D.J. Barnett,,E 1st & Waller,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89903,09/20/1928 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.73173342109 30.330861600125),723,723,H0641,Magnolia Petroleum Co.,SW Corner,Koenig & Woodrow,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=44585,12/22/1955 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.811847240154 30.475029606692),2699,2737,03435,,,,,,,,,,,,,P,,,,,,
POINT (-97.703989525078 30.399810818826),1496,1498,03184,Metro Food & Café,,11900 Metric Blvd,METRIC,,,,,,,,N,P,,,,N,,
POINT (-97.835161456434 30.440922232243),2571,2585,03398,C & W Café,,10202 N Fm 620 Rd,FM 620,,,,,,,,Y,C,,,,N,,
POINT (-97.737178076468 30.267330920277),357,357,H0216,Merchants Transfer Station co,SW Corner,E 7th & Red River,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89897,08/09/1928 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,Private use
POINT (-97.785827199096 30.450428156648),1136,1137,00638,Pond Springs Food Mart,,13436 Pond Springs Rd,POND SPRINGS,,,,,,,,Y,P,,,,N,,
POINT (-97.739402804807 30.301082262918),254,254,H0241,Simms Oil Co.,,W 35th & Guadalupe,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89907,10/12/1928 12:00:00 AM +0000,,N,H,,Existing Filling Stn,,Y,,Adding new pumps
POINT (-97.758839727863 30.261203015722),1351,1352,01879,Barton Springs Texaco,,424 S Lamar Blvd,LAMAR,,,,,,,,N,C,,,,N,,
POINT (-97.741762642673 30.28199420626),999,1000,00085,UT Shell,,1901 Guadalupe St,GUADALUPE,,,,,,,,N,C,,,,N,,
POINT (-97.742152592694 30.293578203815),1715,1717,C0136,Taco Bell,,2800 Guadalupe St,GUADALUPE,,,,,,,,N,C,,,,N,,
POINT (-97.735993738576 30.229683379764),1075,1076,00360,Food Mart,,2400 Burleson Rd,BURLESON,,,,,,,,N,P,,,,N,,
POINT (-97.790320066445 30.469762965629),2429,2438,03224,Lake Creek Shell,,13201 N Fm 620 Rd,FM 620,,,,,,,,Y,P,,,,N,,
POINT (-97.654565763105 30.328246533154),1408,1410,03047,Payless #491,,9207 E Us 290 Hwy,US 290,,,,,,,,N,C,,,,N,,
POINT (-97.745314412868 30.274277481361),19,19,H0207,Central Christian Church,,Central Christian Church,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89810,06/28/1928 12:00:00 AM +0000,,N,H,,Fuel Oil Tank,,Y,,
POINT (-97.768288168942 30.296843344469),697,697,H0835,Texaco Inc,NW Corner,Windsor & Exposition,,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=41220,05/25/1961 12:00:00 AM +0000,,Y,H,,New Filling Station,,Y,,Public use
POINT (-97.736059654922 30.30573996877),51,51,H0141,C C Street,,4011 Guadalupe,Guadalupe,0,Yes,Council Reviewed,0,http://www.ci.austin.tx.us/edims/document.cfm?id=89237,11/13/1925 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.783900027683 30.441564982119),1413,1415,03063,Golf Cart Zone,,13200 N Us 183 Hwy Sb,US 183,,,,,,,,Y,T,,,,N,,
POINT (-97.881168563282 30.24173895147),1444,1446,03123,Corner Store #2741311,,7622 W Sh 71,SH 71,,,,,,,,N,P,,,,N,,
POINT (-97.741462151784 30.268893977038),23,23,H0204,Millers Garage,,112 E 7th,E 7th,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=89809,06/21/1928 12:00:00 AM +0000,,N,H,,New Filling Station,,Y,,Public use
POINT (-97.68500284095 30.356084002747),1303,1304,01195,Corner Store No. 2742069,,933 E Rundberg Ln,RUNDBERG,,,,,,,,N,P,,,,N,,
POINT (-97.731226295802 30.230207493721),1360,1361,01940,Corner Store No. 2740552,,2222 E Oltorf St,OLTORF,,,,,,,,N,P,,,,N,,
POINT (-97.680431196816 30.225118804104),2040,2044,C0496,E-Con-Placer,,1240 Old Bastrop Rd,OLD BASTROP,,,,,,,,N,C,,,,N,,
POINT (-97.715385956144 30.333337888507),2700,2742,03436,Mercedes Benz of Austin,,412 Pampa Dr.,Pampa Drive,,,,,,,,,F,,,,,,
POINT (-97.890933860094 30.389500625489),1457,1459,03141,Marshall Ford Food Mart,,4610 N Fm 620 Rd,FM 620,,,,,,,,N,T,,,,N,,
POINT (-97.771107141322 30.433417135299),1454,1456,03138,Circle K #2741308,,8656 Spicewood Springs Rd,SPICEWOOD SPRINGS,,,,,,,,Y,P,,,,N,,
POINT (-97.613413745798 30.369366020966),2541,2552,03371,Corner Store #2741551,,12300 Harris Branch Pkwy,HARRIS BRANCH,,,,,,,,N,P,,,,N,,
POINT (-97.730582784351 30.264568003183),2338,2345,N0149,Cazares Property,,1120 E 6th St,6TH,,,,,,,,N,C,,,,N,,
POINT (-97.773751520944 30.440931388538),1409,1411,03048,Corner Store #2742110,,13014 Pond Springs Rd,Pond Springs Rd,,,,,,,,Y,P,,,,N,,
POINT (-97.748536585632 30.400340558533),1473,1475,03161,Corner Store #2741396,,10713 Jollyville Rd,JOLLYVILLE,,,,,,,,Y,P,,,,N,,
POINT (-97.762033536759 30.226954919191),1095,1096,00384,Congress Express,,3630 S Congress Ave,CONGRESS,,,,,,,,N,P,,,,N,,
POINT (-97.756816832938 30.371716053995),1106,1107,00400,Corner Store  # 2740966,,8101 Mesa Dr,MESA,,,,,,,,Y,P,,,,N,,
POINT (-97.707174156735 30.311137563831),1403,1405,03037,Primos Food Store,,5327 Cameron Rd,CAMERON,,,,,,,,N,P,,,,N,,
POINT (-97.736668632827 30.304755805988),1087,1088,00376,Corner Store No. 2740080,,3909 Guadalupe St,GUADALUPE,,,,,,,,N,P,,,,N,,
POINT (-97.845516057677 30.195756750489),1384,1386,03001,COA AFD Fire Station #29,,3625 Davis Ln,Davis,,,,,,,,Y,P,,,,N,,
POINT (-97.716161849972 30.21220707256),1107,1108,00401,Corner Store No. 2740967,,6009 E Ben White Blvd,BEN WHITE,,,,,,,,N,P,,,,N,,
POINT (-97.7671931678 30.189361668213),1367,1368,02002,Corner Store No. 2742194,,1706 E William Cannon Dr,WILLIAM CANNON,,,,,,,,N,P,,,,N,,
POINT (-97.762247766907 30.237535244296),2702,2744,N0002,Doug Scales Body Shop,,2707,S 1st St,,,,,,,,,N,,,,,,
POINT (-97.709029617282 30.252108526282),1335,1336,01776,Corner Store No. 2741319,,3112 E Cesar Chavez St,CESAR CHAVEZ,,,,,,,,N,P,,,,N,,
POINT (-97.784234270023 30.295151011383),1888,1890,C0318,"Boat Town, Inc.",,3826 Lake Austin Blvd,LAKE AUSTIN,,,,,,,,Y,C,,,,N,,
POINT (-97.771715885884 30.384851630277),1236,1237,00967,AT&T - Fireside 345 C.O.,,5501 Spicewood Springs Rd,SPICEWOOD SPRINGS,,,,,,,,N,C,,,,N,,
POINT (-97.691475945426 30.320691979245),1192,1193,00826,Shell Food Mart,,6715 E Us 290 Hwy,US 290,,,,,,,,N,P,,,,N,,
POINT (-97.755348481485 30.26923576477),403,403,H0390,Austin Baking Co.,"Lots 9, 10, 11, 21; Blo","Lamar, Lots 9, 10 ,11, 12",,0,No,Council Approved,0,http://www.cityofaustin.org/edims/document.cfm?id=88011,04/11/1946 12:00:00 AM +0000,,N,H,,Tank and pump,,Y,,
