Reporting Area,MMWR Year,MMWR Week,"Tularemia, Current week","Tularemia, Current week, flag","Tularemia, Previous 52 weeks Max†","Tularemia, Previous 52 weeks Max†, flag","Tularemia, Cum 2019†","Tularemia, Cum 2019†, flag","Tularemia, Cum 2018†","Tularemia, Cum 2018†, flag","Vancomycin-intermediate Staphylococcus aureus, Current week","Vancomycin-intermediate Staphylococcus aureus, Current week, flag","Vancomycin-intermediate Staphylococcus aureus, Previous 52 weeks Max†","Vancomycin-intermediate Staphylococcus aureus, Previous 52 weeks Max†, flag","Vancomycin-intermediate Staphylococcus aureus, Cum 2019†","Vancomycin-intermediate Staphylococcus aureus, Cum 2019†, flag","Vancomycin-intermediate Staphylococcus aureus, Cum 2018†","Vancomycin-intermediate Staphylococcus aureus, Cum 2018†, flag",Location 1,Location 2
NORTH DAKOTA,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW MEXICO,2019,14,,-,1,,,-,,-,,N,,NC,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
HAWAII,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
WEST SOUTH CENTRAL,2019,14,,-,14,,,-,,-,,-,1,,,-,6,,,WEST SOUTH CENTRAL
SOUTH CAROLINA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
ILLINOIS,2019,14,,-,2,,,-,,-,,-,1,,1,,1,,"ILLINOIS
(40.477092, -88.993221)",
PENNSYLVANIA,2019,14,,-,1,,1,,,-,1,,1,,1,,3,,"PENNSYLVANIA
(40.789676, -77.858055)",
VERMONT,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
UTAH,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW HAMPSHIRE,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VIRGINIA,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NORTHERN MARIANA ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
OHIO,2019,14,,-,1,,,-,,-,,-,1,,1,,1,,"OHIO
(40.056807, -82.405897)",
IOWA,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
NORTH CAROLINA,2019,14,,-,2,,,-,1,,,-,1,,1,,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
CALIFORNIA,2019,14,,-,1,,1,,2,,,N,,NC,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
RHODE ISLAND,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
TOTAL,2019,14,1,,18,,9,,8,,1,,4,,8,,26,,,TOTAL
INDIANA,2019,14,,-,1,,,-,,-,,N,,NC,,N,,N,"INDIANA
(39.76845, -86.156212)",
NEW JERSEY,2019,14,,-,1,,,-,,-,,-,0,,,-,2,,"NEW JERSEY
(40.104655, -74.386686)",
NEBRASKA,2019,14,,-,1,,2,,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MISSOURI,2019,14,,-,4,,1,,1,,,-,0,,,-,4,,"MISSOURI
(38.636168, -92.566292)",
CONNECTICUT,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
AMERICAN SAMOA,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
PACIFIC,2019,14,1,,3,,3,,2,,,-,0,,,-,,-,,PACIFIC
NEW ENGLAND,2019,14,,-,1,,,-,,-,,-,1,,,-,,-,,NEW ENGLAND
MARYLAND,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
COLORADO,2019,14,,-,2,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.841772, -106.132562)",
EAST SOUTH CENTRAL,2019,14,,-,3,,,-,,-,,-,1,,,-,2,,,EAST SOUTH CENTRAL
GEORGIA,2019,14,,-,0,,,-,,-,,-,1,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
WEST VIRGINIA,2019,14,,-,0,,,-,1,,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MISSISSIPPI,2019,14,,-,0,,,-,,-,,-,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH ATLANTIC,2019,14,,-,2,,,-,2,,,-,1,,2,,2,,,SOUTH ATLANTIC
ARKANSAS,2019,14,,-,10,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
DISTRICT OF COLUMBIA,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
TENNESSEE,2019,14,,-,1,,,-,,-,,-,1,,,-,2,,"TENNESSEE
(35.681402, -85.774444)",
MONTANA,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
TEXAS,2019,14,,-,0,,,-,,-,,-,1,,,-,,-,"TEXAS
(31.827233, -99.423022)",
WYOMING,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEW YORK,2019,14,,-,0,,,-,,-,,-,1,,,-,1,,"NEW YORK
(42.826892, -75.544286)",
NEW YORK CITY,2019,14,,-,0,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY
MOUNTAIN,2019,14,,-,2,,,-,,-,,-,1,,2,,2,,,MOUNTAIN
GUAM,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MICHIGAN,2019,14,,-,1,,1,,,-,,-,2,,1,,,-,"MICHIGAN
(44.66399, -84.711206)",
WASHINGTON,2019,14,,-,1,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
MINNESOTA,2019,14,,-,1,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
WEST NORTH CENTRAL,2019,14,,-,6,,4,,4,,,-,0,,,-,4,,,WEST NORTH CENTRAL
MASSACHUSETTS,2019,14,,-,1,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
ARIZONA,2019,14,,-,0,,,-,,-,,-,1,,2,,2,,"ARIZONA
(34.869712, -111.760902)",
SOUTH DAKOTA,2019,14,,-,2,,1,,,-,,N,,NC,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEVADA,2019,14,,-,1,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
DELAWARE,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NON-US RESIDENTS,2019,14,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
ALABAMA,2019,14,,-,0,,,-,,-,,-,1,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
LOUISIANA,2019,14,,-,0,,,-,,-,,-,1,,,-,6,,"LOUISIANA
(31.2931, -92.463284)",
MAINE,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
ALASKA,2019,14,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(64.836661, -147.738891)",
EAST NORTH CENTRAL,2019,14,,-,2,,1,,,-,,-,2,,3,,4,,,EAST NORTH CENTRAL
OREGON,2019,14,1,,2,,2,,,-,,N,,NC,,N,,N,"OREGON
(44.567912, -120.156945)",
PUERTO RICO,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
KANSAS,2019,14,,-,3,,,-,3,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
WISCONSIN,2019,14,,-,1,,,-,,-,,-,2,,,-,2,,"WISCONSIN
(44.395526, -89.834513)",
KENTUCKY,2019,14,,-,3,,,-,,-,,N,,NC,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
US TERRITORIES,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
ILLINOIS,2019,15,,-,2,,,-,,-,,-,1,,1,,1,,"ILLINOIS
(40.477092, -88.993221)",
MONTANA,2019,15,,-,2,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
WYOMING,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
DISTRICT OF COLUMBIA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MISSOURI,2019,15,,-,4,,1,,1,,,-,0,,,-,4,,"MISSOURI
(38.636168, -92.566292)",
OHIO,2019,15,,-,1,,,-,,-,,-,1,,1,,1,,"OHIO
(40.056807, -82.405897)",
PUERTO RICO,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
TEXAS,2019,15,,-,0,,,-,,-,,-,1,,,-,,-,"TEXAS
(31.827233, -99.423022)",
GEORGIA,2019,15,,-,0,,,-,,-,1,,1,,2,,1,,"GEORGIA
(32.836038, -83.631709)",
PACIFIC,2019,15,,-,3,,2,,2,,,-,0,,,-,,-,,PACIFIC
VERMONT,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
EAST SOUTH CENTRAL,2019,15,,-,3,,,-,,-,,-,1,,,-,2,,,EAST SOUTH CENTRAL
HAWAII,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
ARIZONA,2019,15,,-,0,,,-,,-,,-,1,,2,,2,,"ARIZONA
(34.869712, -111.760902)",
MIDDLE ATLANTIC,2019,15,,-,1,,1,,,-,1,,2,,3,,6,,MIDDLE ATLANTIC,
OREGON,2019,15,,-,2,,2,,,-,,N,,NC,,N,,N,"OREGON
(44.567912, -120.156945)",
SOUTH ATLANTIC,2019,15,,-,2,,,-,2,,1,,1,,3,,2,,,SOUTH ATLANTIC
MASSACHUSETTS,2019,15,,-,1,,,-,,-,,-,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
DELAWARE,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
SOUTH CAROLINA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
ALASKA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(64.836661, -147.738891)",
SOUTH DAKOTA,2019,15,,-,2,,1,,,-,,N,,NC,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
GUAM,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MINNESOTA,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NORTH CAROLINA,2019,15,,-,2,,,-,1,,,-,1,,1,,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW MEXICO,2019,15,,-,1,,,-,,-,,N,,NC,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
ALABAMA,2019,15,,-,0,,,-,,-,,-,1,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
MISSISSIPPI,2019,15,,-,0,,,-,,-,,-,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
LOUISIANA,2019,15,,-,0,,,-,,-,,-,1,,,-,6,,"LOUISIANA
(31.2931, -92.463284)",
NEBRASKA,2019,15,,-,1,,2,,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
CALIFORNIA,2019,15,,-,1,,,-,2,,,N,,NC,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
TENNESSEE,2019,15,,-,1,,,-,,-,,-,1,,,-,2,,"TENNESSEE
(35.681402, -85.774444)",
RHODE ISLAND,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
PENNSYLVANIA,2019,15,,-,1,,1,,,-,1,,1,,2,,3,,"PENNSYLVANIA
(40.789676, -77.858055)",
WEST VIRGINIA,2019,15,,-,0,,,-,1,,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW YORK CITY,2019,15,,-,0,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY
US RESIDENTS,2019,15,,-,18,,7,,8,,2,,4,,11,,26,,,US RESIDENTS
AMERICAN SAMOA,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
KANSAS,2019,15,,-,3,,,-,3,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NEW HAMPSHIRE,2019,15,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
COLORADO,2019,15,,-,2,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.841772, -106.132562)",
MAINE,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NEW JERSEY,2019,15,,-,1,,,-,,-,,-,1,,1,,2,,"NEW JERSEY
(40.104655, -74.386686)",
NEVADA,2019,15,,-,1,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
IDAHO,2019,15,,-,1,,,-,,-,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
WEST NORTH CENTRAL,2019,15,,-,6,,4,,4,,,-,0,,,-,4,,,WEST NORTH CENTRAL
FLORIDA,2019,15,,-,1,,,-,,-,,-,1,,,-,1,,"FLORIDA
(28.915325, -81.922409)",
U.S. VIRGIN ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NON-US RESIDENTS,2019,15,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
ARKANSAS,2019,15,,-,10,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
UTAH,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
US TERRITORIES,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
VIRGINIA,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
KENTUCKY,2019,15,,-,3,,,-,,-,,N,,NC,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
INDIANA,2019,15,,-,1,,,-,,-,,N,,NC,,N,,N,"INDIANA
(39.76845, -86.156212)",
NEW ENGLAND,2019,15,,-,1,,,-,,-,,-,1,,,-,,-,,NEW ENGLAND
MICHIGAN,2019,15,,-,1,,,-,,-,,-,2,,1,,,-,"MICHIGAN
(44.66399, -84.711206)",
WEST SOUTH CENTRAL,2019,15,,-,14,,,-,,-,,-,1,,,-,6,,,WEST SOUTH CENTRAL
TOTAL,2019,15,,-,18,,7,,8,,2,,4,,11,,26,,,TOTAL
NORTH DAKOTA,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MOUNTAIN,2019,15,,-,3,,,-,,-,,-,1,,2,,2,,,MOUNTAIN
WASHINGTON,2019,15,,-,1,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NORTHERN MARIANA ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW YORK,2019,15,,-,0,,,-,,-,,-,1,,,-,1,,"NEW YORK
(42.826892, -75.544286)",
WISCONSIN,2019,15,,-,1,,,-,,-,,-,2,,,-,2,,"WISCONSIN
(44.395526, -89.834513)",
CONNECTICUT,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
IOWA,2019,15,,-,1,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
OKLAHOMA,2019,15,,-,13,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
EAST NORTH CENTRAL,2019,15,,-,2,,,-,,-,,-,2,,3,,4,,,EAST NORTH CENTRAL
OHIO,2019,16,,-,1,,,-,,-,,-,1,,1,,2,,"OHIO
(40.056807, -82.405897)",
HAWAII,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NON-US RESIDENTS,2019,16,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
LOUISIANA,2019,16,,-,0,,,-,,-,,-,1,,,-,7,,"LOUISIANA
(31.2931, -92.463284)",
NEBRASKA,2019,16,,-,1,,2,,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
WASHINGTON,2019,16,,-,1,,,-,,-,,N,,NC,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
MISSISSIPPI,2019,16,,-,0,,,-,,-,,-,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
PENNSYLVANIA,2019,16,,-,1,,1,,,-,,-,1,,2,,3,,"PENNSYLVANIA
(40.789676, -77.858055)",
SOUTH CAROLINA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
DISTRICT OF COLUMBIA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
KANSAS,2019,16,,-,3,,,-,4,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
IOWA,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
ALASKA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(64.836661, -147.738891)",
VERMONT,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
WISCONSIN,2019,16,,-,1,,,-,,-,,-,2,,,-,2,,"WISCONSIN
(44.395526, -89.834513)",
GEORGIA,2019,16,,-,0,,,-,,-,,-,1,,2,,1,,"GEORGIA
(32.836038, -83.631709)",
NEVADA,2019,16,,-,1,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NEW ENGLAND,2019,16,,-,1,,,-,1,,,-,1,,,-,,-,,NEW ENGLAND
TEXAS,2019,16,,-,0,,,-,,-,,-,1,,,-,,-,"TEXAS
(31.827233, -99.423022)",
IDAHO,2019,16,,-,1,,,-,1,,,N,,NC,,N,,N,"IDAHO
(43.680635, -114.364237)",
US TERRITORIES,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
U.S. VIRGIN ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW JERSEY,2019,16,,-,1,,,-,,-,,-,1,,1,,2,,"NEW JERSEY
(40.104655, -74.386686)",
MICHIGAN,2019,16,,-,1,,,-,,-,,-,2,,1,,,-,"MICHIGAN
(44.66399, -84.711206)",
MISSOURI,2019,16,,-,4,,1,,1,,,-,0,,,-,4,,"MISSOURI
(38.636168, -92.566292)",
MASSACHUSETTS,2019,16,,-,1,,,-,1,,,-,1,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
TOTAL,2019,16,,-,18,,8,,12,,2,,4,,14,,28,,,TOTAL
UTAH,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
FLORIDA,2019,16,,-,1,,,-,,-,,-,1,,,-,1,,"FLORIDA
(28.915325, -81.922409)",
INDIANA,2019,16,,-,1,,,-,,-,,N,,NC,,N,,N,"INDIANA
(39.76845, -86.156212)",
ALABAMA,2019,16,,-,1,,1,,,-,,-,1,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
MARYLAND,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
PACIFIC,2019,16,,-,3,,1,,2,,,-,0,,,-,,-,,PACIFIC
SOUTH ATLANTIC,2019,16,,-,2,,,-,2,,1,,1,,4,,2,,,SOUTH ATLANTIC
MINNESOTA,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEW YORK,2019,16,,-,0,,,-,,-,1,,1,,1,,1,,"NEW YORK
(42.826892, -75.544286)",
OKLAHOMA,2019,16,,-,13,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
WEST VIRGINIA,2019,16,,-,0,,,-,1,,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
EAST NORTH CENTRAL,2019,16,,-,2,,,-,,-,,-,2,,3,,5,,,EAST NORTH CENTRAL
CALIFORNIA,2019,16,,-,1,,,-,2,,,N,,NC,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
NORTH CAROLINA,2019,16,,-,2,,,-,1,,,-,1,,1,,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW MEXICO,2019,16,,-,1,,,-,,-,,N,,NC,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH DAKOTA,2019,16,,-,2,,1,,,-,,N,,NC,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
WYOMING,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
US RESIDENTS,2019,16,,-,18,,8,,12,,2,,4,,14,,28,,,US RESIDENTS
NORTH DAKOTA,2019,16,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW YORK CITY,2019,16,,-,0,,,-,,-,,-,1,,,-,,-,,NEW YORK CITY
NEW HAMPSHIRE,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VIRGINIA,2019,16,,-,1,,,-,,-,1,,0,,1,,,-,"VIRGINIA
(37.542699, -78.45822)",
DELAWARE,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MIDDLE ATLANTIC,2019,16,,-,1,,1,,,-,1,,2,,4,,6,,MIDDLE ATLANTIC,
KENTUCKY,2019,16,,-,3,,,-,,-,,N,,NC,,N,,N,"KENTUCKY
(37.64591, -84.774043)",
MONTANA,2019,16,,-,2,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
TENNESSEE,2019,16,,-,1,,,-,,-,,-,1,,1,,2,,"TENNESSEE
(35.681402, -85.774444)",
MAINE,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
WEST NORTH CENTRAL,2019,16,,-,6,,4,,5,,,-,0,,,-,4,,,WEST NORTH CENTRAL
EAST SOUTH CENTRAL,2019,16,,-,3,,1,,,-,,-,1,,1,,2,,,EAST SOUTH CENTRAL
COLORADO,2019,16,,-,2,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.841772, -106.132562)",
WEST SOUTH CENTRAL,2019,16,,-,14,,1,,1,,,-,1,,,-,7,,,WEST SOUTH CENTRAL
CONNECTICUT,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
GUAM,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
RHODE ISLAND,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
PUERTO RICO,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
AMERICAN SAMOA,2019,16,,-,0,,,-,,-,,N,,NC,,N,,N,,AMERICAN SAMOA
ARIZONA,2019,16,,-,0,,,-,,-,,-,1,,2,,2,,"ARIZONA
(34.869712, -111.760902)",
MOUNTAIN,2019,16,,-,3,,,-,1,,,-,1,,2,,2,,,MOUNTAIN
OREGON,2019,16,,-,2,,1,,,-,,N,,NC,,N,,N,"OREGON
(44.567912, -120.156945)",
ILLINOIS,2019,16,,-,2,,,-,,-,,-,1,,1,,1,,"ILLINOIS
(40.477092, -88.993221)",
NORTHERN MARIANA ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ARKANSAS,2019,16,,-,10,,1,,1,,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
DELAWARE,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
CONNECTICUT,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",
CALIFORNIA,2019,17,,-,1,,,-,2,,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",
NEW MEXICO,2019,17,,-,1,,1,,,-,,N,,NC,,N,,N,"NEW MEXICO
(34.421369, -106.108388)",
TOTAL,2019,17,2,,18,,11,,12,,2,,4,,16,,28,,,TOTAL
ALABAMA,2019,17,,-,1,,1,,,-,,-,1,,,-,,-,"ALABAMA
(32.756889, -86.844516)",
KENTUCKY,2019,17,,-,3,,,-,,-,,N,,NC,,N,,N,"KENTUCKY
(37.526683, -85.290484)",
DISTRICT OF COLUMBIA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
MISSOURI,2019,17,,-,4,,1,,1,,,-,0,,,-,4,,"MISSOURI
(38.3675, -92.477244)",
VERMONT,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",
RHODE ISLAND,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",
MIDDLE ATLANTIC,2019,17,,-,1,,1,,,-,,-,2,,4,,6,,,MIDDLE ATLANTIC
SOUTH ATLANTIC,2019,17,,-,2,,,-,2,,,-,1,,4,,2,,,SOUTH ATLANTIC
PACIFIC,2019,17,,-,3,,1,,2,,,-,0,,,-,,-,,PACIFIC
MOUNTAIN,2019,17,,-,3,,1,,1,,,-,1,,2,,2,,,MOUNTAIN
ALASKA,2019,17,,-,0,,,-,,-,,N,,NC,,N,,N,"ALASKA
(63.631126, -151.631889)",
IOWA,2019,17,,-,1,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",
NORTH CAROLINA,2019,17,,-,2,,,-,1,,,-,1,,1,,,-,"NORTH CAROLINA
(35.52603, -79.130883)",
PENNSYLVANIA,2019,17,,-,1,,1,,,-,,-,1,,2,,3,,"PENNSYLVANIA
(40.896694, -77.838886)",
MISSISSIPPI,2019,17,,-,0,,,-,,-,,-,1,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
FLORIDA,2019,17,,-,1,,,-,,-,,-,1,,,-,1,,"FLORIDA
(28.260731, -82.420978)",
TEXAS,2019,17,,-,0,,,-,,-,,-,1,,,-,,-,"TEXAS
(31.447238, -99.317341)",
ARKANSAS,2019,17,,-,10,,1,,1,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",
VIRGINIA,2019,17,,-,1,,,-,,-,,-,1,,1,,,-,"VIRGINIA
(37.510861, -78.666382)",
COLORADO,2019,17,,-,2,,,-,,-,,N,,NC,,N,,N,"COLORADO
(38.998552, -105.547832)",
NEVADA,2019,17,,-,1,,,-,,-,,-,1,,,-,,-,"NEVADA
(39.283294, -114.916992)",
