Filing Period,Taxable Amount,Total AmountDue,Date Paid,Name,Street Address,Street Address2,City,State,Zip,Location1
10/01/2018 12:00:00 AM,47.50,14.25,11/27/2018,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
10/01/2018 12:00:00 AM,234917.53,70475.25,11/16/2018,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.34753, -77.494939)"
10/01/2018 12:00:00 AM,611.34,183.40,11/27/2018,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
10/01/2018 12:00:00 AM,11837.74,3551.32,11/12/2018,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
10/01/2018 12:00:00 AM,78079.54,23423.86,11/06/2018,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
11/01/2018 12:00:00 AM,0.00,0.00,12/04/2018,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.67505, -117.874382)"
10/01/2018 12:00:00 AM,6328.00,1898.40,11/30/2018,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
10/01/2018 12:00:00 AM,3450.00,1035.00,12/01/2018,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117754, -77.183498)"
11/01/2018 12:00:00 AM,11586.43,3475.92,12/02/2018,Status Smoke LLC,16125 Shady Grove Road,,Gaithersburg,MD,20877,"16125 Shady Grove Road
Gaithersburg, MD 20877
(39.120694, -77.179664)"
11/01/2018 12:00:00 AM,865.44,259.63,12/04/2018,Noon LLC,7902 georgia ave,,silver spring,md,20910,"7902 georgia ave
silver spring, md 20910
(38.985395, -77.026631)"
11/01/2018 12:00:00 AM,0.00,0.00,12/13/2018,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095177, -77.137268)"
11/01/2016 12:00:00 AM,0.00,0.00,12/08/2016,"C&S Wholesale Grocers, Inc (AWI)",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
11/01/2018 12:00:00 AM,2130.50,639.15,12/09/2018,smoke Island inc,11230 Georgia ave,,silver spring,MD,20902,"11230 Georgia ave
silver spring, MD 20902
(39.03947, -77.051214)"
11/01/2018 12:00:00 AM,2920.42,876.12,12/11/2018,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265934, -76.673132)"
11/01/2018 12:00:00 AM,2850.41,855.12,12/13/2018,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077779, -77.140579)"
11/01/2018 12:00:00 AM,0.00,0.00,12/18/2018,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
11/01/2018 12:00:00 AM,56.25,16.87,12/03/2018,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157157, -78.730843)"
11/01/2018 12:00:00 AM,7789.32,2336.79,12/17/2018,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
10/01/2018 12:00:00 AM,796.13,238.83,12/18/2018,"Main St. Cigars & Vapes, LLC",400 Main St.,,Gaithersburg,MD,20878,"400 Main St.
Gaithersburg, MD 20878
(39.121029, -77.237155)"
11/01/2018 12:00:00 AM,710.25,213.07,12/18/2018,"Main St. Cigars & Vapes, LLC",400 Main St.,,Gaithersburg,MD,20878,"400 Main St.
Gaithersburg, MD 20878
(39.121029, -77.237155)"
11/01/2018 12:00:00 AM,2958.64,887.59,12/14/2018,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
11/01/2018 12:00:00 AM,33988.56,10196.56,12/18/2018,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503787, -77.59775)"
11/01/2018 12:00:00 AM,816.00,244.80,12/19/2018,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
04/01/2019 12:00:00 AM,8439.00,2531.70,05/31/2019,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
11/01/2018 12:00:00 AM,3857.81,1157.34,12/19/2018,"Blue Monkey Vapes, Inc.",11160 Veirs Mill Road,Unit # 9115,Wheaton,Maryland,20902,"11160 Veirs Mill Road
Wheaton, Maryland 20902
(39.038321, -77.052915)"
12/01/2018 12:00:00 AM,1943.98,583.19,01/09/2019,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265934, -76.673132)"
12/01/2018 12:00:00 AM,33592.35,10077.70,01/15/2019,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503787, -77.59775)"
12/01/2018 12:00:00 AM,9566.45,2869.93,01/19/2019,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
04/01/2019 12:00:00 AM,3762.00,1128.60,06/01/2019,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117754, -77.183498)"
07/01/2019 12:00:00 AM,3298.45,989.53,08/17/2019,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
07/01/2019 12:00:00 AM,287232.73,86169.81,08/13/2019,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.34753, -77.494939)"
01/01/2020 12:00:00 AM,20306.33,6091.89,02/19/2020,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503787, -77.59775)"
01/01/2020 12:00:00 AM,2913.72,874.11,02/20/2020,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
01/01/2020 12:00:00 AM,695.21,208.56,02/25/2020,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077779, -77.140579)"
01/01/2020 12:00:00 AM,10497.60,3149.28,02/27/2020,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038844, -76.412789)"
03/01/2020 12:00:00 AM,6916.10,2074.83,04/27/2020,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
03/01/2020 12:00:00 AM,6496.30,1948.89,04/13/2020,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
03/01/2020 12:00:00 AM,2266.87,680.06,04/25/2020,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
03/01/2020 12:00:00 AM,173560.03,52068.00,04/10/2020,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.34753, -77.494939)"
03/01/2020 12:00:00 AM,4184.00,1255.20,04/30/2020,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
04/01/2020 12:00:00 AM,0.00,0.00,05/05/2020,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.459055, -79.13528)"
12/01/2018 12:00:00 AM,0.00,0.00,01/27/2019,VapeCulture LLC,18959 Bonanza Way,,Gaithersburg,MD,20879,"18959 Bonanza Way
Gaithersburg, MD 20879
(39.167129, -77.170146)"
11/01/2018 12:00:00 AM,0.00,0.00,12/28/2018,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.459055, -79.13528)"
11/01/2018 12:00:00 AM,0.00,0.00,12/28/2018,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
07/01/2019 12:00:00 AM,6375.00,1912.50,08/31/2019,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
10/01/2018 12:00:00 AM,1197.02,359.10,12/26/2018,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988859, -77.096195)"
11/01/2018 12:00:00 AM,1304.78,391.43,12/26/2018,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988859, -77.096195)"
12/01/2018 12:00:00 AM,0.00,0.00,01/30/2019,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.459055, -79.13528)"
12/01/2018 12:00:00 AM,0.00,0.00,01/30/2019,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
12/01/2018 12:00:00 AM,0.00,0.00,01/31/2019,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
12/01/2018 12:00:00 AM,917.40,275.22,01/27/2019,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
12/01/2018 12:00:00 AM,11127.53,3338.25,01/08/2019,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
12/01/2018 12:00:00 AM,9068.73,2720.61,01/29/2019,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
12/01/2018 12:00:00 AM,142.50,42.75,01/30/2019,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,,Keene,New Hampshire,03431,"10 Optical Avenue
Keene, New Hampshire 03431
(42.922316, -72.263149)"
12/01/2018 12:00:00 AM,92735.24,27820.57,01/04/2019,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
12/01/2018 12:00:00 AM,3283.01,984.90,01/05/2019,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
12/01/2018 12:00:00 AM,180706.96,54212.08,01/14/2019,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.34753, -77.494939)"
01/01/2019 12:00:00 AM,0.00,0.00,02/04/2019,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.67505, -117.874382)"
01/01/2019 12:00:00 AM,71.25,21.37,02/01/2019,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157195, -78.731016)"
12/01/2018 12:00:00 AM,6405.00,1921.50,01/31/2019,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
01/01/2019 12:00:00 AM,0.00,0.00,02/07/2019,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095177, -77.137268)"
01/01/2019 12:00:00 AM,13642.22,4092.66,02/02/2019,Status Smoke LLC,16125 Shady Grove Road,,Gaithersburg,MD,20877,"16125 Shady Grove Road
Gaithersburg, MD 20877
(39.120694, -77.179664)"
01/01/2019 12:00:00 AM,3541.47,1062.44,02/07/2019,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077779, -77.140579)"
01/01/2019 12:00:00 AM,0.00,0.00,02/14/2019,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.459055, -79.13528)"
01/01/2019 12:00:00 AM,1439.50,431.85,02/11/2019,smoke Island inc,11230 Georgia ave,,silver spring,MD,20902,"11230 Georgia ave
silver spring, MD 20902
(39.03947, -77.051214)"
01/01/2019 12:00:00 AM,8369.35,2510.80,02/18/2019,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
12/01/2018 12:00:00 AM,3710.00,1113.00,02/19/2019,Vapor worldwide,15906 Shady Grove,Suite A,Gaithersburg,Maryland,20877,"15906 Shady Grove
Gaithersburg, Maryland 20877
(39.117754, -77.183498)"
01/01/2019 12:00:00 AM,3906.55,1171.96,02/16/2019,"Blue Monkey Vapes, Inc.",11160 Veirs Mill Road,Unit # 9115,Wheaton,Maryland,20902,"11160 Veirs Mill Road
Wheaton, Maryland 20902
(39.038321, -77.052915)"
01/01/2019 12:00:00 AM,32965.28,9889.58,02/21/2019,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503787, -77.59775)"
01/01/2019 12:00:00 AM,92.16,27.64,02/22/2019,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
01/01/2019 12:00:00 AM,0.00,0.00,02/27/2019,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
05/01/2019 12:00:00 AM,2346.00,703.80,06/06/2019,smoke Island inc,11230 Georgia ave,,silver spring,MD,20902,"11230 Georgia ave
silver spring, MD 20902
(39.03947, -77.051214)"
08/01/2019 12:00:00 AM,3127.00,938.10,09/04/2019,smoke Island inc,11230 Georgia ave,,silver spring,MD,20902,"11230 Georgia ave
silver spring, MD 20902
(39.03947, -77.051214)"
01/01/2019 12:00:00 AM,5798.20,1739.46,02/25/2019,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265934, -76.673132)"
01/01/2019 12:00:00 AM,894.56,268.36,02/25/2019,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988859, -77.096195)"
12/01/2018 12:00:00 AM,934.27,280.28,02/25/2019,Bethesda Vapor Company,4823 Fairmont Ave.,Suite B,Bethesda,Maryland,20814,"4823 Fairmont Ave.
Bethesda, Maryland 20814
(38.988859, -77.096195)"
01/01/2020 12:00:00 AM,2407.74,722.32,02/15/2020,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
01/01/2020 12:00:00 AM,4093.51,1228.05,02/11/2020,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
01/01/2020 12:00:00 AM,169358.43,50807.52,02/20/2020,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.34753, -77.494939)"
01/01/2020 12:00:00 AM,671.50,201.45,02/27/2020,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,,Halethorpe,Maryland,21227,"1772 Sulphur Spring Road STE 103
Halethorpe, Maryland 21227
(39.245154, -76.677997)"
01/01/2020 12:00:00 AM,315.00,94.50,02/28/2020,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.67505, -117.874382)"
02/01/2020 12:00:00 AM,0.00,0.00,03/04/2020,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157195, -78.731016)"
01/01/2020 12:00:00 AM,1540.00,462.00,02/29/2020,Vape Social,16521 S Frederick Ave,,Gaithersburg,md,20877,"16521 S Frederick Ave
Gaithersburg, md 20877
(39.127036, -77.18416)"
02/01/2020 12:00:00 AM,2349.00,704.70,03/02/2020,smoke Island inc,11230 Georgia ave,,silver spring,MD,20902,"11230 Georgia ave
silver spring, MD 20902
(39.03947, -77.051214)"
02/01/2020 12:00:00 AM,569.70,170.91,03/11/2020,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
02/01/2020 12:00:00 AM,0.00,0.00,03/16/2020,SAMS EAST INC,705 SW 8th Street,ATTN: TOBACCO TAX,Bentonville,AR,72716-0555,"705 SW 8th Street
Bentonville, AR 72716-0555
(36.364273, -94.216894)"
02/01/2020 12:00:00 AM,0.00,0.00,03/18/2020,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.459055, -79.13528)"
02/01/2020 12:00:00 AM,0.00,0.00,03/18/2020,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,,Keene,New Hampshire,03431,"10 Optical Avenue
Keene, New Hampshire 03431
(42.922316, -72.263149)"
02/01/2020 12:00:00 AM,0.00,0.00,03/18/2020,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
02/01/2020 12:00:00 AM,2120.90,636.27,03/17/2020,"RJR Vapor Co., LLC",P.O. Box 2959,,Winston Salem,NC,27101-2959,"P.O. Box 2959
Winston Salem, NC 27101-2959"
02/01/2020 12:00:00 AM,73164.44,21949.33,03/03/2020,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
02/01/2020 12:00:00 AM,0.00,0.00,03/23/2020,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
02/01/2020 12:00:00 AM,0.00,0.00,03/23/2020,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.67505, -117.874382)"
02/01/2020 12:00:00 AM,2955.88,886.76,03/19/2020,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
02/01/2020 12:00:00 AM,2908.66,872.59,03/09/2020,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265934, -76.673132)"
02/01/2020 12:00:00 AM,20681.64,6204.49,03/23/2020,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503787, -77.59775)"
02/01/2020 12:00:00 AM,6311.70,1893.51,03/27/2020,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038844, -76.412789)"
02/01/2020 12:00:00 AM,5610.45,1683.13,03/09/2020,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
02/01/2020 12:00:00 AM,125097.77,37529.33,03/18/2020,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.34753, -77.494939)"
03/01/2020 12:00:00 AM,0.00,0.00,04/06/2020,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157195, -78.731016)"
03/01/2020 12:00:00 AM,0.00,0.00,04/13/2020,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
01/01/2019 12:00:00 AM,134.27,40.28,02/25/2019,Downtown Vapor Company,8644 Colesville Road,,Silver Spring,Maryland,20910,"8644 Colesville Road
Silver Spring, Maryland 20910
(38.997078, -77.027426)"
05/01/2019 12:00:00 AM,15648.18,4694.45,06/06/2019,Status Smoke LLC,16125 Shady Grove Road,,Gaithersburg,MD,20877,"16125 Shady Grove Road
Gaithersburg, MD 20877
(39.120694, -77.179664)"
07/01/2019 12:00:00 AM,19020.44,5706.13,09/06/2019,Status Smoke LLC,16125 Shady Grove Road,,Gaithersburg,MD,20877,"16125 Shady Grove Road
Gaithersburg, MD 20877
(39.120694, -77.179664)"
08/01/2019 12:00:00 AM,0.00,0.00,09/11/2019,AFG Distribution,128 Bingham Road,Suite 700,Asheville,NC,28806,"128 Bingham Road
Asheville, NC 28806
(35.607032, -82.586704)"
08/01/2019 12:00:00 AM,0.00,0.00,09/12/2019,DC Vapor Inc.,687 Lofstrand Lane,Suite H,Rockville,MD,20850,"687 Lofstrand Lane
Rockville, MD 20850
(39.095177, -77.137268)"
08/01/2019 12:00:00 AM,1404.98,421.49,09/09/2019,SAMS EAST INC,705 SW 8th Street,ATTN: TOBACCO TAX,Bentonville,AR,72716-0555,"705 SW 8th Street
Bentonville, AR 72716-0555
(36.364273, -94.216894)"
08/01/2019 12:00:00 AM,794.88,238.46,09/12/2019,Vape Ink LLC,765 Rockville Pike,Unit J,Rockville,Maryland,20852,"765 Rockville Pike
Rockville, Maryland 20852
(39.077779, -77.140579)"
08/01/2019 12:00:00 AM,201.55,60.46,09/02/2019,"Delhaize America Distribution, LLC",1703 East D Street,,Butner,NC,27509,"1703 East D Street
Butner, NC 27509
(36.157195, -78.731016)"
08/01/2019 12:00:00 AM,39332.21,11799.66,09/13/2019,"AVAIL Vapor, LLC",820 Southlake Blvd,,Richmond,Virginia,23236,"820 Southlake Blvd
Richmond, Virginia 23236
(37.503787, -77.59775)"
08/01/2019 12:00:00 AM,0.00,0.00,09/19/2019,The H.T. Hackney Co,118 Enterprise Drive,,Madison Heights,VA,24572,"118 Enterprise Drive
Madison Heights, VA 24572
(37.459055, -79.13528)"
08/01/2019 12:00:00 AM,283970.16,85191.04,09/16/2019,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,,Fredericksburg,Virginia,22406,"56 McLane Drive
Fredericksburg, Virginia 22406
(38.34753, -77.494939)"
08/01/2019 12:00:00 AM,7523.86,2257.15,09/17/2019,MJ Vape LLC,19328 Montgomery Village Ave,,Gaithersburg,Maryland,20886,"19328 Montgomery Village Ave
Gaithersburg, Maryland 20886
(39.173257, -77.203734)"
08/01/2019 12:00:00 AM,442.39,132.71,09/19/2019,"Blue Monkey Vapes, Inc.",11160 Veirs Mill Road,Unit # 9115,Wheaton,Maryland,20902,"11160 Veirs Mill Road
Wheaton, Maryland 20902
(39.038321, -77.052915)"
08/01/2019 12:00:00 AM,0.00,0.00,09/24/2019,Cosmic Fog Vapors,3115 Airway Avenue,,Costa Mesa,CA,92626,"3115 Airway Avenue
Costa Mesa, CA 92626
(33.67505, -117.874382)"
08/01/2019 12:00:00 AM,17270.87,5181.26,09/20/2019,Status Smoke LLC,16125 Shady Grove Road,,Gaithersburg,MD,20877,"16125 Shady Grove Road
Gaithersburg, MD 20877
(39.120694, -77.179664)"
08/01/2019 12:00:00 AM,5807.66,1742.29,09/12/2019,George J. Falter Co. Inc.,3501 Benson Avenue,PO Box 24176,Baltimore,MD,21227,"3501 Benson Avenue
Baltimore, MD 21227
(39.265934, -76.673132)"
08/01/2019 12:00:00 AM,0.00,0.00,09/26/2019,"C&S Wholesale Grocers, Inc. (AWI)",10 Optical Avenue,,Keene,New Hampshire,03431,"10 Optical Avenue
Keene, New Hampshire 03431
(42.922316, -72.263149)"
08/01/2019 12:00:00 AM,0.00,0.00,09/26/2019,"C&S Wholesale Grocers, Inc.",Tax Department,7 Corporate Drive,Keene,NH,03431,"Tax Department
Keene, NH 03431"
08/01/2019 12:00:00 AM,0.00,0.00,09/26/2019,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,,Baltimore,MD,21230,"2801 W Patapsco Ave #B
Baltimore, MD 21230
(39.255189, -76.658445)"
08/01/2019 12:00:00 AM,1633.60,490.08,09/23/2019,"RJR Vapor Co., LLC",P.O. Box 2959,,Winston Salem,NC,27101-2959,"P.O. Box 2959
Winston Salem, NC 27101-2959"
08/01/2019 12:00:00 AM,14452.50,4335.75,09/25/2019,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,,Mountville,PA,17554,"200 Lincoln West Drive
Mountville, PA 17554
(40.038852, -76.412807)"
08/01/2019 12:00:00 AM,4178.53,1253.55,09/11/2019,Core-Mark Midcontinent Inc.,"395 Oyster Point Blvd, Suite 415",,South San Francisco,California,94080,"395 Oyster Point Blvd, Suite 415
South San Francisco, California 94080
(37.6664, -122.383189)"
08/01/2019 12:00:00 AM,123071.74,36921.52,09/04/2019,Century Distributors,15710 Crabbs Branch Way,,Rockville,Maryland,20855,"15710 Crabbs Branch Way
Rockville, Maryland 20855
(39.112354, -77.156356)"
08/01/2019 12:00:00 AM,2816.72,845.01,09/07/2019,"Airpark Vapor, LLC",9871 Main Street,,Damascus,MD,20872,"9871 Main Street
Damascus, MD 20872
(39.288249, -77.203528)"
