PermitID,StipulationID,PermitNumber,StipulationCode,StipulationDescription
7072,20,BOOB-201866-310,AOL Lift tp 3&4,"Follow obey all postings, restrictions and Traffic Rules and Regs  along truck route you travel and on all NYC & NYS bridges & structures. This permit does absolve the permittee of responsibility for damage done to NYC and NYS bridges structural integrity due to this move. * Annual overweight permitted vehicles need to be legally-sized; dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long. Note: Lift axle must be down at all times when traveling on NYC Streets, not having the lift axle down will render this permit null and void. Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is not to exceed 80,000lbs - *** This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
4342,18,Y3H2-20151121-1000,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
2760,17,EVWI-2014111-1098,New AOL Stip,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures.  This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: *** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long."
2247,7,EVWI-2014111-990,Lift Axle Stip:,"Note: Lift axle must be down at all times when traveling on NYC Streets - *not having the lift axle down will render this permit null and void. * Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is never to exceed 80,000lbs"
3935,4,D82K-2015723-675,Bulk Milk,"Vehicles over 55 ft long must have clearance lights at 20 ft intervals along both sides when traveling at night. *** Please observe and follow all the engineering stipulations on this OD permit and obey all postings, restrictions and Traffic Rules and Regulations along the route during this move and on all NYC and NYS bridges and elevated structures. This permit does not in any way absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move.***"
4183,20,IFB7-2015916-793,AOL Lift tp 3&4,"Follow obey all postings, restrictions and Traffic Rules and Regs  along truck route you travel and on all NYC & NYS bridges & structures. This permit does absolve the permittee of responsibility for damage done to NYC and NYS bridges structural integrity due to this move. * Annual overweight permitted vehicles need to be legally-sized; dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long. Note: Lift axle must be down at all times when traveling on NYC Streets, not having the lift axle down will render this permit null and void. Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is not to exceed 80,000lbs - *** This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
5475,18,AOBH-2017113-38,AOL type 3 & 4,"Please observe, follow and obey all postings, restrictions and Traffic Rules and Regulations along the truck route you traverse/travel during movement and on all NYC and NYS bridges and elevated structures. This permit does absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move. Note: ***** Annual overweight permitted vehicles need to be legally-sized; legal dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long.  ***** NOTE:   This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
6789,20,WR3A-201819-10,AOL Lift tp 3&4,"Follow obey all postings, restrictions and Traffic Rules and Regs  along truck route you travel and on all NYC & NYS bridges & structures. This permit does absolve the permittee of responsibility for damage done to NYC and NYS bridges structural integrity due to this move. * Annual overweight permitted vehicles need to be legally-sized; dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long. Note: Lift axle must be down at all times when traveling on NYC Streets, not having the lift axle down will render this permit null and void. Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is not to exceed 80,000lbs - *** This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
5732,11,CHPS-2017127-220,Long Stip 14-10,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 10 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
4291,4,RLB6-2016114-130,Bulk Milk,"Vehicles over 55 ft long must have clearance lights at 20 ft intervals along both sides when traveling at night. *** Please observe and follow all the engineering stipulations on this OD permit and obey all postings, restrictions and Traffic Rules and Regulations along the route during this move and on all NYC and NYS bridges and elevated structures. This permit does not in any way absolve the permittee of any responsibility for damage done to NYC and NYS bridges structural integrity due to this move.***"
5493,20,ZISY-20161121-832,AOL Lift tp 3&4,"Follow obey all postings, restrictions and Traffic Rules and Regs  along truck route you travel and on all NYC & NYS bridges & structures. This permit does absolve the permittee of responsibility for damage done to NYC and NYS bridges structural integrity due to this move. * Annual overweight permitted vehicles need to be legally-sized; dimensions not to exceed: 8 ft wide, 13 ft 6 in high and or 35 ft, single, or 55 ft, tractor trailer, long. Note: Lift axle must be down at all times when traveling on NYC Streets, not having the lift axle down will render this permit null and void. Max gross ""legal"" wt is 34,000 lbs+1,000 lbs per foot wheelbase; the gross ""legal"" wt is not to exceed 80,000lbs - *** This vehicle is not permitted to travel on any movable or posted bridges throughout NYC"
7099,9,K1AN-2018628-342,Long Stip 2014,"This permit is only approved based on the cranes axle weight and the spacing submitted to NYCDOT on the permit application.  It is the responsibility of Permittee to adjust the standard vehicle axle weight by removing any parts, such as Counter weight, Outrigger beams, etc. to meet the submitted axle weight. The crane is not permitted to travel on any movable or posted bridges throughout NYC. The crane must occupy 2 lanes on bridges. The crane is not permitted on Brooklyn Bridge. The crane is permitted on Outer Roadways on Williamsburg Bridge and not permitted on Inner Roadways; and permitted on Lower Inner Roadways on Queensboro Bridge and not permitted on Lower Outer Roadways and Upper Roadways. It is permitted on Williamsburg Bridge (OR), Queensboro Bridge (LIR) or Manhattan Bridge only when wind velocity is less than 30 MPH. This self-propelled crane must move with speed less than 5 mph, when the crane is on bridges. The crane is permitted only on the lower Roadway on Manhattan Bridge. The crane is not permitted on Upper Roadway.  Any change in the proposed crane weight or configuration on this permit will not be allowed. The crane must follow and obey all posted signs along the route regarding height restrictions, speed, weight, etc. - as well as all NYC Traffic Rules and Regulations. Obtain all necessary permits from other agencies such as Port Authority, NYSDOT, TBTA, etc. as applicable. Permittee is responsible for any repair for damage incurred to the bridges structure and any appurtenances caused by proposed crossing operations. The Crane must be escorted by vehicle weighting not more than 5000 pounds, 100 ft. behind the Crane. The crane is responsible to keep 100 feet behind the flow traffic. All Vehicles including NYC police shall not be allowed between the escort vehicle and the crane on the bridges."
