File Number,Date,Source,Allegation,Status,Finding
13-0320,12/02/2013,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
14-0121,06/06/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
16-0101,05/10/2016,Internal,Use of Force,Active,
14-0200,09/30/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
13-0270,10/02/2013,Internal,Conformance to Law,Completed,Sustained
16-0127,06/06/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
13-0292,10/24/2013,Internal,Conformance to Law Re: Criminal,Completed,Exonerated
14-0140,07/01/2014,Internal,Discrim/Race/Sex,Completed,Exonerated
14-0018,02/03/2014,External,Conf T/L Traffic,Completed,No Corrective Action Tak
14-0023,02/04/2014,External,Use of Force,Completed,Unfounded
14-0032,02/20/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
14-0184,09/05/2014,External,Courtesy,Completed,No Corrective Action Tak
13-0248,09/11/2013,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
14-0246,12/22/2014,Internal,Conformance to Law,Completed,Exonerated
14-0163,08/05/2014,Internal,Conformance to Law,Completed,Administrative Closure
14-0078,04/22/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
13-0336,12/09/2013,External,Courtesy,Completed,No Corrective Action Tak
15-0145,08/06/2015,External,Courtesy,Completed,Corrective Action Taken
15-0201,11/12/2015,External,Courtesy,Completed,No Corrective Action Tak
14-0244,12/18/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
15-0024,02/27/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
15-0129,07/20/2015,External,Courtesy,Completed,No Corrective Action Tak
15-0120,07/01/2015,Internal,Conformance to Law,Completed,Sustained
15-0086,05/14/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
15-0226,12/18/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
14-0153,07/16/2014,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated
16-0077,04/12/2016,External,Conf T/L Traffic,Completed,No Corrective Action Tak
13-0331,12/06/2013,External,Conformance to Law Re: Criminal,Completed,Administrative Closure
13-0313,11/20/2013,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
14-0098,05/12/2014,External,Conduct Unbecoming,Completed,Corrective Action Taken
15-0010,01/23/2015,Internal,Conduct Unbecoming,Completed,Sustained
14-0084,04/25/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
16-0101,05/10/2016,Internal,Abuse of Authority,Active,
14-0081,04/24/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
14-0228,12/01/2014,External,Conduct Unbecoming,Completed,No Corrective Action Tak
15-0130,07/21/2015,Internal,Conformance to Law,Completed,Administrative Closure
15-0192,10/22/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
14-0042,03/04/2014,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained
14-0138,06/24/2014,External,Courtesy,Completed,No Corrective Action Tak
15-0081,05/07/2015,External,Abuse of Authority,Completed,Corrective Action Taken
14-0150,07/14/2014,Internal,Abuse of Process,Completed,Unfounded
14-0102,05/15/2014,Internal,Abuse of Process,Completed,Sustained
13-0237,09/03/2013,External,Conf T/L Traffic,Completed,Corrective Action Taken
14-0044,03/06/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,Insufficent Evidence
14-0223,11/10/2014,Internal,Absent W/O Leave,Completed,Administrative Closure
14-0180,08/25/2014,External,Courtesy,Completed,No Corrective Action Tak
16-0080,04/14/2016,External,Conf T/L Traffic,Completed,Corrective Action Taken
14-0069,04/09/2014,External,Courtesy,Completed,Corrective Action Taken
14-0235,12/11/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
14-0074,04/16/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
15-0142,08/04/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
14-0173,08/14/2014,External,Courtesy,Completed,Corrective Action Taken
13-0298,10/31/2013,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
13-0259,09/17/2013,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
14-0110,05/27/2014,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated
14-0174,08/19/2014,External,Conf T/L Traffic,Completed,No Corrective Action Tak
14-0044,03/06/2014,External,Abuse of Authority,Completed,Unfounded
14-0164,08/05/2014,External,Use of Force,Completed,Administrative Closure
14-0231,12/07/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
14-0137,06/23/2014,External,Courtesy,Completed,Corrective Action Taken
15-0061,04/15/2015,External,Abuse of Authority,Completed,Administrative Closure
13-0329,12/04/2013,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
15-0119,07/01/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
15-0096,05/28/2015,External,Conformance to Law,Completed,No Corrective Action Tak
16-0034,02/17/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
14-0102,05/15/2014,Internal,Conformance to Law,Completed,Sustained
14-0167,08/13/2014,External,Conformance to Law,Completed,Exonerated
14-0185,09/08/2014,External,Use of Force,Completed,Exonerated
13-0329,12/04/2013,External,Courtesy,Completed,No Corrective Action Tak
14-0246,12/22/2014,Internal,Use of Force,Completed,Exonerated
15-0014,02/03/2015,External,Courtesy,Completed,Corrective Action Taken
13-0333,12/06/2013,External,Conf T/L Traffic,Completed,No Corrective Action Tak
14-0050,03/14/2014,External,Conformance to Law,Completed,Sustained
14-0053,03/14/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
16-0002,01/05/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
13-0261,09/20/2013,Internal,Conduct Unbecoming,Completed,Administrative Closure
13-0245,09/10/2013,External,Use of Force,Completed,Exonerated
14-0113,05/30/2014,External,Conduct Unbecoming,Completed,No Corrective Action Tak
16-0035,02/18/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
15-0061,04/15/2015,External,Courtesy,Completed,Administrative Closure
13-0216,08/13/2013,External,Courtesy,Completed,No Corrective Action Tak
14-0001,01/06/2014,External,Courtesy,Completed,Corrective Action Taken
14-0156,07/21/2014,External,Conduct Unbecoming,Completed,No Corrective Action Tak
15-0141,08/04/2015,External,Conformance to Law,Completed,No Corrective Action Tak
13-0224,08/19/2013,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
14-0038,02/24/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
15-0049,03/19/2015,Internal,Untruthful Statements,Completed,Administrative Closure
14-0164,08/05/2014,External,Conformance to Law,Completed,Administrative Closure
16-0051,03/08/2016,Internal,Conduct Unbecoming,Completed,Corrective Action Taken
14-0080,04/23/2014,External,Use of Force,Completed,Exonerated
14-0096,05/07/2014,Internal,conduct unbecoming,Completed,Sustained
14-0143,07/02/2014,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
13-0349,01/02/2014,External,Courtesy,Completed,No Corrective Action Tak
16-0019,02/01/2016,Internal,Courtesy,Completed,Corrective Action Taken
14-0060,03/27/2014,External,Courtesy,Completed,Corrective Action Taken
14-0174,08/19/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
14-0231,12/07/2014,External,Conformance to Law,Completed,Administrative Closure
16-0096,05/09/2016,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
15-0017,02/18/2015,External,Courtesy,Completed,No Corrective Action Tak
14-0128,06/19/2014,Internal,Punctuality,Completed,Administrative Closure
13-0284,10/17/2013,External,Use of Force,Completed,Administrative Closure
14-0058,03/27/2014,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
14-0221,11/06/2014,External,Courtesy,Completed,No Corrective Action Tak
15-0003,01/08/2015,External,Conformance to Law,Completed,No Corrective Action Tak
14-0126,06/18/2014,External,Conduct Unbecoming,Completed,No Corrective Action Tak
14-0169,08/13/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
15-0154,08/24/2015,External,Conduct Unbecoming,Completed,Corrective Action Taken
15-0153,08/20/2015,External,Courtesy,Completed,No Corrective Action Tak
13-0238,09/03/2013,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
13-0321,12/02/2013,Internal,Conformance to Law Re: Criminal,Completed,Sustained
13-0302,11/07/2013,External,Courtesy,Completed,No Corrective Action Tak
15-0119,07/01/2015,External,Courtesy,Completed,No Corrective Action Tak
15-0147,08/10/2015,External,Courtesy,Completed,Corrective Action Taken
14-0203,10/13/2014,Internal,Conduct Unbecoming,Completed,Corrective Action Taken
13-0268,09/26/2013,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
15-0171,09/16/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
14-0013,01/29/2014,Internal,Conduct Unbecoming,Completed,Administrative Closure
14-0097,05/12/2014,External,Use of Force,Completed,Exonerated
13-0229,08/27/2013,External,Conduct Unbecoming,Completed,Sustained
13-0317,11/21/2013,Internal,Compliance with Orders,Completed,Corrective Action Taken
13-0304,11/07/2013,External,Use of Force,Completed,Exonerated
13-0230,08/27/2013,External,Courtesy,Completed,Corrective Action Taken
14-0050,03/14/2014,External,Abuse of Authority,Completed,Unfounded
13-0285,10/18/2013,External,Courtesy,Completed,Corrective Action Taken
15-0016,02/10/2015,External,Conduct Unbecoming,Completed,Exonerated
15-0058,04/03/2015,External,Courtesy,Completed,Corrective Action Taken
13-0258,09/17/2013,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
15-0095,05/27/2015,External,Use of Force,Completed,Exonerated
15-0061,04/15/2015,External,Carry Credent/Identification,Completed,Administrative Closure
14-0152,07/15/2014,External,Courtesy,Completed,Corrective Action Taken
15-0078,05/05/2015,External,Conf T/L Traffic,Completed,No Corrective Action Tak
14-0233,12/11/2014,Internal,Courtesy,Completed,No Corrective Action Tak
14-0155,07/21/2014,Internal,Maintenance of Property,Completed,Sustained
14-0140,07/01/2014,Internal,Conformance to Law,Completed,Sustained
15-0057,04/03/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
15-0130,07/21/2015,Internal,Untruthful Statements,Completed,Administrative Closure
14-0172,08/13/2014,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Unfounded
14-0006,01/09/2014,Internal,Att to Duty/Use Alch-Drugs,Completed,Sustained
13-0203,08/06/2013,Internal,Conformance to Law,Completed,Insufficent Evidence
14-0194,09/26/2014,External,Use of Force,Completed,Insufficent Evidence
14-0056,03/19/2014,Internal,Abuse of Authority,Completed,No Corrective Action Tak
13-0250,09/13/2013,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
14-0186,09/09/2014,External,Courtesy,Completed,No Corrective Action Tak
15-0094,05/27/2015,External,Courtesy,Completed,Insufficent Evidence
14-0082,04/24/2014,Internal,Secondary Employment,Completed,Sustained
15-0153,08/20/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
13-0321,12/02/2013,Internal,Conduct Unbecoming,Completed,Sustained
14-0021,02/03/2014,Internal,Conformance to Law Re: Criminal,Completed,Insufficent Evidence
14-0144,07/02/2014,Internal,Courtesy,Completed,Sustained
15-0191,10/22/2015,External,Abuse of Process,Completed,Administrative Closure
14-0096,05/07/2014,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained
13-0299,11/04/2013,Internal,Conformance to Law Re: Criminal,Completed,Declined
13-0247,09/11/2013,External,Secondary Employment,Completed,Exonerated
14-0217,10/28/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
13-0286,10/18/2013,External,Courtesy,Completed,No Corrective Action Tak
14-0008,01/14/2014,Internal,Conduct Unbecoming,Completed,Insufficent Evidence
14-0098,05/12/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
15-0110,06/23/2015,External,Conformance to Law,Completed,Exonerated
13-0234,08/30/2013,External,Conformance to Law,Completed,Corrective Action Taken
13-0205,08/06/2013,External,Courtesy,Completed,No Corrective Action Tak
14-0006,01/09/2014,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained
14-0210,10/16/2014,External,Conformance to Law,Completed,No Corrective Action Tak
15-0096,05/28/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
15-0046,03/17/2015,External,Courtesy,Completed,Corrective Action Taken
15-0168,09/14/2015,External,Conduct Unbecoming,Completed,Administrative Closure
14-0002,01/07/2014,Internal,Maintenance of Property,Completed,Insufficent Evidence
15-0110,06/23/2015,External,Conformance to Law,Completed,Unfounded
13-0298,10/31/2013,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken
14-0229,12/01/2014,External,Courtesy,Completed,Corrective Action Taken
14-0033,02/20/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
14-0110,05/27/2014,Internal,Conformance to Law,Completed,Sustained
14-0101,05/14/2014,External,Conformance to Law,Completed,No Corrective Action Tak
15-0126,07/08/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined
15-0104,06/10/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
14-0055,03/19/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
15-0173,09/21/2015,External,Courtesy,Completed,Corrective Action Taken
15-0015,02/10/2015,Internal,Conformance to Law,Completed,Sustained
14-0119,06/05/2014,External,Courtesy,Completed,Corrective Action Taken
13-0239,09/05/2013,External,Courtesy,Completed,Corrective Action Taken
14-0163,08/05/2014,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
14-0205,10/13/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure
14-0074,04/16/2014,External,Conduct Unbecoming,Completed,No Corrective Action Tak
14-0223,11/10/2014,Internal,Untruthful Statements,Completed,Administrative Closure
14-0047,03/10/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
13-0306,11/08/2013,External,Conf T/L Traffic,Completed,Corrective Action Taken
15-0122,07/01/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
14-0221,11/06/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
15-0079,05/05/2015,Internal,Maintenance of Property,Completed,Administrative Closure
14-0061,04/03/2014,External,Courtesy,Completed,No Corrective Action Tak
15-0103,06/08/2015,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak
15-0176,09/23/2015,Internal,Conformance to Law,Completed,Administrative Closure
