Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2019†","Rabies, Animal, Cum 2019†, flag","Rabies, Animal, Cum 2018†","Rabies, Animal, Cum 2018†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2019†","Rabies, Human, Cum 2019†, flag","Rabies, Human, Cum 2018†","Rabies, Human, Cum 2018†, flag",Location 1,Location 2
TENNESSEE,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEW YORK,2019,14,15,,29,,136,,138,,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
US TERRITORIES,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
MASSACHUSETTS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
U.S. VIRGIN ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW YORK CITY,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
ILLINOIS,2019,14,,-,13,,3,,1,,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
DISTRICT OF COLUMBIA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MICHIGAN,2019,14,,-,7,,1,,2,,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NEVADA,2019,14,,-,2,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
WASHINGTON,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
WEST NORTH CENTRAL,2019,14,3,,5,,12,,17,,,-,0,,,-,,-,,WEST NORTH CENTRAL
CALIFORNIA,2019,14,,-,9,,15,,21,,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
PENNSYLVANIA,2019,14,,-,13,,,-,57,,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSOURI,2019,14,,-,2,,1,,2,,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
PUERTO RICO,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ARIZONA,2019,14,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MAINE,2019,14,2,,5,,15,,12,,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
AMERICAN SAMOA,2019,14,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA
OKLAHOMA,2019,14,,-,8,,6,,2,,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
WEST SOUTH CENTRAL,2019,14,,-,45,,10,,111,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
VERMONT,2019,14,,-,5,,,-,4,,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
HAWAII,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
GEORGIA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
SOUTH ATLANTIC,2019,14,15,,29,,191,,235,,,-,1,,,-,1,,,SOUTH ATLANTIC
SOUTH CAROLINA,2019,14,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEBRASKA,2019,14,1,,3,,1,,4,,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NEW MEXICO,2019,14,,-,2,,4,,2,,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
US RESIDENTS,2019,14,37,,108,,420,,643,,,-,1,,,-,1,,,US RESIDENTS
ALABAMA,2019,14,1,,5,,10,,9,,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
VIRGINIA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
INDIANA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
NORTHERN MARIANA ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MINNESOTA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
PACIFIC,2019,14,,-,9,,19,,23,,,-,0,,,-,,-,,PACIFIC
SOUTH DAKOTA,2019,14,,-,2,,,-,3,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MONTANA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ARKANSAS,2019,14,,-,3,,4,,5,,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW ENGLAND,2019,14,3,,13,,26,,42,,,-,0,,,-,,-,,NEW ENGLAND
MIDDLE ATLANTIC,2019,14,15,,36,,136,,195,,,-,0,,,-,,-,MIDDLE ATLANTIC,
OHIO,2019,14,,-,6,,3,,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MISSISSIPPI,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
TOTAL,2019,14,37,,108,,420,,643,,,-,1,,,-,1,,,TOTAL
UTAH,2019,14,,-,2,,,-,,-,,-,1,,,-,,-,"UTAH
(39.359772, -111.584173)",
NORTH DAKOTA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NORTH CAROLINA,2019,14,9,,17,,72,,51,,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW HAMPSHIRE,2019,14,1,,3,,6,,13,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CONNECTICUT,2019,14,,-,3,,5,,10,,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
EAST SOUTH CENTRAL,2019,14,1,,8,,12,,11,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
WISCONSIN,2019,14,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
EAST NORTH CENTRAL,2019,14,,-,24,,7,,3,,,-,0,,,-,,-,,EAST NORTH CENTRAL
NEW JERSEY,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
KANSAS,2019,14,2,,2,,10,,8,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
KENTUCKY,2019,14,,-,8,,2,,2,,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
DELAWARE,2019,14,,-,0,,,-,,-,,-,1,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
CALIFORNIA,2019,15,,-,9,,21,,24,,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
U.S. VIRGIN ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ARKANSAS,2019,15,,-,3,,4,,5,,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
CONNECTICUT,2019,15,,-,3,,5,,10,,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
FLORIDA,2019,15,,-,21,,40,,134,,,-,0,,,-,1,,"FLORIDA
(28.915325, -81.922409)",
MOUNTAIN,2019,15,,-,6,,7,,10,,,-,1,,,-,,-,,MOUNTAIN
DELAWARE,2019,15,,-,0,,,-,,-,,-,1,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
US RESIDENTS,2019,15,32,,108,,461,,715,,,-,1,,,-,1,,,US RESIDENTS
NEW HAMPSHIRE,2019,15,1,,3,,7,,14,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WEST VIRGINIA,2019,15,5,,10,,18,,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
HAWAII,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
GUAM,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
PENNSYLVANIA,2019,15,,-,13,,,-,67,,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
WYOMING,2019,15,,-,4,,3,,8,,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEW JERSEY,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
NEW MEXICO,2019,15,,-,2,,4,,2,,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH CAROLINA,2019,15,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
LOUISIANA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
OREGON,2019,15,,-,3,,,-,,-,,-,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
SOUTH ATLANTIC,2019,15,18,,30,,211,,250,,,-,1,,,-,1,,,SOUTH ATLANTIC
DISTRICT OF COLUMBIA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
US TERRITORIES,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
NEVADA,2019,15,,-,2,,,-,,-,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
SOUTH DAKOTA,2019,15,,-,2,,,-,3,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
AMERICAN SAMOA,2019,15,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA
NEW YORK CITY,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
GEORGIA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MISSOURI,2019,15,,-,2,,1,,2,,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
EAST NORTH CENTRAL,2019,15,,-,24,,7,,5,,,-,0,,,-,,-,,EAST NORTH CENTRAL
MAINE,2019,15,1,,5,,17,,12,,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
COLORADO,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
IDAHO,2019,15,,-,3,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
KENTUCKY,2019,15,,-,8,,2,,2,,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
VIRGINIA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEW ENGLAND,2019,15,2,,13,,29,,44,,,-,0,,,-,,-,,NEW ENGLAND
OHIO,2019,15,,-,6,,3,,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
WEST SOUTH CENTRAL,2019,15,,-,45,,10,,144,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
INDIANA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
WASHINGTON,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MASSACHUSETTS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MISSISSIPPI,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
ILLINOIS,2019,15,,-,13,,3,,1,,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
KANSAS,2019,15,3,,2,,13,,10,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
WISCONSIN,2019,15,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
MICHIGAN,2019,15,,-,7,,1,,4,,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
RHODE ISLAND,2019,15,,-,3,,,-,3,,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH DAKOTA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEBRASKA,2019,15,,-,3,,1,,4,,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
ALABAMA,2019,15,,-,5,,10,,10,,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
MONTANA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ALASKA,2019,15,,-,2,,4,,2,,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
TEXAS,2019,15,,-,44,,,-,137,,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
OKLAHOMA,2019,15,,-,8,,6,,2,,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
TENNESSEE,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
PACIFIC,2019,15,,-,9,,25,,26,,,-,0,,,-,,-,,PACIFIC
TOTAL,2019,15,32,,108,,461,,715,,,-,1,,,-,1,,,TOTAL
NEW ENGLAND,2019,16,2,,13,,31,,50,,,-,0,,,-,,-,,NEW ENGLAND
VERMONT,2019,15,,-,5,,,-,5,,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
PUERTO RICO,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MINNESOTA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
MIDDLE ATLANTIC,2019,15,9,,36,,145,,205,,,-,0,,,-,,-,MIDDLE ATLANTIC,
ARIZONA,2019,15,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NORTH CAROLINA,2019,15,5,,17,,77,,59,,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
IOWA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
UTAH,2019,15,,-,2,,,-,,-,,-,1,,,-,,-,"UTAH
(39.359772, -111.584173)",
WEST NORTH CENTRAL,2019,15,3,,5,,15,,19,,,-,0,,,-,,-,,WEST NORTH CENTRAL
EAST SOUTH CENTRAL,2019,15,,-,8,,12,,12,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
NEW YORK,2019,15,9,,29,,145,,138,,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NON-US RESIDENTS,2019,15,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
NORTHERN MARIANA ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MARYLAND,2019,15,8,,11,,76,,57,,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
EAST NORTH CENTRAL,2019,16,,-,24,,7,,5,,,-,0,,,-,,-,,EAST NORTH CENTRAL
WEST SOUTH CENTRAL,2019,16,2,,45,,12,,159,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
NEBRASKA,2019,16,,-,3,,1,,4,,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
US TERRITORIES,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
SOUTH ATLANTIC,2019,16,9,,31,,221,,266,,,-,1,,,-,1,,,SOUTH ATLANTIC
EAST SOUTH CENTRAL,2019,16,,-,8,,12,,13,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
IOWA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
DELAWARE,2019,16,,-,0,,,-,,-,,-,1,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ARIZONA,2019,16,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MIDDLE ATLANTIC,2019,16,5,,36,,150,,213,,,-,0,,,-,,-,MIDDLE ATLANTIC,
ALASKA,2019,16,,-,2,,6,,2,,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NORTH DAKOTA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CONNECTICUT,2019,16,,-,3,,5,,11,,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
UTAH,2019,16,,-,2,,,-,,-,,-,1,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW HAMPSHIRE,2019,16,,-,3,,7,,14,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KANSAS,2019,16,,-,3,,13,,12,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MARYLAND,2019,16,,-,11,,76,,61,,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
LOUISIANA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
ILLINOIS,2019,16,,-,13,,3,,1,,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
RHODE ISLAND,2019,16,,-,3,,,-,6,,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MISSOURI,2019,16,4,,2,,5,,2,,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
FLORIDA,2019,16,,-,22,,41,,134,,,-,0,,,-,1,,"FLORIDA
(28.915325, -81.922409)",
WISCONSIN,2019,16,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2019,16,1,,10,,19,,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ALABAMA,2019,16,,-,5,,10,,11,,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
PACIFIC,2019,16,,-,9,,27,,28,,,-,0,,,-,,-,,PACIFIC
SOUTH CAROLINA,2019,16,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
WEST NORTH CENTRAL,2019,16,4,,5,,19,,21,,,-,0,,,-,,-,,WEST NORTH CENTRAL
MONTANA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MICHIGAN,2019,16,,-,7,,1,,4,,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
CALIFORNIA,2019,16,,-,9,,21,,26,,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
NORTHERN MARIANA ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
U.S. VIRGIN ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW MEXICO,2019,16,,-,2,,4,,2,,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
WYOMING,2019,16,,-,3,,3,,10,,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEW YORK,2019,16,5,,29,,150,,144,,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
NON-US RESIDENTS,2019,16,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
OKLAHOMA,2019,16,2,,8,,8,,2,,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
DISTRICT OF COLUMBIA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
ARKANSAS,2019,16,,-,3,,4,,5,,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
WASHINGTON,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MISSISSIPPI,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
VERMONT,2019,16,,-,5,,,-,5,,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
OHIO,2019,16,,-,6,,3,,,-,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
NORTH CAROLINA,2019,16,8,,17,,85,,71,,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
MASSACHUSETTS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
COLORADO,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
GEORGIA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
PENNSYLVANIA,2019,16,,-,13,,,-,69,,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
MOUNTAIN,2019,16,,-,6,,7,,13,,,-,1,,,-,,-,,MOUNTAIN
SOUTH DAKOTA,2019,16,,-,2,,,-,3,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MINNESOTA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
HAWAII,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
IDAHO,2019,16,,-,3,,,-,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
KENTUCKY,2019,16,,-,8,,2,,2,,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NEW JERSEY,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
GUAM,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
TOTAL,2019,16,22,,108,,486,,768,,,-,1,,,-,1,,,TOTAL
OREGON,2019,16,,-,3,,,-,,-,,-,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
NEVADA,2019,16,,-,2,,,-,1,,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
INDIANA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MAINE,2019,16,2,,5,,19,,14,,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
TEXAS,2019,16,,-,44,,,-,152,,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NEW YORK CITY,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
AMERICAN SAMOA,2019,16,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA
PUERTO RICO,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
US RESIDENTS,2019,16,22,,108,,486,,768,,,-,1,,,-,1,,,US RESIDENTS
TENNESSEE,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
VIRGINIA,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
SOUTH ATLANTIC,2019,17,9,,33,,240,,281,,,-,1,,,-,1,,,SOUTH ATLANTIC
U.S. VIRGIN ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
INDIANA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",
NEW MEXICO,2019,17,,-,2,,6,,3,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",
MAINE,2019,17,,-,5,,19,,14,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",
OHIO,2019,17,1,,6,,4,,,-,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",
MOUNTAIN,2019,17,,-,6,,9,,15,,,-,1,,,-,,-,,MOUNTAIN
WISCONSIN,2019,17,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",
LOUISIANA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",
US TERRITORIES,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
WEST NORTH CENTRAL,2019,17,3,,5,,22,,23,,,-,0,,,-,,-,,WEST NORTH CENTRAL
NON-US RESIDENTS,2019,17,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
VIRGINIA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",
WASHINGTON,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",
NEW ENGLAND,2019,17,,-,13,,33,,50,,,-,0,,,-,,-,,NEW ENGLAND
MASSACHUSETTS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",
NEW YORK CITY,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY
US RESIDENTS,2019,17,29,,108,,539,,828,,,-,1,,,-,1,,,US RESIDENTS
WEST SOUTH CENTRAL,2019,17,,-,45,,12,,176,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
OKLAHOMA,2019,17,,-,8,,8,,4,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",
MARYLAND,2019,17,,-,11,,84,,71,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",
ILLINOIS,2019,17,,-,13,,3,,1,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",
AMERICAN SAMOA,2019,17,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA
CONNECTICUT,2019,17,,-,3,,7,,11,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",
HAWAII,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",
NORTH DAKOTA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",
VERMONT,2019,17,,-,5,,,-,5,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",
DELAWARE,2019,17,,-,0,,,-,,-,,-,1,,,-,,-,"DELAWARE
(38.994926, -75.452394)",
GUAM,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ARKANSAS,2019,17,,-,3,,4,,5,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",
GEORGIA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",
MISSISSIPPI,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",
KENTUCKY,2019,17,,-,8,,2,,2,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",
ARIZONA,2019,17,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",
MINNESOTA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",
MISSOURI,2019,17,1,,4,,6,,2,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",
