Business Name,Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Restitution,Business Building,Business Street,Building Address Unit,Business City,Business State,Business Zip,Complainant Zip ,Longitude,Latitude
LOT POLISH AIRLINES,Other,,08/01/2019,08/27/2019,No Satisfactory Agreement - NSA,No,0.00,11835,QUEENS BLVD,1507,FOREST HILLS,NY,11375,,,
RESURGENT CAPITAL SERVICES L.P.,Debt Collection Agency - 122,Billing Dispute - B02,05/17/2019,07/09/2019,Bill Reduced - BLR,Yes,0.00,55,BEATTIE PL,210,GREENVILLE,SC,29601,10025,,
AMPCO SYSTEM PARKING,Garage - 049,Damaged Goods - D01,06/28/2019,07/12/2019,Cash Amount - AMT,Yes,157.00,118,E 60TH ST,,NEW YORK,NY,10022,10583,,
34TH ST. CAMERA & COMPUTERS INC.,Electronic Store - 001,Misrepresentation - M01,07/12/2019,08/28/2019,No Satisfactory Agreement - NSA,No,0.00,460,7TH AVE,,NEW YORK,NY,10123,,,
T-MOBILE NORTHEAST LLC,Electronic Store - 001,Billing Dispute - B02,09/26/2019,10/31/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,P O BOX,P O BOX 37380,,ALBUQUERQUE,NM,87176,11419,,
JFK ECONOPARK,Garage & Parking Lot - 098,Damaged Goods - D01,06/28/2019,07/25/2019,Advised to Sue - ATS,No,0.00,13398,,,S OZONE PARK,NY,11436,10710,-73.79732692320542,40.66833530531546
RAYMOUR & FLANIGAN FURNITURE,Furniture Sales - 242,Damaged Goods - D01,02/14/2019,03/05/2019,Goods Exchanged - GEX,Yes,1870.00,7248,MORGAN RD,,LIVERPOOL,NY,13090,11104,-73.8776701929152,40.736752343034745
"PLAZA AUTOMOTIVE, LTD.",Secondhand Dealer Auto - 005,Advertising/Misleading - A02,02/25/2020,03/05/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,2740,NOSTRAND AVE,,BROOKLYN,NY,11210,11216,-73.94519537092374,40.617837528859
COMPUTER & NETWORK AUDIO CONSULTING & REPAIRS,Electronic & Home Appliance Service Dealer - 115,Receipt Incomplete/Not Given,02/24/2020,03/13/2020,No Satisfactory Agreement - NSA,No,0.00,421,E 82ND ST,,NEW YORK,NY,10028,10075,,
"BEST BUY STORES, L.P.",Electronic Store - 001,Misrepresentation - M01,04/23/2019,05/01/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,381.00,PO BOX,P O BOX 4401,,LISLE,IL,60532,,,
ATM WORLD,Misc Non-Food Retail - 817,Damaged Goods - D01,03/09/2020,04/01/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,3342,9TH ST,,LONG ISLAND CITY,NY,11106,10547,,
"A & G FURNITURE & CARPET, INC.",Furniture Sales - 242,Non-Delivery of Goods - N01,04/15/2019,04/18/2019,Goods Received - GDR,Yes,200.00,1968,FLATBUSH AVE,,BROOKLYN,NY,11234,11230,-73.93591286991933,40.62170563104826
COMFORT LIVING FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,03/26/2019,04/24/2019,Goods Exchanged - GEX,Yes,0.00,1571,MCDONALD AVE,,BROOKLYN,NY,11230,,-73.97412432388117,40.614781746904775
"GOLD CITY SUPERMARKET, INC.",Supermarket - 819,Billing Dispute - B02,06/04/2019,07/10/2019,Cash Amount - AMT,Yes,33.00,4631,KISSENA BLVD,,FLUSHING,NY,11355,N/A,-73.81842312590001,40.749986234933225
"AHMAD, WAQAS",Home Improvement Contractor - 100,Quality of Work - Q01,04/02/2019,06/06/2019,Referred to Hearing - RTH,No,0.00,126,BAY 25TH ST,7,BROOKLYN,NY,11214,11209,,
183 BROADWAY LAUNDROMAT  INC.,Dry Cleaners - 230,Non-Delivery of Service - N02,02/18/2020,03/03/2020,Cash Amount - AMT,Yes,23.00,4305,BROADWAY,,NEW YORK,NY,10033,10033,-73.9349864518418,40.85165766934864
P. C. RICHARD & SON LONG ISLAND CORPORATION,Appliances - 244,Exchange Goods/Contract Cancelled - E01,05/08/2019,06/17/2019,No Satisfactory Preempted - NSP,NA,0.00,150,PRICE PKWY,,FARMINGDALE,NY,11735,10463,,
AARON'S FURNITURE,Furniture Sales - 242,Damaged Goods - D01,12/06/2018,01/04/2019,Advised to Sue - ATS,No,0.00,9805,LIBERTY AVE,,OZONE PARK,NY,11417,11208,-73.84118468106169,40.68095334262412
"LOWE'S HOME CENTERS, INC.",Home Improvement Contractor - 100,Non-Delivery of Goods - N01,07/02/2019,08/08/2019,Goods Repaired - GRS,Yes,0.00,3504,US HIGHWAY 1,,PRINCETON,NJ,08540,10455,-73.99396534108708,40.671919941940345
JACKPOT SAVINGS,Misc Non-Food Retail - 817,Defective Goods - D02,09/19/2019,09/20/2019,Complaint Invalid - CIN,NA,0.00,14805,JAMAICA AVE,,JAMAICA,NY,11435,11213,,
CITY AUTOMOTIVE INC,Tow Truck Company - 124,Illegal/Unfair Booting,09/26/2019,12/04/2019,Advised to Sue - ATS,No,0.00,21625,HEMPSTEAD AVE,,QUEENS VILLAGE,NY,11429,,-73.86880559380525,40.73423387811893
"TOWN SPORTS INTERNATIONAL HOLDINGS, INC.",Health Spa - 839,,12/27/2019,02/06/2020,Referred to Outside - RTO,NA,0.00,5,PENN PLZ,4,NEW YORK,NY,10001,,-73.98792153447732,40.76224402609946
"NORDSTROM RACK, INC",Retail Store - 820,Non-Delivery of Goods - N01,04/22/2019,05/17/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1600,7TH AVE,2600,SEATTLE,WA,98101,,-73.94409788594949,40.61218821474488
"MAJOR WORLD CDJR, LLC",Secondhand Dealer Auto - 005,Billing Dispute - B02,12/20/2019,01/14/2020,No Satisfactory Agreement - NSA,No,0.00,4340,NORTHERN BLVD,,LONG ISLAND CITY,NY,11101,11417,-73.91183846538848,40.75317796722272
LCC868 NY INC.,Travel Agency - 440,Refund Policy - R01,02/04/2020,03/05/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,813,55TH ST,3,BROOKLYN,NY,11220,11232,,
"NBE SERVICES & ASSOCIATES, INC.",Employment Agency - 034,Breach of Contract - B03,05/20/2019,06/04/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,479B,72ND ST,,BROOKLYN,NY,11209,11214,-74.02246332952679,40.632038964995424
UNIVERSE TOWING INC.,Tow Truck Company - 124,Billing Dispute - B02,02/26/2020,04/10/2020,Advised to Sue - ATS,No,0.00,1825,GIVAN AVE,,BRONX,NY,10469,07621,-73.83981012954732,40.87644000408253
NEW YORK SPORTS CLUB,Health Spa - 839,Misrepresentation - M01,03/05/2019,04/05/2019,Referred to Outside - RTO,NA,0.00,5,PENN PLZ,4,NEW YORK,NY,10001,11050,,
ALLY FINANCIAL INC,Debt Collection Agency - 122,Billing Dispute - B02,01/24/2020,02/07/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,500,WOODWARD AVE,,DETROIT,MI,48226,10312,,
,Debt Settlement - 248,Misrepresentation - M01,07/12/2019,08/12/2019,Cash Amount - AMT,Yes,2224.00,,,,,,,11432,,
RIGHT ANGLE CONSTRUCTION INC.,Home Improvement Contractor - 100,Quality of Work - Q01,02/15/2019,03/07/2019,Referred to Outside - RTO,NA,0.00,38,VINCENT PL,,LYNBROOK,NY,11563,10466,,
HWANG HAE YOUNG HAIR CLUB INC,Salons And Barbershop - 841,Surcharge/Overcharge - S02,01/02/2019,01/18/2019,Advised to Sue - ATS,No,0.00,4613,HOLLIS COURT BLVD,,FLUSHING,NY,11358,11365,-73.79196224314038,40.75296345759195
"PROFESSIONAL RECOVERY ASSOCIATES, INC.",Debt Collection Agency - 122,Billing Dispute - B02,12/28/2018,01/04/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,64,DIVISION AVE,,LEVITTOWN,NY,11756,,,
HUTTER AUCTION GALLERIES,Auction House - 128,Breach of Contract - B03,01/11/2019,03/13/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,631,W 27TH ST,,NEW YORK,NY,10001,11768,-74.0060346737378,40.75176780992018
SPA CASTLE INC.,Health Spa - 839,Surcharge/Overcharge - S02,03/08/2019,04/03/2019,Cash Amount - AMT,Yes,30.00,13110,11TH AVE,,COLLEGE POINT,NY,11356,11791,-73.8371417826674,40.78774622870991
STUDIO JEWELERS,Jewelry Store-Retail - 823,Surcharge/Overcharge - S02,01/03/2019,02/12/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,1800.00,2240,BARTOW AVE,,BRONX,NY,10475,10462,-73.82279512713669,40.86889465748113
"SEQUIUM ASSET SOLUTIONS, LLC",Debt Collection Agency - 122,Billing Dispute - B02,11/20/2019,12/17/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1130,NORTHCHASE PKWY SE,150,MARIETTA,GA,30067,11225,,
Jennifer McMullen,Debt Collection Agency - 122,Misrepresentation - M01,02/26/2019,03/13/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,645,PENN ST,4,READING,PA,19601,11355,,
COHEN'S FASHION OPTICAL OF AMERICA INC,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,04/17/2019,05/13/2019,No Consumer Response - NCR,NA,0.00,100,QUENTIN ROOSEVELT BLVD,400,GARDEN CITY,NY,11530,10459,-73.91736195237984,40.816212147508466
"MAJOR WORLD CHEVROLET, L.L.C.",Secondhand Dealer Auto - 005,Damage / Estimate,08/08/2019,09/12/2019,No Consumer Response - NCR,NA,0.00,4340,NORTHERN BLVD,,LONG ISLAND CITY,NY,11101,11367,,
STAR TOUCH NYC INC.,Home Improvement Contractor - 100,Breach of Contract - B03,02/21/2019,03/25/2019,Referred to Outside - RTO,NA,0.00,2258,OCEAN AVE,,BROOKLYN,NY,11229,11235,-73.96221709780399,40.5757446654641
V.A. BUILDERS CORP,Home Improvement Contractor - 100,Non-Delivery of Service - N02,01/10/2020,02/03/2020,Advised to Sue - ATS,No,0.00,13011,116TH AVE,,S OZONE PARK,NY,11420,,-73.80969292452538,40.67784239276164
NYC MOTORCARS OF FREEPORT,Secondhand Dealer Auto - 005,Misrepresentation - M01,12/20/2019,12/31/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,415,W SUNRISE HWY,,FREEPORT,NY,11520,12528,,
"GONZALEZ, JUAN",Home Improvement Contractor - 100,Quality of Work - Q01,11/04/2019,12/11/2019,No Business Response - NVR,No,0.00,56,ANN ST,,STATEN ISLAND,NY,10302,10301,-74.13100550064834,40.63815053943109
MP 30 YARDS LLC,Garage - 049,Surcharge/Overcharge - S02,02/26/2019,03/22/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,545,5TH AVE,600,NEW YORK,NY,10017,06532,-74.00225220254441,40.752585880533076
"SEARS HOME IMPROVEMENT PRODUCTS, INC.",Home Improvement Contractor - 100,Breach of Contract - B03,05/31/2019,07/10/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1024,FLORIDA CENTRAL PKWY,,LONGWOOD,FL,32750,11106,,
COHEN'S FASHION OPTICAL,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,01/15/2019,02/22/2019,Advised to Sue - ATS,No,0.00,100,QUENTIN ROOSEVELT BLVD,400,GARDEN CITY,NY,11530,10032,-73.97906963870305,40.75270202508881
"ASSURANT, INC.",Electronic & Home Appliance Service Dealer - 115,Breach of Warranty - B04,04/30/2019,05/17/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,28,LIBERTY ST,,NEW YORK,NY,10005,10027,,
JAYBO'S  PAWN CORP,Pawnbroker - 080,Non-Delivery of Goods - N01,05/16/2019,06/05/2019,No Consumer Response - NCR,NA,0.00,9114B,59TH AVE,,ELMHURST,NY,11373,11209,-73.86980927527524,40.733941328220624
ICON QUIK PARK SYSTEMS,Garage - 049,Damaged Goods - D01,07/11/2019,08/23/2019,Cash Amount - AMT,Yes,2596.00,270,MADISON AVE,2,NEW YORK,NY,10016,20855,-73.97273444547737,40.79008130221697
LUNA PARK CONEY ISLAND,Other,Non-Delivery of Goods - N01,07/22/2019,07/26/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1000,SURF AVE,,BROOKLYN,NY,11224,11211,-73.97800567350316,40.57543312072461
BEAR TRANSPORTATION LLC,Tow Truck Company - 124,,02/28/2020,04/09/2020,Advised to Sue - ATS,No,0.00,953,COLGATE AVE,,BRONX,NY,10473,10473,-73.85978956357098,40.84172629853626
BROOKLYN AUTO MALL LLC,Secondhand Dealer Auto - 005,Damaged Goods - D01,02/27/2020,04/09/2020,Consumer Took Action - CTA,No,0.00,1833,E NEW YORK AVE,,BROOKLYN,NY,11207,11692,-73.90123258119685,40.676401097321225
T-MOBILE NORTHEAST LLC,Electronic Store - 001,Surcharge/Overcharge - S02,09/20/2019,10/02/2019,Bill Reduced - BLR,Yes,195.00,P O BOX,P O BOX 37380,,ALBUQUERQUE,NM,87176,11368,,
"TOWN SPORTS INTERNATIONAL, LLC",Health Spa - 839,Misrepresentation - M01,12/12/2019,02/04/2020,Referred to Outside - RTO,NA,0.00,5,PENN PLZ,4,NEW YORK,NY,10001,11103,-73.91566121271222,40.764214706432924
T'S COMMISSARY LLC,Mailorder Misc - 319,Non-Delivery of Goods - N01,08/26/2019,09/13/2019,Unable to Locate Business - ULV,NA,0.00,1451,WEST AVE,7026,BRONX,NY,10462,14902,,
EAGLE TAX PLANNING & ADVISORY GROUP LLC,Tax Preparers - 891,Refund Policy - R01,05/24/2019,06/28/2019,Advised to Sue - ATS,No,0.00,10604,101ST AVE,,JAMAICA,NY,11416,11413,-73.83677154887518,40.686881373952474
PARTY PHOTO BOOTH,Photography Services - 415,Quality of Work - Q01,11/23/2018,01/08/2019,Advised to Sue - ATS,No,0.00,8835,23RD AVE,E5,BROOKLYN,NY,11214,,-73.97897037499959,40.57551290067924
BEN & NINO AUTO REPAIR INC.,Tow Truck Company - 124,Damaged Goods - D01,11/21/2019,12/20/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,2449,CONEY ISLAND AVE,,BROOKLYN,NY,11223,11214,-73.98290981403754,40.58436828762132
TMT COLLISION SPECIALIST LLC,Tow Truck Company - 124,Misrepresentation - M01,12/21/2018,01/02/2019,Consumer Took Action - CTA,No,0.00,3346,PROVOST AVE,,BRONX,NY,10475,10457,,
SAPPHIRE CONSTRUCTION & MAINTENANCE INC,Home Improvement Contractor - 100,Breach of Contract - B03,12/20/2019,02/03/2020,No Business Response - NVR,No,0.00,230,HAMDEN AVE,,STATEN ISLAND,NY,10306,10307,-74.11568711501171,40.57490487005831
ASHLEY FURNITURE HOMESTORE,Furniture Sales - 242,Damaged Goods - D01,12/09/2019,12/18/2019,Cash Amount - AMT,Yes,928.00,1,ASHLEY WAY,,ARCADIA,WI,54612,10305,-74.16978275647546,40.576050863385895
LOCO FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,01/16/2019,02/25/2019,Advised to Sue - ATS,No,0.00,19,W FORDHAM RD,,BRONX,NY,10468,10468,-73.90195722463791,40.862775074092475
BARE NECESSITIES,Mailorder Misc - 319,Misrepresentation - M01,02/18/2020,03/06/2020,Cash Amount - AMT,Yes,75.00,22919,MERRICK BLVD,400,LAURELTON,NY,11413,12821,,
CAPO AUCTION,Auction House - 128,Exchange Goods/Contract Cancelled - E01,02/28/2020,04/14/2020,Unable to Locate Business - ULV,NA,0.00,3601,QUEENS BLVD,,LONG IS CITY,NY,11101,11377,-73.937716140473,40.74292127015289
"LOUZOUN ENTERPRISES, INC.",Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,09/13/2019,10/07/2019,Goods Exchanged - GEX,Yes,25726.00,6210,NORTHERN BLVD,,WOODSIDE,NY,11377,11373,-73.90013938435612,40.754000077799546
LA INTERNATIONAL DE TEJADA MUEBLES,Furniture Sales - 242,Non-Delivery of Goods - N01,02/28/2020,04/06/2020,Unable to Locate Business - ULV,NA,0.00,1456,SAINT NICHOLAS AVE,,NEW YORK,NY,10033,10033,,
MICRO CENTER C CORPORATION,Electronic & Home Appliance Service Dealer - 115,Defective Goods - D02,09/24/2019,10/01/2019,No Satisfactory Agreement - NSA,No,0.00,7143,KISSENA BLVD,,FLUSHING,NY,11367,11370,,
"PINNACLE LAW GROUP, PC",Debt Collection Agency - 122,Billing Dispute - B02,10/15/2019,11/14/2019,Bill Reduced - BLR,Yes,103.00,10153 1/2,RIVERSIDE DR,309,TOLUCA LAKE,CA,91602,11435,,
BEST CAR-N-CARE INC.,Secondhand Dealer Auto - 005,Damaged Goods - D01,07/19/2019,08/16/2019,Referred to Outside - RTO,NA,0.00,64,NEPTUNE AVE,,BROOKLYN,NY,11235,94103,,
STRELLA LLC,Garage - 049,Damaged Goods - D01,02/22/2019,04/04/2019,Advised to Sue - ATS,No,0.00,169,W 95TH ST,,NEW YORK,NY,10025,10025,-73.96981879949188,40.7929515639777
SHUBERT ORGANIZATION,Tickets-Live Perf - 260,Non-Delivery of Service - N02,07/26/2019,08/01/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,0.00,234,W 44TH ST,,NEW YORK,NY,10036,,-73.98297946476453,40.76311623012825
LUXOR MOTOR CARS INC,Secondhand Dealer Auto - 005,Other - Z01,11/21/2019,12/05/2019,Advised to Sue - ATS,No,0.00,4319,VAN DAM ST,,LONG IS CITY,NY,11101,11421,,
"DELGADO TRAVEL AGENCY, INC.",Travel Agency - 440,Misrepresentation - M01,01/04/2019,01/25/2019,Cash Amount - AMT,Yes,946.00,7908,ROOSEVELT AVE,,JACKSON HEIGHTS,NY,11372,11432,,
FIVE J'S AUTOMOTIVE LTD.,Tow Truck Company - 124,Billing Dispute - B02,03/15/2019,04/02/2019,Cash Amount - AMT,Yes,275.00,809,ZEREGA AVE,,BRONX,NY,10473,10458,-73.84297064104702,40.82433880628763
WOK WOK,Restaurant - 818,,10/21/2019,11/08/2019,No Consumer Response - NCR,NA,0.00,11,MOTT ST,,NEW YORK,NY,10013,,-73.99873747541953,40.714066016884736
CLUB PILATES,TRIBECA,Health Spa - 839,,02/13/2019,02/25/2019,Credit Card Refund and/or Contract Cancelled - CRC,Yes,728.00,47,MURRAY ST,,NEW YORK,NY,10007,,
CHEAPOAIR,Travel Agency - 440,,02/11/2020,03/06/2020,No Consumer Response - NCR,NA,0.00,135,W 50TH ST,500,NEW YORK,NY,10020,,,
"BOB'S DISCOUNT FURNITURE, LLC",Furniture Sales - 242,Surcharge/Overcharge - S02,01/27/2020,02/04/2020,Resolved and Consumer Satisfied - SPF,Yes,0.00,428,TOLLAND TPKE,,MANCHESTER,CT,06042,11429,,
TRIBORO PEDICAB CORPORATION,Pedicab Driver - 131,Surcharge/Overcharge - S02,10/07/2019,10/22/2019,Cash Amount - AMT,Yes,90.00,146,W 44TH ST,,NEW YORK,NY,10036,77478,-73.98612812049444,40.759037963734436
JANNAH FURNITURE CORP,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,01/29/2020,04/02/2020,Unable to Locate Business - ULV,NA,0.00,341,E 149TH ST,,BRONX,NY,10451,10455,-73.92017566754822,40.816727392613544
HERITAGE TOURS,Travel Agency - 440,Non-Delivery of Service - N02,07/09/2019,08/02/2019,Advised to Sue - ATS,No,0.00,594,BROADWAY,1001,NEW YORK,NY,10012,97419,,
MATT'S TOWING CORP.,Tow Truck Company - 124,Surcharge/Overcharge - S02,07/16/2019,07/24/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,1775,PACIFIC ST,,BROOKLYN,NY,11213,,-73.93136799464132,40.6766590705356
"JENNIFER CONVERTIBLES, INC.",Furniture Sales - 242,Advertising/Misleading - A02,07/18/2019,08/27/2019,Goods Repaired - GRS,Yes,0.00,229,LIVINGSTON ST,,BROOKLYN,NY,11201,10469,-73.85834347399081,40.87417791003252
RADIUS GLOBAL SOLUTIONS LLC,Debt Collection Agency - 122,Billing Dispute - B02,01/15/2019,01/17/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,3850,N CAUSEWAY BLVD,200,METAIRIE,LA,70002,11211,,
"GEM FINANCIAL SERVICES, INC.",Pawnbroker - 080,Breach of Contract - B03,02/12/2019,03/18/2019,Consumer Took Action - CTA,No,0.00,378,SCHERMERHORN ST,,BROOKLYN,NY,11217,11206,-73.97931761882428,40.68637221872962
HOLLYWOOD CAR WASH,Car Wash,,07/01/2019,08/05/2019,Advised to Sue - ATS,No,0.00,488,CONEY ISLAND AVE,,BROOKLYN,NY,11218,,-73.97069255063342,40.645802528114054
AARON'S FURNITURE,Furniture Sales - 242,Damaged Goods - D01,02/08/2019,02/28/2019,Cash Amount - AMT,Yes,325.00,9805,LIBERTY AVE,,OZONE PARK,NY,11417,11208,,
"J.C. PENNEY COMPANY, INC.",Appliances - 244,Defective Goods - D02,06/04/2019,06/07/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,6501,LEGACY DR,,PLANO,TX,75024,11368,-73.86172399522052,40.738721503446236
LOS HERMANOS MEAT & DELI GROCERY,Restaurant - 818,Price Not Posted,02/19/2019,02/20/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,501B,JACKSON AVE,,BRONX,NY,10455,10455,-73.90951712758866,40.81203153565446
THE LOOKUP,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,09/11/2019,09/24/2019,Cash Amount - AMT,Yes,50.00,45,W 35TH ST,,NEW YORK,NY,10001,11103,-73.98568612147653,40.74978811575286
167 EAST 77TH ST PARKING SERVICES LLC,Garage - 049,Damage / Estimate,04/24/2019,06/13/2019,Advised to Sue - ATS,No,0.00,451,MANSFIELD AVE,,DARIEN,CT,06820,,-73.95904698004797,40.77330966490587
AJAX OPERATING CORP.,Garage - 049,Advertising/Non-Availability - A03,01/15/2019,01/29/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,3249,61ST ST,,WOODSIDE,NY,11377,,-73.9935247127901,40.75469368566714
"HOP2 TRAVEL, INC",Travel Agency - 440,,04/24/2020,04/29/2020,Referred to Outside - RTO,NA,0.00,31,,3100,LONG ISLAND CITY,NY,11101,89503,,
MEDICAL GUARDIAN,Misc Non-Food Retail - 817,Defective Goods - D02,04/25/2019,05/21/2019,Cash Amount - AMT,Yes,280.00,1818,MARKET ST,1200,PHILADELPHIA,PA,19103,10032,,
MATTRESS FIRM,Furniture Sales - 242,Damaged Goods - D01,12/28/2018,01/15/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,5815,GULF FWY,,HOUSTON,TX,77023,10456,-73.8977367635164,40.86135240068288
SKYLINE AUTO SALES INC,Secondhand Dealer Auto - 005,Billing Dispute - B02,05/16/2019,07/08/2019,No Satisfactory Agreement - NSA,No,0.00,15045,HILLSIDE AVE,,JAMAICA,NY,11432,10314,-73.80624886746665,40.706739132906385
MIKE FLYNN,Home Improvement Contractor - 100,Quality of Work - Q01,02/14/2020,04/30/2020,No Business Response - NVR,No,0.00,132,PLEASURE AVE,,RONKONKOMA,NY,11779,11432,,
MKJC AUTO GROUP LLC,Secondhand Dealer Auto - 005,Surcharge/Overcharge - S02,12/28/2018,02/07/2019,No Satisfactory Preempted - NSP,NA,0.00,3454,44TH ST,,LONG ISLAND CITY,NY,11101,11106,,
MILLER'S ROOFING,Home Improvement Contractor - 100,Quality of Work - Q01,12/21/2018,01/22/2019,Unable to Locate Business - ULV,NA,0.00,7109,COOPER AVE,,GLENDALE,NY,11385,11213,,
"ZOOM CAR PARK, INC.",Garage - 049,Surcharge/Overcharge - S02,03/12/2019,03/18/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,184,5TH AVE,5 FL,NEW YORK,NY,10010,10467,-73.88628555629022,40.87512280957021
FRUIT MARKET,Grocery-Retail - 808,Surcharge/Overcharge - S02,09/16/2019,10/04/2019,Store Credit - SCR,Yes,54.00,,,,,,,10459,-73.8919396739598,40.824707990186575
"KNIGHTS COLLISION EXPERTS, INC.",Tow Truck Company - 124,Surcharge/Overcharge - S02,07/25/2019,08/01/2019,Referred to Outside - RTO,NA,0.00,2000,EASTERN PKWY,,BROOKLYN,NY,11233,10704,-73.90520416422301,40.67986834468999
"BEST BUY STORES, L.P.",Electronic Store - 001,Defective Goods - D02,05/07/2019,07/01/2019,Resolved and Consumer Satisfied - SPF,Yes,0.00,PO BOX,55440-9312,,MINNEAPOLIS,MN,55440,11212,-73.97561561565877,40.683456546319505
"CAPITAL AUTO SALVAGE & SALES, INC",Secondhand Dealer [General] - 006,Breach of Warranty - B04,03/22/2019,03/27/2019,Goods Exchanged - GEX,Yes,2000.00,4600,METROPOLITAN AVE,,RIDGEWOOD,NY,11385,11212,,
SAMMS GUTTERS CORP.,Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,01/08/2019,01/14/2019,No Satisfactory Agreement - NSA,No,0.00,195,SHIEL AVE,,STATEN ISLAND,NY,10309,10308,-74.21835555950705,40.544463812728935
PACIFIC LAWN SPRINKLERS,Misc Non-Food Retail - 817,Defective Goods - D02,08/29/2019,09/20/2019,Goods Repaired - GRS,Yes,450.00,2242,129TH ST,,COLLEGE POINT,NY,11356,11420,,
DOUG'S PLUMBING & HEATING SERVICES CORP,Appliances - 244,Surcharge/Overcharge - S02,08/07/2019,08/19/2019,Complaint Invalid - CIN,NA,0.00,14533,228TH ST,,SPRINGFIELD GARDENS,NY,11413,11358,-73.75200560052151,40.661219873544944
ENTERPRISE 37 EAST PARKING LLC,Garage - 049,Damaged Goods - D01,11/04/2019,11/18/2019,Advised to Sue - ATS,No,0.00,415,E 37TH ST,,NEW YORK,NY,10016,10016,-73.97182156356341,40.745564134827085
HOME DEPOT USA INC,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,02/21/2019,03/05/2019,Referred to Outside - RTO,NA,0.00,PO,P O BOX 105451,,ATLANTA,GA,30348,10459,-73.83894758409845,40.82797275630884
TOP N' Q CLEANERS INC,Dry Cleaners - 230,Non-Delivery of Service - N02,11/12/2019,12/04/2019,Cash Amount - AMT,Yes,50.00,4216,43RD AVE,,SUNNYSIDE,NY,11104,11104,-73.92181308648608,40.74529401593266
NINO HOME IMPROVEMENT CO INC.,Home Improvement Contractor - 100,Quality of Work - Q01,11/13/2019,01/07/2020,No Satisfactory Agreement - NSA,No,0.00,1600,E 51ST ST,,BROOKLYN,NY,11234,11234,-73.92610113287571,40.62105746119245
